lamore|true|2402
329.4701843261719,113.12567138671875,313.8499450683594|0.9219503402709961,-1.821496198317618e-08,0.3873080611228943|1.729898535529628e-08,1,5.8510427614066884e-09|Running
331.2835388183594,113.34986877441406,314.6578674316406|0.9176012873649597,-9.504511666591497e-08,0.3975020945072174|8.759764824617378e-08,1,3.689390126737635e-08|Running
333.0751037597656,113.60818481445312,315.5030517578125|0.9107064008712769,-1.273030250104057e-07,0.41305428743362427|1.1403789557107302e-07,1,5.6767333944662823e-08|Running
334.8480529785156,113.83946228027344,316.4010925292969|0.9009748101234436,-1.202650992127019e-07,0.4338713586330414|1.0719723064767095e-07,1,5.458551299852843e-08|Running
336.57208251953125,113.8753890991211,317.41326904296875|0.8814471364021301,-1.9060396994063922e-07,0.4722827076911926|1.6620155918189994e-07,1,9.338914708223456e-08|Running
338.254638671875,113.89226531982422,318.4942626953125|0.8602333664894104,-1.7237826455129834e-07,0.5099005103111267|1.4645046064742928e-07,1,9.099164799408754e-08|Running
339.82769775390625,113.72086334228516,319.7235107421875|0.8236703872680664,-4.669761324294086e-07,0.5670688152313232|3.8075029351603007e-07,1,2.7044933403885807e-07|Running
341.2640075683594,113.49777221679688,321.1048583984375|0.7710973024368286,-7.439927571795124e-07,0.6367173194885254|5.684025836671935e-07,1,4.801174213753256e-07|Running
342.68365478515625,113.11544036865234,322.48052978515625|0.7406942248344421,-1.6377902056774474e-07,0.6718422770500183|1.1858902837502683e-07,1,1.1303369262805063e-07|Running
344.0616149902344,112.91097259521484,323.91162109375|0.7151418328285217,-1.2552060013604205e-07,0.698979377746582|8.780911286976334e-08,1,8.973746190577003e-08|Running
345.2911071777344,112.71758270263672,325.4765930175781|0.6654665470123291,-4.886065880782553e-07,0.7464276552200317|3.1997072369449597e-07,1,3.693281769301393e-07|Running
346.4385986328125,112.3137435913086,327.0848083496094|0.6196766495704651,-3.177183600655553e-07,0.7848572134971619|1.9234066428452934e-07,1,2.52949604373498e-07|Running
347.57086181640625,111.83509826660156,328.6767272949219|0.5962115526199341,-1.194236887158695e-07,0.8028273582458496|6.84395686789685e-08,1,9.792794486429557e-08|Running
348.8059387207031,111.30167388916016,330.1435546875|0.6191563606262207,-1.3354373606944137e-07,0.78526771068573|7.883266306407677e-08,1,1.0790459015197484e-07|Running
350.19512939453125,110.73411560058594,331.4805603027344|0.6736418008804321,-5.341926225810312e-07,0.7390580177307129|3.4196273190900683e-07,1,4.1110740767180687e-07|Running
351.6835632324219,110.22423553466797,332.6952209472656|0.730292022228241,-5.993109652990825e-07,0.6831350922584534|4.190626157196675e-07,1,4.293043787129136e-07|Running
353.1455383300781,109.61722564697266,333.92169189453125|0.75239098072052,-1.3663003528563422e-07,0.6587167978286743|1.030480731856187e-07,1,8.971623799425288e-08|Running
354.6009826660156,108.8961181640625,335.1301574707031|0.7624010443687439,-1.172179722175315e-07,0.647104799747467|8.392913741772645e-08,1,8.225917724757892e-08|Running
356.0928039550781,108.4833755493164,336.36431884765625|0.7671809792518616,-6.4207867467303e-08,0.6414307355880737|5.2182830501124045e-08,1,3.768792922187458e-08|Running
357.6164855957031,108.10179901123047,337.60186767578125|0.7720643877983093,-7.925019218646412e-08,0.6355443000793457|6.364138727121826e-08,1,4.7384485668544585e-08|Running
359.13568115234375,107.764404296875,338.8519287109375|0.7724665403366089,-3.099734868783344e-08,0.6350554823875427|1.4913341672695424e-08,1,3.0670221917716844e-08|Running
360.6240234375,107.2282943725586,340.1011047363281|0.7691760063171387,-2.7660540524721e-08,0.6390369534492493|-8.776813303912334e-11,1,4.3390368631435194e-08|Running
362.1263732910156,106.81877899169922,341.3487243652344|0.768976092338562,-8.382198757317383e-08,0.6392775774002075|2.9709736892868932e-08,1,9.538252498941802e-08|Running
363.66815185546875,106.30042266845703,342.52960205078125|0.7817082405090332,-1.1797550314440741e-07,0.6236443519592285|9.739419226661994e-08,1,6.709219491085605e-08|Running
365.2411804199219,105.83824920654297,343.67205810546875|0.7967029213905334,-1.1825520829233938e-07,0.6043711304664612|9.049630023127975e-08,1,7.637118670800191e-08|Running
366.78668212890625,105.37586975097656,344.8540954589844|0.7965749502182007,1.4325261865621997e-08,0.6045397520065308|-7.315233752080985e-09,1,-1.4057189190452846e-08|Running
368.2900390625,104.80780792236328,346.0606384277344|0.7881168723106384,-1.0840998498906629e-07,0.6155256032943726|8.970275189312815e-08,1,6.127077512019241e-08|Running
369.77587890625,104.24036407470703,347.27923583984375|0.7799813151359558,-1.0614129308805786e-07,0.625802755355835|7.62973684231838e-08,1,7.451352246334864e-08|Running
371.26348876953125,103.76559448242188,348.5188293457031|0.7735304832458496,-8.940526186052011e-08,0.6337591409683228|6.95826969376867e-08,1,5.614266385123301e-08|Running
372.69854736328125,102.97608184814453,349.7149658203125|0.7703503966331482,-2.7303929783784042e-08,0.637620747089386|2.235027096730846e-08,1,1.5818791609945038e-08|Running
374.1639099121094,102.40687561035156,350.960693359375|0.7658578753471375,1.4059033048852143e-08,0.6430099010467529|-1.4575927131943445e-08,1,-4.5037320539620396e-09|Running
375.6366271972656,102.0699234008789,352.2545166015625|0.7582263946533203,-9.629705033376013e-08,0.6519913673400879|6.981017008911294e-08,1,6.65118236042872e-08|Running
377.0767517089844,101.52628326416016,353.54449462890625|0.7509467601776123,-1.171160803892235e-07,0.6603627800941467|9.060740779887055e-08,1,7.431481918729332e-08|Running
378.4120788574219,100.82682037353516,354.8897399902344|0.7273401618003845,-1.2951669248195685e-07,0.6862771511077881|9.217683327733539e-08,1,9.10314241764354e-08|Running
379.63055419921875,100.3325424194336,356.3711242675781|0.6802942752838135,-4.5192345510258747e-07,0.7329390645027161|3.0253897875809344e-07,1,3.3578223224139947e-07|Running
380.7616882324219,99.58771514892578,357.87744140625|0.6370993256568909,-2.930711957560561e-07,0.7707817554473877|1.8250243272177613e-07,1,2.293762548788436e-07|Running
381.9037170410156,98.98954010009766,359.41900634765625|0.6129789352416992,-1.4260010061661887e-07,0.7900992035865784|8.441347176812997e-08,1,1.1499368213208072e-07|Running
383.06439208984375,98.6086196899414,360.9842529296875|0.6025612354278564,-1.0130779770634035e-07,0.7980726361274719|5.859958207565796e-08,1,8.269668683169584e-08|Running
384.2505187988281,98.1788330078125,362.5360412597656|0.6042367815971375,-3.990012586996272e-08,0.7968048453330994|2.2067556670890554e-08,1,3.3340782579216466e-08|Running
385.44134521484375,97.76376342773438,364.0853271484375|0.6070216298103333,-2.0233949626913272e-08,0.7946853041648865|9.770840136980041e-09,1,1.7998116774720074e-08|Running
386.63360595703125,97.39532470703125,365.6425476074219|0.6076710820198059,-2.5594642849569027e-08,0.7941887974739075|1.205243105317777e-08,1,2.300552459644223e-08|Running
387.8283386230469,97.04131317138672,367.204345703125|0.6076791286468506,-3.1731119065625535e-08,0.7941826581954956|1.4788143154476074e-08,1,2.863909642769613e-08|Running
389.0240478515625,96.68293762207031,368.76727294921875|0.6076414585113525,-3.785505242603904e-08,0.7942114472389221|1.7519210970817767e-08,1,3.4259961978477804e-08|Running
390.16876220703125,96.25041198730469,370.3578186035156|0.5958306789398193,-1.1442536163031036e-07,0.8031101226806641|6.684076936380734e-08,1,9.28883636674982e-08|Running
391.38751220703125,95.90705108642578,371.90045166015625|0.6071737408638,-1.238278173332219e-07,0.7945691347122192|7.194542206434562e-08,1,1.0086530011221839e-07|Running
392.6666564941406,95.56604766845703,373.3957824707031|0.6299695372581482,-1.2731133836041408e-07,0.7766198515892029|7.677422075857976e-08,1,1.0165324226818484e-07|Running
394.1748352050781,95.21269989013672,374.6484375|0.7068870663642883,-0.0000011647490509858471,0.7073264122009277|7.795495662321628e-07,1,8.676270226715133e-07|Running
395.92535400390625,94.89340209960938,375.5347595214844|0.8183718323707581,-0.00000304139280160598,0.5746890306472778|0.0000023694262836215785,1,0.000001918117277455167|Running
397.5503845214844,94.55838012695312,376.64886474609375|0.8278771042823792,1.371437718944435e-07,0.5609095096588135|-1.1203982097640619e-07,1,-7.913677535498209e-08|Running
399.138671875,94.02619171142578,377.777099609375|0.8217775821685791,-7.35266709739335e-08,0.5698083639144897|4.5406839177530856e-08,1,6.355179493766627e-08|Running
400.73443603515625,93.64411163330078,378.9112854003906|0.817949116230011,-1.1706220703899817e-07,0.5752906203269958|1.1347454176302563e-07,1,4.214532012269956e-08|Running
402.34075927734375,93.10881805419922,379.9808349609375|0.8250629901885986,-1.1615689743393887e-07,0.5650407671928406|9.363435538034537e-08,1,6.88492960421172e-08|Running
404.00457763671875,92.62732696533203,380.9722595214844|0.8431692123413086,-1.3128234854775656e-07,0.5376482605934143|1.0833716146407824e-07,1,7.427866677289785e-08|Running
405.6862487792969,92.2285385131836,381.97723388671875|0.8522151112556458,-1.278761487810698e-07,0.5231915712356567|1.0698659025365487e-07,1,7.01474576203509e-08|Running
407.19183349609375,91.90727996826172,383.2459411621094|0.8097924590110779,-6.931744565008557e-07,0.5867164134979248|5.568695087276865e-07,1,4.128497153033095e-07|Running
408.4232482910156,91.47142028808594,384.7785949707031|0.7170515656471252,-0.0000021283713067532517,0.6970201134681702|0.0000015293011301764636,1,0.0000014802780015088501|Running
409.55194091796875,91.24559020996094,386.4132080078125|0.6368082761764526,-0.0000010142296105186688,0.7710222005844116|6.37812547665817e-07,1,7.886482649155369e-07|Running
410.66015625,91.12396240234375,388.0699462890625|0.5906597375869751,-2.5727459274094144e-07,0.8069207072257996|1.4752048116406513e-07,1,2.1085116941321758e-07|Running
411.7719421386719,90.99372863769531,389.7273864746094|0.5706151723861694,-1.1518683606936975e-07,0.8212175965309143|6.262006024826405e-08,1,9.675252954366442e-08|Running
412.8859558105469,90.99370574951172,391.38751220703125|0.5625144243240356,-7.390327994016843e-08,0.8267874717712402|4.0166206360936485e-08,1,6.20585254296202e-08|Running
413.8476867675781,90.99024200439453,393.14056396484375|0.5213702321052551,-2.6418334186928405e-07,0.8533306121826172|1.336131418838704e-07,1,2.27955538889546e-07|Running
414.6932067871094,90.9078369140625,394.9529113769531|0.46905043721199036,-3.485510831069405e-07,0.8831713795661926|1.5825264654267812e-07,1,3.106108579231659e-07|Running
415.6357727050781,91.00878143310547,396.7142028808594|0.46664366126060486,8.2024577352513e-08,0.8844454288482666|-3.67889008145994e-08,1,-7.333100882078725e-08|Running
416.7498474121094,91.05422973632812,398.37451171875|0.5131743550300598,-3.2481719358656846e-07,0.8582844138145447|1.5490732607759128e-07,1,2.858291736629326e-07|Running
417.978515625,91.01982879638672,399.95135498046875|0.5688613057136536,-4.209404096400249e-07,0.8224334716796875|2.245797787736592e-07,1,3.564855717286264e-07|Running
419.2247314453125,90.97916412353516,401.51434326171875|0.6005535125732422,-1.5014960297321522e-07,0.7995845675468445|8.599114664775698e-08,1,1.2319812014993659e-07|Running
420.4649658203125,91.04354095458984,403.0799560546875|0.6130036115646362,-1.1812680611456017e-07,0.7900801301002502|6.997242252282376e-08,1,9.52225676087437e-08|Running
421.639892578125,91.0845947265625,404.6978454589844|0.6010677814483643,-1.1948128531003022e-07,0.7991980314254761|6.969462162942364e-08,1,9.708493564630771e-08|Running
422.7898254394531,90.79839324951172,406.3224182128906|0.5883567333221436,-1.242522245092914e-07,0.8086014986038208|7.016141267968123e-08,1,1.0261207705752895e-07|Running
423.9443054199219,90.83308410644531,407.9549865722656|0.5819238424301147,-1.273600673812325e-07,0.8132432699203491|7.106754651431402e-08,1,1.0575453046612893e-07|Running
425.0948181152344,90.6797866821289,409.5830993652344|0.5790812969207764,3.283454219626947e-08,0.8152698278427124|-1.8665360812519793e-08,1,-2.701655432701955e-08|Running
426.21966552734375,90.13168334960938,411.1964416503906|0.5752633810043335,1.1746050176952849e-07,0.8179682493209839|-6.623940862482414e-08,1,-9.701525272021172e-08|Running
427.2914733886719,89.9875717163086,412.8707275390625|0.5568912029266357,-1.2206695032546122e-07,0.8305854201316833|6.59243895029249e-08,1,1.0276394135644296e-07|Running
428.315185546875,89.7622299194336,414.57415771484375|0.5345318913459778,-1.3823242284161097e-07,0.8451483249664307|7.110546107469418e-08,1,1.1858781334694868e-07|Running
429.329833984375,89.52732849121094,416.2816162109375|0.5210150480270386,-1.084064962242337e-07,0.8535475134849548|5.3646715514332755e-08,1,9.426042169025095e-08|Running
430.3927917480469,89.36878204345703,417.966064453125|0.5265016555786133,-9.747331120024683e-08,0.8501741290092468|4.762020111570564e-08,1,8.516043692452513e-08|Running
431.58807373046875,89.11820983886719,419.5493469238281|0.5659556984901428,-2.445447933041578e-07,0.8244356513023376|1.303422720866365e-07,1,2.0714394111109868e-07|Running
432.81817626953125,88.84325408935547,421.1020812988281|0.5969655513763428,-1.2579967290093919e-07,0.8022668957710266|7.143527369635194e-08,1,1.0365040026272254e-07|Running
434.04052734375,88.4317855834961,422.6424255371094|0.6115952730178833,-1.0920565074457045e-07,0.7911707758903503|6.420031439802187e-08,1,8.840194709591742e-08|Running
435.2438049316406,88.06024169921875,424.2064208984375|0.6116386651992798,-5.1164256831270905e-08,0.7911372780799866|3.1040183756658735e-08,1,4.067420533715449e-08|Running
436.42669677734375,87.9674072265625,425.8091735839844|0.602616012096405,-1.1531871280112682e-07,0.7980313301086426|6.819417563974639e-08,1,9.300865144723502e-08|Running
437.6124267578125,87.87273406982422,427.4160461425781|0.5974476337432861,-4.347573323570941e-08,0.8019079566001892|2.240024166155763e-08,1,3.752645483245942e-08|Running
438.134521484375,87.93885040283203,428.12347412109375|0.5970337986946106,-2.4080351934685496e-08,0.8022160530090332|6.698174903618792e-09,1,2.503230156492009e-08|Running
438.134765625,87.95378875732422,428.123779296875|0.5970337986946106,-5.010745596223387e-09,0.8022160530090332|-8.799684536597852e-09,1,1.2795124959552595e-08|Running
438.134765625,87.95508575439453,428.123779296875|0.5970337986946106,1.3993714631510557e-08,0.8022160530090332|-2.424460276984064e-08,1,5.997547458669317e-10|Running
438.6078796386719,87.96572875976562,429.1020812988281|0.521075427532196,-9.657063628765172e-07,0.8535106182098389|4.974749572284054e-07,1,8.277394272226957e-07|Running
439.57391357421875,87.9063949584961,430.8409423828125|0.497323602437973,2.8643684757412302e-08,0.8675650954246521|-1.649019765181947e-08,1,-2.3563327289366498e-08|Running
440.5823974609375,87.95048522949219,432.568115234375|0.4994158446788788,-1.1091733398416181e-07,0.8663623929023743|5.538351288691956e-08,1,9.61005781618951e-08|Running
441.60699462890625,87.93864440917969,434.2856140136719|0.5062153935432434,-5.0107143323430137e-08,0.8624070882797241|2.3964199513670792e-08,1,4.403499787031251e-08|Running
442.6238708496094,87.93216705322266,436.0080261230469|0.5078089237213135,-7.001781909821148e-08,0.8614697456359863|2.974511126296875e-08,1,6.374337147008191e-08|Running
443.6348571777344,87.93842315673828,437.7335205078125|0.5067603588104248,-9.617244245418988e-08,0.8620870113372803|3.854035313111126e-08,1,8.890253866411513e-08|Running
444.6492919921875,87.92263793945312,439.4571838378906|0.5068783164024353,-1.2604870391896839e-07,0.8620176315307617|4.914421936064173e-08,1,1.17327722648497e-07|Running
445.6644592285156,87.83451843261719,441.177978515625|0.5075227618217468,3.270702464419628e-08,0.8616383671760559|-1.299687202305222e-08,1,-3.030368489476132e-08|Running
446.7250061035156,87.6176986694336,442.867431640625|0.5197950601577759,-6.413124253867863e-08,0.8542909622192383|5.760334431670344e-08,1,4.002068010322546e-08|Running
