pargoy|true|979
-808.758544921875,97.28349304199219,-440.64007568359375|-0.17633067071437836,-1.0181938847608762e-07,0.9843310117721558|-1.7295189280730483e-08,1,1.0034197828190372e-07|Running
-808.8711547851562,96.95545196533203,-440.078857421875|-0.18058046698570251,-1.0825325347241233e-07,0.9835602045059204|-1.896427725966987e-08,1,1.0658084192982642e-07|Running
-808.94775390625,96.83887481689453,-439.6969299316406|-0.1829080432653427,-9.711437343185025e-08,0.9831300377845764|-1.7314638611765076e-08,1,9.555947144690435e-08|Running
-809.0455322265625,96.58921813964844,-439.2094421386719|-0.18532507121562958,-1.0864059873938459e-07,0.9826772809028625|-1.9789469618558542e-08,1,1.0682358464464414e-07|Running
-809.1226806640625,96.31761169433594,-438.82427978515625|-0.1869344562292099,-1.1446268644021984e-07,0.9823724031448364|-2.10730757288502e-08,1,1.125066262375185e-07|Running
-809.215087890625,95.88826751708984,-438.34637451171875|-0.18766967952251434,-6.231915250509701e-08,0.9822322130203247|-1.164500051942241e-08,1,6.12215060868948e-08|Running
-809.3033447265625,95.35909271240234,-437.8713684082031|-0.1870735138654709,-1.153547213306183e-08,0.9823459386825562|-2.465110782168267e-09,1,1.1273336042449955e-08|Running
-809.3843383789062,94.73009490966797,-437.398193359375|-0.18435773253440857,2.5272276715782027e-08,0.982859194278717|4.1736272216041925e-09,1,-2.4930159270297736e-08|Running
-809.4606323242188,94.24443817138672,-436.92388916015625|-0.18025708198547363,1.1744498706889317e-08,0.9836195111274719|1.8036429016987654e-09,1,-1.16095497659785e-08|Running
-809.5181274414062,94.08493041992188,-436.5511474609375|-0.1765371412038803,-5.556661974992494e-08,0.9842939972877502|-9.986580451482041e-09,1,5.466214147986648e-08|Running
-809.597900390625,93.72587585449219,-436.00469970703125|-0.17016322910785675,-1.1411530209670673e-07,0.9854158759117126|-1.9686414276520736e-08,1,1.1240472019835579e-07|Running
-809.6482543945312,93.40664672851562,-435.6488037109375|-0.16599832475185394,-1.1916102948816842e-07,0.9861260056495667|-1.987957531923712e-08,1,1.174911190560124e-07|Running
-809.7080688476562,92.91776275634766,-435.21575927734375|-0.1610187292098999,-1.2607296184796724e-07,0.9869513511657715|-2.0081827756257553e-08,1,1.2446349728634232e-07|Running
-809.7653198242188,92.32905578613281,-434.79083251953125|-0.15631109476089478,-1.2761910284098121e-07,0.9877078533172607|-1.9547350404991448e-08,1,1.2611384647698287e-07|Running
-809.8131713867188,91.78620910644531,-434.43505859375|-0.1530369371175766,-1.0924529902922586e-07,0.9882204532623291|-1.6308323580460637e-08,1,1.0802197181192241e-07|Running
-809.8734741210938,91.35203552246094,-433.98681640625|-0.1495705246925354,-1.0249620174818119e-07,0.9887510538101196|-1.4835094042098262e-08,1,1.0141815920405861e-07|Running
-809.9112548828125,91.27191925048828,-433.7064208984375|-0.14779724180698395,-8.76471659694289e-08,0.9890176653862|-1.2449422825966394e-08,1,8.675999652041355e-08|Running
-809.9619750976562,91.10919189453125,-433.32855224609375|-0.14575070142745972,-8.464954959208626e-08,0.9893213510513306|-1.1671692945469658e-08,1,8.384373018088809e-08|Running
-810.0135498046875,90.88257598876953,-432.94500732421875|-0.1439836323261261,-9.62677262350553e-08,0.9895800948143005|-1.2953494277212485e-08,1,9.539665768443228e-08|Running
-810.0781860351562,90.50946044921875,-432.46368408203125|-0.14210054278373718,-1.2570444596349262e-07,0.989852249622345|-1.662546544878296e-08,1,1.2460643006306782e-07|Running
-810.1441040039062,90.0365219116211,-431.9733581542969|-0.1405315399169922,-7.564837289919524e-08,0.9900761842727661|-9.92281723455335e-09,1,7.499816945255589e-08|Running
-810.22412109375,89.33721923828125,-431.3786315917969|-0.13899105787277222,-2.6282080511919048e-08,0.9902936220169067|-3.3408440458515543e-09,1,2.6070786418586067e-08|Running
-810.27783203125,88.90069580078125,-430.97869873046875|-0.13815388083457947,2.092465090086648e-09,0.9904108047485352|4.3409056904586407e-10,1,-2.052172654032347e-09|Running
-810.3475341796875,88.58387756347656,-430.4599304199219|-0.13728512823581696,3.428764472346302e-08,0.9905315637588501|4.714044710141252e-09,1,-3.396204206751463e-08|Running
-810.41796875,88.32733917236328,-429.92523193359375|-0.13619764149188995,6.277237929452895e-08,0.9906817078590393|8.499799974970301e-09,1,-6.219426751385981e-08|Running
-810.4762573242188,88.05023956298828,-429.48175048828125|-0.13536223769187927,8.208719037838819e-08,0.9907961487770081|1.1070815375546772e-08,1,-8.133723383707547e-08|Running
-810.5932006835938,87.8167495727539,-428.79278564453125|-0.14064541459083557,6.430411048086171e-08,0.990060031414032|8.722455646648086e-09,1,-6.371062255539073e-08|Running
-810.7392578125,87.62980651855469,-428.216064453125|-0.15636153519153595,-2.033819299640527e-07,0.9876998662948608|-2.9276534974087554e-08,1,2.0127997402141773e-07|Running
-810.9530639648438,87.41314697265625,-427.6707458496094|-0.1903524249792099,-0.000001003577267510991,0.9817157983779907|-1.680486860777819e-07,1,9.896843948808964e-07|Running
-811.2552490234375,87.1243896484375,-427.0481872558594|-0.24086494743824005,-0.000001908321792143397,0.9705586433410645|-3.964280494983541e-07,1,0.0000018678274500416592|Running
-811.5243530273438,86.82317352294922,-426.5556640625|-0.2831958532333374,-0.000002017198767134687,0.9590620994567871|-5.034639229961613e-07,1,0.000001954638719325885|Running
-811.7567138671875,86.5923843383789,-426.1739196777344|-0.3169516921043396,-0.00000199667556444183,0.9484416842460632|-5.696198854820977e-07,1,0.0000019148606043017935|Running
-812.04833984375,86.30168151855469,-425.70367431640625|-0.35487422347068787,-0.0000017496186046628281,0.9349140524864197|-5.699286020899308e-07,1,0.0000016550886812183307|Running
-812.3885498046875,85.97187805175781,-425.1505126953125|-0.3917420208454132,-0.0000011615688890742604,0.9200751185417175|-4.2843103642553615e-07,1,0.0000010800579275382916|Running
-812.610107421875,85.8504409790039,-424.7911376953125|-0.4115917980670929,-8.466191161460301e-07,0.9113683104515076|-3.327539559450088e-07,1,7.786756555105967e-07|Running
-812.87939453125,85.60879516601562,-424.3542175292969|-0.43201127648353577,-5.446822797239292e-07,0.9018682241439819|-2.2715555303420842e-07,1,4.951372147843358e-07|Running
-813.1961059570312,85.18704223632812,-423.8372802734375|-0.45152992010116577,-3.379404347469972e-07,0.892255961894989|-1.4828825101176335e-07,1,3.037064004729473e-07|Running
-813.5068359375,84.62154388427734,-423.3268737792969|-0.4664258658885956,-2.042611271235728e-07,0.8845602869987488|-9.302429759827646e-08,1,1.81866838033784e-07|Running
-813.8035278320312,83.93314361572266,-422.8334655761719|-0.47715020179748535,-1.475642932291521e-07,0.8788217306137085|-6.932217644362026e-08,1,1.3027351997152437e-07|Running
-814.0420532226562,83.48949432373047,-422.4322204589844|-0.48344650864601135,-1.3252392250251432e-07,0.875373899936676|-6.333376489919829e-08,1,1.1641360941894163e-07|Running
-814.2736206054688,83.26283264160156,-422.03704833984375|-0.48760986328125,-1.2449719122287206e-07,0.8730616569519043|-6.024483667488312e-08,1,1.0895131907773248e-07|Running
-814.49951171875,82.93634033203125,-421.6487731933594|-0.49044790863990784,-9.032875425418752e-08,0.8714705109596252|-4.413403331682275e-08,1,7.881311603341601e-08|Running
-814.7247924804688,82.51002502441406,-421.26123046875|-0.49262064695358276,-8.817044516717942e-08,0.8702441453933716|-4.357514526986961e-08,1,7.66502523674717e-08|Running
-814.9951171875,81.86666870117188,-420.7961730957031|-0.4947257339954376,-1.115146091024144e-07,0.8690491318702698|-5.55730110818331e-08,1,9.668177369803743e-08|Running
-815.258056640625,81.14755249023438,-420.3439025878906|-0.49640098214149475,-8.225778458381683e-08,0.8680933713912964|-4.110538043278211e-08,1,7.125159839915796e-08|Running
-815.4738159179688,80.72174835205078,-419.9727783203125|-0.4975115954875946,-3.7390201157450065e-08,0.8674573302268982|-1.8731602935417868e-08,1,3.236010925888877e-08|Running
-815.686767578125,80.19833374023438,-419.6063537597656|-0.4984135627746582,2.1593355992166607e-09,0.8669393658638|1.022529283467577e-09,1,-1.902893176364273e-09|Running
-815.898193359375,79.74128723144531,-419.2467956542969|-0.49973371624946594,3.547173932361147e-08,0.8661791086196899|1.769537583129477e-08,1,-3.07427932000337e-08|Running
-816.1966552734375,79.39097595214844,-418.7459716796875|-0.5024987459182739,5.623690313427687e-08,0.8645779490470886|2.8202371993302222e-08,1,-4.865408342880073e-08|Running
-816.4530639648438,78.93498229980469,-418.3240966796875|-0.5058247447013855,2.8304151911129338e-08,0.8626362681388855|1.439716434958882e-08,1,-2.436914670056467e-08|Running
-816.7471923828125,78.22129821777344,-417.8442077636719|-0.5098143815994263,-8.276561658249193e-08,0.8602843880653381|-4.1141571927028053e-08,1,7.182629957469544e-08|Running
-817.0089721679688,77.45384216308594,-417.4271545410156|-0.5141430497169495,-1.0736304290048793e-07,0.8577044606208801|-5.395422419951501e-08,1,9.283250079761274e-08|Running
-817.2341918945312,76.7806167602539,-417.0713195800781|-0.5177335739135742,-1.0617957002523326e-07,0.8555419445037842|-5.3992330606433825e-08,1,9.143436585645759e-08|Running
-817.5637817382812,76.32626342773438,-416.5570373535156|-0.5229153633117676,-1.0948603801352874e-07,0.852384626865387|-5.6708593376697536e-08,1,9.365754038981322e-08|Running
-817.91748046875,76.0632553100586,-416.0380554199219|-0.531982958316803,-1.224565551183332e-07,0.8467550873756409|-6.414321518377619e-08,1,1.0431996599891136e-07|Running
-818.17919921875,75.72932434082031,-415.6685791015625|-0.539787769317627,-1.338755311053319e-07,0.8418011665344238|-7.095275122992462e-08,1,1.1353761664167905e-07|Running
-818.5143432617188,75.1961898803711,-415.2191162109375|-0.5514246225357056,-1.3502850038094039e-07,0.8342247009277344|-7.308584315524058e-08,1,1.1355113826994057e-07|Running
-818.8018798828125,74.64210510253906,-414.8445129394531|-0.5614222884178162,-1.4810053983183025e-07,0.8275294899940491|-8.161104858572799e-08,1,1.2359956258478633e-07|Running
-819.1585083007812,73.84542846679688,-414.3877258300781|-0.5727151036262512,-1.3596915948710375e-07,0.8197544813156128|-7.650229605360437e-08,1,1.1241797182037772e-07|Running
-819.3984985351562,73.42471313476562,-414.0862121582031|-0.5798162817955017,-1.2447415542737872e-07,0.8147472143173218|-7.098412169170842e-08,1,1.0226043656302863e-07|Running
-819.70068359375,73.15644073486328,-413.7137451171875|-0.5884972214698792,-1.1660853971307006e-07,0.808499276638031|-6.755258397106445e-08,1,9.505764353434643e-08|Running
-819.9423828125,72.86994934082031,-413.41644287109375|-0.5945922136306763,-1.274250251981357e-07,0.8040274381637573|-7.466061191507833e-08,1,1.0327062227588613e-07|Running
-820.5463256835938,72.24051666259766,-412.67327880859375|-0.6071287989616394,-1.2049784459122748e-07,0.7946034073829651|-7.222327269573725e-08,1,9.646198151358476e-08|Running
-820.848388671875,72.02532958984375,-412.3016662597656|-0.6116549372673035,-1.1857826365258006e-07,0.7911246418952942|-7.184333128407161e-08,1,9.434029379917774e-08|Running
-821.1591796875,71.68366241455078,-411.91943359375|-0.6151050925254822,-1.0371697811706326e-07,0.7884451150894165|-6.338643032677282e-08,1,8.209533319814e-08|Running
-821.6741943359375,70.92935943603516,-411.2876281738281|-0.6197466850280762,-1.0232113112351726e-07,0.7848019003868103|-6.314889589020822e-08,1,8.05105173640186e-08|Running
-822.075439453125,70.1959228515625,-410.7956237792969|-0.6224085688591003,-1.1831976109988318e-07,0.7826924920082092|-7.334383411716772e-08,1,9.284607926929311e-08|Running
-822.345703125,69.87061309814453,-410.4657287597656|-0.624015212059021,-9.676291057303388e-08,0.7814121842384338|-6.007044817124552e-08,1,7.586014305616118e-08|Running
-822.68505859375,69.67516326904297,-410.05426025390625|-0.6260798573493958,-7.093743903396899e-08,0.7797589302062988|-4.415503340737814e-08,1,5.552083237603256e-08|Running
-823.0260620117188,69.37989044189453,-409.6448974609375|-0.6284015774726868,-7.595450313147012e-08,0.7778891324996948|-4.7435698036224494e-08,1,5.932187008284018e-08|Running
-823.3809204101562,68.99088287353516,-409.22821044921875|-0.6316351294517517,-1.1049046833022658e-07,0.7752658128738403|-6.915787764683046e-08,1,8.617422508905292e-08|Running
-823.744140625,68.69261932373047,-408.80731201171875|-0.6353020668029785,-1.0804001959741072e-07,0.772263765335083|-6.78098359685464e-08,1,8.411672069996712e-08|Running
-824.1146850585938,68.52754211425781,-408.3830871582031|-0.6391441822052002,-1.0797839422593825e-07,0.7690869569778442|-6.816509312557173e-08,1,8.375005933203283e-08|Running
-824.4940795898438,68.26264190673828,-407.953857421875|-0.6431063413619995,-1.1510024933159002e-07,0.7657768726348877|-7.321197870169271e-08,1,8.882112467745173e-08|Running
-824.9677124023438,67.93968963623047,-407.430908203125|-0.6487507224082947,-1.201044028675824e-07,0.7610009908676147|-7.707640037324381e-08,1,9.211688478671931e-08|Running
-825.376953125,67.80496978759766,-406.98492431640625|-0.6534929275512695,-1.23237967386558e-07,0.7569326162338257|-7.970856330530296e-08,1,9.399645506391607e-08|Running
-825.9619750976562,67.64282989501953,-406.35491943359375|-0.6599583625793457,-1.2599116416822653e-07,0.751302182674408|-8.239040738544645e-08,1,9.532373468346123e-08|Running
-826.4718627929688,67.5906982421875,-405.81573486328125|-0.6655610203742981,-1.2919669245547993e-07,0.7463434338569641|-8.514096094813794e-08,1,9.718072391251553e-08|Running
-826.897705078125,67.5050048828125,-405.3666076660156|-0.6695815920829773,-1.1746871564355388e-07,0.7427384853363037|-7.791845746396575e-08,1,8.791243999439757e-08|Running
-827.240478515625,67.43505859375,-405.0093994140625|-0.6727322340011597,-1.2727413434276968e-07,0.7398860454559326|-8.49313863682255e-08,1,9.479575879822733e-08|Running
-827.7565307617188,67.3303451538086,-404.475341796875|-0.6773021221160889,-1.1296571500452046e-07,0.7357049584388733|-7.587981087908702e-08,1,8.369137560748641e-08|Running
-828.2774658203125,67.2771987915039,-403.93865966796875|-0.6813386678695679,-1.0550903084549645e-07,0.7319682836532593|-7.133499480005412e-08,1,7.774344368272068e-08|Running
-828.8010864257812,67.28132629394531,-403.4025573730469|-0.6849831342697144,-1.1209618833163404e-07,0.7285588979721069|-7.624097975167388e-08,1,8.217921987352383e-08|Running
-829.3245849609375,67.32225799560547,-402.87115478515625|-0.6884751915931702,-1.153801036934965e-07,0.7252599000930786|-7.886966812975515e-08,1,8.421849173601004e-08|Running
-829.7615966796875,67.37505340576172,-402.429443359375|-0.6910899877548218,-1.0403855554841357e-07,0.7227687239646912|-7.141179025893507e-08,1,7.566263349190194e-08|Running
-830.2008056640625,67.43550109863281,-401.98980712890625|-0.6937532424926758,-1.0690280305425404e-07,0.7202127575874329|-7.365117937752075e-08,1,7.74869022279745e-08|Running
-830.6417846679688,67.49933624267578,-401.5518798828125|-0.6964566111564636,-1.0896124535975105e-07,0.7175988554954529|-7.536885249237457e-08,1,7.869314089248292e-08|Running
-831.4179077148438,67.7002182006836,-400.798095703125|-0.7027087807655334,-1.0882900625119873e-07,0.7114775776863098|-7.57959881525494e-08,1,7.810014324149961e-08|Running
-832.0631103515625,68.06208038330078,-400.18206787109375|-0.7083774209022522,-1.0804736660929848e-07,0.7058338522911072|-7.584802830251647e-08,1,7.695626891290885e-08|Running
-832.3793334960938,68.31204223632812,-399.8840637207031|-0.7111257314682007,-1.0956902940506552e-07,0.7030648589134216|-7.729624940111535e-08,1,7.76623636511431e-08|Running
-832.780517578125,68.63936614990234,-399.5091857910156|-0.7144849896430969,-1.0919746529225449e-07,0.699650764465332|-7.747646435518618e-08,1,7.695509651739485e-08|Running
-833.1080932617188,68.89044189453125,-399.2066650390625|-0.7172404527664185,-1.1798051957612188e-07,0.6968257427215576|-8.405932305777242e-08,1,8.278937713157575e-08|Running
-833.6088256835938,69.23645782470703,-398.7486267089844|-0.7214697599411011,-1.1891400220065407e-07,0.6924459338188171|-8.514132332493318e-08,1,8.302036036411664e-08|Running
-834.2807006835938,69.66014099121094,-398.1397399902344|-0.726862370967865,-1.1539807331928387e-07,0.6867831349372864|-8.323319633518622e-08,1,7.993642725523387e-08|Running
