pargoy|true|979
227.26742553710938,415.8602294921875,-687.7073974609375|-0.11277677118778229,-0.0000034190652513643727,0.9936203360557556|-5.061064030087437e-07,1,0.000003383574266990763|Freefall
227.31802368164062,415.85711669921875,-687.2097778320312|-0.08256684243679047,-0.0000025566532713128254,0.9965855479240417|-2.8935119189554825e-07,1,0.0000025414401534362696|Freefall
227.3799591064453,415.7633972167969,-686.5877685546875|-0.05094076320528984,-0.0000017256591036129976,0.9987016916275024|-1.3269026055695576e-07,1,0.0000017211343674716773|Freefall
227.45443725585938,415.5191650390625,-685.8414306640625|-0.019595889374613762,-0.000001101937982639356,0.9998079538345337|-4.3595498766535457e-08,1,0.000001101295197258878|Freefall
227.50454711914062,415.2764892578125,-685.3438720703125|-0.0024060492869466543,-8.298216016555671e-07,0.999997079372406|-1.5686966392536306e-08,1,8.297862450490356e-07|Freefall
227.5631561279297,414.8832702636719,-684.7590942382812|0.0029356384184211493,-3.6587928775588807e-07,0.9999957084655762|3.574507134729288e-09,1,3.658703633391269e-07|Freefall
227.5952911376953,414.83404541015625,-684.4378051757812|0.0032452400773763657,-8.613912427790638e-08,0.9999947547912598|1.4587289598466668e-08,1,8.609223556277357e-08|Climbing
227.63059997558594,414.83135986328125,-684.0846557617188|0.003312955843284726,6.149952724854302e-08,0.9999945163726807|8.235750748042392e-09,1,-6.152715315010937e-08|Climbing
227.6639862060547,416.48944091796875,-683.7508544921875|0.003321460448205471,9.432509529005983e-08,0.9999944567680359|-5.220796683857998e-09,1,-9.430827674350439e-08|Running
227.67384338378906,417.46490478515625,-683.6522827148438|0.003321785479784012,1.059166905292841e-07,0.9999944567680359|-1.6109183320622833e-08,1,-1.0586376220089733e-07|Running
227.67422485351562,417.8784484863281,-683.6483764648438|0.0033218066673725843,1.151810451460733e-07,0.9999944567680359|-2.4811507515209996e-08,1,-1.1509926167718731e-07|Running
227.67422485351562,418.1448059082031,-683.6483154296875|0.003321809461340308,1.2675035065967677e-07,0.9999944567680359|-3.5678944243500155e-08,1,-1.2663252846323303e-07|Running
227.67422485351562,418.25177001953125,-683.6483154296875|0.0033218099270015955,8.606298251834232e-08,0.9999944567680359|-2.785309050068463e-08,1,-8.597093881235196e-08|Running
227.67422485351562,418.29803466796875,-683.6483154296875|0.0033218099270015955,4.30938769113709e-08,0.9999944567680359|-1.786227166178378e-08,1,-4.303478107203773e-08|Running
227.67422485351562,418.3354187011719,-683.6483154296875|0.0033218099270015955,-1.4153373584235851e-08,0.9999944567680359|-4.5516190816385915e-09,1,1.416857209335376e-08|Running
227.67422485351562,418.3559265136719,-683.6483154296875|0.0033218099270015955,-7.135169255434448e-08,0.9999944567680359|8.747655044771818e-09,1,7.132302926038392e-08|Running
227.67422485351562,418.3703918457031,-683.6483154296875|0.0033218099270015955,-8.467733181305448e-08,0.9999944567680359|1.5657501961641174e-08,1,8.462578904300244e-08|Running
227.67422485351562,418.3747253417969,-683.6483154296875|0.0033218099270015955,-6.943518826574291e-08,0.9999944567680359|1.5921751028713516e-08,1,6.938267915757024e-08|Running
227.67422485351562,418.3770446777344,-683.6483154296875|0.0033218099270015955,-5.42060725194915e-08,0.9999944567680359|1.6185774498467254e-08,1,5.415260773133923e-08|Running
227.67422485351562,418.3777770996094,-683.6483154296875|0.0033218099270015955,-4.6596401404030985e-08,0.9999944567680359|1.631770096821583e-08,1,4.65424534468184e-08|Running
227.67422485351562,418.3786926269531,-683.6483154296875|0.0033218099270015955,-3.138681137215826e-08,0.9999944567680359|1.6581386930170083e-08,1,3.13319041822524e-08|Running
227.67422485351562,418.37933349609375,-683.6483154296875|0.0033218099270015955,-8.596799716542591e-09,0.9999944567680359|1.6976491323816845e-08,1,8.540453677596815e-09|Running
227.67422485351562,418.37945556640625,-683.6483154296875|0.0033218099270015955,-1.0066223410376551e-09,0.9999944567680359|1.7108080285765936e-08,1,9.497977959682657e-10|Running
227.67422485351562,418.3796081542969,-683.6483154296875|0.0033218099270015955,1.4163999750849143e-08,0.9999944567680359|1.7371089455764377e-08,1,-1.4221781974299574e-08|Running
227.67422485351562,418.3796691894531,-683.6483154296875|0.0033218099270015955,2.932165443780832e-08,0.9999944567680359|1.7633873028444214e-08,1,-2.9380393229416768e-08|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,4.446635415433775e-08,0.9999944567680359|1.7896432780162286e-08,1,-4.4526050402282635e-08|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,5.959810778222163e-08,0.9999944567680359|1.8158768710918594e-08,1,-5.965875260471876e-08|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,7.471692242688732e-08,0.9999944567680359|1.8420879044356298e-08,1,-7.477852648207772e-08|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,8.98228194046169e-08,0.9999944567680359|1.8682767333189076e-08,1,-8.988537558707321e-08|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,1.0491579871541035e-07,0.9999944567680359|1.894443180106009e-08,1,-1.0497930702513258e-07|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,1.199958745701224e-07,0.9999944567680359|1.920587244796934e-08,1,-1.2006033500711055e-07|Running
227.67422485351562,418.3797302246094,-683.6483154296875|0.0033218099270015955,1.3506307539046247e-07,0.9999944567680359|1.9467089273916827e-08,1,-1.3512848795471655e-07|Running
227.66033935546875,418.3802185058594,-683.7886962890625|-0.45977896451950073,-0.0001460241328459233,0.888033390045166|-0.00003628108970588073,1,0.00014565089077223092|Running
227.6500244140625,419.48431396484375,-683.9934692382812|-0.8269739747047424,-0.000818238768260926,0.5622395873069763|-0.0004565135750453919,0.9999995827674866,0.0007838537567295134|Jumping
227.64427185058594,420.5844421386719,-684.2014770507812|-0.994834840297699,-0.0018805254949256778,0.10148930549621582|-0.0016966692637652159,0.9999967813491821,0.0018978714942932129|Jumping
227.64459228515625,421.41192626953125,-684.3899536132812|-0.9936323165893555,-0.0010821978794410825,-0.11266610026359558|-0.0012224867241457105,0.9999985694885254,0.0011760935885831714|Freefall
227.64852905273438,422.5333557128906,-684.7440185546875|-0.9482827186584473,-0.00014495784125756472,-0.3174269497394562|-0.00019457119924481958,1,0.00012459768913686275|Freefall
227.65310668945312,423.2010803222656,-685.0289306640625|-0.8975349068641663,-0.00003723505142261274,-0.4409434497356415|-0.000027646019589155912,1,-0.00002817091990436893|Freefall
227.66139221191406,423.9458923339844,-685.4403686523438|-0.8119706511497498,-0.00003435535109019838,-0.5836982131004333|-0.00001580181924509816,1,-0.00003687648131744936|Freefall
227.67034912109375,424.4698791503906,-685.8139038085938|-0.7288878560066223,-0.000037779525882797316,-0.6846331357955933|-0.000025441542675253004,1,-0.000028096061214455403|Freefall
227.68441772460938,425.0350341796875,-686.3358764648438|-0.6213141083717346,-0.000033582717151148245,-0.7835615873336792|-0.000024620425392640755,1,-0.00002333664451725781|Freefall
227.69798278808594,425.4152526855469,-686.7974853515625|-0.5405141115188599,-0.000026998854082194157,-0.8413349390029907|-0.000018263917809235863,1,-0.00002035687430179678|Freefall
227.71224975585938,425.8006896972656,-687.4176635742188|-0.45060670375823975,-0.000018549617379903793,-0.8927225470542908|-0.00001051289655151777,1,-0.00001547226020193193|Freefall
227.7220916748047,426.0863342285156,-688.0435180664062|-0.3732215166091919,-0.000012453165254555643,-0.9277422428131104|-0.000005744330792367691,1,-0.000011112199899798725|Freefall
227.72984313964844,426.2721252441406,-688.6691284179688|-0.30797266960144043,-0.000008305213668791112,-0.9513952136039734|-0.0000031346808100352064,1,-0.000007714793355262373|Freefall
227.7346649169922,426.348876953125,-689.1694946289062|-0.26401928067207336,-0.000005993411377858138,-0.9645174145698547|-0.0000019401652480155462,1,-0.000005682811206497718|Freefall
227.73875427246094,426.35498046875,-689.7947998046875|-0.21770276129245758,-0.000003925175406038761,-0.9760150909423828|-0.0000010501559017939144,1,-0.0000037873935525567504|Freefall
227.7397003173828,426.2879943847656,-690.2949829101562|-0.186843603849411,-0.0000028301810743869282,-0.9823896884918213|-6.501432494587789e-07,1,-0.0000027572623366722837|Freefall
227.7384490966797,426.1144104003906,-690.920166015625|-0.15484538674354553,-0.0000018356053033130593,-0.9879387021064758|-3.501419314488885e-07,1,-0.0000018031355466519017|Freefall
227.7280731201172,425.2726745605469,-692.2642822265625|-0.09942968189716339,-4.7326216190413106e-07,-0.9950445890426636|-4.181033119721178e-08,1,-4.7144115455921565e-07|Landed
227.721435546875,424.3553161621094,-693.0042724609375|-0.09267616271972656,-3.683572558088599e-08,-0.9956963062286377|-8.654048144762783e-09,1,-3.6189447882861714e-08|Running
227.71876525878906,424.1343994140625,-693.2941284179688|-0.09259774535894394,1.0409008410761089e-07,-0.9957035779953003|1.2307791230625753e-08,1,1.0339463329955834e-07|Running
227.71853637695312,424.1940002441406,-693.3184204101562|-0.092597596347332,7.982295358033298e-08,-0.9957036375999451|1.1812804956434775e-08,1,7.906882615316135e-08|Running
227.71853637695312,424.2121887207031,-693.3184814453125|-0.092597596347332,3.991828023686139e-08,-0.9957036375999451|8.054281686042941e-09,1,3.934150072382181e-08|Running
227.71853637695312,424.22113037109375,-693.3184814453125|-0.092597596347332,4.770193962055913e-11,-0.9957036375999451|4.298970956995163e-09,1,-3.5188427172094805e-10|Running
227.71853637695312,424.2257995605469,-693.3184814453125|-0.092597596347332,-3.978881579769222e-08,-0.9957036375999451|5.46870382311937e-10,1,-4.0011357782532286e-08|Running
227.71853637695312,424.228271484375,-693.3184814453125|-0.092597596347332,-7.959130243762047e-08,-0.9957036375999451|-3.2020230911200542e-09,1,-7.963695480839306e-08|Running
227.71853637695312,424.2295837402344,-693.3184814453125|-0.092597596347332,-1.1935978250221524e-07,-0.9957036375999451|-6.947712627436431e-09,1,-1.1922870157832222e-07|Running
227.71853637695312,424.23052978515625,-693.3184814453125|-0.092597596347332,-6.711344013865528e-08,-0.9957036375999451|-5.15681408685964e-09,1,-6.69234623273951e-08|Running
227.71853637695312,424.2308044433594,-693.3184814453125|-0.092597596347332,-3.231974332607024e-08,-0.9957036375999451|-3.964157446745276e-09,1,-3.209054710850978e-08|Running
227.71853637695312,424.23095703125,-693.3184814453125|-0.092597596347332,2.444221047781525e-09,-0.9957036375999451|-2.7725206575013317e-09,1,2.712604363352966e-09|Running
227.71853637695312,424.2310485839844,-693.3184814453125|-0.092597596347332,3.717848073847563e-08,-0.9957036375999451|-1.5819029419716912e-09,1,3.7486014292653635e-08|Running
227.74423217773438,424.2312927246094,-693.25537109375|0.17666497826576233,-0.00006582087371498346,-0.9842710494995117|0.0000025065407953661634,1,-0.00006642282096436247|Running
227.79702758789062,424.22357177734375,-693.0875244140625|0.5091496706008911,-0.00017150380881503224,-0.86067795753479|0.0000446775411546696,1,-0.00017283613851759583|Running
227.886962890625,424.1524658203125,-692.7293090820312|0.8108749389648438,-0.00017840726650319993,-0.5852193832397461|0.00010905322415055707,1,-0.00015375213115476072|Running
227.9906005859375,424.0092468261719,-692.2069702148438|0.9632442593574524,-0.00013479027256835252,-0.26862701773643494|0.00012034800602123141,1,-0.00007023027865216136|Running
228.06753540039062,424.0076599121094,-691.726318359375|0.9994736313819885,-0.0001020750351017341,-0.03244120627641678|0.00010137487697647884,1,-0.000023227268684422597|Running
228.1609649658203,425.1117858886719,-691.1234130859375|0.9676032066345215,-0.00026513307238928974,0.25247564911842346|0.000265265058260411,0.9999999403953552,0.000033515007089590654|Jumping
228.25254821777344,426.21588134765625,-690.52099609375|0.8563610911369324,-0.0007252343348227441,0.5163769721984863|0.0007374697597697377,0.9999997019767761,0.00018144448404200375|Jumping
228.34251403808594,427.32000732421875,-689.9194946289062|0.675108015537262,-0.0013742248993366957,0.7377176284790039|0.0014739569742232561,0.9999988079071045,0.0005139406421221793|Jumping
228.40567016601562,428.1634521484375,-689.4259033203125|0.5758455395698547,-0.0008133066003210843,0.8175581097602844|0.0009088883525691926,0.9999995231628418,0.00035462543019093573|Freefall
228.46630859375,428.9429931640625,-688.9290771484375|0.5125297904014587,-0.0002348303096368909,0.8586694002151489|0.0002656540600582957,0.9999999403953552,0.00011491579789435491|Freefall
228.5421600341797,429.8275451660156,-688.30810546875|0.44817492365837097,-0.000008752876055950765,0.8939458727836609|0.0000026919119591184426,1,0.000008441706995654386|Freefall
228.60311889648438,430.4633483886719,-687.8114624023438|0.40417900681495667,0.00000848153285915032,0.9146798849105835|-0.000016991376469377428,1,-0.0000017645244270170224|Freefall
228.67771911621094,431.1682434082031,-687.1904907226562|0.35656630992889404,5.038965582571109e-07,0.9342700242996216|-0.000004981994607078377,1,0.0000013620432355310186|Freefall
228.73675537109375,431.6602478027344,-686.69384765625|0.3238131105899811,-0.000002514208745196811,0.9461210370063782|8.07571183258915e-08,1,0.0000026297468593838857|Freefall
228.7952423095703,432.0884094238281,-686.197021484375|0.29548898339271545,-0.000002625312617965392,0.9553461670875549|0.0000010699261565605411,1,0.0000024170938104361994|Freefall
228.8675994873047,432.53375244140625,-685.5760498046875|0.26488196849823,-0.0000018330731563764857,0.9642808437347412|7.124083367671119e-07,1,0.0000017052801695172093|Freefall
228.92491149902344,432.818115234375,-685.0792846679688|0.243947371840477,-0.000001324775780631171,0.9697884917259216|4.1403470163459133e-07,1,0.0000012618968412425602|Freefall
228.982177734375,433.03863525390625,-684.5826416015625|0.22600124776363373,-9.555633369018324e-07,0.9741269946098328|2.464117017098033e-07,1,9.237747917723027e-07|Freefall
229.03952026367188,433.19525146484375,-684.0859375|0.21054622530937195,-6.956785796319309e-07,0.9775838851928711|1.5932560870624002e-07,1,6.773159952899732e-07|Freefall
229.09718322753906,433.2879638671875,-683.5892944335938|0.19729062914848328,-5.095000688015716e-07,0.9803450703620911|1.0895247015696441e-07,1,4.977887897439359e-07|Freefall
229.1653289794922,433.31402587890625,-683.0054321289062|0.19311630725860596,-2.2592828941014886e-07,0.9811758995056152|4.423579724743831e-08,1,2.2155623469188868e-07|Freefall
229.19996643066406,433.61474609375,-682.7090454101562|0.1928742527961731,-2.6606343794810527e-09,0.981223464012146|-3.667439463228561e-09,1,3.4324383335615494e-09|Landed
229.24246215820312,434.132568359375,-682.345458984375|0.19281840324401855,1.2528184356597194e-07,0.9812344312667847|-2.748336491720238e-08,1,-1.2227714307755377e-07|Landed
229.26197814941406,434.3700866699219,-682.178466796875|0.1928154081106186,4.9191047679642e-08,0.9812350273132324|-6.845124023158178e-09,1,-4.87866813614346e-08|Running
229.2700958251953,434.5046691894531,-682.1092529296875|0.19281521439552307,-2.6838799627171284e-08,0.9812350869178772|1.3776561225142814e-08,1,2.4644929652595238e-08|Running
229.27059936523438,434.5610656738281,-682.10498046875|0.19281519949436188,-8.381854854633275e-08,0.9812350869178772|2.92312627436786e-08,1,7.967745574433138e-08|Running
229.27061462402344,434.60479736328125,-682.1047973632812|0.19281519949436188,-8.736415679777565e-08,0.9812350869178772|2.7035671479325174e-08,1,8.372230553277404e-08|Running
229.27061462402344,434.6284484863281,-682.1047973632812|0.19281519949436188,-9.090673103173685e-08,0.9812350869178772|2.4841959600507835e-08,1,8.776370208352091e-08|Running
229.27061462402344,434.6413269042969,-682.1047973632812|0.19281519949436188,-9.444628545907108e-08,0.9812350869178772|2.2650121778156063e-08,1,9.180164539657198e-08|Running
229.27061462402344,434.6483154296875,-682.1047973632812|0.19281519949436188,-9.798281297435096e-08,0.9812350869178772|2.0460158012269858e-08,1,9.583613547192726e-08|Running
229.27061462402344,434.65216064453125,-682.1047973632812|0.19281519949436188,-1.0151631357757651e-07,0.9812350869178772|1.827206830284922e-08,1,9.986717941501411e-08|Running
229.27061462402344,434.65423583984375,-682.1047973632812|0.19281519949436188,-1.0504680147960244e-07,0.9812350869178772|1.608584909718047e-08,1,1.0389477722583251e-07|Running
229.27061462402344,434.65533447265625,-682.1047973632812|0.19281519949436188,-1.0857426246957402e-07,0.9812350869178772|1.3901497730728352e-08,1,1.0791893600980984e-07|Running
229.27061462402344,434.65594482421875,-682.1047973632812|0.19281519949436188,-1.1209871786377335e-07,0.9812350869178772|1.171901686802812e-08,1,1.1193964866151873e-07|Running
229.27061462402344,434.65631103515625,-682.1047973632812|0.19281519949436188,-1.1562016055677304e-07,0.9812350869178772|9.53840118000926e-09,1,1.159569293918139e-07|Running
229.27061462402344,434.656494140625,-682.1047973632812|0.19281519949436188,-1.1913859054857312e-07,0.9812350869178772|7.359650666671769e-09,1,1.1997077820069535e-07|Running
229.27061462402344,434.6566162109375,-682.1047973632812|0.19281519949436188,-1.23532416296257e-07,0.9812350869178772|4.638832873382626e-09,1,1.2498327350840555e-07|Running
229.2781982421875,434.64111328125,-682.2067260742188|0.5278875827789307,-0.00009937801223713905,0.8493142127990723|0.000037740559491794556,1,0.00009355222573503852|Running
229.28152465820312,434.6477966308594,-682.40966796875|0.7878105640411377,-0.00018366563017480075,0.6159175634384155|0.00011037072545150295,1,0.00015702491509728134|Running
229.2816925048828,435.75189208984375,-682.715087890625|0.973679780960083,-0.000650708272587508,0.2279193103313446|0.0005761042120866477,0.9999997615814209,0.0003938547451980412|Jumping
229.27769470214844,436.85601806640625,-683.021484375|0.9794235229492188,-0.0015719368821009994,-0.20180962979793549|0.001758869388140738,0.999998152256012,0.0007469615084119141|Jumping
229.27146911621094,437.71539306640625,-683.2660522460938|0.852841854095459,-0.002280913759022951,-0.5221642851829529|0.003213874064385891,0.9999944567680359,0.000880997336935252|Jumping
229.25975036621094,438.6998291015625,-683.603759765625|0.7071290016174316,-0.0009117679437622428,-0.7070839405059814|0.0015957604628056288,0.9999986886978149,0.0003063876065425575|Freefall
229.2494354248047,439.4154968261719,-683.9166259765625|0.6170634627342224,-0.00021866954921279103,-0.7869133949279785|0.0004027600516565144,0.9999999403953552,0.000037944420910207555|Freefall
229.23643493652344,440.22021484375,-684.3626098632812|0.5173488855361938,-0.000019739874915103428,-0.8557745814323425|-0.000013433457752398681,1,-0.00003118772292509675|Freefall
229.22329711914062,440.92510986328125,-684.8699951171875|0.4297151267528534,-0.000009236784535460174,-0.9029645323753357|-0.00002452740227454342,1,-0.000021901834770687856|Freefall
229.21133422851562,441.5301513671875,-685.4390258789062|0.3550502359867096,-0.000009997382221627049,-0.9348472356796265|-0.0000024167075025616214,1,-0.00001161198815680109|Freefall
229.2030487060547,441.94232177734375,-685.9332885742188|0.3042241036891937,-0.000008091599738691002,-0.9526004791259766|0.000002672328719199868,1,-0.000007640781404916197|Freefall
229.19520568847656,442.3677062988281,-686.55859375|0.25035178661346436,-0.000005431974386738148,-0.9681549668312073|0.000002257746018585749,1,-0.000005026823146181414|Freefall
229.1897430419922,442.6361389160156,-687.0587768554688|0.21393661201000214,-0.000003943643605452962,-0.9768475294113159|0.0000012749673032885767,1,-0.000003757885679078754|Freefall
229.184814453125,442.8406677246094,-687.5589599609375|0.18288642168045044,-0.0000028371218832035083,-0.9831340312957764|6.690823397548229e-07,1,-0.0000027613282327365596|Freefall
229.17916870117188,443.0065002441406,-688.18408203125|0.14982491731643677,-0.0000019025964093088987,-0.9887125492095947|3.269180126608262e-07,1,-0.0000018747774674920947|Freefall
229.17523193359375,443.0672912597656,-688.6841430664062|0.1275988668203354,-0.0000014075920944378595,-0.9918258786201477|2.0335720307684824e-07,1,-0.0000013930307432019617|Freefall
229.17156982421875,443.0641784667969,-689.1842041015625|0.10873222351074219,-0.0000010207262448602705,-0.9940710663795471|1.274881213930712e-07,1,-0.0000010128694611921674|Freefall
229.1680450439453,442.9971923828125,-689.6842651367188|0.09254823625087738,-7.389850225081318e-07,-0.9957082271575928|7.936928625440487e-08,1,-7.347931045842415e-07|Freefall
229.1640625,443.36285400390625,-690.3090209960938|0.07530733197927475,-2.2412035605157143e-07,-0.9971603751182556|1.0394710869832124e-08,1,-2.239735579223634e-07|Landed
229.16172790527344,443.5778503417969,-690.6838989257812|0.06647466868162155,-1.4162678496631997e-07,-0.99778813123703|-2.7957329784555895e-09,1,-1.4212699284144037e-07|Landed
229.15782165527344,443.8023376464844,-691.30859375|0.05382603034377098,-1.5475148984478437e-07,-0.9985503554344177|6.143020758742068e-09,1,-1.5464500791040336e-07|Running
229.15469360351562,443.8981628417969,-691.808349609375|0.044101469218730927,-1.5482790161058801e-07,-0.9990270733833313|7.911632238233324e-09,1,-1.546294328136355e-07|Running
229.151611328125,443.93572998046875,-692.334716796875|0.04093628376722336,-1.395581961105563e-07,-0.9991617798805237|6.029688748299122e-09,1,-1.394282378441858e-07|Running
229.14962768554688,443.9857177734375,-692.683837890625|0.04080389440059662,-1.3624735117900855e-07,-0.9991672039031982|4.602992653701676e-09,1,-1.3617294314371975e-07|Running
229.1487274169922,444.01495361328125,-692.8424072265625|0.04080286994576454,-1.3361893991259421e-07,-0.9991672039031982|3.4634155543500356e-09,1,-1.3358886974401685e-07|Running
229.14842224121094,443.8902893066406,-692.89599609375|0.04080284386873245,-1.3099277396122488e-07,-0.9991672039031982|2.3248132308140157e-09,1,-1.3100701323764952e-07|Running
229.14840698242188,443.92340087890625,-692.898193359375|0.04080284386873245,-1.2836885332490056e-07,-0.9991672039031982|1.1871837957144749e-09,1,-1.2842735941376304e-07|Running
229.14840698242188,443.9776306152344,-692.8982543945312|0.04080284386873245,-1.2574717800362123e-07,-0.9991672039031982|5.052711374298191e-11,1,-1.2584992248321214e-07|Running
229.14840698242188,444.0238342285156,-692.8982543945312|0.04080284386873245,-1.2181885722384322e-07,-0.9991672039031982|-1.6526370272273994e-09,1,-1.2198788112982584e-07|Running
229.14840698242188,444.0428771972656,-692.8982543945312|0.04080284386873245,-1.1789557419206176e-07,-0.9991672039031982|-3.3536176058390765e-09,1,-1.1813078515388042e-07|Running
229.14840698242188,444.0503845214844,-692.8982543945312|0.04080284386873245,-1.1397732180284947e-07,-0.9991672039031982|-5.052418039497297e-09,1,-1.1427864166080326e-07|Running
229.1282196044922,444.05157470703125,-692.7108764648438|-0.5214757323265076,-0.00018281303346157074,-0.8532660603523254|-0.00005295165829011239,1,-0.00018188936519436538|Running
229.10780334472656,444.04541015625,-692.3748779296875|-0.8379147052764893,-0.00021132800611667335,-0.5458011627197266|-0.00013492752623278648,1,-0.0001800476893549785|Running
229.07691955566406,444.03607177734375,-691.874755859375|-0.9779873490333557,-0.0001490915019530803,-0.2086641639471054|-0.00013723858864977956,1,-0.00007128148718038574|Running
229.04820251464844,444.91937255859375,-691.4223022460938|-0.9975014925003052,-0.00030982575844973326,0.07064490765333176|-0.0003117542655672878,0.9999999403953552,-0.000016272691937047057|Jumping
229.01483154296875,446.0234680175781,-690.8570556640625|-0.912473201751709,-0.0009182795765809715,0.40913546085357666|-0.0009559731697663665,0.9999995231628418,0.00011238150909775868|Jumping
228.99000549316406,446.9067687988281,-690.4056396484375|-0.7636297941207886,-0.0015998358139768243,0.6456524133682251|-0.0017778052715584636,0.9999983310699463,0.0003751991025637835|Jumping
228.96087646484375,447.9869689941406,-689.843017578125|-0.49582868814468384,-0.0024279465433210135,0.868416965007782|-0.0030957222916185856,0.999994695186615,0.0010282916482537985|Jumping
228.9292449951172,449.15631103515625,-689.1240844726562|-0.3441164493560791,-0.0007545434636995196,0.9389266967773438|-0.001053137588314712,0.9999993443489075,0.000417648145230487|Freefall
228.89756774902344,450.181884765625,-688.3748779296875|-0.2761923372745514,-0.000030512183002429083,0.9611023664474487|-0.000030406004952965304,1,0.00002300928463228047|Freefall
228.8589324951172,451.1966857910156,-687.5003662109375|-0.21980051696300507,0.0000153270684677409,0.975544810295105|0.00003005637518072035,1,-0.000008939269719121512|Freefall
228.8267059326172,451.9107666015625,-686.7509155273438|-0.1824813038110733,6.719930070175906e-07,0.9832093119621277|0.0000035567315990192583,1,-2.334763848921284e-08|Freefall
228.79959106445312,452.3960266113281,-686.1264038085938|-0.15791207551956177,-0.00000135746552132332,0.9874531626701355|-7.560259973615757e-07,1,0.0000012538112059701234|Freefall
228.77774047851562,452.7123718261719,-685.6268310546875|-0.1417645514011383,-0.0000010354884807384224,0.9899004101753235|-6.341274456644896e-07,1,9.55239215727488e-07|Freefall
228.75021362304688,453.0179443359375,-685.00244140625|-0.12482421100139618,-5.641811640089145e-07,0.9921788573265076|-1.891564096467846e-07,1,5.44831038951088e-07|Freefall
228.7280731201172,453.1905212402344,-684.5028686523438|-0.11344750970602036,-3.7118371665201266e-07,0.9935439825057983|-5.333689756525928e-08,1,3.675054074392392e-07|Freefall
228.705810546875,453.2992248535156,-684.0033569335938|-0.10378957539796829,-2.607748399441334e-07,0.9945992827415466|-1.9461113609509084e-08,1,2.601600215257349e-07|Freefall
228.68350219726562,453.34405517578125,-683.5037841796875|-0.0955103412270546,-2.172571100800269e-07,0.9954284429550171|-1.5157331390014406e-08,1,2.168005579505916e-07|Freefall
228.65557861328125,453.3102111816406,-682.87939453125|-0.08669630438089371,-1.893795626983774e-07,0.9962347745895386|-1.5546126164167617e-08,1,1.8874243323807605e-07|Freefall
228.6219482421875,453.7854309082031,-682.13037109375|-0.07792813330888748,-9.492542574207619e-08,0.9969589710235596|-8.657589312122127e-09,1,9.453824389993315e-08|Landed
228.591064453125,454.1396179199219,-681.4465942382812|-0.07606435567140579,-8.369641335548295e-08,0.9971029162406921|-7.142193947373698e-09,1,8.3394752437016e-08|Running
228.57199096679688,454.2568664550781,-681.0249633789062|-0.07604318857192993,-3.016920402387768e-08,0.9971045255661011|-2.0234092179549634e-09,1,3.01025018245582e-08|Running
228.56396484375,454.2615966796875,-680.8475952148438|-0.07604249566793442,-3.431603889936241e-09,0.9971045851707458|5.334893082853398e-10,1,3.482254262721085e-09|Running
228.55667114257812,454.2626953125,-680.6866455078125|-0.07604233920574188,3.2191856291774457e-08,0.9971045851707458|3.940137549562905e-09,1,-3.198484677113811e-08|Running
228.55406188964844,454.2478332519531,-680.6289672851562|-0.07604232430458069,7.667833301638893e-08,0.9971045851707458|8.194355416435428e-09,1,-7.627606635196571e-08|Running
228.55401611328125,454.2680358886719,-680.6279907226562|-0.07604232430458069,1.1223327334164424e-07,0.9971045851707458|1.1594457838270955e-08,1,-1.1167495017616602e-07|Running
228.55401611328125,454.28778076171875,-680.6279907226562|-0.07604232430458069,9.250732091459213e-08,0.9971045851707458|9.394001132534413e-09,1,-9.205952977708876e-08|Running
228.55401611328125,454.2999267578125,-680.6279907226562|-0.07604232430458069,5.438928951662092e-08,0.9971045851707458|5.330336616538034e-09,1,-5.4140716798656285e-08|Running
228.55401611328125,454.3078918457031,-680.6279907226562|-0.07604232430458069,6.787595818735781e-09,0.9971045851707458|2.5563856587140776e-10,1,-6.787809869734929e-09|Running
228.55401611328125,454.3111267089844,-680.6279907226562|-0.07604232430458069,-3.125711245388629e-08,0.9971045851707458|-3.8002174740370265e-09,1,3.105806101189046e-08|Running
228.55401611328125,454.31317138671875,-680.6279907226562|-0.07604232430458069,-7.876723628896798e-08,0.9971045851707458|-8.865163714233404e-09,1,7.831987858253342e-08|Running
228.55401611328125,454.3138122558594,-680.6279907226562|-0.07604232430458069,-1.0724892973712485e-07,0.9971045851707458|-1.1901534868741237e-08,1,1.066527062221212e-07|Running
228.55401611328125,454.3143310546875,-680.6279907226562|-0.07604232430458069,-9.078442531063047e-08,0.9971045851707458|-9.975718029409109e-09,1,9.028726566384648e-08|Running
228.5503692626953,454.31488037109375,-680.7286376953125|-0.4438740313053131,-0.00011115772213088349,0.8960891962051392|-0.000029889630241086707,1,0.00010924190428340808|Running
228.56015014648438,454.2811584472656,-680.998046875|-0.7982131838798523,-0.00021039355488028377,0.6023750305175781|-0.00012314319610595703,1,0.00018609505787026137|Running
228.583984375,455.6060791015625,-681.403564453125|-0.995410680770874,-0.0008844564436003566,0.09569136053323746|-0.0008420175290666521,0.9999995231628418,0.00048387632705271244|Jumping
