age|true|1209
951.1741943359375,124.00719451904297,-948.7771606445312|-0.944772481918335,-1.1605137473225113e-07,0.32772696018218994|-1.0933462135653826e-07,1,3.8919687028737826e-08|Running
950.6580810546875,124.00719451904297,-948.6121826171875|-0.9461725950241089,-1.0074393941295057e-07,0.3236624598503113|-9.5093042773442e-08,1,3.327386721707626e-08|Running
950.1419677734375,124.00719451904297,-948.4471435546875|-0.9473233819007874,-1.1097000651716371e-07,0.3202785849571228|-1.04944781753602e-07,1,3.6072840714496124e-08|Running
949.522705078125,124.00719451904297,-948.24951171875|-0.9484624266624451,-9.117054844409722e-08,0.31688961386680603|-8.637788795340384e-08,1,2.9172193549698022e-08|Running
948.9034423828125,124.00719451904297,-948.0521850585938|-0.9494054317474365,-1.137653740101996e-07,0.31405308842658997|-1.0795321969681027e-07,1,3.589839181472598e-08|Running
948.0772094726562,124.00719451904297,-947.7904663085938|-0.9505087733268738,-6.70276492087396e-08,0.3106977045536041|-6.366884264252803e-08,1,2.095238116339715e-08|Running
947.4572143554688,124.00719451904297,-947.5952758789062|-0.9512168169021606,-4.734890168833772e-08,0.30852311849594116|-4.503203854255844e-08,1,1.4629912392649658e-08|Running
946.9404907226562,124.00719451904297,-947.4329833984375|-0.951715350151062,-4.456178714917769e-08,0.3069818317890167|-4.2427480195783573e-08,1,1.3625896855273822e-08|Running
946.423583984375,124.00719451904297,-947.2708740234375|-0.9521470069885254,-5.0749246582881824e-08,0.3056403696537018|-4.8350901948879255e-08,1,1.5417059628930474e-08|Running
945.8025512695312,124.00719451904297,-947.0791625976562|-0.9528068900108337,-7.13727885681692e-08,0.30357712507247925|-6.80093776850299e-08,1,2.1651802128985764e-08|Running
945.3884887695312,124.00719451904297,-946.9517211914062|-0.9532233476638794,-9.546545243210858e-08,0.3022668659687042|-9.095645481238535e-08,1,2.8993055067871865e-08|Running
944.7662963867188,124.00719451904297,-946.763671875|-0.9540227055549622,-9.526232958023684e-08,0.2997343838214874|-9.074775420003789e-08,1,2.898205231360862e-08|Running
944.0397338867188,124.00719451904297,-946.54638671875|-0.9549967050552368,-6.940292252011204e-08,0.2966163456439972|-6.60957937270723e-08,1,2.1177703146690874e-08|Running
943.5206298828125,124.00719451904297,-946.3914794921875|-0.9555872678756714,-7.408420543697503e-08,0.29470837116241455|-7.056023321183602e-08,1,2.2590960213619837e-08|Running
942.8970336914062,124.00719451904297,-946.2078857421875|-0.9563310742378235,-1.0096006519688672e-07,0.29228562116622925|-9.620622165584791e-08,1,3.06380698589237e-08|Running
942.2730102539062,124.00719451904297,-946.0264892578125|-0.9571321606636047,-8.538682294556565e-08,0.2896515429019928|-8.142806962041504e-08,1,2.5718478013914137e-08|Running
941.7529907226562,124.00719451904297,-945.87548828125|-0.9577073454856873,-6.402219554502153e-08,0.28774404525756836|-6.115916306725921e-08,1,1.893910095418505e-08|Running
941.2329711914062,124.00719451904297,-945.7244873046875|-0.9581771492958069,-5.5623296191242844e-08,0.28617578744888306|-5.3286854040379694e-08,1,1.5951904686062335e-08|Running
940.712890625,124.00719451904297,-945.5734252929688|-0.9585618376731873,-5.5989548997104066e-08,0.2848844826221466|-5.379928680326884e-08,1,1.551368278285281e-08|Running
940.0888671875,124.00719451904297,-945.3915405273438|-0.9588900208473206,-6.338557767548991e-08,0.2837779223918915|-6.107143235567492e-08,1,1.7001992702603275e-08|Running
939.4679565429688,124.00719451904297,-945.1992797851562|-0.9583276510238647,-7.919364009012497e-08,0.2856713533401489|-7.639939525461159e-08,1,2.0926089305817186e-08|Running
938.8495483398438,124.00719451904297,-944.9990844726562|-0.9570527672767639,-1.0396077243512991e-07,0.2899138629436493|-1.0008258044535978e-07,1,2.8203102075963216e-08|Running
938.1318969726562,124.00719451904297,-944.7542724609375|-0.9547494649887085,-1.1292687673858381e-07,0.297411173582077|-1.0793804250397443e-07,1,3.319674490853686e-08|Running
937.5187377929688,124.00719451904297,-944.53857421875|-0.9525279998779297,-1.3141843169250933e-07,0.3044509291648865|-1.249644441259079e-07,1,4.068403924861741e-08|Running
936.9021606445312,124.00719451904297,-944.3328247070312|-0.9515001177787781,-1.0414102291633753e-07,0.3076484501361847|-9.87700019550175e-08,1,3.3029113666316334e-08|Running
936.283447265625,124.00719451904297,-944.1334228515625|-0.9514268636703491,-9.441373549634591e-08,0.3078749179840088|-8.925653816049817e-08,1,3.0832879360787047e-08|Running
935.5574951171875,124.00719451904297,-943.9140014648438|-0.9526507258415222,-1.0964596697249362e-07,0.3040667772293091|-1.0343514844635138e-07,1,3.65327643692126e-08|Running
934.8298950195312,124.00719451904297,-943.700439453125|-0.9542952179908752,-1.0974182629297502e-07,0.29886555671691895|-1.0401829086958969e-07,1,3.505812884441184e-08|Running
934.3131103515625,124.00719451904297,-943.5382690429688|-0.954483687877655,-8.998953404670829e-08,0.2982631325721741|-8.565592679588008e-08,1,2.760097395082539e-08|Running
933.6965942382812,124.00719451904297,-943.3322143554688|-0.9534660577774048,-4.326276226152004e-08,0.3015002906322479|-4.170901490851975e-08,1,1.1590813642214925e-08|Running
933.188720703125,124.00719451904297,-943.1439208984375|-0.9512008428573608,-1.000481049118207e-07,0.3085724115371704|-9.603053996443123e-08,1,2.8206597946223155e-08|Running
932.4842529296875,124.00719451904297,-942.8632202148438|-0.9464778304100037,-1.2132511528761825e-07,0.3227688670158386|-1.1493058593714522e-07,1,3.8869519158879484e-08|Running
931.7869873046875,124.00719451904297,-942.565185546875|-0.9406589269638062,-1.6161143889803498e-07,0.33935344219207764|-1.5217709403714252e-07,1,5.441140515927145e-08|Running
931.0131225585938,124.00719451904297,-942.1751708984375|-0.9296094179153442,-4.0952755853140843e-07,0.3685462176799774|-3.8193167029021424e-07,1,1.478248208286459e-07|Running
930.5482177734375,124.00719451904297,-941.8975219726562|-0.9195826649665833,-6.491724207080551e-07,0.39289653301239014|-5.998565484333085e-07,1,2.4829620315358625e-07|Running
930.1011352539062,124.00719451904297,-941.5919189453125|-0.9064415097236633,-0.000001000107317850052,0.42233139276504517|-9.130598641604593e-07,1,4.0838048676050676e-07|Running
929.4851684570312,124.00719451904297,-941.149658203125|-0.8867802023887634,-0.0000010537715979808127,0.4621914029121399|-9.426431688552839e-07,1,4.713508872100647e-07|Running
928.8782348632812,124.00719451904297,-940.695068359375|-0.8678871989250183,-8.085130502877291e-07,0.49676135182380676|-7.067035880936601e-07,1,3.928930141228193e-07|Running
928.3734130859375,124.00719451904297,-940.2855834960938|-0.8509846329689026,-7.648147288819018e-07,0.5251905918121338|-6.555142704200989e-07,1,3.9410866747857654e-07|Running
927.8869018554688,124.00719451904297,-939.854736328125|-0.8322194218635559,-8.475261097373732e-07,0.5544463992118835|-7.116245228644402e-07,1,4.604563628163305e-07|Running
927.4114990234375,124.00719451904297,-939.4115600585938|-0.8132061958312988,-8.105482152132026e-07,0.5819756388664246|-6.655135962319036e-07,1,4.6281735421871417e-07|Running
927.0955810546875,124.00719451904297,-939.1148681640625|-0.8019643425941467,-6.660748681497353e-07,0.5973718762397766|-5.387246915233845e-07,1,3.9177754729280423e-07|Running
926.7796630859375,124.00719451904297,-938.8181762695312|-0.7922236919403076,-4.738346888188971e-07,0.6102308034896851|-3.7766562854812946e-07,1,2.861852408386767e-07|Running
926.3058471679688,124.00719451904297,-938.3731689453125|-0.7796085476875305,-2.929182585376111e-07,0.62626713514328|-2.2901875240677327e-07,1,1.8262699086335488e-07|Running
925.7533569335938,124.00719451904297,-937.8541259765625|-0.7675511240959167,-1.8484386998807167e-07,0.640987753868103|-1.4219365596090938e-07,1,1.181036068942376e-07|Running
925.121826171875,125.68360137939453,-937.2609252929688|-0.754082441329956,-0.0000010523039009058266,0.6567798256874084|-7.979798510859837e-07,1,6.860158805466199e-07|Jumping
924.7271118164062,126.62065124511719,-936.8899536132812|-0.7487900257110596,-6.416068458747759e-07,0.662807285785675|-4.853560540141189e-07,1,4.196952829715883e-07|Freefall
924.4112548828125,127.30897521972656,-936.59326171875|-0.7458699345588684,-1.8575077831428644e-07,0.6660915613174438|-1.3873484761006694e-07,1,1.235154911682912e-07|Freefall
924.0164184570312,128.09274291992188,-936.2223510742188|-0.7428961396217346,4.78084558608316e-08,0.6694067120552063|3.7905262928461525e-08,1,-2.9352532848747614e-08|Freefall
923.62158203125,128.7913360595703,-935.8515014648438|-0.7404358983039856,1.0137863881709563e-07,0.6721270084381104|7.830890780269328e-08,1,-6.456505019514225e-08|Freefall
923.2267456054688,129.40478515625,-935.4806518554688|-0.7384043335914612,9.220308072599437e-08,0.6743582487106323|7.190412532054324e-08,1,-5.799405045081585e-08|Freefall
922.594970703125,130.20919799804688,-934.8873291015625|-0.7357708811759949,1.9087618596813627e-08,0.6772305369377136|1.872407828784617e-08,1,-7.842213101127982e-09|Freefall
922.1211547851562,130.66943359375,-934.4423217773438|-0.7342746257781982,-6.7354037014411e-08,0.6788525581359863|-4.4306577962061056e-08,1,5.129367863787593e-08|Freefall
921.7262573242188,130.9593048095703,-934.071533203125|-0.7333051562309265,-1.321846525570436e-07,0.6798996329307556|-9.200546458032477e-08,1,9.518547017250967e-08|Freefall
921.3314208984375,131.1640167236328,-933.7007446289062|-0.7325189709663391,-1.2847159780449147e-07,0.6807466149330139|-9.138939560671133e-08,1,9.038184600740351e-08|Freefall
920.8565063476562,131.2972412109375,-933.2569580078125|-0.7320669293403625,-1.2816784078495402e-07,0.6812326908111572|-9.368124409547818e-08,1,8.746923185753985e-08|Freefall
920.5398559570312,131.3179473876953,-932.9613037109375|-0.731889009475708,-1.2855858244620322e-07,0.6814238429069519|-9.564118386151677e-08,1,8.593747224949766e-08|Freefall
920.14404296875,131.26718139648438,-932.5917358398438|-0.7317148447036743,-1.2933345772125904e-07,0.6816108822822571|-9.829876290723405e-08,1,8.422224340165485e-08|Freefall
919.6690673828125,131.09385681152344,-932.1482543945312|-0.7315447926521301,-1.3053504233084823e-07,0.6817933320999146|-1.0168371034069423e-07,1,8.2354652874983e-08|Freefall
919.1149291992188,130.73666381835938,-931.630859375|-0.7313879132270813,-1.3217912453455938e-07,0.6819616556167603|-1.0580600928733475e-07,1,8.034746201701637e-08|Freefall
918.7191162109375,130.37933349609375,-931.2612915039062|-0.7313007116317749,-1.3345596983072028e-07,0.6820551753044128|-1.0882280321311555e-07,1,7.898741927192532e-08|Freefall
918.3233032226562,129.93685913085938,-930.8917236328125|-0.7312307953834534,-1.3478296523317113e-07,0.6821301579475403|-1.1187391635303356e-07,1,7.766451659563245e-08|Freefall
917.8483276367188,129.29347229003906,-930.4482421875|-0.7311725616455078,-1.3641297869071423e-07,0.6821925640106201|-1.1555944468000234e-07,1,7.610621111098226e-08|Freefall
917.4525146484375,128.6636505126953,-930.0786743164062|-0.73113614320755,-1.3778652885321208e-07,0.682231605052948|-1.1863928506272714e-07,1,7.482072561515452e-08|Freefall
917.0567016601562,127.94865417480469,-929.7091064453125|-0.7311068177223206,-1.3916765340127313e-07,0.6822630167007446|-1.2172239394203643e-07,1,7.354286424288148e-08|Freefall
916.660888671875,127.14851379394531,-929.3395385742188|-0.7310827374458313,-4.970036115992116e-08,0.6822888255119324|-4.4951960376238276e-08,1,2.467687920670869e-08|Landed
916.2650756835938,126.26322174072266,-928.969970703125|-0.7310628890991211,3.9666105067226454e-08,0.6823100447654724|3.173325779926017e-08,1,-2.413433186632119e-08|Landed
915.7901000976562,125.5402603149414,-928.5264892578125|-0.7310434579849243,9.047735005651703e-08,0.6823309063911438|7.617494190981233e-08,1,-5.098721800322892e-08|Running
915.394287109375,125.2874755859375,-928.1569213867188|-0.7310304641723633,8.587826272332677e-08,0.6823448538780212|7.362777409980481e-08,1,-4.697641742268388e-08|Running
914.9984741210938,124.935791015625,-927.787353515625|-0.731019914150238,8.128291995035397e-08,0.6823561191558838|7.108248922804705e-08,1,-4.296906652712096e-08|Running
914.6026611328125,124.49893951416016,-927.4177856445312|-0.7310112714767456,7.66917125361033e-08,0.6823654174804688|6.853937861706072e-08,1,-3.8965424664638704e-08|Running
914.2068481445312,123.97694396972656,-927.0482177734375|-0.7310041189193726,7.210489627595962e-08,0.682373046875|6.599861990252975e-08,1,-3.4965676576348415e-08|Running
913.81103515625,123.89166259765625,-926.6786499023438|-0.7310008406639099,6.752280512500874e-08,0.6823765635490417|6.346038361471074e-08,1,-3.097001055607507e-08|Running
913.4152221679688,123.94305419921875,-926.30908203125|-0.7309991717338562,6.29456025080799e-08,0.682378351688385|6.092483317843289e-08,1,-2.697857937050685e-08|Running
912.861083984375,123.98421478271484,-925.7916870117188|-0.7309974431991577,5.654570855995189e-08,0.682380199432373|5.7379594409212586e-08,1,-2.1397706717607434e-08|Running
912.54443359375,123.99463653564453,-925.4960327148438|-0.7309966683387756,5.289292204224694e-08,0.6823810338973999|5.535611791174233e-08,1,-1.8212380936688533e-08|Running
912.1486206054688,124.00131225585938,-925.12646484375|-0.7309958338737488,4.8331326496509064e-08,0.6823819279670715|5.282920767513133e-08,1,-1.4234542433655406e-08|Running
911.7528076171875,124.00444030761719,-924.7568969726562|-0.730995237827301,4.3774605273938505e-08,0.6823825240135193|5.0304997500916215e-08,1,-1.0260947647111607e-08|Running
911.27783203125,124.00609588623047,-924.3134155273438|-0.7309945821762085,3.831296879752699e-08,0.6823832392692566|4.727950297933603e-08,1,-5.4982383090873554e-09|Running
910.8820190429688,124.00668334960938,-923.94384765625|-0.7309941649436951,3.376695545398434e-08,0.6823837161064148|4.4761222284250834e-08,1,-1.5339780556899996e-09|Running
910.5653686523438,124.00691986083984,-923.648193359375|-0.730993926525116,3.013364135995289e-08,0.6823839545249939|4.274853182550942e-08,1,1.634381630033488e-09|Running
910.1695556640625,124.00706481933594,-923.2786254882812|-0.7309936285018921,2.5596369468416924e-08,0.6823842525482178|4.023508992645475e-08,1,5.5910236440581684e-09|Running
909.8529052734375,124.00713348388672,-922.9829711914062|-0.7309934496879578,2.1970043562191677e-08,0.6823844909667969|3.822627192562322e-08,1,8.753292313201655e-09|Running
909.4570922851562,124.00717163085938,-922.6134033203125|-0.7309931516647339,1.7441493582737166e-08,0.6823847889900208|3.571766171717172e-08,1,1.2702325413727067e-08|Running
909.061279296875,124.0071792602539,-922.2438354492188|-0.7309929728507996,1.2917785952026861e-08,0.6823850274085999|3.3211737360261395e-08,1,1.6647140554937323e-08|Running
908.6654663085938,124.0071792602539,-921.874267578125|-0.7309927940368652,8.398911788276564e-09,0.6823851466178894|3.0708484644037526e-08,1,2.0587741289546102e-08|Running
908.3488159179688,124.0071792602539,-921.57861328125|-0.7309926748275757,4.787290119878662e-09,0.682385265827179|2.8707809462957812e-08,1,2.3737189991379637e-08|Running
908.0321655273438,124.0071792602539,-921.282958984375|-0.7309926748275757,1.1787573139798724e-09,0.6823853254318237|2.670884491351444e-08,1,2.688394751260148e-08|Running
907.6351928710938,124.0071792602539,-920.9143676757812|-0.7312432527542114,-3.5271667808700613e-09,0.6821168065071106|2.4056506120473387e-08,1,3.0959981245359813e-08|Running
907.1577758789062,124.0071792602539,-920.4732666015625|-0.731846272945404,-1.0970719444003407e-08,0.681469738483429|1.954959572003645e-08,1,3.709338258772732e-08|Running
906.679931640625,124.0071792602539,-920.0325927734375|-0.7324914336204529,-2.1856751075688408e-08,0.6807762384414673|1.25277175300198e-08,1,4.558501842666374e-08|Running
906.2799072265625,124.0071792602539,-919.6673583984375|-0.7334266304969788,-3.568106876628008e-08,0.6797686219215393|3.1868581107374894e-09,1,5.592843166368766e-08|Running
905.878173828125,124.0071792602539,-919.3040771484375|-0.7347709536552429,-6.08742212193647e-08,0.678315281867981|-1.4483864774206268e-08,1,7.405390789472222e-08|Running
905.4743041992188,124.0071792602539,-918.943115234375|-0.7365453243255615,-1.0695861618614799e-07,0.6763882040977478|-4.7476540032675985e-08,1,1.0643295667023267e-07|Running
905.0654907226562,124.0071792602539,-918.5878295898438|-0.7394511103630066,-1.1030781621457209e-07,0.6732102632522583|-6.831692189734895e-08,1,8.881443847030823e-08|Running
904.736328125,124.0071792602539,-918.3059692382812|-0.7421838641166687,-1.1727542670314506e-07,0.6701963543891907|-8.684778407541671e-08,1,7.88103520221739e-08|Running
904.23876953125,124.0071792602539,-917.8877563476562|-0.7468921542167664,-1.109088572093242e-07,0.6649451851844788|-8.966775766339197e-08,1,6.607569957850501e-08|Running
903.6537475585938,124.0071792602539,-917.4051513671875|-0.7527516484260559,-1.247062613174421e-07,0.6583045721054077|-9.52752401417456e-08,1,8.049111244190499e-08|Running
903.230224609375,124.0071792602539,-917.067626953125|-0.7576882243156433,-1.2768917656558187e-07,0.6526166796684265|-9.469657413774257e-08,1,8.571448262273407e-08|Running
902.7145385742188,124.0071792602539,-916.671875|-0.7649258375167847,-1.3388128650149156e-07,0.6441183686256409|-1.0088739799130053e-07,1,8.80426824778624e-08|Running
902.0216674804688,124.0071792602539,-916.1513671875|-0.7745571732521057,-1.3959888178760593e-07,0.632503867149353|-1.073282405172904e-07,1,8.927536754299581e-08|Running
901.5830078125,124.0071792602539,-915.83349609375|-0.780730128288269,-1.3673412979642308e-07,0.6248683333396912|-1.0582753873222828e-07,1,8.659645089892365e-08|Running
900.96435546875,124.0071792602539,-915.39501953125|-0.7893002033233643,-1.3589979630523885e-07,0.6140075325965881|-1.063400603129594e-07,1,8.463343448283922e-08|Running
900.3380737304688,124.0071792602539,-914.96728515625|-0.7981842160224915,-1.3169992030270805e-07,0.6024134159088135|-1.041801596102232e-07,1,8.058411538058863e-08|Running
899.9786987304688,124.0071792602539,-914.7252807617188|-0.8027642369270325,-1.2860630249633687e-07,0.5962965488433838|-1.0239860870342454e-07,1,7.782094257891004e-08|Running
899.6190795898438,124.0071792602539,-914.4834594726562|-0.8066945672035217,-1.345850506595525e-07,0.5909686088562012|-1.0778092729424316e-07,1,8.061132916736824e-08|Running
899.2593383789062,124.0071792602539,-914.2416381835938|-0.8100476861000061,-1.2185816444798547e-07,0.5863639712333679|-9.804507072885826e-08,1,7.237308352614491e-08|Running
898.899658203125,124.0071792602539,-913.999755859375|-0.8129076957702637,-1.1076219408323595e-07,0.5823925733566284|-8.954386032655748e-08,1,6.519881878830347e-08|Running
898.4500732421875,124.0071792602539,-913.6974487304688|-0.8159304261207581,-1.1042465786204048e-07,0.5781500935554504|-8.971823461934036e-08,1,6.437916511004005e-08|Running
897.8206176757812,124.0071792602539,-913.274169921875|-0.8193780183792114,-1.1009010592033519e-07,0.5732535719871521|-8.986575039671152e-08,1,6.359504567399199e-08|Running
897.1912231445312,124.0071792602539,-912.85107421875|-0.8220153450965881,-9.248712729004183e-08,0.5694653391838074|-7.574806204502238e-08,1,5.306917927327959e-08|Running
896.743896484375,124.0071792602539,-912.5457763671875|-0.8229044079780579,-8.833134046426494e-08,0.5681798458099365|-7.255394507410529e-08,1,5.038261008394329e-08|Running
896.2976684570312,124.0071792602539,-912.2386474609375|-0.8231550455093384,-8.852155275462792e-08,0.5678167343139648|-7.292197778951959e-08,1,5.018426563196954e-08|Running
895.8525390625,124.0071792602539,-911.9299926757812|-0.8229930996894836,-8.909459126016372e-08,0.5680513381958008|-7.360389986388327e-08,1,5.0205123613977776e-08|Running
895.408447265625,124.0071792602539,-911.619873046875|-0.8225288987159729,-9.109600540568863e-08,0.5687233209609985|-7.545714453272012e-08,1,5.1044718674120304e-08|Running
895.1420288085938,124.0071792602539,-911.4336547851562|-0.8222366571426392,-9.371861864337916e-08,0.5691457390785217|-7.773437005198502e-08,1,5.236369204908442e-08|Running
894.6102294921875,124.0071792602539,-911.059814453125|-0.821425199508667,-1.0367433134206294e-07,0.5703162550926208|-8.614697577513653e-08,1,5.7706643019628245e-08|Running
894.1680297851562,124.0071792602539,-910.7468872070312|-0.8205839991569519,-1.1964175428147428e-07,0.5715259313583374|-9.943633472175861e-08,1,6.656897255652439e-08|Running
893.639892578125,124.0071792602539,-910.367919921875|-0.8190373182296753,-8.567065634679238e-08,0.5737403035163879|-7.103137278363647e-08,1,4.791944263615733e-08|Running
893.2010498046875,124.0071792602539,-910.0504150390625|-0.8175755739212036,-5.305346562067825e-08,0.5758213400840759|-4.342599169149253e-08,1,3.0477224299829686e-08|Running
892.588134765625,124.0071792602539,-909.6039428710938|-0.8154076337814331,-5.282475257217811e-08,0.5788872241973877|-4.1777948212029514e-08,1,3.240474555354922e-08|Running
892.064453125,124.0071792602539,-909.2188110351562|-0.813433051109314,-9.90156152624877e-08,0.5816585421562195|-7.804196400229557e-08,1,6.109031858159142e-08|Running
891.6300659179688,124.0071792602539,-908.8952026367188|-0.8115389943122864,-1.0092000479744456e-07,0.5842982530593872|-8.009010343812406e-08,1,6.148189157784145e-08|Running
891.1968383789062,124.0071792602539,-908.5699462890625|-0.809565544128418,-1.0974822828302422e-07,0.5870295166969299|-8.81120953977188e-08,1,6.544085096038543e-08|Running
890.7650146484375,124.0071792602539,-908.242919921875|-0.8075026273727417,-9.379649412721847e-08,0.5898640155792236|-7.613755315105664e-08,1,5.478419851101535e-08|Running
890.0737915039062,124.0071792602539,-907.7202758789062|-0.804759681224823,-9.704041303848499e-08,0.5936007499694824|-7.934707468848501e-08,1,5.590473151073638e-08|Running
889.728759765625,124.0071792602539,-907.4580688476562|-0.8035370111465454,-8.165692833017602e-08,0.5952547788619995|-6.656262740989405e-08,1,4.7326615515430603e-08|Running
889.3840942382812,124.0071792602539,-907.195556640625|-0.8024429082870483,-8.120076699924539e-08,0.5967289209365845|-6.572916788627481e-08,1,4.768809347410752e-08|Running
889.0393676757812,124.0071792602539,-906.93310546875|-0.8014887571334839,-9.236019593572564e-08,0.5980098247528076|-7.418025660399508e-08,1,5.502509736743377e-08|Running
888.6946411132812,124.0071792602539,-906.6705932617188|-0.8006656169891357,-1.1219370321668976e-07,0.5991114974021912|-8.955488794981648e-08,1,6.758371995374546e-08|Running
888.3485717773438,124.0071792602539,-906.4098510742188|-0.8002870082855225,-1.0136403716387576e-07,0.5996171236038208|-8.060174394586284e-08,1,6.147173081672008e-08|Running
887.8265991210938,124.0071792602539,-906.0225830078125|-0.8007149696350098,-3.38534356103537e-08,0.5990455150604248|-2.647802688215961e-08,1,2.112040498047918e-08|Running
887.3009033203125,124.0071792602539,-905.6403198242188|-0.8022145628929138,2.1137127603765293e-08,0.597035825252533|1.7654304684810995e-08,1,-1.168202512502603e-08|Running
886.8609619140625,124.0071792602539,-905.3242797851562|-0.8038737773895264,4.030684408462548e-08,0.5947998762130737|3.312360519203139e-08,1,-2.29987335842452e-08|Running
886.3284912109375,124.0071792602539,-904.9515991210938|-0.8068721294403076,-2.1778272518702124e-09,0.5907261371612549|-8.224974590298473e-10,1,2.5632467259839586e-09|Running
885.8827514648438,124.0071792602539,-904.6437377929688|-0.8095945715904236,-8.688738262208062e-08,0.5869894623756409|-6.905938931822675e-08,1,5.277314585327986e-08|Running
885.346435546875,124.0071792602539,-904.2763671875|-0.8128021955490112,-1.1288786794239059e-07,0.5825397968292236|-9.097909980937402e-08,1,6.684497577680304e-08|Running
884.8071899414062,124.0071792602539,-903.9134521484375|-0.8162352442741394,-1.12204119773196e-07,0.5777196288108826|-9.129318812028941e-08,1,6.523475093445086e-08|Running
884.3541259765625,124.0071792602539,-903.6165771484375|-0.8196247816085815,-1.1725087745162455e-07,0.5729007124900818|-9.577897230883536e-08,1,6.763486481986547e-08|Running
883.8973388671875,124.0071792602539,-903.3255004882812|-0.8236380815505981,-1.2288714401620382e-07,0.5671157836914062|-1.0059621047275868e-07,1,7.058923046088239e-08|Running
882.8850708007812,124.0071792602539,-902.6967163085938|-0.833310067653656,-1.2266741578059737e-07,0.5528058409690857|-1.0151020291004897e-07,1,6.888121362180755e-08|Running
882.5146484375,124.0071792602539,-902.471923828125|-0.8365175127983093,-1.1750550754641154e-07,0.547940194606781|-9.766615960415947e-08,1,6.534664720447836e-08|Running
882.0482177734375,124.0071792602539,-902.1964721679688|-0.8407324552536011,-1.2915445779526635e-07,0.5414507985115051|-1.0792111737600862e-07,1,7.096059562172741e-08|Running
880.924560546875,124.0071792602539,-901.543212890625|-0.8505599498748779,-1.128756323964808e-07,0.5258780717849731|-9.544086054802392e-08,1,6.02752905365378e-08|Running
880.2678833007812,124.0071792602539,-901.1637573242188|-0.8545978665351868,-1.1943660638280562e-07,0.5192903280258179|-1.0161253527485314e-07,1,6.277556963141251e-08|Running
879.7067260742188,124.0071792602539,-900.8356323242188|-0.8566149473190308,-1.1761282792122074e-07,0.5159562230110168|-1.0050631260583032e-07,1,6.108584216235613e-08|Running
879.3334350585938,124.0071792602539,-900.6155395507812|-0.857393741607666,-1.0341774014932525e-07,0.5146610140800476|-8.856447664129519e-08,1,5.340040232226784e-08|Running
878.8676147460938,124.0071792602539,-900.3389892578125|-0.8578851222991943,-4.860196511913273e-08,0.5138415694236755|-4.183841895155638e-08,1,2.473410454228997e-08|Running
878.4957275390625,124.0071792602539,-900.1165161132812|-0.8579921126365662,-6.141116948299441e-09,0.5136628150939941|-5.645918399466154e-09,1,2.5249307089580952e-09|Running
878.0317993164062,124.0071792602539,-899.8370361328125|-0.8578140139579773,4.6631022598830896e-08,0.5139603018760681|3.9334260293344414e-08,1,-2.5078870535821807e-08|Running
877.5679931640625,124.0071792602539,-899.55712890625|-0.8575566411018372,9.852453786152182e-08,0.5143895149230957|8.35612965488508e-08,1,-5.2228884328542335e-08|Running
877.10498046875,124.0071792602539,-899.276123046875|-0.8571410775184631,7.885190456136115e-08,0.5150817632675171|6.698920884673498e-08,1,-4.161029565352692e-08|Running
876.642822265625,124.0071792602539,-898.9937133789062|-0.8565189838409424,3.766670531035743e-08,0.5161154866218567|3.2127768889722574e-08,1,-1.9663543682213458e-08|Running
876.0890502929688,124.0071792602539,-898.6532592773438|-0.8556099534034729,-2.1269567440640458e-08,0.5176210999488831|-1.7820910969135184e-08,1,1.1633644270148125e-08|Running
875.72021484375,124.0071792602539,-898.4259643554688|-0.8550260663032532,-6.723291789967334e-08,0.5185849666595459|-5.680706038901917e-08,1,3.5985230795176903e-08|Running
874.985107421875,124.0071792602539,-897.9669189453125|-0.8532920479774475,-9.110807752676919e-08,0.5214333534240723|-7.725139283820681e-08,1,4.8309289013559464e-08|Running
874.5264892578125,124.0071792602539,-897.6787109375|-0.8521514534950256,-9.522927513216928e-08,0.5232951641082764|-8.09773084142762e-08,1,5.011385795228307e-08|Running
874.0675048828125,124.0071792602539,-897.39111328125|-0.8512930274009705,-1.1442882907886087e-07,0.524690568447113|-9.751457952233977e-08,1,5.987404705365407e-08|Running
873.7919921875,124.0071792602539,-897.2188110351562|-0.8509007692337036,-1.2999043974559754e-07,0.5253264307975769|-1.108665088622729e-07,1,6.787026762822279e-08|Running
873.3338623046875,124.0071792602539,-896.9298095703125|-0.8500829935073853,-7.160760162605584e-08,0.5266487002372742|-6.11266202099614e-08,1,3.730171371785218e-08|Running
872.6925659179688,124.0071792602539,-896.5247192382812|-0.8489944934844971,-5.681851877881172e-09,0.5284017324447632|-4.89620299859439e-09,1,2.886067163032635e-09|Running
872.2330932617188,124.0071792602539,-896.2379150390625|-0.8487507104873657,3.475417642562206e-08,0.5287931561470032|2.9631326725620966e-08,1,-1.8163181181307664e-08|Running
871.8641967773438,124.0071792602539,-896.0105590820312|-0.8489950299263,6.654052242538455e-08,0.5284008383750916|5.6776777057621075e-08,1,-3.4703433016147756e-08|Running
871.5873413085938,124.0071792602539,-895.84033203125|-0.8492584824562073,8.941599105583009e-08,0.5279772877693176|7.631977183564231e-08,1,-4.659437990994775e-08|Running
