mount prambanan|true|43504
-266.43505859375,663.293212890625,-144.91653442382812|0.9625587463378906,0,-0.27107346057891846|1.702481711163273e-08,1.0000001192092896,6.045367229035037e-08|Running
-266.43505859375,662.9408569335938,-144.91653442382812|0.9503530263900757,0,-0.3111741542816162|1.5115107387941862e-08,1.0000001192092896,4.6162853095665923e-08|Running
-266.43505859375,663.014404296875,-144.91653442382812|0.9333810210227966,0,-0.35888704657554626|1.2312179720197491e-08,1,3.202109155608923e-08|Running
-266.43505859375,663.1138916015625,-144.91653442382812|0.9118701219558716,0,-0.4104788899421692|6.762411963734394e-09,1,1.502255386753859e-08|Running
-266.43505859375,663.1522216796875,-144.91653442382812|0.8776611089706421,0,-0.47928187251091003|2.792591713429715e-09,1.0000001192092896,5.113794721012255e-09|Running
-266.43505859375,663.1924438476562,-144.91653442382812|0.8430099487304688,0,-0.5378979444503784|-6.322932843971785e-09,1,-9.909491893722588e-09|Running
-266.43505859375,664.0579223632812,-144.91653442382812|0.8013054728507996,0,-0.5982553958892822|-1.5317656476554475e-08,1,-2.0516525367497707e-08|Running
-266.41351318359375,664.868896484375,-144.93301391601562|0.7729529142379761,0,-0.6344634890556335|5.421416560125181e-08,1.0000001192092896,6.604792446296415e-08|Running
-266.3770446777344,665.4413452148438,-144.9615478515625|0.7551833987236023,0,-0.6555135846138|1.2253177317234076e-07,1,1.4116253055362904e-07|Running
-266.3031311035156,666.1569213867188,-145.0215301513672|0.7496352195739746,0,-0.6618512272834778|1.1395759003107742e-07,1,1.290722480007389e-07|Running
-266.2001647949219,666.8179931640625,-145.10752868652344|0.7486540079116821,0,-0.6629610061645508|1.0824287954847023e-07,1.0000001192092896,1.2223414103118557e-07|Running
-266.0304870605469,667.5676879882812,-145.2520751953125|0.7524765133857727,0,-0.6586191058158875|1.0403670103187324e-07,1,1.1886259443372182e-07|Running
-265.90667724609375,667.9766235351562,-145.3584747314453|0.7603444457054138,0,-0.6495200395584106|1.0902862612738318e-07,1,1.2763163681484002e-07|Running
-265.7148742675781,668.4741821289062,-145.52325439453125|0.7607023119926453,0,-0.6491008996963501|8.347834778987817e-08,1,9.783096999171903e-08|Running
-265.4322814941406,669.01953125,-145.7655029296875|0.760955810546875,0,-0.6488037109375|5.262712576836748e-08,1,6.172424349415451e-08|Running
-265.2399597167969,669.305908203125,-145.93011474609375|0.7609913349151611,0,-0.6487621665000916|3.415961913333376e-08,1,4.0068879769705745e-08|Running
-264.9570007324219,669.6399536132812,-146.17202758789062|0.7609913349151611,0,-0.6487621665000916|9.559241398449103e-09,1,1.1212891948275683e-08|Running
-264.6437072753906,669.9194946289062,-146.4395751953125|0.7609913349151611,0,-0.6487621665000916|-1.502006874432027e-08,1,-1.7618384973161483e-08|Running
-264.3000793457031,670.1445922851562,-146.73275756835938|0.7609913349151611,0,-0.6487621665000916|-3.957835303936008e-08,1,-4.6424997179883576e-08|Freefall
-263.9280090332031,670.315185546875,-147.05001831054688|0.7609913349151611,0,-0.6487621665000916|-6.411562480934663e-08,1,-7.520696954088635e-08|Freefall
-263.4526062011719,670.4517822265625,-147.45530700683594|0.7609913349151611,0,-0.6487621665000916|-9.475769502387266e-08,1,-1.1114980225102045e-07|Freefall
-263.0721130371094,670.499755859375,-147.7797088623047|0.7609913349151611,0,-0.6487621665000916|-8.532801842875415e-08,1,-1.0008889006485333e-07|Freefall
-262.7867431640625,670.4999389648438,-148.02301025390625|0.7609913349151611,0,-0.6487621665000916|-6.978383737532567e-08,1,-8.185571687135962e-08|Freefall
-262.3394775390625,670.43212890625,-148.40431213378906|0.7598594427108765,0,-0.6500874161720276|-4.397883301976435e-08,1,-5.140498160471907e-08|Freefall
-262.09375,670.3505859375,-148.61376953125|0.7507078051567078,0,-0.660634458065033|-2.8838419652288394e-08,1.0000001192092896,-3.277035531823458e-08|Freefall
-261.7220458984375,670.1465454101562,-148.9306640625|0.7390502095222473,0,-0.6736505031585693|-2.394770826086301e-09,1.0000001192092896,-2.6272612974054255e-09|Freefall
-261.5216979980469,669.9832153320312,-149.10147094726562|0.7235654592514038,0,-0.6902558207511902|1.4203711096172356e-08,1.0000001192092896,1.4889138810758595e-08|Freefall
-261.2809753417969,669.7178344726562,-149.30667114257812|0.7113966941833496,0,-0.7027907371520996|3.711816987106431e-08,1.0000001192092896,3.757269695370269e-08|Freefall
-261.0705261230469,669.3978881835938,-149.486083984375|0.6990118622779846,0,-0.7151100635528564|6.085682002776593e-08,1,5.948684034251528e-08|Freefall
-260.8499450683594,668.9213256835938,-149.67413330078125|0.687682032585144,0,-0.7260120511054993|9.111039389608777e-08,1,8.630019010524848e-08|Freefall
-260.7814025878906,668.594482421875,-149.73255920410156|0.6787667274475098,0,-0.7343540787696838|7.026053339131977e-08,1.0000001192092896,6.494212101415542e-08|Landed
-260.77288818359375,667.981689453125,-149.73980712890625|0.6697373986244202,0,-0.7425979971885681|3.4058757591992617e-08,1,3.071705378943079e-08|Landed
-260.7728576660156,667.5731811523438,-149.73985290527344|0.6553336381912231,0,-0.7553395628929138|1.1980692882218591e-08,1,1.0394465732588287e-08|Running
-260.7728576660156,666.9807739257812,-149.73985290527344|0.6393690705299377,0,-0.7688999772071838|-1.8684996661022524e-08,1.0000001192092896,-1.5537272801680047e-08|Running
-260.7728576660156,666.16357421875,-149.73985290527344|0.6203683614730835,0,-0.7843106389045715|-5.858973040062665e-08,1.0000001192092896,-4.634287975591178e-08|Running
-260.7728576660156,666.0686645507812,-149.73985290527344|0.6024142503738403,0,-0.7981836199760437|-8.383928928878959e-08,1,-6.327613988332814e-08|Running
-260.6690368652344,666.1104125976562,-149.87741088867188|0.5855429172515869,0,-0.8106414079666138|-5.739217101563554e-08,1,-4.145554299839205e-08|Running
-260.4649963378906,666.185546875,-150.15518188476562|0.5712934136390686,0,-0.8207460045814514|-3.5521789953918415e-08,1.0000001192092896,-2.472551230425779e-08|Running
-260.26116943359375,666.2474365234375,-150.44577026367188|0.5669846534729004,0,-0.8237283825874329|-1.8635295973012944e-08,1,-1.2826955497757808e-08|Running
-259.98443603515625,667.1129150390625,-150.84249877929688|0.5669846534729004,0,-0.8237283825874329|4.035177969541337e-09,1,2.7774735844587894e-09|Running
-259.7020263671875,667.9238891601562,-151.25198364257812|0.5669846534729004,0,-0.8237283825874329|2.6686270970799342e-08,1,1.836856178272228e-08|Running
-259.34771728515625,668.8609619140625,-151.7667694091797|0.5669846534729004,0,-0.8237283825874329|5.497289734535116e-08,1,3.783867441597977e-08|Running
-259.1351318359375,669.3822631835938,-152.07566833496094|0.5669846534729004,0,-0.8237283825874329|7.193036566377486e-08,1,4.9510752830883575e-08|Jumping
-258.8516845703125,670.0297241210938,-152.48753356933594|0.5669846534729004,0,-0.8237283825874329|9.452340776761048e-08,1,6.506188299226778e-08|Freefall
-258.5682373046875,670.6226806640625,-152.89939880371094|0.5669846534729004,0,-0.8237283825874329|1.170971088981787e-07,1,8.05997046882112e-08|Freefall
-258.2847900390625,671.1611328125,-153.31126403808594|0.5669846534729004,0,-0.8237283825874329|1.2566913198952534e-07,1,8.649995208998007e-08|Freefall
-257.93048095703125,671.757568359375,-153.8260955810547|0.5669846534729004,0,-0.8237283825874329|8.396793305109895e-08,1,5.779639522529578e-08|Freefall
-257.71783447265625,672.0745239257812,-154.1350860595703|0.5642763376235962,0,-0.8255860209465027|5.934138158636415e-08,1,4.055899438526467e-08|Freefall
-257.36480712890625,672.5347290039062,-154.65142822265625|0.5591431260108948,0,-0.8290711641311646|2.4924466046627458e-08,1,1.6809586611543637e-08|Freefall
-257.0847473144531,672.841552734375,-155.0669403076172|0.5426633954048157,0,-0.8399502635002136|3.4448245145313194e-08,1,2.2255843390439622e-08|Freefall
-256.8802185058594,673.035888671875,-155.38255310058594|0.522006630897522,0,-0.8529415130615234|9.203609607766339e-08,1.0000001192092896,5.6326786790350525e-08|Freefall
-256.5525817871094,673.2916870117188,-155.91748046875|0.4985591471195221,0,-0.8668556809425354|1.4551523008776712e-07,1,8.369092086013552e-08|Freefall
-256.302490234375,673.4349975585938,-156.35337829589844|0.46072420477867126,0,-0.8875433802604675|1.9273262807928404e-07,1,1.0004760753190567e-07|Freefall
-256.12664794921875,673.5067749023438,-156.6868896484375|0.4207015335559845,0,-0.9071992039680481|2.483586740709143e-07,1.0000001192092896,1.1517302311858657e-07|Freefall
-255.91259765625,673.5547485351562,-157.14163208007812|0.3850097060203552,0,-0.9229124784469604|2.830297489708755e-07,1,1.1807100008809357e-07|Freefall
-255.6702117919922,673.5380249023438,-157.72157287597656|0.3444676101207733,0,-0.9387982487678528|3.0929058425499534e-07,1.0000001192092896,1.1348614492590059e-07|Freefall
-255.53848266601562,673.4871215820312,-158.0750732421875|0.2956691384315491,0,-0.9552903771400452|3.4252840919180016e-07,1.0000001192092896,1.0601497280049443e-07|Freefall
-255.37612915039062,673.37158203125,-158.5226593017578|0.24932974576950073,0,-0.9684187173843384|2.399476386472088e-07,1.0000001192092896,6.177708655741299e-08|Freefall
-255.19241333007812,673.1505126953125,-159.0285186767578|0.20169125497341156,0,-0.9794492125511169|4.7666574687355023e-08,1.0000001192092896,9.815650514610752e-09|Freefall
-255.0607147216797,672.912353515625,-159.39117431640625|0.1533355414867401,0,-0.9881742000579834|-7.172434379754122e-08,1,-1.1129506205520556e-08|Freefall
-254.97084045410156,672.6979370117188,-159.63865661621094|0.11004633456468582,0,-0.9939265251159668|-1.1553144219078604e-07,1.0000001192092896,-1.2791501191600219e-08|Freefall
-254.8628692626953,672.3643798828125,-159.93592834472656|0.06829831004142761,0,-0.9976649284362793|-1.2487620892898121e-07,1,-8.548796337493059e-09|Freefall
-254.74696350097656,671.8707885742188,-160.25502014160156|0.024673478677868843,0,-0.9996955394744873|-1.3649574270857556e-07,1,-3.3688503098261435e-09|Freefall
-254.68760681152344,671.5337524414062,-160.41848754882812|-0.013748127967119217,0,-0.9999054670333862|-1.4344213639105874e-07,1.0000001192092896,1.972247254400372e-09|Freefall
-254.6203155517578,671.0366821289062,-160.603759765625|-0.04518132656812668,0,-0.998978853225708|-1.5261964847468334e-07,1.0000001192092896,6.90260693048117e-09|Freefall
-254.5665740966797,670.4851684570312,-160.75167846679688|-0.06959543377161026,0,-0.9975752830505371|-1.6176734618511546e-07,1,1.1285633760849123e-08|Freefall
-254.5264129638672,669.879150390625,-160.86228942871094|-0.09396369010210037,0,-0.9955756664276123|-1.7084548176171666e-07,1,1.6124612756129864e-08|Freefall
-254.518798828125,669.2185668945312,-160.8832244873047|-0.11480654031038284,0,-0.9933878779411316|-8.917433547139808e-08,1,1.0305940989496776e-08|Landed
-254.51866149902344,668.3162231445312,-160.8836212158203|-0.135604128241539,0,-0.9907631278038025|1.2591251596916209e-08,1,-1.7233440230413066e-09|Landed
-254.51866149902344,667.6306762695312,-160.8836212158203|-0.1546170711517334,0,-0.9879745244979858|7.628073461773965e-08,1.0000001192092896,-1.1937862254285392e-08|Running
-254.51866149902344,667.5889282226562,-160.8836212158203|-0.16841109097003937,0,-0.9857168197631836|8.772013870839146e-08,1.0000001192092896,-1.498710666680836e-08|Running
-254.51866149902344,667.6483764648438,-160.8836212158203|-0.18045088648796082,0,-0.9835839867591858|9.623833818750427e-08,1,-1.7656136108712417e-08|Running
-254.51866149902344,667.7254638671875,-160.8836212158203|-0.18902452290058136,0,-0.981972336769104|1.1058384785656017e-07,1.0000001192092896,-2.1286810536480516e-08|Running
-254.51866149902344,667.7594604492188,-160.8836212158203|-0.1941673308610916,0,-0.9809684157371521|1.220624454845165e-07,1,-2.4160348388591046e-08|Running
-254.51866149902344,667.7747802734375,-160.8836212158203|-0.185593843460083,0,-0.9826265573501587|1.309554988893069e-07,1,-2.473425375626448e-08|Running
-254.51866149902344,668.6402587890625,-160.8836212158203|-0.18216083943843842,0,-0.9832687377929688|1.4261388514569262e-07,1,-2.642071805780688e-08|Running
-254.523193359375,669.4512329101562,-160.9080352783203|-0.18216083943843842,0,-0.9832687377929688|1.5417676024753746e-07,1,-2.856286052121959e-08|Running
-254.53494262695312,670.2077026367188,-160.9715118408203|-0.18216083943843842,0,-0.9832687377929688|1.6572977301620995e-07,1,-3.07031768898014e-08|Running
-254.55393981933594,670.9096069335938,-161.0740509033203|-0.18216083943843842,0,-0.9832687377929688|1.7727289503000065e-07,1,-3.2841661834481783e-08|Running
-254.58786010742188,671.7103881835938,-161.2571563720703|-0.18216083943843842,0,-0.9832687377929688|1.4042750251519465e-07,1,-2.6015667842216317e-08|Running
-254.61363220214844,672.1500244140625,-161.3963165283203|-0.18216083943843842,0,-0.9832687377929688|9.784161392190072e-08,1,-1.8126183221056635e-08|Running
-254.65432739257812,672.6884765625,-161.6160430908203|-0.18216083943843842,0,-0.9832687377929688|4.1102911296775346e-08,1,-7.614745278772261e-09|Running
-254.71539306640625,673.284912109375,-161.945556640625|-0.18216083943843842,0,-0.9832687377929688|-2.975221491396951e-08,1,5.51190959541259e-09|Running
-254.7574462890625,673.6018676757812,-162.1725616455078|-0.18216083943843842,0,-0.9832687377929688|-7.222892151048654e-08,1,1.3381165508974391e-08|Running
-254.81985473632812,673.9768676757812,-162.50941467285156|-0.18216083943843842,0,-0.9832687377929688|-1.2882212274689664e-07,1,2.3865649012577705e-08|Running
-254.88951110839844,674.2973022460938,-162.8853302001953|-0.18216083943843842,0,-0.9832687377929688|-1.1708601732607349e-07,1,2.169141311014755e-08|Running
-254.9867401123047,674.6212158203125,-163.41015625|-0.18216083943843842,0,-0.9832687377929688|-1.0242998627063571e-07,1,1.8976228588485355e-08|Running
-255.05044555664062,674.774658203125,-163.754150390625|-0.1757209300994873,0,-0.98444002866745|-9.244843823807969e-08,1,1.6501894961606922e-08|Freefall
-255.13790893554688,674.931640625,-164.2410125732422|-0.17707911133766174,0,-0.9841967225074768|-7.555951242466108e-08,1.0000001192092896,1.3594854131326883e-08|Freefall
-255.22642517089844,675.0341186523438,-164.73350524902344|-0.1863260567188263,0,-0.9824880361557007|-5.138711856034206e-08,1.0000001192092896,9.745420470608224e-09|Freefall
-255.31056213378906,675.0820922851562,-165.2013397216797|-0.20063889026641846,0,-0.9796652793884277|-1.3524619646432257e-08,1,2.76988942893297e-09|Freefall
-255.3876190185547,675.0755004882812,-165.6299285888672|-0.22657646238803864,0,-0.9739934206008911|2.5018158211764785e-08,1.0000001192092896,-5.8198810215515095e-09|Freefall
-255.4740447998047,674.9906616210938,-166.11065673828125|-0.25543203949928284,0,-0.9668270349502563|7.270367774481201e-08,1,-1.920803605059973e-08|Freefall
-255.53529357910156,674.8615112304688,-166.4512481689453|-0.2823505401611328,0,-0.959311306476593|1.1019957213420639e-07,1,-3.243463098101529e-08|Freefall
-255.5766143798828,674.7288818359375,-166.68104553222656|-0.3140251040458679,0,-0.9494147300720215|1.3735194670516648e-07,1.0000001192092896,-4.543005260870814e-08|Freefall
-255.63668823242188,674.439697265625,-167.01516723632812|-0.3437197208404541,0,-0.93907231092453|1.1655120601972158e-07,1,-4.2660129651039824e-08|Freefall
-255.6768341064453,674.14697265625,-167.23849487304688|-0.3843846023082733,0,-0.9231730699539185|8.628311576330816e-08,1,-3.5925985741869226e-08|Freefall
-255.70994567871094,673.7998046875,-167.42269897460938|-0.4274769127368927,0,-0.9040263295173645|5.66919915456765e-08,1.0000001192092896,-2.6807313702192914e-08|Freefall
-255.7301788330078,673.503662109375,-167.53521728515625|-0.4742281436920166,0,-0.8804020285606384|3.4877089660767524e-08,1.0000001192092896,-1.8786529665248963e-08|Freefall
-255.75100708007812,673.0610961914062,-167.65101623535156|-0.5375052690505981,0,-0.8432604074478149|7.50208339894698e-09,1,-4.781926854491303e-09|Freefall
-255.76715087890625,672.4312744140625,-167.7407989501953|-0.6034489870071411,0,-0.7974016666412354|-2.3249269176517373e-08,1.0000001192092896,1.7594329548842325e-08|Freefall
-255.76849365234375,672.0125122070312,-167.7482147216797|-0.6771550178527832,0,-0.735840380191803|-3.793569547383413e-08,1,3.491021516310866e-08|Landed
-255.7685546875,671.406494140625,-167.7486114501953|-0.7434443831443787,0,-0.6687978506088257|-5.389608048744776e-08,1.0000001192092896,5.991158502638427e-08|Landed
-255.7685546875,670.7459106445312,-167.7486114501953|-0.806243896484375,0,-0.591583251953125|-6.416325248892463e-08,1,8.74453931487551e-08|Running
