mount prambanan|true|43504
-340.04351806640625,649.5888061523438,-143.97984313964844|0.9986214637756348,0,-0.052489958703517914|-6.5657412839925655e-09,1,-1.2491322820551432e-07|Freefall
-339.8067626953125,648.9827880859375,-143.9884796142578|0.9985318183898926,0,-0.054168518632650375|-8.134808382465053e-09,1,-1.4995545427609613e-07|Freefall
-339.38739013671875,648.1485595703125,-144.01043701171875|0.9984273910522461,0,-0.05606159195303917|-4.3000203397980385e-09,1.0000001192092896,-7.658109524300016e-08|Landed
-339.03424072265625,647.4198608398438,-144.0301971435547|0.9982213973999023,0,-0.05961557850241661|-1.0670851979810436e-09,1,-1.786759895594514e-08|Landed
-338.7060546875,646.8375854492188,-144.04945373535156|0.998115062713623,0,-0.06137128919363022|1.6073318231946132e-09,1.0000001192092896,2.6140922315676107e-08|Running
-338.1045227050781,646.7322387695312,-144.08628845214844|0.9980065822601318,0,-0.06310973316431046|6.288557674594131e-09,1,9.944618284407625e-08|Running
-337.6217346191406,647.5977172851562,-144.11595153808594|0.997780442237854,0,-0.06658990681171417|1.0548272477706178e-08,1,1.5805488828846137e-07|Running
-337.2499694824219,648.2110595703125,-144.140380859375|0.997780442237854,0,-0.06658990681171417|9.512286069934817e-09,1,1.425317037728746e-07|Running
-336.62646484375,649.1651611328125,-144.1819610595703|0.997780442237854,0,-0.06658990681171417|7.787114952861884e-09,1,1.1668181087998164e-07|Running
-336.2522888183594,649.6967163085938,-144.2069549560547|0.997780442237854,0,-0.06658990681171417|6.752897796502566e-09,1,1.0118514381929344e-07|Jumping
-335.628662109375,650.5145263671875,-144.2486114501953|0.997780442237854,0,-0.06658990681171417|5.030675875872248e-09,1,7.53794395791374e-08|Freefall
-335.2544860839844,650.96435546875,-144.2736053466797|0.997780442237854,0,-0.06658990681171417|3.998225306389713e-09,1,5.990924023535626e-08|Freefall
-334.7555847167969,651.5164184570312,-144.3069305419922|0.997780442237854,0,-0.06658990681171417|2.622654537987046e-09,1,3.929774905486738e-08|Freefall
-334.2568359375,652.0139770507812,-144.34022521972656|0.9979863166809082,0,-0.06343081593513489|1.2364661516883757e-09,1.0000001192092896,1.945389449531376e-08|Freefall
-333.7581481933594,652.4570922851562,-144.3719940185547|0.9982881546020508,0,-0.05848677083849907|2.2504105523513118e-10,1,3.84113896245708e-09|Freefall
-333.1346435546875,652.934326171875,-144.40846252441406|0.9985672235488892,0,-0.053512655198574066|-2.5353849575360243e-10,1.0000001192092896,-4.731128377954974e-09|Freefall
-332.76043701171875,653.1797485351562,-144.42852783203125|0.9988501071929932,0,-0.047943584620952606|-1.6915557843333318e-10,1.0000001192092896,-3.524164293722265e-09|Freefall
-332.26141357421875,653.4592895507812,-144.45257568359375|0.9990804195404053,0,-0.04287702217698097|2.385575348373692e-10,1.0000001192092896,5.55864554385721e-09|Freefall
-331.6373596191406,653.7321166992188,-144.4792938232422|0.999225378036499,0,-0.03935195878148079|1.0398207850315089e-09,1,2.6403141006881015e-08|Freefall
-331.137939453125,653.8890991210938,-144.4988555908203|0.9993640184402466,0,-0.03565996512770653|1.7053358725149792e-09,1.0000001192092896,4.779172613211813e-08|Freefall
-330.6384582519531,653.9915771484375,-144.5166778564453|0.9994302988052368,0,-0.03375278413295746|2.4329405157175188e-09,1.0000001192092896,7.204011609474037e-08|Freefall
-330.26373291015625,654.0326538085938,-144.5293426513672|0.9994913339614868,0,-0.031891193240880966|2.9048055072422585e-09,1.0000001192092896,9.103854381464771e-08|Freefall
-329.6392822265625,654.032958984375,-144.5492706298828|0.9995876550674438,0,-0.028717469424009323|3.596294151364532e-09,1.0000001192092896,1.2517854486304714e-07|Freefall
-329.2646484375,653.9923095703125,-144.56008911132812|0.9996857643127441,0,-0.025069963186979294|3.7165099886493635e-09,1.0000001192092896,1.4819895000073302e-07|Freefall
-328.7897644042969,653.890380859375,-144.57357788085938|0.9998401403427124,0,-0.017883170396089554|2.5989694840689026e-09,1.0000001192092896,1.453072258073007e-07|Freefall
-328.3544921875,653.7339477539062,-144.58595275878906|0.9999735355377197,0,-0.0072784717194736|7.808376167872666e-10,1,1.0727759303108542e-07|Freefall
-327.95892333984375,653.5230102539062,-144.59718322753906|0.9999948740005493,0,0.0032195879612118006|-2.230999968100278e-10,1.0000001192092896,6.929422369239546e-08|Freefall
-327.6030578613281,653.2576293945312,-144.6072998046875|0.9999479055404663,0,0.010208221152424812|-3.201678366870908e-10,1,3.136209159038117e-08|Freefall
-327.2868957519531,652.9376831054688,-144.61627197265625|0.9998805522918701,0,0.015457194298505783|1.0072870315624982e-10,1,-6.515844308552232e-09|Freefall
-327.01043701171875,652.563232421875,-144.62413024902344|0.9998204708099365,0,0.018951483070850372|8.405346418882687e-10,1.0000001192092896,-4.4343956062675716e-08|Freefall
-326.7207336425781,652.0185546875,-144.63235473632812|0.9997075796127319,0,0.024185489863157272|2.214807448552847e-09,1.0000001192092896,-9.154909719200077e-08|Freefall
-326.53363037109375,651.521484375,-144.63766479492188|0.9994583129882812,0,0.0329134576022625|4.255167329603182e-09,1.0000001192092896,-1.292134754748986e-07|Freefall
-326.4193420410156,651.1129760742188,-144.6409149169922|0.9988176822662354,0,0.04861488565802574|7.656370648589927e-09,1.0000001192092896,-1.5730404356872896e-07|Freefall
-326.2053527832031,650.3639526367188,-144.64300537109375|0.9978562593460083,0,0.0654444545507431|5.027131155799225e-09,1.0000001192092896,-7.665055790084807e-08|Freefall
-326.0476989746094,649.8735961914062,-144.64141845703125|0.995943546295166,0,0.08998129516839981|-2.789958486459909e-09,1.0000001192092896,3.088020861241603e-08|Freefall
-325.80328369140625,649.1721801757812,-144.6343994140625|0.9933789968490601,0,0.11488357186317444|-1.3533244747065964e-08,1,1.17019702372545e-07|Freefall
-325.31170654296875,648.856201171875,-144.5876922607422|0.9886844754219055,0,0.1500101387500763|-1.802517246574098e-08,1,1.1880002404041079e-07|Landed
-325.0174865722656,648.8804931640625,-144.54714965820312|0.9816622138023376,0,0.19062869250774384|-2.1646824777121765e-08,1,1.1147256628873947e-07|Landed
-324.562744140625,648.9039306640625,-144.46353149414062|0.972797691822052,0,0.2316562831401825|-2.434663670669579e-08,1,1.0223919844065676e-07|Running
-324.00079345703125,649.01611328125,-144.33297729492188|0.9622306823730469,0,0.27223530411720276|-2.5845869444651726e-08,1.0000001192092896,9.135364820167524e-08|Running
-323.64495849609375,649.1024169921875,-144.23712158203125|0.9515990018844604,0,0.3073424994945526|-2.6773317785000472e-08,1,8.289599406907655e-08|Running
-323.3883361816406,649.1117553710938,-144.15621948242188|0.9402825832366943,0,0.34039506316185|-2.77293175088289e-08,1.0000001192092896,7.659745193677736e-08|Running
-323.0455627441406,649.1122436523438,-144.0342254638672|0.9323142170906067,0,0.36164942383766174|-2.680756061579359e-08,1.0000001192092896,6.910855887554135e-08|Running
-322.6174011230469,650.185546875,-143.87957763671875|0.9245321154594421,0,0.38110437989234924|-2.484396155466584e-08,1,6.026968435435265e-08|Running
-322.3478698730469,650.7886962890625,-143.77963256835938|0.9201027750968933,0,0.3916769325733185|-2.506227403387129e-08,1,5.887471488108531e-08|Jumping
-321.95892333984375,651.545166015625,-143.6282501220703|0.9168215394020081,0,0.39929741621017456|-3.37922507753774e-08,1,7.758993803008707e-08|Freefall
-321.42669677734375,652.4140625,-143.40713500976562|0.9140272736549377,0,0.40565282106399536|-5.694128546451793e-08,1.0000001192092896,1.2830156492782407e-07|Freefall
-321.0871887207031,652.89453125,-143.25753784179688|0.9122899770736694,0,0.40954476594924927|-5.33173363237438e-08,1,1.1876814198785723e-07|Freefall
-320.6313781738281,653.4874877929688,-143.0530242919922|0.910858154296875,0,0.4127197265625|-5.0033989396069956e-08,1.0000001192092896,1.1042328651456046e-07|Freefall
-320.1764831542969,654.0259399414062,-142.84686279296875|0.9067448973655701,0,0.42167970538139343|-5.2107129278056163e-08,1,1.1204683403320814e-07|Freefall
-319.7239685058594,654.5098876953125,-142.6365509033203|0.8996325135231018,0,0.43664786219596863|-5.990158058466477e-08,1,1.2341617150468664e-07|Freefall
-319.27508544921875,654.9393310546875,-142.41891479492188|0.8919970989227295,0,0.45204102993011475|-6.837218791133637e-08,1,1.3491649042407516e-07|Freefall
-318.7186584472656,655.3995361328125,-142.13671875|0.8863834738731384,0,0.4629518687725067|-6.892632598010096e-08,1.0000001192092896,1.3196869019793667e-07|Freefall
-318.3866882324219,655.634765625,-141.96334838867188|0.8817194104194641,0,0.47177422046661377|-6.674730457234546e-08,1,1.2474694699449174e-07|Freefall
-317.8359680175781,655.9586791992188,-141.66871643066406|0.8799870610237122,0,0.47499769926071167|-7.191615480905966e-08,1,1.3323283098998218e-07|Freefall
-317.3961486816406,656.156494140625,-141.43109130859375|0.8796628713607788,0,0.4755977988243103|-7.787446776319484e-08,1,1.440361643290089e-07|Freefall
-316.95635986328125,656.2998046875,-141.1932373046875|0.8795979619026184,0,0.4757177531719208|-8.382737348711089e-08,1.0000001192092896,1.5499607286528772e-07|Freefall
-316.5165710449219,656.388671875,-140.95538330078125|0.8795846700668335,0,0.47574231028556824|-7.345811070536001e-08,1.0000001192092896,1.3581434643583634e-07|Freefall
-316.1866455078125,656.4195556640625,-140.7769775390625|0.8803697228431702,0,0.4742881953716278|-5.332874408736643e-08,1.0000001192092896,9.89883659485713e-08|Freefall
-315.74639892578125,656.4129638671875,-140.53973388671875|0.8811390995979309,0,0.4728573262691498|-2.6996017865599242e-08,1.0000001192092896,5.030533856142938e-08|Freefall
-315.3057556152344,656.3519287109375,-140.30323791503906|0.8819577097892761,0,0.4713285565376282|-1.2606667931791549e-09,1,2.358980344396855e-09|Freefall
-314.8646240234375,656.2363891601562,-140.06748962402344|0.8835228085517883,0,0.46838825941085815|2.3438108343043496e-08,1.0000001192092896,-4.421140786803335e-08|Freefall
-314.4225158691406,656.0663452148438,-139.83306884765625|0.8865982890129089,0,0.46254050731658936|4.463366920504086e-08,1.0000001192092896,-8.555387864817021e-08|Freefall
-313.86737060546875,655.7771606445312,-139.54354858398438|0.8931111097335815,0,0.44983622431755066|4.899635186461637e-08,1.0000001192092896,-9.727803984560524e-08|Freefall
-313.4193420410156,655.4844360351562,-139.3180694580078|0.9049172401428223,0,0.42558759450912476|-1.0156068208644342e-09,1,2.159461720552258e-09|Freefall
-313.07843017578125,655.2291870117188,-139.1571502685547|0.9249386787414551,0,0.3801165819168091|-5.423162363626943e-08,1.0000001192092896,1.3196195425280166e-07|Freefall
-312.6178894042969,654.8411254882812,-138.9658660888672|0.9477238655090332,0,0.31909194588661194|-5.263218838535977e-08,1.0000001192092896,1.5632102190465957e-07|Landed
-312.0424499511719,654.2794189453125,-138.768310546875|0.9739431142807007,0,0.226792573928833|-1.1463349158802316e-09,1,4.922846574828554e-09|Landed
-311.75189208984375,654.211669921875,-138.68785095214844|0.9925326704978943,0,0.12197992205619812|2.2646444719498504e-09,1.0000001192092896,-1.8427078529725804e-08|Running
-311.29608154296875,654.014892578125,-138.61734008789062|0.9999943971633911,0,0.003356914734467864|-7.916630684334791e-10,1.0000001192092896,2.3582923347476026e-07|Running
-310.71563720703125,653.9791870117188,-138.60263061523438|0.9937066435813904,0,-0.11201401054859161|4.3013773876054984e-08,1,3.815868581114046e-07|Running
-310.25457763671875,654.14404296875,-138.59783935546875|0.9738438725471497,0,-0.22721803188323975|8.555206676419402e-08,1,3.6667140079771343e-07|Running
-309.8710021972656,654.0052490234375,-138.65225219726562|0.9463306069374084,0,-0.32320019602775574|5.9483923564584984e-08,1,1.7416900277567038e-07|Running
-309.5254211425781,653.7454833984375,-138.76278686523438|0.9188021421432495,0,-0.3947184085845947|-9.039326620552401e-09,1,-2.1041209663508198e-08|Running
-309.186279296875,653.4312744140625,-138.9036865234375|0.8899023532867432,0,-0.45615124702453613|-3.529364889232056e-08,1.0000001192092896,-6.885414194357509e-08|Running
-308.7756652832031,653.0625,-139.106689453125|0.8682863116264343,0,-0.49606335163116455|-4.8168715238716686e-08,1.0000001192092896,-8.431229048255773e-08|Running
-308.45147705078125,653.7167358398438,-139.27203369140625|0.8568069338798523,0,-0.5156375169754028|-5.7767358896398946e-08,1.0000001192092896,-9.598889505468833e-08|Running
-308.02117919921875,654.5413208007812,-139.5162811279297|0.8510258793830872,0,-0.5251237750053406|-6.465155166779368e-08,1,-1.0477557310650809e-07|Running
-307.59503173828125,655.3114013671875,-139.77847290039062|0.8473204374313354,0,-0.5310820937156677|-5.735674335483054e-08,1.0000001192092896,-9.151040814003863e-08|Running
-307.17120361328125,656.0269775390625,-140.04415893554688|0.84605872631073,0,-0.5330896377563477|-4.301681144625036e-08,1.0000001192092896,-6.82713476862773e-08|Running
-306.7481689453125,656.6880493164062,-140.31080627441406|0.8458603620529175,0,-0.5334044098854065|-2.7633538124405277e-08,1,-4.382062357422001e-08|Running
-306.3253173828125,657.2946166992188,-140.57754516601562|0.8458172082901001,0,-0.5334727764129639|-1.2209817157327052e-08,1,-1.9358576963668384e-08|Running
-305.7967529296875,657.9761962890625,-140.91094970703125|0.8458172082901001,0,-0.5334727764129639|7.056081052780883e-09,1,1.1187364812315082e-08|Running
-305.4796142578125,658.34423828125,-141.11099243164062|0.8458172082901001,0,-0.5334727764129639|1.860569476264118e-08,1,2.9499194198479017e-08|Running
-305.05682373046875,658.787353515625,-141.37767028808594|0.8466566205024719,0,-0.5321397185325623|3.4001896409563415e-08,1.0000001192092896,5.409844305859224e-08|Running
-304.6336669921875,659.1759643554688,-141.6436767578125|0.8483889698982239,0,-0.5293733477592468|4.99402688092232e-08,1,8.003571849712898e-08|Running
-304.2098083496094,659.510009765625,-141.90817260742188|0.8518672585487366,0,-0.5237576961517334|6.858777368279334e-08,1,1.1155479029412163e-07|Running
-303.78448486328125,659.78955078125,-142.1697540283203|0.8578844666481018,0,-0.5138425827026367|7.02314864042819e-08,1.0000001192092896,1.1725478543667123e-07|Running
-303.2492370605469,660.0623779296875,-142.49029541015625|0.8645659685134888,0,-0.502519428730011|7.562476156408593e-08,1.0000001192092896,1.301095835515298e-07|Freefall
-302.8177490234375,660.2193603515625,-142.7409210205078|0.8724649548530579,0,-0.4886768162250519|7.443198057899281e-08,1.0000001192092896,1.3288801881117251e-07|Freefall
-302.3827819824219,660.3218383789062,-142.984619140625|0.8837400078773499,0,-0.4679781496524811|7.23314244055473e-08,1.0000001192092896,1.3659222020123707e-07|Freefall
-301.9427185058594,660.3698120117188,-143.21792602539062|0.8975846171379089,0,-0.4408424496650696|7.442724125894529e-08,1.0000001192092896,1.5153882770846394e-07|Freefall
-301.49615478515625,660.3632202148438,-143.4375762939453|0.9128374457359314,0,-0.4083232581615448|7.672861102037132e-08,1.0000001192092896,1.715326050089061e-07|Freefall
-301.04248046875,660.3021850585938,-143.64149475097656|0.9282945394515991,0,-0.3718457818031311|8.637116621912355e-08,1,2.1562132701546943e-07|Freefall
-300.69708251953125,660.2206420898438,-143.78192138671875|0.9439601898193359,0,-0.3300595283508301|8.947661456204514e-08,1.0000001192092896,2.55900374668272e-07|Freefall
-300.22857666015625,660.064208984375,-143.94886779785156|0.9551589488983154,0,-0.29609349370002747|8.445592669659163e-08,1.0000001192092896,2.7244379907642724e-07|Freefall
-299.75341796875,659.853271484375,-144.09703063964844|0.9641808867454529,0,-0.26524588465690613|6.437471000708683e-08,1.0000001192092896,2.340050002658245e-07|Freefall
-299.1531066894531,659.5130004882812,-144.2616729736328|0.9714844226837158,0,-0.23710335791110992|4.927036201252122e-08,1,2.0187562199680542e-07|Freefall
-298.790283203125,659.2679443359375,-144.35035705566406|0.9785271883010864,0,-0.2061181515455246|3.885321575580747e-08,1.0000001192092896,1.8445210514528299e-07|Freefall
-298.33477783203125,658.8934936523438,-144.447265625|0.9832746982574463,0,-0.18212860822677612|1.2073154032066213e-08,1.0000001192092896,6.518045836401143e-08|Landed
-297.9620666503906,658.4645385742188,-144.51824951171875|0.9870498180389404,0,-0.16041390597820282|-1.0365318381388988e-08,1,-6.377928940537458e-08|Landed
-297.6104431152344,657.9811401367188,-144.57652282714844|0.9899672865867615,0,-0.14129745960235596|-1.5412584986052025e-08,1.0000001192092896,-1.0798463989658558e-07|Running
-297.2587585449219,657.4432373046875,-144.6277618408203|0.9933310747146606,0,-0.11529708653688431|-9.43088629412614e-09,1,-8.125091000010798e-08|Running
-296.8153076171875,657.361083984375,-144.68161010742188|0.9966096878051758,0,-0.0822751522064209|-4.503663220134513e-09,1.0000001192092896,-5.455346041571829e-08|Running
-296.3269958496094,657.1849975585938,-144.7242889404297|0.9993802309036255,0,-0.03520169481635094|-9.871434780706068e-10,1,-2.8025120002439508e-08|Running
-295.932373046875,657.1124267578125,-144.7452392578125|0.9998805522918701,0,0.015457194298505783|2.7780666655985442e-11,1,-1.797049842267029e-09|Running
-295.577880859375,657.0020751953125,-144.74261474609375|0.9967947006225586,0,0.08000175654888153|-1.9025785391590944e-09,1,2.3705483798153182e-08|Running
-295.13653564453125,656.7875366210938,-144.71066284179688|0.9900457262992859,0,0.14074628055095673|-7.718755412611245e-09,1,5.429571814374867e-08|Running
-294.78350830078125,656.5546264648438,-144.68235778808594|0.9766917824745178,0,0.21464696526527405|-1.6886572140606404e-08,1,7.683768643573785e-08|Running
-294.3537902832031,656.599853515625,-144.60089111328125|0.9612753987312317,0,0.27558961510658264|-2.7985173289835075e-08,1,9.761419761389334e-08|Running
-294.0709533691406,656.7635498046875,-144.52674865722656|0.9432185888290405,0,0.3321727514266968|-2.9030051251766054e-08,1,8.243205940061671e-08|Running
-293.6403503417969,656.9669799804688,-144.37893676757812|0.9284725785255432,0,0.37140122056007385|-1.4664466085889671e-08,1,3.6659962177054695e-08|Running
-293.29974365234375,657.0828857421875,-144.2451171875|0.9106552600860596,0,0.4131671190261841|-9.23353837833929e-10,1.0000001192092896,2.0351498264403745e-09|Running
-293.0445861816406,657.7371215820312,-144.1432647705078|0.8972172141075134,0,0.4415895640850067|1.1086832785167644e-08,1.0000001192092896,-2.252611430719753e-08|Running
-292.5907287597656,658.7593383789062,-143.95082092285156|0.8924286365509033,0,0.45118868350982666|2.4471260573477593e-08,1.0000001192092896,-4.840293144070529e-08|Running
-292.1933288574219,659.5158081054688,-143.76792907714844|0.8905240893363953,0,0.45493602752685547|2.2389119891386144e-08,1,-4.3826055673434894e-08|Jumping
-291.8760070800781,660.04736328125,-143.61288452148438|0.8902382254600525,0,0.4554952085018158|1.903201685138356e-08,1,-3.7196940638750675e-08|Freefall
-291.433837890625,660.7084350585938,-143.3878936767578|0.8909025192260742,0,0.454194575548172|1.433310270471111e-08,1,-2.8114376604548852e-08|Freefall
-290.9883117675781,661.3150024414062,-143.1607208251953|0.8923670649528503,0,0.45131048560142517|9.029518466263653e-09,1.0000001192092896,-1.785388370478813e-08|Freefall
-290.5420227050781,661.8670654296875,-142.9349365234375|0.8931909203529358,0,0.4496777355670929|2.768403062347602e-09,1,-5.498854704910627e-09|Freefall
-290.09521484375,662.3646240234375,-142.71005249023438|0.8947139382362366,0,0.4466398060321808|-4.287917132472785e-09,1.0000001192092896,8.5896045831646e-09|Freefall
-289.6473083496094,662.8077392578125,-142.4864501953125|0.8997279405593872,0,0.43645134568214417|-1.691765127986855e-08,1.0000001192092896,3.487509658839372e-08|Freefall
-289.1968688964844,663.1963500976562,-142.26771545410156|0.9048592448234558,0,0.42571109533309937|-3.437433093722575e-08,1.0000001192092896,7.306347526991885e-08|Freefall
-288.7435607910156,663.5303955078125,-142.054443359375|0.9112918376922607,0,0.4117613136768341|-5.428933036455419e-08,1,1.2015073025395395e-07|Freefall
-288.2872009277344,663.8099365234375,-141.84812927246094|0.9163352251052856,0,0.4004121720790863|-5.9371753735604216e-08,1.0000001192092896,1.3587107616785943e-07|Freefall
-287.71368408203125,664.082763671875,-141.59779357910156|0.919850766658783,0,0.39226865768432617|-5.1820535418301006e-08,1.0000001192092896,1.215166065549056e-07|Freefall
-287.3684997558594,664.2056274414062,-141.45059204101562|0.9216277003288269,0,0.38807544112205505|-4.6414783128057024e-08,1.0000001192092896,1.1022895307633007e-07|Freefall
-286.792236328125,664.3422241210938,-141.2080535888672|0.9223584532737732,0,0.38633525371551514|-4.043064549819064e-08,1.0000001192092896,9.652639221258141e-08|Freefall
-286.3309020996094,664.3901977539062,-141.01492309570312|0.923096776008606,0,0.3845677077770233|-3.624528588375142e-08,1,8.700134657146918e-08|Freefall
-285.8692626953125,664.3836059570312,-140.82260131835938|0.923774242401123,0,0.38293755054473877|-2.154770761819691e-08,1,5.198032226871874e-08|Freefall
-285.5226745605469,664.3429565429688,-140.6789093017578|0.9257058501243591,0,0.3782442510128021|-1.1044959613570882e-08,1,2.7031166638380455e-08|Freefall
-284.9435729980469,664.20703125,-140.4421844482422|0.9286502599716187,0,0.37095654010772705|2.7775648447914136e-10,1,-6.953338460569114e-10|Freefall
-284.4785461425781,664.0369873046875,-140.25648498535156|0.9330408573150635,0,0.35977035760879517|-2.010025923482317e-09,1.0000001192092896,5.212871023729804e-09|Freefall
-284.12823486328125,663.8736572265625,-140.1211395263672|0.9368948936462402,0,0.3496113419532776|-1.2671497628957695e-08,1.0000001192092896,3.395730985289447e-08|Freefall
-283.6589660644531,663.6082763671875,-139.9458465576172|0.942010223865509,0,0.33558425307273865|-3.409499882423006e-08,1.0000001192092896,9.570722170337831e-08|Freefall
-283.0704345703125,663.1998291015625,-139.73611450195312|0.9503183960914612,0,0.31127962470054626|-2.983857427807379e-08,1.0000001192092896,9.109541565521795e-08|Landed
-282.5957946777344,662.811767578125,-139.57907104492188|0.9598047137260437,0,0.28066909313201904|-2.2167109037241062e-08,1.0000001192092896,7.580491256931055e-08|Landed
-282.2365417480469,662.4849243164062,-139.47166442871094|0.9731958508491516,0,0.22997815907001495|-1.5179638879203594e-08,1.0000001192092896,6.423549336886936e-08|Running
-281.7566833496094,662.0015258789062,-139.3312225341797|0.9857244491577148,0,0.16836662590503693|-8.123333117282527e-09,1,4.7559115756712345e-08|Running
-281.14276123046875,661.499755859375,-139.21768188476562|0.9965094923973083,0,0.0834798663854599|-2.121650855002599e-09,1,2.532640941410591e-08|Running
-280.8399658203125,661.4754638671875,-139.17694091796875|0.9997814893722534,0,-0.020904438570141792|1.7088660486663798e-09,1,8.172870025191514e-08|Running
-280.4857177734375,661.4259643554688,-139.176513671875|0.9912291765213013,0,-0.13215473294258118|3.36187326865911e-08,1.0000001192092896,2.5215797450073296e-07|Running
-280.05218505859375,661.3936767578125,-139.2220001220703|0.9683946371078491,0,-0.24942296743392944|9.123451150117035e-08,1,3.5422164046394755e-07|Running
-279.4981689453125,661.449462890625,-139.35211181640625|0.9404697418212891,0,-0.339877724647522|5.258748458913942e-08,1.0000001192092896,1.455139084782786e-07|Running
-279.0322265625,661.54248046875,-139.5121307373047|0.9059776067733765,0,-0.42332565784454346|-1.4087042643495806e-08,1,-3.014829275116426e-08|Running
-278.57745361328125,661.6091918945312,-139.71693420410156|0.8818032145500183,0,-0.4716174602508545|-4.13449114944342e-08,1.0000001192092896,-7.73043353774483e-08|Running
-278.12481689453125,662.4746704101562,-139.9273223876953|0.8665516972541809,0,-0.499087393283844|-4.370510708895381e-08,1,-7.588397465951857e-08|Running
-277.7918701171875,663.0880126953125,-140.09849548339844|0.8657315373420715,0,-0.5005086660385132|-4.375715434434824e-08,1,-7.568689852632815e-08|Running
-277.35821533203125,663.8580932617188,-140.3467254638672|0.8680825233459473,0,-0.4964199364185333|-4.2600948546578365e-08,1,-7.449567362982634e-08|Running
-276.81640625,664.7440185546875,-140.6565704345703|0.873471200466156,0,-0.4868758022785187|-2.8547452401994633e-08,1.0000001192092896,-5.121506774230511e-08|Running
-276.48956298828125,665.2347412109375,-140.8389434814453|0.8819192051887512,0,-0.47140058875083923|-2.5143176429764935e-09,1,-4.703907929837214e-09|Running
-276.0502014160156,665.84130859375,-141.07431030273438|0.8932706713676453,0,-0.44951921701431274|4.685453802721895e-08,1,9.310789295113864e-08|Running
-275.4925231933594,666.5228881835938,-141.35494995117188|0.8948418498039246,0,-0.4463833272457123|6.157327447908756e-08,1,1.2343279820470343e-07|Running
-275.1568908691406,666.8909301757812,-141.52198791503906|0.8953773379325867,0,-0.44530829787254333|5.443001072080733e-08,1.0000001192092896,1.0944192752049275e-07|Running
-274.70916748046875,667.3340454101562,-141.74456787109375|0.8954138159751892,0,-0.4452349841594696|4.5163673689785355e-08,1.0000001192092896,9.082884133704283e-08|Running
-274.26141357421875,667.72265625,-141.9671630859375|0.8954259753227234,0,-0.4452105164527893|3.591356190213446e-08,1.0000001192092896,7.223085418672781e-08|Running
-273.70172119140625,668.1317138671875,-142.2454071044922|0.8954259753227234,0,-0.4452105164527893|2.4365229833733792e-08,1.0000001192092896,4.9004366786675746e-08|Running
-273.36590576171875,668.3362426757812,-142.412353515625|0.8954259753227234,0,-0.4452105164527893|1.744213307119935e-08,1.0000001192092896,3.508034751575906e-08|Freefall
-272.91815185546875,668.5613403320312,-142.63494873046875|0.8954259753227234,0,-0.4452105164527893|8.218237645962745e-09,1.0000001192092896,1.6528861834785857e-08|Freefall
-272.47039794921875,668.73193359375,-142.8575439453125|0.8954259753227234,0,-0.4452105164527893|-9.977721981968557e-10,1.0000001192092896,-2.0067612016561043e-09|Freefall
-271.91070556640625,668.8685302734375,-143.1357879638672|0.8954259753227234,0,-0.4452105164527893|-1.2506702340431275e-08,1.0000001192092896,-2.515400154834424e-08|Freefall
-271.575439453125,668.9096069335938,-143.30239868164062|0.9040030241012573,0,-0.4275261163711548|-1.3466856962907059e-08,1,-2.84756396240482e-08|Freefall
-271.1258239746094,668.9166870117188,-143.515869140625|0.9198617339134216,0,-0.39224281907081604|3.4650682323444926e-08,1,8.126046679990395e-08|Freefall
-270.6691589355469,668.8692626953125,-143.71270751953125|0.9346010684967041,0,-0.35569772124290466|7.868866447324763e-08,1,2.067556437168605e-07|Freefall
-270.20501708984375,668.767333984375,-143.8908233642578|0.9491264224052429,0,-0.314895361661911|9.224225294701682e-08,1,2.7802747126770555e-07|Freefall
-269.7337341308594,668.6109008789062,-144.0491485595703|0.9610608220100403,0,-0.27633702754974365|8.635531401068874e-08,1.0000001192092896,3.0033146458663396e-07|Freefall
-269.1355895996094,668.3387451171875,-144.22183227539062|0.9677079916000366,0,-0.25207406282424927|5.8587495743722684e-08,1.0000001192092896,2.249163912892982e-07|Freefall
-268.7735290527344,668.1345825195312,-144.31605529785156|0.9714458584785461,0,-0.23726142942905426|4.56316300301296e-08,1,1.868346544142696e-07|Freefall
-268.20452880859375,667.7261352539062,-144.46214294433594|0.9721128344535828,0,-0.2345137596130371|4.042454904151782e-08,1.0000001192092896,1.675689418334514e-07|Freefall
-267.79241943359375,667.3380737304688,-144.56797790527344|0.9734658598899841,0,-0.2288326770067215|3.620344557475619e-08,1.0000001192092896,1.5401130326608836e-07|Freefall
-267.41876220703125,666.8955078125,-144.66392517089844|0.9738725423812866,0,-0.22709552943706512|3.2717110798330395e-08,1.0000001192092896,1.403034985969498e-07|Freefall
-267.08355712890625,666.3984375,-144.75|0.9738725423812866,0,-0.22709552943706512|2.9508374410625038e-08,1.0000001192092896,1.2654319903049327e-07|Freefall
-266.7868347167969,665.846923828125,-144.82620239257812|0.9738725423812866,0,-0.22709552943706512|2.630236117795448e-08,1.0000001192092896,1.1279458789204e-07|Freefall
-266.58953857421875,665.3975219726562,-144.87686157226562|0.9734760522842407,0,-0.2287892997264862|2.4077090543528357e-08,1.0000001192092896,1.0244566084338658e-07|Freefall
-266.4474182128906,664.7505493164062,-144.91336059570312|0.9718517661094666,0,-0.2355930358171463|2.1466957988991453e-08,1.0000001192092896,8.855398192508801e-08|Landed
-266.435302734375,664.0491333007812,-144.91647338867188|0.9684666991233826,0,-0.24914328753948212|1.9178939325570354e-08,1.0000001192092896,7.455213335560984e-08|Landed
