wasabi|true|3418
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.188123898212325e-08,-0.9988024234771729|-6.642713401561195e-08,1,-2.866561032988102e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.068557046821297e-08,-0.9988024234771729|-8.477164215037192e-08,1,-3.6581912610245126e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.948613607780317e-08,-0.9988024234771729|-1.0310831299875645e-07,1,-4.4494829154473337e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.2588155224621005e-08,-0.9988024234771729|-8.873580981116902e-08,1,-3.829259753729275e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.569312312379225e-08,-0.9988024234771729|-7.436945281824592e-08,1,-3.2093019797230227e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.8801041551673734e-08,-0.9988024234771729|-6.000923491455978e-08,1,-2.589609238157209e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.8801041551673734e-08,-0.9988024234771729|-6.000923491455978e-08,1,-2.589609238157209e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.1911906955551785e-08,-0.9988024234771729|-4.5655156100110617e-08,1,-1.9701813513961497e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.5025717559069562e-08,-0.9988024234771729|-3.130721282218474e-08,1,-1.351018497075529e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-8.142471585870226e-09,-0.9988024234771729|-1.6965403304425308e-08,1,-7.321204087418209e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.2621698131098924e-09,-0.9988024234771729|-2.6297231059402293e-09,1,-1.1348691986157178e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,5.615190090679789e-09,-0.9988024234771729|1.1699829549627339e-08,1,5.048820028719092e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,5.615190090679789e-09,-0.9988024234771729|1.1699829549627339e-08,1,5.048820028719092e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.2489609346744146e-08,-0.9988024234771729|2.6023256438634235e-08,1,1.1229865037876152e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.9361088732239295e-08,-0.9988024234771729|4.03405593374373e-08,1,1.7408266828056185e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.6229630023522077e-08,-0.9988024234771729|5.465174268692863e-08,1,2.358402717561603e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.309523322059249e-08,-0.9988024234771729|6.895680826346506e-08,1,2.9757146080555685e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.9957903652521054e-08,-0.9988024234771729|8.32557560670466e-08,1,3.5927623542875153e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.9957903652521054e-08,-0.9988024234771729|8.32557560670466e-08,1,3.5927623542875153e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.681763599023725e-08,-0.9988024234771729|9.754858609767325e-08,1,4.209546489164495e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,5.3674437339168435e-08,-0.9988024234771729|1.1183530546077236e-07,1,4.826067012686508e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.462543756744708e-08,-0.9988024234771729|9.298092606968567e-08,1,4.012438026279597e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.558030670092194e-08,-0.9988024234771729|7.413460423322249e-08,1,3.19915685054184e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.653904296323617e-08,-0.9988024234771729|5.529634350409651e-08,1,2.3862234854732378e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.653904296323617e-08,-0.9988024234771729|5.529634350409651e-08,1,2.3862234854732378e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.7501644578032938e-08,-0.9988024234771729|3.6466140329594054e-08,1,1.5736377534381063e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,8.46811065713382e-09,-0.9988024234771729|1.764398582793092e-08,1,7.613993879829195e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-5.615606313291721e-10,-0.9988024234771729|-1.1701225544058502e-09,1,-5.049168305681917e-10|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-9.587371785357846e-09,-0.9988024234771729|-1.99761913677321e-08,1,-8.620355984589878e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.8609323859664073e-08,-0.9988024234771729|-3.877422471987302e-08,1,-1.6732325747170762e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.8609323859664073e-08,-0.9988024234771729|-3.877422471987302e-08,1,-1.6732325747170762e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.7627418575093543e-08,-0.9988024234771729|-5.756422183367249e-08,1,-2.4840828061201137e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.6641658596181514e-08,-0.9988024234771729|-7.634618981455787e-08,1,-3.2945862926681e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.565204392292799e-08,-0.9988024234771729|-9.512012866252917e-08,1,-4.10474321199672e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-5.465857810804664e-08,-0.9988024234771729|-1.1388605258844109e-07,1,-4.914553741741656e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.6623469529549766e-08,-0.9988024234771729|-9.714418069961539e-08,1,-4.192087743604134e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.859179642518029e-08,-0.9988024234771729|-8.04094639761388e-08,1,-3.469930476285299e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.859179642518029e-08,-0.9988024234771729|-8.04094639761388e-08,1,-3.469930476285299e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.056355879493822e-08,-0.9988024234771729|-6.36819024180113e-08,1,-2.748082117420836e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.2538753086109864e-08,-0.9988024234771729|-4.696148536709188e-08,1,-2.0265423117393766e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.4517378410516812e-08,-0.9988024234771729|-3.0248216376094206e-08,1,-1.3053111480587631e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-6.499434324069853e-09,-0.9988024234771729|-1.3542088339590919e-08,1,-5.8438835992546956e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-6.499434324069853e-09,-0.9988024234771729|-1.3542088339590919e-08,1,-5.8438835992546956e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.5150818377662745e-09,-0.9988024234771729|3.1568996305963992e-09,1,1.362261414783461e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,9.526170963169989e-09,-0.9988024234771729|1.9848751975359846e-08,1,8.565325337883678e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.753383571667655e-08,-0.9988024234771729|3.653347135923468e-08,1,1.5765309058224375e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.5538076542375165e-08,-0.9988024234771729|5.3211056894042486e-08,1,2.296221346398397e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.353889255208742e-08,-0.9988024234771729|6.988151568521062e-08,1,3.015604121969773e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.353889255208742e-08,-0.9988024234771729|6.988151568521062e-08,1,3.015604121969773e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.1536289074883825e-08,-0.9988024234771729|8.654484418002539e-08,1,3.734679410172248e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.9530267887121227e-08,-0.9988024234771729|1.032010459312005e-07,1,4.453447033370139e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.215139526309031e-08,-0.9988024234771729|8.782645721794324e-08,1,3.789985925095607e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.477568100151984e-08,-0.9988024234771729|7.245844102499177e-08,1,3.126808323372643e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.7403117996982473e-08,-0.9988024234771729|5.70969937996324e-08,1,2.463914405836931e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.7403117996982473e-08,-0.9988024234771729|5.70969937996324e-08,1,2.463914405836931e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.003370802583504e-08,-0.9988024234771729|4.174211554186513e-08,1,1.8013039948527876e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.2667450199899122e-08,-0.9988024234771729|2.6393802698976288e-08,1,1.1389768239666864e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,5.304341410550251e-09,-0.9988024234771729|1.1052052606430607e-08,1,4.769329375875486e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.0556187863007835e-09,-0.9988024234771729|-4.283140064842428e-09,1,-1.848278752270005e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-9.41243172292161e-09,-0.9988024234771729|-1.9611777091199656e-08,1,-8.463056921925727e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-9.41243172292161e-09,-0.9988024234771729|-1.9611777091199656e-08,1,-8.463056921925727e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.676609961975828e-08,-0.9988024234771729|-3.4933862025354756e-08,1,-1.50750061322924e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.411662158863237e-08,-0.9988024234771729|-5.0249401084556666e-08,1,-2.168413004710601e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.146400118225756e-08,-0.9988024234771729|-6.555838893973487e-08,1,-2.8290426001831293e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.8808238400633854e-08,-0.9988024234771729|-8.08608362490304e-08,1,-3.489389754918193e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.6149338572831766e-08,-0.9988024234771729|-9.615673945972958e-08,1,-4.149454468915792e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-5.348729814613762e-08,-0.9988024234771729|-1.1144610567725977e-07,1,-4.809237097447294e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-5.348729814613762e-08,-0.9988024234771729|-1.1144610567725977e-07,1,-4.809237097447294e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-4.476425274901885e-08,-0.9988024234771729|-9.327077066245693e-08,1,-4.0249165778050155e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-3.6044937701262825e-08,-0.9988024234771729|-7.510320187975594e-08,1,-3.240931079062648e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.732934945015586e-08,-0.9988024234771729|-5.694339577644314e-08,1,-2.4572811341272427e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.8617487995697957e-08,-0.9988024234771729|-3.879134879980484e-08,1,-1.6739662100917485e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.8617487995697957e-08,-0.9988024234771729|-3.879134879980484e-08,1,-1.6739662100917485e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-9.909351561532276e-09,-0.9988024234771729|-2.0647060949841034e-08,1,-8.909861293204813e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.2049388153911877e-09,-0.9988024234771729|-2.510525121124374e-09,1,-1.0834083630228974e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,7.495752463171357e-09,-0.9988024234771729|1.5618258686345143e-08,1,6.739697688828983e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.6192723606422987e-08,-0.9988024234771729|3.37392940252812e-08,1,1.4559458527685365e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.4885975946631333e-08,-0.9988024234771729|5.1852584448397465e-08,1,2.2375875374791576e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.4885975946631333e-08,-0.9988024234771729|5.1852584448397465e-08,1,2.2375875374791576e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.3575510371974815e-08,-0.9988024234771729|6.995812640298027e-08,1,3.0188950006504456e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.226133043516711e-08,-0.9988024234771729|8.805593409988433e-08,1,3.799868508735926e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,5.094343791256506e-08,-0.9988024234771729|1.0614600398639595e-07,1,4.5805080617356e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,4.362220096254532e-08,-0.9988024234771729|9.089143304663594e-08,1,3.922229296904334e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.6304097505990285e-08,-0.9988024234771729|7.564339199461756e-08,1,3.2642322622677966e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,3.6304097505990285e-08,-0.9988024234771729|7.564339199461756e-08,1,3.2642322622677966e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.8989122213829432e-08,-0.9988024234771729|6.04018666194861e-08,1,2.6065164249189365e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,2.1677273309705924e-08,-0.9988024234771729|4.516685692124156e-08,1,1.9490819624934375e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,1.43685525699766e-08,-0.9988024234771729|2.993836289988394e-08,1,1.2919284309020895e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,7.0629559978385714e-09,-0.9988024234771729|1.4716380114521144e-08,1,6.350559633716557e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.3951646221931355e-10,-0.9988024234771729|-4.990950985828135e-10,1,-2.1535603855760144e-10|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.3951646221931355e-10,-0.9988024234771729|-4.990950985828135e-10,1,-2.1535603855760144e-10|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-7.53886642002044e-09,-0.9988024234771729|-1.5708065959074702e-08,1,-6.778464012313634e-09|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-1.4835094930276682e-08,-0.9988024234771729|-3.091053812909195e-08,1,-1.3338765647574746e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.2128205046101357e-08,-0.9988024234771729|-4.6106510609433826e-08,1,-1.9896262415386445e-08|Running
297.23101806640625,301.19195556640625,-798.586669921875|-0.04892517253756523,-2.9418195879316045e-08,-0.9988024234771729|-6.129598517645718e-08,1,-2.645095520392715e-08|Running
