mulu|true|2508
288.8343811035156,1836.281982421875,-571.8071899414062|-0.22232428193092346,4.815567322680181e-08,0.9749727845191956|-3.293979533580682e-09,1,-5.014294401917141e-08|Climbing
288.8343811035156,1836.486083984375,-571.8071899414062|-0.22232428193092346,6.387952566910826e-08,0.9749727845191956|-4.380342755183619e-09,1,-6.651814743463547e-08|Climbing
288.8343811035156,1836.690185546875,-571.8071899414062|-0.22232428193092346,7.959665282442074e-08,0.9749727845191956|-5.466243013785288e-09,1,-8.288634489872493e-08|Climbing
288.8343811035156,1836.894287109375,-571.8071899414062|-0.22232428193092346,9.530705824545294e-08,0.9749727845191956|-6.551680087341083e-09,1,-9.924754351686715e-08|Climbing
288.8343811035156,1837.098388671875,-571.8071899414062|-0.22232428193092346,1.1101074193220484e-07,0.9749727845191956|-7.636654864029424e-09,1,-1.156017503944895e-07|Climbing
288.8343811035156,1837.302490234375,-571.8071899414062|-0.22232428193092346,9.318701899019288e-08,0.9749727845191956|-6.413256592452399e-09,1,-9.704152148515277e-08|Climbing
288.8343811035156,1837.506591796875,-571.8071899414062|-0.22232428193092346,7.537091306630828e-08,0.9749727845191956|-5.190378349340108e-09,1,-7.848922933817448e-08|Climbing
288.8343811035156,1837.710693359375,-571.8071899414062|-0.22232428193092346,5.7562427713264697e-08,0.9749727845191956|-3.968021466960181e-09,1,-5.994486684812728e-08|Climbing
288.8343811035156,1837.914794921875,-571.8071899414062|-0.22232428193092346,3.976155582563479e-08,0.9749727845191956|-2.7461843910003836e-09,1,-4.140843756772483e-08|Climbing
288.8343811035156,1838.118896484375,-571.8071899414062|-0.22232428193092346,2.1968297403418546e-08,0.9749727845191956|-1.5248675655499255e-09,1,-2.2879932615182952e-08|Climbing
288.8824157714844,1838.52880859375,-572.0177612304688|-0.22232428193092346,4.182644453010198e-09,0.9749727845191956|-3.0407087958650436e-10,1,-4.359349325966377e-09|Jumping
288.9237365722656,1838.925048828125,-572.2241821289062|-0.2571524679660797,0.000008081766281975433,0.9663708209991455|0.0000018414091300655855,1,-0.000007873006325098686|Freefall
288.9565124511719,1839.3076171875,-572.4252319335938|-0.31100380420684814,0.00003715934872161597,0.9504086375236511|0.000009477517778577749,1,-0.000035996941733174026|Freefall
288.98089599609375,1839.6766357421875,-572.6209106445312|-0.3702940046787262,0.00007835904398234561,0.9289146065711975|0.00002261166082462296,1,-0.0000753417843952775|Freefall
288.9970397949219,1840.0321044921875,-572.8111572265625|-0.43023112416267395,0.00011755045125028118,0.9027187824249268|0.00003843898593913764,1,-0.00011189842189196497|Freefall
289.0048828125,1840.3739013671875,-572.9960327148438|-0.4890236258506775,0.00014718547754455358,0.8722705245018005|0.000054465894208988175,1,-0.00013820295862387866|Freefall
289.00445556640625,1840.7020263671875,-573.1754760742188|-0.5458998084068298,0.00016614307241979986,0.8378504514694214|0.0000693571928422898,1,-0.00015310726303141564|Freefall
288.99578857421875,1841.0164794921875,-573.3494873046875|-0.5989529490470886,0.0001750430092215538,0.8007842302322388|0.0000818229018477723,1,-0.00015738939691800624|Freefall
288.9788818359375,1841.3172607421875,-573.51806640625|-0.6469538807868958,0.00017427402781322598,0.7625291347503662|0.00009019971912493929,1,-0.00015201907081063837|Freefall
288.9537353515625,1841.6046142578125,-573.68115234375|-0.6897258758544922,0.00016556195623707026,0.7240706086158752|0.00009376175148645416,1,-0.0001393400743836537|Freefall
288.9203796386719,1841.8782958984375,-573.8388671875|-0.7275633215904236,0.00015170997357927263,0.6860405206680298|0.00009298505028709769,1,-0.00012252551096025854|Freefall
288.8787536621094,1842.1383056640625,-573.9910278320312|-0.7609059810638428,0.0001354803825961426,0.6488621234893799|0.00008898208034224808,1,-0.00010444958024891093|Freefall
288.82891845703125,1842.3846435546875,-574.1377563476562|-0.790218710899353,0.0001189462564070709,0.6128248572349548|0.00008296018495457247,1,-0.00008712042472325265|Freefall
288.7708740234375,1842.6173095703125,-574.2789306640625|-0.8159475922584534,0.00010336960258428007,0.5781258344650269|0.00007592565088998526,1,-0.00007164226553868502|Freefall
288.70458984375,1842.8365478515625,-574.4147338867188|-0.8385047316551208,0.00008935386722441763,0.544894278049469|0.00006859489076305181,1,-0.00005842734026373364|Freefall
288.6300048828125,1843.0421142578125,-574.5450439453125|-0.8583477139472961,0.00007714702223893255,0.5130683779716492|0.00006148586544441059,1,-0.000047500037908321247|Freefall
288.589599609375,1843.1397705078125,-574.608154296875|-0.867302656173706,0.00007171656034188345,0.4977811872959137|0.00005810790025861934,1,-0.000042828902223845944|Freefall
288.45599365234375,1843.4122314453125,-574.789306640625|-0.8910722136497498,0.00005771504947915673,0.4538615047931671|0.000048758174671093,1,-0.00003143688809359446|Freefall
288.4073181152344,1843.4962158203125,-574.8469848632812|-0.8980057835578918,0.000053866060625296086,0.439983606338501|0.000046046054194448516,1,-0.0000284475081571145|Freefall
288.24884033203125,1843.7279052734375,-575.0117797851562|-0.9162401556968689,0.00004368487498140894,0.40062952041625977|0.00003847176049021073,1,-0.000021055615434306674|Freefall
288.1328125,1843.8653564453125,-575.1149291992188|-0.9265002012252808,0.00003805183951044455,0.37629425525665283|0.00003405923052923754,1,-0.00001726297523418907|Freefall
288.0085144042969,1843.9891357421875,-575.2125244140625|-0.9353976845741272,0.00003298906813142821,0.3535975217819214|0.000029938424631836824,1,-0.000014097206076257862|Freefall
287.9432373046875,1844.0458984375,-575.25927734375|-0.9394099712371826,0.00003067054785788059,0.342795729637146|0.000028006541469949298,1,-0.000012721644452540204|Freefall
287.806396484375,1844.149169921875,-575.3488159179688|-0.946743905544281,0.000026507137590670027,0.3219875395298004|0.00002447605766064953,1,-0.000010356236998632085|Freefall
287.6611633300781,1844.23876953125,-575.43310546875|-0.9532597064971924,0.00002306585338374134,0.30215224623680115|0.00002150882937712595,1,-0.000008480340511596296|Freefall
287.427490234375,1844.347900390625,-575.5497436523438|-0.9618067145347595,0.00001917040572152473,0.27372947335243225|0.000018106265997630544,1,-0.000006413909886759939|Freefall
287.2610778808594,1844.403564453125,-575.62109375|-0.9667037129402161,0.00001721973967505619,0.2558983564376831|0.000016382038666051812,1,-0.000005405121100920951|Freefall
287.086181640625,1844.445556640625,-575.6873168945312|-0.9709699749946594,0.000015443851225427352,0.23920130729675293|0.000014783817277930211,1,-0.000004553520739136729|Freefall
286.9027404785156,1844.473876953125,-575.7484130859375|-0.9746812582015991,0.000013737761037191376,0.22359883785247803|0.000013220904293120839,1,-0.000003808576366282068|Freefall
286.7107849121094,1844.4886474609375,-575.804443359375|-0.9779080152511597,0.000012104374036425725,0.2090356945991516|0.000011703148629749194,1,-0.0000031562613003188744|Freefall
286.51031494140625,1844.4898681640625,-575.8554077148438|-0.9807131886482239,0.000010578433830232825,0.19545233249664307|0.00001026958034344716,1,-0.000002593576482468052|Freefall
286.3013610839844,1844.4774169921875,-575.901123046875|-0.9831521511077881,0.000009190282071358524,0.18278922140598297|0.000008954109944170341,1,-0.0000021173527784412727|Freefall
286.0838317871094,1844.4512939453125,-575.9417724609375|-0.985273003578186,0.000007954704415169545,0.17098864912986755|0.00000777490458858665,1,-0.0000017211722251886385|Freefall
285.85784912109375,1844.4114990234375,-575.9774169921875|-0.9871177673339844,0.000006871791811136063,0.159995436668396|0.000006735204351571156,1,-0.0000013959894431536668|Freefall
285.6232604980469,1844.3580322265625,-576.0079345703125|-0.9887471795082092,0.00000595388655710849,0.14959612488746643|0.000005849910849065054,1,-0.0000011350812201271765|Freefall
285.37994384765625,1844.2911376953125,-576.0338134765625|-0.9902229309082031,0.0000052358582252054475,0.13949380815029144|0.000005155760391062358,1,-9.355686074741243e-07|Freefall
285.1275634765625,1844.2105712890625,-576.0556030273438|-0.9916169047355652,0.000004773030923388433,0.12921282649040222|0.000004709538188762963,1,-7.969278499331267e-07|Freefall
284.8656005859375,1844.1163330078125,-576.0747680664062|-0.9929708242416382,0.000004620338586391881,0.1183595359325409|0.0000045675587898585945,1,-7.171876745815098e-07|Freefall
284.59381103515625,1844.0084228515625,-576.0933837890625|-0.9942823052406311,0.000004778903985425131,0.10678363591432571|0.000004732752131531015,1,-6.856114396214252e-07|Freefall
284.45428466796875,1843.9493408203125,-576.1033325195312|-0.9949048757553101,0.000004945182354276767,0.10081792622804642|0.000004901517968392,1,-6.808118655499129e-07|Freefall
284.1695251464844,1843.821044921875,-576.1280517578125|-0.9961097836494446,0.00000544021941095707,0.08812067657709122|0.0000054008492043067235,1,-6.852027922832349e-07|Freefall
283.7356872558594,1843.6031494140625,-576.1759643554688|-0.997665524482727,0.000006357186066452414,0.06829015910625458|0.000006324946753011318,1,-6.883144010316755e-07|Freefall
283.4464416503906,1843.4407958984375,-576.213134765625|-0.9984882473945618,0.000006850637873867527,0.05496557429432869|0.000006824623596912716,1,-6.609913043575943e-07|Freefall
283.1578063964844,1843.2647705078125,-576.25537109375|-0.9991400837898254,0.000007202116194093833,0.04146203771233559|0.000007183096840890357,1,-6.077014518268697e-07|Freefall
282.86968994140625,1843.0750732421875,-576.3009033203125|-0.9996075630187988,0.000007424883278872585,0.028013864532113075|0.000007412836566800252,1,-5.338725941328448e-07|Freefall
282.725830078125,1842.9752197265625,-576.3248901367188|-0.9997715353965759,0.000007478685802198015,0.02137334831058979|0.000007469907359336503,1,-4.905458581561106e-07|Freefall
282.2947082519531,1842.6551513671875,-576.399658203125|-0.9999984502792358,0.000007418767381750513,0.0017739974427968264|0.000007418167115247343,1,-3.4490710731915897e-07|Freefall
282.15118408203125,1842.5416259765625,-576.4256591796875|-0.9999895691871643,0.0000073398600761720445,-0.004568569362163544|0.000007341281161643565,1,-2.942816479389876e-07|Freefall
281.721435546875,1842.1805419921875,-576.5078735351562|-0.9997274875640869,0.000006985946583881741,-0.023343386128544807|0.000006991258032940095,1,-1.4591519459372648e-07|Freefall
281.5872497558594,1842.1341552734375,-576.5338745117188|-0.9995667934417725,0.000006598890195164131,-0.029431022703647614|0.000006604188456549309,1,-8.28248118978081e-08|Landed
281.23883056640625,1842.1077880859375,-576.6018676757812|-0.9988716840744019,0.000004790765160578303,-0.04749053344130516|0.000004790449565916788,1,1.2046348274452612e-07|Landed
281.0517272949219,1842.1064453125,-576.639404296875|-0.9982496500015259,0.0000038428484003816266,-0.0591408796608448|0.000003836789801425766,1,2.1599637989311304e-07|Landed
280.90087890625,1842.1063232421875,-576.671142578125|-0.9975121021270752,0.000003394026407477213,-0.07049569487571716|0.0000033838559829746373,1,2.6369303895990015e-07|Landed
280.7704772949219,1842.1063232421875,-576.7015380859375|-0.9966618418693542,0.0000033826381695689633,-0.08164044469594955|0.00000337121218763059,1,2.777963459266175e-07|Landed
280.64349365234375,1842.1063232421875,-576.73291015625|-0.9957021474838257,0.000003490942617645487,-0.0926131084561348|0.0000034803281323547708,1,2.7611886821432563e-07|Running
280.51708984375,1842.13134765625,-576.765380859375|-0.9946363568305969,0.000003551330792106455,-0.10343343019485474|0.0000035413809200690594,1,2.798364562295319e-07|Running
280.37786865234375,1842.201416015625,-576.8026123046875|-0.9934676885604858,0.000003541156502251397,-0.11411396414041519|0.0000035305290566611802,1,2.952310182990914e-07|Running
280.2349548339844,1842.3177490234375,-576.8427124023438|-0.9921786785125732,0.0000035044010928686475,-0.12482568621635437|0.0000034915085507236654,1,3.220550865989935e-07|Running
280.09161376953125,1842.474365234375,-576.8849487304688|-0.9907552599906921,0.000003498741989460541,-0.13566136360168457|0.0000034821443932742113,1,3.5963833511232224e-07|Running
279.9363098144531,1842.656005859375,-576.9325561523438|-0.9892129302024841,0.0000035211851354688406,-0.14648470282554626|0.00000349991114489967,1,4.029610920497362e-07|Running
279.7777099609375,1842.8531494140625,-576.9844360351562|-0.9874880909919739,0.000003601384150897502,-0.1576935350894928|0.0000035744108117796713,1,4.546536445104721e-07|Running
279.59857177734375,1843.061279296875,-577.0455322265625|-0.9856104850769043,0.000003742636408787803,-0.16903261840343475|0.000003708809344971087,1,5.158480576028524e-07|Running
279.41351318359375,1843.276123046875,-577.1127319335938|-0.9835240244865417,0.000003928265414288035,-0.180777445435524|0.000003886264948960161,1,5.865253456249775e-07|Running
279.2280578613281,1843.4959716796875,-577.1832885742188|-0.9812400341033936,0.0000041595849324949086,-0.19279004633426666|0.000004107657787244534,1,6.690524401165021e-07|Running
279.0243225097656,1843.7149658203125,-577.2633056640625|-0.9788088798522949,0.000004350887593318475,-0.20477604866027832|0.0000042882279558398295,1,7.497560545743909e-07|Running
278.8155212402344,1843.9322509765625,-577.3475341796875|-0.9762611389160156,0.000004432336936588399,-0.21659676730632782|0.00000435936453868635,1,8.146868708536203e-07|Running
278.5907897949219,1844.1431884765625,-577.4396362304688|-0.9736490845680237,0.000004376908236736199,-0.22805142402648926|0.000004295164671930252,1,8.547402217118361e-07|Running
278.34967041015625,1844.346435546875,-577.5398559570312|-0.9710071086883545,0.000004190228992229095,-0.23905062675476074|0.000004102086677448824,1,8.662321988595068e-07|Running
278.1047058105469,1844.5379638671875,-577.6430053710938|-0.968353271484375,0.000003917083631677087,-0.24958358705043793|0.000003824911800620612,1,8.542933187527524e-07|Running
277.8511962890625,1844.7137451171875,-577.7510375976562|-0.9656981229782104,0.0000036105211620451882,-0.259667307138443|0.000003516184733598493,1,8.277827987512865e-07|Running
277.59515380859375,1844.8709716796875,-577.8604736328125|-0.9630924463272095,0.000003289266032879823,-0.2691708505153656|0.0000031946817671268946,1,7.894324198787217e-07|Running
277.33917236328125,1845.0113525390625,-577.9710693359375|-0.9605240821838379,0.000002968751914522727,-0.278196781873703|0.0000028756314804923022,1,7.427789228131587e-07|Running
277.0832214355469,1845.1380615234375,-578.0818481445312|-0.9580259919166565,0.000002664339035618468,-0.28668132424354553|0.0000025739416287251515,1,6.921828230588289e-07|Running
276.8272705078125,1845.2542724609375,-578.1926879882812|-0.9556230306625366,0.000002368472905800445,-0.29459232091903687|0.0000022822416667622747,1,6.365080480463803e-07|Running
276.5713195800781,1845.362548828125,-578.303466796875|-0.9533252716064453,0.000002081896127492655,-0.30194520950317383|0.000002001120719796745,1,5.768499136138416e-07|Running
276.3126220703125,1845.4627685546875,-578.4165649414062|-0.9510861039161682,0.0000018276257378602168,-0.30892595648765564|0.0000017524755548947724,1,5.207418780628359e-07|Running
276.1818542480469,1845.5098876953125,-578.473876953125|-0.9499996900558472,0.0000017175191260321299,-0.31225088238716125|0.0000016449462236778345,1,4.958216095474199e-07|Running
275.7878723144531,1845.6380615234375,-578.6466064453125|-0.9468573331832886,0.0000014307604487839853,-0.3216538727283478|0.0000013656568853548379,1,4.2803242195077473e-07|Running
275.5232238769531,1845.7117919921875,-578.7626953125|-0.9448843002319336,0.00000127193084153987,-0.3274044096469879|0.0000012114705896237865,1,3.8860596873746545e-07|Running
275.25701904296875,1845.775390625,-578.87939453125|-0.9430283904075623,0.0000011169776144015486,-0.3327122628688812|0.00000106174593383912,1,3.478112091670482e-07|Running
275.12371826171875,1845.8033447265625,-578.9378662109375|-0.942145049571991,0.000001041338691720739,-0.33520543575286865|9.888884733300074e-07,1,3.2714942221900856e-07|Running
274.7232360839844,1845.8704833984375,-579.1134643554688|-0.9396253228187561,8.325816907017725e-07,-0.3422049880027771|7.884294177529227e-07,1,2.68124239255485e-07|Running
274.4549255371094,1845.9024658203125,-579.2278442382812|-0.9382299184799194,6.939660011084925e-07,-0.34601253271102905|6.560375709341315e-07,1,2.2673144428608794e-07|Running
274.1844482421875,1845.926513671875,-579.3369140625|-0.9373143911361694,5.057345902059751e-07,-0.34848496317863464|4.773951900460816e-07,1,1.6719570794521132e-07|Running
274.0484619140625,1845.9361572265625,-579.3895874023438|-0.9370386004447937,3.9869502188594197e-07,-0.3492257595062256|3.7609936498483876e-07,1,1.3250853214685776e-07|Running
273.7760009765625,1845.95166015625,-579.49365234375|-0.9367002248764038,2.060977379869655e-07,-0.3501323461532593|1.9374233772850857e-07,1,7.03141225244508e-08|Running
273.3670959472656,1845.967529296875,-579.649169921875|-0.9364129900932312,4.850071455564375e-09,-0.3508998453617096|3.5616896099099904e-09,1,4.317069368653392e-09|Running
273.0944519042969,1845.974853515625,-579.7528686523438|-0.9362763166427612,-4.50926442852051e-08,-0.35126441717147827|-4.320839863680703e-08,1,-1.320271714178034e-08|Running
272.8218078613281,1845.980224609375,-579.8565063476562|-0.9361597895622253,-7.434810100903633e-08,-0.35157474875450134|-7.047796657388972e-08,1,-2.380563124404489e-08|Running
272.5491638183594,1845.984130859375,-579.9601440429688|-0.9360554218292236,-8.349117308625864e-08,-0.35185256600379944|-7.878839625163891e-08,1,-2.7684514236625546e-08|Running
272.2765808105469,1845.987548828125,-580.0637817382812|-0.9359598159790039,-9.115488097677371e-08,-0.35210680961608887|-8.570646770067469e-08,1,-3.10617913612532e-08|Running
272.0040588378906,1845.991455078125,-580.1674194335938|-0.935871422290802,-9.756692520568322e-08,-0.3523416519165039|-9.144677193262396e-08,1,-3.401387616008833e-08|Running
271.7315368652344,1845.996337890625,-580.2710571289062|-0.9357894659042358,-1.0290685281688638e-07,-0.3525593876838684|-9.617813390150332e-08,1,-3.660198188981667e-08|Running
271.45916748046875,1846.002685546875,-580.3745727539062|-0.9357132315635681,-1.0732323119100329e-07,-0.3527615964412689|-1.0004105632788196e-07,1,-3.88746776991411e-08|Running
271.1869812011719,1846.01123046875,-580.4780883789062|-0.9356423616409302,-1.1094245877529829e-07,-0.35294950008392334|-1.0315444853858935e-07,1,-4.0874919449152e-08|Running
270.91510009765625,1846.022216796875,-580.5814819335938|-0.9355764389038086,-1.1387312071065026e-07,-0.3531241714954376|-1.0562040131389949e-07,1,-4.2639843655933873e-08|Running
270.6622314453125,1846.03564453125,-580.7052612304688|-0.9251903891563416,0.000004914979399472941,-0.3795032501220703|0.000004598929990606848,1,0.0000017393614371030708|Running
270.4345397949219,1846.0509033203125,-580.8560791015625|-0.9079084992408752,0.000021779700546176173,-0.4191684126853943|0.000020218221834511496,1,0.000008167133273673244|Running
270.2320251464844,1846.0673828125,-581.0336303710938|-0.887414813041687,0.000042436957301106304,-0.4609717130661011|0.00003900817682733759,1,0.00001696529761829879|Running
270.0547180175781,1846.084228515625,-581.2379150390625|-0.865449845790863,0.00005707604213966988,-0.5009955167770386|0.000051821727538481355,1,0.000024405273506999947|Running
269.9024658203125,1846.1002197265625,-581.4689331054688|-0.8429324626922607,0.00006237778143258765,-0.5380193591117859|0.00005575476461672224,1,0.00002858685729734134|Running
269.77337646484375,1846.1142578125,-581.7247314453125|-0.8203871250152588,0.00006011928780935705,-0.5718084573745728|0.000052675528422696516,1,0.000029564025680883788|Running
269.652587890625,1846.1256103515625,-581.9893188476562|-0.7981367111206055,0.00005374126340029761,-0.6024764180183411|0.0000459380098618567,1,0.00002834377301041968|Running
269.53289794921875,1846.1336669921875,-582.255126953125|-0.7763925194740295,0.000046149543777573854,-0.6302496790885925|0.00003831716821878217,1,0.000026022038582595997|Running
269.4134521484375,1846.13818359375,-582.52099609375|-0.7552984356880188,0.000039027589082252234,-0.6553810238838196|0.0000313848395308014,1,0.00002337978730793111|Running
269.2940368652344,1846.13671875,-582.786865234375|-0.7349529266357422,0.00003301281685708091,-0.6781181693077087|0.000025698556783027016,1,0.00002083057006529998|Running
269.1746826171875,1846.1243896484375,-583.0526123046875|-0.7154218554496765,0.000028131385988672264,-0.6986927390098572|0.000021230192942311987,1,0.000018524369806982577|Running
269.05535888671875,1846.10986328125,-583.3182983398438|-0.6967463493347168,0.00002416856659692712,-0.7173175811767578|0.000017727670638123527,1,0.000016473701180075295|Running
268.93603515625,1846.094970703125,-583.583984375|-0.6789484024047852,0.0000208835717785405,-0.7341859936714172|0.000014924065908417106,1,0.00001464329307054868|Running
268.816650390625,1846.0826416015625,-583.8497924804688|-0.6620351076126099,0.000018093503967975266,-0.7494728565216064|0.000012618274013220798,1,0.00001299548694078112|Running
268.7569580078125,1846.077392578125,-583.9827270507812|-0.6539450883865356,0.00001684359995124396,-0.7565420269966125|0.0000116082483145874,1,0.000012229913409100845|Running
268.57781982421875,1846.06298828125,-584.3816528320312|-0.6307672262191772,0.00001356868142465828,-0.7759720683097839|0.000009026664884004276,1,0.00001014850477076834|Running
268.51171875,1846.0615234375,-584.5078735351562|-0.6319452524185181,0.000011897250260517467,-0.7750130295753479|0.00000783438008511439,1,0.000008962882930063643|Running
268.2752380371094,1846.0618896484375,-584.8460693359375|-0.6582707762718201,0.000010631296390783973,-0.7527812123298645|0.000006894231319165556,1,0.000008094018085103016|Running
268.086181640625,1846.0634765625,-585.0380249023438|-0.6813225746154785,0.000016633322957204655,-0.7319833040237427|0.000011029706911358517,1,0.0000124572989079752|Running
267.9823303222656,1846.0650634765625,-585.1238403320312|-0.6928221583366394,0.000020229019355610944,-0.7211084961891174|0.000013596792086900678,1,0.00001498922847531503|Running
267.63385009765625,1846.072265625,-585.3403930664062|-0.7258227467536926,0.000027853619030793197,-0.6878817677497864|0.000019482413335936144,1,0.00001993487967411056|Running
267.37127685546875,1846.0791015625,-585.4509887695312|-0.7458036541938782,0.000029082591936457902,-0.666165828704834|0.000020885210687993094,1,0.000020274721464375034|Running
267.0978698730469,1846.088134765625,-585.5491333007812|-0.7638723254203796,0.00002755199784587603,-0.6453673839569092|0.000020308765670051798,1,0.0000186540146387415|Running
266.8219909667969,1846.097900390625,-585.642822265625|-0.7804834842681885,0.000024659588234499097,-0.6251764297485352|0.000018654698578757234,1,0.00001615528526599519|Running
266.54498291015625,1846.10791015625,-585.7335815429688|-0.795833170413971,0.000021658646801370196,-0.6055160164833069|0.00001680358764133416,1,0.000013683860743185505|Running
266.4061279296875,1846.1129150390625,-585.77783203125|-0.803050696849823,0.000020310793843236752,-0.5959107279777527|0.000015947518477332778,1,0.000012592704479175154|Running
265.9881591796875,1846.1279296875,-585.9061889648438|-0.823381245136261,0.000017180436771013774,-0.5674886107444763|0.000013926455721957609,1,0.00001006831371341832|Running
265.71063232421875,1846.13427734375,-585.9906616210938|-0.8355087041854858,0.000015663377780583687,-0.5494771599769592|0.000012919500477437396,1,0.00000886119141796371|Running
265.43408203125,1846.14306640625,-586.0748291015625|-0.8464128971099854,0.000014092128367337864,-0.5325271487236023|0.000011797138540714514,1,0.000007712053957220633|Running
265.15771484375,1846.15771484375,-586.158935546875|-0.8562358021736145,0.00001243257793248631,-0.5165851712226868|0.000010545197255851235,1,0.000006588269116036827|Running
264.8814392089844,1846.17822265625,-586.2431030273438|-0.8650966882705688,0.00001079964295058744,-0.5016051530838013|0.000009268599569622893,1,0.000005545014573726803|Running
264.6051330566406,1846.20361328125,-586.3270874023438|-0.8730988502502441,0.00000929997258936055,-0.4875431954860687|0.000008067342605500016,1,0.000004628072929335758|Running
264.32916259765625,1846.2327880859375,-586.4110717773438|-0.8803332448005676,0.000007986257514858153,-0.4743557572364807|0.0000069951461227901746,1,0.00000385406428904389|Running
264.0533142089844,1846.2655029296875,-586.4949951171875|-0.8868803381919861,0.000006863941962365061,-0.46199917793273926|0.00000606453340878943,1,0.0000032152136100194184|Running
263.77783203125,1846.3013916015625,-586.5787963867188|-0.89281165599823,0.00000591271918892744,-0.4504302144050598|0.000005264521405479172,1,0.000002691855797820608|Running
263.50286865234375,1846.34033203125,-586.6624145507812|-0.8981906175613403,0.000005104305273562204,-0.4396061897277832|0.0000045758820306218695,1,0.000002261776671730331|Running
263.2277526855469,1846.3814697265625,-586.7461547851562|-0.903073787689209,0.000004412555426824838,-0.4294854402542114|0.000003979832854383858,1,0.000001905705289573234|Running
262.9519348144531,1846.4241943359375,-586.8300170898438|-0.9075114130973816,0.0000038167540878930595,-0.4200274348258972|0.0000034612269246281357,1,0.0000016085876950455713|Running
262.67633056640625,1846.4678955078125,-586.9138793945312|-0.9115481972694397,0.000003301439846836729,-0.41119319200515747|0.000003008631665579742,1,0.0000013592808727480588|Running
262.4001770019531,1846.51171875,-586.9978637695312|-0.9152241349220276,0.000002855005050150794,-0.4029451608657837|0.0000026133855044463417,1,0.0000011494657883304171|Running
262.1233215332031,1846.5548095703125,-587.0820922851562|-0.9185746908187866,0.000002468246975695365,-0.3952474594116211|0.0000022685278509015916,1,9.726429652801016e-07|Running
261.8463134765625,1846.5963134765625,-587.1663818359375|-0.9216316342353821,0.000002133444922947092,-0.3880658745765686|0.000001968054448298062,1,8.236326607402589e-07|Running
261.5688171386719,1846.6357421875,-587.2507934570312|-0.924423336982727,0.0000018438726101521752,-0.381367951631546|0.000001706642251519952,1,6.980468469919288e-07|Running
261.29119873046875,1846.6728515625,-587.3352661132812|-0.9269751310348511,0.0000015935698911562213,-0.3751228153705597|0.0000014794738945056451,1,5.921643264628074e-07|Running
261.0135498046875,1846.7080078125,-587.4197998046875|-0.9293096661567688,0.0000013772698821412632,-0.3693014085292816|0.0000012822202961615403,1,5.028148848396086e-07|Running
260.7358703613281,1846.7415771484375,-587.5043334960938|-0.9314473271369934,0.000001190373382087273,-0.36387619376182556|0.000001111034293899138,1,4.2735265992632776e-07|Running
260.45831298828125,1846.7742919921875,-587.5886840820312|-0.9334062933921814,0.00000102887611319602,-0.3588212728500366|9.62525177783391e-07,1,3.635487360043044e-07|Running
260.1808776855469,1846.806396484375,-587.673095703125|-0.935202956199646,8.893096605788742e-07,-0.3541122376918793|8.337111125911179e-07,1,3.095644558470667e-07|Running
259.90338134765625,1846.8380126953125,-587.7575073242188|-0.936851978302002,7.686730896239169e-07,-0.349726140499115|7.220037332444917e-07,1,2.638134901644662e-07|Running
259.6258850097656,1846.869384765625,-587.8419189453125|-0.9383666515350342,6.643953724960738e-07,-0.34564152359962463|6.251606237128726e-07,1,2.2498898033518344e-07|Running
259.3484191894531,1846.9005126953125,-587.9263305664062|-0.939758837223053,5.742611506320827e-07,-0.34183815121650696|5.412267114479619e-07,1,1.9201645784505672e-07|Running
259.0709228515625,1846.9315185546875,-588.0107421875|-0.9410393238067627,4.96361451496341e-07,-0.33829712867736816|4.685005876581272e-07,1,1.6400962010720832e-07|Running
258.7934875488281,1846.9625244140625,-588.09521484375|-0.9422178864479065,4.290315018806723e-07,-0.33500075340270996|4.054963937960565e-07,1,1.401953539925671e-07|Running
258.5159912109375,1846.993408203125,-588.1796264648438|-0.9433031678199768,3.7082895687490236e-07,-0.33193239569664|3.5092514849566214e-07,1,1.1990441350917536e-07|Running
258.2384338378906,1847.024169921875,-588.2640380859375|-0.9443032145500183,3.2052287224360043e-07,-0.3290765881538391|3.0366916803359345e-07,1,1.0261170757530635e-07|Running
258.09967041015625,1847.03955078125,-588.3062744140625|-0.9447714686393738,2.979511464218376e-07,-0.3277297914028168|2.824366163167724e-07,1,9.49352099155476e-08|Running
257.8221435546875,1847.070068359375,-588.3906860351562|-0.9456532001495361,2.566985983776249e-07,-0.3251769542694092|2.435762382901885e-07,1,8.106339066671353e-08|Running
257.40582275390625,1847.1156005859375,-588.517333984375|-0.9468632340431213,2.0663338773374562e-07,-0.32163649797439575|1.9634649106592406e-07,1,6.442090949576595e-08|Running
257.2670593261719,1847.1307373046875,-588.5595703125|-0.9472355842590332,1.9316649968459387e-07,-0.3205382227897644|1.8363124354436877e-07,1,5.997553387260268e-08|Running
256.9895324707031,1847.1610107421875,-588.6439819335938|-0.9479328393936157,1.6789225298907695e-07,-0.318470299243927|1.5973394340562663e-07,1,5.173231798494271e-08|Running
256.7116394042969,1847.1905517578125,-588.7285766601562|-0.9485762715339661,1.4506787238133256e-07,-0.3165486454963684|1.38119901293976e-07,1,4.438688705477034e-08|Running
256.4335021972656,1847.21875,-588.8131713867188|-0.949170708656311,1.4956030724988523e-07,-0.31476178765296936|1.4251442337354092e-07,1,4.5398728332202154e-08|Running
256.0158386230469,1847.25830078125,-588.940185546875|-0.9499857425689697,1.449280659926444e-07,-0.31229332089424133|1.3822182154399343e-07,1,4.361061556323875e-08|Running
