mulu|true|2508
-309.88214111328125,576.219970703125,587.9512329101562|-0.9999991059303284,-7.574369220719745e-08,-0.0013184291310608387|-7.57154126063142e-08,1,-2.1501962876868674e-08|Running
-309.88214111328125,576.0198974609375,587.9512329101562|-0.9999991059303284,-7.885493857884285e-08,-0.0013184291310608387|-7.882564290184746e-08,1,-2.2271265720519295e-08|Running
-309.88214111328125,575.8062133789062,587.9512329101562|-0.9999991059303284,-8.196484913014501e-08,-0.0013184291310608387|-8.193454448246484e-08,1,-2.3040239938154627e-08|Running
-309.88214111328125,575.7825317382812,587.9512329101562|-0.9999991059303284,-8.50734309665313e-08,-0.0013184291310608387|-8.504211734816636e-08,1,-2.380888552977467e-08|Running
-309.88214111328125,575.8097534179688,587.9512329101562|-0.9999991059303284,-8.818068408800173e-08,-0.0013184291310608387|-8.814835439352464e-08,1,-2.4577202495379424e-08|Running
-309.88214111328125,575.8267822265625,587.9512329101562|-0.9999991059303284,-8.973397314093745e-08,-0.0013184291310608387|-8.970114606654533e-08,1,-2.496127926576719e-08|Running
-309.88214111328125,575.8623657226562,587.9512329101562|-0.9999991059303284,-9.28395635924062e-08,-0.0013184291310608387|-9.28057275473293e-08,1,-2.572918589294204e-08|Running
-309.88214111328125,575.9072875976562,587.9512329101562|-0.9999991059303284,-9.749545881732047e-08,-0.0013184291310608387|-9.746010221078905e-08,1,-2.688042854970263e-08|Running
-309.88214111328125,575.9295043945312,587.9512329101562|-0.9999991059303284,-1.0059772392878585e-07,-0.0013184291310608387|-1.0056135835156965e-07,1,-2.764751272366084e-08|Running
-309.88214111328125,575.9385375976562,587.9512329101562|-0.9999991059303284,-1.0214835555188984e-07,-0.0013184291310608387|-1.021114925947586e-07,1,-2.8030932242018025e-08|Running
-309.88214111328125,575.9641723632812,587.9512329101562|-0.9999991059303284,-1.0834757802058448e-07,-0.0013184291310608387|-1.0830869712208369e-07,1,-2.9563791414943807e-08|Running
-309.88214111328125,575.9685668945312,587.9512329101562|-0.9999991059303284,-1.0989655407911414e-07,-0.0013184291310608387|-1.0985716869527096e-07,1,-2.994680059487109e-08|Running
-309.88214111328125,575.9723510742188,587.9512329101562|-0.9999991059303284,-1.1144519618255799e-07,-0.0013184291310608387|-1.1140530631337242e-07,1,-3.0329729838740604e-08|Running
-309.88214111328125,575.9807739257812,587.9512329101562|-0.9999991059303284,-1.1608914007865678e-07,-0.0013184291310608387|-1.160477438588714e-07,1,-3.147802019043411e-08|Running
-309.88214111328125,575.9828491210938,587.9512329101562|-0.9999991059303284,-1.1763646057261212e-07,-0.0013184291310608387|-1.1759455986748435e-07,1,-3.186061903193149e-08|Running
-309.88214111328125,575.9874267578125,587.9512329101562|-0.9999991059303284,-1.2227643253481801e-07,-0.0013184291310608387|-1.2223301837366307e-07,1,-3.300792883464965e-08|Running
-309.88214111328125,575.988525390625,587.9512329101562|-0.9999991059303284,-1.2382243141928484e-07,-0.0013184291310608387|-1.2377850566736015e-07,1,-3.339020082648858e-08|Running
-309.88214111328125,575.9903564453125,587.9512329101562|-0.9999991059303284,-1.269134202175337e-07,-0.0013184291310608387|-1.2686849970577896e-07,1,-3.415449967292261e-08|Running
-309.88214111328125,575.99169921875,587.9512329101562|-0.9999991059303284,-1.3000308740629407e-07,-0.0013184291310608387|-1.2995717213470925e-07,1,-3.491847522241187e-08|Running
-309.88214111328125,575.99267578125,587.9512329101562|-0.9999991059303284,-1.3309144719642063e-07,-0.0013184291310608387|-1.3304452295415103e-07,1,-3.5682120369529e-08|Running
-309.88214111328125,575.9933471679688,587.9512329101562|-0.9999991059303284,-1.0254679949639467e-07,-0.0013184291310608387|-1.0251068971456334e-07,1,-2.7455513418317423e-08|Running
-309.88214111328125,575.993896484375,587.9512329101562|-0.9999991059303284,-7.201523288813405e-08,-0.0013184291310608387|-7.198993756674099e-08,1,-1.9232423653647857e-08|Running
-309.88214111328125,575.9943237304688,587.9512329101562|-0.9999991059303284,-4.149673316078406e-08,-0.0013184291310608387|-4.148224874711559e-08,1,-1.1012851075520302e-08|Running
-309.88214111328125,575.99462890625,587.9512329101562|-0.9999991059303284,-1.0991299426166279e-08,-0.0013184291310608387|-1.09876214793303e-08,1,-2.796794573711736e-09|Running
-309.88214111328125,575.994873046875,587.9512329101562|-0.9999991059303284,1.9501074532968232e-08,-0.0013184291310608387|1.9493951342042237e-08,1,5.415746962000867e-09|Running
-309.88214111328125,575.9949951171875,587.9512329101562|-0.9999991059303284,4.998039315751157e-08,-0.0013184291310608387|4.99624732697157e-08,1,1.3624775974108161e-08|Running
-309.88214111328125,575.9951171875,587.9512329101562|-0.9999991059303284,8.044666088835584e-08,-0.0013184291310608387|8.041795496183113e-08,1,2.183029401692238e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,9.292763536450366e-08,-0.0013184291310608387|9.289452407301724e-08,1,2.5171940976065343e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,8.743485579998378e-08,-0.0013184291310608387|8.74037482390122e-08,1,2.3652839686860716e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,8.194442813191927e-08,-0.0013184291310608387|8.191531719603518e-08,1,2.213438854425931e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,7.645635236031012e-08,-0.0013184291310608387|7.642923804951351e-08,1,2.0616585771904283e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,6.822863696243076e-08,-0.0013184291310608387|6.82045140365517e-08,1,1.8341099305985153e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,6.548724229560321e-08,-0.0013184291310608387|6.546411412955422e-08,1,1.7582928890647054e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,5.7266571928948906e-08,-0.0013184291310608387|5.7246438700531144e-08,1,1.5309389311823907e-08|Running
-309.88214111328125,575.9952392578125,587.9512329101562|-0.9999991059303284,5.452752560586305e-08,-0.0013184291310608387|5.450838713727535e-08,1,1.4551868154910608e-08|Running
-309.88214111328125,575.9953002929688,587.9512329101562|-0.9999991059303284,4.631448291547713e-08,-0.0013184291310608387|4.62983322790933e-08,1,1.2280436223477409e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,4.0842245141448075e-08,-0.0013184291310608387|4.0828084024724376e-08,1,1.0767011282553085e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,3.537234505301967e-08,-0.0013184291310608387|3.536017700866978e-08,1,9.254232935518303e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,2.9904789755619277e-08,-0.0013184291310608387|2.9894607678215834e-08,1,7.742102070551482e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,2.4439570367462693e-08,-0.0013184291310608387|2.443137780971938e-08,1,6.230617355384993e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,1.89766904412636e-08,-0.0013184291310608387|1.8970485626823574e-08,1,4.719779234108046e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,1.3516149088843576e-08,-0.0013184291310608387|1.3511929353171581e-08,1,3.2095868185422205e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,8.057942757488945e-09,-0.0013184291310608387|8.0557089887634e-09,1,1.7000402197098197e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,2.60207211333352e-09,-0.0013184291310608387|2.6018223131529794e-09,1,1.9113896576605782e-10|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-2.851464842024143e-09,-0.0013184291310608387|-2.8497306736596784e-09,1,-1.3171170820669431e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-8.302668774717858e-09,-0.0013184291310608387|-8.298951748031413e-09,1,-2.82472845114512e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-1.3751540350881442e-08,-0.0013184291310608387|-1.3745840909962226e-08,1,-4.331695002690594e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-1.9198079570514892e-08,-0.0013184291310608387|-1.9190400379898165e-08,1,-5.838017624881786e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-2.464228998633189e-08,-0.0013184291310608387|-2.463262838148239e-08,1,-7.3436958736294855e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-3.008416982197559e-08,-0.0013184291310608387|-3.0072527579250163e-08,1,-8.848730637112112e-09|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-3.5523719077446e-08,-0.0013184291310608387|-3.551010152591516e-08,1,-1.0353121915329666e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-4.096094485817048e-08,-0.0013184291310608387|-4.0945348445120544e-08,1,-1.1856870152371357e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-4.639584361143534e-08,-0.0013184291310608387|-4.637826833686631e-08,1,-1.3359975348237185e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-5.1828415337240585e-08,-0.0013184291310608387|-5.1808864753866146e-08,1,-1.486243750292715e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-5.7258663588299896e-08,-0.0013184291310608387|-5.7237137696120044e-08,1,-1.6364257504619673e-08|Running
-309.88214111328125,575.995361328125,587.9512329101562|-0.9999991059303284,-6.268658836461327e-08,-0.0013184291310608387|-6.266309071634169e-08,1,-1.786543535331475e-08|Running
-309.8868103027344,575.995361328125,587.928466796875|-0.9987402558326721,0.000014842980817775242,-0.0501786470413208|0.00001485241409682203,1,1.848738122589566e-07|Running
-309.8973693847656,575.995361328125,587.8759155273438|-0.9921591281890869,0.00006526790821226314,-0.12498081475496292|0.00006536122964462265,1,0.000003353849024279043|Running
-309.9134521484375,575.995361328125,587.7937622070312|-0.978725016117096,0.00012762525875587016,-0.20517633855342865|0.0001277841511182487,1,0.000012475733456085436|Running
-309.93475341796875,575.995361328125,587.6820678710938|-0.9591060876846313,0.00017262560140807182,-0.28304675221443176|0.00017230655066668987,1,0.000026021627490990795|Running
-309.96087646484375,575.995361328125,587.5408935546875|-0.9345479011535645,0.00019025825895369053,-0.35583731532096863|0.0001883488439489156,1,0.000040010509110288695|Running
-309.9913024902344,575.995361328125,587.3701171875|-0.9062548875808716,0.0001856598537415266,-0.4227316081523895|0.00018095197447109967,1,0.00005126476753503084|Running
-310.025634765625,575.995361328125,587.1696166992188|-0.8753259778022766,0.00016869227692950517,-0.48353326320648193|0.0001604292483534664,1,0.000058453864767216146|Running
-310.06304931640625,575.995361328125,586.9392700195312|-0.842580258846283,0.00014769921835977584,-0.5385708212852478|0.00013581458188127726,1,0.00006176445458550006|Running
-310.10107421875,576.4349365234375,586.7015380859375|-0.8068386316299438,0.0001823822094593197,-0.5907718539237976|0.00015740700473543257,1,0.0000937420190894045|Jumping
-310.1397705078125,576.86083984375,586.4564819335938|-0.771507740020752,0.00019758929556701332,-0.63621985912323|0.0001648258330533281,1,0.00011069269385188818|Freefall
-310.17913818359375,577.2731323242188,586.2015991210938|-0.7370932102203369,0.00018235252355225384,-0.6757910847663879|0.00014882902905810624,1,0.00010750610817922279|Freefall
-310.2190246582031,577.6718139648438,585.9368896484375|-0.7035380601882935,0.00015577705926261842,-0.7106575965881348|0.00012431025970727205,1,0.0000961364057729952|Freefall
-310.259521484375,578.0568237304688,585.6622924804688|-0.6709641218185425,0.0001285890903091058,-0.741489827632904|0.00009971891267923638,1,0.00008318560139741749|Freefall
-310.31976318359375,578.60888671875,585.23388671875|-0.623628556728363,0.0000958113232627511,-0.7817208170890808|0.0000700385426171124,1,0.00006669042340945452|Freefall
-310.33978271484375,578.7860717773438,585.0894775390625|-0.6084490418434143,0.00008750864799367264,-0.7935929298400879|0.00006245914846658707,1,0.00006238140485947952|Freefall
-310.3787841796875,579.1301879882812,584.8002319335938|-0.5791364312171936,0.00007366233330685645,-0.8152306079864502|0.00004994616756448522,1,0.000054876116337254643|Freefall
-310.4175109863281,579.4607543945312,584.5108642578125|-0.5511420369148254,0.00006278174987528473,-0.8344114422798157|0.00004034541780129075,1,0.0000485919663333334|Freefall
-310.4927062988281,580.0809326171875,583.9319458007812|-0.49795928597450256,0.000047394132707268,-0.8672004342079163|0.00002737267641350627,1,0.00003893408575095236|Freefall
-310.5114440917969,580.2274780273438,583.7872314453125|-0.48545292019844055,0.00004461708522285335,-0.874262809753418|0.000025105076929321513,1,0.00003709382508532144|Freefall
-310.5478820800781,580.5103149414062,583.4977416992188|-0.4617196023464203,0.00003932769686798565,-0.8870259523391724|0.0000210516791412374,1,0.000033378644729964435|Freefall
-310.56597900390625,580.6466064453125,583.3529052734375|-0.4504483938217163,0.00003679891233332455,-0.8928024768829346|0.00001922879891935736,1,0.000031515741284238175|Freefall
-310.6011657714844,580.9090576171875,583.063232421875|-0.4287824332714081,0.000032019703212426975,-0.9034078121185303|0.000015958037693053484,1,0.000027869116820511408|Freefall
-310.6360778808594,581.1578369140625,582.7734985351562|-0.40828123688697815,0.000027803374905488454,-0.9128561615943909|0.000013217646483099088,1,0.000024545877749915235|Freefall
-310.6699523925781,581.3930053710938,582.4837036132812|-0.3888337314128876,0.00002418238000245765,-0.9213079214096069|0.00001096286632673582,1,0.000021621053747367114|Freefall
-310.70257568359375,581.6145629882812,582.1937866210938|-0.37033548951148987,0.000021138976080692373,-0.92889803647995|0.000009131498700298835,1,0.000019116476323688403|Freefall
-310.7348937988281,581.8224487304688,581.9038696289062|-0.3528720438480377,0.000018562150216894224,-0.9356715679168701|0.000007638078386662528,1,0.00001695775063126348|Freefall
-310.7662048339844,582.0167846679688,581.6138305664062|-0.336321622133255,0.00001634556429053191,-0.9417471885681152|0.00000641051474303822,1,0.000015067281310621183|Freefall
-310.7972106933594,582.1974487304688,581.3236694335938|-0.3207292854785919,0.000014415742043638602,-0.9471709132194519|0.000005392745606513927,1,0.000013393708286457695|Freefall
-310.8272705078125,582.3644409179688,581.0335083007812|-0.3059575855731964,0.000012722925930575002,-0.9520451426506042|0.000004543318027572241,1,0.000011903704034921248|Freefall
-310.8559875488281,582.5178833007812,580.7432250976562|-0.2918928563594818,0.000011265754437772557,-0.9564509987831116|0.0000038419311749748886,1,0.000010606211617414374|Freefall
-310.8834533691406,582.6576538085938,580.4527587890625|-0.27846863865852356,0.000010029410077549983,-0.9604453444480896|0.0000032672294310032157,1,0.000009495167432760354|Freefall
-310.9095764160156,582.7838134765625,580.1622314453125|-0.26563718914985657,0.000008983465704659466,-0.9640730619430542|0.0000027961762043560157,1,0.000008547794095647987|Freefall
-310.9344177246094,582.8963623046875,579.87158203125|-0.2533588707447052,0.000008093035830825102,-0.9673723578453064|0.000002407500687695574,1,0.000007735464350844268|Freefall
-310.95794677734375,582.9952392578125,579.580810546875|-0.24159815907478333,0.000007326691047637723,-0.9703763723373413|0.0000020835118448303547,1,0.000007031620498310076|Freefall
-310.9801025390625,583.08056640625,579.2900390625|-0.23032210767269135,0.000006659495738858823,-0.9731144309043884|0.0000018106049992638873,1,0.000006414942617993802|Freefall
-311.001953125,583.1522216796875,578.9991455078125|-0.21965861320495605,0.000006049701823940268,-0.9755768179893494|0.0000015732400697743287,1,0.000005846926796948537|Freefall
-311.0331115722656,583.2341918945312,578.562744140625|-0.2045200616121292,0.0000052153231990814675,-0.9788623452186584|0.0000012691153870036942,1,0.000005062778654973954|Freefall
-311.04339599609375,583.2546997070312,578.417236328125|-0.19977255165576935,0.000004964122126693837,-0.9798423051834106|0.0000011814895515271928,1,0.0000048253609747916926|Freefall
-311.06390380859375,583.2854614257812,578.1263427734375|-0.19080021977424622,0.000004451758286450058,-0.9816288948059082|0.000001014437771118537,1,0.000004337895006756298|Freefall
-311.0834655761719,583.3026733398438,577.8352661132812|-0.18227867782115936,0.000003958665274694795,-0.983246922492981|8.63963521169353e-07,1,0.000003865949565806659|Freefall
-311.10272216796875,583.3062133789062,577.5442504882812|-0.17424558103084564,0.000003511542217893293,-0.9847022294998169|7.339685907936655e-07,1,0.0000034362180940661347|Freefall
