yareu|true|1270
-1177.482421875,520.0071411132812,1796.692626953125|0.2605406939983368,-1.1821145307067127e-07,0.965462863445282|3.172906204440551e-08,1,1.1387775344928741e-07|Running
-1177.3123779296875,520.0071411132812,1797.4229736328125|0.25359323620796204,-1.2028235119032615e-07,0.9673109650611877|3.139760451631446e-08,1,1.16115849380094e-07|Running
-1177.14306640625,520.0071411132812,1798.1531982421875|0.24775177240371704,-1.0825424823224239e-07,0.9688235521316528|2.7584917461354053e-08,1,1.0468369993077431e-07|Running
-1176.838134765625,520.0071411132812,1799.493408203125|0.238137349486351,-1.1177287717600848e-07,0.9712314605712891|2.7392649926127888e-08,1,1.083672316326556e-07|Running
-1176.6719970703125,520.0071411132812,1800.22509765625|0.23436233401298523,-1.074626254649047e-07,0.9721493124961853|2.5868210684620863e-08,1,1.0430505881231511e-07|Running
-1176.4676513671875,520.0071411132812,1801.0758056640625|0.2336449772119522,-5.1755343122295017e-08,0.9723219871520996|1.196778320888825e-08,1,5.03527957107508e-08|Running
-1176.3092041015625,520.0071411132812,1801.680419921875|0.23644869029521942,-2.5647644008586212e-08,0.9716439843177795|5.31586508145665e-09,1,2.510252272713842e-08|Running
-1176.109619140625,520.0071411132812,1802.4033203125|0.24216248095035553,-8.392382966349032e-08,0.9702357053756714|1.906782109983851e-08,1,8.173923049525911e-08|Running
-1175.902099609375,520.0071411132812,1803.1241455078125|0.2490478754043579,-1.1255210807803451e-07,0.9684911966323853|2.7372040634077166e-08,1,1.0917514003949691e-07|Running
-1175.6473388671875,520.0071411132812,1803.9610595703125|0.25883832573890686,-1.1221201390299029e-07,0.965920627117157|2.918128849671575e-08,1,1.0835132258080193e-07|Running
-1175.464599609375,520.0071411132812,1804.55859375|0.2648725211620331,-1.2724353837256785e-07,0.9642834663391113|3.403490111963947e-08,1,1.2260775861250295e-07|Running
-1175.251953125,520.0071411132812,1805.2777099609375|0.2691936790943146,-1.1392108945074142e-07,0.9630860686302185|3.118778479915818e-08,1,1.0957020180057953e-07|Running
-1175.0809326171875,520.0071411132812,1805.8787841796875|0.270367830991745,-1.1805519051222291e-07,0.9627571105957031|3.2835973939882024e-08,1,1.1340077321619901e-07|Running
-1174.891357421875,520.0071411132812,1806.604248046875|0.26751187443733215,-5.3197940275140354e-08,0.9635545611381531|1.5165058542265797e-08,1,5.0999815925933945e-08|Running
-1174.6497802734375,520.0071411132812,1807.5748291015625|0.26073554158210754,-9.033397674329535e-08,0.9654102921485901|2.506271812308114e-08,1,8.68016840627206e-08|Running
-1174.4180908203125,520.0071411132812,1808.5474853515625|0.2529563009738922,-1.272808844987594e-07,0.9674776792526245|3.355388145109828e-08,1,1.2278651695396547e-07|Running
-1174.218994140625,520.0071411132812,1809.3994140625|0.24674968421459198,-1.0891255186606941e-07,0.9690792560577393|2.7557547355172574e-08,1,1.0537088002138262e-07|Running
-1174.076904296875,520.0071411132812,1810.0079345703125|0.24319715797901154,-1.1480150163833969e-07,0.9699769020080566|2.819538913456654e-08,1,1.1128560117867892e-07|Running
-1173.9632568359375,520.0071411132812,1810.4947509765625|0.2408820241689682,-9.703209968847659e-08,0.9705544114112854|2.3495871914747113e-08,1,9.414450374833905e-08|Running
-1173.78857421875,520.0071411132812,1811.224365234375|0.2389935851097107,-6.865755608487234e-08,0.9710211157798767|1.6153219206671565e-08,1,6.673082708630318e-08|Running
-1173.5445556640625,520.0071411132812,1812.194091796875|0.23991286754608154,-4.0841559467708066e-08,0.9707944393157959|8.810400409231534e-09,1,3.989292807204947e-08|Running
-1173.142578125,520.0071411132812,1813.5093994140625|0.25784218311309814,-1.1918783826558865e-07,0.966187059879303|3.038364582153008e-08,1,1.1525061438533157e-07|Running
-1172.9371337890625,520.0071411132812,1814.0997314453125|0.26957789063453674,-1.567348846265304e-07,0.9629786014556885|4.188981961306126e-08,1,1.5103378814274038e-07|Running
-1172.6707763671875,520.0071411132812,1814.80078125|0.2867411971092224,-2.2112735109658388e-07,0.9580081105232239|6.243712391551526e-08,1,2.12131880061861e-07|Running
-1172.4417724609375,520.0071411132812,1815.3824462890625|0.30064570903778076,-2.2650849018646113e-07,0.953735888004303|6.698588350673162e-08,1,2.1638010139213293e-07|Running
-1172.2064208984375,520.0071411132812,1815.96142578125|0.3137980103492737,-1.9997902711565985e-07,0.9494897723197937|6.198180813044019e-08,1,1.901329085285397e-07|Running
-1171.962890625,520.0071411132812,1816.537109375|0.32680320739746094,-1.9084264124558104e-07,0.9450924396514893|6.173954147925542e-08,1,1.8058123885111854e-07|Running
-1171.718505859375,520.0071411132812,1817.112548828125|0.3381693363189697,-1.5997120783595165e-07,0.9410852789878845|5.363543564840256e-08,1,1.5071253756104852e-07|Running
-1171.4747314453125,520.0071411132812,1817.68798828125|0.3474915027618408,-1.3417586330888298e-07,0.93768310546875|4.654657459468581e-08,1,1.2584349917688087e-07|Running
-1171.23095703125,520.0071411132812,1818.2635498046875|0.35511884093284607,-1.3753113137227047e-07,0.9348211884498596|4.896957506161925e-08,1,1.2851775466060644e-07|Running
-1170.93994140625,520.0071411132812,1818.954833984375|0.36214810609817505,-1.2588654385581322e-07,0.9321205615997314|4.584230950399615e-08,1,1.1724323911721513e-07|Running
-1170.525146484375,520.0071411132812,1820.000244140625|0.3650456368923187,-5.397535218776284e-08,0.9309896230697632|2.0705142489418904e-08,1,4.9857732165037305e-08|Running
-1170.1844482421875,520.0071411132812,1820.9404296875|0.35942861437797546,-5.9338969293776245e-08,0.9331725835800171|2.3817307237550267e-08,1,5.4414744710129526e-08|Running
-1169.958740234375,520.0071411132812,1821.655517578125|0.3486841320991516,-1.2934104631767696e-07,0.9372403025627136|4.741895409665631e-08,1,1.2036061036724277e-07|Running
-1169.7474365234375,520.0071411132812,1822.375244140625|0.33540186285972595,-1.4114728230651963e-07,0.9420751333236694|4.89084150956387e-08,1,1.3241333363112062e-07|Running
-1169.522705078125,520.0071411132812,1823.220947265625|0.31730106472969055,-1.9167752896009915e-07,0.9483248591423035|6.327336166123132e-08,1,1.8095153109243256e-07|Running
-1169.345947265625,520.0071411132812,1823.9495849609375|0.30086615681648254,-2.1311184639216663e-07,0.9536663889884949|6.701507970774401e-08,1,2.0232367603512103e-07|Running
-1169.2056884765625,520.0071411132812,1824.5587158203125|0.28776511549949646,-1.9916703308808792e-07,0.9577010273933411|5.995415364168366e-08,1,1.8994897743596084e-07|Running
-1169.05224609375,520.0071411132812,1825.29296875|0.27111396193504333,-2.0894658803172206e-07,0.962547242641449|5.938713343311974e-08,1,2.003495467306493e-07|Running
-1168.9556884765625,520.0071411132812,1825.7835693359375|0.260353147983551,-2.0796348110252438e-07,0.9655134677886963|5.694967342151358e-08,1,2.0003496103981888e-07|Running
-1168.8212890625,520.0071411132812,1826.521484375|0.24405723810195923,-2.0019132307425025e-07,0.9697608351707458|5.150185344859892e-08,1,1.9347237412148388e-07|Running
-1168.718994140625,520.0071411132812,1827.137939453125|0.23044471442699432,-2.0107221132548148e-07,0.9730854034423828|4.900547168062985e-08,1,1.950282637608325e-07|Running
-1168.6202392578125,520.0071411132812,1827.8812255859375|0.21106110513210297,-2.705572228478559e-07,0.9774728417396545|6.106761674118388e-08,1,2.63606523276394e-07|Running
-1168.491455078125,520.0071411132812,1828.9986572265625|0.18173055350780487,-2.8320840783635504e-07,0.9833483695983887|5.5832042988868125e-08,1,2.776859275854804e-07|Running
-1168.41357421875,520.0071411132812,1829.8702392578125|0.15953530371189117,-2.64180499698341e-07,0.9871922135353088|4.6024059230376224e-08,1,2.6017022491942043e-07|Running
-1168.373291015625,520.0071411132812,1830.4940185546875|0.14338085055351257,-2.691481313377153e-07,0.9896675944328308|4.256598984397897e-08,1,2.657912432368903e-07|Running
-1168.3343505859375,520.0071411132812,1831.2430419921875|0.12467695027589798,-2.5643251433393743e-07,0.9921973943710327|3.577743612481754e-08,1,2.53953402307161e-07|Running
-1168.3106689453125,520.0071411132812,1831.992431640625|0.10578777641057968,-2.5449449481129705e-07,0.9943887591362|3.0633053427209234e-08,1,2.5267172532039694e-07|Running
-1168.296630859375,520.0071411132812,1832.617431640625|0.09131783992052078,-2.2775836328037258e-07,0.9958217740058899|2.4060124559355245e-08,1,2.2650763753517822e-07|Running
-1168.2860107421875,520.0071411132812,1833.242431640625|0.07841650396585464,-1.795220754274851e-07,0.9969207048416138|1.639361713046128e-08,1,1.7878707581076014e-07|Running
-1168.2760009765625,520.0071411132812,1833.8675537109375|0.06749768555164337,-1.4725942776294687e-07,0.997719407081604|1.1475918881842517e-08,1,1.4681965865293023e-07|Running
-1168.265869140625,520.0071411132812,1834.4925537109375|0.058467697352170944,-1.2903181811907416e-07,0.9982892870903015|8.794597938788229e-09,1,1.287378523784355e-07|Running
-1168.2535400390625,520.0071411132812,1835.2425537109375|0.04960973188281059,-1.3100368789764616e-07,0.99876868724823|7.578236704830488e-09,1,1.3078877714178816e-07|Running
-1168.232177734375,520.0071411132812,1836.3675537109375|0.03987842798233032,-1.1260404875201857e-07,0.9992045164108276|5.280016868169923e-09,1,1.1248296516441769e-07|Running
-1168.2030029296875,520.0071411132812,1837.7425537109375|0.03243519365787506,-1.0179253706610325e-07,0.9994738698005676|3.6886005361225216e-09,1,1.0172642106454077e-07|Running
-1168.162841796875,520.0071411132812,1839.6175537109375|0.0266565028578043,-8.956354236033803e-08,0.9996446371078491|2.149318278910073e-09,1,8.953806229783368e-08|Running
-1168.1226806640625,520.0071411132812,1841.4925537109375|0.02386951446533203,-6.612081193679842e-08,0.9997150897979736|1.3280947452898317e-09,1,6.61079440078538e-08|Running
-1168.1026611328125,520.0071411132812,1842.4163818359375|0.023667942732572556,1.0576088982361398e-07,0.9997198581695557|-2.3235482426997578e-09,1,-1.0573551634251999e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,2.1848556297499044e-09,0.9997198581695557|3.387213079464324e-11,1,-2.186269831838672e-09|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-1.1580868175542491e-07,0.9997198581695557|2.7194391183371636e-09,1,1.1577674996487985e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-1.4903097422802603e-08,0.9997198581695557|3.2128871785275237e-10,1,1.489966727774572e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,7.742019647594134e-08,0.9997198581695557|-1.8610674112906622e-09,1,-7.739782859061961e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,9.035165504656106e-08,0.9997198581695557|-2.1516806114618703e-09,1,-9.032603287550955e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,4.064832026529075e-08,0.9997198581695557|-9.542131529372e-10,1,-4.063711855906149e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-8.99128949072292e-09,0.9997198581695557|2.417190336778674e-10,1,8.988086719341482e-09|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-5.8567259486608236e-08,0.9997198581695557|1.4361177802513225e-09,1,5.8549670001184495e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-1.0807966788206613e-07,0.9997198581695557|2.6289850296734585e-09,1,1.0804770766981164e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-8.324808931092775e-08,0.9997198581695557|2.0185373372783033e-09,1,8.322363242996289e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-7.108456601123692e-10,0.9997198581695557|5.660681992591954e-12,1,7.109108302039147e-10|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,6.109949879373744e-08,0.9997198581695557|-1.501738844389422e-09,1,-6.108106020974446e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,1.2283058481443732e-07,0.9997198581695557|-3.007205817695535e-09,1,-1.2279380712243437e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,6.925755258180288e-08,0.9997198581695557|-1.692184503632177e-09,1,-6.923689710447434e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,1.575321206814806e-08,0.9997198581695557|-3.7884903547613646e-10,1,-1.5748657489211837e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-3.7682532649796485e-08,0.9997198581695557|9.328023908850014e-10,1,3.7671007646622456e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-9.104977038987272e-08,0.9997198581695557|2.24277196814171e-09,1,9.102218712087051e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-8.577400478770869e-08,0.9997198581695557|2.109463492772079e-09,1,8.574809839956288e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-2.461556647403995e-08,0.9997198581695557|6.025433485490339e-10,1,2.460819992222696e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,5.680705683630549e-08,0.9997198581695557|-1.4036788398286149e-09,1,-5.678974090983502e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,1.0099756764248013e-07,0.9997198581695557|-2.4915500773659005e-09,1,-1.0096687930172266e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,5.068526220952663e-08,0.9997198581695557|-1.2489784761982037e-09,1,-5.0669896722865815e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,4.3746353761697776e-10,0.9997198581695557|-8.00000777428922e-12,1,-4.3739672994647094e-10|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-6.645940686667018e-08,0.9997198581695557|1.644163027947343e-09,1,6.643909955528216e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-1.165570182593001e-07,0.9997198581695557|2.88143175986022e-09,1,1.1652146270080266e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-6.078109038298862e-08,0.9997198581695557|1.5018808419142715e-09,1,6.076256653386736e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,1.3475594862200069e-08,0.9997198581695557|-3.3476874050641925e-10,1,-1.347144529262323e-08|Running
Replay 10|true|2188
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,6.989770184873123e-08,0.9997198581695557|-1.7319191636389064e-09,1,-6.987628609067542e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,8.217873670446352e-08,0.9997198581695557|-2.036216972811644e-09,1,-8.215356217533554e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,3.738486142879083e-08,0.9997198581695557|-9.26317855753922e-10,1,-3.7373403927176696e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-7.351582897996423e-09,0.9997198581695557|1.8215823294198685e-10,1,7.349330477524063e-09|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-5.203066422154734e-08,0.9997198581695557|1.2892129586106194e-09,1,5.2014719642556884e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-9.665244959933261e-08,0.9997198581695557|2.394848097608815e-09,1,9.662283417810613e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-1.0431293873125469e-07,0.9997198581695557|2.5846587092814843e-09,1,1.0428097141357284e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,-1.618486678012232e-08,0.9997198581695557|4.0102698939392667e-10,1,1.6179907191826715e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,7.179258432188362e-08,0.9997198581695557|-1.7788722717071437e-09,1,-7.177058591878449e-08|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,1.0039880038448246e-07,0.9997198581695557|-2.487674954920749e-09,1,-1.0036803388402404e-07|Running
-1168.1026611328125,520.0071411132812,1842.4169921875|0.023667942732572556,5.445977535600832e-08,0.9997198581695557|-1.3494004802439008e-09,1,-5.4443088259858996e-08|Running
-1168.0035400390625,520.0071411132812,1842.37744140625|0.49009469151496887,-0.00010694685624912381,0.8716691732406616|0.00003039159309992101,1,0.00010560439841356128|Running
