yareu|true|1270
-900.6130981445312,566.3909301757812,997.292724609375|-0.8479784727096558,-1.269056468800045e-07,-0.5300306677818298|-1.0762622792981347e-07,1,-6.724312129335885e-08|Running
-901.267578125,566.4146728515625,996.9293212890625|-0.8533167243003845,-1.2263963355962915e-07,-0.5213929414749146|-1.0456073340492367e-07,1,-6.409025132825263e-08|Running
-902.2515869140625,566.5238037109375,996.3995971679688|-0.8618120551109314,-1.3552752875511942e-07,-0.5072277188301086|-1.1671829014403556e-07,1,-6.888090098300381e-08|Running
-902.9114990234375,566.6098022460938,996.0552368164062|-0.8671451807022095,-1.3305717061484756e-07,-0.49805548787117004|-1.1534947930158523e-07,1,-6.632278370943823e-08|Running
-903.8042602539062,566.7318725585938,995.6239013671875|-0.8762884140014648,-1.5217349869089958e-07,-0.4817868769168854|-1.3311856150721724e-07,1,-7.373229493623512e-08|Running
-904.8247680664062,566.8583984375,995.1648559570312|-0.8876634240150452,-1.879827777884202e-07,-0.460492879152298|-1.6652816725581943e-07,1,-8.721484334728302e-08|Running
-906.3192138671875,566.9734497070312,994.5342407226562|-0.9031620621681213,-1.8250050004553486e-07,-0.4292997419834137|-1.6454848150715407e-07,1,-7.893447673268383e-08|Running
-907.3728637695312,567.0707397460938,994.1533203125|-0.9153090715408325,-2.8046906663803384e-07,-0.402752161026001|-2.560449843258539e-07,1,-1.1448423009596809e-07|Running
-908.0957641601562,567.1246337890625,993.9562377929688|-0.9265331029891968,-5.565988203670713e-07,-0.37621328234672546|-5.136848244546854e-07,1,-2.14380534657721e-07|Running
-909.0499267578125,567.0444946289062,993.7617797851562|-0.9438042640686035,-9.899341648633708e-07,-0.33050501346588135|-9.290803859585139e-07,1,-3.420952623400808e-07|Running
-909.936767578125,566.7163696289062,993.6217651367188|-0.9589174389839172,-9.707531489766552e-07,-0.2836853265762329|-9.267168366022815e-07,1,-2.894343253956322e-07|Running
-910.7117309570312,566.2496337890625,993.5243530273438|-0.9693447947502136,-8.09407879387436e-07,-0.2457045465707779|-7.82074096150609e-07,1,-2.0882188778159616e-07|Running
-911.2626342773438,565.8140258789062,993.4645385742188|-0.9751148223876953,-6.573599193870905e-07,-0.221700519323349|-6.394433285095147e-07,1,-1.5258994778832857e-07|Running
-912.0272827148438,565.2484130859375,993.3848266601562|-0.9811473488807678,-4.336681342920201e-07,-0.1932612508535385|-4.249058349614643e-07,1,-8.678877350121184e-08|Running
-912.5442504882812,565.0797729492188,993.3306884765625|-0.9841731786727905,-3.01246842582259e-07,-0.17720919847488403|-2.962203211609449e-07,1,-5.482074882934285e-08|Running
-913.21484375,564.6739501953125,993.2637939453125|-0.9873711466789246,-1.8177678384745377e-07,-0.15842404961585999|-1.7941955832156964e-07,1,-2.9181748573137156e-08|Running
-913.8927001953125,564.1929931640625,993.2027587890625|-0.9895771741867065,-1.5128027541777556e-07,-0.1440034955739975|-1.4965353045681695e-07,1,-2.2128389787212654e-08|Running
-914.6358642578125,564.0359497070312,993.1460571289062|-0.9914945960044861,-1.3824985956034652e-07,-0.13014768064022064|-1.37031975100399e-07,1,-1.8312947602794338e-08|Running
-915.5999145507812,564.1975708007812,993.0913696289062|-0.9938816428184509,-1.5839550826513005e-07,-0.11045055091381073|-1.5737320779862785e-07,1,-1.7973345478594638e-08|Running
-916.2621459960938,564.4957275390625,993.0634765625|-0.9953552484512329,-1.4741794984729495e-07,-0.09627027809619904|-1.4669178938220284e-07,1,-1.4620414212629385e-08|Running
-916.9302368164062,564.8612060546875,993.041259765625|-0.9965283274650574,-1.2283123851375422e-07,-0.08325406908988953|-1.223853161036459e-07,1,-1.0459423549491476e-08|Running
-917.5971069335938,565.2215576171875,993.034423828125|-0.9976376295089722,-1.6087084020455222e-07,-0.06869632750749588|-1.6045839856815292e-07,1,-1.152187678599148e-08|Running
-918.27294921875,565.5554809570312,993.033935546875|-0.9985039234161377,-1.4333558340240415e-07,-0.05467979609966278|-1.4309834739378857e-07,1,-8.253923766687876e-09|Running
-918.9281616210938,565.8986206054688,993.0477905273438|-0.9992205500602722,-1.5965568422871002e-07,-0.03947538137435913|-1.5951333409702784e-07,1,-6.75564182373023e-09|Running
-919.6919555664062,566.3106689453125,993.0809326171875|-0.9997990727424622,-1.9836731723898993e-07,-0.02004566788673401|-1.9831078645893285e-07,1,-4.80859263518596e-09|Running
-920.3709716796875,566.6539916992188,993.1295776367188|-0.9999986886978149,-2.3756261668950174e-07,-0.0016319623682647943|-2.3756038558531145e-07,1,-1.5599013192257871e-09|Running
-921.0723876953125,566.9644775390625,993.207275390625|-0.9997890591621399,-3.390949245840602e-07,0.02053743228316307|-3.3907048191395006e-07,1,4.672279896311693e-09|Running
-921.9150390625,567.251708984375,993.3175659179688|-0.9989129304885864,-3.6122500546298397e-07,0.04661447927355766|-3.60961394108017e-07,1,1.4072287335409328e-08|Running
-922.650390625,567.4143676757812,993.4334106445312|-0.9976186752319336,-3.5480559290590463e-07,0.06897128373384476|-3.541297814990685e-07,1,2.2025547607995577e-08|Running
-923.5122680664062,567.50439453125,993.5820922851562|-0.9956372976303101,-3.1190157301352883e-07,0.09330779314041138|-3.107200257090881e-07,1,2.7190893092665647e-08|Running
-924.3701171875,567.5330200195312,993.7540893554688|-0.9930243492126465,-3.170030140609015e-07,0.11790938675403595|-3.15018894525565e-07,1,3.546443139157418e-08|Running
-925.101806640625,567.5376586914062,993.9186401367188|-0.9903134107589722,-3.183330932188255e-07,0.13884992897510529|-3.1553415169582877e-07,1,4.2170775316208164e-08|Running
-925.8317260742188,567.5301513671875,994.090576171875|-0.9874760508537292,-2.668242871095572e-07,0.15776893496513367|-2.637107456848753e-07,1,4.066866310381556e-08|Running
-926.6819458007812,567.5164794921875,994.2969970703125|-0.9842385649681091,-1.932056932218984e-07,0.17684566974639893|-1.9027308439945045e-07,1,3.354098154773055e-08|Running
-928.6260375976562,567.4738159179688,994.7658081054688|-0.9779878854751587,-1.3699883538720314e-07,0.20866169035434723|-1.3401842124949326e-07,1,2.842138080438872e-08|Running
-930.5714721679688,567.080078125,995.1013793945312|-0.9815205335617065,-1.1965380508627277e-07,0.19135676324367523|-1.1716550574192297e-07,1,2.431820611548119e-08|Running
-931.8935546875,566.74169921875,995.374267578125|-0.9810988903045654,-3.1112158183077554e-08,0.1935071051120758|-3.088061717448909e-08,1,4.2128509569749895e-09|Running
-932.7374877929688,566.6373901367188,995.5624389648438|-0.9800314903259277,-3.7919299700206466e-08,0.19884243607521057|-3.786421842733034e-08,1,4.079480753205189e-09|Running
-933.7036743164062,566.536376953125,995.7957153320312|-0.9780889749526978,-1.2331794607689517e-07,0.2081872820854187|-1.2098560375761735e-07,1,2.393639420006366e-08|Running
-934.3086547851562,566.5117797851562,995.9425659179688|-0.9770063757896423,-1.0961447571844474e-07,0.2132100611925125|-1.0695475083366546e-07,1,2.4009201737840158e-08|Running
-935.518310546875,566.3966674804688,996.236328125|-0.9752657413482666,-1.0733714361776947e-07,0.22103562951087952|-1.04150529978142e-07,1,2.607137261634307e-08|Running
-936.6034545898438,566.2607421875,996.4996337890625|-0.9741613864898682,-7.529246914828036e-08,0.22585298120975494|-7.31815319454654e-08,1,1.7718814859790655e-08|Running
-937.4492797851562,566.1715698242188,996.7049560546875|-0.9735640287399292,-5.8693856885838613e-08,0.22841426730155945|-5.730811380999512e-08,1,1.269947258464299e-08|Running
-938.4165649414062,566.0765380859375,996.9398193359375|-0.973065972328186,-6.383999817671793e-08,0.230526864528656|-6.262489904429458e-08,1,1.2587834774535622e-08|Running
-939.384765625,565.9679565429688,997.164794921875|-0.9732396006584167,-7.892774789297619e-08,0.22979262471199036|-7.760117171073944e-08,1,1.4809944381966034e-08|Running
-940.3552856445312,565.8544311523438,997.376953125|-0.974175751209259,-1.0761088020672105e-07,0.22579114139080048|-1.0563496033455522e-07,1,2.083281103182344e-08|Running
-940.9630126953125,565.7786865234375,997.5018920898438|-0.9750751852989197,-1.0080906776011034e-07,0.2218746691942215|-9.849515691939814e-08,1,2.1493569590802508e-08|Running
-941.692138671875,565.6819458007812,997.6477661132812|-0.9762353301048279,-1.1183406911641214e-07,0.2167131006717682|-1.0877085543370413e-07,1,2.606266136240265e-08|Running
-943.6375732421875,565.4014282226562,998.0151977539062|-0.9797642827033997,-1.1363779606199387e-07,0.20015493035316467|-1.111690650645869e-07,1,2.3573326402015482e-08|Running
-945.598876953125,565.1718139648438,998.3338012695312|-0.9838852882385254,-1.1843856384530227e-07,0.17880083620548248|-1.1631212259999302e-07,1,2.2375617803049863e-08|Running
-947.5759887695312,565.12353515625,998.6141357421875|-0.9874528646469116,-1.1331397331559856e-07,0.1579141765832901|-1.1172974723194784e-07,1,1.8909735999272925e-08|Running
-948.5684814453125,565.1702880859375,998.73095703125|-0.9891855716705322,-1.2506713176207995e-07,0.14666931331157684|-1.2354114176105213e-07,1,1.9513446858354655e-08|Running
-949.560302734375,565.2412719726562,998.8363647460938|-0.9907762408256531,-1.2272835192561615e-07,0.1355079710483551|-1.2143290462063305e-07,1,1.7825525944203946e-08|Running
-950.3049926757812,565.3035278320312,998.8970336914062|-0.9921770095825195,-1.398920943529447e-07,0.12483899295330048|-1.38607305188998e-07,1,1.8977406313069878e-08|Running
-951.1715698242188,565.3909301757812,998.9437866210938|-0.9940894246101379,-1.4323759955914284e-07,0.10856420546770096|-1.421969528792033e-07,1,1.7327062451499842e-08|Running
-952.042724609375,565.5001220703125,998.9754638671875|-0.9958087205886841,-1.5487394477986527e-07,0.09146025776863098|-1.5404413034048048e-07,1,1.613217470719519e-08|Running
-953.281494140625,565.6569213867188,998.9918823242188|-0.9978684186935425,-1.8005579249802395e-07,0.06525805592536926|-1.7951482789158035e-07,1,1.4153277660966523e-08|Running
-954.1390991210938,565.7503662109375,998.9821166992188|-0.9989014267921448,-1.7753912118223525e-07,0.04686132073402405|-1.7723402834235458e-07,1,1.0665575089774393e-08|Running
-955.1181030273438,565.9102172851562,998.9652709960938|-0.9995788931846619,-1.49115777503539e-07,0.029018497094511986|-1.490068797238564e-07,1,5.915082645913117e-09|Running
-955.8550415039062,566.0479736328125,998.9522094726562|-0.999821662902832,-1.2612551358870405e-07,0.018885541707277298|-1.2608080623977003e-07,1,3.557858452296614e-09|Running
-956.8442993164062,566.2152709960938,998.929443359375|-0.9999728202819824,-1.2366420776288578e-07,0.007369199302047491|-1.2365299539851549e-07,1,1.9767725234487443e-09|Running
-958.58447265625,566.425048828125,998.8789672851562|-0.9999500513076782,-1.2972233776054054e-07,-0.00999189168214798|-1.297267004929381e-07,1,-2.111030100726552e-10|Running
-959.8277587890625,566.5543212890625,998.8370971679688|-0.9998278617858887,-1.0626113322587116e-07,-0.018553700298070908|-1.0625443280787294e-07,1,-1.3468300918972886e-09|Running
-960.7771606445312,566.77783203125,998.800048828125|-0.9997052550315857,-9.551310853339601e-08,-0.024276861920952797|-9.549504653705299e-08,1,-1.9032417863940054e-09|Running
-961.574462890625,567.2511596679688,998.7684936523438|-0.9995909333229065,-1.1526616106039e-07,-0.028599677607417107|-1.152286728256513e-07,1,-2.9588820282810957e-09|Running
-962.2367553710938,567.6685180664062,998.7387084960938|-0.9994917511940002,-8.569879383912848e-08,-0.03187784552574158|-8.566684783772871e-08,1,-2.367776863465565e-09|Running
-963.09423828125,568.0433959960938,998.6998291015625|-0.9993817806243896,-7.725176942585676e-08,-0.035158246755599976|-7.72164199247527e-08,1,-2.363212958655936e-09|Running
-963.9446411132812,568.332763671875,998.6612548828125|-0.999289870262146,-1.0231261882154286e-07,-0.037679363042116165|-1.0225819835341099e-07,1,-3.371499301962899e-09|Running
-964.9161376953125,568.7802124023438,998.6172485351562|-0.9991961121559143,-7.166101312350293e-08,-0.040088385343551636|-7.161899873153743e-08,1,-2.484078276410173e-09|Running
-965.5919799804688,569.115966796875,998.5866088867188|-0.9991492033004761,-1.3285237798754679e-08,-0.04124145954847336|-1.3272325460889078e-08,1,-5.868971419964453e-10|Running
-966.7247924804688,569.6373291015625,998.5352783203125|-0.9990898370742798,7.569198601231619e-08,-0.04265568032860756|7.566336535091978e-08,1,2.28545293801119e-09|Running
-967.6310424804688,570.0638427734375,998.4942626953125|-0.9990565180778503,8.917488258930462e-08,-0.04342903569340706|8.913877991290065e-08,1,2.7679281089376673e-09|Running
-968.5758056640625,570.45361328125,998.4436645507812|-0.998946487903595,2.450043945501079e-09,-0.04589012637734413|2.4515247609713242e-09,1,2.4009934665447652e-11|Running
-969.318603515625,570.6327514648438,998.4035034179688|-0.9988654255867004,-7.924701606043527e-08,-0.04762255400419235|-7.920652933535166e-08,1,-2.7371862554304016e-09|Running
-970.1820068359375,570.7847900390625,998.3572998046875|-0.9987952709197998,-8.011274132968538e-08,-0.049071457237005234|-8.00719632820801e-08,1,-2.7967135274309385e-09|Running
-970.9044799804688,570.9579467773438,998.319091796875|-0.9987544417381287,-7.057628437223684e-08,-0.0498950332403183|-7.053757400399263e-08,1,-2.536681309450728e-09|Running
-971.858642578125,571.2329711914062,998.279052734375|-0.9988417029380798,-6.45669686605288e-08,-0.04811727628111839|-6.452206946505612e-08,1,-2.4863375802652854e-09|Running
-972.7181396484375,571.4330444335938,998.2513427734375|-0.999005913734436,-8.946155816147439e-08,-0.04457786679267883|-8.938479822973022e-08,1,-3.7152634302373144e-09|Running
-973.7135009765625,571.5825805664062,998.2333374023438|-0.9992878437042236,-1.078529479059398e-07,-0.03773391246795654|-1.0776776804277688e-07,1,-4.2912859932187075e-09|Running
-974.7095947265625,571.6863403320312,998.2195434570312|-0.9995157718658447,-1.0052018950545971e-07,-0.031115690246224403|-1.004718939157101e-07,1,-3.1155578117392224e-09|Running
-975.7034912109375,571.7890625,998.2111206054688|-0.9996892213821411,-1.0687330842529263e-07,-0.0249281395226717|-1.0685034368407287e-07,1,-2.2530988186275636e-09|Running
-976.4481811523438,571.7941284179688,998.2050170898438|-0.9997732639312744,-1.2288326445286657e-07,-0.02129274606704712|-1.2287107153952093e-07,1,-1.88068827178256e-09|Running
-977.17236328125,571.674072265625,998.19921875|-0.9998290538787842,-7.313056471502932e-08,-0.018488049507141113|-7.312822702942867e-08,1,-8.024824693642074e-10|Running
-977.8982543945312,571.431396484375,998.1934204101562|-0.9998673796653748,-4.810794962395448e-08,-0.016285192221403122|-4.8113008688233094e-08,1,-8.107231552756389e-11|Running
-978.7540893554688,571.1392211914062,998.1866455078125|-0.9998980760574341,-3.783151925063066e-08,-0.01427773293107748|-3.784307267551412e-08,1,5.388552382079581e-10|Running
-979.617431640625,571.0067749023438,998.1793823242188|-0.9999186992645264,-3.994973951648717e-08,-0.01275016088038683|-3.996619923896105e-08,1,1.0362839475419605e-09|Running
-980.362548828125,570.9442749023438,998.1732177734375|-0.9999309182167053,-4.7522060953042455e-08,-0.01175608579069376|-4.754198812406685e-08,1,1.4154019067902368e-09|Running
-981.112060546875,570.9496459960938,998.1669921875|-0.9999396800994873,-5.8141978342973744e-08,-0.010983937419950962|-5.816497150590294e-08,1,1.7739351099166356e-09|Running
-981.9834594726562,571.0076904296875,998.1597290039062|-0.9999471306800842,-7.282966407728964e-08,-0.010281279683113098|-7.285591152594861e-08,1,2.1782304848727563e-09|Running
-982.9790649414062,571.0955810546875,998.1514892578125|-0.9999532103538513,-9.140687495801103e-08,-0.009674678556621075|-9.143661117150259e-08,1,2.631198370295351e-09|Running
-983.8375854492188,571.2169189453125,998.1446533203125|-0.9999569058418274,-1.0854960663664315e-07,-0.009286330081522465|-1.0858236976218905e-07,1,3.023760353215721e-09|Running
-984.564697265625,571.3694458007812,998.1387939453125|-0.9999591708183289,-1.235889754980235e-07,-0.00903712585568428|-1.2362437473711907e-07,1,3.358808564613014e-09|Running
-985.29150390625,571.5507202148438,998.1329345703125|-0.9999608993530273,-1.2118243830627762e-07,-0.00884389877319336|-1.2121572012802062e-07,1,3.227981215658815e-09|Running
-986.022705078125,571.727783203125,998.1270751953125|-0.9999622106552124,-3.0860370259233605e-08,-0.00869204755872488|-3.086823952003215e-08,1,7.709962113189306e-10|Running
-986.7650756835938,571.86669921875,998.1209716796875|-0.9999632835388184,5.9274341879245185e-08,-0.008572515100240707|5.9290961473834614e-08,1,-1.6846846140339267e-09|Running
-987.5137939453125,571.951416015625,998.11474609375|-0.9999640583992004,9.249575327885395e-08,-0.008478385396301746|9.252083543742629e-08,1,-2.5657980184945473e-09|Running
-988.3887329101562,571.9892578125,998.1074829101562|-0.9999647736549377,6.500287952349026e-08,-0.008392584510147572|6.501993254914851e-08,1,-1.7590221501606607e-09|Running
-989.3887329101562,572.001953125,998.0991821289062|-0.9999654293060303,3.360543843200503e-08,-0.008318508975207806|3.3613574146329483e-08,1,-8.382861627076466e-10|Running
-990.3887329101562,572.0056762695312,998.0908813476562|-0.9999658465385437,2.245239327791637e-09,-0.008264756761491299|2.2446458025626725e-09,1,8.10828140740405e-11|Running
-991.0137329101562,572.0065307617188,998.0873413085938|-0.999968945980072,-1.7566845755823124e-08,-0.007881713099777699|-1.7572549637634438e-08,1,6.543148245441444e-10|Running
-991.7637329101562,572.0069580078125,998.0833740234375|-0.9999730587005615,-4.2340253969541664e-08,-0.007341224234551191|-4.235122830209548e-08,1,1.3396060927206577e-09|Running
-992.3887329101562,572.0070190429688,998.0800170898438|-0.9999757409095764,-6.37249044643795e-08,-0.006964143831282854|-6.373974770212953e-08,1,1.9096071390833913e-09|Running
-993.0137329101562,572.0070190429688,998.07666015625|-0.9999778270721436,-8.554812325201056e-08,-0.006655709818005562|-8.556651920343938e-08,1,2.4793140873669017e-09|Running
-993.8887329101562,572.0070190429688,998.0719604492188|-0.999980092048645,-1.1656304366169934e-07,-0.006305705290287733|-1.1658602971920118e-07,1,3.276964033460672e-09|Running
-995.0137329101562,572.0070190429688,998.06591796875|-0.9999822378158569,-5.1003549828010364e-08,-0.005963789764791727|-5.101268030216488e-08,1,1.3788870045772228e-09|Running
-995.8887329101562,572.0070190429688,998.0612182617188|-0.9999833106994629,4.0811762858083966e-08,-0.0057747578248381615|4.081956461732261e-08,1,-1.2331651255692577e-09|Running
-996.6387329101562,572.0070190429688,998.0571899414062|-0.9999840259552002,1.0095649116692584e-07,-0.005655157845467329|1.0097472369352545e-07,1,-2.9388222966275634e-09|Running
-997.2637329101562,572.0070190429688,998.0538330078125|-0.9999844431877136,7.452365480276057e-08,-0.005577223841100931|7.45367714216627e-08,1,-2.14396567166375e-09|Running
-998.0137329101562,572.0070190429688,998.0498046875|-0.999984860420227,4.281614351953067e-08,-0.005502052139490843|4.282334131744392e-08,1,-1.1909289110434429e-09|Running
-998.7637329101562,572.0070190429688,998.0457763671875|-0.9999852180480957,1.1131120913887571e-08,-0.0054422710090875626|1.1132585520101657e-08,1,-2.3878565791335404e-10|Running
-999.6387329101562,572.0070190429688,998.037109375|-0.9999796152114868,-2.7227098797766303e-08,-0.006384389474987984|-2.7233184596298088e-08,1,8.664620687603986e-10|Running
-1000.5137329101562,572.0070190429688,998.02783203125|-0.9999727010726929,-6.984393507991626e-08,-0.007388748694211245|-6.986029887912082e-08,1,1.956953488146951e-09|Running
-1001.2637329101562,572.0070190429688,998.0197143554688|-0.9999675154685974,-1.0890263979490555e-07,-0.00806270632892847|-1.0892940593976164e-07,1,2.88045476359855e-09|Running
-1002.0137329101562,572.0070190429688,998.0116577148438|-0.999963104724884,-7.872631613281555e-08,-0.008588104508817196|-7.874633922710927e-08,1,1.993567311231459e-09|Running
-1002.7637329101562,572.0070190429688,998.0036010742188|-0.9999594688415527,-1.4182229612913488e-08,-0.009001289494335651|-1.4184670327210824e-08,1,2.0723536775513196e-10|Running
-1003.5137329101562,572.0070190429688,997.9955444335938|-0.999956488609314,4.974067380203451e-08,-0.009326559491455555|4.9757534981154095e-08,1,-1.5758123694809e-09|Running
-1004.3887329101562,572.0070190429688,997.9861450195312|-0.9999536871910095,1.0563852725908873e-07,-0.009623064659535885|1.0567345043455134e-07,1,-3.1207225692497786e-09|Running
-1005.1387329101562,572.0070190429688,997.9780883789062|-0.9999517798423767,5.991928020421255e-08,-0.00981819536536932|5.993899065970254e-08,1,-1.7134773599991604e-09|Running
-1005.8887329101562,572.0070190429688,997.9666137695312|-0.9999417662620544,1.261843962652165e-08,-0.010793394409120083|1.2622630940484214e-08,1,-3.2019825679796554e-10|Running
-1006.6387329101562,572.0070190429688,997.9548950195312|-0.9999299645423889,-3.91243624164872e-08,-0.011836695484817028|-3.913937618449381e-08,1,1.0366439928688465e-09|Running
-1007.5137329101562,572.0070190429688,997.936767578125|-0.9999045729637146,-1.0883058365607212e-07,-0.013814650475978851|-1.0887598733688719e-07,1,2.5349409238373255e-09|Running
-1008.2637329101562,572.0070190429688,997.9209594726562|-0.9998819828033447,-7.349947850343597e-08,-0.0153639642521739|-7.352893049983322e-08,1,1.3523188124864305e-09|Running
-1009.1387329101562,572.0070190429688,997.902587890625|-0.999859094619751,-4.176241219511212e-08,-0.01678580977022648|-4.176632373287248e-08,1,-1.176447828044047e-10|Running
-1009.8883666992188,572.0070190429688,997.8831176757812|-0.999828040599823,-2.3419302053184765e-08,-0.018544699996709824|-2.3395898551825667e-08,1,-1.4790147995213943e-09|Running
-1010.762939453125,572.0070190429688,997.8599853515625|-0.9997906684875488,-1.7278781072604943e-08,-0.02046041376888752|-1.7215441516782448e-08,1,-3.2718627807071243e-09|Running
-1011.6375122070312,572.0070190429688,997.8368530273438|-0.9997591972351074,-2.268386367632047e-08,-0.021944990381598473|-2.257430509189362e-08,1,-5.240137213036178e-09|Running
-1012.5120849609375,572.0070190429688,997.8137817382812|-0.9997339844703674,-3.4777773549876656e-08,-0.02306404709815979|-3.461808617544193e-08,1,-7.322827677569421e-09|Running
-1013.5115966796875,572.0070190429688,997.7824096679688|-0.9996827840805054,-5.930951374466531e-08,-0.025186609476804733|-5.907878275479561e-08,1,-9.905019027200979e-09|Running
-1014.26123046875,572.0070190429688,997.758544921875|-0.9996464252471924,-8.91130298441567e-08,-0.02658962272107601|-8.882336288706938e-08,1,-1.2075055622062791e-08|Running
-1015.1358032226562,572.0070190429688,997.7307739257812|-0.9996118545532227,-1.1358714147036153e-07,-0.027858834713697433|-1.1327271209893297e-07,1,-1.286450856952115e-08|Running
-1016.1353149414062,572.0070190429688,997.698486328125|-0.9995774626731873,-2.5659876001782322e-08,-0.02906646579504013|-2.564714662867118e-08,1,-8.10747913249088e-10|Running
-1017.1348266601562,572.0070190429688,997.666259765625|-0.9995507597923279,5.764088228943365e-08,-0.0299717765301466|5.73332386011316e-08,1,1.1123857390771263e-08|Running
-1018.0093994140625,572.0070190429688,997.6380615234375|-0.9995333552360535,9.369371412049077e-08,-0.03054574504494667|9.325571426188617e-08,1,1.5763793825840366e-08|Running
-1018.8836059570312,572.0070190429688,997.603515625|-0.9994738101959229,3.6309074857854284e-08,-0.0324365496635437|3.613760668486066e-08,1,5.872611286150686e-09|Running
-1019.6332397460938,572.0070190429688,997.579345703125|-0.9994657039642334,-2.0734274741585068e-08,-0.032684989273548126|-2.065323556621479e-08,1,-2.8170408228334054e-09|Running
-1020.3828735351562,572.0070190429688,997.55859375|-0.9994947910308838,-7.915089383914165e-08,-0.031783897429704666|-7.882420050009387e-08,1,-1.1531529509056782e-08|Running
-1021.1328735351562,572.0070190429688,997.5452270507812|-0.9995731115341187,-9.53975600737067e-08,-0.029217306524515152|-9.506200626674399e-08,1,-1.2873793586720694e-08|Running
-1021.8828735351562,572.0070190429688,997.539306640625|-0.9996848702430725,-1.0225884494730053e-07,-0.025103285908699036|-1.021000812784223e-07,1,-7.60609886185648e-09|Running
-1022.7578735351562,572.0070190429688,997.5509643554688|-0.9998632073402405,-1.2080809597136977e-07,-0.01653878577053547|-1.2080630540367565e-07,1,-1.1072119887600707e-09|Running
-1023.7574462890625,572.0070190429688,997.5736083984375|-0.9999823570251465,-1.219380152406302e-07,-0.005939435213804245|-1.219422358644806e-07,1,3.4902455925411857e-10|Running
-1024.6317138671875,572.0070190429688,997.6082763671875|-0.9999889135360718,-1.359148029678181e-07,0.004704522434622049|-1.359149024438011e-07,1,2.976892343742321e-10|Running
-1025.50439453125,572.0070190429688,997.6687622070312|-0.999811589717865,-1.3067284498902154e-07,0.019410302862524986|-1.306566446146462e-07,1,2.102876317522373e-09|Running
-1026.25146484375,572.0070190429688,997.7352294921875|-0.9994407892227173,-1.3675497712029028e-07,0.03343888372182846|-1.3668868348304386e-07,1,4.268536635265718e-09|Running
-1027.24658203125,572.0070190429688,997.8331909179688|-0.9986953735351562,-1.2380870373362995e-07,0.05106419697403908|-1.2366099610972014e-07,1,6.0519851352580645e-09|Running
-1027.992919921875,572.0070190429688,997.906005859375|-0.9981324076652527,-1.3948960031484603e-07,0.06108713150024414|-1.3922704056312796e-07,1,8.554550845474296e-09|Running
-1028.9879150390625,572.0070190429688,998.0082397460938|-0.997376024723053,-1.1885275341683155e-07,0.07239503413438797|-1.1853389025873184e-07,1,8.700781428672144e-09|Running
-1029.6092529296875,572.0070190429688,998.0755004882812|-0.9969030022621155,-1.1925146736757597e-07,0.07864103466272354|-1.1886492501389512e-07,1,9.596349492824174e-09|Running
-1030.3548583984375,572.0070190429688,998.1568603515625|-0.9963902831077576,-1.0506596481718589e-07,0.08489071577787399|-1.0466290945032597e-07,1,9.198456218939555e-09|Running
-1030.9757080078125,572.0070190429688,998.227783203125|-0.9959593415260315,-1.0812858874942322e-07,0.0898052453994751|-1.0766356695057766e-07,1,1.0022264795850333e-08|Running
-1031.8455810546875,572.0070190429688,998.323486328125|-0.9955037832260132,-9.978414539091318e-08,0.09472169727087021|-9.930337085961582e-08,1,9.789347998889752e-09|Running
-1032.7147216796875,572.0070190429688,998.42333984375|-0.995053231716156,-1.0391892146799364e-07,0.0993434488773346|-1.033511338732751e-07,1,1.0861807453466099e-08|Running
-1033.583740234375,572.0070190429688,998.5238647460938|-0.9946684241294861,-8.825103492426933e-08,0.10312476754188538|-8.773409376772179e-08,1,9.548653423507858e-09|Running
-1034.32861328125,572.0070190429688,998.6137084960938|-0.994312584400177,-8.825853825555896e-08,0.10650085657835007|-8.770512494038485e-08,1,9.87995640855388e-09|Running
-1035.07373046875,572.0070190429688,998.6986083984375|-0.9941291213035583,-1.1911303943179519e-07,0.10820033401250839|-1.1833304114361454e-07,1,1.3629521511404619e-08|Running
-1035.943603515625,572.0070190429688,998.7944946289062|-0.9940711259841919,-5.517911461083713e-08,0.10873189568519592|-5.480306342064978e-08,1,6.446783995528449e-09|Running
-1036.689208984375,572.0070190429688,998.8738403320312|-0.9941193461418152,1.4055745012342413e-08,0.10828994959592819|1.3988660896302463e-08,1,-1.3791339181778994e-09|Running
-1037.434814453125,572.0070190429688,998.951904296875|-0.9942065477371216,8.140217744312395e-08,0.10748672485351562|8.090495384749374e-08,1,-8.986686061973614e-09|Running
-1038.180419921875,572.0070190429688,999.0298461914062|-0.9942852854728699,9.1121684420159e-08,0.10675539076328278|9.055465000074037e-08,1,-1.0158972330032157e-08|Running
-1039.0509033203125,572.0070190429688,999.1204223632812|-0.994368851184845,3.583071617185851e-08,0.10597441345453262|3.5596901426515615e-08,1,-4.097850503370637e-09|Running
-1039.6728515625,572.0070190429688,999.1821899414062|-0.9944868683815002,-6.6367746853757126e-09,0.10486134141683578|-6.615060055281674e-09,1,5.548707049385371e-10|Running
-1040.6688232421875,572.0070190429688,999.27392578125|-0.9948304891586304,-9.903161668489702e-08,0.10154934972524643|-9.846129955803917e-08,1,1.0628490976216654e-08|Running
-1041.4158935546875,572.0070190429688,999.3427124023438|-0.9950430989265442,-8.706159349003428e-08,0.09944457560777664|-8.655711525307197e-08,1,9.387471244792778e-09|Running
-1042.1629638671875,572.0070190429688,999.4075927734375|-0.9952941536903381,-9.541962242565205e-08,0.09689991921186447|-9.48724334648432e-08,1,1.0254397331266318e-08|Running
