Replay 1|true|381
825.8017578125,56.503231048583984,727.8110961914062|-0.9265154004096985,4.299201350477233e-08,-0.3762568235397339|4.7288729376759875e-08,1,-2.1839368091747247e-09|Freefall
825.4505615234375,56.07175064086914,727.6692504882812|-0.9561005234718323,8.930356010239393e-09,-0.293038934469223|1.683813088959596e-08,1,-2.4462924130830288e-08|Landed
825.1333618164062,55.54595184326172,727.5411987304688|-0.9574195146560669,-9.405909651150068e-08,-0.28870028257369995|-7.538120883054944e-08,1,-7.581446226367916e-08|Running
825.1333618164062,55.630001068115234,727.5411987304688|-0.9706320762634277,-6.569379706888867e-08,-0.24056878685951233|-5.726953133944335e-08,1,-4.200939329734865e-08|Running
825.1333618164062,55.68385314941406,727.5411987304688|-0.9758402109146118,-4.484630267143075e-08,-0.2184855341911316|-4.186962243579728e-08,1,-1.825403472821563e-08|Running
825.1333618164062,55.73041534423828,727.5411987304688|-0.9814273118972778,-1.774577995661275e-08,-0.19183449447155|-2.058303927299221e-08,1,1.2797364057348659e-08|Running
825.1333618164062,55.7514762878418,727.5411987304688|-0.9891191124916077,1.6877022002148578e-09,-0.1471167653799057|-3.6674712156070655e-09,1,3.6129588210087604e-08|Running
825.1333618164062,55.76824188232422,727.5411987304688|-0.9916264414787292,2.7097330601577596e-08,-0.12913960218429565|1.8724437111927728e-08,1,6.605009872373557e-08|Running
825.1333618164062,55.778953552246094,727.5411987304688|-0.9916259050369263,5.8828973692470754e-08,-0.129143625497818|4.586748048041045e-08,1,1.0333915412275019e-07|Running
825.1333618164062,55.78324508666992,727.5411987304688|-0.9916259050369263,4.503232275965274e-08,-0.129143625497818|3.6230698441386266e-08,1,7.050307715417148e-08|Running
825.1333618164062,55.785125732421875,727.5411987304688|-0.9916259050369263,3.469257237043166e-08,-0.129143625497818|2.9008518254158844e-08,1,4.589443491909151e-08|Running
825.1333618164062,55.78685760498047,727.5411987304688|-0.991625964641571,1.747441658039861e-08,-0.1291429102420807|1.6981877237753906e-08,1,4.915072349120919e-09|Running
825.1333618164062,55.78741455078125,727.5411987304688|-0.991625964641571,7.152368031171363e-09,-0.1291429102420807|9.772051612344512e-09,1,-1.9651505311912842e-08|Running
825.1333618164062,55.78792953491211,727.5411987304688|-0.9897764921188354,-1.0565743835400099e-08,-0.14262691140174866|-1.967487950338409e-09,1,-6.042597533451044e-08|Running
825.1333618164062,55.78809356689453,727.5411987304688|-0.9891184568405151,-2.1293006469136344e-08,-0.14712144434452057|-8.890477687373277e-09,1,-8.49588701612447e-08|Running
825.1333618164062,55.78824996948242,727.5411987304688|-0.9891184568405151,-3.334358567030904e-08,-0.14712144434452057|-1.763163126611289e-08,1,-1.0809990413918058e-07|Running
825.0811157226562,55.788429260253906,727.533447265625|-0.9891184568405151,-2.662123677055206e-08,-0.14712144434452057|-1.508774971625826e-08,1,-7.951026503860703e-08|Running
824.8897094726562,55.79364776611328,727.5050048828125|-0.9891184568405151,-1.766480828280237e-08,-0.14712144434452057|-1.1698444879471026e-08,1,-4.141925558087678e-08|Running
824.4547729492188,55.82109069824219,727.4403076171875|-0.989118754863739,-6.480129322028461e-09,-0.1471194326877594|-7.465968288045133e-09,1,6.148746400924665e-09|Running
824.1235961914062,55.859039306640625,727.3909912109375|-0.9891186952590942,2.249491148909044e-10,-0.14711955189704895|-4.9286010828097915e-09,1,3.466514542083132e-08|Running
823.6765747070312,55.932716369628906,727.3245849609375|-0.989118754863739,9.158361180539032e-09,-0.1471194326877594|-1.547970085447048e-09,1,7.26585653865186e-08|Running
823.1174926757812,56.043949127197266,727.2415771484375|-0.9891186952590942,1.7187202772106502e-08,-0.14711955189704895|2.09964223785164e-09,1,1.0270835559822444e-07|Running
822.6702270507812,56.14658737182617,727.1751708984375|-0.989118754863739,1.360135115646699e-08,-0.1471194326877594|3.1786056009508457e-09,1,7.10805707626605e-08|Running
822.2229614257812,56.256919860839844,727.1087646484375|-0.9891186952590942,1.0018558427304924e-08,-0.14711955189704895|4.25662571856833e-09,1,3.9479797209196477e-08|Running
821.7662353515625,56.35914611816406,727.0408325195312|-0.9891186356544495,6.438804600605863e-09,-0.14712025225162506|5.333703700927117e-09,1,7.90604470779499e-09|Running
821.31640625,56.43998718261719,726.9739990234375|-0.9891185760498047,2.86210566358136e-09,-0.1471203714609146|6.409888175795686e-09,1,-2.3640735591357043e-08|Running
820.8700561523438,56.517494201660156,726.9075927734375|-0.9891185760498047,-7.115357192333249e-10,-0.1471203714609146|7.485151165553816e-09,1,-5.516053036558333e-08|Running
820.5372314453125,56.581722259521484,726.8580932617188|-0.9891185760498047,-3.389762026628773e-09,-0.1471203714609146|8.2909936693909e-09,1,-7.87826834880434e-08|Running
819.99951171875,56.70245361328125,726.7781982421875|-0.9897763729095459,-7.672050550411313e-09,-0.14262783527374268|9.275125556484909e-09,1,-1.1815610889698291e-07|Running
819.5514526367188,56.82708740234375,726.71337890625|-0.9897763729095459,-5.939954306199979e-09,-0.14262783527374268|5.393360869021535e-09,1,-7.907415522367955e-08|Running
819.2089233398438,56.927738189697266,726.6640014648438|-0.9897763729095459,-4.641855788634075e-09,-0.14262783527374268|2.4842135015745725e-09,1,-4.978461021210023e-08|Running
818.6334228515625,57.075538635253906,726.5810546875|-0.9916259050369263,-3.146850779955912e-09,-0.1291435807943344|-3.0380318261080674e-09,1,-1.039616281950373e-09|Running
818.2866821289062,57.139366149902344,726.5350341796875|-0.9938068389892578,-2.7839119898231957e-09,-0.1111212894320488|-5.960582249997515e-09,1,2.8255209727490183e-08|Running
817.8230590820312,57.194740295410156,726.48193359375|-0.9956601858139038,-3.0110116622239502e-09,-0.09306320548057556|-9.316047488994172e-09,1,6.73156108632611e-08|Running
817.3585205078125,57.225982666015625,726.4371948242188|-0.9968348145484924,-3.7703502542285605e-09,-0.07950085401535034|-1.2264861126709548e-08,1,1.0635974234673995e-07|Running
816.8934326171875,57.243186950683594,726.399169921875|-0.9975152611732483,-3.0599018874255535e-09,-0.0704505518078804|-9.483879459537548e-09,1,9.084971708261946e-08|Running
816.3115234375,57.25418472290039,726.357421875|-0.9975152611732483,-1.4132164327662622e-09,-0.0704505518078804|-4.8525561346934865e-09,1,4.864805447368781e-08|Running
815.9623413085938,57.25773620605469,726.3327026367188|-0.9975152611732483,-4.260521102583681e-10,-0.0704505518078804|-2.0761390384649303e-09,1,2.3348691868818605e-08|Running
815.4967651367188,57.25239181518555,726.2997436523438|-0.9975152611732483,8.891796188237322e-10,-0.0704505518078804|1.622979528548285e-09,1,-1.0358573554469785e-08|Running
815.0321044921875,57.226497650146484,726.2670288085938|-0.9975152611732483,2.2032839996910525e-09,-0.0704505518078804|5.318933737896714e-09,1,-4.403703712796414e-08|Running
814.5689697265625,57.17008972167969,726.2343139648438|-0.9975152611732483,3.516261726232983e-09,-0.0704505518078804|9.01172647616022e-09,1,-7.768673526697967e-08|Running
814.1100463867188,57.079078674316406,726.2018432617188|-0.9975152611732483,4.828113908672549e-09,-0.0704505518078804|1.2701359963784853e-08,1,-1.1130767063605163e-07|Running
813.5372314453125,56.95817565917969,726.1612548828125|-0.9975152611732483,3.4146780958366207e-09,-0.0704505518078804|9.152633317910386e-09,1,-8.112375127211635e-08|Running
813.1939086914062,56.917720794677734,726.1370849609375|-0.9975152611732483,2.1097403823944205e-09,-0.0704505518078804|5.802161417989282e-09,1,-5.220688947815688e-08|Running
812.6226806640625,56.80063247680664,726.0968017578125|-0.9975152611732483,-6.329175378239071e-11,-0.0704505518078804|2.22818721806739e-10,1,-4.05329458885717e-09|Running
812.1643676757812,56.71827697753906,726.0643920898438|-0.9975152611732483,-1.8000405610507642e-09,-0.0704505518078804|-4.236359263387612e-09,1,3.443255280899393e-08|Running
811.70654296875,56.63151168823242,726.0321655273438|-0.9975152611732483,-3.5353000527038603e-09,-0.0704505518078804|-8.691722008791203e-09,1,7.288551984174774e-08|Running
811.248779296875,56.55502700805664,725.9999389648438|-0.9975152611732483,-5.269071845503959e-09,-0.0704505518078804|-1.314327224832823e-08,1,1.113056313784e-07|Running
810.7904052734375,56.46767807006836,725.9674682617188|-0.9975152611732483,-3.7188880863681106e-09,-0.0704505518078804|-9.35035338045509e-09,1,7.960522907524137e-08|Running
810.3319091796875,56.39363479614258,725.9349975585938|-0.9975152611732483,-2.170032598058924e-09,-0.0704505518078804|-5.560678584259904e-09,1,4.793190910845624e-08|Running
809.8734130859375,56.30857467651367,725.9025268554688|-0.9978243708610535,-4.782180762497035e-10,-0.06592829525470734|-1.556920703471576e-09,1,1.6310377048966984e-08|Running
809.4141235351562,56.23651885986328,725.871826171875|-0.9981135725975037,1.3566012757593171e-09,-0.061394453048706055|2.3003934312981755e-09,1,-1.530191440224371e-08|Running
809.0689697265625,56.16776657104492,725.850341796875|-0.998629629611969,2.947854405022099e-09,-0.05233388394117355|4.996707936300027e-09,1,-3.9018821951231075e-08|Running
808.4915161132812,56.09680938720703,725.8193969726562|-0.9992494583129883,6.137157004815208e-09,-0.038736674934625626|9.186582161646584e-09,1,-7.854390560169122e-08|Running
808.0276489257812,56.05274200439453,725.800537109375|-0.9997879862785339,9.260453737169883e-09,-0.02059124782681465|1.1532794275126435e-08,1,-1.1023593060599524e-07|Running
807.6784057617188,56.00728988647461,725.7921752929688|-0.9997879862785339,8.510678384254788e-09,-0.02059124782681465|1.0543208972535467e-08,1,-9.859989802407654e-08|Running
807.21240234375,55.98063278198242,725.7825317382812|-0.9998710751533508,5.275149206340757e-09,-0.016058722510933876|6.23367801821928e-09,1,-5.963892135696369e-08|Running
806.6295776367188,55.9562873840332,725.7728271484375|-0.999933660030365,1.0132269467888477e-09,-0.011520025320351124|1.1394899468442077e-09,1,-1.095374102533242e-08|Running
806.2798461914062,55.945411682128906,725.7685546875|-0.9999756217002869,-1.6743785247186338e-09,-0.006982282269746065|-1.8018067038383379e-09,1,1.824393613958364e-08|Running
805.8132934570312,55.93569564819336,725.764892578125|-0.9999756217002869,-5.255173185503281e-09,-0.006982282269746065|-5.654360979434614e-09,1,5.715179085541422e-08|Running
805.3467407226562,55.92589569091797,725.76171875|-0.9999756217002869,-8.832908626743574e-09,-0.006982282269746065|-9.503623665807481e-09,1,9.602639750028175e-08|Running
804.7635498046875,55.91249465942383,725.7577514648438|-0.9999756217002869,-8.312534660603887e-09,-0.006982282269746065|-8.943627172186552e-09,1,9.03536943042127e-08|Running
804.2969970703125,55.90010452270508,725.7545776367188|-0.9999756217002869,-5.2373749781509105e-09,-0.006982282269746065|-5.634911204310811e-09,1,5.6915329338380616e-08|Running
803.8304443359375,55.887447357177734,725.7514038085938|-0.9999756217002869,-2.1648427495080114e-09,-0.006982282269746065|-2.3290218642557647e-09,1,2.3505545954094487e-08|Running
803.3638916015625,55.87950897216797,725.7482299804688|-0.9999756217002869,9.050640792374054e-10,-0.006982282269746065|9.74042624335425e-10,1,-9.875683382176703e-09|Running
802.8973388671875,55.86851501464844,725.7450561523438|-0.9999756217002869,3.97234778404254e-09,-0.006982282269746065|4.2742849259980176e-09,1,-4.3228382651250286e-08|Running
802.4307861328125,55.86503219604492,725.7418823242188|-0.9999756217002869,7.037010973931501e-09,-0.006982282269746065|7.571706817088852e-09,1,-7.655257405758675e-08|Running
801.9642333984375,55.86104202270508,725.7387084960938|-0.9999756217002869,1.0099055813839186e-08,-0.006982282269746065|1.0866312294410818e-08,1,-1.098482798056466e-07|Running
801.4976806640625,55.85675811767578,725.7355346679688|-0.9999756217002869,8.242264648572473e-09,-0.006982282269746065|8.868411782714247e-09,1,-8.964562425717304e-08|Running
801.0311279296875,55.85149383544922,725.7323608398438|-0.9999756217002869,4.749021176309043e-09,-0.006982282269746065|5.109742406972373e-09,1,-5.1644548193507944e-08|Running
800.5645751953125,55.84539031982422,725.7291870117188|-0.9999756217002869,1.2587623166027129e-09,-0.006982282269746065|1.3542846843961343e-09,1,-1.367595903190022e-08|Running
800.0980224609375,55.838134765625,725.7260131835938|-0.9999756217002869,-2.228514262014869e-09,-0.006982282269746065|-2.397964049549728e-09,1,2.426018141932218e-08|Running
799.6314697265625,55.83003234863281,725.7228393554688|-0.9999756217002869,-5.7128111130566595e-09,-0.006982282269746065|-6.147006903489682e-09,1,6.216389891733343e-08|Running
799.1649169921875,55.82149124145508,725.7196655273438|-0.9999756217002869,-9.194130790035615e-09,-0.006982282269746065|-9.892845653780569e-09,1,1.0003522277202137e-07|Running
798.6983642578125,55.81256866455078,725.7164916992188|-0.9999977946281433,-9.520816135477617e-09,0.002094015944749117|-9.30903620854906e-09,1,1.0114542448036445e-07|Running
798.2318115234375,55.812538146972656,725.7168579101562|-0.9999780058860779,-6.191200885297121e-09,0.006633339449763298|-5.757430088237925e-09,1,6.541158370509947e-08|Running
797.7652587890625,55.817047119140625,725.7195434570312|-0.9999780058860779,-2.8644453475834553e-09,0.006632862612605095|-2.6677262621177533e-09,1,2.966709189422545e-08|Running
797.2987060546875,55.82169723510742,725.7227172851562|-0.9999780058860779,4.594696012549804e-10,0.006632862612605095|4.193707880961739e-10,1,-6.046866563025333e-09|Running
796.8320922851562,55.9180793762207,725.7251586914062|-0.9999369978904724,-0.00011662970791803673,0.011224934831261635|-0.00012961031461600214,0.9999993443489075,-0.001155687845312059|Running
796.369384765625,55.90034866333008,725.7274780273438|-0.9993943572044373,-0.004511072300374508,0.034504927694797516|-0.004836301784962416,0.9999446272850037,-0.009347941726446152|Running
795.9107055664062,55.876060485839844,725.7374877929688|-0.9986879229545593,-0.008439070545136929,0.05050935968756676|-0.00911968108266592,0.9998704791069031,-0.01325969211757183|Running
795.5692138671875,55.87902069091797,725.7532348632812|-0.9983618259429932,-0.00873335637152195,0.05654561519622803|-0.009435060434043407,0.9998816251754761,-0.012154461815953255|Running
795.1070556640625,55.92205810546875,725.7752685546875|-0.9985423684120178,-0.0018743783002719283,0.05394074320793152|-0.002003247616812587,0.9999952912330627,-0.0023351218551397324|Running
794.643310546875,55.97014236450195,725.7978515625|-0.9986352324485779,0.0005210516974329948,0.05222417786717415|0.00056356011191383,0.9999995231628418,0.0007992382161319256|Running
794.179931640625,56.01820373535156,725.8214111328125|-0.9986463189125061,0.0003526120854075998,0.05201359838247299|0.0003780362894758582,0.9999998211860657,0.00047896194155327976|Running
793.7188720703125,56.03207015991211,725.8453979492188|-0.9986476898193359,0.00003173907316522673,0.051988743245601654|0.000033475313102826476,1,0.000032525716960662976|Running
793.2581176757812,56.05458450317383,725.8694458007812|-0.9986478090286255,-0.000032489191653439775,0.051985811442136765|-0.0000349742840626277,1,-0.00004689357592724264|Running
792.7974243164062,56.09634780883789,725.8934326171875|-0.9986478686332703,-0.000012144948414061219,0.051985498517751694|-0.000012993948985240422,1,-0.000015993511624401435|Running
792.3360595703125,56.150089263916016,725.9173583984375|-0.9986478686332703,5.881872766622109e-07,0.051985498517751694|6.540359436257859e-07,1,0.0000012496617500801221|Running
791.8741455078125,56.2085075378418,725.94140625|-0.9986478686332703,0.0000015576292753394227,0.051985498517751694|0.0000016729678691262961,1,0.000002175153667849372|Running
791.4122314453125,56.268428802490234,725.965576171875|-0.9986478686332703,3.615091941355786e-07,0.051985498517751694|3.8418053804889496e-07,1,4.2611648609636177e-07|Running
790.8348388671875,56.34196090698242,725.9957885742188|-0.9986478686332703,-9.763125063955158e-08,0.051985498517751694|-1.0556556873098089e-07,1,-1.4987990937243012e-07|Running
790.3729248046875,56.40258026123047,726.0199584960938|-0.9986478686332703,-8.470556878137359e-08,0.051985498517751694|-9.003920098393792e-08,1,-1.002565142016465e-07|Running
790.0264892578125,56.45030212402344,726.0380859375|-0.9986478686332703,-7.501855492364484e-08,0.051985498517751694|-7.840312576945507e-08,1,-6.306677136080907e-08|Running
789.5645751953125,56.513023376464844,726.062255859375|-0.9986478686332703,-6.21121856170248e-08,0.051985498517751694|-6.289995013730731e-08,1,-1.3517496455506262e-08|Running
