funny|true|1279
51.52543640136719,574.9185180664062,418.0567932128906|-0.5499836802482605,-1.7577329458617896e-07,-0.8351753950119019|-9.577012605177515e-08,1,-1.473957382813751e-07|Freefall
51.07868576049805,575.3787231445312,417.39312744140625|-0.5518584251403809,-1.1763555107791035e-07,-0.8339378237724304|-6.334994395729154e-08,1,-9.913851073406477e-08|Freefall
50.855464935302734,575.5628662109375,417.0611572265625|-0.5525538325309753,-9.440108783564938e-08,-0.8334771990776062|-5.037731654056188e-08,1,-7.986410111016085e-08|Freefall
50.55783462524414,575.7606811523438,416.6185607910156|-0.5533289313316345,-6.693681342540003e-08,-0.8329628109931946|-3.503442513874688e-08,1,-5.7086882776502534e-08|Freefall
50.26021194458008,575.9039916992188,416.1759338378906|-0.5539917945861816,-4.241996620635291e-08,-0.8325221538543701|-2.1331601374185993e-08,1,-3.67587027483296e-08|Freefall
49.962589263916016,575.9928588867188,415.7333068847656|-0.5545604228973389,-2.0072661754966248e-08,-0.8321434855461121|-8.837764298164075e-09,1,-1.823193684913349e-08|Freefall
49.66333770751953,576.0272216796875,415.2918395996094|-0.5553767681121826,-3.6004793591004614e-10,-0.8315988183021545|2.1847186282286657e-09,1,-1.892006107340194e-09|Freefall
49.285858154296875,575.9934692382812,414.7423400878906|-0.5570781826972961,1.4140081106006619e-08,-0.8304600715637207|1.028795182378417e-08,1,1.0125577709629852e-08|Freefall
48.98353576660156,575.9051513671875,414.30291748046875|-0.5584338307380676,1.3124279441001363e-08,-0.8295490741729736|9.693118308007342e-09,1,9.295790803776072e-09|Freefall
48.754180908203125,575.8031616210938,413.9751892089844|-0.5598352551460266,3.3503886331942567e-09,-0.828603982925415|4.1748267065599975e-09,1,1.2227477919068974e-09|Freefall
48.4448127746582,575.6195068359375,413.540771484375|-0.5624139904975891,-3.573627793684864e-08,-0.8268557786941528|-1.7899335347237866e-08,1,-3.104463885961195e-08|Freefall
48.14945983886719,575.38134765625,413.1268310546875|-0.5632587671279907,-9.91693909213609e-08,-0.8262805342674255|-5.375662226470013e-08,1,-8.337422485737989e-08|Freefall
47.877193450927734,575.088623046875,412.7452087402344|-0.5633563995361328,-1.2758864897932654e-07,-0.8262140154838562|-7.022350700935931e-08,1,-1.0654356685790844e-07|Freefall
47.62800216674805,574.741455078125,412.39593505859375|-0.5633676648139954,-1.1969260071964527e-07,-0.8262063264846802|-6.656009787775474e-08,1,-9.948458767894408e-08|Freefall
47.40188217163086,574.3397827148438,412.0789794921875|-0.5633689165115356,-1.1180356551676596e-07,-0.8262054324150085|-6.289994303187996e-08,1,-9.243184706519969e-08|Freefall
47.19883346557617,573.8836059570312,411.79437255859375|-0.5633690357208252,-1.0392128046987636e-07,-0.8262053728103638|-5.924292523218355e-08,1,-8.538513185385455e-08|Freefall
46.97746658325195,573.2367553710938,411.48406982421875|-0.5633690357208252,-9.407790457771625e-08,-0.8262053728103638|-5.467605035391898e-08,1,-7.658520928544021e-08|Freefall
46.8619499206543,572.8077392578125,411.3221435546875|-0.5633690357208252,-8.817693242235691e-08,-0.8262053728103638|-5.1938268796902776e-08,1,-7.130977053293464e-08|Freefall
46.72811508178711,572.1881103515625,411.1345520019531|-0.5633690357208252,-8.031484810544498e-08,-0.8262053728103638|-4.8290623055891047e-08,1,-6.428112442335987e-08|Freefall
46.61735153198242,571.513916015625,410.9792785644531|-0.5633690357208252,-7.245949973366805e-08,-0.8262053728103638|-4.4646096597489304e-08,1,-5.7258485952615956e-08|Freefall
46.52964782714844,570.7852172851562,410.8563537597656|-0.5633690357208252,-6.46108588853167e-08,-0.8262053728103638|-4.100468231627019e-08,1,-5.0241855120702894e-08|Freefall
46.48871612548828,570.0020141601562,410.7989501953125|-0.5633690357208252,-5.6768929113104605e-08,-0.8262053728103638|-3.736638021223371e-08,1,-4.323122126947965e-08|Landed
46.48606491088867,569.1643676757812,410.79522705078125|-0.5633690357208252,-4.8933703311604404e-08,-0.8262053728103638|-3.3731186732666174e-08,1,-3.622658084623254e-08|Landed
46.48601531982422,568.5773315429688,410.7951354980469|-0.5633690357208252,-4.110517792810242e-08,-0.8262053728103638|-3.009910543028127e-08,1,-2.9227933850961563e-08|Running
46.48601531982422,568.5979614257812,410.7951354980469|-0.5633690357208252,-3.132976900133144e-08,-0.8262053728103638|-2.5563752004131857e-08,1,-2.0488784002736793e-08|Running
46.48601531982422,568.6609497070312,410.7951354980469|-0.5633690357208252,-1.9613311863508898e-08,-0.8262053728103638|-2.01278389511117e-08,1,-1.0014351126130805e-08|Running
46.48601531982422,568.6828002929688,410.7951354980469|-0.5633690357208252,-1.181068487454695e-08,-0.8262053728103638|-1.650776759731798e-08,1,-3.038856721815364e-09|Running
46.48601531982422,568.6947631835938,410.7951354980469|-0.5633690357208252,-4.014727661427742e-09,-0.8262053728103638|-1.2890790657138496e-08,1,3.93067489667942e-09|Running
46.44438171386719,568.7022705078125,410.70587158203125|-0.5472407937049866,-3.0124476779747056e-07,-0.8369752168655396|-1.7421514542093064e-07,1,-2.4601339987384563e-07|Running
46.30171203613281,568.7039184570312,410.4029846191406|-0.5237489342689514,-5.788907628812012e-07,-0.8518726825714111|-3.133364714358322e-07,1,-4.869050371780759e-07|Running
46.19516372680664,568.7001342773438,410.17034912109375|-0.5116198062896729,-5.765505761701206e-07,-0.8592119216918945|-3.0512080684275134e-07,1,-4.893375944448053e-07|Running
46.024471282958984,568.69482421875,409.77288818359375|-0.49444231390953064,-6.0711164451277e-07,-0.869210422039032|-3.108763451109553e-07,1,-5.216242016103934e-07|Running
45.79265594482422,568.6839599609375,409.16351318359375|-0.4714013338088989,-6.913577408340643e-07,-0.8819187879562378|-3.3893286399688805e-07,1,-6.027588028700848e-07|Running
45.52216720581055,568.6693725585938,408.4109191894531|-0.4447433352470398,-6.550498596880061e-07,-0.8956580758094788|-3.0389969651878346e-07,1,-5.804586749036389e-07|Running
45.25186538696289,568.6491088867188,407.5179443359375|-0.4095478653907776,-7.842846230232681e-07,-0.9122886657714844|-3.3702119139888964e-07,1,-7.083923492245958e-07|Running
45.15476608276367,568.6392211914062,407.1300964355469|-0.39298245310783386,-8.672884064253594e-07,-0.9195459485054016|-3.595915529785998e-07,1,-7.89493128650065e-07|Running
45.08760452270508,568.6272583007812,406.73626708984375|-0.3719061017036438,-0.0000011391165344321053,-0.9282703399658203|-4.507972164446983e-07,1,-0.0000010465294053574326|Running
45.05967712402344,568.6162719726562,406.20501708984375|-0.33104193210601807,-0.0000023660707029193873,-0.9436160326004028|-8.619633717898978e-07,1,-0.000002205054215664859|Running
45.17460632324219,568.5762329101562,405.4207763671875|-0.22938181459903717,-0.0000075232674134895205,-0.9733365178108215|-0.00000217731485463446,1,-0.000007216241101559717|Running
45.42251205444336,570.3482055664062,404.3863830566406|-0.07892115414142609,-0.00006552846753038466,-0.9968808889389038|-0.000012865367352787871,1,-0.00006471497908933088|Jumping
45.61204147338867,571.4044799804688,403.7550354003906|0.030445938929915428,-0.00004463360528461635,-0.999536395072937|-0.000006916543043189449,1,-0.00004486498437472619|Freefall
45.91358184814453,572.5596313476562,403.03265380859375|0.16104650497436523,-0.000019514900486683473,-0.9869468212127686|3.326660191760311e-07,1,-0.000019718718249350786|Freefall
46.15846252441406,573.2615356445312,402.57403564453125|0.23826906085014343,-0.000015060873920447193,-0.9711991548538208|0.0000021930711682216497,1,-0.000014969465155445505|Freefall
46.59026336669922,574.2122802734375,401.9228210449219|0.33841994404792786,-0.000011549801456567366,-0.9409952163696289|0.000003034384917555144,1,-0.000011182740308868233|Freefall
46.83500289916992,574.6416625976562,401.6139221191406|0.3799717426300049,-0.000009991315891966224,-0.9249981045722961|0.0000030696451176481787,1,-0.00000954049301071791|Freefall
47.189884185791016,575.16650390625,401.218994140625|0.4267696738243103,-0.000007482892669941066,-0.9043603539466858|0.0000026931652428174857,1,-0.000007003327027632622|Freefall
47.5557861328125,575.6368408203125,400.8305969238281|0.46627962589263916,-0.000005454959591588704,-0.8846374154090881|0.0000022326216821966227,1,-0.000004989539775124285|Freefall
47.919219970703125,576.0526733398438,400.4399719238281|0.498897522687912,-0.000003940224360121647,-0.866661012172699|0.0000017835396874943399,1,-0.000003519739266266697|Freefall
48.372779846191406,576.4957885742188,399.9511413574219|0.5325124263763428,-0.000002619163524286705,-0.8464221954345703|0.0000012999943237446132,1,-0.0000022765239009459037|Freefall
48.732547760009766,576.7890014648438,399.5572509765625|0.5539765954017639,-0.0000018940456811833428,-0.8325322270393372|9.918230716721155e-07,1,-0.000001615071255400835|Freefall
49.176822662353516,577.078857421875,399.06005859375|0.5747212171554565,-0.0000011639317563094664,-0.8183492422103882|6.403368502105877e-07,1,-9.725879408506444e-07|Freefall
49.53099060058594,577.2494506835938,398.6612243652344|0.5879566073417664,-7.819822371857299e-07,-0.8088924884796143|4.4390995412868506e-07,1,-6.440688480324752e-07|Freefall
49.88499069213867,577.3655395507812,398.2622375488281|0.5989668965339661,-5.340261850506067e-07,-0.8007737994194031|3.1083442308954545e-07,1,-4.3438816987872997e-07|Freefall
50.66932678222656,577.4274291992188,397.35400390625|0.6164303421974182,-2.437940622712631e-07,-0.7874094247817993|1.4778558465877722e-07,1,-1.939201581535599e-07|Freefall
51.10353469848633,577.3425903320312,396.84808349609375|0.6230814456939697,-1.9491839964302926e-07,-0.7821569442749023|1.1993741111382406e-07,1,-1.5366177308351325e-07|Freefall
51.44765853881836,577.2134399414062,396.44061279296875|0.6265149712562561,-1.7156236253867974e-07,-0.7794094085693359|1.0659656624056879e-07,1,-1.344325823993131e-07|Freefall
51.783447265625,577.02978515625,396.0262756347656|0.6275041103363037,-1.5169150913152407e-07,-0.7786132097244263|9.522383237481336e-08,1,-1.1807937738694818e-07|Freefall
52.10871887207031,576.7916259765625,395.6036376953125|0.6257593631744385,-1.415054668996163e-07,-0.7800161242485046|8.988437372181579e-08,1,-1.0930475013992691e-07|Freefall
52.34010314941406,576.5772094726562,395.2775573730469|0.6211435794830322,-1.775470224174569e-07,-0.7836967706680298|1.126448339050512e-07,1,-1.3727046166422952e-07|Freefall
52.62214279174805,576.2437133789062,394.8252868652344|0.6087545156478882,-3.4694420492087374e-07,-0.7933586239814758|2.1414500395167124e-07,1,-2.7299441285322246e-07|Freefall
52.81309127807617,575.957763671875,394.47430419921875|0.5940228700637817,-7.181520231824834e-07,-0.8044481873512268|4.337093457706942e-07,1,-5.724654101868509e-07|Freefall
53.03479766845703,575.52880859375,393.9933166503906|0.551550567150116,-0.0000031548972856398905,-0.8341414928436279|0.0000018165195569963544,1,-0.0000025810907118284376|Freefall
53.293365478515625,574.7832641601562,393.2561950683594|0.4377205967903137,-0.000013487565411196556,-0.8991110324859619|0.0000067917280830442905,1,-0.000011694534805428702|Freefall
53.4404296875,574.0682983398438,392.6357421875|0.32219451665878296,-0.00002028587732638698,-0.9466735124588013|0.000008504294783051591,1,-0.00001853420508268755|Freefall
53.513275146484375,573.4349975585938,392.1398620605469|0.2238657921552658,-0.00002263395617774222,-0.97461998462677|0.000007580639248772059,1,-0.000021482126612681895|Freefall
53.54864501953125,572.5667114257812,391.5251159667969|0.09871333837509155,-0.000023112674170988612,-0.9951159358024597|0.000004979392087989254,1,-0.00002273216705361847|Freefall
53.53278732299805,571.810791015625,391.0392150878906|0.005194883327931166,-0.000021533493054448627,-0.9999865293502808|0.0000025658450795162935,1,-0.00002152045453840401|Freefall
53.458126068115234,570.7892456054688,390.4411926269531|-0.10156837850809097,-0.00001792498915165197,-0.9948285818099976|4.5715196961282345e-08,1,-0.00001802283622964751|Freefall
53.35475158691406,569.9107055664062,389.97119140625|-0.1762702465057373,-0.000014906549949955661,-0.9843418002128601|-0.0000012506941402534721,1,-0.000014919705790816806|Freefall
53.171104431152344,568.7359008789062,389.39453125|-0.25530239939689636,-0.000010967989510390908,-0.9668612480163574|-0.0000019546521343727363,1,-0.000010827780897670891|Freefall
53.03192138671875,567.9901123046875,389.0546569824219|-0.2959776818752289,-0.000009023540769703686,-0.9551948308944702|-0.0000020623390355467563,1,-0.000008807767699181568|Freefall
52.81267547607422,566.9480590820312,388.6094055175781|-0.34421679377555847,-0.000006893092177051585,-0.9388902187347412|-0.000001982390813282109,1,-0.000006614959147555055|Freefall
52.599395751953125,566.8495483398438,388.2880859375|-0.37633317708969116,-0.000004290084689273499,-0.9264844059944153|-0.0000015453522337338654,1,-0.000004002784407930449|Landed
52.26851272583008,567.056884765625,387.8717956542969|-0.413774698972702,-0.0000016584906461503124,-0.9103792905807495|-9.171839110422297e-07,1,-0.0000014048903267394053|Landed
51.682865142822266,567.3217163085938,387.1451110839844|-0.4683484733104706,-0.0000017919672927746433,-0.883543848991394|-8.229361014855385e-07,1,-0.0000015919373481665389|Running
51.177555084228516,567.4176635742188,386.52490234375|-0.5049265027046204,-0.0000013384657222559326,-0.8631623387336731|-6.430642542909482e-07,1,-0.0000011744784842449008|Running
50.7044677734375,567.4632568359375,385.94366455078125|-0.5127325057983398,-7.638310961510797e-08,-0.8585484027862549|-4.635677441910957e-08,1,-6.128306750952106e-08|Running
50.533653259277344,567.475341796875,385.7336730957031|-0.5127831101417542,8.513663374287717e-08,-0.8585181832313538|4.125861252646246e-08,1,7.452365480276057e-08|Running
50.42909240722656,567.482666015625,385.6051025390625|-0.512784481048584,1.0765949554070176e-07,-0.8585173487663269|5.691081739200854e-08,1,9.140934764673148e-08|Running
50.39079284667969,567.4869384765625,385.5580139160156|-0.5127845406532288,1.3016310163038725e-07,-0.8585173487663269|7.254964629055394e-08,1,1.0828058805145702e-07|Running
50.3890495300293,567.4893798828125,385.55584716796875|-0.5127845406532288,8.001476459185142e-08,-0.8585173487663269|4.640206086037324e-08,1,6.548557252017417e-08|Running
50.389015197753906,567.4906616210938,385.5558166503906|-0.5127845406532288,2.990928393842296e-08,-0.8585173487663269|2.0276827328302716e-08,1,2.27271375052851e-08|Running
50.389015197753906,567.4913940429688,385.5558166503906|-0.5127845406532288,-2.015336519889388e-08,-0.8585173487663269|-5.826076510118128e-09,1,-1.999475429670383e-08|Running
50.389015197753906,567.4917602539062,385.5558166503906|-0.5127845406532288,-7.017322189994957e-08,-0.8585173487663269|-3.1906669306636104e-08,1,-6.268012953114521e-08|Running
50.389015197753906,567.491943359375,385.5558166503906|-0.5127845406532288,-1.2015033235002193e-07,-0.8585173487663269|-5.796496438392751e-08,1,-1.0532902194881899e-07|Running
50.389015197753906,567.4920654296875,385.5558166503906|-0.5127845406532288,-9.087590768785958e-08,-0.8585173487663269|-4.497661620916915e-08,1,-7.898803033867807e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-6.162650123542335e-08,-0.8585173487663269|-3.1999366711943367e-08,1,-5.266955227511971e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-3.240209878185851e-08,-0.8585173487663269|-1.9033208786822797e-08,1,-2.6373564665505e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-3.2026716834110402e-09,-0.8585173487663269|-6.078135328380085e-09,1,-1.0005386796851923e-10|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,2.597179715735365e-08,-0.8585173487663269|6.865865209704225e-09,1,2.6151001364382864e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,5.512133327556512e-08,-0.8585173487663269|1.979880082103591e-08,1,5.237962241722016e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,8.424595421274717e-08,-0.8585173487663269|3.272068127557759e-08,1,7.858582051767371e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,1.1334567773246818e-07,-0.8585173487663269|4.563151989600556e-08,1,1.0476963296923714e-07|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,1.0527851657116116e-07,-0.8585173487663269|4.31842721582143e-08,1,9.683472512733715e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,6.009211261925884e-08,-0.8585173487663269|2.5398632530482246e-08,1,5.482485221364186e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,1.4944326665045082e-08,-0.8585173487663269|7.62819762911704e-09,1,1.285088213620611e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-3.0164873265903225e-08,-0.8585173487663269|-1.0127047644914455e-08,1,-2.9087216191214793e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-7.523551914800919e-08,-0.8585173487663269|-2.7867114837931695e-08,1,-7.09894720785087e-08|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-1.2026764295569592e-07,-0.8585173487663269|-4.5592017272610974e-08,1,-1.1285591483556345e-07|Running
50.389015197753906,567.4921264648438,385.5558166503906|-0.5127845406532288,-7.195894369260714e-08,-0.8585173487663269|-2.7850033390564022e-08,1,-6.718312306475127e-08|Running
50.25984573364258,567.4927368164062,385.50384521484375|-0.5948361158370972,-0.000006353279331960948,-0.8038470149040222|-0.0000035630614547699224,1,-0.000005266974767437205|Running
50.050559997558594,567.4951782226562,385.42401123046875|-0.6575719118118286,-0.000010327439667889848,-0.7533918023109436|-0.0000062785106820228975,1,-0.00000822794663690729|Running
49.739952087402344,567.50048828125,385.3177185058594|-0.7134177684783936,-0.00001024454104481265,-0.7007389664649963|-0.0000068110621214145795,1,-0.000007685327545914333|Running
49.326290130615234,567.50927734375,385.1927795410156|-0.7609371542930603,-0.000008625146620033775,-0.6488255858421326|-0.000006235963610379258,1,-0.000005979989964544075|Running
48.696922302246094,567.5263671875,385.0238037109375|-0.8089377284049988,-0.000006453258265537443,-0.5878943800926208|-0.000005055577730672667,1,-0.0000040204686229117215|Running
48.18197250366211,567.5443115234375,384.8876037597656|-0.838787317276001,-0.0000049497220970806666,-0.5444592237472534|-0.000004056256784679135,1,-0.0000028420595299394336|Running
47.666927337646484,568.4097900390625,384.75140380859375|-0.8652305603027344,-0.000009749245691637043,-0.5013741850852966|-0.000008337098734045867,1,-0.000005057566795585444|Jumping
47.15026092529297,569.2207641601562,384.61865234375|-0.8849440813064575,-0.00000889141210791422,-0.4656972885131836|-0.00000769225152907893,1,-0.00000447543880000012|Freefall
46.63265609741211,569.9772338867188,384.4893493652344|-0.900158703327179,-0.000004886151145910844,-0.43556204438209534|-0.000004284403530618874,1,-0.000002363630301260855|Freefall
46.11335754394531,570.6791381835938,384.36712646484375|-0.9129630327224731,-0.0000026831501145352377,-0.4080422520637512|-0.0000024026476239669137,1,-0.0000011999288744846126|Freefall
45.72264862060547,571.1698608398438,384.281005859375|-0.9213894009590149,-0.0000020107934233237756,-0.38864070177078247|-0.000001829935058594856,1,-8.355037266483123e-07|Freefall
45.20029830932617,571.7764282226562,384.1727600097656|-0.9313908219337463,-0.0000016519186374353012,-0.36402082443237305|-0.0000015260650343407178,1,-6.333584678941406e-07|Freefall
44.6766471862793,572.3284912109375,384.0710754394531|-0.9401392340660095,-0.0000014729969279869692,-0.34079062938690186|-0.000001374329599457269,1,-5.309295829647454e-07|Freefall
44.151912689208984,572.8260498046875,383.9752197265625|-0.9477223753929138,-0.000001301620955018734,-0.3190961182117462|-0.0000012245543530298164,1,-4.421346204708243e-07|Freefall
43.62654113769531,573.2691650390625,383.88299560546875|-0.9541769027709961,-0.0000011110105333500542,-0.2992430627346039|-0.000001053144160323427,1,-3.5464361758386076e-07|Freefall
43.10026550292969,573.6577758789062,383.7961730957031|-0.9597725868225098,-9.345804983240669e-07,-0.2807784974575043|-8.91987099294056e-07,1,-2.7949334935328807e-07|Freefall
42.573326110839844,573.9918212890625,383.7134704589844|-0.9646097421646118,-7.911782518021937e-07,-0.2636817991733551|-7.59653119075665e-07,1,-2.2151500900235988e-07|Freefall
42.04583740234375,574.2713623046875,383.6344299316406|-0.9687745571136475,-6.680214141852048e-07,-0.24794316291809082|-6.446744009735994e-07,1,-1.753516301050695e-07|Freefall
41.517845153808594,574.4964599609375,383.5588684082031|-0.9723725914955139,-5.626556003335281e-07,-0.23343414068222046|-5.453572953229013e-07,1,-1.3864752190784202e-07|Freefall
40.9893684387207,574.6670532226562,383.4868469238281|-0.9754977822303772,-4.7562488703079e-07,-0.22000913321971893|-4.627316343430721e-07,1,-1.1013730727427173e-07|Freefall
40.4608039855957,574.7831420898438,383.41552734375|-0.9781122803688049,-3.922407927348104e-07,-0.20807790756225586|-3.8280919056887797e-07,1,-8.55950901268443e-08|Freefall
39.80010986328125,574.8516235351562,383.3264465332031|-0.9807533025741577,-2.878523730487359e-07,-0.1952509582042694|-2.8184203415548836e-07,1,-5.856490759015287e-08|Freefall
39.4036979675293,574.851806640625,383.2729797363281|-0.982041597366333,-2.344982021895703e-07,-0.18866463005542755|-2.2997963355919637e-07,1,-4.584133606044816e-08|Freefall
38.875160217285156,574.8043823242188,383.2016296386719|-0.983473539352417,-2.134517131935354e-07,-0.18105202913284302|-2.098092579672084e-07,1,-3.926975722379211e-08|Freefall
38.214080810546875,574.66845703125,383.1154479980469|-0.985051691532135,-1.929896598085179e-07,-0.17225894331932068|-1.9006171214641654e-07,1,-3.349057564605573e-08|Freefall
37.684959411621094,574.4984130859375,383.0484619140625|-0.9861595630645752,-1.9531383088633447e-07,-0.16579920053482056|-1.9257447547715856e-07,1,-3.259765435359441e-08|Freefall
37.155364990234375,574.2738647460938,382.9853820800781|-0.9872127175331116,-1.9200551548692602e-07,-0.15940828621387482|-1.894940737656725e-07,1,-3.0955419560996233e-08|Freefall
36.75777816772461,574.0697021484375,382.9414978027344|-0.9880058169364929,-1.8693647518830403e-07,-0.1544167548418045|-1.846197221766488e-07,1,-2.934339171645206e-08|Freefall
36.22711944580078,573.749755859375,382.8880615234375|-0.9890986680984497,-1.8894705533512024e-07,-0.14725427329540253|-1.8679526192499907e-07,1,-2.8441380806043526e-08|Freefall
35.69599533081055,573.3753051757812,382.8394775390625|-0.9901854395866394,-1.8668397672172432e-07,-0.13975973427295685|-1.8475402896456217e-07,1,-2.678333821393153e-08|Freefall
35.16450500488281,572.9463500976562,382.7950744628906|-0.991229236125946,-1.860300642420043e-07,-0.13215363025665283|-1.8429827264299092e-07,1,-2.5335834763495768e-08|Freefall
34.63271713256836,572.4629516601562,382.75439453125|-0.9922052025794983,-1.9768752679283352e-07,-0.12461483478546143|-1.960539321999022e-07,1,-2.537255561207985e-08|Freefall
33.96767044067383,571.7820434570312,382.70782470703125|-0.9933210611343384,-1.858443283708766e-07,-0.11538327485322952|-1.84516522949707e-07,1,-2.2188544335222105e-08|Freefall
33.435523986816406,571.176025390625,382.67218017578125|-0.9940811395645142,-1.8932040291019803e-07,-0.10863997787237167|-1.881371076706273e-07,1,-2.114184560753074e-08|Freefall
33.036399841308594,570.6856689453125,382.64556884765625|-0.994558572769165,-1.906915372273943e-07,-0.10417887568473816|-1.896100769727127e-07,1,-2.0284383950297524e-08|Freefall
32.50423812866211,569.9842529296875,382.6100769042969|-0.9950922131538391,-1.754467149339689e-07,-0.0989518016576767|-1.7456643774949043e-07,1,-1.755411993542566e-08|Freefall
31.97208023071289,569.2283325195312,382.5745544433594|-0.9955323934555054,-1.620320233541861e-07,-0.09442071616649628|-1.6131369307004206e-07,1,-1.524045600831414e-08|Freefall
31.43992805480957,568.4179077148438,382.53900146484375|-0.9958945512771606,-1.6494844601311343e-07,-0.09052088111639023|-1.64306129590841e-07,1,-1.4547705262657473e-08|Freefall
30.907779693603516,567.552978515625,382.5034484863281|-0.996193528175354,-1.6346048425930348e-07,-0.0871690884232521|-1.6289206428155012e-07,1,-1.3633965068038378e-08|Freefall
30.37664794921875,567.6360473632812,382.4626159667969|-0.9963504672050476,-1.0239988768034891e-07,-0.08535636961460114|-1.0209733858346226e-07,1,-7.909862986821281e-09|Landed
29.84568214416504,567.9767456054688,382.4208984375|-0.9964426159858704,-4.920036644762149e-08,-0.0842740535736084|-4.913657747351863e-08,1,-2.8310822575150496e-09|Landed
29.314722061157227,568.2156982421875,382.3791809082031|-0.9965142607688904,3.2526922821851656e-10,-0.08342254906892776|1.6323178919641634e-10,1,1.949190142624957e-09|Running
28.78376007080078,568.3641967773438,382.33746337890625|-0.9965741634368896,4.738003411830505e-08,-0.08270400017499924|4.700090983078553e-08,1,6.531004625998094e-09|Running
28.2526798248291,568.458740234375,382.29736328125|-0.9966524243354797,9.175573723041452e-08,-0.08175517618656158|9.116979526879732e-08,1,1.0900123470491963e-08|Running
27.787023544311523,568.52294921875,382.2624816894531|-0.9966782927513123,9.761901509364179e-08,-0.08143948018550873|9.70410312106651e-08,1,1.1055161230899557e-08|Running
27.358749389648438,568.5787353515625,382.2303466796875|-0.9966811537742615,5.960464477539063e-08,-0.08140444755554199|5.929648239089147e-08,1,6.203105584745572e-09|Running
27.141780853271484,568.61083984375,382.21405029296875|-0.9966811537742615,2.9223189201843525e-08,-0.08140407502651215|2.9130568179880356e-08,1,2.325452497231595e-09|Running
27.02952003479004,568.6334228515625,382.20562744140625|-0.9966811537742615,-1.1322907056410259e-09,-0.08140406757593155|-1.0095558833356222e-09,1,-1.5488826887732898e-09|Running
27.010284423828125,568.6480712890625,382.2041931152344|-0.9966811537742615,-3.14618162633451e-08,-0.08140406757593155|-3.1123910559927026e-08,1,-5.419904969272693e-09|Running
27.009902954101562,568.6563720703125,382.20416259765625|-0.9966811537742615,-6.176541234026445e-08,-0.08140406757593155|-6.121251772128744e-08,1,-9.287616897779571e-09|Running
27.009897232055664,568.6609497070312,382.20416259765625|-0.9966811537742615,-9.204309492361062e-08,-0.08140406757593155|-9.127539613018598e-08,1,-1.3152021693940696e-08|Running
27.009897232055664,568.6634521484375,382.20416259765625|-0.9966811537742615,-1.2229489243509306e-07,-0.08140406757593155|-1.2131256710290472e-07,1,-1.7013121578202117e-08|Running
27.009897232055664,568.6652221679688,382.20416259765625|-0.9966811537742615,-5.9593627810272665e-08,-0.08140406757593155|-5.913974021609647e-08,1,-7.986848515884049e-09|Running
27.009897232055664,568.6658935546875,382.20416259765625|-0.9966811537742615,3.027240458308711e-09,-0.08140406757593155|2.9533711032314613e-09,1,1.0278490281123709e-09|Running
27.009897232055664,568.6660766601562,382.20416259765625|-0.9966811537742615,4.472986958603542e-08,-0.08140406757593155|4.4304538704409424e-08,1,7.0312227151703155e-09|Running
26.944669723510742,568.6663818359375,382.1968994140625|-0.9964653849601746,7.573760285595199e-08,-0.08400411158800125|7.497745002638112e-08,1,1.2203801524890423e-08|Running
26.716604232788086,568.669189453125,382.1695861816406|-0.9959203600883484,2.1755019119495955e-08,-0.09023668617010117|2.083292294230432e-08,1,1.1160498303297572e-08|Running
26.325647354125977,568.6771850585938,382.12274169921875|-0.9954555034637451,-8.863050737772937e-08,-0.09522800892591476|-8.90121611973882e-08,1,-2.400875331876051e-10|Running
26.012971878051758,568.6830444335938,382.0845947265625|-0.9951721429824829,-1.0633957003847172e-07,-0.09814485907554626|-1.0620884438594658e-07,1,-6.556474474450624e-09|Running
25.513097763061523,568.6915893554688,382.01580810546875|-0.9946387410163879,-1.1569850499881795e-07,-0.1034104973077774|-1.150354478340887e-07,1,-1.2375858560176312e-08|Running
25.160402297973633,568.6276245117188,381.96331787109375|-0.9940926432609558,-1.2386117020923848e-07,-0.10853473842144012|-1.230199586643721e-07,1,-1.4446343676866036e-08|Running
24.74103355407715,568.4740600585938,381.8976135253906|-0.9932535290718079,-1.336504169557884e-07,-0.11596307158470154|-1.3281764665862283e-07,1,-1.4908447809602876e-08|Running
24.235376358032227,569.54736328125,381.8171081542969|-0.9921156764030457,-3.854551948734297e-07,-0.12532544136047363|-3.831509616247786e-07,1,-4.249039164960777e-08|Jumping
