funny|true|1279
857.597412109375,439.159423828125,-303.8202209472656|-0.5346475839614868,2.42690956220315e-09,0.8450751304626465|-9.705471981646951e-09,1,-9.012118162843308e-09|Running
857.3224487304688,439.159423828125,-303.38568115234375|-0.534647524356842,7.88267673357268e-09,0.8450751304626465|-3.452632668654587e-08,1,-3.1171300207688546e-08|Running
857.0033569335938,439.159423828125,-302.8813171386719|-0.5346474051475525,1.4215061128197704e-08,0.8450751304626465|-6.333531388236224e-08,1,-5.689093995897565e-08|Running
856.955810546875,439.159423828125,-302.8061828613281|-0.5346473455429077,1.515829772813504e-08,0.845075249671936|-6.762650173186557e-08,1,-6.072195901651867e-08|Running
856.6387329101562,439.159423828125,-302.3050537109375|-0.5346474647521973,1.4939008252667918e-08,0.8450751304626465|-6.6949588983789e-08,1,-6.003422470257647e-08|Running
856.314208984375,439.159423828125,-301.7921447753906|-0.5346475839614868,1.4714573559615474e-08,0.8450751304626465|-6.625681692185026e-08,1,-5.933036817395987e-08|Running
855.9171752929688,439.159423828125,-301.1646728515625|-0.5346481204032898,4.27866009289346e-09,0.8450748920440674|-1.9681493768075597e-08,1,-1.751481804035393e-08|Running
855.672607421875,439.159423828125,-300.7781066894531|-0.5346483588218689,-2.150840838766044e-09,0.8450746536254883|9.013334079099877e-09,1,8.247560856489144e-09|Running
855.440673828125,439.159423828125,-300.41156005859375|-0.534648060798645,-8.235947923651565e-09,0.8450751304626465|3.617114785470221e-08,1,3.262998404807149e-08|Running
855.102294921875,439.159423828125,-299.8767395019531|-0.5346475839614868,-1.7115104000708925e-08,0.8450751304626465|7.579872374208207e-08,1,6.820779674399091e-08|Running
854.888671875,439.159423828125,-299.5390625|-0.5346474051475525,-1.526968596010647e-08,0.8450756072998047|6.772256000431298e-08,1,6.091453741419173e-08|Running
854.634765625,439.159423828125,-299.1378479003906|-0.5346470475196838,-1.307680896900365e-08,0.8450758457183838|5.812579573216681e-08,1,5.224809740411729e-08|Running
854.531982421875,439.159423828125,-298.9753723144531|-0.53464674949646,-1.218888279197472e-08,0.8450756669044495|5.423997606612829e-08,1,4.8738961311300955e-08|Running
854.2407836914062,439.159423828125,-298.5151672363281|-0.5346469879150391,-6.3002874028939004e-09,0.8450753688812256|2.8249278472003425e-08,1,2.532753740069893e-08|Running
853.961669921875,439.159423828125,-298.0740051269531|-0.5346473455429077,-6.551488240802428e-10,0.845075249671936|3.333120446313842e-09,1,2.8839948207348698e-09|Running
853.8009643554688,437.9796142578125,-297.8199462890625|-0.5346473455429077,-1.7770789284554667e-08,0.845075249671936|1.57335389161517e-08,1,3.0982665322198955e-08|Running
853.7452392578125,436.97442626953125,-297.7319030761719|-0.5346473455429077,-3.14501349407692e-08,0.845075249671936|2.564432932672389e-08,1,5.3439983105363353e-08|Running
853.7393188476562,435.9147644042969,-297.72247314453125|-0.5346473455429077,-4.511779039262365e-08,0.845075249671936|3.55466447388153e-08,1,7.587810557652119e-08|Running
853.7392578125,435.79046630859375,-297.7223205566406|-0.5346473455429077,-5.877303266288436e-08,0.845075249671936|4.543996112715831e-08,1,9.829584257659008e-08|Running
853.7392578125,435.9823303222656,-297.7223205566406|-0.5346473455429077,1.4053014751880255e-08,0.845075249671936|-1.1833209967448965e-08,1,-2.411573341021267e-08|Running
853.7392578125,435.9955749511719,-297.7223205566406|-0.5346473455429077,4.593787750195588e-08,0.845075249671936|-3.666536585456015e-08,1,-7.75563151478309e-08|Running
853.7392578125,436.0061950683594,-297.7223205566406|-0.5346473455429077,1.0922301285631875e-08,0.845075249671936|-7.885214259317763e-09,1,-1.791332771006182e-08|Running
853.7392578125,436.0067443847656,-297.7223205566406|-0.5346473455429077,-6.100218996607509e-09,0.845075249671936|5.910150591148522e-09,1,1.095768098480221e-08|Running
853.7392578125,436.0069580078125,-297.7223205566406|-0.5346473455429077,-1.9705138853964854e-08,0.845075249671936|1.6935828739406134e-08,1,3.403227566423084e-08|Running
853.7392578125,436.007080078125,-297.7223205566406|-0.5346473455429077,-3.3298427126737806e-08,0.845075249671936|2.795207798556021e-08,1,5.708714212460109e-08|Running
853.7392578125,436.0071105957031,-297.7223205566406|-0.5346473455429077,-4.688009980213792e-08,0.845075249671936|3.8958908987751784e-08,1,8.012230523490871e-08|Running
853.7392578125,436.0071105957031,-297.7223205566406|-0.5346473455429077,-6.384086503885555e-08,0.845075249671936|5.270420544434273e-08,1,1.0888855683788279e-07|Running
853.7392578125,436.00714111328125,-297.7223205566406|-0.5346473455429077,-4.86551776646138e-08,0.845075249671936|4.00452080384639e-08,1,8.29100628152446e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-2.3907034574222052e-08,0.845075249671936|1.9519580618521104e-08,1,4.063913294771737e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,8.199602663516714e-10,0.845075249671936|-9.884972840268347e-10,1,-1.595665821696457e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.5525823232896983e-08,0.845075249671936|-2.1479040768213054e-08,1,-4.3794365467419993e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,6.254503404079514e-08,0.845075249671936|-5.21820169296916e-08,1,-1.0702480324198405e-07|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,5.4532950599650576e-08,0.845075249671936|-4.54619843992532e-08,1,-9.329237826705139e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,3.0517238513994016e-08,0.845075249671936|-2.531912102199385e-08,1,-5.2130317840237694e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,1.45238701065864e-08,0.845075249671936|-1.1904898400416641e-08,1,-2.4718262991996198e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.4558293459643323e-09,0.845075249671936|1.4978558393607955e-09,1,2.6703586009091396e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.742187194508915e-08,0.845075249671936|1.4889150357078051e-08,1,3.00355686988496e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-3.337427045835284e-08,0.845075249671936|2.826899425656393e-08,1,5.737738817401805e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-4.931303365651729e-08,0.845075249671936|4.163739575346881e-08,1,8.469584145132103e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-5.402211300520321e-08,0.845075249671936|4.55197834980936e-08,1,9.272445566921306e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-3.160436534699329e-08,0.845075249671936|2.658275555234013e-08,1,5.42161942007624e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-9.205774809117884e-09,0.845075249671936|7.661918210999374e-09,1,1.5740845071832155e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.4356227257271712e-08,0.845075249671936|-2.068900961660347e-08,1,-4.191052838109499e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,4.6706997380852044e-08,0.845075249671936|-3.956943217531261e-08,1,-8.030372100620298e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,5.0318352151634826e-08,0.845075249671936|-4.2592215976355874e-08,1,-8.648953553347383e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,3.521430258501823e-08,0.845075249671936|-2.9777700305544386e-08,1,-6.050925094314152e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.0123165356267236e-08,0.845075249671936|-1.6974141203718318e-08,1,-3.45511743660154e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,5.044923145902658e-09,0.845075249671936|-4.181528456825845e-09,1,-8.61528715034865e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.0020431595592072e-08,0.845075249671936|8.600144596471182e-09,1,1.729843113196239e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-2.507291085862562e-08,0.845075249671936|2.137088728204617e-08,1,4.3189999132664525e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-4.011252485724981e-08,0.845075249671936|3.413071070212936e-08,1,6.90594319507909e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-5.51392851377841e-08,0.845075249671936|4.687962373850496e-08,1,9.490675978440777e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-4.0952244262371096e-08,0.845075249671936|3.479517474147542e-08,1,7.047347594379971e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.927517878641538e-08,0.845075249671936|1.6356139553863613e-08,1,3.315674490522724e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.3833630624636726e-09,0.845075249671936|-2.067130466798517e-09,1,-4.128092534472216e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.4023398381700645e-08,0.845075249671936|-2.0474649531365685e-08,1,-4.138106746154335e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,4.5644942048284065e-08,0.845075249671936|-3.8866431850692607e-08,1,-7.860220563316034e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,4.9026223081227727e-08,0.845075249671936|-4.173294598786015e-08,1,-8.441689658411633e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.677756327784664e-08,0.845075249671936|-2.2778722907901283e-08,1,-4.609784198805755e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,4.557416666273184e-09,0.845075249671936|-3.8488061626651415e-09,1,-7.827907211321872e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-2.8429676390828718e-09,0.845075249671936|2.455770031772886e-09,1,4.917832363560137e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.7634249616094166e-08,0.845075249671936|1.5056835778182176e-08,1,3.0392968142223253e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-3.241288837330103e-08,0.845075249671936|2.764712547786985e-08,1,5.584632845057058e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-4.717889368066608e-08,0.845075249671936|4.022664867875392e-08,1,8.127793194034894e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-6.193228330175771e-08,0.845075249671936|5.279541781533226e-08,1,1.0668779282241303e-07|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-2.968412005088794e-08,0.845075249671936|2.5297783423638975e-08,1,5.1130964351386865e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.8943918433933504e-08,0.845075249671936|1.6139743763687875e-08,1,3.262785241986421e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,1.3249155550454361e-08,0.845075249671936|-1.1310885561499617e-08,1,-2.2834049318021243e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,3.468828069230767e-08,0.845075249671936|-2.9591749495239128e-08,1,-5.97691496295738e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,5.6109087154254667e-08,0.845075249671936|-4.7856982376970336e-08,1,-9.667268585644706e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,3.3931165432932175e-08,0.845075249671936|-2.8936314677707742e-08,1,-5.8458567764319014e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,1.9161676689805063e-08,0.845075249671936|-1.6336016983586887e-08,1,-3.300970519148905e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,4.404812070646358e-09,0.845075249671936|-3.746494225964625e-09,1,-7.582597660871215e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.0339438638595766e-08,0.845075249671936|8.832264697389292e-09,1,1.7822774367459715e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-2.5071090092865234e-08,0.845075249671936|2.140026822416985e-08,1,4.320643043342898e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-3.979014806532177e-08,0.845075249671936|3.3957523015715196e-08,1,6.85683900769618e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-5.44966312077122e-08,0.845075249671936|4.650404505923689e-08,1,9.390866750891291e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-4.0353128838432895e-08,0.845075249671936|3.443227214461331e-08,1,6.953493425498891e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.8879468655086384e-08,0.845075249671936|1.6106946887362028e-08,1,3.253083491472353e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,2.575842650287541e-09,0.845075249671936|-2.2027093482535065e-09,1,-4.441634171570286e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,3.47244402121305e-08,0.845075249671936|-2.9637847731578404e-08,1,-5.984110629242423e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,5.613394904457891e-08,0.845075249671936|-4.790839369661626e-08,1,-9.673463097215063e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,3.3928031939467473e-08,0.845075249671936|-2.8954897146604708e-08,1,-5.84666146608015e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,1.9139903884024534e-08,0.845075249671936|-1.6332736052504515e-08,1,-3.2981866127101966e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,4.364415939761557e-09,0.845075249671936|-3.721369212783543e-09,1,-7.518899280967162e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-3.018592042991486e-09,0.845075249671936|2.580270219709746e-09,1,5.204420006066357e-09|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-1.7775141358811197e-08,0.845075249671936|1.5175466216987843e-08,1,3.063474451892034e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-3.251907898516038e-08,0.845075249671936|2.7759892162748656e-08,1,5.604332997677375e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-4.725041691244769e-08,0.845075249671936|4.033355693877638e-08,1,8.143020124862232e-08|Running
853.7392578125,436.0071716308594,-297.7223205566406|-0.5346473455429077,-5.119611756754239e-08,0.845075249671936|4.3700406848756757e-08,1,8.822932784369186e-08|Running
853.731689453125,436.0071716308594,-297.7699279785156|-0.6586264967918396,-0.000025949320843210444,0.7524700164794922|-0.00001543782855151221,1,0.00002097300603054464|Running
853.7020263671875,436.0071716308594,-298.0032958984375|-0.8860252499580383,-0.00012141004845034331,0.46363702416419983|-0.00009405390301253647,1,0.00008212441025534645|Running
853.6629028320312,436.0071716308594,-298.3258056640625|-0.9778150320053101,-0.00012940670421812683,0.20947007834911346|-0.00011885368439834565,1,0.00006296736682998016|Running
853.6051025390625,436.0071716308594,-298.76708984375|-0.9997785091400146,-0.00009890141518553719,-0.021045897156000137|-0.00009937861614162102,1,0.000021628302420140244|Running
853.5096435546875,436.0071716308594,-299.4199523925781|-0.9646404385566711,-0.00006519505404867232,-0.2635693848133087|-0.00006545701762661338,1,-0.000007787555659888312|Running
853.42919921875,436.0071716308594,-299.9467468261719|-0.9084169864654541,-0.000048025241994764656,-0.41806522011756897|-0.00004595315840560943,1,-0.000015023036212369334|Running
853.34228515625,436.0071716308594,-300.47259521484375|-0.8420644998550415,-0.00003419138738536276,-0.5393768548965454|-0.00003069102604058571,1,-0.000015476311091333628|Running
853.2451171875,436.0071716308594,-300.99676513671875|-0.7738896608352661,-0.00002398365359113086,-0.6333204507827759|-0.000019913770302082412,1,-0.00001353594780084677|Running
