KBG|false|14298
394.87139892578125,292.42474365234375,227.0404815673828|0.13363656401634216,-7.814328739641496e-08,-0.9910303950309753|5.5932741105380046e-08,1,-7.13082357606254e-08|Running
394.9441223144531,292.42474365234375,226.5121612548828|0.12463695555925369,-9.120810062768214e-08,-0.9922024011611938|6.737231217357476e-08,1,-8.346182056584439e-08|Running
395.0113220214844,292.42474365234375,225.98309326171875|0.11111846566200256,-1.0411712736413392e-07,-0.9938071966171265|7.830859516388955e-08,1,-9.601017580962434e-08|Running
395.0716857910156,292.42474365234375,225.45318603515625|0.1020948514342308,-8.739144163882884e-08,-0.9947746396064758|6.670263275054822e-08,1,-8.100472825844918e-08|Running
395.1268615722656,292.42474365234375,224.9227294921875|0.08854349702596664,-4.156494526341703e-08,-0.9960722923278809|3.208142018706894e-08,1,-3.8877040253737505e-08|Running
395.1751403808594,292.42474365234375,224.3916015625|0.07949966192245483,3.952361105064028e-09,-0.9968348741531372|-1.7564311116657905e-09,1,3.824831118492966e-09|Running
395.21826171875,292.42474365234375,223.86001586914062|0.07950007915496826,4.943077058783274e-08,-0.9968348741531372|-3.521152081020773e-08,1,4.677951537246372e-08|Running
395.2606506347656,292.42474365234375,223.32839965820312|0.07949939370155334,7.998824713695285e-08,-0.996834933757782|-5.783026324479579e-08,1,7.563015458345035e-08|Running
395.3030090332031,292.42474365234375,222.79678344726562|0.07497566938400269,6.593221968387297e-08,-0.9971853494644165|-4.767656847093349e-08,1,6.253364404074091e-08|Running
395.3433532714844,292.42474365234375,222.26499938964844|0.07497584074735641,5.1888211061168477e-08,-0.9971853494644165|-3.787501157148654e-08,1,4.918694429534298e-08|Running
395.3833923339844,292.42474365234375,221.73313903808594|0.07497573643922806,3.7856214163412005e-08,-0.9971853494644165|-2.8081807101898448e-08,1,3.58516665244224e-08|Running
395.4234313964844,292.42474365234375,221.20127868652344|0.07497534900903702,2.3836214779748843e-08,-0.9971854090690613|-1.8296955062169218e-08,1,2.2527800069838122e-08|Running
395.4634704589844,292.42474365234375,220.66941833496094|0.08402252197265625,9.749348883758557e-09,-0.9964638352394104|-8.724177824603885e-09,1,9.048317650695026e-09|Running
395.507568359375,292.42474365234375,220.13790893554688|0.10209444910287857,-4.479538517898618e-09,-0.9947746992111206|8.811618656956455e-10,1,-4.412634257988657e-09|Running
395.5605773925781,292.42474365234375,219.6072235107422|0.11562775075435638,-1.8808647084256336e-08,-0.9932926297187805|1.0700937025376334e-08,1,-1.7689975706502992e-08|Running
395.62115478515625,292.42474365234375,219.07736206054688|0.12463737279176712,-3.319889074759885e-08,-0.9922023415565491|2.0612487716675787e-08,1,-3.087052036221394e-08|Running
395.6868896484375,292.42474365234375,218.548095703125|0.1246374249458313,-4.7576829587114844e-08,-0.9922023415565491|3.035560780517699e-08,1,-4.413755405607844e-08|Running
395.75335693359375,292.42474365234375,218.0189208984375|0.1336371749639511,-6.201454993970401e-08,-0.9910303354263306|4.0489730679382774e-08,1,-5.711592621082673e-08|Running
395.82391357421875,292.42474365234375,217.4902801513672|0.14711523056030273,-7.654572442561403e-08,-0.9891193509101868|5.0989953592761594e-08,1,-6.980383915333732e-08|Running
395.90130615234375,292.42474365234375,216.96261596679688|0.16951905190944672,-9.123466782057221e-08,-0.9855269193649292|6.227875104514169e-08,1,-8.186202649085317e-08|Running
395.98992919921875,292.42474365234375,216.4367218017578|0.19183360040187836,-1.0607352862734842e-07,-0.9814274907112122|7.382975297787198e-08,1,-9.364981679027551e-08|Running
396.0904541015625,292.42474365234375,215.91294860839844|0.2140500396490097,-1.0523761062586345e-07,-0.9768226742744446|7.451390615642595e-08,1,-9.140645573779693e-08|Running
396.20281982421875,292.42474365234375,215.39161682128906|0.24936260282993317,-5.6095792899668595e-08,-0.9684101939201355|4.3007105432479875e-08,1,-4.685145782445943e-08|Running
396.3330078125,292.42474365234375,214.87445068359375|0.3017008602619171,-5.804055458469293e-09,-0.9534026384353638|1.074774402809453e-08,1,-2.6866422420113167e-09|Running
396.4897766113281,292.42474365234375,214.36476135253906|0.36584824323654175,4.572347833686763e-08,-0.9306745529174805|-2.3810356353237694e-08,1,3.976954587869841e-08|Running
396.6797790527344,292.42474365234375,213.86659240722656|0.4035431742668152,9.785951249341451e-08,-0.9149606227874756|-6.010061781580589e-08,1,8.044752775049346e-08|Running
396.8919372558594,292.42474365234375,213.37733459472656|0.4118293225765228,8.076384006017179e-08,-0.9112610220909119|-5.148168469304437e-08,1,6.536236440979337e-08|Running
397.1108703613281,292.42474365234375,212.89100646972656|0.41596096754074097,6.36714787560777e-08,-0.9093824625015259|-4.2439324943188694e-08,1,5.060398322598303e-08|Running
397.3323669433594,292.42474365234375,212.4058380126953|0.42419707775115967,4.657218610759628e-08,-0.9055699110031128|-3.3566326607115116e-08,1,3.570508511074877e-08|Running
397.5579528808594,292.42474365234375,211.92254638671875|0.42419710755348206,2.9487480901480012e-08,-0.9055699110031128|-2.42437714348398e-08,1,2.1205810440960704e-08|Running
397.7841491699219,292.42474365234375,211.4395751953125|0.42419710755348206,1.2417341821446826e-08,-0.9055699110031128|-1.492916901213448e-08,1,6.718897882507235e-09|Running
398.0103454589844,292.42474365234375,210.95660400390625|0.42419710755348206,-4.638241346555105e-09,-0.9055699110031128|-5.6225135658394265e-09,1,-7.755663666841883e-09|Running
398.2365417480469,292.42474365234375,210.4736328125|0.42419710755348206,-2.1679280592934447e-08,-0.9055699110031128|3.6762020094727177e-09,1,-2.221788442113848e-08|Running
398.4627380371094,292.42474365234375,209.99066162109375|0.42419710755348206,-3.8705788796278284e-08,-0.9055699110031128|1.296698393105089e-08,1,-3.666777459443438e-08|Running
398.6889343261719,292.42474365234375,209.5076904296875|0.42419710755348206,-5.5717777058816864e-08,-0.9055699110031128|2.224983930432245e-08,1,-5.1105345733049035e-08|Running
398.9151306152344,292.42474365234375,209.02471923828125|0.42419710755348206,-7.271526669683226e-08,-0.9055699110031128|3.152477390244712e-08,1,-6.553060671876665e-08|Running
399.1413269042969,292.42474365234375,208.541748046875|0.42419710755348206,-8.969824705218343e-08,-0.9055699110031128|4.079179660720911e-08,1,-7.994356820972826e-08|Running
399.3675231933594,292.42474365234375,208.05877685546875|0.42419710755348206,-1.0666675365200717e-07,-0.9055699110031128|5.005091452403576e-08,1,-9.434423731136121e-08|Running
399.5937194824219,292.42474365234375,207.5758056640625|0.42419710755348206,-1.2362077939087612e-07,-0.9055699110031128|5.930213120564076e-08,1,-1.0873262112909288e-07|Running
399.8199157714844,292.42474365234375,207.09283447265625|0.42419710755348206,-1.0492888691260305e-07,-0.9055699110031128|5.1084139585100274e-08,1,-9.194116046273848e-08|Running
400.0461120605469,292.42474365234375,206.60986328125|0.42419710755348206,-5.063668595539639e-08,-0.9055699110031128|2.541928978416763e-08,1,-4.4009741628769916e-08|Running
400.2723083496094,292.42474365234375,206.12689208984375|0.42419710755348206,3.609215815103539e-09,-0.9055699110031128|-2.2366827834296998e-10,1,3.880800569788789e-09|Running
400.4985046386719,292.42474365234375,205.6439208984375|0.42419710755348206,5.7808858144881015e-08,-0.9055699110031128|-2.5844753892556582e-08,1,5.173050610096652e-08|Running
400.7247009277344,292.42474365234375,205.16094970703125|0.42419710755348206,9.436012504693281e-08,-0.9055699110031128|-4.330331293544987e-08,1,8.391509709326783e-08|Running
400.9508972167969,292.42474365234375,204.677978515625|0.42419710755348206,7.809627788901707e-08,-0.9055699110031128|-3.633537914993212e-08,1,6.921929696090956e-08|Running
401.1770935058594,292.42474365234375,204.19500732421875|0.42419710755348206,6.184629341987602e-08,-0.9055699110031128|-2.9373389054399013e-08,1,5.4536034355123775e-08|Running
401.4612731933594,292.42474365234375,203.77549743652344|0.42419710755348206,4.5610171639509645e-08,-0.9055699110031128|-2.241733376706634e-08,1,3.9865287959628404e-08|Running
401.8381652832031,292.42474365234375,203.45750427246094|0.42419710755348206,2.9387896560706395e-08,-0.9055699110031128|-1.546721151157726e-08,1,2.5207055998066608e-08|Running
402.3051452636719,292.42474365234375,203.23818969726562|0.42419710755348206,1.3179456637146814e-08,-0.9055699110031128|-8.523015182504423e-09,1,1.056132514776209e-08|Running
402.8055114746094,292.42474365234375,203.05540466308594|0.41182994842529297,-3.0126190431190025e-09,-0.911260724067688|-1.4401830839005925e-09,1,-3.95685839649218e-09|Running
403.3048400878906,292.42474365234375,202.86802673339844|0.34889575839042664,-1.913327984937041e-08,-0.9371615648269653|5.226363342103468e-09,1,-1.847048025638287e-08|Running
403.7918701171875,292.42474365234375,202.651123046875|0.29303568601608276,-3.5129939846001434e-08,-0.9561014771461487|1.105470914808393e-08,1,-3.3354737638546794e-08|Running
404.2650146484375,292.42474365234375,202.40530395507812|0.2449665665626526,-5.097627919781189e-08,-0.9695315361022949|1.6297221350214386e-08,1,-4.846052448215232e-08|Running
404.7249755859375,292.42474365234375,202.13555908203125|0.2096153348684311,-6.668498286899194e-08,-0.9777839183807373|2.1442158271156586e-08,1,-6.360339455113717e-08|Running
405.17431640625,292.42474365234375,201.84835815429688|0.20517703890800476,-8.236330728550456e-08,-0.9787248969078064|2.806204690841696e-08,1,-7.827084402833862e-08|Running
405.6210021972656,292.42474365234375,201.55697631835938|0.20073260366916656,-9.801097178296914e-08,-0.9796460866928101|3.460926834009115e-08,1,-9.295577996226712e-08|Running
406.06634521484375,292.42474365234375,201.26353454589844|0.20073260366916656,-1.1364527097157406e-07,-0.9796460866928101|4.150614785203288e-08,1,-1.0750171952622622e-07|Running
406.4403381347656,292.42474365234375,200.9216766357422|0.20073260366916656,-1.2926622616760142e-07,-0.9796460866928101|4.839714051740884e-08,1,-1.220352316977369e-07|Running
406.7004699707031,292.42474365234375,200.5027618408203|0.20073260366916656,-7.555165382200357e-08,-0.9796460866928101|2.8893975212440637e-08,1,-7.120090828038883e-08|Running
406.8499755859375,292.42474365234375,200.0089874267578|0.20073260366916656,-2.1882971878994795e-08,-0.9796460866928101|9.407462364663388e-09,1,-2.041001145869359e-08|Running
406.95843505859375,292.42474365234375,199.48744201660156|0.1784554421901703,3.152446481635707e-08,-0.9839479923248291|-1.0527885230260381e-08,1,3.012934257640154e-08|Running
407.055419921875,292.42474365234375,198.96302795410156|0.12913911044597626,8.431624110016855e-08,-0.991626501083374|-2.8464720358556406e-08,1,8.13212750472303e-08|Running
407.12823486328125,292.42474365234375,198.4347686767578|0.07497662305831909,8.457609368406338e-08,-0.9971852898597717|-2.683990807383907e-08,1,8.279678098688237e-08|Running
407.1725158691406,292.42474365234375,197.9033660888672|0.016053728759288788,6.771772831370981e-08,-0.9998711347579956|-1.9223952207880757e-08,1,6.741779401409076e-08|Running
407.1857604980469,292.42474365234375,197.37030029296875|-0.0111735500395298,5.094574717645628e-08,-0.9999375939369202|-1.469598220893431e-08,1,5.1113143939574e-08|Running
407.18206787109375,292.42474365234375,196.83700561523438|-0.024784889072179794,3.422873007252747e-08,-0.9996927976608276|-1.1315694159463874e-08,1,3.451979324609056e-08|Running
407.1699523925781,292.42474365234375,196.30381774902344|-0.024784887209534645,1.7526000206657955e-08,-0.9996927976608276|-8.634871484503037e-09,1,1.7745465541452177e-08|Running
407.1567687988281,292.42474365234375,195.7706756591797|-0.024784887209534645,8.375456994613728e-10,-0.9996927976608276|-5.956338977597397e-09,1,9.854755900207124e-10|Running
407.1435852050781,292.42474365234375,195.23753356933594|-0.024784887209534645,-1.583664577253785e-08,-0.9996927976608276|-3.2800926419440657e-09,1,-1.5760189597813223e-08|Running
407.1304016113281,292.42474365234375,194.7043914794922|-0.024784887209534645,-3.249658675485989e-08,-0.9996927976608276|-6.061313673200175e-10,1,-3.249154545414967e-08|Running
407.1172180175781,292.42474365234375,194.17124938964844|-0.024784887209534645,-4.914228668440046e-08,-0.9996927976608276|2.0655470667207965e-09,1,-4.920859808521527e-08|Running
407.1040344238281,292.42474365234375,193.6381072998047|-0.024784887209534645,-6.577376154837111e-08,-0.9996927976608276|4.7349444365352156e-09,1,-6.591136525457841e-08|Running
407.0908508300781,292.6151123046875,193.10496520996094|-0.024784887209534645,-8.23910184521992e-08,-0.9996927976608276|7.402062518480079e-09,1,-8.259985406766646e-08|Running
407.0776672363281,292.8929138183594,192.5718231201172|-0.02932051382958889,-9.897993891172518e-08,-0.9995700716972351|9.692048053011604e-09,1,-9.93068098864569e-08|Running
407.0623779296875,293.1912841796875,192.03871154785156|-0.05199037864804268,-1.154789615043228e-07,-0.9986475706100464|1.0099130420826441e-08,1,-1.1616111805778928e-07|Running
407.03643798828125,293.4966125488281,191.50604248046875|-0.07915717363357544,-1.1462821447594251e-07,-0.9968621730804443|8.231286763304979e-09,1,-1.1564264923435985e-07|Running
406.99639892578125,293.70989990234375,190.97422790527344|-0.1107788011431694,-6.234701999119352e-08,-0.9938451051712036|1.7664884000012648e-09,1,-6.29300345167394e-08|Running
406.9398498535156,293.8334655761719,190.44393920898438|-0.16470706462860107,-1.0657341675823773e-08,-0.9863425493240356|-4.446570667226979e-09,1,-1.0062386479603447e-08|Running
406.8562927246094,293.90191650390625,189.91729736328125|-0.2446327954530716,3.9882166902316385e-08,-0.9696158170700073|-8.035678789042322e-09,1,4.3159317897334404e-08|Running
406.732177734375,293.93939208984375,189.3988494873047|-0.322929710149765,8.893665892628633e-08,-0.9464229345321655|-7.268031509966022e-09,1,9.645130205626629e-08|Running
406.53570556640625,293.9598083496094,188.93556213378906|-0.3697505295276642,8.51241424015825e-08,-0.9291310906410217|-3.211359622667942e-09,1,9.289490776609455e-08|Running
406.2342834472656,293.970947265625,188.56101989746094|-0.3781667947769165,6.413722530851373e-08,-0.9257375001907349|-2.4617368143964313e-09,1,7.028793191921068e-08|Running
405.83026123046875,293.95745849609375,188.2779998779297|-0.3781667947769165,4.316822099781348e-08,-0.9257375001907349|-2.5551436522164295e-09,1,4.7674955538923314e-08|Running
405.34765625,293.8547058105469,188.06378173828125|-0.3781667947769165,2.2217117034983858e-08,-0.9257375001907349|-2.648466557175766e-09,1,2.5081279275696033e-08|Running
404.8564758300781,294.1089782714844,187.85728454589844|-0.3781663775444031,1.2839004304154855e-09,-0.9257376194000244|-2.7417152992370575e-09,1,2.5068926934324054e-09|Running
404.3651428222656,294.9846496582031,187.6509246826172|-0.3781667947769165,-1.963143247962762e-08,-0.9257375001907349|-2.834869228252046e-09,1,-2.0048208426715064e-08|Jumping
403.87567138671875,295.8092346191406,187.4434814453125|-0.4440486431121826,0.00001876996611827053,-0.8960026502609253|0.00000781406106398208,1,0.000017076001313398592|Freefall
403.3869934082031,296.5793151855469,187.23553466796875|-0.46951231360435486,0.000059695295931305736,-0.8829259276390076|0.000024953385945991613,1,0.00005434133345261216|Freefall
402.8984069824219,297.2948913574219,187.02752685546875|-0.47606003284454346,0.00008448549488093704,-0.8794127702713013|0.00003403568553039804,1,0.00007764552719891071|Freefall
402.4089660644531,297.9559631347656,186.82138061523438|-0.4766174256801605,0.00009229869465343654,-0.8791108131408691|0.000035667580959852785,1,0.00008565348252886906|Freefall
401.91943359375,298.5625305175781,186.61553955078125|-0.47678524255752563,0.0000934157578740269,-0.8790197968482971|0.000035311837564222515,1,0.00008711930422578007|Freefall
401.4451904296875,299.1145935058594,186.39295959472656|-0.4083074629306793,0.000058261841331841424,-0.9128444790840149|0.000019500326743582264,1,0.00005510217306436971|Freefall
400.9982604980469,299.6121826171875,186.1427001953125|-0.37415170669555664,0.000017598078557057306,-0.9273675084114075|0.000005386462817114079,1,0.000016803180187707767|Freefall
400.5794677734375,300.05523681640625,185.86460876464844|-0.36664628982543945,0.000001571578650327865,-0.9303604364395142|4.731252545298048e-07,1,0.0000015027605968498392|Freefall
400.1891174316406,300.4438171386719,185.5587921142578|-0.36192938685417175,-0.0000012921992720293929,-0.9322054982185364|-3.8592486362176714e-07,1,-0.0000012363386758806882|Freefall
399.8272705078125,300.77789306640625,185.22528076171875|-0.34993138909339905,-7.927810656838119e-07,-0.9367753267288208|-2.2676437083646306e-07,1,-7.615797130711144e-07|Freefall
399.4942321777344,301.0574645996094,184.86434936523438|-0.3257901668548584,-1.8782203881073656e-07,-0.9454420804977417|-3.811731374980809e-08,1,-1.8552567837559764e-07|Freefall
399.1906433105469,301.28253173828125,184.47666931152344|-0.28072959184646606,1.3870075576960517e-07,-0.9597868919372559|4.9387598011207956e-08,1,1.3006656729430688e-07|Freefall
398.9176330566406,301.453125,184.06369018554688|-0.24136076867580414,2.746901088812592e-07,-0.9704354405403137|7.086764952646263e-08,1,2.654328454809729e-07|Freefall
398.6766052246094,301.5691833496094,183.62713623046875|-0.19727620482444763,2.9773335086247243e-07,-0.9803479313850403|5.978796480121673e-08,1,2.9167051707190694e-07|Freefall
398.4688415527344,301.6307678222656,183.16891479492188|-0.15273751318454742,3.068857949983794e-07,-0.9882667660713196|4.6434301737008354e-08,1,3.0335283440763305e-07|Freefall
398.29583740234375,301.6378479003906,182.69129943847656|-0.070835180580616,5.248533625490381e-07,-0.9974880218505859|3.53221487614519e-08,1,5.236667561803188e-07|Freefall
398.1593933105469,301.5904235839844,182.19805908203125|0.026190299540758133,9.88862097983656e-07,-0.9996569752693176|-2.0401516920287577e-08,1,9.88666897683288e-07|Freefall
398.06109619140625,301.4884948730469,181.69378662109375|0.12911882996559143,0.0000013888477496948326,-0.9916291236877441|-1.6854427542511985e-07,1,0.0000013786257113679312|Freefall
398.0018005371094,301.3320617675781,181.1829376220703|0.19930152595043182,0.0000013005675327804056,-0.9799382090568542|-2.5278819748564274e-07,1,0.0000012757808462993125|Freefall
397.98199462890625,301.12115478515625,180.66885375976562|0.24683240056037903,8.243102911364986e-07,-0.9690581560134888|-2.0787891230611422e-07,1,7.976807410159381e-07|Freefall
398.0017395019531,300.855712890625,180.15370178222656|0.26376473903656006,3.9894524661576725e-07,-0.9645870327949524|-1.1421594336979979e-07,1,3.823595875473984e-07|Freefall
398.0611267089844,300.5357971191406,179.6387481689453|0.2661971151828766,7.890321995773775e-08,-0.9639186263084412|-3.09705576739816e-08,1,7.33038518774265e-08|Freefall
398.1601867675781,300.161376953125,179.124267578125|0.262845903635025,-6.934389773505245e-08,-0.9648378491401672|1.3588440594958229e-08,1,-6.816921427343914e-08|Freefall
398.2938232421875,299.7324523925781,178.60972595214844|0.26267409324645996,-1.1573493452488037e-07,-0.9648846387863159|3.042638141437237e-08,1,-1.1166383018235138e-07|Freefall
398.4337158203125,299.2490234375,178.09507751464844|0.2625412046909332,-1.4290642980085977e-07,-0.9649207592010498|4.192139257952476e-08,1,-1.3669550469330716e-07|Freefall
398.57373046875,298.71112060546875,177.58042907714844|0.26252588629722595,-1.7005305608108756e-07,-0.9649249315261841|5.342116082829307e-08,1,-1.617002709508597e-07|Freefall
398.7137451171875,298.1186828613281,177.06578063964844|0.26649707555770874,-1.258097768186417e-07,-0.9638357162475586|4.178465573545509e-08,1,-1.1897699891960656e-07|Freefall
398.8557434082031,297.4717712402344,176.55169677734375|0.26674002408981323,-7.945374846940467e-08,-0.9637685418128967|2.890980788095021e-08,1,-7.443939864515414e-08|Freefall
398.99810791015625,296.7703552246094,176.03773498535156|0.2748122215270996,-2.8575161792332437e-08,-0.9614979028701782|1.5439564293728836e-08,1,-2.53065355337867e-08|Freefall
399.1444396972656,296.0144348144531,175.52487182617188|0.2792736887931824,3.418557881218476e-08,-0.9602115154266357|-1.8522796629838467e-09,1,3.506340462422486e-08|Freefall
399.2934265136719,295.2040100097656,175.01278686523438|0.27979618310928345,1.0126672123078606e-07,-0.960059404373169|-2.0505071418597254e-08,1,9.95037225948181e-08|Freefall
399.4427185058594,294.3390808105469,174.50076293945312|0.2799694240093231,1.310740174176317e-07,-0.9600089192390442|-3.0119522875793336e-08,1,1.277503400842761e-07|Freefall
399.5920104980469,293.419677734375,173.98873901367188|0.2799895107746124,1.2345262234703114e-07,-0.9600030779838562|-3.0640627812772436e-08,1,1.1965958890414186e-07|Freefall
399.77862548828125,292.1937561035156,173.3487091064453|0.2799924612045288,1.1393508003720854e-07,-0.9600021839141846|-3.128805303731497e-08,1,1.0955668727774537e-07|Freefall
399.8905944824219,291.4173278808594,172.96469116210938|0.27999261021614075,1.0822943607990965e-07,-0.9600021839141846|-3.167595252762112e-08,1,1.035001844229555e-07|Freefall
400.0398864746094,290.3343811035156,172.45266723632812|0.27999264001846313,1.0062758803996985e-07,-0.9600021243095398|-3.2192748022907836e-08,1,9.54308916334412e-08|Freefall
400.1891784667969,289.19696044921875,171.94064331054688|0.27999264001846313,9.303224146606226e-08,-0.9600021243095398|-3.27090994289847e-08,1,8.736848400303643e-08|Freefall
400.3384704589844,288.0050354003906,171.42861938476562|0.27999264001846313,8.544338214733216e-08,-0.9600021243095398|-3.3225010298565394e-08,1,7.931297574259588e-08|Freefall
400.4878234863281,286.75860595703125,170.91661071777344|0.2918362319469452,8.728363098953196e-08,-0.9564682841300964|-3.756787236852688e-08,1,7.979351579479044e-08|Freefall
400.64312744140625,285.4576721191406,170.4064178466797|0.3043588101863861,1.271982341677358e-07,-0.9525574445724487|-5.340966779954215e-08,1,1.1646806541421029e-07|Freefall
400.8053283691406,284.1022644042969,169.89833068847656|0.3054962456226349,1.2461966036880767e-07,-0.9521932601928711|-4.911995077350184e-08,1,1.1511706787814546e-07|Freefall
400.9685363769531,282.69232177734375,169.3905792236328|0.3059651553630829,1.235742104199744e-07,-0.9520426988601685|-4.5160920336684285e-08,1,1.152853172925461e-07|Freefall
401.1317443847656,281.7117004394531,168.88282775878906|0.3016936779022217,1.2256823822553997e-07,-0.9534049034118652|-4.0631093156662246e-08,1,1.1570119795578648e-07|Landed
401.2929992675781,281.8136291503906,168.3744659423828|0.29303568601608276,1.2159873108430475e-07,-0.9561014771461487|-3.557048700031373e-08,1,1.1627982132722536e-07|Landed
401.4499816894531,281.9959411621094,167.86476135253906|0.27999192476272583,1.2068316834756843e-07,-0.9600023627281189|-2.9977716309304014e-08,1,1.169681027590741e-07|Running
401.6003112792969,282.115234375,167.35305786132812|0.2449662983417511,1.1991063786354061e-07,-0.9695315957069397|-2.170987123406576e-08,1,1.1819361844800369e-07|Running
401.73370361328125,282.1833801269531,166.8367462158203|0.182918980717659,1.193898384599379e-07,-0.983128011226654|-1.0162681363112824e-08,1,1.1954790579693508e-07|Running
401.8362731933594,282.21600341796875,166.3134765625|0.06524043530225754,1.5605337466695346e-07,-0.9978695511817932|-3.225709033216617e-09,1,1.5617564486092306e-07|Running
401.88427734375,282.2267761230469,165.78282165527344|-0.05944523960351944,2.8717664690702804e-07,-0.9982315897941589|1.2245459757309618e-08,1,2.869561797069764e-07|Running
401.8691711425781,282.2066955566406,165.25035095214844|-0.13115452229976654,1.9041237919736886e-07,-0.9913619160652161|1.8473159002496686e-08,1,1.896275563240124e-07|Running
401.8067321777344,282.16583251953125,164.7209014892578|-0.13806526362895966,2.6386853591020554e-08,-0.9904231429100037|1.212028699626444e-09,1,2.6473044201225093e-08|Running
401.7340393066406,282.1647033691406,164.19256591796875|-0.13782453536987305,-8.07318798479173e-08,-0.9904566407203674|-1.0248625947895107e-08,1,-8.008363039380129e-08|Running
401.6606750488281,283.0301513671875,163.664306640625|-0.13780562579631805,-1.689646040858861e-07,-0.9904592633247375|-1.935144489095819e-08,1,-1.6789974210951186e-07|Jumping
401.58721923828125,283.84112548828125,163.1360321044922|-0.12963026762008667,-1.5751689375065325e-07,-0.9915624260902405|-1.6396093371895404e-08,1,-1.567137530855689e-07|Freefall
401.51788330078125,284.5975646972656,162.60723876953125|-0.11276867240667343,-1.1246058306824125e-07,-0.993621289730072|-8.092569281359374e-09,1,-1.1226409668552151e-07|Freefall
401.45745849609375,285.2995300292969,162.0773468017578|-0.09918299317359924,-3.3337621552220753e-09,-0.9950692057609558|5.817913706351874e-09,1,-3.930179293121228e-09|Freefall
401.4045715332031,285.94696044921875,161.54664611816406|-0.09371163696050644,8.973890430752363e-08,-0.9955993890762329|1.4292222516587572e-08,1,8.879028712271975e-08|Freefall
401.3547668457031,286.5399169921875,161.01564025878906|-0.09295231103897095,1.1750429962376074e-07,-0.9956705570220947|1.4640700207735335e-08,1,1.1664843668768299e-07|Freefall
401.30535888671875,287.078369140625,160.48463439941406|-0.09274791181087494,1.2742360411266418e-07,-0.9956896305084229|1.3010598820528685e-08,1,1.2676329674832232e-07|Freefall
401.25592041015625,287.56231689453125,159.95362854003906|-0.0927242860198021,1.3733797743498144e-07,-0.9956918358802795|1.1405902888839137e-08,1,1.3687002820006455e-07|Freefall
401.20648193359375,287.99176025390625,159.42262268066406|-0.09272154420614243,1.4724392372045259e-07,-0.9956920742988586|9.80555636687086e-09,1,1.4696786365675507e-07|Freefall
401.15704345703125,288.36669921875,158.89161682128906|-0.0886189267039299,1.5819496468338912e-07,-0.996065616607666|7.633015108865493e-09,1,1.581407218509412e-07|Freefall
401.1096496582031,288.6871643066406,158.36038208007812|-0.08836629986763,1.7129111995473068e-07,-0.9960880279541016|6.25577190049853e-09,1,1.7140885688604612e-07|Freefall
401.0626220703125,288.9530944824219,157.82913208007812|-0.08822103589773178,1.8451365235705453e-07,-0.996100902557373|4.930289954074851e-09,1,1.8479923369341122e-07|Freefall
401.015625,289.16455078125,157.29788208007812|-0.08820417523384094,1.2817353933769482e-07,-0.9961023926734924|2.4607860193981423e-09,1,1.2845715957610082e-07|Freefall
400.9686279296875,289.3215026855469,156.76663208007812|-0.08820183575153351,7.1881608221247e-08,-0.9961026310920715|-3.4342105981882698e-12,1,7.216316078029195e-08|Freefall
400.921630859375,289.4239501953125,156.23538208007812|-0.08820224553346634,1.5637798611578546e-08,-0.9961025714874268|-2.4651811703080284e-09,1,1.591726928040771e-08|Freefall
400.8746337890625,289.4718933105469,155.70413208007812|-0.08820172399282455,-4.055795699287046e-08,-0.9961026310920715|-4.924859187127595e-09,1,-4.0280564661543394e-08|Freefall
400.82763671875,289.4653625488281,155.17288208007812|-0.08820222318172455,-9.670569056652312e-08,-0.9961025714874268|-7.382447542170212e-09,1,-9.643037657269815e-08|Freefall
400.7806396484375,289.404296875,154.64163208007812|-0.08820220828056335,-1.3491504091689421e-07,-0.9961025714874268|-8.781449345462988e-09,1,-1.346653419886934e-07|Freefall
400.733642578125,289.28875732421875,154.11038208007812|-0.08820149302482605,-1.1944342759306892e-07,-0.9961026310920715|-7.011106806231737e-09,1,-1.1928995036214474e-07|Freefall
400.6866455078125,289.11871337890625,153.57913208007812|-0.08820153027772903,-1.0398504457498348e-07,-0.9961026310920715|-5.242376310832242e-09,1,-1.0392770377620764e-07|Freefall
400.6396484375,288.8941650390625,153.04788208007812|-0.0882018432021141,-8.853986344092846e-08,-0.9961026310920715|-3.47519013566e-09,1,-8.857857380917267e-08|Freefall
400.5926513671875,288.6151123046875,152.51663208007812|-0.09230592846870422,-7.206303820339599e-08,-0.9957306981086731|-2.017057632031083e-09,1,-7.218503128569864e-08|Freefall
400.5435485839844,288.28155517578125,151.9855499267578|-0.09255704283714294,-5.3445013747932535e-08,-0.9957073926925659|7.466908168163311e-12,1,-5.367611777273851e-08|Freefall
400.4941101074219,287.8935241699219,151.4545135498047|-0.09270268678665161,-3.470578135988944e-08,-0.9956938624382019|2.0635264608159787e-09,1,-3.504800005771358e-08|Freefall
400.4446716308594,287.4509582519531,150.9235076904297|-0.09271824359893799,-1.5980640810653313e-08,-0.9956923723220825|4.126183839048281e-09,1,-1.6434004379561884e-08|Freefall
400.3952331542969,286.95391845703125,150.3925018310547|-0.09271997213363647,2.728530512641214e-09,-0.995692253112793|6.187665047008295e-09,1,2.164133094950671e-09|Freefall
400.3457946777344,286.4023742675781,149.8614959716797|-0.08861909061670303,2.2467304461315507e-08,-0.996065616607666|8.33252045140398e-09,1,2.181471181472716e-08|Freefall
