KBG|false|14298
400.29840087890625,285.79632568359375,149.33026123046875|-0.08836771547794342,4.433995215435971e-08,-0.996087908744812|1.0670965444603553e-08,1,4.3567421670331896e-08|Freefall
400.25140380859375,285.1357727050781,148.79901123046875|-0.0800100564956665,7.074739727386259e-08,-0.9967940449714661|1.2983813135747369e-08,1,6.993276002731363e-08|Freefall
400.20849609375,284.4207458496094,148.26739501953125|-0.07127232104539871,1.1426444501694277e-07,-0.9974569082260132|1.6298796978730934e-08,1,1.1339115957298418e-07|Freefall
400.1704406738281,283.65118408203125,147.7354278564453|-0.062254879623651505,1.4055176222882437e-07,-0.9980602860450745|1.6370087507766584e-08,1,1.3980381652345386e-07|Freefall
400.1371765136719,282.8271484375,147.203125|-0.05319792404770851,1.502097006778058e-07,-0.998583972454071|1.3214485505841367e-08,1,1.4971871564739558e-07|Freefall
400.10882568359375,281.9486083984375,146.67054748535156|-0.027662472799420357,1.7130724927483243e-07,-0.999617338180542|7.157687331726947e-09,1,1.7117474726546789e-07|Freefall
400.0936279296875,281.01556396484375,146.13746643066406|0.011258301325142384,1.8884233554672392e-07,-0.9999366402626038|-1.436009644528724e-09,1,1.8883812913372822e-07|Freefall
400.09765625,280.02801513671875,145.60423278808594|0.05973142385482788,2.565358840911358e-07,-0.9982144832611084|-1.5400823727418356e-08,1,2.5607317866160884e-07|Freefall
400.1258850097656,278.9859619140625,145.07179260253906|0.10087422281503677,2.9661526923518977e-07,-0.9948992133140564|-2.9512142063481406e-08,1,2.9514370680772117e-07|Freefall
400.1778259277344,277.889404296875,144.5410919189453|0.12536080181598663,2.371660485778193e-07,-0.9921112060546875|-2.9756844099892987e-08,1,2.3529187842541432e-07|Freefall
400.2449645996094,276.73834228515625,144.0120391845703|0.15259656310081482,2.0703910763586464e-07,-0.9882885813713074|-3.2534362759406577e-08,1,2.0446910298232979e-07|Freefall
400.326171875,275.5328063964844,143.4849395751953|0.16718749701976776,1.8222743847218226e-07,-0.9859251379966736|-3.1434520764150875e-08,1,1.7949840014352958e-07|Freefall
400.41552734375,274.2727355957031,142.95916748046875|0.18512344360351562,1.739794441846243e-07,-0.9827152490615845|-3.2885637324397976e-08,1,1.7084454384530545e-07|Freefall
400.51409912109375,272.95819091796875,142.43504333496094|0.1987857222557068,1.6225378374201682e-07,-0.9800429940223694|-3.2491627166564285e-08,1,1.5896742411314335e-07|Freefall
400.62017822265625,271.5891418457031,141.912353515625|0.21628229320049286,1.5982314494067396e-07,-0.9763308763504028|-3.4610756927122566e-08,1,1.5603056624513556e-07|Freefall
400.7353210449219,270.16558837890625,141.3916015625|0.22981680929660797,1.5579739454096853e-07,-0.9732338786125183|-3.581468988045344e-08,1,1.516249881206022e-07|Freefall
400.85784912109375,268.6875305175781,140.87254333496094|0.2311798334121704,1.4864085073895694e-07,-0.9729110598564148|-3.422349337256492e-08,1,1.446474300337286e-07|Freefall
400.98138427734375,267.1549987792969,140.35372924804688|0.22767013311386108,1.4379607193859556e-07,-0.9737383127212524|-3.2293538509975406e-08,1,1.4012368865223834e-07|Freefall
401.1029357910156,265.56793212890625,139.83444213867188|0.22346743941307068,1.428224294386382e-07,-0.9747114181518555|-3.112123536652689e-08,1,1.3939289544850908e-07|Freefall
401.22216796875,264.8362121582031,139.31460571289062|0.21865995228290558,7.022632786402028e-08,-0.9758011102676392|-1.4753998023309123e-08,1,6.866175539244068e-08|Landed
401.33905029296875,264.9721984863281,138.79421997070312|0.21850214898586273,-2.1397579264004207e-09,-0.975836455821991|8.650770655371787e-10,1,-1.999040710742861e-09|Landed
401.45562744140625,265.1307373046875,138.27377319335938|0.21848328411579132,-7.444175764703687e-08,-0.97584068775177|1.6458026053101094e-08,1,-7.259991718910896e-08|Running
401.57220458984375,265.9961853027344,137.75332641601562|0.2184811383485794,-1.466819270490305e-07,-0.9758411645889282|3.203749798785793e-08,1,-1.4314045415630972e-07|Jumping
401.68878173828125,266.8071594238281,137.23287963867188|0.2184813916683197,-1.378647027650004e-07,-0.9758411049842834|2.999594173047626e-08,1,-1.3456201486405917e-07|Freefall
401.80535888671875,267.5635986328125,136.71243286132812|0.21848084032535553,-1.2905499602311465e-07,-0.975841224193573|2.7956051695809947e-08,1,-1.2599092258369637e-07|Freefall
401.92193603515625,268.26556396484375,136.19198608398438|0.22249983251094818,-1.1920752029936921e-07,-0.9749327301979065|2.6256699925397697e-08,1,-1.1628024054743946e-07|Freefall
402.04052734375,268.9129943847656,135.6719970703125|0.23077154159545898,-1.0097524949514991e-07,-0.9730079770088196|2.3168828633401972e-08,1,-9.828135461020793e-08|Freefall
402.1634521484375,269.5059509277344,135.15301513671875|0.23941314220428467,-6.381046091519238e-08,-0.9709177613258362|1.5508133444086525e-08,1,-6.189773671394505e-08|Freefall
402.2910461425781,270.0444030761719,134.63516235351562|0.2402038276195526,-1.3940556264913084e-08,-0.970722496509552|3.897378864081702e-09,1,-1.3396610931692976e-08|Freefall
402.4193420410156,270.5283508300781,134.11746215820312|0.24052248895168304,3.657343938812119e-08,-0.9706435799598694|-7.934110257679095e-09,1,3.571352991116328e-08|Freefall
402.5476379394531,270.9577941894531,133.59976196289062|0.24055936932563782,8.705347198656455e-08,-0.970634400844574|-1.976385810564807e-08,1,8.478896518226975e-08|Freefall
402.6759338378906,271.3327331542969,133.08206176757812|0.2445603311061859,1.3853782832029538e-07,-0.9696340560913086|-3.221964917088371e-08,1,1.3474998183937714e-07|Freefall
402.8062438964844,271.6531982421875,132.5648956298828|0.2448054850101471,1.2188233711185603e-07,-0.9695721864700317|-2.8455682254957537e-08,1,1.1852260684008797e-07|Freefall
402.9368591308594,271.91912841796875,132.0478057861328|0.24494735896587372,1.0537731043314125e-07,-0.9695363640785217|-2.4692260680581057e-08,1,1.0245000225950207e-07|Freefall
403.0674743652344,272.1305847167969,131.5307159423828|0.24496375024318695,8.888820701713485e-08,-0.9695322513580322|-2.0914949772077307e-08,1,8.639712945068823e-08|Freefall
403.1980895996094,272.28753662109375,131.0136260986328|0.24496565759181976,7.241320787443328e-08,-0.969531774520874|-1.7139116792463938e-08,1,7.035841065317072e-08|Freefall
403.3287353515625,272.3899841308594,130.4965362548828|0.2489582598209381,5.699913430134984e-08,-0.9685142040252686|-1.3947075494513683e-08,1,5.526701940539169e-08|Freefall
403.46142578125,272.43792724609375,129.97996520996094|0.25717470049858093,4.9995637851907304e-08,-0.9663649201393127|-1.3112540386828186e-08,1,4.824618571319661e-08|Freefall
403.5984191894531,272.431396484375,129.4645233154297|0.26575618982315063,6.194996160502342e-08,-0.9640402793884277|-1.7210483704843682e-08,1,5.951636339318611e-08|Freefall
403.7400817871094,272.3703308105469,128.9503631591797|0.2784334421157837,1.029715548384047e-07,-0.9604555368423462|-2.9662096778793057e-08,1,9.86122046242599e-08|Freefall
403.888427734375,272.2547912597656,128.43809509277344|0.29132193326950073,1.347085287761729e-07,-0.9566250443458557|-3.970579598444601e-08,1,1.287247783920975e-07|Freefall
404.0436706542969,272.0847473144531,127.92787170410156|0.29250195622444153,1.4123575908797648e-07,-0.9562649130821228|-4.121293528669412e-08,1,1.3508902441117243e-07|Freefall
404.199951171875,271.8601989746094,127.41795349121094|0.30084341764450073,1.1830190516093353e-07,-0.9536735415458679|-3.535584625069532e-08,1,1.1289537127368021e-07|Freefall
404.36016845703125,271.5811462402344,126.90925598144531|0.3013792037963867,1.0467110911349664e-07,-0.9535043835639954|-3.1106971221106505e-08,1,9.99430298520565e-08|Freefall
404.52105712890625,271.2475891113281,126.40077209472656|0.3016643822193146,9.162197045498033e-08,-0.9534142017364502|-2.6966246124970894e-08,1,8.756656910691163e-08|Freefall
404.6819152832031,270.85955810546875,125.89228057861328|0.2938304841518402,8.271593543440758e-08,-0.9558575749397278|-2.32146000200828e-08,1,7.939967616721333e-08|Freefall
404.8388977050781,270.4169921875,125.38257598876953|0.29335182905197144,8.238660598181013e-08,-0.9560045599937439|-2.2706387881044066e-08,1,7.921055100723606e-08|Landed
404.99517822265625,269.9199523925781,124.8726577758789|0.2930726110935211,8.260158779194171e-08,-0.9560902118682861|-2.239792529223905e-08,1,7.95294923250367e-08|Landed
405.15142822265625,269.67474365234375,124.36273956298828|0.29304027557373047,8.282373187284975e-08,-0.9561001062393188|-2.211498895121622e-08,1,7.98484904862562e-08|Running
405.30767822265625,269.7112121582031,123.85279846191406|0.2886950373649597,8.30474320423491e-08,-0.9574211239814758|-2.1472454037052557e-08,1,8.026608355748976e-08|Running
405.46197509765625,269.7579040527344,123.34226989746094|0.2930360436439514,8.326930611701755e-08,-0.9561014175415039|-2.1557021057105885e-08,1,8.048552757600191e-08|Running
405.617919921875,269.78759765625,122.83224487304688|0.2973717749118805,8.348936120228245e-08,-0.9547617435455322|-2.1642888370365654e-08,1,8.070429657891509e-08|Running
405.77618408203125,269.804443359375,122.32292938232422|0.3146525025367737,8.370264481527556e-08,-0.9492069482803345|-2.282525990437989e-08,1,8.061531531211585e-08|Running
405.942626953125,269.813720703125,121.81624603271484|0.33610594272613525,8.390742323172162e-08,-0.941824197769165|-2.4369610329699753e-08,1,8.039361887313135e-08|Running
406.12017822265625,269.81878662109375,121.3133544921875|0.35738709568977356,8.41036182919197e-08,-0.9339563250541687|-2.5908835965537946e-08,1,8.01366510927437e-08|Running
406.30908203125,269.8215637207031,120.81461334228516|0.36162135004997253,8.429795173015009e-08,-0.9323250651359558|-2.5994001617846152e-08,1,8.033460829892647e-08|Running
406.5015869140625,269.82305908203125,120.3172378540039|0.3658483326435089,8.449042354641279e-08,-0.9306744933128357|-2.608031657302945e-08,1,8.053189759493762e-08|Running
406.69635009765625,269.8238525390625,119.82074737548828|0.3658483326435089,8.46827248324189e-08,-0.9306744933128357|-2.5802593839330257e-08,1,8.08476983138462e-08|Running
406.89141845703125,269.82427978515625,119.32437896728516|0.3658483326435089,8.487486269359579e-08,-0.9306744933128357|-2.5525109137447544e-08,1,8.116322902651518e-08|Running
407.08648681640625,269.8245544433594,118.82801055908203|0.37848415970802307,8.50617354331007e-08,-0.9256077408790588|-2.6350409854103418e-08,1,8.112348126587676e-08|Running
407.2873840332031,269.8246765136719,118.33395385742188|0.39938637614250183,8.523988270781047e-08,-0.9167826771736145|-2.7907097077672915e-08,1,8.081977398433082e-08|Running
407.49871826171875,269.8247375488281,117.84430694580078|0.4118300676345825,8.541270091200204e-08,-0.9112606644630432|-2.872798177122604e-08,1,8.074709967331728e-08|Running
407.7173156738281,269.8247375488281,117.35785675048828|0.41596078872680664,8.558362907251649e-08,-0.9093825221061707|-2.881754745942544e-08,1,8.093036285572452e-08|Running
407.9388122558594,269.8247375488281,116.87269592285156|0.41596078872680664,8.575440801905643e-08,-0.9093825817108154|-2.854124048212725e-08,1,8.124454353719557e-08|Running
408.1606140136719,269.8247375488281,116.38768005371094|0.4159606695175171,8.592504485704922e-08,-0.9093825817108154|-2.826516443121818e-08,1,8.155846131785438e-08|Running
408.3824157714844,269.8247375488281,115.90266418457031|0.41596081852912903,8.60955324810675e-08,-0.9093825221061707|-2.7989347728407665e-08,1,8.187210198684625e-08|Running
408.6042175292969,269.8247375488281,115.41764831542969|0.41596081852912903,8.626587799653862e-08,-0.9093825221061707|-2.7713753070202074e-08,1,8.218548686045324e-08|Running
408.8260192871094,269.8247375488281,114.93263244628906|0.41596081852912903,8.643608850888995e-08,-0.9093825221061707|-2.7438394667456123e-08,1,8.249860172782064e-08|Running
409.0478210449219,269.8247375488281,114.44761657714844|0.41596081852912903,8.660614270183942e-08,-0.9093825221061707|-2.7163272520169812e-08,1,8.281145369437581e-08|Running
409.2696228027344,269.8247375488281,113.96260070800781|0.41596081852912903,8.677605478624173e-08,-0.9093825221061707|-2.6888383075629463e-08,1,8.312402854926404e-08|Running
409.4914245605469,269.8247375488281,113.47758483886719|0.41596081852912903,8.694581765666953e-08,-0.9093825221061707|-2.6613728110191914e-08,1,8.343634050334003e-08|Running
409.7132263183594,269.8247375488281,112.99256896972656|0.41596081852912903,8.711543841855018e-08,-0.9093825221061707|-2.6339307623857167e-08,1,8.37483895566038e-08|Running
409.9350280761719,269.8247375488281,112.50755310058594|0.41596081852912903,8.728491707188368e-08,-0.9093825221061707|-2.606512339298206e-08,1,8.406016860362797e-08|Running
410.1568298339844,269.8247375488281,112.02253723144531|0.43239814043045044,8.744734714127844e-08,-0.9016827940940857|-2.7312619721442388e-08,1,8.38847356021688e-08|Running
410.3861389160156,269.8247375488281,111.54103088378906|0.4648391604423523,8.759568714822308e-08,-0.8853951692581177|-3.0065439915460956e-08,1,8.314941624121275e-08|Running
410.6314697265625,269.8247375488281,111.0675277709961|0.5045247077941895,8.772620674335485e-08,-0.8633972406387329|-3.353290622953864e-08,1,8.201094914284113e-08|Running
410.89739990234375,269.8247375488281,110.60529327392578|0.5239832997322083,8.784766691860568e-08,-0.8517285585403442|-3.5111661134124006e-08,1,8.153976693847653e-08|Running
411.17529296875,269.8247375488281,110.15009307861328|0.535529613494873,8.796363459850909e-08,-0.8445164561271667|-3.5945415532978586e-08,1,8.136466789210317e-08|Running
411.4599609375,269.8247375488281,109.6990966796875|0.5431722402572632,8.807590035075918e-08,-0.8396213054656982|-3.6409602444109623e-08,1,8.134526296998956e-08|Running
411.7489929199219,269.8247375488281,109.25090789794922|0.5431720614433289,8.818806662702627e-08,-0.8396214246749878|-3.613703469795837e-08,1,8.16551875004734e-08|Running
412.0386657714844,269.8247375488281,108.8031005859375|0.5431722402572632,8.830014763816507e-08,-0.8396213054656982|-3.5864736958046706e-08,1,8.19648349192903e-08|Running
412.3283386230469,269.8247375488281,108.35531616210938|0.5431720614433289,8.841212917332086e-08,-0.8396214246749878|-3.5592634617387375e-08,1,8.227422654272232e-08|Running
412.6180114746094,269.8247375488281,107.90753173828125|0.5431721210479736,8.8524018337921e-08,-0.839621365070343|-3.532078451939924e-08,1,8.25833552653421e-08|Running
412.9076843261719,269.8247375488281,107.45974731445312|0.5431721210479736,8.863580802653814e-08,-0.839621365070343|-3.5049165347800226e-08,1,8.289222108714966e-08|Running
413.1973571777344,269.8247375488281,107.011962890625|0.5431721210479736,8.874750534459963e-08,-0.839621365070343|-3.4777780655304014e-08,1,8.320081690271763e-08|Running
413.4870300292969,269.8247375488281,106.56417846679688|0.5431721210479736,8.885910318667811e-08,-0.839621365070343|-3.4506623336483244e-08,1,8.350914981747337e-08|Running
413.7767028808594,269.8247375488281,106.11639404296875|0.5431721210479736,8.897060865820094e-08,-0.839621365070343|-3.4235700496765276e-08,1,8.381721983141688e-08|Running
414.0663757324219,269.8247375488281,105.66860961914062|0.5431721210479736,8.908202175916813e-08,-0.839621365070343|-3.396500858343643e-08,1,8.412503404997551e-08|Running
414.3560485839844,269.8247375488281,105.2208251953125|0.5393560528755188,8.919511884641906e-08,-0.8420778512954712|-3.3312407055063886e-08,1,8.458584943582537e-08|Running
414.6440124511719,269.8247375488281,104.77191162109375|0.5393560528755188,8.930811645768699e-08,-0.8420778512954712|-3.3042173441799605e-08,1,8.489313074733218e-08|Running
414.93170166015625,269.8247375488281,104.32281494140625|0.5393560528755188,8.942102169839927e-08,-0.8420778512954712|-3.2772170754924446e-08,1,8.520014915802676e-08|Running
415.21929931640625,269.8247375488281,103.87371826171875|0.5393560528755188,8.95338345685559e-08,-0.8420778512954712|-3.250239899443841e-08,1,8.550690466790911e-08|Running
415.50689697265625,269.8247375488281,103.42462158203125|0.5393562316894531,8.964654796272953e-08,-0.8420777320861816|-3.223287592390989e-08,1,8.581339017155187e-08|Running
415.79449462890625,269.8247375488281,102.97552490234375|0.5393564105033875,8.975916188092015e-08,-0.8420776128768921|-3.196358022705681e-08,1,8.61196127743824e-08|Running
416.08209228515625,269.8247375488281,102.52642822265625|0.5393563508987427,8.987168342855512e-08,-0.8420776128768921|-3.169449414031078e-08,1,8.642558668725542e-08|Running
