aneh pro|false|14975
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-6.317078771189699e-08,0.4044754207134247|5.974008132625386e-08,1,2.1102803060557562e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-5.625506815931658e-08,0.4044754207134247|5.3956227930029854e-08,1,1.7082523839917485e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-5.164951133451723e-08,0.4044754207134247|5.010444326103425e-08,1,1.4405201476108687e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-4.9348209074651095e-08,0.4044754207134247|4.817978549453983e-08,1,1.3067397830468508e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-4.474855330727223e-08,0.4044754207134247|4.4332935544844077e-08,1,1.0393506499895011e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-4.01528303939358e-08,0.4044754207134247|4.0489371855301215e-08,1,7.721899564216983e-09|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-3.326660191760311e-08,0.4044754207134247|3.4730184950149123e-08,1,3.7187695145490807e-09|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-2.868068804673385e-08,0.4044754207134247|3.089482802920429e-08,1,1.0528663496600643e-09|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-2.638920193476224e-08,0.4044754207134247|2.897837880766474e-08,1,-2.792305831000874e-10|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-2.1809164252317714e-08,0.4044754207134247|2.5147937066094528e-08,1,-2.941716870097366e-09|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-1.4946445858754487e-08,0.4044754207134247|1.940840910208408e-08,1,-6.931180518421343e-09|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-1.0376186132532439e-08,0.4044754207134247|1.5586143931045626e-08,1,-9.5879828521106e-09|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-8.09252131972471e-09,0.4044754207134247|1.3676235255388747e-08,1,-1.091553247789534e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-3.5281175758683503e-09,0.4044754207134247|9.85886750015652e-09,1,-1.3568929091434256e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.0323856214355942e-09,0.4044754207134247|6.0447611360814335e-09,1,-1.622005818546768e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,5.588991935923104e-09,0.4044754207134247|2.233913942717436e-09,1,-1.8868922424530865e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.2416601968823215e-08,0.4044754207134247|-3.4762530631837762e-09,1,-2.283797329027948e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.4690527017080512e-08,0.4044754207134247|-5.378015366375166e-09,1,-2.415985989046021e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.923546300020007e-08,0.4044754207134247|-9.179102811174289e-09,1,-2.680193844639689e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,2.6045587020462335e-08,0.4044754207134247|-1.4874644627127509e-08,1,-3.0760823221953615e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,2.831368739464324e-08,0.4044754207134247|-1.6771537048043683e-08,1,-3.207932408599845e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,3.2846983799572627e-08,0.4044754207134247|-2.0562890057362893e-08,1,-3.471463827509069e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,3.963966577202882e-08,0.4044754207134247|-2.6243844430950958e-08,1,-3.866338360580812e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,4.4163282808540316e-08,0.4044754207134247|-3.002710258215302e-08,1,-4.1293066743719464e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,4.8683038045282956e-08,0.4044754207134247|-3.3807129540264214e-08,1,-4.3920504566585805e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,5.319892792954306e-08,0.4044754207134247|-3.758392708164138e-08,1,-4.6545697074407144e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,5.771095956674799e-08,0.4044754207134247|-4.135749520628451e-08,1,-4.916864426718348e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,6.221913650961142e-08,0.4044754207134247|-4.5127841019620973e-08,1,-5.1789353250342174e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,6.89741810333544e-08,0.4044754207134247|-5.0777320126371706e-08,1,-5.571621386479819e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,7.572056404114846e-08,0.4044754207134247|-5.641955880264504e-08,1,-5.963804738939871e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,8.021335418106901e-08,0.4044754207134247|-6.017703668703689e-08,1,-6.224980353408682e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,8.470230028478909e-08,0.4044754207134247|-6.393129581283574e-08,1,-6.485933568001201e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,8.918741656316342e-08,0.4044754207134247|-6.768235039089632e-08,1,-6.746662961631955e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,9.366869591076465e-08,0.4044754207134247|-7.143020042121861e-08,1,-7.007169955386416e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,9.814614543302014e-08,0.4044754207134247|-7.517485300922999e-08,1,-7.267454549264585e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.0261977223535723e-07,0.4044754207134247|-7.891630815493045e-08,1,-7.527516032723724e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.0932304661537273e-07,0.4044754207134247|-8.452249034007764e-08,1,-7.917192590412014e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.1378711661791385e-07,0.4044754207134247|-8.82559518800008e-08,1,-8.176699139994525e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.204760735618038e-07,0.4044754207134247|-9.385016852547778e-08,1,-8.565542941596505e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.2493062229168572e-07,0.4044754207134247|-9.757565777590571e-08,1,-8.824495267845123e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.2938136251250398e-07,0.4044754207134247|-1.0129797090030479e-07,1,-9.08322661530292e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,1.3382829422425857e-07,0.4044754207134247|-1.0501710079324766e-07,1,-9.341736273427159e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,7.137779789445631e-08,0.4044754207134247|-5.61449944314063e-08,1,-4.9522068223950555e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,4.017256571842154e-08,0.4044754207134247|-3.1724603388738615e-08,1,-2.7588486162244408e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-2.2197903959408904e-08,0.4044754207134247|1.708487396001601e-08,1,1.625055645604334e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-8.451507937934366e-08,0.4044754207134247|6.58526460028952e-08,1,6.005213748494498e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-7.974966820256668e-08,0.4044754207134247|6.226266435760408e-08,1,5.6387648328382056e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-7.498832843566561e-08,0.4044754207134247|5.867574870421777e-08,1,5.2726292665283836e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-6.785394646158238e-08,0.4044754207134247|5.330111818580008e-08,1,4.7240124700920205e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-6.310276745580268e-08,0.4044754207134247|4.97218550776779e-08,1,4.3586585007915346e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-6.072870206708103e-08,0.4044754207134247|4.7933372826491905e-08,1,4.176098400421324e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-5.598361596526047e-08,0.4044754207134247|4.435869982444274e-08,1,3.811212678783704e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-5.124258350974742e-08,0.4044754207134247|4.078707860344366e-08,1,3.446638530135715e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-4.650559759511452e-08,0.4044754207134247|3.721850916349467e-08,1,3.0823763097487245e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-4.177266532678914e-08,0.4044754207134247|3.3652987951882096e-08,1,2.718425129444313e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-3.704377249391655e-08,0.4044754207134247|3.009051496860593e-08,1,2.3547849892224804e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-3.2318922649210435e-08,0.4044754207134247|2.6531084884595657e-08,1,1.991455533811859e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-2.759810868724344e-08,0.4044754207134247|2.2974695923494437e-08,1,1.6284367632124486e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-2.288132883165872e-08,0.4044754207134247|1.942134630894543e-08,1,1.2657280556993555e-08|Running
1446.6563720703125,653.5501098632812,798.7623901367188|0.9145488739013672,-1.81685795297426e-08,0.4044754207134247|1.587103248823496e-08,1,9.033293224547378e-09|Running
1446.6563720703125,655.4480590820312,798.7623901367188|0.9145488739013672,-7.578475624825387e-09,0.4044754207134247|7.893057762942135e-09,1,8.897665937368515e-10|Jumping
1446.69287109375,656.3851318359375,798.76220703125|0.9363745450973511,0.000010337836101825815,0.35100242495536804|-0.000009588336979504675,1,-0.000003873367404594319|Freefall
1446.7666015625,657.0734252929688,798.7600708007812|0.9544758796691895,0.000022000403987476602,0.2982880771160126|-0.000020690187739091925,1,-0.000007550148893642472|Freefall
1446.8480224609375,657.5538940429688,798.7570190429688|0.9650227427482605,0.00002413901711406652,0.2621660828590393|-0.0000229325050895568,1,-0.000007661657036805991|Freefall
1446.951904296875,658.0037231445312,798.752685546875|0.9732707738876343,0.000021916619516559877,0.22966057062149048|-0.000021020608983235434,1,-0.000006347950602503261|Freefall
1447.1746826171875,658.685302734375,798.7435302734375|0.9829363226890564,0.000015106968930922449,0.18394598364830017|-0.000014691743672301527,1,-0.00000362019181920914|Freefall
1447.3978271484375,659.1692504882812,798.7349853515625|0.9881057739257812,0.000010573057807050645,0.1537758857011795|-0.000010371855751145631,1,-0.00000211064912036818|Freefall
1447.66064453125,659.5986938476562,798.7255859375|0.9916914701461792,0.000007227080459415447,0.1286393254995346|-0.000007133224698918639,1,-0.0000011903263157364563|Freefall
1448.0450439453125,660.0588989257812,798.7128295898438|0.9947819113731384,0.00000464305321656866,0.10202425718307495|-0.000004605936737789307,1,-5.993745162413688e-07|Freefall
1448.397216796875,660.36572265625,798.7018432617188|0.9964594841003418,0.000003421493829591782,0.08407454192638397|-0.000003402853963052621,1,-3.650058602033823e-07|Freefall
1448.7891845703125,660.6180419921875,798.6901245117188|0.9976320862770081,0.0000025073620690818643,0.06877661496400833|-0.0000024980054149637,1,-2.220471202463159e-07|Freefall
1449.1092529296875,660.771484375,798.680908203125|0.9982691407203674,0.000001982462663363549,0.05881119892001152|-0.0000019769427126448136,1,-1.520428298817933e-07|Freefall
1449.3350830078125,660.8568115234375,798.6744995117188|0.9986021518707275,0.000001686291739133594,0.05285605415701866|-0.0000016824485555844149,1,-1.1720462822495392e-07|Freefall
1449.81640625,660.9865112304688,798.6611938476562|0.9991121292114258,0.0000012160660389781697,0.04213011637330055|-0.0000012142508012402686,1,-6.867499990903525e-08|Freefall
1450.4739990234375,661.072021484375,798.6436767578125|0.9995338916778564,8.484408340336813e-07,0.030528191477060318|-8.477394430883578e-07,1,-3.591801700508768e-08|Freefall
1450.898193359375,661.0824584960938,798.6326904296875|0.9996980428695679,6.93076742663834e-07,0.02457299642264843|-6.926877631485695e-07,1,-2.4341824556017855e-08|Freefall
1451.4986572265625,661.0486450195312,798.6173095703125|0.999843418598175,5.08939592691604e-07,0.017696700990200043|-5.087767362965678e-07,1,-1.3703578716217635e-08|Freefall
1452.138916015625,660.9603271484375,798.6014404296875|0.9999308586120605,3.7282754306033894e-07,0.011759485118091106|-3.7276706166267104e-07,1,-7.334702623040812e-09|Freefall
1452.8187255859375,660.8175048828125,798.5847778320312|0.9999778866767883,2.7470181862554455e-07,0.006654597818851471|-2.7468348662296194e-07,1,-3.6699496774872387e-09|Freefall
1453.6927490234375,660.5623779296875,798.5635986328125|0.9999992847442627,2.164858017295046e-07,0.0012200673809275031|-2.164843948548878e-07,1,-1.2793626158469351e-09|Freefall
1454.217529296875,660.3684692382812,798.5509033203125|0.9999988079071045,1.950690204921557e-07,-0.0015616377349942923|-1.950699584085669e-07,1,-4.520625263015887e-10|Freefall
1454.917236328125,660.0621337890625,798.533935546875|0.9999886155128479,1.848482895638881e-07,-0.004771634936332703|-1.84848744311239e-07,1,3.4440661433876585e-10|Freefall
1455.616943359375,659.7012939453125,798.5169067382812|0.9999715685844421,1.76004320451284e-07,-0.007542571518570185|-1.760023593533333e-07,1,9.234525366608182e-10|Freefall
1456.316650390625,659.2860107421875,798.502685546875|0.9999549388885498,1.6353932608126343e-07,-0.009492377750575542|-1.6353405385416409e-07,1,1.3314044311485418e-09|Freefall
1457.1912841796875,658.6902465820312,798.4853515625|0.9999359250068665,1.5137250386487722e-07,-0.011322619393467903|-1.5136298259221803e-07,1,1.6977305117293895e-09|Freefall
1458.06591796875,658.0093383789062,798.468017578125|0.9999179244041443,1.436352192740742e-07,-0.012811487540602684|-1.4362070999140997e-07,1,2.0516377485790827e-09|Freefall
1458.9405517578125,657.2432861328125,798.45068359375|0.999901533126831,1.6349908094070997e-07,-0.014035016298294067|-1.6347642883829394e-07,1,2.761273432128064e-09|Freefall
1459.6156005859375,656.569091796875,798.4373779296875|0.9998974204063416,1.3703305512535735e-07,-0.014324765652418137|-1.370115114696091e-07,1,2.484934702451369e-09|Freefall
1460.2509765625,655.8403930664062,798.4248046875|0.9998969435691833,9.361872344015865e-08,-0.014358265325427055|-9.360131514313252e-08,1,1.884634448501288e-09|Freefall
1460.9892578125,654.8529052734375,798.4102172851562|0.9998968839645386,3.940995441098494e-08,-0.014362347312271595|-3.939771886507515e-08,1,1.134842109173917e-09|Freefall
1461.5352783203125,654.0015869140625,798.3994140625|0.9998968243598938,-3.915322288605694e-09,-0.014362609013915062|3.92341892307968e-09,1,5.355668686313209e-10|Freefall
1462.121337890625,653.1448974609375,798.3878784179688|0.9998968243598938,-6.883380621047763e-08,-0.014362643472850323|6.883569625415475e-08,1,-3.623886746240146e-10|Landed
1462.2791748046875,653.1996459960938,798.384765625|0.9998968243598938,-1.0126183980219139e-07,-0.014362646266818047|1.012606318795406e-07,1,-8.109348192952837e-10|Landed
1462.3436279296875,653.3001708984375,798.3834838867188|0.9998968243598938,-9.011655066615276e-08,-0.014362647198140621|9.011332480213241e-08,1,-8.717147559345051e-10|Running
1462.3463134765625,653.3797607421875,798.3834228515625|0.9998968243598938,-5.356186605354196e-08,-0.014362647198140621|5.355699173037465e-08,1,-7.240445465406253e-10|Running
1462.3463134765625,653.4058837890625,798.3834228515625|0.9998968243598938,-3.1647800824430306e-08,-0.014362647198140621|3.1641938846860285e-08,1,-6.355181381145769e-10|Running
1462.3463134765625,653.426513671875,798.3834228515625|0.9998968243598938,-2.450900371542275e-09,-0.014362647198140621|2.44371856084058e-09,1,-5.175712081140205e-10|Running
1462.3463134765625,653.4396362304688,798.3834228515625|0.9998968243598938,3.401013870529823e-08,-0.014362647198140621|-3.401896719879005e-08,1,-3.702792794602061e-10|Running
1462.3463134765625,653.4439086914062,798.3834228515625|0.9998968243598938,5.586806395285748e-08,-0.014362647198140621|-5.587788010075201e-08,1,-2.81979661842513e-10|Running
1462.3463134765625,653.4473266601562,798.3834228515625|0.9998968243598938,8.49901766741823e-08,-0.014362647198140621|-8.50013037734243e-08,1,-1.6433475413801801e-10|Running
1462.3463134765625,653.4491577148438,798.3834228515625|0.9998968243598938,1.1408739197804607e-07,-0.014362647198140621|-1.1409983358134923e-07,1,-4.679038406729674e-11|Running
1462.3463134765625,653.4503173828125,798.3834228515625|0.9998968243598938,7.933599732723451e-08,-0.014362647198140621|-7.934333012826755e-08,1,5.952906917405798e-11|Running
1462.3463134765625,653.45068359375,798.3834228515625|0.9998968243598938,4.784321916417866e-08,-0.014362647198140621|-4.7846469897194766e-08,1,1.1719755721451008e-10|Running
1462.3463134765625,653.450927734375,798.3834228515625|0.9998968243598938,5.884253972965325e-09,-0.014362647198140621|-5.8820734949449616e-09,1,1.9403129103423566e-10|Running
1462.3463134765625,653.4511108398438,798.3834228515625|0.9998968243598938,-3.603884835001736e-08,-0.014362647198140621|3.604645471000367e-08,1,2.707992163841766e-10|Running
1462.3463134765625,653.4511108398438,798.3834228515625|0.9998968243598938,-7.79261242200846e-08,-0.014362647198140621|7.793915557385844e-08,1,3.4750133326433286e-10|Running
1462.3463134765625,653.4511108398438,798.3834228515625|0.9998968243598938,-1.0213334888931058e-07,-0.014362647198140621|1.0214915846518124e-07,1,3.6693884042371394e-10|Running
1462.3463134765625,653.4511108398438,798.3834228515625|0.9998968243598938,-7.340977958847361e-08,-0.014362647198140621|7.342043772951001e-08,1,2.148361627485329e-10|Running
1462.3463134765625,653.4511108398438,798.3834228515625|0.9998968243598938,-4.4710755986443473e-08,-0.014362647198140621|4.471626979807297e-08,1,6.286358933405012e-11|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,-8.874529555669142e-09,-0.014362647198140621|8.873621837324208e-09,1,-1.2690304362905636e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,1.9766270398235974e-08,-0.014362647198140621|-1.9772310011489935e-08,1,-2.785670860649958e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,4.8382588602180476e-08,-0.014362647198140621|-4.8393754781272946e-08,1,-4.3010145445165904e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,7.69744445960896e-08,-0.014362647198140621|-7.699073734102058e-08,1,-5.815062875669241e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,1.0554185791988857e-07,-0.014362647198140621|-1.0556327367794438e-07,1,-7.327816131663667e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,9.901508235543588e-08,-0.014362647198140621|-9.903472175665229e-08,1,-6.559532361727349e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,5.743911657418721e-08,-0.014362647198140621|-5.7450087354027346e-08,1,-3.513135893307151e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,1.5898683258797064e-08,-0.014362647198140621|-1.5900996075401963e-08,1,-4.693435917690891e-11|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,-2.560624423608715e-08,-0.014362647198140621|2.561257872457645e-08,1,2.5718463469992514e-10|Running
1462.3463134765625,653.4512329101562,798.3834228515625|0.9998968243598938,-6.70756961085317e-08,-0.014362647198140621|6.709067434940152e-08,1,5.610435449554529e-10|Running
1462.4664306640625,653.4442138671875,798.3780517578125|0.9998368620872498,-1.3219693784094488e-08,-0.018062761053442955|1.3265962550690347e-08,1,2.4417612376481657e-09|Running
1462.8170166015625,653.4440307617188,798.3733520507812|0.9998779296875,9.158281955023995e-08,-0.015625495463609695|-9.15456226380229e-08,1,3.0956666119408283e-09|Running
1463.2779541015625,653.44677734375,798.3681640625|0.9998885989189148,9.115861132613645e-08,-0.014927973970770836|-9.114967269852059e-08,1,1.279137906706751e-09|Running
1464.244384765625,653.4489135742188,798.3328857421875|0.9998100399971008,1.1911267705499995e-07,-0.01948975957930088|-1.1912509734202104e-07,1,5.236690525656229e-10|Running
1464.841552734375,653.448974609375,798.2992553710938|0.9996806979179382,1.6720187545615772e-07,-0.025269048288464546|-1.6717514483843843e-07,1,3.170429474508296e-09|Running
1465.281494140625,653.448486328125,798.2701416015625|0.9996291399002075,1.52206709458369e-07,-0.0272326972335577|-1.5215405824164918e-07,1,4.005901388381972e-09|Running
1465.561767578125,653.3941650390625,798.2515869140625|0.9996228814125061,1.2865370990766678e-07,-0.027459725737571716|-1.2857638864716137e-07,1,4.581842016904147e-09|Running
1465.6875,653.54150390625,798.2432861328125|0.9996221661567688,9.956280422329655e-08,-0.02748740464448929|-9.945444645609314e-08,1,5.309198858327591e-09|Running
1465.690673828125,653.5340576171875,798.2431030273438|0.999622106552124,6.469889513027738e-08,-0.027489326894283295|-6.455337597799371e-08,1,6.1810290219455055e-09|Running
1465.690673828125,653.5164184570312,798.2431030273438|0.999622106552124,4.148112253687941e-08,-0.027489393949508667|-4.1310862286536576e-08,1,6.761626369922169e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,1.248681424925735e-08,-0.027489401400089264|-1.2285653383514727e-08,1,7.486676167900441e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-1.647651970415609e-08,-0.027489401400089264|1.670854743451855e-08,1,8.210952806564364e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-4.5408913962319275e-08,-0.027489401400089264|4.5671775694700045e-08,1,8.934455841824729e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-8.008576202200857e-08,-0.027489401400089264|8.038557552936254e-08,1,9.801610190152132e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-9.16340070489241e-08,-0.027489401400089264|9.19461342618888e-08,1,1.009039429789027e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-1.0228649927057631e-07,-0.027489401400089264|1.0255784843593574e-07,1,8.461205958099072e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-5.439192207745691e-08,-0.027489401400089264|5.450803897133483e-08,1,3.474802889869011e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,1.737321575490114e-08,-0.027489401400089264|-1.7489695025574292e-08,1,-3.996815323148439e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,6.516553696656047e-08,-0.027489401400089264|-6.543691455362932e-08,1,-8.972574683241419e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,1.1291701440541146e-07,-0.027489401400089264|-1.1334316241118358e-07,1,-1.3944082333239294e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,9.938624145888753e-08,-0.027489401400089264|-9.975391179750659e-08,1,-1.2003545712957475e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,5.882860776296184e-08,-0.027489401400089264|-5.9020987208668885e-08,1,-6.18690876308392e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,1.832295204451384e-08,-0.027489401400089264|-1.8340266194627475e-08,1,-3.7772590610885004e-10|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-8.651976024509622e-09,-0.027489401400089264|8.751245950122666e-09,1,3.490926658855642e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-4.907115069840984e-08,-0.027489401400089264|4.934511110832318e-08,1,9.2877083801568e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-7.598848128509417e-08,-0.027489401400089264|7.637878240984719e-08,1,1.314810216257456e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-1.0288281515613562e-07,-0.027489401400089264|1.0338934686160428e-07,1,1.7005197250341553e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-1.0604674827163763e-07,-0.027489401400089264|1.0655191573505363e-07,1,1.6912062861251798e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-8.23494588075846e-08,-0.027489401400089264|8.273718066220681e-08,1,1.2966815177151148e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-1.1318348924760357e-08,-0.027489401400089264|1.1354010176489737e-08,1,1.141184702291298e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,3.598514908276229e-08,-0.027489401400089264|-3.6183937623945894e-08,1,-6.734148794151906e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,5.962173332818566e-08,-0.027489401400089264|-5.993767615564138e-08,1,-1.0669292116460838e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,8.324821720862019e-08,-0.027489401400089264|-8.368126458435654e-08,1,-1.4602753672932067e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,9.465669847941172e-08,-0.027489401400089264|-9.514132415233689e-08,1,-1.632147039742904e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,7.025654724657215e-08,-0.027489401400089264|-7.061030515842504e-08,1,-1.189817933067161e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,4.5877243337599793e-08,-0.027489401400089264|-4.61002471752181e-08,1,-7.478667463090005e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,2.151877076528308e-08,-0.027489401400089264|-2.1611135991861374e-08,1,-3.0629319081043604e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-2.8188855694111226e-09,-0.027489401400089264|2.8570492638380074e-09,1,1.3490306649543982e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-2.7135742541872787e-08,-0.027489401400089264|2.730432413500239e-08,1,5.7572235867553445e-09|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-5.143181880384873e-08,-0.027489401400089264|5.1730708605646214e-08,1,1.0161650187967552e-08|Running
1465.690673828125,653.5160522460938,798.2431030273438|0.999622106552124,-7.57071347834426e-08,-0.027489401400089264|7.613621733071341e-08,1,1.4562313133126281e-08|Running
1465.760986328125,653.4678344726562,798.312255859375|0.9988390803337097,0.000019875651560141705,0.04817202314734459|-0.000019884007997461595,1,-3.057397179873078e-07|Running
1465.9464111328125,653.3650512695312,798.492431640625|0.9896897077560425,0.00005092090577818453,0.14322803914546967|-0.00005089939077151939,1,-0.0000038142220546433236|Running
1466.2491455078125,653.3958129882812,798.782470703125|0.9737337231636047,0.00005229837552178651,0.22768983244895935|-0.00005192515527596697,1,-0.000007629259471286787|Running
1466.5960693359375,654.2817993164062,799.113525390625|0.9513916969299316,0.00011009823356289417,0.3079833984375|-0.00010681252751965076,1,-0.000027526397389010526|Jumping
1466.9432373046875,655.1677856445312,799.4446411132812|0.9224687218666077,0.00027124444022774696,0.3860717713832855|-0.0002592095697764307,0.9999999403953552,-0.00008322732173837721|Jumping
1467.3773193359375,656.2752685546875,799.858642578125|0.877395510673523,0.0006139313918538392,0.479767382144928|-0.0005791352014057338,0.9999998211860657,-0.00022052490385249257|Jumping
1467.7420654296875,657.1270751953125,800.2086181640625|0.8518624901771545,0.00039516694960184395,0.5237653255462646|-0.000372384354704991,0.9999999403953552,-0.00014881980314385146|Freefall
