aneh pro|false|14975
3454.626953125,1190.826416015625,1466.5711669921875|0.17364570498466492,8.655187144768206e-08,0.9848082065582275|-5.1775455034430706e-08,1,-7.875775764887294e-08|Running
3454.72998046875,1191.083984375,1467.155029296875|0.17364570498466492,6.55672991456413e-08,0.9848083257675171|-3.921857683053531e-08,1,-5.96635558736125e-08|Running
3454.82763671875,1191.3282470703125,1467.70849609375|0.17364570498466492,4.5680362603661706e-08,0.9848083257675171|-2.731851189707868e-08,1,-4.15681178367322e-08|Running
3454.86083984375,1191.410888671875,1467.8958740234375|0.17364570498466492,3.894463773690404e-08,0.9848082065582275|-2.3287944017624795e-08,1,-3.543916804460423e-08|Running
3454.980712890625,1191.7103271484375,1468.5751953125|0.17364570498466492,6.377658401390818e-09,0.9848083257675171|-3.802266501651275e-09,1,-5.805608438436138e-09|Running
3455.069091796875,1191.9315185546875,1469.076904296875|0.17364570498466492,-1.767419810505544e-08,0.9848082065582275|1.0588589560711625e-08,1,1.6079816589353868e-08|Running
3455.186767578125,1192.2801513671875,1469.74365234375|0.17364570498466492,-5.154866045131712e-08,0.9848083257675171|3.085656885559729e-08,1,4.690308941235344e-08|Running
3455.287109375,1192.57763671875,1470.3126220703125|0.17364570498466492,-8.045645927268197e-08,0.9848082065582275|4.815286658299556e-08,1,7.320706885138861e-08|Running
3455.364013671875,1192.89697265625,1470.7481689453125|0.17364570498466492,-6.917290562569178e-08,0.9848083257675171|4.1397591132863454e-08,1,6.294057897093808e-08|Running
3455.4453125,1193.234619140625,1471.2086181640625|0.17364570498466492,-5.724114870986341e-08,0.9848082065582275|3.4254245662168614e-08,1,5.208429953995619e-08|Running
3455.541015625,1193.6663818359375,1471.7509765625|0.17364570498466492,-1.7805835028639194e-08,0.9848083257675171|1.0651290516250356e-08,1,1.620242784383663e-08|Running
3455.608154296875,1193.9697265625,1472.132080078125|0.17364570498466492,9.903714293102439e-09,0.9848082065582275|-5.9335207858168815e-09,1,-9.010266310838233e-09|Running
3455.75048828125,1194.515380859375,1472.9400634765625|0.17364570498466492,6.456005507970985e-08,0.9848083257675171|-3.8646607691816826e-08,1,-5.8741630226677444e-08|Running
3455.826416015625,1194.8060302734375,1473.370361328125|0.17364570498466492,9.367356312850461e-08,0.9848082065582275|-5.6071712606353685e-08,1,-8.523177541519544e-08|Jumping
3455.9345703125,1195.19580078125,1473.983154296875|0.17364570498466492,6.035781296986897e-08,0.9848083257675171|-3.6127776326111416e-08,1,-5.49186935927537e-08|Freefall
3456.037353515625,1195.5662841796875,1474.5655517578125|0.17364570498466492,2.8697558107637633e-08,0.9848082065582275|-1.7174871302927386e-08,1,-2.6111901973990825e-08|Freefall
3456.155029296875,1196.2281494140625,1475.23291015625|0.17364570498466492,-1.5606147485414112e-08,0.9848083257675171|9.34682642395046e-09,1,1.4198817233079808e-08|Freefall
3456.20947265625,1196.534912109375,1475.542236328125|0.17364570498466492,-3.613978449834576e-08,0.9848082065582275|2.163895729268006e-08,1,3.288180749905223e-08|Jumping
3456.27880859375,1197.0384521484375,1475.935302734375|0.17364570498466492,-6.42959179231184e-08,0.9848083257675171|3.849417140600053e-08,1,5.8500294386476526e-08|Jumping
3456.35302734375,1197.5762939453125,1476.355224609375|0.17364570498466492,-9.437506776066584e-08,0.9848082065582275|5.650056777994905e-08,1,8.586848565528271e-08|Freefall
3456.49658203125,1198.4840087890625,1477.1942138671875|0.13052253425121307,-4.0934974521178447e-08,0.9914453625679016|2.642770624561308e-08,1,3.7809002151334425e-08|Jumping
3456.587646484375,1199.140380859375,1477.912841796875|0.11360187083482742,1.660885473597773e-08,0.9935264587402344|-3.7848515432870045e-09,1,-1.6284307235991946e-08|Jumping
3456.63623046875,1199.491943359375,1478.297607421875|0.10452684015035629,4.7259078428396606e-08,0.9945220947265625|-1.9583461963179616e-08,1,-4.546111398440189e-08|Jumping
3456.69140625,1200.114501953125,1478.856201171875|0.08928636461496353,6.209525338363164e-08,0.9960061311721802|-2.837064272398493e-08,1,-5.980098194413586e-08|Jumping
3456.73046875,1200.556396484375,1479.252685546875|0.07845642417669296,7.254831757563807e-08,0.9969175457954407|-3.447366125897133e-08,1,-7.005959190564681e-08|Jumping
3456.7587890625,1201.036865234375,1479.6302490234375|0.07391748577356339,4.281480769918744e-08,0.9972643852233887|-2.2486748463279582e-08,1,-4.126553321270876e-08|Freefall
3456.77978515625,1201.3956298828125,1479.912109375|0.07052700221538544,2.0639472353423116e-08,0.9975100755691528|-1.3620997663110757e-08,1,-1.9727949052139593e-08|Freefall
3456.78466796875,1201.4776611328125,1479.9765625|0.06975147128105164,1.557141082741964e-08,0.9975643754005432|-1.1603690452943738e-08,1,-1.479807920645726e-08|Freefall
3456.818603515625,1202.1324462890625,1480.5880126953125|0.054313644766807556,-2.6991452628521984e-08,0.9985239505767822|4.456612856529318e-09,1,2.6788940843402997e-08|Freefall
3456.842041015625,1202.5859375,1481.011474609375|0.04361429065465927,-5.6343374410516844e-08,0.9990484714508057|1.5201322867142153e-08,1,5.5733412551717265e-08|Jumping
3456.861572265625,1203.05810546875,1481.5654296875|0.034286417067050934,-8.216252922466083e-08,0.9994122982025146|2.4730573144893242e-08,1,8.136244389334024e-08|Freefall
3456.878662109375,1203.468505859375,1482.047119140625|0.02617456763982773,-1.0453851473357645e-07,0.999657392501831|3.2820299367131156e-08,1,1.0371498859740313e-07|Freefall
3456.891357421875,1204.10400390625,1482.68701171875|0.009657193906605244,-4.3357463397342144e-08,0.9999532699584961|1.5223017513221748e-08,1,4.321247004668294e-08|Freefall
3456.898681640625,1204.4755859375,1483.0611572265625|-1.5099580252808664e-07,-7.711627780793151e-09,1|5.399619862345162e-09,1,7.71162866897157e-09|Jumping
3456.8974609375,1205.1834716796875,1483.65185546875|-0.005490134935826063,5.3435776692367654e-08,0.9999849796295166|-1.0748533618709644e-08,1,-5.3495597285291296e-08|Jumping
3456.896728515625,1205.600830078125,1484.0001220703125|-0.008727352134883404,8.945001894744564e-08,0.9999619126319885|-2.011305610949421e-08,1,-8.962896203001947e-08|Jumping
3456.887451171875,1206.0341796875,1484.4248046875|-0.016353005543351173,7.486762143571468e-08,0.9998664855957031|-1.7054116341341796e-08,1,-7.515655653378417e-08|Jumping
3456.875732421875,1206.5928955078125,1484.972412109375|-0.026181956753134727,5.609922126836864e-08,0.9996572136878967|-1.3273761645393733e-08,1,-5.6466110009978365e-08|Jumping
3456.851806640625,1207.3060302734375,1485.8673095703125|-0.026181956753134727,-4.321041024990535e-10,0.999657154083252|-9.460607852673775e-10,1,4.0747408225350057e-10|Jumping
3456.84716796875,1207.4482421875,1486.0457763671875|-0.026181956753134727,-1.1706095648378323e-08,0.9996572136878967|1.5124413943468085e-09,1,1.1749721195997154e-08|Jumping
3456.823974609375,1208.0130615234375,1486.941162109375|-0.026181956753134727,-6.418932940732702e-08,0.999657154083252|1.2957371176014476e-08,1,6.455071144273461e-08|Jumping
3456.81396484375,1208.2574462890625,1487.3284912109375|-0.026181956753134727,-8.689266906003468e-08,0.9996572136878967|1.7908250882214816e-08,1,8.73914984822477e-08|Jumping
3456.79052734375,1208.659423828125,1488.0946044921875|-0.03120521642267704,-7.024123505061652e-08,0.9995131492614746|1.4524894176304315e-08,1,7.072893737358754e-08|Jumping
3456.773193359375,1208.9552001953125,1488.658447265625|-0.034901831299066544,-5.7997024072165004e-08,0.999390721321106|1.2088261058806893e-08,1,5.8454538987007254e-08|Jumping
3456.7578125,1209.1815185546875,1489.0921630859375|-0.03490183502435684,-2.5294175642898153e-08,0.9993908405303955|5.299855665441555e-09,1,2.5494683697502296e-08|Jumping
3456.742919921875,1209.405029296875,1489.5203857421875|-0.03490183874964714,6.993057688475801e-09,0.9993910789489746|-1.402277516326933e-09,1,-7.0462924384173675e-09|Jumping
3456.73193359375,1209.56591796875,1489.8287353515625|-0.034901831299066544,3.02444966848725e-08,0.999390721321106|-6.228773496985696e-09,1,-3.048046437470475e-08|Jumping
3456.69482421875,1209.96044921875,1490.6331787109375|-0.045570410788059235,6.912983252505e-08,0.9989610910415649|-1.3647955654505495e-08,1,-6.982431699498193e-08|Jumping
3456.671142578125,1210.210693359375,1491.1434326171875|-0.052334144711494446,9.373856357797195e-08,0.998629629611969|-1.8135567714239187e-08,1,-9.481760798735195e-08|Jumping
3456.614990234375,1210.67236328125,1492.10791015625|-0.060305677354335785,3.882693988543906e-08,0.9981800317764282|-7.766057130709214e-09,1,-3.9366923942907306e-08|Jumping
3456.60986328125,1210.7152099609375,1492.197509765625|-0.06104644015431404,3.372812429347505e-08,0.9981349110603333|-6.824695475415865e-09,1,-3.420855065883188e-08|Jumping
3456.559814453125,1211.0667724609375,1492.9444580078125|-0.07091149687767029,-8.725532296693927e-09,0.9974828958511353|8.737300882799559e-10,1,8.809667662035281e-09|Jumping
3456.524169921875,1211.3165283203125,1493.4752197265625|-0.07791578769683838,-3.8822573600327814e-08,0.9969601631164551|6.084364567726652e-09,1,3.941646653515818e-08|Jumping
3456.521484375,1211.3360595703125,1493.5167236328125|-0.07846379280090332,-4.117567442563086e-08,0.9969169497489929|6.483072745311347e-09,1,4.181327284413783e-08|Jumping
3456.44189453125,1211.85595703125,1494.4986572265625|-0.09367747604846954,-1.0004560380139083e-07,0.9956026077270508|1.611182476324302e-08,1,1.0200347588806835e-07|Jumping
3456.430419921875,1211.9300537109375,1494.638671875|-0.09584417194128036,-1.0841635855740606e-07,0.9953963756561279|1.7409327313089307e-08,1,1.1059407256652776e-07|Jumping
3456.369140625,1212.50439453125,1495.27734375|-0.10127649456262589,-5.835551419863805e-08,0.9948582649230957|9.206001294614907e-09,1,5.9594281509589564e-08|Freefall
3456.332275390625,1212.84814453125,1495.65966796875|-0.10452684015035629,-2.8422778797221326e-08,0.9945220947265625|4.4287653544472505e-09,1,2.904480922438779e-08|Jumping
3456.2451171875,1213.7142333984375,1496.4925537109375|-0.10452684015035629,4.918555518429457e-08,0.9945220947265625|-7.560303494358322e-09,1,-5.025108151812674e-08|Freefall
3456.15771484375,1214.45263671875,1497.3245849609375|-0.10452684015035629,6.954690690008647e-08,0.9945220947265625|-1.0718901322093188e-08,1,-7.105656862904652e-08|Jumping
3456.12255859375,1214.74951171875,1497.6591796875|-0.10452684015035629,7.773385846121528e-08,0.9945220947265625|-1.1988920078920273e-08,1,-7.942209379052656e-08|Freefall
3456.085693359375,1215.029296875,1498.0111083984375|-0.10452684015035629,5.4962004725211955e-08,0.9945220947265625|-8.485304903160795e-09,1,-5.6156569172571835e-08|Freefall
3456.03369140625,1215.4239501953125,1498.5078125|-0.10452684015035629,2.2832942647710297e-08,0.9945220947265625|-3.542017790181262e-09,1,-2.3330983367486624e-08|Freefall
3456.02685546875,1215.47509765625,1498.5721435546875|-0.10452684015035629,1.8667490664370234e-08,0.9945220947265625|-2.9011333335660083e-09,1,-1.907523028421565e-08|Freefall
3455.990966796875,1215.8828125,1498.9136962890625|-0.10452684015035629,-8.557702990685812e-09,0.9945220947265625|1.2876419930307748e-09,1,8.740173917942684e-09|Freefall
3455.939208984375,1216.468505859375,1499.4041748046875|-0.10452684015035629,-4.7661742996751855e-08,0.9945220947265625|7.304055582579849e-09,1,4.869194114576203e-08|Freefall
3455.85302734375,1217.7481689453125,1500.2200927734375|-0.10452684015035629,-1.2121162740186264e-07,0.9945220947265625|1.8620136543745502e-08,1,1.2383628700263216e-07|Jumping
3455.780029296875,1218.6748046875,1500.912841796875|-0.10452684015035629,-4.39208243108169e-08,0.9945220947265625|6.754565795574763e-09,1,4.487266735964113e-08|Freefall
3455.764404296875,1218.874267578125,1501.06201171875|-0.10452684015035629,-2.727908388067135e-08,0.9945220947265625|4.199749437105993e-09,1,2.787074393495459e-08|Jumping
3455.68505859375,1219.7059326171875,1501.819580078125|-0.10452684015035629,4.9724150130714406e-08,0.9945220947265625|-7.621622444276e-09,1,-5.0799087603081716e-08|Freefall
3455.6572265625,1219.999267578125,1502.0867919921875|-0.10452684015035629,7.687894765240344e-08,0.9945220947265625|-1.179036956955315e-08,1,-7.854160344322736e-08|Jumping
3455.57177734375,1220.8345947265625,1502.9052734375|-0.10452684015035629,6.696933496641577e-08,0.9945220947265625|-1.0276740347592295e-08,1,-6.841831634574191e-08|Freefall
3455.560546875,1220.943359375,1503.0118408203125|-0.10452684015035629,6.56787264574632e-08,0.9945220947265625|-1.0079608259161432e-08,1,-6.709988298325698e-08|Jumping
3455.505859375,1221.4697265625,1503.5345458984375|-0.10452684015035629,2.9796209943810936e-08,0.9945220947265625|-4.578371459729169e-09,1,-3.044153018549878e-08|Freefall
3455.453125,1221.9783935546875,1504.0396728515625|-0.10452684015035629,-4.874524783815559e-09,0.9945220947265625|7.370830612529744e-10,1,4.978843115566178e-09|Jumping
3455.393798828125,1222.5484619140625,1504.607421875|-0.10452684015035629,-4.377017148726736e-08,0.9945220947265625|6.700242138890644e-09,1,4.47154775429226e-08|Freefall
3455.35791015625,1222.8929443359375,1504.950439453125|-0.10452684015035629,-6.7265318648424e-08,0.9945220947265625|1.0302325215150177e-08,1,6.871862012758356e-08|Jumping
3455.3564453125,1222.9072265625,1504.9647216796875|-0.10452684015035629,-6.824384257697602e-08,0.9945220947265625|1.0452342991129626e-08,1,6.971830401880652e-08|Freefall
3455.3056640625,1223.38916015625,1505.45068359375|-0.10452684015035629,-8.340043677890208e-08,0.9945220947265625|1.2777321423129706e-08,1,8.520274263901229e-08|Freefall
3455.259765625,1223.8245849609375,1505.8897705078125|-0.10452684015035629,-9.709528825396774e-08,0.9945220947265625|1.4878069443113873e-08,1,9.919382648604369e-08|Freefall
3455.19091796875,1224.59375,1506.544677734375|-0.10452684015035629,-2.590586767325931e-08,0.9945220947265625|3.972639106564202e-09,1,2.646609509326936e-08|Freefall
3455.171142578125,1224.81298828125,1506.7313232421875|-0.10452684015035629,-5.620034215780834e-09,0.9945220947265625|8.650740679350122e-10,1,5.741911390799714e-09|Jumping
3455.13525390625,1225.2303466796875,1507.0723876953125|-0.10452686250209808,3.016201688410547e-08,0.9945223331451416|-4.616317106354018e-09,1,-3.081334298826732e-08|Jumping
3455.10302734375,1225.6041259765625,1507.377685546875|-0.10452684015035629,6.220309245463795e-08,0.9945220947265625|-9.524633526325488e-09,1,-6.354677140052445e-08|Jumping
3455.089599609375,1225.759765625,1507.5048828125|-0.10452684015035629,7.5543873379047e-08,0.9945220947265625|-1.1568286772956071e-08,1,-7.717583372368608e-08|Jumping
3455.029052734375,1226.4395751953125,1508.0804443359375|-0.10452684015035629,6.522729023572538e-08,0.9945220947265625|-9.989883587024906e-09,1,-6.663653806526781e-08|Jumping
3454.98193359375,1226.96826171875,1508.528076171875|-0.10452684015035629,5.7204115222475593e-08,0.9945220947265625|-8.762364167580472e-09,1,-5.844014694389443e-08|Jumping
3454.924072265625,1227.6053466796875,1509.07763671875|-0.10452684015035629,1.8557376080252652e-08,0.9945220947265625|-2.8449536060293212e-09,1,-1.8958605352281666e-08|Jumping
3454.888427734375,1227.99951171875,1509.417724609375|-0.10452684015035629,-5.355357046710196e-09,0.9945220947265625|8.16453904484149e-10,1,5.470666142315395e-09|Jumping
3454.841064453125,1228.48388671875,1509.8687744140625|-0.10452684015035629,-3.5980068702201606e-08,0.9945220947265625|5.505546241124648e-09,1,3.6756897969780766e-08|Jumping
3454.78125,1229.0966796875,1510.4393310546875|-0.10452684015035629,-7.472510077377592e-08,0.9945220947265625|1.1437977676109767e-08,1,7.633884990809747e-08|Jumping
3454.69091796875,1229.8150634765625,1511.300048828125|-0.10452684015035629,-8.609653434632492e-08,0.9945220947265625|1.3180026847692261e-08,1,8.79560246858091e-08|Jumping
3454.65673828125,1230.08642578125,1511.625244140625|-0.10452684015035629,-9.039322179660303e-08,0.9945220947265625|1.3838258539067283e-08,1,9.234555164994163e-08|Jumping
3454.607177734375,1230.44384765625,1512.0972900390625|-0.10452684015035629,-4.614049586848523e-08,0.9945220947265625|7.064278495505505e-09,1,4.7137117320517063e-08|Jumping
3454.5517578125,1230.84326171875,1512.625|-0.10452684015035629,3.325659525543756e-09,0.9945220947265625|-5.077486764371031e-10,1,-3.3973435176193334e-09|Jumping
3454.534423828125,1230.96826171875,1512.7900390625|-0.10452684015035629,1.879747024702283e-08,0.9945220947265625|-2.8760942516470323e-09,1,-1.9203293177838532e-08|Jumping
3454.48583984375,1231.3433837890625,1513.2532958984375|-0.10452684015035629,6.206342106906959e-08,0.9945220947265625|-9.49900602620346e-09,1,-6.340364677726029e-08|Jumping
3454.4423828125,1231.6773681640625,1513.665771484375|-0.10452684015035629,1.0058297306159147e-07,0.9945220947265625|-1.539536320649404e-08,1,-1.0275508799395539e-07|Jumping
3454.436279296875,1231.72412109375,1513.7236328125|-0.10452684015035629,1.0598233046721361e-07,0.9945220947265625|-1.6221868293087027e-08,1,-1.0827105256794312e-07|Jumping
3454.39013671875,1231.99951171875,1514.1619873046875|-0.10452684015035629,8.480495949925171e-08,0.9945220947265625|-1.2980674313212148e-08,1,-8.663638340067337e-08|Jumping
