Mt Forever|true|20028
974.1939697265625,1243.87060546875,-1221.5765380859375|-0.0048827542923390865,0,0.9999880790710449|2.0950254864260387e-09,1,1.0229615765577904e-11|Running
974.1910400390625,1244.435791015625,-1220.9764404296875|-0.0048827542923390865,0,0.9999880790710449|-4.4949927113790977e-10,1,-2.1948207140631837e-12|Running
974.1881103515625,1244.8253173828125,-1220.3763427734375|-0.0048827542923390865,0,0.9999880790710449|-2.9918501009973397e-09,1,-1.4608644155478245e-11|Running
974.1851806640625,1245.05029296875,-1219.7762451171875|-0.0048827542923390865,0,0.9999880790710449|-5.532028168886427e-09,1,-2.7011858028114233e-11|Running
974.1822509765625,1245.1748046875,-1219.1761474609375|-0.0048827542923390865,0,0.9999880790710449|-8.070036194851582e-09,1,-3.9404472740312e-11|Running
974.1793212890625,1245.2430419921875,-1218.5760498046875|-0.0048827542923390865,0,0.9999880790710449|-5.627373234062816e-09,1,-2.7477407502085605e-11|Running
974.1763916015625,1245.4022216796875,-1217.9759521484375|-0.0048827542923390865,0,0.9999880790710449|-3.1867961602927153e-09,1,-1.5560528560110143e-11|Running
974.1734619140625,1245.6614990234375,-1217.3758544921875|-0.0048827542923390865,0,0.9999880790710449|-7.483045849632219e-10,1,-3.653831143896058e-12|Running
974.1705322265625,1246.1055908203125,-1216.7757568359375|-0.0048827542923390865,0,0.9999880790710449|1.6881036568605623e-09,1,8.242693853854899e-12|Running
974.1676025390625,1246.5799560546875,-1216.1756591796875|-0.0048827542923390865,0,0.9999880790710449|4.122429952957418e-09,1,2.0129052938355763e-11|Running
974.1646728515625,1246.90625,-1215.5755615234375|-0.0048827542923390865,0,0.9999880790710449|6.554676801329151e-09,1,3.200525955371347e-11|Running
974.1617431640625,1247.0947265625,-1214.9754638671875|-0.0048827542923390865,0,0.9999880790710449|6.5902150403474025e-09,1,3.217878394301543e-11|Running
974.1588134765625,1247.1990966796875,-1214.3753662109375|-0.0048827542923390865,0,0.9999880790710449|4.232115990987495e-09,1,2.0664629729605366e-11|Running
974.1566162109375,1247.2449951171875,-1213.92529296875|-0.0048827542923390865,0,0.9999880790710449|2.4648640906121955e-09,1,1.2035468975601926e-11|Running
974.1529541015625,1247.287353515625,-1213.1751708984375|-0.0048827542923390865,0,0.9999880790710449|-4.780396634096462e-10,1,-2.334178206622739e-12|Running
974.1500244140625,1247.3043212890625,-1212.5750732421875|-0.0048827542923390865,0,0.9999880790710449|-2.8300994880936514e-09,1,-1.3818845373547717e-11|Running
974.1470947265625,1247.44775390625,-1211.9749755859375|-0.0048827542923390865,0,0.9999880790710449|-5.180150086658841e-09,1,-2.5293701161333004e-11|Running
974.1441650390625,1247.85009765625,-1211.3748779296875|-0.0048827542923390865,0,0.9999880790710449|-7.528192291772484e-09,1,-3.675875229203207e-11|Running
974.1412353515625,1248.3236083984375,-1210.7747802734375|-0.0048827542923390865,0,0.9999880790710449|-6.183092260414469e-09,1,-3.019088104516676e-11|Running
974.1383056640625,1248.7904052734375,-1210.1746826171875|-0.0048827542923390865,0,0.9999880790710449|-3.6092893118677694e-09,1,-1.7623482534423474e-11|Running
974.1353759765625,1249.112060546875,-1209.5745849609375|-0.003112778067588806,0,0.999995231628418|-1.1027893043191739e-09,1.0000001192092896,-3.4327545146706218e-12|Running
974.1333618164062,1249.2979736328125,-1208.9744873046875|-0.003112778067588806,0,0.999995231628418|1.4003634918324792e-09,1.0000001192092896,4.3590413396910055e-12|Running
974.1314086914062,1249.40087890625,-1208.3743896484375|-0.001403807196766138,0,0.9999990463256836|3.838290130175892e-09,1.0000001192092896,5.3882241550506915e-12|Running
974.1304321289062,1249.45703125,-1207.7742919921875|-0.001403807196766138,0,0.9999990463256836|6.273294328451584e-09,1.0000001192092896,8.806504137037763e-12|Running
974.1296997070312,1249.5975341796875,-1207.1741943359375|-0.001403807196766138,0,0.9999990463256836|6.379063499650783e-09,1.0000001192092896,8.954984323517046e-12|Running
974.1289672851562,1249.9393310546875,-1206.5740966796875|-0.001403807196766138,0,0.9999990463256836|4.1585810350852626e-09,1.0000001192092896,5.83785146959781e-12|Running
974.1282348632812,1250.3336181640625,-1205.9739990234375|-0.001403807196766138,0,0.9999990463256836|1.9399952755350114e-09,1.0000001192092896,2.723381849895068e-12|Running
974.1275024414062,1250.7193603515625,-1205.3739013671875|-0.001403807196766138,0,0.9999990463256836|-2.766963602685024e-10,1.0000001192092896,-3.884287368745992e-13|Running
974.1267700195312,1250.984619140625,-1204.7738037109375|-0.001403807196766138,0,0.9999990463256836|-2.491494788259274e-09,1.0000001192092896,-3.4975817814891785e-12|Running
974.1260375976562,1251.1378173828125,-1204.1737060546875|-0.001403807196766138,0,0.9999990463256836|-4.7044022011277775e-09,1.0000001192092896,-6.604079696298504e-12|Running
974.1253051757812,1251.22265625,-1203.5736083984375|-0.001403807196766138,0,0.9999990463256836|-6.915418904185344e-09,1.0000001192092896,-9.707924568391757e-12|Running
974.1245727539062,1251.26904296875,-1202.9735107421875|-0.001403807196766138,0,0.9999990463256836|-5.71203884192073e-09,1.0000001192092896,-8.018608346760381e-12|Running
974.1238403320312,1251.2943115234375,-1202.3734130859375|-0.001403807196766138,0,0.9999990463256836|-3.3726685888524344e-09,1.0000001192092896,-4.7345807829835e-12|Running
974.1231079101562,1251.30810546875,-1201.7733154296875|-0.001403807196766138,0,0.9999990463256836|-1.0352959600723466e-09,1.0000001192092896,-1.4533572912853177e-12|Running
974.1223754882812,1251.437744140625,-1201.1732177734375|-0.001403807196766138,0,0.9999990463256836|1.3000803766871627e-09,1.0000001192092896,1.8250639714778583e-12|Running
974.1216430664062,1251.802978515625,-1200.5731201171875|-0.001403807196766138,0,0.9999990463256836|3.633462419827538e-09,1.0000001192092896,5.100685498971025e-12|Running
974.1209106445312,1252.233154296875,-1199.9730224609375|-0.001403807196766138,0,0.9999990463256836|5.964851723661013e-09,1.0000001192092896,8.373510218540048e-12|Running
974.1201782226562,1252.6573486328125,-1199.3729248046875|-0.001403807196766138,0,0.9999990463256836|7.114397515550763e-09,1.0000001192092896,9.987251477217018e-12|Running
974.1194458007812,1252.9498291015625,-1198.7728271484375|-0.001403807196766138,0,0.9999990463256836|4.724914681730752e-09,1.0000001192092896,6.63287567231885e-12|Running
974.1187133789062,1253.11865234375,-1198.1727294921875|-0.001403807196766138,0,0.9999990463256836|2.3374719937407917e-09,1.0000001192092896,3.281363028517781e-12|Running
974.1177978515625,1253.22802734375,-1197.422607421875|-0.001403807196766138,0,0.9999990463256836|-6.43964215285564e-10,1.0000001192092896,-9.040024588277684e-13|Running
974.1172485351562,1253.2633056640625,-1196.9725341796875|-0.001403807196766138,0,0.9999990463256836|-2.4312982738194933e-09,1.0000001192092896,-3.413077112601748e-12|Running
974.1165161132812,1253.413330078125,-1196.3724365234375|-0.001403807196766138,0,0.9999990463256836|-4.812629406103497e-09,1.0000001192092896,-6.7560098140906355e-12|Running
974.1157836914062,1253.7896728515625,-1195.7723388671875|-0.001403807196766138,0,0.9999990463256836|-7.191927497984807e-09,1.0000001192092896,-1.0096088895461541e-11|Running
974.1150512695312,1254.2259521484375,-1195.1722412109375|-0.001403807196766138,0,0.9999990463256836|-5.083497622848654e-09,1.0000001192092896,-7.136257296896931e-12|Running
974.114501953125,1254.555908203125,-1194.72216796875|-0.001403807196766138,0,0.9999990463256836|-3.503357159928555e-09,1.0000001192092896,-4.918042535717593e-12|Running
974.1135864257812,1254.9476318359375,-1193.9720458984375|-0.001403807196766138,0,0.9999990463256836|-8.720389965688469e-10,1.0000001192092896,-1.2241758171396833e-12|Running
974.1128540039062,1255.11767578125,-1193.3719482421875|-0.001403807196766138,0,0.9999990463256836|1.2309931962661835e-09,1.0000001192092896,1.7280788345425124e-12|Running
974.1121215820312,1255.211669921875,-1192.7718505859375|-0.001403807196766138,0,0.9999990463256836|3.332229381314278e-09,1.0000001192092896,4.6778119572321586e-12|Running
974.1113891601562,1255.2630615234375,-1192.1717529296875|-0.001403807196766138,0,0.9999990463256836|5.431670668798461e-09,1.0000001192092896,7.625025610913383e-12|Running
974.1106567382812,1255.291015625,-1191.5716552734375|-0.001403807196766138,0,0.9999990463256836|7.529319390187084e-09,1.0000001192092896,1.0569723048192703e-11|Running
974.1099243164062,1255.4283447265625,-1190.9715576171875|-0.001403807196766138,0,0.9999990463256836|5.092802624062642e-09,1.0000001192092896,7.149319764671036e-12|Running
974.1091918945312,1255.7978515625,-1190.3714599609375|-0.001403807196766138,0,0.9999990463256836|2.6583664158863485e-09,1.0000001192092896,3.731837321802045e-12|Running
974.1084594726562,1256.23046875,-1189.7713623046875|-0.001403807196766138,0,0.9999990463256836|2.2600907256808966e-10,1.0000001192092896,3.172734698662222e-13|Running
974.1077270507812,1256.656005859375,-1189.1712646484375|-0.001403807196766138,0,0.9999990463256836|-2.204271210004549e-09,1.0000001192092896,-3.094374582957027e-12|Running
974.1069946289062,1256.948974609375,-1188.5711669921875|0.0021362255793064833,0,0.9999977350234985|-4.496073291448965e-09,1,9.604648673611216e-12|Running
974.1079711914062,1257.1181640625,-1187.9710693359375|0.0056151458993554115,0,0.9999842643737793|-6.656022843998244e-09,1,3.7375127298622246e-11|Running
974.111083984375,1257.2119140625,-1187.3709716796875|0.009093862026929855,0,0.9999586343765259|-4.60306992522419e-09,1.0000001192092896,4.1861413641042233e-11|Running
974.1148681640625,1257.253173828125,-1186.9208984375|0.012573783285915852,0,0.9999209642410278|-3.14703418879958e-09,1,3.957325439563064e-11|Running
974.1240234375,1257.44677734375,-1186.1707763671875|0.016113156452775,0,0.9998701810836792|-8.580697818949545e-10,1,1.3828008182947826e-11|Running
974.13330078125,1257.8114013671875,-1185.5706787109375|0.019593307748436928,0,0.9998080730438232|8.589622346732995e-10,1.0000001192092896,-1.683314251876844e-11|Running
974.144775390625,1258.23828125,-1184.9705810546875|0.02307078056037426,0,0.9997338056564331|2.4650186336572233e-09,1,-5.6885045285337554e-11|Running
974.1582641601562,1258.6602783203125,-1184.370849609375|0.02484274096786976,0,0.9996914863586426|4.012167931222166e-09,1.0000001192092896,-9.970400893788423e-11|Running
974.1729736328125,1258.951416015625,-1183.771240234375|0.0265506561845541,0,0.9996474981307983|5.508437705969982e-09,1,-1.4630420486216877e-10|Running
974.1887817382812,1259.1195068359375,-1183.171630859375|0.028319327160716057,0,0.9995989799499512|4.355180660553515e-09,1.0000001192092896,-1.2338526034216812e-10|Running
974.2056274414062,1259.212646484375,-1182.572021484375|0.03009140118956566,0,0.9995472431182861|2.410847521616688e-09,1.0000001192092896,-7.257863754439597e-11|Running
974.2235107421875,1259.2635498046875,-1181.972412109375|0.03009140118956566,0,0.9995472431182861|4.706730560855021e-10,1.0000001192092896,-1.4169628144433677e-11|Running
974.2415771484375,1259.2913818359375,-1181.372802734375|0.03009140118956566,0,0.9995472431182861|-1.4679039095355506e-09,1.0000001192092896,4.419129298605107e-11|Running
974.2596435546875,1259.4285888671875,-1180.773193359375|0.03009140118956566,0,0.9995472431182861|-3.404829751474381e-09,1.0000001192092896,1.0250250648269343e-10|Running
974.2777099609375,1259.7979736328125,-1180.173583984375|0.03009140118956566,0,0.9995472431182861|-5.340077269266885e-09,1.0000001192092896,1.607631944233745e-10|Running
974.2957763671875,1260.23046875,-1179.573974609375|0.03009140118956566,0,0.9995472431182861|-4.546614640332791e-09,1.0000001192092896,1.3687596889244702e-10|Running
974.3138427734375,1260.656005859375,-1178.974365234375|0.03009140118956566,0,0.9995472431182861|-2.8452613598517473e-09,1.0000001192092896,8.56566831353156e-11|Running
974.3319091796875,1260.948974609375,-1178.374755859375|0.03009140118956566,0,0.9995472431182861|-1.1452959691737874e-09,1.0000001192092896,3.447917298893266e-11|Running
974.3499755859375,1261.1182861328125,-1177.775146484375|0.03009140118956566,0,0.9995472431182861|5.532184710332899e-10,1.0000001192092896,-1.6654658555048663e-11|Running
974.3680419921875,1261.2120361328125,-1177.175537109375|0.03009140118956566,0,0.9995472431182861|2.250283515081719e-09,1.0000001192092896,-6.774485139526831e-11|Running
974.3861083984375,1261.2633056640625,-1176.575927734375|0.03009140118956566,0,0.9995472431182861|3.9459009393283395e-09,1.0000001192092896,-1.187914766553888e-10|Running
974.4041748046875,1261.401123046875,-1175.976318359375|0.03009140118956566,0,0.9995472431182861|5.640070188661639e-09,1.0000001192092896,-1.6979449790621715e-10|Running
974.4222412109375,1261.741455078125,-1175.376708984375|0.03009140118956566,0,0.9995472431182861|4.59362325955226e-09,1.0000001192092896,-1.382911701819367e-10|Running
974.4403076171875,1262.1348876953125,-1174.777099609375|0.03009140118956566,0,0.9995472431182861|2.635401674666582e-09,1.0000001192092896,-7.933884799138369e-11|Running
974.4583740234375,1262.52001953125,-1174.177490234375|0.03009140118956566,0,0.9995472431182861|6.788510309441165e-10,1.0000001192092896,-2.043683104691052e-11|Running
974.471923828125,1262.7310791015625,-1173.727783203125|0.03009140118956566,0,0.9995472431182861|-7.874660368223374e-10,1.0000001192092896,2.3706691124059098e-11|Running
974.4945068359375,1262.9381103515625,-1172.978271484375|0.03009140118956566,0,0.9995472431182861|-3.229242651059394e-09,1.0000001192092896,9.721645710669691e-11|Running
974.508056640625,1263.0062255859375,-1172.528564453125|0.03009140118956566,0,0.9995472431182861|-4.693057942262158e-09,1.0000001192092896,1.4128466452323352e-10|Running
974.5306396484375,1263.0693359375,-1171.779052734375|0.03009140118956566,0,0.9995472431182861|-5.228368404885941e-09,1.0000001192092896,1.5740020398169463e-10|Running
974.5487060546875,1263.0946044921875,-1171.179443359375|0.03009140118956566,0,0.9995472431182861|-3.3744183003392436e-09,1.0000001192092896,1.015869680043302e-10|Running
974.5667724609375,1263.1083984375,-1170.579833984375|0.03009140118956566,0,0.9995472431182861|-1.5220511517810564e-09,1.0000001192092896,4.5821398758638665e-11|Running
974.5848388671875,1263.3355712890625,-1169.980224609375|0.03009140118956566,0,0.9995472431182861|3.287355665460012e-10,1.0000001192092896,-9.89659482836247e-12|Running
974.6029052734375,1263.66015625,-1169.380615234375|0.03009140118956566,0,0.9995472431182861|2.1779429371093784e-09,1.0000001192092896,-6.55670379101636e-11|Running
974.6209716796875,1264.116455078125,-1168.781005859375|0.03009140118956566,0,0.9995472431182861|4.02557187584307e-09,1.0000001192092896,-1.2118997472221338e-10|Running
974.634521484375,1264.3935546875,-1168.331298828125|0.03009140118956566,0,0.9995472431182861|5.4102597957239595e-09,1.0000001192092896,-1.6287603210596302e-10|Running
974.6571044921875,1264.671630859375,-1167.581787109375|0.03009140118956566,0,0.9995472431182861|4.094057093340098e-09,1.0000001192092896,-1.2325171439009353e-10|Running
974.6751708984375,1264.786376953125,-1166.982177734375|0.03009140118956566,0,0.9995472431182861|2.318005565271619e-09,1.0000001192092896,-6.978363026322043e-11|Running
974.6932373046875,1264.8492431640625,-1166.382568359375|0.03009140118956566,0,0.9995472431182861|5.434703242990224e-10,1.0000001192092896,-1.6361191915170714e-11|Running
974.7113037109375,1264.883544921875,-1165.782958984375|0.03009140118956566,0,0.9995472431182861|-1.229550683490288e-09,1.0000001192092896,3.7015661369377284e-11|Running
974.7293701171875,1265.1219482421875,-1165.183349609375|0.03009140118956566,0,0.9995472431182861|-3.0010594009866054e-09,1.0000001192092896,9.034698683629827e-11|Running
974.7474365234375,1265.4527587890625,-1164.583740234375|0.03009140118956566,0,0.9995472431182861|-4.771055994723383e-09,1.0000001192092896,1.4363278622031572e-10|Running
974.7655029296875,1265.9124755859375,-1163.984130859375|0.03009140118956566,0,0.9995472431182861|-5.6143214521853224e-09,1.0000001192092896,1.6901931243484825e-10|Running
974.7835693359375,1266.263427734375,-1163.384521484375|0.03009140118956566,0,0.9995472431182861|-3.6823877280767192e-09,1.0000001192092896,1.1085839884961146e-10|Running
974.8016357421875,1266.4703369140625,-1162.784912109375|0.03009140118956566,0,0.9995472431182861|-1.7521032402711967e-09,1.0000001192092896,5.274712264191628e-11|Running
974.8197021484375,1266.5855712890625,-1162.185302734375|0.03009140118956566,0,0.9995472431182861|1.7653439821074812e-10,1.0000001192092896,-5.314573434112013e-12|Running
974.8377685546875,1266.6488037109375,-1161.585693359375|0.03009140118956566,0,0.9995472431182861|2.1035260200363837e-09,1.0000001192092896,-6.33267188687725e-11|Running
974.8558349609375,1266.683349609375,-1160.986083984375|0.03009140118956566,0,0.9995472431182861|4.028872790939886e-09,1.0000001192092896,-1.2128933968291733e-10|Running
974.8739013671875,1266.7021484375,-1160.386474609375|0.03009140118956566,0,0.9995472431182861|5.9525770979007575e-09,1.0000001192092896,-1.7920252781689072e-10|Running
974.887451171875,1266.7103271484375,-1159.936767578125|0.03009140118956566,0,0.9995472431182861|4.6236925399512074e-09,1.0000001192092896,-1.3919640440285264e-10|Running
974.905517578125,1266.814453125,-1159.337158203125|0.03009140118956566,0,0.9995472431182861|2.853170366634572e-09,1.0000001192092896,-8.589478434073428e-11|Running
974.9281005859375,1267.1787109375,-1158.587646484375|0.03009140118956566,0,0.9995472431182861|6.421422837910029e-10,1.0000001192092896,-1.9331713313475163e-11|Running
974.9461669921875,1267.5941162109375,-1157.988037109375|0.03009140118956566,0,0.9995472431182861|-1.1249823295145234e-09,1.0000001192092896,3.3867627452499605e-11|Running
974.9642333984375,1267.9100341796875,-1157.388427734375|0.03009140118956566,0,0.9995472431182861|-2.890598649329945e-09,1.0000001192092896,8.702156356621416e-11|Running
974.9822998046875,1268.09619140625,-1156.788818359375|0.03009140118956566,0,0.9995472431182861|-4.654707730367136e-09,1.0000001192092896,1.40130129722138e-10|Running
975.0003662109375,1268.1998291015625,-1156.189208984375|0.03009140118956566,0,0.9995472431182861|-5.5073785532044894e-09,1.0000001192092896,1.6579980444131337e-10|Running
975.0184326171875,1268.256591796875,-1155.589599609375|0.03009140118956566,0,0.9995472431182861|-3.630689082712024e-09,1.0000001192092896,1.0930200494696507e-10|Running
975.0364990234375,1268.2874755859375,-1154.989990234375|0.03009140118956566,0,0.9995472431182861|-1.7556007758656733e-09,1.0000001192092896,5.285241688746112e-11|Running
975.0545654296875,1268.4996337890625,-1154.390380859375|0.03009140118956566,0,0.9995472431182861|1.1788690856828765e-10,1.0000001192092896,-3.5489892274975787e-12|Running
975.0726318359375,1268.7938232421875,-1153.790771484375|0.03009140118956566,0,0.9995472431182861|1.989776121646969e-09,1.0000001192092896,-5.990227064378573e-11|Running
975.0906982421875,1269.2025146484375,-1153.191162109375|0.028319327160716057,0,0.9995989799499512|3.924922609144232e-09,1.0000001192092896,-1.1119576093232553e-10|Running
975.1035766601562,1269.4501953125,-1152.741455078125|0.028319327160716057,0,0.9995989799499512|5.374434675076145e-09,1.0000001192092896,-1.5226142568991463e-10|Running
975.1206665039062,1269.6619873046875,-1152.141845703125|0.0265506561845541,0,0.9996474981307983|5.407028158543881e-09,1,-1.4361076217106472e-10|Running
975.1407470703125,1269.801025390625,-1151.392333984375|0.02484274096786976,0,0.9996914863586426|2.907185381317845e-09,1.0000001192092896,-7.224474490863386e-11|Running
975.1558227539062,1269.857177734375,-1150.792724609375|0.02307078056037426,0,0.9997338056564331|8.481538804616662e-10,1,-1.9572782630761232e-11|Running
975.1697998046875,1269.8878173828125,-1150.193115234375|0.02136264555156231,0,0.9997718334197998|-1.2741067090260572e-09,1.0000001192092896,2.7224502166522946e-11|Running
975.1828002929688,1269.9044189453125,-1149.593017578125|0.019593307748436928,0,0.9998080730438232|-3.459608821643201e-09,1.0000001192092896,6.779819067270765e-11|Running
975.1947021484375,1270.10888671875,-1148.992919921875|0.01782161183655262,0,0.9998412132263184|-5.70955105416715e-09,1,1.0176956499741152e-10|Running
975.2055053710938,1270.39892578125,-1148.392822265625|0.016113156452775,0,0.9998701810836792|-5.866759522632492e-09,1,9.454428906430223e-11|Running
975.21533203125,1270.8055419921875,-1147.792724609375|0.016113156452775,0,0.9998701810836792|-3.879817356278181e-09,1,6.252422191099782e-11|Running
975.22509765625,1271.1163330078125,-1147.192626953125|0.016113156452775,0,0.9998701810836792|-1.8945722768393125e-09,1,3.0531504408015664e-11|Running
975.23486328125,1271.2998046875,-1146.592529296875|0.014343537390232086,0,0.9998971223831177|1.4583124985367846e-10,1,-2.09195117825689e-12|Running
975.2435913085938,1271.40185546875,-1145.992431640625|0.012573783285915852,0,0.9999209642410278|2.242923846651479e-09,1,-2.8204267046860743e-11|Running
975.2513427734375,1271.4578857421875,-1145.392333984375|0.010863617062568665,0,0.9999409914016724|4.392470387415415e-09,1,-4.7720934842621077e-11|Running
975.2579956054688,1271.48828125,-1144.792236328125|0.009093862026929855,0,0.9999586343765259|6.600524571354072e-09,1.0000001192092896,-6.002674052263401e-11|Running
975.2636108398438,1271.7001953125,-1144.192138671875|0.0056151458993554115,0,0.9999842643737793|6.548243725035263e-09,1,-3.676992391121736e-11|Running
975.2672729492188,1271.994140625,-1143.592041015625|0.0038451864384114742,0,0.9999926090240479|4.065894287919036e-09,1,-1.5634236960604397e-11|Running
975.269775390625,1272.40283203125,-1142.991943359375|0.0021362255793064833,0,0.9999977350234985|1.51673129611396e-09,1,-3.2400874518112577e-12|Running
975.2711791992188,1272.7147216796875,-1142.391845703125|0.0003662109375,0,1|-1.0942041717143525e-09,1.0000001192092896,4.0070952198739684e-13|Running
975.2716064453125,1272.8988037109375,-1141.791748046875|-0.001403807196766138,0,0.9999990463256836|-3.770266765457109e-09,1.0000001192092896,-5.292732398187727e-12|Running
975.2709350585938,1273.001220703125,-1141.191650390625|-0.003112778067588806,0,0.999995231628418|-6.505989968985659e-09,1.0000001192092896,-2.0251800236792405e-11|Running
975.2692260742188,1273.0572509765625,-1140.591552734375|-0.0048827542923390865,0,0.9999880790710449|-7.971477700152718e-09,1,-3.892323269250042e-11|Running
975.2664794921875,1273.087890625,-1139.991455078125|-0.0065916539169847965,0,0.9999783039093018|-5.355917931382237e-09,1,-3.5305123408102546e-11|Running
975.2626342773438,1273.1044921875,-1139.391357421875|-0.0065916539169847965,0,0.9999783039093018|-2.7468041174927293e-09,1,-1.8106374038984185e-11|Running
975.2587280273438,1273.2845458984375,-1138.791259765625|-0.00836152397096157,0,0.9999650716781616|-7.76135683500101e-11,1,-6.489904100237531e-13|Running
975.25390625,1273.538818359375,-1138.191162109375|-0.00836152397096157,0,0.9999650716781616|2.590141878755503e-09,1,2.1658289744985737e-11|Running
975.248779296875,1273.8948974609375,-1137.591064453125|-0.00836152397096157,0,0.9999650716781616|5.255695878503275e-09,1,4.39471618818299e-11|Running
975.24365234375,1274.1669921875,-1136.990966796875|-0.00836152397096157,0,0.9999650716781616|7.918829147968154e-09,1,6.621578979570941e-11|Running
975.238525390625,1274.32763671875,-1136.390869140625|-0.00836152397096157,0,0.9999650716781616|6.619030212817734e-09,1,5.534711577936946e-11|Running
975.2333984375,1274.4168701171875,-1135.790771484375|-0.00836152397096157,0,0.9999650716781616|4.000746400834032e-09,1,3.345350732542052e-11|Running
975.228271484375,1274.4659423828125,-1135.190673828125|-0.00836152397096157,0,0.9999650716781616|1.3848446833719663e-09,1,1.157981696642274e-11|Running
975.22314453125,1274.49267578125,-1134.590576171875|-0.00836152397096157,0,0.9999650716781616|-1.2289053108460735e-09,1,-1.0275880840682206e-11|Running
975.218017578125,1274.702392578125,-1133.990478515625|-0.00836152397096157,0,0.9999650716781616|-3.840435081059468e-09,1,-3.2113010167700295e-11|Running
975.212890625,1274.995361328125,-1133.390380859375|-0.00836152397096157,0,0.9999650716781616|-6.449659029073018e-09,1,-5.393085977800638e-11|Running
975.207763671875,1275.4034423828125,-1132.790283203125|-0.00836152397096157,0,0.9999650716781616|-9.056602578993989e-09,1,-7.572964477731148e-11|Running
975.20263671875,1275.7152099609375,-1132.190185546875|-0.00836152397096157,0,0.9999650716781616|-6.174739830555609e-09,1,-5.1632038922111434e-11|Running
975.197509765625,1275.899169921875,-1131.590087890625|-0.00836152397096157,0,0.9999650716781616|-3.29551097522085e-09,1,-2.7556455381438916e-11|Running
975.1923828125,1276.0015869140625,-1130.989990234375|-0.00836152397096157,0,0.9999650716781616|-4.1856837440512606e-10,1,-3.4999917460781793e-12|Running
975.1885375976562,1276.046630859375,-1130.5399169921875|-0.00836152397096157,0,0.9999650716781616|1.7375262340024733e-09,1,1.4528874631158928e-11|Running
975.18212890625,1276.088134765625,-1129.789794921875|-0.00836152397096157,0,0.9999650716781616|5.32794919294588e-09,1,4.45513313740431e-11|Running
975.177001953125,1276.104736328125,-1129.189697265625|-0.00836152397096157,0,0.9999650716781616|8.197528877929017e-09,1,6.854622425223056e-11|Running
975.171875,1276.2237548828125,-1128.589599609375|-0.00836152397096157,0,0.9999650716781616|6.919184336595663e-09,1,5.785694492943527e-11|Running
975.166748046875,1276.44384765625,-1127.989501953125|-0.00836152397096157,0,0.9999650716781616|4.260697128444235e-09,1,3.5627164413076784e-11|Running
975.16162109375,1276.836181640625,-1127.389404296875|-0.00836152397096157,0,0.9999650716781616|1.6044797712666536e-09,1,1.3416365240992434e-11|Running
975.156494140625,1277.259033203125,-1126.789306640625|-0.00836152397096157,0,0.9999650716781616|-1.0494694002716187e-09,1,-8.775469934052538e-12|Running
975.1526489257812,1277.4913330078125,-1126.3392333984375|-0.00836152397096157,0,0.9999650716781616|-3.0384441629394132e-09,1,-2.5406910950098727e-11|Running
975.146240234375,1277.71923828125,-1125.589111328125|-0.00836152397096157,0,0.9999650716781616|-6.350571180036013e-09,1,-5.310230727362253e-11|Running
975.14111328125,1277.8125,-1124.989013671875|-0.00836152397096157,0,0.9999650716781616|-8.997728784265746e-09,1,-7.523735107151097e-11|Running
975.135986328125,1277.8634033203125,-1124.388916015625|-0.00836152397096157,0,0.9999650716781616|-6.1678520069108345e-09,1,-5.157444263326205e-11|Running
975.1325073242188,1277.759033203125,-1124.2957763671875|-0.049255114048719406,0.03161604329943657,0.9982857704162598|0.00022293394431471825,0.9994993209838867,-0.03164347633719444|Running
975.1301879882812,1277.804443359375,-1124.192626953125|-0.016724105924367905,0.012329449877142906,0.9997841119766235|-0.00032390255364589393,0.9999238848686218,-0.012336591258645058|Running
975.1305541992188,1277.7960205078125,-1124.2122802734375|-0.013366499915719032,0.00976547971367836,0.9998630285263062|0.0008644112385809422,0.9999521374702454,-0.009754794649779797|Running
975.1281127929688,1277.828369140625,-1124.1966552734375|-0.004150190390646458,0.008910702541470528,0.9999517202377319|0.0001947343407664448,0.9999603629112244,-0.008909971453249454|Running
975.122802734375,1277.8765869140625,-1124.0406494140625|-0.005981325637549162,0.0020751538686454296,0.9999799728393555|-0.00015823413559701294,0.9999978542327881,-0.002076137578114867|Running
975.118408203125,1277.898193359375,-1123.7838134765625|-0.008178437128663063,-0.00036619865568354726,0.9999665021896362|-0.000042591454985085875,0.9999999403953552,0.0003658625646494329|Climbing
975.1124267578125,1277.9061279296875,-1123.6065673828125|0.032163895666599274,0.038816388696432114,0.9987285733222961|-0.0004767614300362766,0.9992460608482361,-0.03882114961743355|Climbing
975.1015625,1278.2293701171875,-1123.6116943359375|0.03161522373557091,0.03185935690999031,0.9989922642707825|0.0009748466545715928,0.9994904398918152,-0.031906094402074814|Climbing
975.1010131835938,1278.6473388671875,-1123.612548828125|-0.003723092144355178,0.0037841263692826033,0.999985933303833|0.0005723908543586731,0.9999927282333374,-0.0037820208817720413|Climbing
975.1011352539062,1279.0675048828125,-1123.61572265625|-0.00781223364174366,-0.002685455372557044,0.9999659061431885|-0.00010368237417424098,0.9999964237213135,0.0026847273111343384|Climbing
975.1011962890625,1279.4874267578125,-1123.61669921875|-0.00830049067735672,-0.0010985942790284753,0.9999649524688721|-0.00009538937592878938,0.9999994039535522,0.001097840373404324|Climbing
975.1011962890625,1279.9073486328125,-1123.6165771484375|-0.00836152397096157,0,0.9999650716781616|-0.000012953551959071774,1,-1.083152127989706e-07|Climbing
