Mt Forever|true|20028
-274.09307861328125,753.7953491210938,-1065.8970947265625|-0.9657387733459473,0,-0.2595159709453583|-3.024301697962528e-09,1.0000001192092896,1.1254357445977803e-08|Freefall
-274.5276794433594,753.8057861328125,-1066.013916015625|-0.9657387733459473,0,-0.2595159709453583|-3.6395091385088563e-09,1.0000001192092896,1.3543733246024203e-08|Freefall
-275.25201416015625,753.7550048828125,-1066.2086181640625|-0.9657387733459473,0,-0.2595159709453583|-4.663978536711966e-09,1.0000001192092896,1.7356098780396678e-08|Freefall
-275.83148193359375,753.653076171875,-1066.3643798828125|-0.9657387733459473,0,-0.2595159709453583|-5.482768017373019e-09,1.0000001192092896,2.0403065903451534e-08|Freefall
-276.41094970703125,753.4966430664062,-1066.5201416015625|-0.9657387733459473,0,-0.2595159709453583|-6.300857613439348e-09,1.0000001192092896,2.344742888737983e-08|Freefall
-276.99041748046875,753.2857055664062,-1066.6759033203125|-0.9657387733459473,0,-0.2595159709453583|-7.118251321713842e-09,1.0000001192092896,2.6489203719393117e-08|Freefall
-277.56988525390625,753.0203247070312,-1066.8316650390625|-0.9657387733459473,0,-0.2595159709453583|-7.934944257215193e-09,1.0000001192092896,2.9528367306852488e-08|Freefall
-278.14935302734375,752.700439453125,-1066.9874267578125|-0.9657387733459473,0,-0.2595159709453583|-8.750943969459968e-09,1.0000001192092896,3.256495517689473e-08|Freefall
-278.5839538574219,752.4246826171875,-1067.104248046875|-0.9657387733459473,0,-0.2595159709453583|-9.362481456776095e-09,1.0000001192092896,3.484067434555982e-08|Freefall
-279.30828857421875,751.8970336914062,-1067.2989501953125|-0.9657387733459473,0,-0.2595159709453583|-9.412555179721949e-09,1.0000001192092896,3.5027014178012905e-08|Freefall
-279.7428894042969,751.5396118164062,-1067.415771484375|-0.9649115800857544,0,-0.26257508993148804|-7.249036926282315e-09,1,2.6638778294341137e-08|Freefall
-280.3218688964844,751.0153198242188,-1067.5731201171875|-0.9644455313682556,0,-0.2642818093299866|-4.261959674067839e-09,1,1.555319961710211e-08|Freefall
-280.9005126953125,750.4365234375,-1067.731689453125|-0.964410126209259,0,-0.26441091299057007|-1.2318246422893253e-09,1,4.492946903411621e-09|Freefall
-281.623779296875,749.6364135742188,-1067.9300537109375|-0.9643789529800415,0,-0.2645244300365448|2.5577269191501273e-09,1.0000001192092896,-9.324726768511482e-09|Freefall
-282.202392578125,748.9349975585938,-1068.0887451171875|-0.9643789529800415,0,-0.2645244300365448|5.586706208760006e-09,1.0000001192092896,-2.03675014631699e-08|Freefall
-282.781005859375,748.1790771484375,-1068.2474365234375|-0.9643789529800415,0,-0.2645244300365448|8.613026736270513e-09,1.0000001192092896,-3.140058524309097e-08|Freefall
-283.359619140625,747.36865234375,-1068.4061279296875|-0.9643789529800415,0,-0.2645244300365448|8.252358796312365e-09,1.0000001192092896,-3.00856939361438e-08|Freefall
-283.868896484375,746.5037231445312,-1068.5457763671875|-0.9648454785346985,0,-0.2628178596496582|6.71153888021081e-09,1,-2.4639110307589362e-08|Landed
-284.42333984375,745.5842895507812,-1068.697021484375|-0.9684334993362427,0,-0.24927251040935516|4.882564574870685e-09,1.0000001192092896,-1.896895440722801e-08|Landed
-284.91595458984375,745.4746704101562,-1068.828857421875|-0.9742227792739868,0,-0.22558827698230743|2.9595907946600164e-09,1.0000001192092896,-1.2781252500815299e-08|Landed
-285.2025146484375,745.4720458984375,-1068.8992919921875|-0.9837682843208313,0,-0.17944402992725372|1.3531700204794106e-09,1,-7.418501368761099e-09|Running
-285.58111572265625,745.5140380859375,-1068.9710693359375|-0.9922637939453125,0,-0.12414741516113281|-1.272890404191429e-10,1,1.0173736297858227e-09|Running
-285.96429443359375,745.6133422851562,-1069.0223388671875|-0.9974031448364258,0,-0.07202127575874329|-7.654937794754346e-10,1.0000001192092896,1.0601116429143076e-08|Running
-286.3482666015625,745.8182983398438,-1069.05322265625|-0.9998962879180908,0,-0.014404121786355972|-3.073586662960537e-10,1,2.1336031608143458e-08|Running
-286.7325134277344,745.88525390625,-1069.0621337890625|-0.9994072914123535,0,0.03442338481545448|1.1343868067115181e-09,1,3.2934426741348943e-08|Running
-287.1165771484375,745.8865966796875,-1069.0517578125|-0.9977107048034668,0,0.06762692332267761|3.0546594143032735e-09,1,4.5065874587635335e-08|Running
-287.59619140625,745.8865966796875,-1069.021240234375|-0.9962263703346252,0,0.08679291605949402|5.281629356090889e-09,1,6.062359148018004e-08|Running
-287.94940185546875,745.6873168945312,-1068.991455078125|-0.9952679872512817,0,0.09716779738664627|7.148475145157818e-09,1.0000001192092896,7.322023520828225e-08|Running
-288.3837890625,745.4037475585938,-1068.951171875|-0.9945641756057739,0,0.10412558913230896|6.694046206234816e-09,1,6.393873519527915e-08|Running
-288.7867431640625,745.065673828125,-1068.91064453125|-0.9936184883117676,0,0.11279258877038956|3.676864368529209e-09,1,3.239042811742365e-08|Running
-289.1363525390625,745.0106201171875,-1068.8714599609375|-0.99237060546875,0,0.123291015625|6.97063171073431e-11,1.0000001192092896,5.610668596389701e-10|Running
-289.48394775390625,745.011474609375,-1068.828857421875|-0.9898191094398499,0,0.1423313170671463|-4.57132021125517e-09,1.0000001192092896,-3.1790474253057255e-08|Running
-289.9166259765625,745.0842895507812,-1068.771240234375|-0.9866321086883545,0,0.16296367347240448|-1.0672016159674058e-08,1.0000001192092896,-6.461166179860811e-08|Running
-290.3175964355469,745.1045532226562,-1068.7103271484375|-0.9836347103118896,0,0.1801743358373642|-1.1143968414728533e-08,1,-6.083882198026913e-08|Running
-290.5796203613281,745.0477905273438,-1068.6671142578125|-0.9806686043739319,0,0.19567595422267914|-9.698415404102434e-09,1,-4.860551783281153e-08|Running
-290.9267272949219,744.9243774414062,-1068.6099853515625|-0.9789237976074219,0,0.20422601699829102|-6.751558423445658e-09,1.0000001192092896,-3.236248602433989e-08|Running
-291.36053466796875,744.6934814453125,-1068.53857421875|-0.9782052040100098,0,0.20764048397541046|-2.571754809110871e-09,1.0000001192092896,-1.2115671133017258e-08|Running
-291.70758056640625,745.5589599609375,-1068.4814453125|-0.9778408408164978,0,0.2093498557806015|8.714685639787945e-10,1.0000001192092896,4.070495052133083e-09|Running
-292.0784606933594,746.3699340820312,-1068.417236328125|-0.9778408408164978,0,0.2093498557806015|4.332909586679534e-09,1.0000001192092896,2.0238351439161306e-08|Running
-292.487548828125,747.1264038085938,-1068.34228515625|-0.9778408408164978,0,0.2093498557806015|7.791394196488e-09,1.0000001192092896,3.639240020447687e-08|Running
-292.9348449707031,747.828369140625,-1068.25634765625|-0.9778408408164978,0,0.2093498557806015|1.1246925168961752e-08,1.0000001192092896,5.2532652006220815e-08|Running
-293.42034912109375,748.475830078125,-1068.1595458984375|-0.9778408408164978,0,0.2093498557806015|1.4699503836368422e-08,1.0000001192092896,6.865911217346365e-08|Running
-293.8095397949219,748.9256591796875,-1068.079833984375|-0.9778408408164978,0,0.2093498557806015|1.7287003828414527e-08,1.0000001192092896,8.074492541254585e-08|Running
-294.36187744140625,749.4777221679688,-1067.9639892578125|-0.9778408408164978,0,0.2093498557806015|2.0734423955559578e-08,1.0000001192092896,9.684728752290539e-08|Running
-295.0910949707031,750.0911865234375,-1067.80810546875|-0.9784889817237854,0,0.20629963278770447|2.467267812278351e-08,1.0000001192092896,1.1702368141186525e-07|Running
-295.67816162109375,750.5206298828125,-1067.6842041015625|-0.9791784882545471,0,0.20300115644931793|2.761807138540462e-08,1,1.3321609060312767e-07|Running
-296.2656555175781,750.8956298828125,-1067.5623779296875|-0.9798808693885803,0,0.19958332180976868|1.9643767501520415e-08,1,9.64436921435663e-08|Running
-296.85357666015625,751.216064453125,-1067.442626953125|-0.9808869957923889,0,0.19457828998565674|1.1880184835888485e-08,1,5.988909634879747e-08|Running
-297.4421081542969,751.4819946289062,-1067.3258056640625|-0.9815828204154968,0,0.1910371035337448|4.565093192354652e-09,1,2.3456266262655845e-08|Running
-298.03106689453125,751.6934204101562,-1067.211181640625|-0.9825431108474731,0,0.18603500723838806|-2.4188169245320523e-09,1,-1.277497130303118e-08|Running
-298.4731750488281,751.8162841796875,-1067.1273193359375|-0.9829339981079102,0,0.18395870923995972|-7.462271689462341e-09,1,-3.98726456296572e-08|Freefall
-299.2104187011719,751.952880859375,-1066.9892578125|-0.9829791784286499,0,0.18371731042861938|-1.587864595364863e-08,1.0000001192092896,-8.495866410385133e-08|Freefall
-299.6528015136719,751.9939575195312,-1066.906494140625|-0.9830021858215332,0,0.18359383940696716|-1.85441457745128e-08,1,-9.928947974913171e-08|Freefall
-300.3901062011719,751.9942626953125,-1066.7685546875|-0.9830021858215332,0,0.18359383940696716|-1.5103969630558822e-08,1,-8.087000935574906e-08|Freefall
-300.9799499511719,751.9332275390625,-1066.658203125|-0.9830021858215332,0,0.18359383940696716|-1.2354405498626875e-08,1,-6.61482317809714e-08|Freefall
-301.4223327636719,751.8516845703125,-1066.575439453125|-0.9830021858215332,0,0.18359383940696716|-1.0293760510649008e-08,1,-5.511508049949043e-08|Freefall
-302.1596374511719,751.6476440429688,-1066.4375|-0.9830021858215332,0,0.18359383940696716|-6.862278745245476e-09,1,-3.674216486615478e-08|Freefall
-302.7494812011719,751.423095703125,-1066.3271484375|-0.9830021858215332,0,0.18359383940696716|-4.119733443275209e-09,1,-2.205796789667147e-08|Freefall
-303.1918640136719,751.2189331054688,-1066.244384765625|-0.9830021858215332,0,0.18359383940696716|-2.064360460352077e-09,1,-1.1053044701725412e-08|Freefall
-303.9291687011719,750.810546875,-1066.1064453125|-0.9830021858215332,0,0.18359383940696716|1.3583354441237816e-09,1,7.272829449789242e-09|Freefall
-304.5190124511719,750.4224853515625,-1065.99609375|-0.9830021858215332,0,0.18359383940696716|4.093861249998554e-09,1,2.191944226126452e-08|Freefall
-305.1088562011719,749.9799194335938,-1065.8857421875|-0.9830021858215332,0,0.18359383940696716|6.82704959231728e-09,1,3.6553540638806226e-08|Freefall
-305.6986999511719,749.4828491210938,-1065.775390625|-0.9835677146911621,0,0.18053945899009705|9.39457400761512e-09,1,5.118105406154427e-08|Freefall
-306.2888488769531,748.9313354492188,-1065.6668701171875|-0.9844505786895752,0,0.17566177248954773|1.1745179051558807e-08,1,6.582278899713856e-08|Freefall
-306.7318420410156,748.48193359375,-1065.587646484375|-0.9864705801010132,0,0.1639387458562851|1.278708428031905e-08,1.0000001192092896,7.69438770475972e-08|Freefall
-307.3236389160156,747.8350219726562,-1065.48876953125|-0.9887933135032654,0,0.14929097890853882|1.3916804597613464e-08,1,9.217464480570925e-08|Freefall
-307.9168701171875,747.1336059570312,-1065.39892578125|-0.9920175075531006,0,0.1261003017425537|1.3831492395866007e-08,1,1.0881085898972742e-07|Freefall
-308.66082763671875,746.18017578125,-1065.30419921875|-0.9950020909309387,0,0.09985421597957611|1.3390927477985315e-08,1,1.3343453986180975e-07|Freefall
-309.17120361328125,746.0640258789062,-1065.2451171875|-0.9980906248092651,0,0.06176839396357536|5.1289301694623646e-09,1.0000001192092896,8.287631914072335e-08|Landed
-309.5553283691406,745.8605346679688,-1065.2144775390625|-0.9996193647384644,0,0.027588333934545517|9.579048665386836e-10,1.0000001192092896,3.470815812534056e-08|Landed
-309.90399169921875,745.5756225585938,-1065.2030029296875|-0.9999409914016724,0,-0.01086428016424179|9.254044752715629e-11,1,-8.517360150506192e-09|Running
-310.2519836425781,745.2362670898438,-1065.2047119140625|-0.9987832307815552,0,-0.04931659996509552|2.560120559991219e-09,1.0000001192092896,-5.184877949204747e-08|Running
-310.6858215332031,744.8423461914062,-1065.2171630859375|-0.9968762993812561,0,-0.07897862792015076|5.4042681441046625e-09,1,-6.821322529049212e-08|Running
-311.08837890625,744.3939208984375,-1065.2408447265625|-0.9940940737724304,0,-0.10852208733558655|6.45163922285974e-09,1,-5.909890177235866e-08|Running
-311.3511657714844,744.0218505859375,-1065.2613525390625|-0.9913685917854309,0,-0.13110418617725372|7.022566972381128e-09,1,-5.310243977874052e-08|Running
-311.7862854003906,743.3336181640625,-1065.2955322265625|-0.9891949892044067,0,-0.1466061770915985|6.5585767927700545e-09,1.0000001192092896,-4.4252647768416864e-08|Running
-312.1343078613281,742.7217407226562,-1065.3228759765625|-0.9861844778060913,0,-0.16565091907978058|4.9333443996602e-09,1,-2.9370120557814516e-08|Running
-312.39532470703125,742.22705078125,-1065.3433837890625|-0.9815108180046082,0,-0.19140711426734924|2.208255356350719e-09,1.0000001192092896,-1.1323646909033869e-08|Running
-312.8303527832031,741.3344116210938,-1065.3775634765625|-0.9761626124382019,0,-0.2170403152704239|-4.224649519102286e-09,1,1.900082580164053e-08|Running
-313.1783752441406,742.2101440429688,-1065.4049072265625|-0.9679928421974182,0,-0.2509780526161194|-1.126411230956137e-08,1.0000001192092896,4.3444359221211926e-08|Running
-313.54833984375,743.0347290039062,-1065.44384765625|-0.9604176878929138,0,-0.2785641551017761|-1.993779896736214e-08,1.0000001192092896,6.874041247328933e-08|Running
-313.8482666015625,743.6173706054688,-1065.486328125|-0.9517443180084229,0,-0.3068922162055969|-2.890987005343959e-08,1.0000001192092896,8.965624687107265e-08|Running
-314.2762451171875,744.3466186523438,-1065.5635986328125|-0.9430951476097107,0,-0.3325232267379761|-3.0427525388176946e-08,1.0000001192092896,8.629788084135726e-08|Running
-314.7343444824219,745.0213623046875,-1065.6666259765625|-0.9351032972335815,0,-0.3543754816055298|-2.3983982799791193e-08,1,6.328739488026258e-08|Running
-315.22003173828125,745.6415405273438,-1065.7982177734375|-0.9296673536300659,0,-0.3684002161026001|-1.2242301394849164e-08,1.0000001192092896,3.089375866238697e-08|Running
-315.7308654785156,746.2072143554688,-1065.9603271484375|-0.9267280697822571,0,-0.37573274970054626|-1.4586094554402962e-09,1,3.5975951107047877e-09|Running
-316.4019470214844,746.8377075195312,-1066.2086181640625|-0.9263784289360046,0,-0.3765939474105835|1.0285888585315206e-08,1,-2.530212128704079e-08|Running
-316.95654296875,747.2808227539062,-1066.4332275390625|-0.9262332916259766,0,-0.37695080041885376|1.9680641116792685e-08,1,-4.835873568254101e-08|Running
-317.51226806640625,747.66943359375,-1066.6593017578125|-0.9262332916259766,0,-0.37695080041885376|2.9059727069125074e-08,1,-7.140477009670576e-08|Running
-318.06805419921875,748.0034790039062,-1066.8853759765625|-0.9262332916259766,0,-0.37695080041885376|3.84302936140557e-08,1,-9.442987192187502e-08|Running
-318.62384033203125,748.2830200195312,-1067.1114501953125|-0.9268302321434021,0,-0.3754805326461792|4.758497951229401e-08,1,-1.1745801486995333e-07|Running
-319.179931640625,748.5081176757812,-1067.336669921875|-0.9286450147628784,0,-0.3709697425365448|5.050778995041583e-08,1.0000001192092896,-1.2643566549286334e-07|Running
-319.737060546875,748.6787109375,-1067.559326171875|-0.9316824674606323,0,-0.3632737696170807|3.634290379750382e-08,1,-9.32080652660261e-08|Running
-320.29595947265625,748.7947998046875,-1067.7774658203125|-0.939196765422821,0,-0.34337931871414185|2.18100968396584e-08,1,-5.965406302266274e-08|Running
-320.8592529296875,748.8563842773438,-1067.984130859375|-0.9476005434989929,0,-0.3194577395915985|8.234921189398392e-09,1,-2.4427068368026994e-08|Running
-321.4276428222656,748.8634643554688,-1068.1761474609375|-0.9618915915489197,0,-0.27343112230300903|-2.5237478773476596e-09,1,8.878184409866208e-09|Running
-322.00299072265625,748.8160400390625,-1068.345947265625|-0.9753687977790833,0,-0.22058026492595673|-4.74562344976448e-09,1.0000001192092896,2.0984348481078996e-08|Running
-322.5861511230469,748.714111328125,-1068.4859619140625|-0.985054612159729,0,-0.1722426414489746|-3.4210441146598214e-09,1.0000001192092896,1.9564931008630992e-08|Running
-323.0281066894531,748.6018676757812,-1068.56982421875|-0.9917042851448059,0,-0.12854069471359253|-2.0478732043471837e-09,1.0000001192092896,1.5799546559946975e-08|Freefall
-323.6221618652344,748.4046020507812,-1068.65283203125|-0.9952322840690613,0,-0.09753349423408508|-1.163117158142768e-09,1,1.1868453775321086e-08|Freefall
-324.2191162109375,748.15283203125,-1068.712646484375|-0.9964051246643066,0,-0.08471731841564178|-7.336266594215601e-10,1.0000001192092896,8.628570746793685e-09|Freefall
-324.9664611816406,747.761474609375,-1068.775634765625|-0.9965488910675049,0,-0.08300759643316269|-4.0322412075965985e-10,1.0000001192092896,4.8409130037896375e-09|Freefall
-325.4148864746094,747.4857177734375,-1068.812744140625|-0.9965894222259521,0,-0.08252014219760895|-2.0987411808448542e-10,1,2.5346336141041093e-09|Freefall
-326.0127868652344,747.0704345703125,-1068.862060546875|-0.9965894222259521,0,-0.08252014219760895|4.5559857969612594e-11,1,-5.502229227793975e-10|Freefall
-326.6106872558594,746.6006469726562,-1068.911376953125|-0.9965894222259521,0,-0.08252014219760895|3.011440818934119e-10,1,-3.636894119196654e-09|Freefall
