Mt YNTKTS|true|13374
4210.216796875,95.25843811035156,-325.6446228027344|0.9741986989974976,-2.5790569679884356e-08,-0.22569207847118378|2.6799662933285617e-08,1,1.4073470167019764e-09|Landed
4210.7841796875,95.06069946289062,-325.77752685546875|0.9783697724342346,3.666047021511076e-08,-0.20686379075050354|-3.0602812728375284e-08,1,3.248322499871392e-08|Running
4211.34716796875,94.77909851074219,-325.8983154296875|0.9837697148323059,8.19910113136757e-08,-0.17943580448627472|-7.379662747553084e-08,1,5.234254274455452e-08|Running
4211.83642578125,94.44300842285156,-326.0019226074219|0.9891818761825562,7.795628675921762e-08,-0.14669446647167206|-7.270328694630734e-08,1,4.117072194276261e-08|Running
4212.25732421875,94.05241394042969,-326.0910949707031|0.9922577142715454,7.411188818196024e-08,-0.12419584393501282|-7.083227870907649e-08,1,3.082235977558412e-08|Running
4212.59033203125,93.60731506347656,-326.1615905761719|0.9942755103111267,7.041573013566449e-08,-0.10684693604707718|-6.857507628410531e-08,1,2.0901062214306876e-08|Running
4212.80615234375,93.3852767944336,-326.2071838378906|0.9962965846061707,6.689804621373696e-08,-0.08598297834396362|-6.62157688680054e-08,1,1.0787021054170509e-08|Running
4212.90478515625,93.41935729980469,-326.22796630859375|0.9975252151489258,6.351576331553588e-08,-0.07030966132879257|-6.359721282933606e-08,1,1.0800396132992773e-09|Running
4212.9150390625,93.46218872070312,-326.23004150390625|0.9981011748313904,5.93842415241852e-08,-0.06159602478146553|-6.013260644976981e-08,1,-1.0295809538263256e-08|Running
4212.9150390625,93.47586059570312,-326.23004150390625|0.9982072114944458,5.691854099154625e-08,-0.05985259264707565|-5.803334346410338e-08,1,-1.6887542031440717e-08|Running
4212.9150390625,93.48626708984375,-326.23004150390625|0.9982072114944458,5.363339994346461e-08,-0.0598524734377861|-5.526050372850477e-08,1,-2.5530042080390558e-08|Running
4212.9150390625,93.49185180664062,-326.23004150390625|0.9982072710990906,5.035106553918922e-08,-0.0598522387444973|-5.2490030100216245e-08,1,-3.416516136667269e-08|Running
4212.9150390625,93.49552154541016,-326.23004150390625|0.9986918568611145,4.714542711781178e-08,-0.0511326864361763|-4.942156550669097e-08,1,-4.324998315041739e-08|Running
4212.9150390625,93.4991683959961,-326.23004150390625|0.9995442032814026,4.412071064052725e-08,-0.030189238488674164|-4.573846723587849e-08,1,-5.28966985768875e-08|Running
4212.9150390625,93.50202178955078,-326.23004150390625|0.9999397397041321,4.197714886799986e-08,-0.010979808866977692|-4.264098762973845e-08,1,-6.022612808465055e-08|Running
4212.9150390625,93.50569152832031,-326.23004150390625|0.9999719858169556,3.844506224481847e-08,-0.007487127557396889|-3.897873668279317e-08,1,-7.113289512972187e-08|Running
4212.9150390625,93.50733947753906,-326.23004150390625|0.9999719858169556,3.562211148278038e-08,-0.007487127557396889|-3.622008293291401e-08,1,-7.97311798805822e-08|Running
4212.9150390625,93.50801086425781,-326.23004150390625|0.9999573826789856,3.349525456997071e-08,-0.009233362972736359|-3.429181916203561e-08,1,-8.611169732830604e-08|Running
4212.9150390625,93.50849914550781,-326.23004150390625|0.9999573826789856,3.0661574612622644e-08,-0.009233362972736359|-3.153729011273754e-08,1,-9.469712836107647e-08|Running
4212.9150390625,93.5088119506836,-326.23004150390625|0.9999573826789856,2.7122869283857653e-08,-0.009233362972736359|-2.8097435489371492e-08,1,-1.0541859296608891e-07|Running
4212.9150390625,93.50901794433594,-326.23004150390625|0.9999719858169556,2.4309548152245952e-08,-0.007487127557396889|-2.5164059280768925e-08,1,-1.1403642474761e-07|Running
4212.9150390625,93.5092544555664,-326.23004150390625|0.999983549118042,2.15135553816026e-08,-0.005740749649703503|-2.2217976791694127e-08,1,-1.2264179360954586e-07|Running
4212.9150390625,93.50959777832031,-326.23004150390625|0.9999974966049194,1.8749801711237524e-08,-0.002246397314593196|-1.9044740895424184e-08,1,-1.3127298359449924e-07|Running
4212.9150390625,93.51002502441406,-326.23004150390625|0.9999992251396179,1.2362568746482339e-08,0.0012463134480640292|-1.223153134333188e-08,1,-1.0514708037590026e-07|Running
4212.9150390625,93.51109313964844,-326.23004150390625|0.9998249411582947,1.2648647684798675e-09,0.018711885437369347|-4.331667524670735e-10,1,-4.44516317088528e-08|Running
4212.9150390625,93.51309204101562,-326.23004150390625|0.9984660744667053,-1.2039975239019896e-08,0.05536701902747154|1.11488676068916e-08,1,1.640342084385793e-08|Running
4212.9150390625,93.5149154663086,-326.23004150390625|0.9928059577941895,-2.9190008632440367e-08,0.11973456293344498|2.0009236934015462e-08,1,7.78782620614038e-08|Running
4212.9150390625,93.50064086914062,-326.23004150390625|0.9806817173957825,-3.1444358228327474e-08,0.1956101655960083|1.4802274073133503e-08,1,8.653967853433642e-08|Running
4212.9150390625,93.46943664550781,-326.23004150390625|0.9583992958068848,-2.635473350665052e-08,0.2854308784008026|4.536826025969276e-09,1,7.709972749125882e-08|Running
4212.9150390625,93.41034698486328,-326.23004150390625|0.9252792596817017,-2.0363520647492805e-08,0.379286527633667|-5.349801490694972e-09,1,6.673999308759448e-08|Running
4212.9150390625,93.30949401855469,-326.23004150390625|0.8878670930862427,-1.3617601268833823e-08,0.4600999653339386|-1.3464310555377779e-08,1,5.5579484126155876e-08|Running
4212.9150390625,93.1109390258789,-326.23004150390625|0.8517569303512573,-6.292152132658657e-09,0.5239371657371521|-1.96980174393957e-08,1,4.403214148851475e-08|Running
4212.9150390625,92.85442352294922,-326.23004150390625|0.8181571960449219,1.4844095952426528e-09,0.5749945640563965|-2.4545707688616858e-08,1,3.2344370737291683e-08|Running
4212.9150390625,92.90753173828125,-326.23004150390625|0.7922762036323547,9.563082770114306e-09,0.610162615776062|-2.812684840591828e-08,1,2.0848785808880166e-08|Running
4212.9150390625,93.04206848144531,-326.23004150390625|0.7858330607414246,1.770668056622071e-08,0.618438720703125|-3.0534657469161175e-08,1,1.0168287545297972e-08|Running
4212.9150390625,93.13301086425781,-326.23004150390625|0.7858330607414246,2.5843318596230347e-08,0.618438720703125|-3.272347015581545e-08,1,-2.071920968127472e-10|Running
4212.9150390625,93.1853256225586,-326.23004150390625|0.7858330607414246,3.397300574192741e-08,0.618438720703125|-3.4910407009647315e-08,1,-1.0573813824521494e-08|Running
4212.9150390625,93.2142562866211,-326.23004150390625|0.7858330607414246,4.2095749108739255e-08,0.618438720703125|-3.709547513608413e-08,1,-2.093158180116461e-08|Running
4212.9150390625,93.23007202148438,-326.23004150390625|0.7858330607414246,5.0211554025736405e-08,0.618438720703125|-3.927867098241222e-08,1,-3.1280507073461195e-08|Running
4212.9150390625,93.23870086669922,-326.23004150390625|0.7858330607414246,5.8320424045632535e-08,0.618438720703125|-4.146000165405894e-08,1,-4.162059497048176e-08|Running
4212.9150390625,93.243408203125,-326.23004150390625|0.7858330607414246,6.642235916842765e-08,0.618438720703125|-4.3639456492883255e-08,1,-5.195185082129683e-08|Running
4212.9150390625,93.24546813964844,-326.23004150390625|0.7858330607414246,7.249428080058351e-08,0.618438720703125|-4.52728308175665e-08,1,-5.96945071151822e-08|Running
4212.9150390625,93.24708557128906,-326.23004150390625|0.7858330607414246,8.058411538058863e-08,0.618438720703125|-4.7449027817947353e-08,1,-7.001033708320392e-08|Running
4212.9150390625,93.24811553955078,-326.23004150390625|0.7858330607414246,9.068669015732667e-08,0.618438720703125|-5.0166654830263724e-08,1,-8.289273267791941e-08|Running
4212.9150390625,93.24852752685547,-326.23004150390625|0.7858330607414246,9.876098516770071e-08,0.618438720703125|-5.233866318121727e-08,1,-9.318875271446814e-08|Running
4212.9736328125,93.23308563232422,-326.18365478515625|0.7901389002799988,1.0678103024019947e-07,0.6129278540611267|-5.515924783594528e-08,1,-1.0310767351029426e-07|Running
4213.12744140625,93.2320327758789,-326.0635070800781|0.7858407497406006,1.1484145545637148e-07,0.6184288859367371|-5.660639956772684e-08,1,-1.1376867803392088e-07|Running
4213.37548828125,93.23200988769531,-325.8692321777344|0.7715903520584106,1.0748696865903185e-07,0.6361197233200073|-4.91874274644033e-08,1,-1.0931027105698377e-07|Running
4213.71435546875,93.22723388671875,-325.5964050292969|0.7500556707382202,5.268235270250443e-08,0.6613746881484985|-1.9766202896676077e-08,1,-5.7239265771613645e-08|Running
4214.1298828125,93.22430419921875,-325.2388610839844|0.7277041077613831,-2.8140190178049806e-09,0.6858912110328674|7.888022679480855e-09,1,-4.266167863420378e-09|Running
4214.5634765625,94.0999755859375,-324.8581237792969|0.7020524740219116,-5.9008016251027584e-08,0.7121252417564392|3.3761839546286865e-08,1,4.957756161161342e-08|Jumping
4214.98291015625,94.92455291748047,-324.4574279785156|0.6802822351455688,-1.2619845790595718e-07,0.7329502701759338|6.55473400001938e-08,1,1.1134147825941909e-07|Freefall
4215.38232421875,95.69463348388672,-324.03265380859375|0.6588902473449707,-1.5383272966573713e-07,0.7522391080856323|8.305314480594461e-08,1,1.3175308311019762e-07|Freefall
4215.76708984375,96.41020965576172,-323.594482421875|0.6472160220146179,-1.3985878410949226e-07,0.7623066306114197|8.16130238945334e-08,1,1.1417654377510189e-07|Freefall
4216.14453125,97.07128143310547,-323.14971923828125|0.6336198449134827,-1.4035535400580557e-07,0.7736445665359497|9.049566074281756e-08,1,1.073044586519245e-07|Freefall
4216.51416015625,97.67786407470703,-322.69854736328125|0.6237839460372925,-1.5314134316213313e-07,0.7815967798233032|1.0867048416685066e-07,1,1.0920521020807428e-07|Freefall
4216.8779296875,98.22994232177734,-322.24267578125|0.6140292882919312,-1.571004872857884e-07,0.7892832159996033|1.1881309802674878e-07,1,1.0661035076964254e-07|Freefall
4217.23583984375,98.7275161743164,-321.7823181152344|0.606847882270813,-1.1659674470365644e-07,0.7948179841041565|9.264353195703734e-08,1,7.596231199613612e-08|Freefall
4217.58984375,99.17059326171875,-321.3186950683594|0.5997802019119263,-8.036725773763465e-08,0.8001647591590881|6.965207433040632e-08,1,4.822921795266666e-08|Freefall
4217.8525390625,99.4671401977539,-320.9687194824219|0.5951504111289978,-5.53369012834537e-08,0.8036143183708191|5.408407233176149e-08,1,2.8805786200791772e-08|Freefall
4218.287109375,99.89324951171875,-320.38275146484375|0.5923671722412109,-1.5327909608231494e-08,0.8056681156158447|2.965755641071155e-08,1,-2.7806157376630836e-09|Freefall
4218.6328125,100.17282104492188,-319.9127197265625|0.5906575918197632,1.6017294157677497e-08,0.8069223165512085|1.0652300375113555e-08,1,-2.764721607206866e-08|Freefall
4218.9765625,100.39790344238281,-319.4419860839844|0.5891948342323303,4.7135483072224815e-08,0.8079909682273865|-8.156471054121539e-09,1,-5.23888665782124e-08|Freefall
4219.3203125,100.5684814453125,-318.97064208984375|0.5839166641235352,7.751936692557138e-08,0.8118136525154114|-2.6181099954669662e-08,1,-7.665772727705189e-08|Freefall
4219.66064453125,100.68455505371094,-318.4972229003906|0.5692838430404663,1.0192493249405743e-07,0.8221410512924194|-3.929686087644768e-08,1,-9.676424639337711e-08|Freefall
4219.99365234375,100.74613189697266,-318.0179748535156|0.5524560213088989,1.0974359554438706e-07,0.8335420489311218|-4.1411599482898964e-08,1,-1.0421251062098236e-07|Freefall
4220.23583984375,100.75655364990234,-317.6536865234375|0.5302109122276306,1.0002265327102577e-07,0.8478657603263855|-3.2215762502119105e-08,1,-9.782385745893407e-08|Freefall
4220.5458984375,100.7227554321289,-317.15966796875|0.508709728717804,5.9172897692860715e-08,0.8609381318092346|-4.904834760566246e-09,1,-6.583255895975526e-08|Freefall
4220.9169921875,100.6038589477539,-316.5318908691406|0.4760432839393616,-6.110173700335508e-08,0.8794218301773071|6.688341613880766e-08,1,3.327451736367948e-08|Freefall
4221.1962890625,100.44744110107422,-316.01983642578125|0.43964579701423645,-1.2308457542076212e-07,0.8981712460517883|8.571715426342053e-08,1,9.50814111888576e-08|Freefall
4221.45458984375,100.23651885986328,-315.49713134765625|0.4061605930328369,-1.5387043106329656e-07,0.9138017296791077|8.062252732088382e-08,1,1.3255034048142988e-07|Freefall
4221.693359375,99.9710922241211,-314.9649353027344|0.36635443568229675,-1.616770930468192e-07,0.9304753541946411|6.838958910293513e-08,1,1.4683060101106093e-07|Freefall
4221.91015625,99.65116882324219,-314.4234924316406|0.34057414531707764,-1.6468142405301478e-07,0.9402176737785339|6.023890364303952e-08,1,1.5333216651924886e-07|Freefall
4222.10986328125,99.27674865722656,-313.8750915527344|0.3182510435581207,-1.4980913931594841e-07,0.9480064511299133|4.8659437368314684e-08,1,1.416901938000592e-07|Freefall
4222.29541015625,98.84782409667969,-313.3221740722656|0.29949596524238586,-1.6018194060052338e-07,0.9540975689888|4.7663871072245456e-08,1,1.529265034605487e-07|Freefall
4222.47021484375,98.36439514160156,-312.7656555175781|0.2824867069721222,-1.5308940248814906e-07,0.9592711925506592|4.325878677491346e-08,1,1.4685041094253393e-07|Freefall
4222.63525390625,97.82647705078125,-312.20611572265625|0.27017974853515625,-1.2330858112363785e-07,0.9628099203109741|3.4196929732388526e-08,1,1.1847536995901464e-07|Freefall
4222.79296875,97.23405456542969,-311.6445007324219|0.25666898488998413,-1.0262682792472333e-07,0.966499388217926|2.8474854474325184e-08,1,9.862211669542376e-08|Freefall
4222.94287109375,96.58712768554688,-311.0807800292969|0.24471989274024963,-9.082643970259596e-08,0.9695938229560852|2.612921967681814e-08,1,8.707986864919803e-08|Freefall
4223.0859375,95.88570404052734,-310.51519775390625|0.23586812615394592,-8.560031972137949e-08,0.9717850685119629|2.6333870195571762e-08,1,8.169399023927326e-08|Freefall
4223.22314453125,95.1297836303711,-309.9483337402344|0.23340997099876404,-8.324844458229563e-08,0.9723784327507019|2.8087212555760743e-08,1,7.88711531640729e-08|Freefall
4223.35986328125,94.3193588256836,-309.381103515625|0.23299123346805573,-8.122717076730623e-08,0.9724788665771484|3.014922356214811e-08,1,7.630260512314635e-08|Freefall
4223.49462890625,93.45442962646484,-308.8179931640625|0.2328983098268509,-7.921754274775594e-08,0.9725010991096497|3.2247044146060944e-08,1,7.373488841722065e-08|Landed
4223.5947265625,92.89876556396484,-308.3994140625|0.2311999350786209,-7.770800891648832e-08,0.972906231880188|3.369657264329362e-08,1,7.186444150875104e-08|Landed
4223.7529296875,92.33381652832031,-307.7388916015625|0.22778786718845367,-7.518269740103278e-08,0.9737107753753662|3.607287268891923e-08,1,6.877374403302383e-08|Running
4223.84375,92.9880142211914,-307.35711669921875|0.2244008630514145,-7.366195831082223e-08,0.9744969010353088|3.7409247255482114e-08,1,6.697536747424238e-08|Jumping
4224.00146484375,94.01022338867188,-306.6839294433594|0.21991249918937683,-7.160235071523857e-08,0.975519597530365|3.982117036116506e-08,1,6.442226663239126e-08|Freefall
4224.13037109375,94.76667785644531,-306.1163635253906|0.21328482031822205,-7.151066938604345e-08,0.9769900441169739|4.199228698098523e-08,1,6.402761698609538e-08|Freefall
4224.2548828125,95.4686279296875,-305.5465393066406|0.19721440970897675,-7.686060854439347e-08,0.9803603887557983|4.4975394075663644e-08,1,6.935287899523246e-08|Freefall
4224.3701171875,96.11607360839844,-304.9747619628906|0.16794411838054657,-1.0411140749511105e-07,0.9857965111732483|5.228690014291715e-08,1,9.670365841429884e-08|Freefall
4224.46923828125,96.70903015136719,-304.39996337890625|0.1358489990234375,-1.3821707511851855e-07,0.990729570388794|5.4461189336052485e-08,1,1.32042671907584e-07|Freefall
4224.5498046875,97.24748229980469,-303.8222961425781|0.10144887864589691,-1.5187347912615223e-07,0.9948407411575317|4.2605005745599556e-08,1,1.4831645955837303e-07|Freefall
4224.61083984375,97.73143005371094,-303.2421875|0.06514698266983032,-1.538818565904876e-07,0.9978756904602051|2.616526373344641e-08,1,1.5250124363319628e-07|Freefall
4224.6416015625,98.05863189697266,-302.80584716796875|0.03226669505238533,-1.6920539280818048e-07,0.9994792938232422|1.4808130721633006e-08,1,1.6881548958735948e-07|Freefall
4224.6669921875,98.53584289550781,-302.0771789550781|0.013492361642420292,-1.4829277006356278e-07,0.999908983707428|4.168524636583015e-09,1,1.4825002381257946e-07|Freefall
4224.67431640625,98.85629272460938,-301.4939270019531|0.005799367092549801,-1.492535801617123e-07,0.9999831914901733|-1.081339129349601e-09,1,1.4926234825907159e-07|Freefall
4224.67724609375,99.12223815917969,-300.9105529785156|0.004780340939760208,-1.5230033056923276e-07,0.9999885559082031|-5.0156345743346264e-09,1,1.5232605221626727e-07|Freefall
4224.67919921875,99.33369445800781,-300.3271789550781|0.004513616673648357,-1.5542225639819662e-07,0.9999898076057434|-8.791311678635338e-09,1,1.5546351050943485e-07|Freefall
4224.68115234375,99.49064636230469,-299.7438049316406|0.0029028707649558783,-1.585780324830921e-07,0.999995768070221|-1.2791464776285011e-08,1,1.5861583335663454e-07|Freefall
