Mt YNTKTS|true|13374
1046.0599365234375,75.9573745727539,-130.59669494628906|0.9997059106826782,-1.8118556965873722e-07,-0.024251697584986687|1.8061160744764493e-07,1,-2.58574370803899e-08|Freefall
1046.642578125,75.35132598876953,-130.62115478515625|0.9995850920677185,-1.7253792350402364e-07,0.028803301975131035|1.7288044773522415e-07,1,-9.4015613072429e-09|Freefall
1047.2255859375,74.6907730102539,-130.6114501953125|0.9971728920936584,-1.6910718159124372e-07,0.07514110207557678|1.694692031151135e-07,1,1.558241646826275e-09|Freefall
1047.8074951171875,73.9757308959961,-130.5718994140625|0.9928879141807556,-1.7214352965311264e-07,0.11905285716056824|1.721054587733306e-07,1,1.0601148403566185e-08|Freefall
1048.38720703125,73.20618438720703,-130.505859375|0.988709032535553,-1.6025475702008407e-07,0.14984817802906036|1.598973113914326e-07,1,1.4433612527398054e-08|Freefall
1048.9639892578125,72.38213348388672,-130.41912841796875|0.9845744371414185,-1.7534183882617072e-07,0.17496614158153534|1.7470115665219055e-07,1,1.9063936207430743e-08|Freefall
1049.5384521484375,71.50357818603516,-130.31719970703125|0.98240065574646,-1.400081970359679e-07,0.18678586184978485|1.3950862864930968e-07,1,1.581928898986007e-08|Freefall
1050.1114501953125,70.5705337524414,-130.20802307128906|0.9818191528320312,-1.1039479375085648e-07,0.189818874001503|1.1025400681319297e-07,1,1.1301855451506526e-08|Freefall
1050.6842041015625,69.5829849243164,-130.09707641601562|0.9817160964012146,-8.12802838368043e-08,0.19035102427005768|8.155424069400397e-08,1,6.394392570996388e-09|Landed
1051.2569580078125,68.54093170166016,-129.98599243164062|0.9816957116127014,-5.2203532163730415e-08,0.19045598804950714|5.28995478532579e-08,1,1.4295618022686085e-09|Landed
1051.8297119140625,68.05613708496094,-129.87490844726562|0.98135906457901,-2.3152773920287473e-08,0.19218306243419647|2.426773271224647e-08,1,-3.447680585466628e-09|Running
1052.402099609375,68.14774322509766,-129.76295471191406|0.9803382158279419,5.869476460418355e-09,0.1973244994878769|-4.319256063922694e-09,1,-8.286575869931312e-09|Running
1052.9739990234375,68.25384521484375,-129.64830017089844|0.9792906641960144,3.486247379669294e-08,0.20245946943759918|-3.285605743030828e-08,1,-1.3271007404114243e-08|Running
1053.5452880859375,68.32050323486328,-129.53065490722656|0.9792906641960144,6.383070427773418e-08,0.20245946943759918|-6.141193864550587e-08,1,-1.822867723433319e-08|Running
1054.1165771484375,68.35820770263672,-129.4125518798828|0.9785776138305664,9.277078305558462e-08,0.20587824285030365|-8.987939281723811e-08,1,-2.3396470538727954e-08|Running
1054.6873779296875,68.37895965576172,-129.29275512695312|0.9774850606918335,1.216803866554983e-07,0.2110046148300171|-1.1826265478021014e-07,1,-2.8816447894541852e-08|Running
1055.2576904296875,68.39028930664062,-129.17010498046875|0.9752202033996582,7.938798773921008e-08,0.22123633325099945|-7.724613482196219e-08,1,-1.83333153103149e-08|Running
1055.82666015625,68.3964614868164,-129.0419464111328|0.9720335006713867,3.71020334455352e-08,0.2348421961069107|-3.6309160122982576e-08,1,-7.700117876652257e-09|Running
1056.3955078125,69.26190948486328,-128.9130401611328|0.9673420190811157,-5.175163408921435e-09,0.25347474217414856|4.483992732673414e-09,1,3.304506224210968e-09|Jumping
1056.9605712890625,70.07286834716797,-128.76882934570312|0.9640481472015381,-4.9288317427453876e-08,0.265727698802948|4.687820265303344e-08,1,1.541230609802824e-08|Freefall
1057.523193359375,70.8293228149414,-128.61434936523438|0.9634179472923279,-9.746840845537008e-08,0.2680034339427948|9.327668237801845e-08,1,2.8372669547138685e-08|Freefall
1058.085205078125,71.5312728881836,-128.45779418945312|0.9632710218429565,-1.4609695142553392e-07,0.26853105425834656|1.4014463545208855e-07,1,4.1334828893013764e-08|Freefall
1058.647216796875,72.17871856689453,-128.3010711669922|0.9632419347763062,-1.2373176616620185e-07,0.26863542199134827|1.188271383512074e-07,1,3.451697949685695e-08|Freefall
1059.209228515625,72.77167510986328,-128.1443328857422|0.9632385969161987,-1.0138588635300039e-07,0.2686474621295929|9.7532605991546e-08,1,2.768953422105369e-08|Freefall
1059.771240234375,73.31012725830078,-127.98760223388672|0.9632381200790405,-7.905910592853616e-08,0.26864898204803467|7.625669695698889e-08,1,2.0866417926868053e-08|Freefall
1060.333251953125,73.79407501220703,-127.83089447021484|0.9640851616859436,-5.687056514602773e-08,0.2655932605266571|5.518622714362209e-08,1,1.3804339893397355e-08|Freefall
1060.8956298828125,74.2235336303711,-127.67584228515625|0.9662110805511475,-3.596418451934369e-08,0.2577521502971649|3.542282556168175e-08,1,6.7439192008578175e-09|Freefall
1061.459228515625,74.5984878540039,-127.52523803710938|0.9718364477157593,-2.4668834086583047e-08,0.23565629124641418|2.517861474871097e-08,1,8.45884751132786e-10|Freefall
1062.0260009765625,74.91893768310547,-127.38711547851562|0.9781811237335205,-4.2586997039961716e-08,0.2077539712190628|4.371253936596986e-08,1,-8.268576379144577e-10|Freefall
1062.5963134765625,75.18488311767578,-127.2650146484375|0.9827170372009277,-9.642764808859283e-08,0.18511395156383514|9.783953203168494e-08,1,1.507572067183105e-09|Freefall
1063.1695556640625,75.3963394165039,-127.15691375732422|0.9848381876945496,-1.1875518168835697e-07,0.1734754592180252|1.1992298709628813e-07,1,3.749443422407239e-09|Freefall
1063.744140625,75.55329132080078,-127.05587005615234|0.9871900677680969,-1.323977016909339e-07,0.15954849123954773|1.332228549699721e-07,1,5.524395607636734e-09|Freefall
1064.320068359375,75.6557388305664,-126.96260070800781|0.9890800714492798,-1.547439438809306e-07,0.14737921953201294|1.5525812102623604e-07,1,8.014913177589733e-09|Freefall
1064.8970947265625,75.70369720458984,-126.87651062011719|0.99038165807724,-1.483296188098393e-07,0.13836237788200378|1.4855841357075406e-07,1,8.673594287245123e-09|Freefall
1065.4747314453125,75.69715118408203,-126.7957763671875|0.9915696382522583,-1.1084222251156461e-07,0.1295749843120575|1.1084684814477441e-07,1,7.1762280562381875e-09|Freefall
1066.05322265625,75.63610076904297,-126.72008514404297|0.9932292103767395,-7.882240282697239e-08,0.1161709800362587|7.868996476645407e-08,1,5.726311869125311e-09|Freefall
1066.6326904296875,75.52054595947266,-126.65203094482422|0.9947361946105957,-5.566290894876147e-08,0.1024688258767128|5.544221437503438e-08,1,5.0018145181240925e-09|Freefall
1067.2130126953125,75.35050201416016,-126.59207153320312|0.9962081909179688,-4.2910965447617855e-08,0.0870012640953064|4.266367170657759e-08,1,4.701850464527979e-09|Freefall
1067.7940673828125,75.1259536743164,-126.54106903076172|0.9979828000068665,-4.6941956099999516e-08,0.06348448246717453|4.677344733750033e-08,1,4.140489284765181e-09|Freefall
1068.3760986328125,74.8469009399414,-126.50353240966797|0.9994000792503357,-8.221692127108327e-08,0.03463425114750862|8.219024749678283e-08,1,2.1937964778118157e-09|Freefall
1068.958984375,74.51335906982422,-126.48239135742188|0.9999979734420776,-1.2570933449751465e-07,0.0020038436632603407|1.257156583278629e-07,1,-3.029126505182944e-09|Freefall
1069.5423583984375,74.12531280517578,-126.47975158691406|0.9993016719818115,-1.5317101542677847e-07,-0.037365663796663284|1.528145077145382e-07,1,-1.2396992765673076e-08|Freefall
1070.1253662109375,73.6827621459961,-126.49888610839844|0.997015655040741,-1.6165758154329524e-07,-0.07719934731721878|1.6041163064528519e-07,1,-2.2340449490343417e-08|Freefall
1070.70703125,73.18570709228516,-126.54131317138672|0.9925456047058105,-1.773258588855242e-07,-0.12187381833791733|1.7441735167267325e-07,1,-3.453313723866813e-08|Freefall
1071.286376953125,72.63416290283203,-126.60857391357422|0.9849449992179871,-1.6733962127091218e-07,-0.17286814749240875|1.6259228630133293e-07,1,-4.16222647459108e-08|Freefall
1071.86181640625,72.02811431884766,-126.703369140625|0.9749544262886047,-1.7069648095002776e-07,-0.22240465879440308|1.6343643949312536e-07,1,-5.104839573277786e-08|Freefall
1072.4317626953125,71.36756134033203,-126.82740020751953|0.958912193775177,-1.7334011204184208e-07,-0.283703088760376|1.6202176311708172e-07,1,-6.336016866725913e-08|Freefall
1072.9937744140625,70.65251922607422,-126.98231506347656|0.9419980049133301,-1.8598153417315189e-07,-0.33561843633651733|1.6993335805182141e-07,1,-7.718484340557552e-08|Freefall
1073.5433349609375,69.88297271728516,-127.1773681640625|0.919705867767334,-1.0618240509074894e-07,-0.39260804653167725|9.455862226559475e-08,1,-4.8945196340355324e-08|Landed
1074.0810546875,69.05892181396484,-127.40306854248047|0.8954424858093262,-3.1010056744662506e-08,-0.4451771676540375|2.5780481749393402e-08,1,-1.7802159746338475e-08|Landed
1074.6053466796875,68.48126220703125,-127.65845489501953|0.8724938035011292,4.4109800256819653e-08,-0.4886251389980316|-4.0786829913486145e-08,1,1.7443932520677663e-08|Running
1075.1278076171875,69.34671020507812,-127.91767120361328|0.8530674576759338,1.1909947517096953e-07,-0.5218006372451782|-1.0569022634854264e-07,1,5.545907910686765e-08|Jumping
1075.638427734375,70.15766906738281,-128.19859313964844|0.8395496010780334,1.1392554455369464e-07,-0.5432830452919006|-1.0022811380849816e-07,1,5.4813174443779644e-08|Freefall
1076.13134765625,70.91412353515625,-128.51010131835938|0.8255117535591125,7.988774086697958e-08,-0.564384937286377|-7.201515472843312e-08,1,3.6213556597886054e-08|Freefall
1076.6131591796875,71.61607360839844,-128.83880615234375|0.8160113096237183,1.9066444423287976e-08,-0.5780359506607056|-2.3928148351615164e-08,1,-7.944063185050254e-10|Freefall
1077.089111328125,72.26351928710938,-129.17601013183594|0.8066027164459229,-5.640495714942517e-08,-0.591093897819519|3.463438247308659e-08,1,-4.8162853261146665e-08|Freefall
1077.5596923828125,72.85647583007812,-129.52066040039062|0.7962250113487244,-1.0961680629861803e-07,-0.6050005555152893|7.650353950339195e-08,1,-8.05003779191793e-08|Freefall
1078.024169921875,73.39492797851562,-129.87335205078125|0.7836073040962219,-1.4382320046024688e-07,-0.6212564706802368|1.040204509195064e-07,1,-1.0029997810079294e-07|Freefall
1078.4813232421875,73.87887573242188,-130.2354736328125|0.7694875597953796,-1.4388068336756987e-07,-0.6386618614196777|1.0513830517311362e-07,1,-9.860940508588101e-08|Freefall
1078.9302978515625,74.30833435058594,-130.60775756835938|0.7579506635665894,-1.470645543122373e-07,-0.6523119211196899|1.0852898668645139e-07,1,-9.934656475252268e-08|Freefall
1079.37255859375,74.68328857421875,-130.98818969726562|0.74737548828125,-1.6575521044615016e-07,-0.6644018888473511|1.2304523977491044e-07,1,-1.1106863695431457e-07|Freefall
1079.80859375,75.00373840332031,-131.37562561035156|0.7378533482551575,-1.4278451487825805e-07,-0.6749610900878906|1.0576304987353069e-07,1,-9.592686467385647e-08|Freefall
1080.2391357421875,75.26968383789062,-131.76925659179688|0.7315520644187927,-1.1016113177220177e-07,-0.6817855834960938|8.150798436190598e-08,1,-7.411977520632718e-08|Freefall
1080.6658935546875,75.48114013671875,-132.1669921875|0.7297825813293457,-8.065468648510432e-08,-0.6836792826652527|6.01640977038187e-08,1,-5.37503090924929e-08|Freefall
1081.0914306640625,75.63809204101562,-132.56591796875|0.7294827699661255,-5.151302318040507e-08,-0.6839991807937622|3.927154423877255e-08,1,-3.342856302879227e-08|Freefall
1081.5167236328125,75.74053955078125,-132.9649658203125|0.7294172644615173,-2.240711438616927e-08,-0.684069037437439|1.8429979320444545e-08,1,-1.3103894858090825e-08|Freefall
1081.9420166015625,75.78849792480469,-133.364013671875|0.7294096946716309,6.6737979587117024e-09,-0.6840771436691284|-2.390224018711251e-09,1,7.2072947610024585e-09|Freefall
1082.3673095703125,75.78195190429688,-133.7630615234375|0.7294088006019592,3.572985107780369e-08,-0.6840780377388|-2.31924452975818e-08,1,2.7501359411985504e-08|Freefall
1082.7926025390625,75.72090148925781,-134.162109375|0.7294087409973145,6.476105340880167e-08,-0.6840780973434448|-4.397687902724101e-08,1,4.77780730534505e-08|Freefall
1083.2178955078125,75.6053466796875,-134.5611572265625|0.7294087409973145,9.376743292932588e-08,-0.6840780973434448|-6.474353142493783e-08,1,6.803745122851979e-08|Freefall
1083.6431884765625,75.435302734375,-134.960205078125|0.7294109463691711,1.2274900029751734e-07,-0.6840757727622986|-8.549266539148448e-08,1,8.82792789980158e-08|Freefall
1084.0684814453125,75.21075439453125,-135.3592529296875|0.7304941415786743,1.5167663036663726e-07,-0.6829189658164978|-1.0635780967049868e-07,1,1.0833331742787777e-07|Freefall
1084.49462890625,74.93170166015625,-135.7576446533203|0.7305604815483093,1.4567648065622052e-07,-0.6828479766845703|-1.024663873749887e-07,1,1.0371061875957821e-07|Freefall
1084.9208984375,74.59815979003906,-136.1559600830078|0.731681227684021,1.048215239052297e-07,-0.681647002696991|-7.417342828830442e-08,1,7.415894742734963e-08|Freefall
1085.34765625,74.21011352539062,-136.5536346435547|0.7328303456306458,6.388389550693319e-08,-0.6804113984107971|-4.577753287549058e-08,1,4.45858674424926e-08|Freefall
1085.775146484375,73.76756286621094,-136.95057678222656|0.7350898385047913,2.27205596559088e-08,-0.6779696941375732|-1.7248359185373374e-08,1,1.4811084803056929e-08|Freefall
1086.2037353515625,73.2705078125,-137.34609985351562|0.7384812831878662,-1.9138665763307472e-08,-0.6742739677429199|1.1845330050164193e-08,1,-1.5410815734639982e-08|Freefall
1086.634521484375,72.71896362304688,-137.73951721191406|0.749354362487793,-6.547281117263992e-08,-0.6621691584587097|4.444523327151728e-08,1,-4.857909630118229e-08|Freefall
1087.0712890625,72.1129150390625,-138.1261444091797|0.7646152377128601,-1.283615063130128e-07,-0.6444870233535767|8.984458332861323e-08,1,-9.257744437718429e-08|Freefall
1087.516845703125,71.45236206054688,-138.50250244140625|0.7907518148422241,-1.4195639153058437e-07,-0.6121369004249573|1.0339305589468495e-07,1,-9.834099046202027e-08|Freefall
1087.9775390625,70.73731994628906,-138.86021423339844|0.8265566825866699,-7.60330038929169e-08,-0.5628534555435181|5.883165599129825e-08,1,-4.8689940967960865e-08|Landed
1088.457275390625,69.9677734375,-139.19180297851562|0.8740863800048828,-1.3752008420908624e-08,-0.4857705235481262|1.4678595228190261e-08,1,-1.8972918791604343e-09|Landed
1088.9625244140625,69.14372253417969,-139.48260498046875|0.9146145582199097,4.704057232629566e-08,-0.4043268859386444|-3.3462491444424813e-08,1,4.06485298753978e-08|Running
1089.4918212890625,69.03751373291016,-139.72683715820312|0.9670901894569397,4.889036020472304e-08,-0.25443387031555176|-3.5305841805666205e-08,1,5.795779500772369e-08|Running
1090.0245361328125,69.9131851196289,-139.9637908935547|0.9951922297477722,-1.5562520161438442e-07,-0.09794113039970398|1.587560092275453e-07,1,2.417310618341162e-08|Jumping
1090.56396484375,70.73776245117188,-140.17713928222656|0.9995813369750977,-2.3298565565710305e-07,0.028932811692357063|2.3284815142687876e-07,1,8.1218169967201e-09|Freefall
1091.1116943359375,71.50784301757812,-140.35174560546875|0.98963862657547,-3.449055441251403e-07,0.14358040690422058|3.448937491157267e-07,1,2.4971066991952284e-08|Freefall
1091.66455078125,72.22341918945312,-140.4869842529297|0.9647666215896606,-4.0628586361890484e-07,0.2631070613861084|4.008644225450553e-07,1,7.428626958017048e-08|Freefall
1092.2193603515625,72.88449096679688,-140.5825958251953|0.927287220954895,-4.154547355028626e-07,0.3743506669998169|3.974395212935633e-07,1,1.2532139237464435e-07|Freefall
1092.6346435546875,73.34453582763672,-140.6282196044922|0.8921151757240295,-3.6499056932370877e-07,0.4518080949783325|3.3793878628785023e-07,1,1.4056909947157692e-07|Freefall
1093.3221435546875,74.04315185546875,-140.65476989746094|0.8669061660766602,-2.413561901448702e-07,0.49847134947776794|2.169787194361561e-07,1,1.0683862683436018e-07|Freefall
1093.8663330078125,74.54072570800781,-140.6316680908203|0.8538929224014282,-2.0401307665451895e-07,0.5204487442970276|1.8020314485056588e-07,1,9.633779995965597e-08|Freefall
1094.404052734375,74.98380279541016,-140.56930541992188|0.8497651815414429,-1.8985363681167655e-07,0.5271614193916321|1.664952407054443e-07,1,9.175894888358016e-08|Freefall
1094.93505859375,75.37238311767578,-140.4677734375|0.8491597175598145,-1.7817247055518237e-07,0.528136134147644|1.5577695933188807e-07,1,8.689607966516633e-08|Freefall
1095.459228515625,75.70645904541016,-140.3271026611328|0.8490192294120789,-1.6658512436151796e-07,0.528361976146698|1.452514055699794e-07,1,8.188305145040431e-08|Freefall
1095.976806640625,75.98603057861328,-140.14727783203125|0.8490020632743835,-1.550085926282918e-07,0.528389573097229|1.347590057321213e-07,1,7.683331659791293e-08|Freefall
1096.487548828125,76.21111297607422,-139.92831420898438|0.8498378396034241,-1.4346801435749512e-07,0.5270442962646484|1.2443825880836812e-07,1,7.156072712177775e-08|Freefall
1096.9915771484375,76.3816909790039,-139.67019653320312|0.8498887419700623,-1.3199785087181226e-07,0.526962161064148|1.1405761313199037e-07,1,6.653527861999464e-08|Freefall
1097.4893798828125,76.49776458740234,-139.37469482421875|0.8490810394287109,-1.205698509920694e-07,0.5282626152038574|1.0358844093616426e-07,1,6.173986122348651e-08|Freefall
1097.9847412109375,76.55934143066406,-139.06690979003906|0.8490331768989563,-1.0920878423803515e-07,0.5283395648002625|9.328189065627157e-08,1,5.679939363290032e-08|Freefall
1098.4798583984375,76.56642150878906,-138.75868225097656|0.8490026593208313,-9.78610898982879e-08,0.5283885598182678|8.299319631532853e-08,1,5.185511042782309e-08|Freefall
1098.9749755859375,76.51899719238281,-138.45045471191406|0.8490006327629089,-8.652313709944792e-08,0.5283918380737305|7.271678015285943e-08,1,4.6909409689988024e-08|Freefall
1099.4700927734375,76.41706848144531,-138.1422119140625|0.8506712317466736,-7.530790213650107e-08,0.5256980657577515|6.271659458434442e-08,1,4.1766753611227614e-08|Freefall
1099.8421630859375,76.30486297607422,-137.91209411621094|0.8524965643882751,-6.720001266558029e-08,0.5227328538894653|5.552600867986257e-08,1,3.8000838031848616e-08|Freefall
1100.4637451171875,76.04972839355469,-137.53086853027344|0.8541906476020813,-5.443163431095854e-08,0.5199599266052246|4.409150378137383e-08,1,3.22507212047185e-08|Freefall
1100.962158203125,75.7843017578125,-137.2275848388672|0.8568781614303589,-4.5117680258499604e-08,0.5155189633369446|3.582509577881865e-08,1,2.7971692517780866e-08|Freefall
1101.4620361328125,75.4643783569336,-136.92677307128906|0.8619575500488281,-3.813532245544593e-08,0.5069804787635803|2.9783006283423674e-08,1,2.458405568006583e-08|Freefall
1101.9647216796875,75.08995819091797,-136.63082885742188|0.8702673316001892,-3.8559765158652226e-08,0.49257972836494446|3.0600887157561374e-08,1,2.4217021277195272e-08|Freefall
1102.47216796875,74.6610336303711,-136.3431396484375|0.8816174864768982,-5.6667367687168735e-08,0.47196462750434875|4.7761613330976616e-08,1,3.08495451406543e-08|Freefall
1102.986328125,74.17760467529297,-136.06741333007812|0.895604133605957,-1.0782578385715169e-07,0.44485190510749817|9.586947413708913e-08,1,4.9375277200169876e-08|Freefall
1103.5081787109375,73.63968658447266,-135.80682373046875|0.9123021364212036,-1.5326675395499478e-07,0.409517765045166|1.40849422791689e-07,1,6.048460932106536e-08|Freefall
1104.0391845703125,73.0472640991211,-135.5655059814453|0.9308103322982788,-1.6579686246132042e-07,0.36550259590148926|1.568530478834873e-07,1,5.4162192952844634e-08|Freefall
1104.580078125,72.40033721923828,-135.3477325439453|0.9504525661468506,-1.6934036750626547e-07,0.3108696937561035|1.646064617943921e-07,1,4.146350462974624e-08|Freefall
1105.131591796875,71.69891357421875,-135.15841674804688|0.9728964567184448,-1.8520165667723631e-07,0.23124121129512787|1.8384228894774424e-07,1,2.742652327469841e-08|Freefall
1105.6981201171875,70.9429931640625,-135.0209503173828|0.9905762076377869,-9.650500487623503e-08,0.13696272671222687|9.631355624151183e-08,1,8.024692910169051e-09|Landed
1106.274658203125,70.132568359375,-134.93418884277344|0.9999657273292542,-3.644385415668694e-08,-0.008279777131974697|3.6357882038373646e-08,1,-1.0533942607082736e-08|Landed
1106.8565673828125,69.55330657958984,-134.9151153564453|0.9907635450363159,-8.585205080180458e-08,-0.13560065627098083|8.289078579082343e-08,1,-2.7484245990194722e-08|Running
1107.4395751953125,70.4289779663086,-134.91355895996094|0.9668342471122742,-2.248903143708958e-07,-0.2554047405719757|2.1393891813659138e-07,1,-7.065975893283394e-08|Jumping
1108.0196533203125,71.25355529785156,-134.9363555908203|0.9400889277458191,-2.1988721243815235e-07,-0.3409293293952942|2.042001767676993e-07,1,-8.189641675926396e-08|Freefall
1108.593505859375,72.02363586425781,-134.9981689453125|0.892777681350708,-2.886342258534569e-07,-0.45049747824668884|2.494943771580438e-07,1,-1.4626319000399235e-07|Freefall
1109.157958984375,72.73921203613281,-135.0985565185547|0.8413015007972717,-3.459927313542721e-07,-0.5405662059783936|2.780126351353829e-07,1,-2.073756917297942e-07|Freefall
1109.7098388671875,73.40028381347656,-135.23675537109375|0.8068119883537292,-2.803013217089756e-07,-0.5908082723617554|2.1349964640648977e-07,1,-1.8288041303549107e-07|Freefall
1110.247314453125,74.00686645507812,-135.41204833984375|0.7784161567687988,-2.1088190749196656e-07,-0.6277485489845276|1.5274960674105387e-07,1,-1.465222823071599e-07|Freefall
1110.769287109375,74.55894470214844,-135.6238250732422|0.7550621628761292,-1.8330200646232697e-07,-0.655653178691864|1.2570062324357423e-07,1,-1.3481246696755989e-07|Freefall
1111.274169921875,75.0565185546875,-135.87158203125|0.7400253415107727,-1.548523727024076e-07,-0.6725789904594421|1.0272438544234319e-07,1,-1.1721109416384934e-07|Freefall
1111.76123046875,75.49959564208984,-136.15484619140625|0.7264739871025085,-1.3370235762977245e-07,-0.6871939897537231|8.60172022498773e-08,1,-1.0362882107983751e-07|Freefall
1112.2296142578125,75.88817596435547,-136.47315979003906|0.7229823470115662,-1.2527547710305953e-07,-0.6908664703369141|7.987947014953534e-08,1,-9.773818021585612e-08|Freefall
1112.6788330078125,76.22225189208984,-136.82627868652344|0.7212554216384888,-1.1843596325888939e-07,-0.6926692128181458|7.515875211083767e-08,1,-9.272435619323005e-08|Freefall
1113.1087646484375,76.50182342529297,-137.21380615234375|0.7210529446601868,-1.1179280789974655e-07,-0.6928799748420715|7.081225561478277e-08,1,-8.765358927576017e-08|Freefall
1113.5296630859375,76.7269058227539,-137.6173553466797|0.720998227596283,-1.0516391313331042e-07,-0.692936897277832|6.65019541656875e-08,1,-8.257046602011542e-08|Freefall
1113.9500732421875,76.8974838256836,-138.02154541015625|0.7198916077613831,-9.85673764830608e-08,-0.694086492061615|6.207776692690459e-08,1,-7.762449172332708e-08|Freefall
1114.3699951171875,77.01355743408203,-138.42636108398438|0.7198234796524048,-9.203845507954611e-08,-0.6941571831703186|5.783036982620615e-08,1,-7.262158874254965e-08|Freefall
1114.7899169921875,77.07513427734375,-138.83132934570312|0.7197850346565247,-8.551963759373393e-08,-0.6941969990730286|5.359717292208188e-08,1,-6.761941051536269e-08|Freefall
1115.2098388671875,77.08221435546875,-139.23629760742188|0.723076343536377,-7.92766243762344e-08,-0.6907681226730347|4.9900531706725815e-08,1,-6.253144846368741e-08|Freefall
1115.631591796875,77.0347900390625,-139.6393585205078|0.7254619598388672,-7.387018285953673e-08,-0.6882622838020325|4.6658570340696315e-08,1,-5.814812809035175e-08|Freefall
1116.0548095703125,76.932861328125,-140.04087829589844|0.7322258353233337,-7.034738302991173e-08,-0.6810619235038757|4.507577600065815e-08,1,-5.4828696249842324e-08|Freefall
1116.481689453125,76.77644348144531,-140.43836975097656|0.7391562461853027,-7.147326641643303e-08,-0.6735339760780334|4.666731712177352e-08,1,-5.490268506491702e-08|Freefall
1116.912841796875,76.56552124023438,-140.83140563964844|0.7566182613372803,-8.634803805307456e-08,-0.6538568735122681|5.8878235620341e-08,1,-6.392789231313145e-08|Freefall
1117.3536376953125,76.30009460449219,-141.21348571777344|0.7811687588691711,-1.2702770391115337e-07,-0.6243199110031128|9.108114795708389e-08,1,-8.950212304625893e-08|Freefall
1117.8076171875,75.98017120361328,-141.57977294921875|0.8099804520606995,-1.5646885742626182e-07,-0.586456835269928|1.1846534420101307e-07,1,-1.031861813771684e-07|Freefall
1118.2769775390625,75.60575103759766,-141.9258270263672|0.8443428874015808,-1.7025281806581916e-07,-0.5358031988143921|1.3623719041788718e-07,1,-1.0306379749636108e-07|Freefall
1118.763916015625,75.17682647705078,-142.24659729003906|0.8683203458786011,-1.752602116766866e-07,-0.4960038661956787|1.4512485790874052e-07,1,-9.928421462745973e-08|Freefall
1119.267822265625,74.69339752197266,-142.5399932861328|0.8923623561859131,-1.69302268204774e-07,-0.45131969451904297|1.450449929052411e-07,1,-8.834000908564121e-08|Freefall
1119.78564453125,74.15547943115234,-142.80825805664062|0.9153015613555908,-1.6345205722245737e-07,-0.40276920795440674|1.4482940002835676e-07,1,-7.669277124477958e-08|Freefall
1120.316650390625,73.56305694580078,-143.04937744140625|0.9390227794647217,-1.7234208371519344e-07,-0.3438548743724823|1.5789696306001133e-07,1,-7.000988233585304e-08|Freefall
1120.8602294921875,72.91613006591797,-143.2602081298828|0.9573431611061096,-1.774336340076843e-07,-0.2889534831047058|1.6629738297524455e-07,1,-6.308963662604583e-08|Freefall
1121.415771484375,72.21470642089844,-143.43753051757812|0.9720776081085205,-1.8513388511109952e-07,-0.23465946316719055|1.7660485696069372e-07,1,-5.736077923756966e-08|Freefall
1121.982421875,71.45878601074219,-143.5751190185547|0.9852023124694824,-7.988808192749275e-08,-0.17139533162117004|7.717014227637264e-08,1,-2.2520328712971605e-08|Landed
1122.5562744140625,70.64836120605469,-143.67884826660156|0.9920056462287903,3.970854933754708e-08,-0.1261935979127884|-3.902094292129732e-08,1,7.920808897665665e-09|Landed
1123.1343994140625,70.25346374511719,-143.756103515625|0.9959874749183655,9.614216622821914e-08,-0.08949261158704758|-9.472196893511864e-08,1,2.0116408094850158e-08|Running
1123.7130126953125,71.11891174316406,-143.830078125|0.9985065460205078,1.3147567301530216e-07,-0.05463193356990814|-1.3024823886098602e-07,1,2.6027823452068333e-08|Jumping
1124.2939453125,71.92987060546875,-143.87989807128906|0.9995238184928894,1.600579224714238e-07,-0.030856525525450706|-1.591729272831799e-07,1,3.113719770908574e-08|Freefall
1124.8768310546875,72.68632507324219,-143.9004669189453|0.9999842643737793,1.6193448004742095e-07,-0.005613020155578852|-1.6175357586689643e-07,1,3.268249670895784e-08|Freefall
1125.460205078125,73.38827514648438,-143.90415954589844|0.9999001026153564,1.3533433218526625e-07,0.014133927412331104|-1.3581519908711925e-07,1,3.3061954951563166e-08|Freefall
1126.0435791015625,74.03572082519531,-143.89599609375|0.9996288418769836,9.208385876036118e-08,0.02724301815032959|-9.304717707436794e-08,1,3.409268956033884e-08|Freefall
1126.6265869140625,74.62867736816406,-143.88006591796875|0.9992098212242126,4.003913289807315e-08,0.03974565491080284|-4.1481055035319514e-08,1,3.545404325677737e-08|Freefall
1127.2095947265625,75.16712951660156,-143.8570098876953|0.9988073706626892,-1.844211183765765e-08,0.04882463067770004|1.6632078825296048e-08,1,3.747841503809468e-08|Freefall
1127.7921142578125,75.65107727050781,-143.82855224609375|0.9986811280250549,-7.976746729809747e-08,0.05134250223636627|7.782160338365429e-08,1,3.989885044575203e-08|Freefall
1128.3746337890625,76.08053588867188,-143.79847717285156|0.9985755681991577,-1.2408607119596127e-07,0.053356003016233444|1.2220306189192343e-07,1,3.855382857409495e-08|Freefall
1128.9571533203125,76.45549011230469,-143.76734924316406|0.9985653162002563,-1.163913765367397e-07,0.05354767665266991|1.1519465203946311e-07,1,2.5435234363158088e-08|Freefall
1129.5396728515625,76.77593994140625,-143.73609924316406|0.998561680316925,-1.0871007560808721e-07,0.053614869713783264|1.0820604501304842e-07,1,1.2303783769596066e-08|Freefall
1130.1221923828125,77.04188537597656,-143.70480346679688|0.9986450672149658,-1.0108541914632951e-07,0.05203913524746895|1.0127541116844441e-07,1,-1.0139414863274965e-09|Freefall
