serenity|true|5826
2335.646240234375,2160.89501953125,-725.116455078125|0.998134970664978,-1.876770028275132e-08,0.06104571744799614|2.2059939652763205e-08,1,-5.325674123923818e-08|Landed
2335.965576171875,2160.75927734375,-725.096923828125|0.998134970664978,-2.4900279171902184e-08,0.06104583665728569|2.9239073384701442e-08,1,-7.018107339717972e-08|Landed
2336.29638671875,2160.60986328125,-725.0767211914062|0.9981349110603333,-3.103022194750338e-08,0.0610467903316021|3.641520152086741e-08,1,-8.709814380836178e-08|Landed
2336.62890625,2160.44677734375,-725.0563354492188|0.9981350302696228,-3.7157576571189566e-08,0.06104488670825958|4.358803096238262e-08,1,-1.0400808747590418e-07|Running
2336.96142578125,2160.27001953125,-725.0359497070312|0.9981350898742676,-3.169941464875592e-08,0.061043933033943176|3.7176594247512185e-08,1,-8.85894451130298e-08|Running
2337.2939453125,2160.07958984375,-725.0155639648438|0.9981351494789124,-2.624356731928401e-08,0.06104297935962677|3.076791088574282e-08,1,-7.317738237588856e-08|Running
2337.62646484375,2159.87548828125,-724.9951782226562|0.9981350898742676,-2.0790064780840112e-08,0.061043813824653625|2.4362112327480645e-08,1,-5.777184242106159e-08|Running
2337.958984375,2159.65771484375,-724.9747924804688|0.9981350302696228,-1.533890880978106e-08,0.06104476749897003|1.7959045806037466e-08,1,-4.2372885644681446e-08|Running
2338.29150390625,2159.42626953125,-724.9544067382812|0.9981349110603333,-9.890110952426312e-09,0.061046551913022995|1.1558735302230616e-08,1,-2.6980497835893402e-08|Running
2338.6240234375,2159.18115234375,-724.9340209960938|0.9981349110603333,-4.443641454798808e-09,0.061046551913022995|5.161084892790768e-09,1,-1.1594719850904767e-08|Running
2338.95654296875,2158.990478515625,-724.9136352539062|0.9981350302696228,1.000530547301537e-09,0.06104464828968048|-1.2338536858891302e-09,1,3.784475843815471e-09|Running
2339.2890625,2158.964599609375,-724.8932495117188|0.9981350302696228,6.4423781864775265e-09,0.06104452908039093|-7.626037579200329e-09,1,1.9157111452727804e-08|Running
2339.62158203125,2158.989501953125,-724.8728637695312|0.9981350302696228,1.1881901684773766e-08,0.06104440987110138|-1.4015486549112666e-08,1,3.4523178982226455e-08|Running
2339.9541015625,2159.025634765625,-724.8524780273438|0.9984018206596375,1.739038779646762e-08,0.056513845920562744|-2.0245380483174813e-08,1,4.994592828211353e-08|Running
2340.287109375,2159.05908203125,-724.833251953125|0.9988735318183899,2.303866253328124e-08,0.047451578080654144|-2.617530192594586e-08,1,6.548052056132292e-08|Running
2340.6201171875,2159.086669921875,-724.8165893554688|0.9995702505111694,2.8967308551841597e-08,0.029314279556274414|-3.13637791293786e-08,1,8.129118356237086e-08|Running
2340.953125,2159.108154296875,-724.8051147460938|0.9999970197677612,3.538335846542395e-08,-0.002447456121444702|-3.5144626764349596e-08,1,9.75861169649761e-08|Running
2341.28662109375,2159.12451171875,-724.8029174804688|0.9997878670692444,4.2073622807947686e-08,-0.020596569404006004|-3.9743497382005444e-08,1,1.135411622499305e-07|Running
2341.6201171875,2159.13671875,-724.8078002929688|0.9986293911933899,3.602831455395972e-08,-0.05233824625611305|-3.1056949012508994e-08,1,9.579860460462442e-08|Running
2341.953125,2159.145751953125,-724.8222045898438|0.9981130957603455,2.981654034783787e-08,-0.06140202283859253|-2.5127572911287643e-08,1,7.713722283142488e-08|Running
2342.285888671875,2159.152587890625,-724.8414306640625|0.9981130957603455,2.360742712426145e-08,-0.06140202283859253|-2.0071336592764055e-08,1,5.820593074190583e-08|Running
2342.618408203125,2159.157470703125,-724.8617553710938|0.9981130957603455,1.740096777780309e-08,-0.06140202283859253|-1.5017265653227696e-08,1,3.928273173414709e-08|Running
2342.950927734375,2159.1611328125,-724.8822021484375|0.9981130957603455,1.1197165861176472e-08,-0.06140202283859253|-9.965356539964887e-09,1,2.036762047907814e-08|Running
2343.283447265625,2159.163818359375,-724.9027099609375|0.9981130957603455,4.9960169334895e-09,-0.06140202283859253|-4.915608808886418e-09,1,1.460596199542863e-09|Running
2343.615966796875,2159.165771484375,-724.9232177734375|0.9981130957603455,-1.202478450146316e-09,-0.06140202283859253|1.3197776205231548e-10,1,-1.743834587841775e-08|Running
2343.948486328125,2159.167236328125,-724.9437255859375|0.9981130957603455,-7.398322399154722e-09,-0.06140202283859253|5.177404283074338e-09,1,-3.6329211638985726e-08|Running
2344.281005859375,2159.168212890625,-724.9642333984375|0.9981130957603455,-1.359151546864723e-08,-0.06140202283859253|1.0220672308491885e-08,1,-5.521200563407547e-08|Running
2344.613525390625,2159.1689453125,-724.9847412109375|0.9981130957603455,-1.9782060434181403e-08,-0.06140202283859253|1.526178294852798e-08,1,-7.408673496911433e-08|Running
2344.946044921875,2159.16943359375,-725.0052490234375|0.9981130957603455,-2.596995862802487e-08,-0.06140202283859253|2.0300737091361043e-08,1,-9.295339253867496e-08|Running
2345.278564453125,2159.169921875,-725.0257568359375|0.9981130957603455,-3.215520649746395e-08,-0.06140202283859253|2.5337534736991074e-08,1,-1.1181199255361207e-07|Running
2345.611083984375,2159.17041015625,-725.0462646484375|0.9981130957603455,-2.7946512659582368e-08,-0.06140202283859253|2.2116193321153332e-08,1,-9.563284208979894e-08|Running
2345.943603515625,2159.17041015625,-725.0667724609375|0.9981130957603455,-2.3739618271179097e-08,-0.06140202283859253|1.8896232134579805e-08,1,-7.94605981013774e-08|Running
2346.276123046875,2159.17041015625,-725.0872802734375|0.9981130957603455,-1.953452333225414e-08,-0.06140202283859253|1.5677647624556812e-08,1,-6.32952676937748e-08|Running
2346.608642578125,2159.17041015625,-725.1077880859375|0.9981130957603455,-1.5331227842807493e-08,-0.06140202283859253|1.2460441567441194e-08,1,-4.7136843761563796e-08|Running
2346.941162109375,2159.17041015625,-725.1282958984375|0.9981130957603455,-1.112973091466074e-08,-0.06140202283859253|9.24461307505453e-09,1,-3.098531919931702e-08|Running
2347.273681640625,2159.17041015625,-725.1488037109375|0.9981130957603455,-6.930031215546251e-09,-0.06140202283859253|6.030160371039983e-09,1,-1.484070111246183e-08|Running
2347.606201171875,2159.17041015625,-725.1693115234375|0.9981130957603455,-2.732128967508629e-09,-0.06140202283859253|2.817083899486761e-09,1,1.2970186036298514e-09|Running
2347.938720703125,2159.17041015625,-725.1898193359375|0.9981130957603455,1.4639771617197539e-09,-0.06140202283859253|-3.9461700573895087e-10,1,1.7427842280426376e-08|Running
2348.271240234375,2159.17041015625,-725.2103271484375|0.9981130957603455,5.658287616228108e-09,-0.06140202283859253|-3.604943010770967e-09,1,3.355177113917307e-08|Running
2348.603759765625,2159.17041015625,-725.2308349609375|0.9981131553649902,9.850789517429348e-09,-0.061401188373565674|-6.813922759363322e-09,1,4.966880595702605e-08|Running
2348.936279296875,2159.17041015625,-725.2513427734375|0.9981133341789246,1.4041456886104697e-08,-0.061398569494485855|-1.0021631524637087e-08,1,6.57789414049148e-08|Running
2349.268798828125,2159.17041015625,-725.2718505859375|0.9981132745742798,1.8230352338832745e-08,-0.061399757862091064|-1.3227760220502205e-08,1,8.188222722083083e-08|Running
2349.601318359375,2159.17041015625,-725.2923583984375|0.9981132745742798,2.2417456335688257e-08,-0.061399877071380615|-1.6432585070447203e-08,1,9.797862787763734e-08|Running
2349.933837890625,2159.17041015625,-725.3128662109375|0.9983815550804138,2.6530759811294047e-08,-0.0568707138299942|-2.008041910528391e-08,1,1.139925842608136e-07|Running
2350.2666015625,2159.17041015625,-725.3322143554688|0.9983815550804138,2.248103569968407e-08,-0.0568707138299942|-1.7067888435917666e-08,1,9.566912240188685e-08|Running
2350.599609375,2159.17041015625,-725.3512573242188|0.9983815550804138,1.843304353599251e-08,-0.0568707138299942|-1.405664562525999e-08,1,7.735348361848082e-08|Running
2350.9326171875,2159.17041015625,-725.3701782226562|0.9986292719841003,1.4468966469394218e-08,-0.052340857684612274|-1.1397467858387245e-08,1,5.898111155033803e-08|Running
2351.265625,2159.17041015625,-725.3880615234375|0.9986292719841003,1.0506585823577552e-08,-0.052340857684612274|-8.388798988789858e-09,1,4.068113312882815e-08|Running
2351.5986328125,2159.17041015625,-725.4055786132812|0.9986292719841003,6.545898934007255e-09,-0.052340857684612274|-5.381416645633408e-09,1,2.2388979559195832e-08|Running
2351.931640625,2159.17041015625,-725.4230346679688|0.9986293911933899,2.5869455466676072e-09,-0.05233859643340111|-2.375370566909396e-09,1,4.104633521961887e-09|Running
2352.2646484375,2159.17041015625,-725.4404907226562|0.9986293315887451,-1.370329849592622e-09,-0.05233943089842796|6.294443855026088e-10,1,-1.4171880557967143e-08|Running
2352.43115234375,2159.17041015625,-725.44921875|0.9986294507980347,-3.3483187333871456e-09,-0.0523378886282444|2.131389953419216e-09,1,-2.3307206831191252e-08|Running
2352.9306640625,2159.17041015625,-725.4754028320312|0.9986292719841003,-9.279840007536677e-09,-0.05234122276306152|6.635158200651858e-09,1,-5.0701473242042994e-08|Running
2353.263671875,2159.17041015625,-725.4928588867188|0.9986292719841003,-1.3232063444945652e-08,-0.05234050750732422|9.636154985059875e-09,1,-6.89545558429927e-08|Running
2353.5966796875,2159.17041015625,-725.5103149414062|0.9986293315887451,-1.7182575362539865e-08,-0.05233931541442871|1.2635915425107669e-08,1,-8.719982247384905e-08|Running
2353.76318359375,2159.17041015625,-725.51904296875|0.9986293315887451,-1.9157203823283453e-08,-0.052340034395456314|1.4135210335552983e-08,1,-9.631954611677429e-08|Running
2354.09619140625,2159.17041015625,-725.5364990234375|0.9986292719841003,-2.3105204860485173e-08,-0.05234063044190407|1.7132904872596555e-08,1,-1.1455313142505474e-07|Running
2354.595703125,2159.17041015625,-725.5626831054688|0.9983816742897034,-1.820690975762318e-08,-0.056869056075811386|1.3178838464966702e-08,1,-8.878994606220658e-08|Running
2354.9287109375,2159.17041015625,-725.581298828125|0.9983816742897034,-1.494312407146481e-08,-0.056869056075811386|1.0890478741032439e-08,1,-7.157267134516587e-08|Running
2355.09521484375,2159.17041015625,-725.5907592773438|0.9983815550804138,-1.331174459551221e-08,-0.05687012895941734|9.74658842523013e-09,1,-6.296679799788762e-08|Running
2355.42822265625,2159.17041015625,-725.6096801757812|0.998381495475769,-1.0050004384254407e-08,-0.056871797889471054|7.459591166991686e-09,1,-4.5760572220387985e-08|Running
2355.927734375,2159.17041015625,-725.6380615234375|0.998113214969635,-5.044098028150756e-09,-0.061400845646858215|3.823396266255941e-09,1,-1.9998360301087814e-08|Running
2356.093994140625,2159.17041015625,-725.6480102539062|0.998113214969635,-3.3761808904131385e-09,-0.06140024587512016|2.681061817000341e-09,1,-1.1403499478035428e-08|Running
2356.5927734375,2159.17041015625,-725.6785278320312|0.9981131553649902,1.6254577683838534e-09,-0.06140131503343582|-7.445223326740802e-10,1,1.4370053591505894e-08|Running
2356.92529296875,2159.17041015625,-725.6990356445312|0.9981130361557007,4.958129462551142e-09,-0.061402980238199234|-3.026991768351195e-09,1,3.1543251566290564e-08|Running
2357.2578125,2159.17041015625,-725.7195434570312|0.9978243112564087,8.366408899007638e-09,-0.06592898070812225|-5.165421868014164e-09,1,4.872250869425443e-08|Running
2357.59033203125,2159.17041015625,-725.7410888671875|0.9978242516517639,1.177325081869185e-08,-0.06593017280101776|-7.445903449365687e-09,1,6.588104639604353e-08|Running
2357.9228515625,2159.17041015625,-725.7630004882812|0.9975148439407349,1.525556569959008e-08,-0.07045672088861465|-9.426480929164427e-09,1,8.306534482471761e-08|Running
2358.25537109375,2159.17041015625,-725.7861328125|0.9975149631500244,1.873636712446114e-08,-0.07045529037714005|-1.170518704185497e-08,1,1.0020919205544487e-07|Running
2358.58740234375,2159.181396484375,-725.8095092773438|0.9971849322319031,2.229248430296593e-08,-0.07498108595609665|-1.3527950315506132e-08,1,1.1739781768937974e-07|Running
2358.917724609375,2159.209228515625,-725.833984375|0.9968342781066895,1.8992706074527632e-08,-0.0795072540640831|-1.116456260774612e-08,1,9.890277397062164e-08|Running
2359.247802734375,2159.24609375,-725.85986328125|0.9968342781066895,1.5694336497062977e-08,-0.07950737327337265|-9.335036743607361e-09,1,8.035545562279367e-08|Running
2359.577392578125,2159.296875,-725.8861083984375|0.9964631795883179,1.2314191444318112e-08,-0.08403082191944122|-7.1415064972768505e-09,1,6.185758394394725e-08|Running
2359.906982421875,2159.36279296875,-725.9135131835938|0.9964632987976074,8.935529649534146e-09,-0.08402880281209946|-5.3136837152578664e-09,1,4.33260822774173e-08|Running
2360.236572265625,2159.44189453125,-725.9412231445312|0.9964632391929626,5.55828982840012e-09,-0.08403010666370392|-3.4864617859398095e-09,1,2.480252447867315e-08|Running
2360.566162109375,2159.522705078125,-725.9690551757812|0.9960718154907227,2.0995365446196956e-09,-0.08854909986257553|-1.5475405401588205e-09,1,6.302436350580365e-09|Running
2360.89697265625,2159.59521484375,-725.998046875|0.9960718154907227,-1.3577314827983855e-09,-0.08854874223470688|2.780596863871665e-10,1,-1.2205299881884457e-08|Running
2361.228759765625,2159.65576171875,-726.0274658203125|0.9960718750953674,-4.813514919987938e-09,-0.08854838460683823|2.102885865440385e-09,1,-3.070512732961106e-08|Running
2361.560791015625,2159.704833984375,-726.0570068359375|0.9960718750953674,-8.267821094420924e-09,-0.08854838460683823|3.9269276719267054e-09,1,-4.919704821304549e-08|Running
2361.892822265625,2159.74462890625,-726.0865478515625|0.9960718750953674,-1.1720651116320369e-08,-0.08854838460683823|5.7501892136713195e-09,1,-6.768107141397195e-08|Running
2362.224853515625,2159.777099609375,-726.1160888671875|0.9960719347000122,-1.5171996992080494e-08,-0.08854790776968002|7.572704241454176e-09,1,-8.615719337967676e-08|Running
2362.556884765625,2159.802734375,-726.1456298828125|0.9960719347000122,-1.8621868491663918e-08,-0.08854790776968002|9.394407030072216e-09,1,-1.0462542121558727e-07|Running
2362.888916015625,2159.822265625,-726.1751708984375|0.9960719347000122,-1.8879136476357417e-08,-0.08854790776968002|9.583592586182021e-09,1,-1.0540270523051731e-07|Running
2363.220947265625,2159.8369140625,-726.2047119140625|0.995659589767456,-1.5870011083052304e-08,-0.09306994080543518|7.662596779312025e-09,1,-8.854281219328186e-08|Running
2363.552978515625,2159.847900390625,-726.2353515625|0.995659589767456,-1.2862174436634177e-08,-0.09306994080543518|6.220928661093694e-09,1,-7.164770465806214e-08|Running
2363.885009765625,2159.85595703125,-726.2662963867188|0.995659589767456,-9.855622984389356e-09,-0.09306994080543518|4.779877382787845e-09,1,-5.475981268432406e-08|Running
2364.217041015625,2159.86181640625,-726.2973022460938|0.995659589767456,-6.850358058585471e-09,-0.09306994080543518|3.339443832572897e-09,1,-3.787913271935395e-08|Running
2364.549072265625,2159.8662109375,-726.3283081054688|0.995659589767456,-3.846378326954891e-09,-0.09306994080543518|1.8996277884042456e-09,1,-2.100566298679496e-08|Running
2364.881103515625,2159.869384765625,-726.3593139648438|0.995659589767456,-8.436856768767598e-10,-0.09306982159614563|4.6043086010527645e-10,1,-4.139400822111838e-09|Running
2365.213134765625,2159.871826171875,-726.3903198242188|0.995659589767456,2.1577226672064853e-09,-0.09306982159614563|-9.7815189281647e-10,1,1.2719659103765935e-08|Running
2365.877197265625,2159.875,-726.4523315429688|0.9952269196510315,8.307692311859682e-09,-0.09758792072534561|-3.795729064393072e-09,1,4.642050654979357e-08|Running
2366.208984375,2159.8759765625,-726.4844970703125|0.995227038860321,1.1380684838968591e-08,-0.09758661687374115|-5.2325264121577675e-09,1,6.325798551642947e-08|Running
2366.54052734375,2159.876708984375,-726.5169677734375|0.995227038860321,1.4452363750194763e-08,-0.09758661687374115|-6.668648744323491e-09,1,8.008827734329316e-08|Running
2366.8720703125,2159.877197265625,-726.5494384765625|0.9952269792556763,1.7522738815500816e-08,-0.0975872129201889|-8.104108495388118e-09,1,9.691138558309831e-08|Running
2367.20361328125,2159.877197265625,-726.5819091796875|0.9952269792556763,2.059180204128097e-08,-0.0975872129201889|-9.539000700442557e-09,1,1.1372731023584493e-07|Running
2367.53515625,2159.877197265625,-726.6143798828125|0.9952269792556763,1.7376633465460145e-08,-0.0975872129201889|-8.05727751185259e-09,1,9.589179938984671e-08|Running
2367.86669921875,2159.877197265625,-726.6468505859375|0.9952269792556763,1.4162839789833015e-08,-0.0975872129201889|-6.576188482654288e-09,1,7.806390556197584e-08|Running
2368.1982421875,2159.877197265625,-726.6793212890625|0.9952269792556763,1.0950419238042741e-08,-0.0975872129201889|-5.095733168758443e-09,1,6.024363585765968e-08|Running
2368.52978515625,2160.316650390625,-726.7117919921875|0.9952269792556763,7.739373586446163e-09,-0.0975872129201889|-3.6159120142542633e-09,1,4.2430972513329834e-08|Jumping
2369.027099609375,2160.9501953125,-726.760498046875|0.9952269792556763,2.9253777178439577e-09,-0.09758716821670532|-1.3973674439782258e-09,1,1.5726246971325963e-08|Freefall
2369.358642578125,2161.35546875,-726.79296875|0.9952269792556763,-2.8223598458332333e-10,-0.09758712351322174|8.087069208739806e-11,1,-2.067396698279822e-09|Freefall
2369.85595703125,2161.938232421875,-726.8416748046875|0.9952269792556763,-5.091084442909732e-09,-0.09758717566728592|2.2970407798084125e-09,1,-2.8743610158699084e-08|Freefall
2370.1875,2162.309814453125,-726.8741455078125|0.9952269792556763,-8.295267583946497e-09,-0.09758713096380234|3.773696466424781e-09,1,-4.651825591395209e-08|Freefall
2370.353271484375,2162.490478515625,-726.890380859375|0.9952269792556763,-9.896846009382898e-09,-0.0975872278213501|4.511781614979782e-09,1,-5.5402729515208193e-08|Freefall
2370.684814453125,2162.841552734375,-726.9228515625|0.9952269792556763,-1.3098973461467267e-08,-0.09758718311786652|5.98748917113312e-09,1,-7.316598527040696e-08|Freefall
2371.016357421875,2163.178955078125,-726.955322265625|0.9952269792556763,-1.629972956607162e-08,-0.09758713841438293|7.462563900162422e-09,1,-9.092165953461517e-08|Freefall
2371.347900390625,2163.502685546875,-726.98779296875|0.9952269792556763,-1.9499115211374374e-08,-0.09758709371089935|8.937006690246108e-09,1,-1.0866974520240547e-07|Freefall
2371.513671875,2163.659423828125,-727.0040283203125|0.9952269792556763,-2.1098294666899164e-08,-0.09758719056844711|9.673978063062805e-09,1,-1.1754094231264389e-07|Freefall
2371.84521484375,2163.962646484375,-727.0364990234375|0.9952269792556763,-2.4295626843695572e-08,-0.09758714586496353|1.114747316677267e-08,1,-1.3527765929666202e-07|Freefall
2372.1767578125,2164.252197265625,-727.0689697265625|0.9952269792556763,-2.7491591225725642e-08,-0.09758710116147995|1.2620338551982968e-08,1,-1.530067947896896e-07|Freefall
2372.674072265625,2164.660888671875,-727.11767578125|0.9952269792556763,-2.590224745802061e-08,-0.09758715331554413|1.1896414520151666e-08,1,-1.4410314008728164e-07|Freefall
2373.005615234375,2164.916259765625,-727.150146484375|0.9952269792556763,-2.271679733212295e-08,-0.09758710861206055|1.0436936648261508e-08,1,-1.263453413002935e-07|Freefall
2373.5029296875,2165.2744140625,-727.1988525390625|0.9952269792556763,-1.794117743258994e-08,-0.09758716076612473|8.24887713690714e-09,1,-9.972286818538123e-08|Freefall
2374.000244140625,2165.601806640625,-727.24755859375|0.9952269792556763,-1.3168623524961731e-08,-0.09758709371089935|6.062237822845873e-09,1,-7.31174623069819e-08|Freefall
2374.166015625,2165.7041015625,-727.2637939453125|0.9952269792556763,-1.1578451974969539e-08,-0.09758719056844711|5.333661512452181e-09,1,-6.42527808736304e-08|Freefall
2374.49755859375,2165.8984375,-727.2962646484375|0.9952269792556763,-8.39913116834623e-09,-0.09758714586496353|3.876994281171164e-09,1,-4.652909879609979e-08|Freefall
2374.8291015625,2166.0791015625,-727.3287353515625|0.9947907328605652,-4.937131592441801e-09,-0.10193834453821182|2.011050215244836e-09,1,-2.8807193075408577e-08|Freefall
2375.16064453125,2166.24609375,-727.3623657226562|0.9947835206985474,-1.0673986139408953e-09,-0.10200876742601395|-5.8019856280511206e-11,1,-1.1029599455980588e-08|Freefall
2375.4921875,2166.3994140625,-727.3963623046875|0.9947773218154907,2.8738635915459554e-09,-0.10206924378871918|-2.1964743357472116e-09,1,6.748955172497517e-09|Freefall
2375.989501953125,2166.603759765625,-727.4474487304688|0.9947754144668579,8.795789874227466e-09,-0.10208757221698761|-5.413954173860702e-09,1,3.340388587957932e-08|Freefall
2376.321044921875,2166.722900390625,-727.4815063476562|0.994774341583252,1.274256522521e-08,-0.102098248898983|-7.55826512488511e-09,1,5.116441315067277e-08|Freefall
2376.48681640625,2166.777587890625,-727.49853515625|0.9947741627693176,1.4715362262052167e-08,-0.10209985822439194|-8.630202330550674e-09,1,6.004180619356703e-08|Freefall
2376.984130859375,2166.921142578125,-727.5496215820312|0.9947741627693176,2.0631274466609284e-08,-0.1020999625325203|-1.1844929481696909e-08,1,8.666256690048613e-08|Freefall
2377.14990234375,2166.962158203125,-727.566650390625|0.9947741031646729,2.260241060980661e-08,-0.10210007429122925|-1.2916046010502669e-08,1,9.55323642415351e-08|Freefall
2377.4814453125,2167.033935546875,-727.6007080078125|0.9947741031646729,2.654342701191581e-08,-0.10210013389587402|-1.5057613822477833e-08,1,1.1326627458174698e-07|Freefall
2377.81298828125,2167.092041015625,-727.634765625|0.9947741031646729,3.0482762980454936e-08,-0.10210022330284119|-1.7198265922502287e-08,1,1.309926034309683e-07|Freefall
2378.14453125,2167.136474609375,-727.6688232421875|0.9947741031646729,3.442041673906715e-08,-0.10210020840167999|-1.9338017409609165e-08,1,1.4871133657834434e-07|Freefall
2378.47607421875,2167.167236328125,-727.702880859375|0.9947741031646729,3.4377574564814495e-08,-0.1021001935005188|-1.9259729810983117e-08,1,1.4905451450886176e-07|Freefall
2378.8076171875,2167.184326171875,-727.7369384765625|0.9947741031646729,3.035679085883203e-08,-0.1021001785993576|-1.6964827764809343e-08,1,1.3203326432176254e-07|Freefall
2379.13916015625,2167.187744140625,-727.77099609375|0.9947741031646729,2.633772488991326e-08,-0.10210016369819641|-1.4670904491254078e-08,1,1.1501929719770487e-07|Freefall
2379.470703125,2167.177490234375,-727.8050537109375|0.9947741031646729,2.2320378434415034e-08,-0.10210014879703522|-1.2377960878495742e-08,1,9.801261313668874e-08|Freefall
2379.80224609375,2167.153564453125,-727.839111328125|0.9947741031646729,1.8304747939623667e-08,-0.10210013389587402|-1.0085996926534335e-08,1,8.101321213871415e-08|Freefall
2380.1337890625,2167.116455078125,-727.8731689453125|0.9947741031646729,1.429083340553916e-08,-0.10210023820400238|-7.795001977228821e-09,1,6.402107999292639e-08|Freefall
2380.299560546875,2167.0927734375,-727.8901977539062|0.9947741031646729,1.228452006785119e-08,-0.10210017114877701|-6.649879757958388e-09,1,5.5527738851424147e-08|Freefall
2380.796875,2167.001220703125,-727.9412841796875|0.9947741031646729,6.26815266357994e-09,-0.10210020840167999|-3.215967714353951e-09,1,3.005861870519766e-08|Freefall
2381.12841796875,2166.923095703125,-727.975341796875|0.9947741031646729,2.2593833470807567e-09,-0.1021001935005188|-9.279166324205335e-10,1,1.3088279793294078e-08|Freefall
2381.4599609375,2166.831298828125,-728.0093994140625|0.9947741031646729,-1.7476722291576152e-09,-0.1021001785993576|1.3591573422289116e-09,1,-3.874798704117666e-09|Freefall
2381.79150390625,2166.725830078125,-728.04345703125|0.9947741031646729,-5.753014509224386e-09,-0.10210016369819641|3.6452545426612915e-09,1,-2.083062078384046e-08|Freefall
2382.123046875,2166.606689453125,-728.0775146484375|0.9947741031646729,-9.756643493119554e-09,-0.10210014879703522|5.930374413765094e-09,1,-3.777918777814193e-08|Freefall
2382.45458984375,2166.473876953125,-728.111572265625|0.9947741031646729,-1.3758561401289171e-08,-0.10210013389587402|8.21451884291946e-09,1,-5.4720498354754454e-08|Freefall
2382.620361328125,2166.40234375,-728.1286010742188|0.9947741031646729,-1.5758878646465746e-08,-0.1021001860499382|9.356222463452468e-09,1,-6.318843759345327e-08|Freefall
2383.11767578125,2166.167236328125,-728.1796875|0.9947741031646729,-2.1757266210897797e-08,-0.10210022330284119|1.2779874047907924e-08,1,-8.858138045297892e-08|Freefall
2383.283447265625,2166.08203125,-728.1967163085938|0.9947741031646729,-2.3755875488973288e-08,-0.10210015624761581|1.3920610442141879e-08,1,-9.704207570848666e-08|Freefall
2383.614990234375,2165.90185546875,-728.2307739257812|0.9947741031646729,-2.7751807962772546e-08,-0.10210014134645462|1.6201342489807757e-08,1,-1.1395803767300094e-07|Freefall
2384.1123046875,2165.60595703125,-728.2818603515625|0.9943305850028992,-3.322742969658066e-08,-0.10633283108472824|1.8518125699529264e-08,1,-1.393200079746748e-07|Freefall
2384.44384765625,2165.3916015625,-728.3170166015625|0.9943122863769531,-3.6077633325248826e-08,-0.10650401562452316|1.9565932873888414e-08,1,-1.5607849945808994e-07|Freefall
2384.775390625,2165.16357421875,-728.3524780273438|0.9943044185638428,-3.500273493273198e-08,-0.10657744854688644|1.858350984207391e-08,1,-1.5505220574141276e-07|Freefall
2385.10693359375,2164.921875,-728.3880004882812|0.9943017363548279,-3.009520099794827e-08,-0.10660236328840256|1.565816099002859e-08,1,-1.3626588213355717e-07|Freefall
2385.272705078125,2164.7958984375,-728.40576171875|0.9943006634712219,-2.7642041544595486e-08,-0.10661249607801437|1.419643957945027e-08,1,-1.2687549144629884e-07|Freefall
2385.77001953125,2164.3974609375,-728.4590454101562|0.9943006634712219,-2.028608037107915e-08,-0.10661206394433975|9.817743951145985e-09,1,-9.871575201714222e-08|Freefall
2386.1015625,2164.11474609375,-728.4945678710938|0.9943004250526428,-1.538484184493427e-08,-0.10661473125219345|6.900041427115866e-09,1,-7.995263473503655e-08|Freefall
2386.267333984375,2163.96826171875,-728.5123291015625|0.994300365447998,-1.2935021054261142e-08,-0.1066150814294815|5.441777251036228e-09,1,-7.057406747890127e-08|Freefall
2386.7646484375,2163.50830078125,-728.5656127929688|0.994300365447998,-5.588718376969837e-09,-0.10661502182483673|1.0689626961379872e-09,1,-4.24503845408708e-08|Freefall
2387.09619140625,2163.18505859375,-728.6011352539062|0.994300365447998,-6.938040142401292e-10,-0.10661519318819046|-1.8446926208781633e-09,1,-2.3711278274163305e-08|Freefall
2387.427734375,2162.84814453125,-728.6366577148438|0.994300365447998,4.19901668990974e-09,-0.10661526024341583|-4.7570933858764874e-09,1,-4.980178935909407e-09|Freefall
2387.75927734375,2162.49755859375,-728.6721801757812|0.9938244819641113,9.370857867452287e-09,-0.11096357554197311|-7.889493502943878e-09,1,1.3789083652682166e-08|Freefall
2388.090576171875,2162.13330078125,-728.7088623046875|0.9933211803436279,1.549443773285475e-08,-0.11538224667310715|-1.1803064303705924e-08,1,3.267577852739123e-08|Freefall
2388.421630859375,2161.75537109375,-728.7469482421875|0.9927913546562195,2.3056117015585187e-08,-0.11985552310943604|-1.6975780781081085e-08,1,5.1751559482227094e-08|Freefall
2388.752685546875,2161.36376953125,-728.7865600585938|0.9922386407852173,3.225449773935907e-08,-0.12434804439544678|-2.3602252596788276e-08,1,7.105404620233458e-08|Freefall
2389.08349609375,2160.95849609375,-728.82763671875|0.9922188520431519,4.2498026431303515e-08,-0.12450603395700455|-3.14856798411256e-08,1,9.0416051534703e-08|Freefall
2389.41796875,2160.53955078125,-728.8698120117188|0.9922157526016235,5.299076732967478e-08,-0.12453054636716843|-3.962563255299756e-08,1,1.0980109266256477e-07|Landed
2389.753662109375,2160.10693359375,-728.9122314453125|0.9922165870666504,4.771746020537648e-08,-0.12452410906553268|-3.597104836217113e-08,1,9.657879473934372e-08|Landed
2390.08935546875,2159.66064453125,-728.95458984375|0.992217481136322,4.272320452969325e-08,-0.12451708316802979|-3.259225778151631e-08,1,8.339897306086641e-08|Landed
2390.42529296875,2159.200927734375,-728.9969482421875|0.9922178983688354,3.803390313805721e-08,-0.12451370805501938|-2.951461830491553e-08,1,7.026512349739278e-08|Landed
