serenity|true|5826
888.43017578125,1058.3526611328125,171.82174682617188|0.031747471541166306,5.578836503872253e-09,-0.9994959235191345|-9.318006366498821e-10,1,5.552053039536986e-09|Freefall
888.4407958984375,1058.3629150390625,171.48858642578125|0.031755052506923676,1.1298404878345991e-08,-0.9994956851005554|-1.0636044267542388e-09,1,1.1270313571287716e-08|Freefall
888.451416015625,1058.3597412109375,171.15542602539062|0.03175746649503708,1.701565999212562e-08,-0.9994956254959106|-1.195325505243261e-09,1,1.6986266615504064e-08|Freefall
888.4620361328125,1058.3428955078125,170.822265625|0.03175828978419304,2.273048771428421e-08,-0.9994955658912659|-1.3269723098119357e-09,1,2.269979582081305e-08|Freefall
888.47265625,1058.3123779296875,170.48910522460938|0.03613007441163063,2.8643354355040174e-08,-0.9993470907211304|-1.5661237862119037e-09,1,2.8605446900087372e-08|Freefall
888.4843139648438,1058.2681884765625,170.15597534179688|0.036200832575559616,3.4967744255709476e-08,-0.999344527721405|-1.715639297295013e-09,1,3.4928529402122876e-08|Freefall
888.496337890625,1058.2103271484375,169.82284545898438|0.036261625587940216,4.1364209835137444e-08,-0.9993423223495483|-1.8648258492959258e-09,1,4.132376574261798e-08|Freefall
888.5084228515625,1058.1390380859375,169.48974609375|0.03628229349851608,4.776662976269108e-08,-0.999341607093811|-2.0121890820234967e-09,1,4.772504524908072e-08|Freefall
888.5205078125,1058.0540771484375,169.15664672851562|0.03628932312130928,5.41673266241105e-08,-0.9993413090705872|-2.1587023280034146e-09,1,5.412464076925971e-08|Freefall
888.5325927734375,1057.9554443359375,168.82354736328125|0.036291707307100296,6.0565412240976e-08,-0.9993412494659424|-2.304826107746294e-09,1,6.052163570302582e-08|Freefall
888.544677734375,1057.8431396484375,168.49044799804688|0.03629252314567566,6.696077292644986e-08,-0.9993411898612976|-2.4507598173073575e-09,1,6.691591636354133e-08|Freefall
888.5567626953125,1057.7171630859375,168.1573486328125|0.036292798817157745,7.33534051278184e-08,-0.9993411898612976|-2.5965829486551684e-09,1,7.330746143452416e-08|Freefall
888.56884765625,1057.57763671875,167.82424926757812|0.036292895674705505,7.974330173965427e-08,-0.9993411898612976|-2.7423259219006013e-09,1,7.969627802140167e-08|Freefall
888.5809326171875,1057.424560546875,167.49114990234375|0.03629292920231819,8.613046986738482e-08,-0.9993411898612976|-2.8879996172292977e-09,1,8.608236612417386e-08|Freefall
888.5869750976562,1057.3428955078125,167.32460021972656|0.03629297390580177,8.93230307497106e-08,-0.9993411898612976|-2.960815592700783e-09,1,8.927438699402046e-08|Freefall
888.5990600585938,1057.1693115234375,166.9915008544922|0.03629294037818909,9.570609904585581e-08,-0.9993411898612976|-3.106389145912658e-09,1,9.565637526520732e-08|Freefall
888.6171875,1056.88330078125,166.49185180664062|0.0362929031252861,1.0527558202966247e-07,-0.9993411898612976|-3.3246330133351876e-09,1,1.052242453170038e-07|Freefall
888.6292724609375,1056.6756591796875,166.15875244140625|0.03629294037818909,1.1165183622097175e-07,-0.9993411898612976|-3.470057796661763e-09,1,1.1159941948335472e-07|Freefall
888.641357421875,1056.4544677734375,165.82565307617188|0.03629294037818909,1.180253619281757e-07,-0.9993411898612976|-3.6154164106960707e-09,1,1.1797186516560032e-07|Freefall
888.6534423828125,1056.2196044921875,165.4925537109375|0.03629294037818909,1.243961662567017e-07,-0.9993411898612976|-3.760713074285604e-09,1,1.2434159657459531e-07|Freefall
888.66552734375,1055.9710693359375,165.15945434570312|0.03629294037818909,1.3076424920654972e-07,-0.9993411898612976|-3.905947565385759e-09,1,1.30708599499485e-07|Freefall
888.6776123046875,1055.7088623046875,164.82635498046875|0.036289848387241364,1.3712960367229243e-07,-0.9993413090705872|-4.050701107871646e-09,1,1.3707288815112406e-07|Freefall
888.689697265625,1055.4329833984375,164.49325561523438|0.036289915442466736,1.4349222965392983e-07,-0.9993413090705872|-4.195797043138327e-09,1,1.4343444831865781e-07|Freefall
888.7017822265625,1055.1436767578125,164.16015625|0.03628993779420853,1.498521271514619e-07,-0.9993413090705872|-4.340821924131433e-09,1,1.4979328000208625e-07|Freefall
888.7138671875,1054.8406982421875,163.82705688476562|0.036289945244789124,1.5620932458659809e-07,-0.9993413090705872|-4.48578107992148e-09,1,1.5614938320140936e-07|Freefall
888.7259521484375,1054.5240478515625,163.49395751953125|0.03628994897007942,1.6256379353762895e-07,-0.9993413090705872|-4.630677619132939e-09,1,1.625027863383366e-07|Freefall
888.738037109375,1054.1937255859375,163.16085815429688|0.03628994897007942,1.6891554821540922e-07,-0.9993413090705872|-4.775511541765809e-09,1,1.688534609911585e-07|Freefall
888.7501220703125,1053.8497314453125,162.8277587890625|0.03629235923290253,1.7526457440908416e-07,-0.9993411898612976|-4.9207047325694475e-09,1,1.752014071598751e-07|Freefall
888.76220703125,1053.4923095703125,162.49465942382812|0.03629230707883835,1.8161090054036322e-07,-0.9993411898612976|-5.0654285210782746e-09,1,1.815466674770505e-07|Freefall
888.7742919921875,1053.1212158203125,162.19082641601562|0.03629230335354805,1.3934320008957002e-07,-0.9993411898612976|-3.860972874747404e-09,1,1.3929484055097419e-07|Landed
888.786376953125,1052.7364501953125,161.926025390625|0.03175830841064453,9.70925455590077e-08,-0.9994955658912659|-2.0250667809307288e-09,1,9.707719783591529e-08|Landed
888.798095703125,1052.3380126953125,161.70025634765625|0.03175830841064453,5.485994947207473e-08,-0.9994955658912659|-8.216414770778613e-10,1,5.486152687694812e-08|Landed
888.8094482421875,1051.9259033203125,161.5135040283203|0.02722138725221157,1.2645236857622422e-08,-0.9996294379234314|6.302872668229043e-10,1,1.2667087823103884e-08|Landed
888.8194580078125,1051.500244140625,161.36575317382812|0.02722138911485672,-2.9551420865914224e-08,-0.9996294379234314|1.8326832273984905e-09,1,-2.9512468913139855e-08|Landed
888.8286743164062,1051.164306640625,161.2375030517578|0.02722138911485672,-7.17300281394273e-08,-0.9996294379234314|3.034565043691373e-09,1,-7.16739876338579e-08|Landed
888.8377685546875,1051.1046142578125,161.11215209960938|0.022684508934617043,-7.888702668878977e-08,-0.9997426867485046|2.7515183464998927e-09,1,-7.884489860998656e-08|Running
888.8468017578125,1051.5440673828125,160.98703002929688|0.022684508934617043,-8.604096990438848e-08,-0.9997426867485046|2.793761666453065e-09,1,-8.59997228985776e-08|Jumping
888.8558349609375,1051.969970703125,160.8544464111328|0.022684503346681595,-9.319185068079605e-08,-0.9997426867485046|2.8359870007932386e-09,1,-9.315149185340488e-08|Freefall
888.8648071289062,1052.38232421875,160.71192932128906|0.022684501484036446,-1.0033968322886722e-07,-0.9997426867485046|2.878194571565018e-09,1,-1.0030019836904103e-07|Freefall
888.8737182617188,1052.781005859375,160.55947875976562|0.022684501484036446,-1.0748445333774725e-07,-0.9997426867485046|2.9203843787684036e-09,1,-1.0744585665634077e-07|Freefall
888.8825073242188,1053.166015625,160.39710998535156|0.022684501484036446,-1.1462617521829088e-07,-0.9997426867485046|2.962556422403395e-09,1,-1.1458845960987674e-07|Freefall
888.8912353515625,1053.537353515625,160.2248077392578|0.022684501484036446,-1.2176484176507074e-07,-0.9997426867485046|3.0047102583807828e-09,1,-1.2172800722964894e-07|Freefall
888.89990234375,1053.8951416015625,160.04257202148438|0.022684501484036446,-1.2890045297808683e-07,-0.9997426867485046|3.0468463307897764e-09,1,-1.2886449951565737e-07|Freefall
888.9085083007812,1054.2393798828125,159.85040283203125|0.018310369923710823,-1.358333747703e-07,-0.9998323321342468|2.5028790151537805e-09,1,-1.3581032476395194e-07|Freefall
888.9169921875,1054.5699462890625,159.64830017089844|0.018238293007016182,-1.4235028800158034e-07,-0.9998336434364319|2.51983722776572e-09,1,-1.423280053813869e-07|Freefall
888.9252319335938,1054.8868408203125,159.436279296875|0.018177544698119164,-1.4878979470722697e-07,-0.9998347759246826|2.5458264385491702e-09,1,-1.4876809473207686e-07|Freefall
888.933349609375,1055.1900634765625,159.21432495117188|0.018156887963414192,-1.552178758856826e-07,-0.9998351335525513|2.5802118219786507e-09,1,-1.5519661644702865e-07|Freefall
888.9412231445312,1055.479736328125,158.98243713378906|0.01814865879714489,-1.6164219118763867e-07,-0.9998353123664856|2.6174014067237295e-09,1,-1.6162130123120733e-07|Freefall
888.948974609375,1055.755859375,158.74063110351562|0.018146296963095665,-1.680636358969423e-07,-0.9998353719711304|2.655840880549931e-09,1,-1.6804310121187882e-07|Freefall
888.9564819335938,1056.018310546875,158.4888916015625|0.013772008940577507,-1.7428084220227902e-07,-0.9999051690101624|1.9314672083936557e-09,1,-1.7427076670628594e-07|Freefall
888.9636840820312,1056.26708984375,158.22723388671875|0.013702843338251114,-1.8008044833095482e-07,-0.9999061226844788|1.941741434308142e-09,1,-1.8007074231718434e-07|Freefall
888.9705200195312,1056.502197265625,157.9556427001953|0.013641920872032642,-1.858028042533988e-07,-0.9999069571495056|1.9637491632806814e-09,1,-1.8579331140244904e-07|Freefall
888.9769897460938,1056.7236328125,157.67413330078125|0.01362120546400547,-1.7394752660493396e-07,-0.9999072551727295|1.816962136302891e-09,1,-1.7393891482697654e-07|Freefall
888.9830932617188,1056.931640625,157.38270568847656|0.013614161871373653,-1.4453351582233154e-07,-0.9999073147773743|1.4945555903977947e-09,1,-1.445265667143758e-07|Freefall
888.9888305664062,1057.1259765625,157.0813446044922|0.01361375767737627,-1.1513198927559642e-07,-0.9999073147773743|1.1739157423917845e-09,1,-1.1512667441593294e-07|Freefall
888.9942016601562,1057.306640625,156.7700653076172|0.009234721772372723,-8.554160046969628e-08,-0.9999573826789856|3.308269769242145e-10,1,-8.554219732559432e-08|Freefall
888.9986572265625,1057.4736328125,156.4488983154297|0.009163811802864075,-5.554934290330493e-08,-0.9999580383300781|-2.5423955475611937e-12,1,-5.5551701905187656e-08|Freefall
889.0020141601562,1057.626953125,156.1188507080078|0.009102951735258102,-2.5495078048720643e-08,-0.9999585747718811|-3.2718436293599495e-10,1,-2.549911393145976e-08|Freefall
889.0050659179688,1057.766845703125,155.78599548339844|0.009082255885004997,4.555021249075253e-09,-0.9999587535858154|-6.475311398190797e-10,1,4.549328025404975e-09|Freefall
889.0081176757812,1057.89306640625,155.45274353027344|0.009075219742953777,3.4593288233963904e-08,-0.9999588131904602|-9.669470779627432e-10,1,3.4585937669362465e-08|Freefall
889.0111694335938,1058.005615234375,155.1194305419922|0.009072826243937016,6.461883117481193e-08,-0.9999588131904602|-1.2861754994375474e-09,1,6.460982149292249e-08|Freefall
889.0142211914062,1058.1044921875,154.78611755371094|0.009072013199329376,9.463155237199317e-08,-0.999958872795105|-1.605321431341622e-09,1,9.462088002010205e-08|Freefall
889.0172729492188,1058.189697265625,154.4528045654297|0.00907173752784729,1.2463144116736657e-07,-0.999958872795105|-1.924372217132486e-09,1,1.246191203563285e-07|Freefall
889.0203247070312,1058.2613525390625,154.11949157714844|0.00907164253294468,1.3625017913909687e-07,-0.999958872795105|-1.9959613961617606e-09,1,1.362376735869475e-07|Freefall
889.0233764648438,1058.3194580078125,153.7861785888672|0.009071610867977142,1.294995257694609e-07,-0.999958872795105|-1.8202366280917204e-09,1,1.2948834182680002e-07|Freefall
889.0264282226562,1058.3638916015625,153.45286560058594|0.009071599692106247,1.227517714141868e-07,-0.999958872795105|-1.6445921291463605e-09,1,1.2274189487015974e-07|Freefall
889.0294799804688,1058.3946533203125,153.1195526123047|0.009071596898138523,1.1600689475699255e-07,-0.999958872795105|-1.4690251237681196e-09,1,1.15998339822454e-07|Freefall
889.0325317382812,1058.4117431640625,152.78623962402344|0.009071595966815948,1.0926490290330548e-07,-0.999958872795105|-1.2935342796893678e-09,1,1.0925766957825545e-07|Freefall
889.0355834960938,1058.415283203125,152.4529266357422|0.0090715941041708,1.025257958531256e-07,-0.999958872795105|-1.1181195969101054e-09,1,1.0251986992670936e-07|Freefall
889.0386352539062,1058.4052734375,152.11961364746094|0.0090715941041708,9.578956650102555e-08,-0.999958872795105|-9.427810754303323e-10,1,9.578495507867046e-08|Freefall
889.0416870117188,1058.381591796875,151.7863006591797|0.0090715941041708,8.905622195243268e-08,-0.999958872795105|-7.675184932054435e-10,1,8.905292503413875e-08|Freefall
889.0447387695312,1058.34423828125,151.45298767089844|0.0090715941041708,8.232575510191964e-08,-0.999958872795105|-5.923316837019854e-10,1,8.232376558225951e-08|Freefall
889.0477905273438,1058.293212890625,151.1196746826172|0.0090715941041708,7.559815884405907e-08,-0.999958872795105|-4.172207301866848e-10,1,7.559749093388746e-08|Freefall
889.0508422851562,1058.2286376953125,150.78636169433594|0.0090715941041708,6.887344738970569e-08,-0.999958872795105|-2.421854106149368e-10,1,6.887407977274052e-08|Freefall
889.0538940429688,1058.1505126953125,150.4530487060547|0.0090715941041708,6.215160652800478e-08,-0.999958872795105|-6.722576662010482e-11,1,6.215355341510076e-08|Freefall
889.0569458007812,1058.0587158203125,150.11973571777344|0.0090715941041708,5.5432636258956336e-08,-0.999958872795105|1.0765818098112945e-10,1,5.5435894097399796e-08|Freefall
889.0599975585938,1057.9532470703125,149.7864227294922|0.0090715941041708,4.8716540135274045e-08,-0.999958872795105|2.824666611722648e-10,1,4.87211053723513e-08|Freefall
889.0630493164062,1057.8341064453125,149.45310974121094|0.0090715941041708,4.2003314604244224e-08,-0.999958872795105|4.5719958374768055e-10,1,4.200919079266896e-08|Freefall
889.0661010742188,1057.7012939453125,149.1197967529297|0.0090715941041708,3.5292956113153195e-08,-0.999958872795105|6.318570111574218e-10,1,3.530013970021173e-08|Freefall
889.0691528320312,1057.5550537109375,148.78648376464844|0.0090715941041708,2.8585466438357798e-08,-0.999958872795105|8.064386936013079e-10,1,2.859395920040697e-08|Freefall
889.0722045898438,1057.3951416015625,148.4531707763672|0.0090715941041708,2.1880845579858033e-08,-0.999958872795105|9.809448808795196e-10,1,2.1890645740541004e-08|Freefall
889.0752563476562,1057.2215576171875,148.11985778808594|0.0090715941041708,1.517909176129706e-08,-0.999958872795105|1.1553754619697543e-09,1,1.519019754425699e-08|Freefall
889.0783081054688,1057.0343017578125,147.7865447998047|0.0090715941041708,8.480201429961198e-09,-0.999958872795105|1.329730658916617e-09,1,8.492613723376508e-09|Freefall
889.0813598632812,1056.8333740234375,147.45323181152344|0.0090715941041708,1.7841748078950559e-09,-0.999958872795105|1.504010360697805e-09,1,1.7978926125650219e-09|Freefall
889.0844116210938,1056.6190185546875,147.1199188232422|0.0090715941041708,-4.908989659213603e-09,-0.999958872795105|1.678214678335621e-09,1,-4.893967009422795e-09|Freefall
889.0859375,1056.5067138671875,146.95326232910156|0.009071556851267815,-8.254499306303842e-09,-0.999958872795105|1.7652883599339475e-09,1,-8.238823845374554e-09|Freefall
889.0889892578125,1056.2718505859375,146.6199493408203|0.0090715941041708,-1.4943372761422324e-08,-0.999958872795105|1.939379989934764e-09,1,-1.4926394342751337e-08|Freefall
889.0935668945312,1055.8939208984375,146.11997985839844|0.009071631357073784,-2.4971322787337158e-08,-0.999958872795105|2.200376547634164e-09,1,-2.495238859978599e-08|Freefall
889.0966186523438,1055.6248779296875,145.7866668701172|0.0090715941041708,-3.1653048182533894e-08,-0.999958872795105|2.3742789956315846e-09,1,-3.1632811925419446e-08|Freefall
889.1011962890625,1055.1959228515625,145.2866973876953|0.009071631357073784,-4.1670286776707144e-08,-0.999958872795105|2.6349946669057545e-09,1,-4.1648096527069356e-08|Freefall
889.1027221679688,1055.046142578125,145.1200408935547|0.009071556851267815,-4.5007936932961456e-08,-0.999958872795105|2.7218587383970316e-09,1,-4.498509653672045e-08|Freefall
889.1057739257812,1054.736328125,144.78672790527344|0.0090715941041708,-5.1681098511835444e-08,-0.999958872795105|2.8955384756557123e-09,1,-5.1656957822387994e-08|Freefall
889.1088256835938,1054.412841796875,144.4534149169922|0.00907199177891016,-5.835141081433903e-08,-0.999958872795105|3.0691629238077667e-09,1,-5.8325966278971464e-08|Freefall
889.1118774414062,1054.07568359375,144.12010192871094|0.004699659068137407,-6.481869974095389e-08,-0.9999889731407166|2.9797990741542435e-09,1,-6.480541259179518e-08|Freefall
889.11376953125,1053.7249755859375,143.78677368164062|0.0002498601679690182,-7.040649308009961e-08,-0.9999999403953552|2.8595517065355125e-09,1,-7.040577543193649e-08|Freefall
889.1142578125,1053.3607177734375,143.45343017578125|-0.01300528272986412,-7.231891174797056e-08,-0.9999154210090637|2.1580661702103043e-09,1,-7.235310306441534e-08|Freefall
889.1138305664062,1052.9827880859375,143.1493682861328|-0.02690804935991764,-6.907433913738714e-08,-0.9996379017829895|1.5576224754454415e-09,1,-6.914128647395046e-08|Landed
889.1117553710938,1052.5911865234375,142.88429260253906|-0.04072476923465729,-6.49362590365854e-08,-0.9991704225540161|1.060714627243442e-09,1,-6.503341154484588e-08|Landed
889.106689453125,1052.1859130859375,142.65814208984375|-0.05439164489507675,-6.069320335200246e-08,-0.9985196590423584|6.403098606888591e-10,1,-6.081805992153022e-08|Landed
889.0969848632812,1051.7669677734375,142.47073364257812|-0.06347712129354477,-5.6437976070355944e-08,-0.9979832768440247|5.583621343063783e-10,1,-5.658753821080609e-08|Landed
889.0805053710938,1051.3345947265625,142.32174682617188|-0.0725417509675026,-5.218150533892185e-08,-0.9973653554916382|5.162197336261443e-10,1,-5.2356892155103196e-08|Landed
889.057861328125,1051.002197265625,142.1936798095703|-0.08611348271369934,-4.7924846313662783e-08,-0.9962853193283081|2.753524630527693e-10,1,-4.81273367824997e-08|Landed
889.030517578125,1050.954833984375,142.06927490234375|-0.09966953843832016,-4.366893691098994e-08,-0.9950205683708191|9.192407945946002e-11,1,-4.389668006865577e-08|Running
888.9986572265625,1050.9927978515625,141.94573974609375|-0.11771191656589508,-3.941467952017774e-08,-0.9930477738380432|-2.3313415087322653e-10,1,-3.966298223190279e-08|Running
888.9611206054688,1051.0498046875,141.82286071777344|-0.12672193348407745,-3.516267810255158e-08,-0.9919382929801941|-1.2173638486157046e-10,1,-3.5432904610388505e-08|Running
888.919921875,1051.1033935546875,141.70042419433594|-0.13122214376926422,-3.0912850945696846e-08,-0.9913529753684998|1.887151684920596e-10,1,-3.1207463280225056e-08|Running
888.8782958984375,1051.5428466796875,141.5780487060547|-0.13571985065937042,-2.666527620931447e-08,-0.9907472729682922|5.181307605184315e-10,1,-2.6985285117575586e-08|Jumping
888.8364868164062,1051.96875,141.44821166992188|-0.13571983575820923,-2.24195186859788e-08,-0.9907472729682922|9.889752350389358e-10,1,-2.2764375273709447e-08|Freefall
888.7944946289062,1052.381103515625,141.30845642089844|-0.13571849465370178,-1.817557482297616e-08,-0.9907474517822266|1.4596487352136478e-09,1,-1.854526665567846e-08|Freefall
888.7523193359375,1052.77978515625,141.1587677001953|-0.13571928441524506,-1.3933445508484965e-08,-0.990747332572937|1.9300749887207758e-09,1,-1.4327965480731564e-08|Freefall
888.7100219726562,1053.164794921875,140.9991455078125|-0.13571764528751373,-9.693128966148379e-09,-0.9907475709915161|2.400339482733216e-09,1,-1.011246197890614e-08|Freefall
888.6675415039062,1053.5361328125,140.82960510253906|-0.13571730256080627,-5.454622975520351e-09,-0.9907476305961609|2.8703834864529654e-09,1,-5.898761479272707e-09|Freefall
888.6248779296875,1053.8939208984375,140.65013122558594|-0.1357179880142212,-1.2179268704670676e-09,-0.9907475113868713|3.340219656422505e-09,1,-1.6868625385413338e-09|Freefall
888.58203125,1054.2381591796875,140.46072387695312|-0.1357184499502182,3.0169580167438426e-09,-0.9907474517822266|3.8098582066936615e-09,1,2.5232365086225172e-09|Freefall
888.5390014648438,1054.5687255859375,140.2613983154297|-0.13571800291538239,7.250032574290799e-09,-0.9907475113868713|4.279295584552756e-09,1,6.731538437776408e-09|Freefall
888.495849609375,1054.8856201171875,140.05213928222656|-0.1357192099094391,1.1481296802173802e-08,-0.990747332572937|4.748542004051615e-09,1,1.0938034478158443e-08|Freefall
888.4525146484375,1055.1888427734375,139.83294677734375|-0.1357179582118988,1.5710753586972714e-08,-0.9907475113868713|5.217565490767129e-09,1,1.514274394764925e-08|Freefall
888.4307861328125,1055.3353271484375,139.71963500976562|-0.13571982085704803,1.782480296697031e-08,-0.9907472729682922|5.452037488140604e-09,1,1.7244412120476227e-08|Freefall
888.3653564453125,1055.754638671875,139.3647918701172|-0.13571973145008087,2.4164242162783012e-08,-0.9907472729682922|6.155067122648461e-09,1,2.3546748550984375e-08|Freefall
888.3214721679688,1056.01708984375,139.11581420898438|-0.13571974635124207,2.8388276618329655e-08,-0.9907472729682922|6.623504855696183e-09,1,2.7746063224753925e-08|Freefall
888.2774658203125,1056.265869140625,138.85691833496094|-0.13571974635124207,3.261050451897063e-08,-0.9907472729682922|7.0917418604210525e-09,1,3.194358200175884e-08|Freefall
888.2332763671875,1056.5009765625,138.58807373046875|-0.13571974635124207,3.683092941741961e-08,-0.9907472729682922|7.55977769273386e-09,1,3.61393084347128e-08|Freefall
888.1889038085938,1056.722412109375,138.30931091308594|-0.13571974635124207,4.104955309003344e-08,-0.9907472729682922|8.027614128991445e-09,1,4.033323719454529e-08|Freefall
888.1666870117188,1056.828125,138.16619873046875|-0.13571979105472565,4.3158184581670866e-08,-0.9907472729682922|8.261459072400612e-09,1,4.242953011157624e-08|Freefall
888.0996704101562,1057.124755859375,137.72198486328125|-0.13571970164775848,4.948138254690093e-08,-0.9907472729682922|8.962683928359638e-09,1,4.871572301112792e-08|Freefall
888.0548095703125,1057.305419921875,137.41343688964844|-0.13571974635124207,5.369459543658195e-08,-0.9907472729682922|9.429921732362345e-09,1,5.2904276515164383e-08|Freefall
888.0322875976562,1057.390625,137.25543212890625|-0.13571979105472565,5.5800526865823485e-08,-0.9907472729682922|9.663467359644073e-09,1,5.499788358065416e-08|Freefall
887.964599609375,1057.625732421875,136.76768493652344|-0.13571970164775848,6.211561753843853e-08,-0.9907472729682922|1.0363792490863943e-08,1,6.127601892558232e-08|Freefall
887.9419555664062,1057.6973876953125,136.6028594970703|-0.13571979105472565,6.421974774184491e-08,-0.9907472729682922|1.0597140942536498e-08,1,6.336783542337798e-08|Freefall
887.8740234375,1057.891845703125,136.10765075683594|-0.13571970164775848,7.052944539509554e-08,-0.9907472729682922|1.129686655332307e-08,1,6.964060617065115e-08|Freefall
887.8287353515625,1058.00439453125,135.7774200439453|-0.13571974635124207,7.473366281374183e-08,-0.9907472729682922|1.1763107821138874e-08,1,7.382021749435808e-08|Freefall
887.7608032226562,1058.1475830078125,135.2820281982422|-0.13571970164775848,8.103661741643009e-08,-0.9907472729682922|1.2462087362052898e-08,1,8.008628071820567e-08|Freefall
887.7381591796875,1058.1884765625,135.1168975830078|-0.13571979105472565,8.313670463167e-08,-0.9907472729682922|1.2694989059980344e-08,1,8.217407554411693e-08|Freefall
887.69287109375,1058.2601318359375,134.78663635253906|-0.13571974635124207,8.733553613637923e-08,-0.9907472729682922|1.3160625478292332e-08,1,8.634833648102358e-08|Freefall
887.6475830078125,1058.3182373046875,134.4563751220703|-0.13571974635124207,9.153256996796699e-08,-0.9907472729682922|1.3626066497351985e-08,1,9.052080685023611e-08|Freefall
887.602294921875,1058.3626708984375,134.12611389160156|-0.13571974635124207,9.572780612643328e-08,-0.9907472729682922|1.4091307676267206e-08,1,9.469149375718189e-08|Freefall
887.5570068359375,1058.3934326171875,133.7958526611328|-0.13571974635124207,9.992125171720545e-08,-0.9907472729682922|1.4556350791394834e-08,1,9.88603972018609e-08|Freefall
887.5343627929688,1058.4036865234375,133.63072204589844|-0.13571979105472565,1.0201730304970624e-07,-0.9907472729682922|1.4788801294685072e-08,1,1.0094417746131512e-07|Freefall
887.4664306640625,1058.4140625,133.1353302001953|-0.13571970164775848,1.0830276409024009e-07,-0.9907472729682922|1.5485834836681533e-08,1,1.0719286080984602e-07|Freefall
887.421142578125,1058.404052734375,132.80506896972656|-0.13571974635124207,1.1249083087250256e-07,-0.9907472729682922|1.5950284648624802e-08,1,1.1135641386772477e-07|Freefall
887.3796997070312,1058.4005126953125,132.50271606445312|-0.13571979105472565,1.1667710708707091e-07,-0.9907472729682922|1.641453195588838e-08,1,1.1551819056876411e-07|Landed
887.3433837890625,1058.4296875,132.23753356933594|-0.13571982085704803,1.208615998393725e-07,-0.9907472729682922|1.6878574982115424e-08,1,1.1967819091296406e-07|Landed
887.3121948242188,1058.515625,132.00955200195312|-0.13571983575820923,1.2504429491855262e-07,-0.9907472729682922|1.7342417280019617e-08,1,1.238364149003246e-07|Landed
887.2838745117188,1058.652099609375,131.80245971679688|-0.13571983575820923,1.2922521364089334e-07,-0.9907472729682922|1.7806060625957798e-08,1,1.2799286253084574e-07|Landed
887.2557983398438,1058.8240966796875,131.59751892089844|-0.13571983575820923,1.1587066239826527e-07,-0.9907472729682922|1.5872551273332647e-08,1,1.1477845163199163e-07|Landed
887.2277221679688,1059.0208740234375,131.39288330078125|-0.13571983575820923,8.499187487132076e-08,-0.9907472729682922|1.1543429323523924e-08,1,8.420432351385898e-08|Landed
887.199951171875,1059.23583984375,131.19017028808594|-0.13571983575820923,5.4126285675693e-08,-0.9907472729682922|7.216158337541856e-09,1,5.36432551712096e-08|Running
887.1725463867188,1059.4639892578125,130.98985290527344|-0.13571983575820923,2.3273885929597782e-08,-0.9907472729682922|2.890738093341838e-09,1,2.3095250156757174e-08|Running
887.1452026367188,1059.7020263671875,130.79017639160156|-0.13571983575820923,-7.565327031500146e-09,-0.9907472729682922|-1.432831742143037e-09,1,-7.439701299460921e-09|Running
887.1181030273438,1059.947509765625,130.5924530029297|-0.13571983575820923,-3.8391362977563404e-08,-0.9907472729682922|-5.754551501979677e-09,1,-3.796160541469362e-08|Running
887.0911254882812,1060.19873046875,130.39529418945312|-0.13571983575820923,-6.920422634948409e-08,-0.9907472729682922|-1.0074422185368803e-08,1,-6.847046307711935e-08|Running
887.0643310546875,1060.4542236328125,130.19993591308594|-0.13571983575820923,-1.0000391625908378e-07,-0.9907472729682922|-1.4392444569466534e-08,1,-9.896628938577123e-08|Running
887.03759765625,1060.7132568359375,130.00509643554688|-0.13571983575820923,-9.365607667177756e-08,-0.9907472729682922|-1.3412039479021587e-08,1,-9.269346890050656e-08|Running
887.0123291015625,1060.978759765625,129.82077026367188|-0.13571983575820923,-8.731095135772193e-08,-0.9907472729682922|-1.2432054496969158e-08,1,-8.64233271613557e-08|Running
886.9874877929688,1061.250732421875,129.6395721435547|-0.13571983575820923,-8.096853321148956e-08,-0.9907472729682922|-1.1452487846952408e-08,1,-8.015586416831866e-08|Running
886.9638671875,1061.5303955078125,129.4674835205078|-0.13571983575820923,-7.462882933850778e-08,-0.9907472729682922|-1.0473340417149757e-08,1,-7.389107992139543e-08|Running
886.940673828125,1061.81640625,129.29803466796875|-0.13571983575820923,-6.829183263334926e-08,-0.9907472729682922|-9.494612207561204e-09,1,-6.762898152601338e-08|Running
886.9187622070312,1062.1082763671875,129.13787841796875|-0.13571983575820923,-6.195755020144134e-08,-0.9907472729682922|-8.51630233000833e-09,1,-6.136955477131778e-08|Running
886.897216796875,1062.4051513671875,128.98045349121094|-0.13571983575820923,-5.56259678319293e-08,-0.9907472729682922|-7.538410784491134e-09,1,-5.511280321002232e-08|Running
886.876953125,1062.7052001953125,128.8326873779297|-0.13571983575820923,-4.929709618295419e-08,-0.9907472729682922|-6.560937571009617e-09,1,-4.885872328941332e-08|Running
886.8570556640625,1063.0081787109375,128.6875762939453|-0.13571983575820923,-4.297092814908865e-08,-0.9907472729682922|-5.5838822454745696e-09,1,-4.2607318562204455e-08|Running
886.8367309570312,1063.312255859375,128.5394287109375|-0.13571983575820923,-3.6647463730332674e-08,-0.9907472729682922|-4.6072452519752005e-09,1,-3.635858547568205e-08|Running
886.817626953125,1063.617431640625,128.39968872070312|-0.13571983575820923,-3.0326702926686266e-08,-0.9907472729682922|-3.6310257023330905e-09,1,-3.01125240298461e-08|Running
