Mount Jirlah|true|19997
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|2.6850548451307077e-09,1.0000001192092896,-2.1690060858503557e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|4.604103764904721e-09,1.0000001192092896,-3.719227592569041e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|5.563014937592925e-09,1.0000001192092896,-4.4938426313478885e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|3.977018714351743e-09,1.0000001192092896,-3.2126634685880617e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|1.6005671232832697e-09,1.0000001192092896,-1.2929493031776929e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|8.090933478754891e-10,1.0000001192092896,-6.535912921989961e-10|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|-7.728401807405305e-10,1.0000001192092896,6.243057182331313e-10|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|-3.1432123570596104e-09,1.0000001192092896,2.5391089231163733e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|-3.93265908726903e-09,1.0000001192092896,3.1768296882006553e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|-5.510549794252029e-09,1.0000001192092896,4.451460977605848e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|-5.227566379772952e-09,1.0000001192092896,4.2228647245678985e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|-2.016050437703143e-09,1.0000001192092896,1.6285797155290993e-09|Running
237.29100036621094,50.511409759521484,-834.5787353515625|-0.6283911466598511,0,-0.7778975963592529|1.22677534797333e-10,1.0000001192092896,-9.909977005673198e-11|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-1.0565783270521933e-07,1.0000001192092896,6.282619313680016e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-9.906107578672163e-08,1.0000001192092896,5.890363308225233e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-5.740755071315107e-08,1.0000001192092896,3.413564098053712e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-1.578960784343053e-08,1.0000001192092896,9.388806399002192e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|2.579278302050625e-08,1.0000001192092896,-1.5336888425920847e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|6.733964852401186e-08,1.0000001192092896,-4.004145903735434e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|1.088510330760073e-07,1.0000001192092896,-6.472493208065089e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|8.013552132979385e-08,1.0000001192092896,-4.765013716934163e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|5.144454107153251e-08,1.0000001192092896,-3.0589919486345707e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|2.2778070984941223e-08,1.0000001192092896,-1.3544282362332183e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-5.863909358083674e-09,1.0000001192092896,3.4867941867133823e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-3.448142393835951e-08,1.0000001192092896,2.0503321263021235e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-6.307448074949207e-08,1.0000001192092896,3.750530996882162e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-9.164311620679655e-08,1.0000001192092896,5.449277029612176e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-1.2018735162655503e-07,1.0000001192092896,7.14657311107203e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-7.840692006766403e-08,1.0000001192092896,4.662227492957527e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|-3.666217551767659e-08,1.0000001192092896,2.1800039551322925e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|5.046904671957009e-09,1.0000001192092896,-3.000987236490005e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|4.672034847885698e-08,1.0000001192092896,-2.778082430765494e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|8.835819897967667e-08,1.0000001192092896,-5.2539492756409345e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|9.475861162400179e-08,1.0000001192092896,-5.634530175768759e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|6.5963654094503e-08,1.0000001192092896,-3.922326907712659e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.05935709923505783,0,-0.998236894607544|3.719328489637519e-08,1.0000001192092896,-2.21158491520157e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.10113521665334702,0,-0.9948726892471313|8.213557833869345e-09,1,-8.349610447488942e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.1479315608739853,0,-0.9889976382255554|-2.0663765809558754e-08,1.0000001192092896,3.0908295922671414e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.18237556517124176,0,-0.9832289218902588|-4.9262997237065065e-08,1.0000001192092896,9.137614220833257e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.2149071991443634,0,-0.9766345024108887|-7.748194974510625e-08,1,1.704980689964941e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-1.0563835672883215e-07,1,2.4991713587496633e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23193682730197906,0,-0.9727308750152588|-9.896223218675004e-08,1.0000001192092896,2.3596440357209758e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23193682730197906,0,-0.9727308750152588|-5.732049856987942e-08,1.0000001192092896,1.3667433407249518e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23193682730197906,0,-0.9727308750152588|-1.5714389789422967e-08,1.0000001192092896,3.746920995695291e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23193682730197906,0,-0.9727308750152588|2.5856124352685583e-08,1.0000001192092896,-6.165104426969492e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23193682730197906,0,-0.9727308750152588|6.739107050179882e-08,1.0000001192092896,-1.606864863390456e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|1.0893332103023567e-07,1,-2.5771228706616967e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|8.018875519155699e-08,1,-1.8970897741610315e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|5.14687421571125e-08,1,-1.2176372798933244e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|2.2773276597831682e-08,1,-5.387656987210221e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-5.8976676875488465e-09,1,1.3952585753429503e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-3.4544118676649305e-08,1,8.172379217796788e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-6.316609102441362e-08,1,1.494370849286497e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-9.176361004392675e-08,1,2.1709254838242487e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-1.203367077096118e-07,1,2.8469019142107754e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-7.850928085417763e-08,1,1.8573569349200625e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.23022304475307465,0,-0.9731379151344299|-3.671761206192059e-08,1,8.686579455741139e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.2234172523021698,0,-0.9747229814529419|5.029760163921537e-09,1.0000001192092896,-1.1528764609636255e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.20978336036205292,0,-0.977747917175293|4.6906684758596384e-08,1,-1.0064191258152277e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.1892390251159668,0,-0.9819311499595642|8.903658255121627e-08,1.0000001192092896,-1.7159242915454342e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.16173094511032104,0,-0.9868350028991699|9.586193527866271e-08,1.0000001192092896,-1.5710671874558102e-08|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.13235361874103546,0,-0.9912025332450867|6.703072585878544e-08,1,-8.950501673155031e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.10461489111185074,0,-0.9945128560066223|3.802173154099364e-08,1.0000001192092896,-3.999585551639484e-09|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.07678051292896271,0,-0.9970480799674988|8.95441676362907e-09,1.0000001192092896,-6.895602422396507e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.0488903783261776,0,-0.9988041520118713|-2.007935151482343e-08,1,9.828624580876522e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|-0.01747078076004982,0,-0.999847412109375|-4.896952177091407e-08,1,8.55666371091246e-10|Running
237.291015625,50.6397819519043,-834.5787353515625|0.013977392576634884,0,-0.9999023675918579|-7.760392861655419e-08,1.0000001192092896,-1.084806466877808e-09|Running
237.29208374023438,50.6397819519043,-834.654296875|0.05412288010120392,0,-0.9985343217849731|-1.0575185882544247e-07,1.0000001192092896,-5.731996211011392e-09|Running
237.29891967773438,50.6397819519043,-834.8505859375|0.08374255150556564,0,-0.9964874982833862|-9.859104466158897e-08,1.0000001192092896,-8.28536794728052e-09|Running
237.32188415527344,50.63979721069336,-835.1920776367188|0.10981687903404236,0,-0.9939518570899963|-5.6971341422240585e-08,1,-6.2944849332779995e-09|Running
237.36996459960938,50.61122131347656,-835.6453247070312|0.12370419502258301,0,-0.9923191666603088|-1.578510833155633e-08,1.0000001192092896,-1.9677983686960943e-09|Running
237.4264678955078,50.53893280029297,-836.106689453125|0.1288936287164688,0,-0.9916585087776184|2.5188697350131406e-08,1.0000001192092896,3.273972426498517e-09|Running
237.48602294921875,50.412139892578125,-836.56787109375|0.1288936287164688,0,-0.9916585087776184|6.61170105331621e-08,1.0000001192092896,8.593746159135662e-09|Running
237.56117248535156,50.177001953125,-837.1460571289062|0.1288936287164688,0,-0.9916585087776184|9.996514194199335e-08,1.0000001192092896,1.2993252695991941e-08|Running
237.62135314941406,49.990726470947266,-837.6089477539062|0.1288936287164688,0,-0.9916585087776184|7.179932737244599e-08,1.0000001192092896,9.332321582178338e-09|Running
237.66648864746094,49.966758728027344,-837.9561157226562|0.1288936287164688,0,-0.9916585087776184|5.0690776021156125e-08,1.0000001192092896,6.5886776035029015e-09|Running
237.72666931152344,49.97713088989258,-838.4190063476562|0.1288936287164688,0,-0.9916585087776184|2.2567087754055137e-08,1.0000001192092896,2.9332212214683295e-09|Running
237.78684997558594,49.98906326293945,-838.8818969726562|0.1288936287164688,0,-0.9916585087776184|-5.532564628651926e-09,1.0000001192092896,-7.191107709303424e-10|Running
237.84703063964844,49.99655532836914,-839.3447875976562|0.1288936287164688,0,-0.9916585087776184|-3.360820244324714e-08,1.0000001192092896,-4.368321260272978e-09|Running
237.90721130371094,50.00079345703125,-839.8076782226562|0.1288936287164688,0,-0.9916585087776184|-6.165984700601257e-08,1.0000001192092896,-8.014413133139442e-09|Running
237.96739196777344,50.00312423706055,-840.2705688476562|0.1288936287164688,0,-0.9916585087776184|-8.96875107514461e-08,1.0000001192092896,-1.1657388832020388e-08|Running
238.02757263183594,50.004398345947266,-840.7334594726562|0.1288936287164688,0,-0.9916585087776184|-1.0132225725101307e-07,1.0000001192092896,-1.3169647594679645e-08|Running
238.08775329589844,50.00509262084961,-841.1963500976562|0.1288936287164688,0,-0.9916585087776184|-6.386117235024358e-08,1.0000001192092896,-8.300537146510578e-09|Running
238.14793395996094,50.005470275878906,-841.6592407226562|0.1288936287164688,0,-0.9916585087776184|-2.6432108057861115e-08,1.0000001192092896,-3.435588258327016e-09|Running
238.20811462402344,50.00567626953125,-842.1221313476562|0.1288936287164688,0,-0.9916585087776184|1.096496760055743e-08,1.0000001192092896,1.4252028446293252e-09|Running
238.26829528808594,50.00579071044922,-842.5850219726562|0.1288936287164688,0,-0.9916585087776184|4.8330075941294126e-08,1.0000001192092896,6.281839048938309e-09|Running
238.32847595214844,50.00585174560547,-843.0479125976562|0.1288936287164688,0,-0.9916585087776184|8.566325959691312e-08,1.0000001192092896,1.1134325461625849e-08|Running
238.38865661621094,50.00588607788086,-843.5108032226562|0.1288936287164688,0,-0.9916585087776184|8.984109456378064e-08,1.0000001192092896,1.1677351530181568e-08|Running
238.44883728027344,50.00590133666992,-843.9736938476562|0.1288936287164688,0,-0.9916585087776184|6.090608906106354e-08,1.0000001192092896,7.916441724376e-09|Running
238.50901794433594,50.00590896606445,-844.4365844726562|0.1288936287164688,0,-0.9916585087776184|3.199582820911928e-08,1.0000001192092896,4.158748900806586e-09|Running
238.56919860839844,50.00590896606445,-844.8994750976562|0.1288936287164688,0,-0.9916585087776184|3.1102707076513525e-09,1.0000001192092896,4.042662871128755e-10|Running
238.62937927246094,50.00590896606445,-845.3623657226562|0.1288936287164688,0,-0.9916585087776184|-2.5750598098284172e-08,1.0000001192092896,-3.3470071159058534e-09|Running
238.68955993652344,50.00590896606445,-845.8252563476562|0.1288936287164688,0,-0.9916585087776184|-5.4586802633593834e-08,1.0000001192092896,-7.095074749940977e-09|Running
238.74974060058594,50.00590896606445,-846.2881469726562|0.1288936287164688,0,-0.9916585087776184|-8.33983548886863e-08,1.0000001192092896,-1.0839937836237823e-08|Running
238.80992126464844,50.00590896606445,-846.7510375976562|0.1288936287164688,0,-0.9916585087776184|-1.12185283285271e-07,1.0000001192092896,-1.4581600815688489e-08|Running
238.87010192871094,50.00590896606445,-847.2139282226562|0.1288936287164688,0,-0.9916585087776184|-7.44437116395602e-08,1.0000001192092896,-9.676032419747571e-09|Running
238.93028259277344,50.00590896606445,-847.6768188476562|0.1288936287164688,0,-0.9916585087776184|-3.6734387975911886e-08,1.0000001192092896,-4.774656225947638e-09|Running
238.99046325683594,50.00590896606445,-848.1397094726562|0.12716662883758545,0,-0.9918813705444336|9.674576695317683e-10,1,1.2403532367866177e-10|Running
239.0499267578125,50.00590896606445,-848.6026000976562|0.12716662883758545,0,-0.9918813705444336|3.864523989705049e-08,1,4.95460961147387e-09|Running
239.1092529296875,50.00590896606445,-849.0654907226562|0.12716662883758545,0,-0.9918813705444336|7.629082432458745e-08,1,9.781055965163432e-09|Running
239.1685791015625,50.00590896606445,-849.5283813476562|0.12716662883758545,0,-0.9918813705444336|9.728645267159663e-08,1,1.2472852972678083e-08|Running
239.2279052734375,50.00590896606445,-849.9912719726562|0.12716662883758545,0,-0.9918813705444336|6.843215061280716e-08,1,8.773514359461387e-09|Running
