Mount Jirlah|true|19997
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-4.437802569867699e-09,1,-4.700612521446601e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-8.389351435766912e-09,1,-8.88617535110825e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-8.995815647949712e-09,1,-9.528555011684148e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-6.26148821680772e-09,1,-6.632298266140424e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-3.5294966949095397e-09,1,-3.7385163409453526e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-7.998405271436582e-10,1,-8.472077261956201e-09|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|1.927482173869066e-09,1,2.0416292656477708e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|4.65247396164159e-09,1,4.9279972103022374e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|8.73559447001071e-09,1,9.252923405256297e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|1.0095471125737276e-08,1,1.0693332797018229e-07|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|9.46296374593203e-09,1,1.0023367735811917e-07|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|5.481910481108798e-09,1,5.806553460274699e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|1.5042599388337408e-09,1,1.593343412764625e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-2.469989324183075e-09,1,-2.6162641830751454e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-8.424994923927898e-09,1,-8.923930039372863e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-9.034585524148042e-09,1,-9.569620118554667e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-7.66145724639955e-09,1,-8.11517466559053e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-3.5455949287666044e-09,1,-3.7555679455181235e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-2.17481366249217e-09,1,-2.3036077934079913e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|5.649913870087175e-10,1,5.9845057798213475e-09|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|3.3024545320614607e-09,1,3.498028533499564e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|6.037577993112109e-09,1,6.395128337999267e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|8.770363102428291e-09,1,9.289750835250743e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|1.1500811858411453e-08,1,1.2181898512153566e-07|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|7.502248600133044e-09,1,7.946538005398907e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|3.5071028303690355e-09,1,3.714796292797473e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-4.846274492820157e-10,1,-5.133274694202328e-09|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-4.472945569489184e-09,1,-4.737836789558969e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-8.457853972743123e-09,1,-8.9587345541986e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-9.070004303168844e-09,1,-9.607137485545536e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-6.313720657402655e-09,1,-6.687623965717648e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|-3.559792682850116e-09,1,-3.770606227249118e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|5.666862534781103e-10,1,6.002458530218746e-09|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|1.941003358041371e-09,1,2.0559511426654353e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|6.060430823850993e-09,1,6.419334397378407e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|7.432400028761776e-09,1,7.872552743037886e-08|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|1.0174577624866288e-08,1,1.0777124259675475e-07|Running
-646.6137084960938,143.75521850585938,-2147.650390625|-0.9955730438232422,0,0.09399107843637466|9.537466816311735e-09,1,1.010228274367364e-07|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-7.649956224042853e-09,1,-8.974783138882003e-10|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|2.284634703642041e-08,1,2.6802899899536214e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|5.331657959573022e-08,1,6.254999629362601e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|8.376076010563338e-08,1,9.826652380695577e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|8.378448512758041e-08,1,9.829435931862918e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|5.342677411590557e-08,1,6.267927510350546e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|2.3095008572227016e-08,1,2.709462432193277e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-7.2108252702207665e-09,1,-8.459602462984606e-10|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-3.7490750059987477e-08,1,-4.398343023126472e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-6.774479288651492e-08,1,-7.94768961753789e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-9.797296485203333e-08,1,-1.1494001306289192e-08|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-6.797004203917822e-08,1,-7.974115590059228e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-3.799277692451142e-08,1,-4.457239910493627e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-8.04113575725296e-09,1,-9.433707148787107e-10|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|2.1884897449808705e-08,1,2.5674944392761745e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|5.178534578931249e-08,1,6.075357994461683e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|8.166340847992615e-08,1,9.580595872193953e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|6.969806065626472e-08,1,8.17684409071262e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|4.3809610161815726e-08,1,5.139660252950762e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|2.4407817988958413e-08,1,2.8634785653736117e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-1.4418730653886769e-09,1,-1.6915779887938243e-10|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-2.7269443592103926e-08,1,-3.1991991278346177e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-5.952282222665417e-08,1,-6.983104317015432e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-7.885830655141035e-08,1,-9.251506227769823e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-6.956661735557645e-08,1,-8.161422648811367e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-4.002194486929511e-08,1,-4.695298372325851e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|-1.0502549052660015e-08,1,-1.2321390574498992e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|1.8991595851503007e-08,1,2.228057738307143e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|4.8460513824011286e-08,1,5.6852953456143496e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11651897430419922,0,-0.9931884407997131|7.790421818754112e-08,1,9.139574430605535e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11309044808149338,0,-0.9935846924781799|7.876948870944034e-08,1.0000001192092896,8.965593600862576e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11309044808149338,0,-0.9935846924781799|5.0942588813995826e-08,1.0000001192092896,5.79831782587803e-09|Running
-645.9664916992188,143.747314453125,-2147.209228515625|0.11480480432510376,0,-0.9933880567550659|2.3174616003984738e-08,1.0000001192092896,2.678265831335125e-09|Running
-645.8663940429688,143.747314453125,-2147.19775390625|0.11480480432510376,0,-0.9933880567550659|-4.560432920186486e-09,1.0000001192092896,-5.270444081162395e-10|Running
-645.6061401367188,143.747314453125,-2147.167724609375|0.11480480432510376,0,-0.9933880567550659|-3.2271746164269643e-08,1.0000001192092896,-3.729611730562965e-09|Running
-645.1923217773438,143.74853515625,-2147.119873046875|0.11480480432510376,0,-0.9933880567550659|-5.995934770908207e-08,1.0000001192092896,-6.929437912361891e-09|Running
-644.7300415039062,143.74969482421875,-2147.06640625|0.11480480432510376,0,-0.9933880567550659|-8.762324910094321e-08,1.0000001192092896,-1.0126525396003672e-08|Running
-644.2664184570312,143.75282287597656,-2147.0126953125|0.11480480432510376,0,-0.9933880567550659|-6.116329842598134e-08,1.0000001192092896,-7.0685772790568535e-09|Running
-643.8027954101562,143.7555389404297,-2146.958984375|0.11480480432510376,0,-0.9933880567550659|-3.472598564258078e-08,1.0000001192092896,-4.013245291645262e-09|Running
-643.3599243164062,143.75587463378906,-2146.97802734375|0.11480480432510376,0,-0.9933880567550659|-8.311299204422085e-09,1.0000001192092896,-9.605279904789654e-10|Running
-642.9502563476562,143.75689697265625,-2147.113525390625|0.11480480432510376,0,-0.9933880567550659|1.8080781316598404e-08,1.0000001192092896,2.0895767338657834e-09|Running
-642.57275390625,143.75706481933594,-2147.36181640625|0.11480480432510376,0,-0.9933880567550659|4.445027812494118e-08,1.0000001192092896,5.137071656946546e-09|Running
-642.2067260742188,143.75706481933594,-2147.650390625|0.11480480432510376,0,-0.9933880567550659|7.079721342506673e-08,1.0000001192092896,8.181959110231674e-09|Running
-641.8410034179688,143.75706481933594,-2147.9404296875|0.11480480432510376,0,-0.9933880567550659|8.337634938015981e-08,1.0000001192092896,9.635716224920543e-09|Running
-641.4801635742188,143.6710968017578,-2148.2265625|0.11480480432510376,0,-0.9933880567550659|5.472653086258106e-08,1.0000001192092896,6.3246869963506924e-09|Running
-641.1152954101562,143.5049285888672,-2148.515869140625|0.11480480432510376,0,-0.9933880567550659|2.6101210082174475e-08,1.0000001192092896,3.016489058538241e-09|Running
-640.7495727539062,143.2842559814453,-2148.805908203125|0.11480480432510376,0,-0.9933880567550659|-2.4996178460412466e-09,1.0000001192092896,-2.888781991394751e-10|Running
-640.3838500976562,143.04090881347656,-2149.095947265625|0.11480480432510376,0,-0.9933880567550659|-3.107597024154529e-08,1.0000001192092896,-3.5914167195727487e-09|Running
-640.0181274414062,143.0047149658203,-2149.385986328125|0.11480480432510376,0,-0.9933880567550659|-5.962787241742262e-08,1.0000001192092896,-6.891129888941805e-09|Running
-639.6524047851562,143.01840209960938,-2149.676025390625|0.11480480432510376,0,-0.9933880567550659|-8.815524665806151e-08,1.0000001192092896,-1.0188008658928993e-08|Running
-639.2866821289062,143.0311279296875,-2149.966064453125|0.11480480432510376,0,-0.9933880567550659|-6.193993584702184e-08,1.0000001192092896,-7.158333037438069e-09|Running
-638.9209594726562,143.03890991210938,-2150.256103515625|0.11480480432510376,0,-0.9933880567550659|-3.574713147713737e-08,1.0000001192092896,-4.131258002360028e-09|Running
-638.5552368164062,143.04327392578125,-2150.546142578125|0.10962755978107452,0,-0.9939727783203125|-9.46927070089032e-09,1,-1.044387798465607e-09|Running
-638.1908569335938,143.04568481445312,-2150.837890625|0.09570775926113129,0,-0.9954094886779785|1.712859365454733e-08,1,1.6468993946361365e-09|Running
-637.650146484375,143.0474090576172,-2151.282470703125|0.09570775926113129,0,-0.9954094886779785|5.700357164073466e-08,1,5.480844222915948e-09|Running
-637.4700927734375,143.04771423339844,-2151.430908203125|0.09570775926113129,0,-0.9954094886779785|7.028386761476213e-08,1,6.7577330398194135e-09|Running
-637.1099853515625,143.04811096191406,-2151.727783203125|0.09570775926113129,0,-0.9954094886779785|8.310175303449796e-08,1,7.99016142138953e-09|Running
-636.7498779296875,143.04832458496094,-2152.024658203125|0.09570775926113129,0,-0.9954094886779785|5.4749165201428696e-08,1,5.2640847236773425e-09|Running
-636.3897705078125,143.04843139648438,-2152.321533203125|0.09570775926113129,0,-0.9954094886779785|2.6420797993864653e-08,1,2.5403368297816087e-09|Running
-636.0296630859375,143.04849243164062,-2152.618408203125|0.09570775926113129,0,-0.9954094886779785|-1.883375677635968e-09,1,-1.810849387107183e-10|Running
-635.6695556640625,143.0485076904297,-2152.915283203125|0.09570775926113129,0,-0.9954094886779785|-3.016338112615813e-08,1,-2.9001827606123243e-09|Running
-635.3094482421875,143.0485076904297,-2153.212158203125|0.07482028752565384,0,-0.9971969723701477|-5.898425214923009e-08,1,-4.425623867376771e-09|Running
-634.9547729492188,143.0485076904297,-2153.515625|0.05389466509222984,0,-0.9985467195510864|-8.829341879845742e-08,1.0000001192092896,-4.765469796552679e-09|Running
-634.6065063476562,143.0485076904297,-2153.826171875|0.0521903894841671,0,-0.9986371397972107|-7.355074416182106e-08,1.0000001192092896,-3.8438807692386945e-09|Running
-634.3272705078125,143.0485076904297,-2154.170166015625|0.05041247233748436,0,-0.9987284541130066|-4.412436283018906e-08,1,-2.2272503841236357e-09|Running
-634.1571655273438,143.0485076904297,-2154.56640625|0.04864681139588356,0,-0.9988160729408264|-1.4676953874470655e-08,1.0000001192092896,-7.148333036610666e-10|Running
-634.0933227539062,143.0485076904297,-2155.012939453125|0.04864681139588356,0,-0.9988160729408264|1.4749866217300678e-08,1.0000001192092896,7.183844630276326e-10|Running
-634.0692749023438,143.0485076904297,-2155.478515625|0.04864681139588356,0,-0.9988160729408264|4.4151530431690844e-08,1.0000001192092896,2.1503772096309604e-09|Running
-634.0465698242188,143.0485076904297,-2155.9443359375|0.04864681139588356,0,-0.9988160729408264|7.352809205940503e-08,1.0000001192092896,3.581147156594966e-09|Running
-634.0238647460938,143.0485076904297,-2156.41015625|0.04864681139588356,0,-0.9988160729408264|7.532775470053821e-08,1.0000001192092896,3.6687985982553073e-09|Running
-634.0011596679688,143.0485076904297,-2156.8759765625|0.04864681139588356,0,-0.9988160729408264|4.95858607507671e-08,1.0000001192092896,2.415053268478573e-09|Running
-633.9784545898438,143.0485076904297,-2157.341796875|0.04864681139588356,0,-0.9988160729408264|2.386598652037719e-08,1.0000001192092896,1.1623803031213242e-09|Running
-633.9557495117188,143.0485076904297,-2157.8076171875|0.04864681139588356,0,-0.9988160729408264|-1.8318954131402165e-09,1.0000001192092896,-8.922149824508452e-11|Running
-633.9330444335938,143.0485076904297,-2158.2734375|0.04864681139588356,0,-0.9988160729408264|-2.750779870552833e-08,1.0000001192092896,-1.3397528642045131e-09|Running
-633.9103393554688,143.91395568847656,-2158.7392578125|0.04864681139588356,0,-0.9988160729408264|-5.3161741675467056e-08,1.0000001192092896,-2.589214620485336e-09|Running
-633.893310546875,144.5272674560547,-2159.088623046875|0.04864681139588356,0,-0.9988160729408264|-7.238780597162986e-08,1.0000001192092896,-3.525610026144932e-09|Running
-633.87060546875,145.29734802246094,-2159.554443359375|0.04546856880187988,0,-0.9989657998085022|-9.80730519017925e-08,1.0000001192092896,-4.463857727898812e-09|Running
-633.8335571289062,146.5138397216797,-2160.36962890625|0.04107208177447319,0,-0.9991561770439148|-1.152190023390176e-07,1,-4.736281145056864e-09|Running
-633.8239135742188,146.83074951171875,-2160.6025390625|0.038390930742025375,0,-0.999262809753418|-1.0014214524289855e-07,1,-3.847386409461251e-09|Jumping
-633.8014526367188,147.5634307861328,-2161.18603515625|0.03832998499274254,0,-0.999265193939209|-6.248961170740586e-08,1.0000001192092896,-2.3969872753326626e-09|Freefall
-633.7880249023438,147.962158203125,-2161.5361328125|0.03491639718413353,0,-0.9993902444839478|-3.986005481237953e-08,1,-1.3926185760126941e-09|Freefall
-633.7716064453125,148.44610595703125,-2162.0029296875|0.03009140118956566,0,-0.9995472431182861|-9.616986318405907e-09,1.0000001192092896,-2.895196860031035e-10|Freefall
-633.7574462890625,148.8755645751953,-2162.4697265625|0.026486432179808617,0,-0.999649167060852|2.0615548379510074e-08,1,5.46223954955849e-10|Freefall
-633.7450561523438,149.25051879882812,-2162.9365234375|0.024534737691283226,0,-0.9996989965438843|5.0832266396128034e-08,1.0000001192092896,1.247531855597117e-09|Freefall
-633.7335815429688,149.5709686279297,-2163.4033203125|0.02429075539112091,0,-0.9997049570083618|8.102477977445233e-08,1,1.9687338426166434e-09|Freefall
-633.7223510742188,149.83692932128906,-2163.8701171875|0.022643765434622765,0,-0.9997435808181763|1.1122676824015798e-07,1.0000001192092896,2.519238817555447e-09|Freefall
-633.7117919921875,150.0483856201172,-2164.3369140625|0.019410261884331703,0,-0.9998116493225098|9.023597868917932e-08,1.0000001192092896,1.7518339001654226e-09|Freefall
-633.7026977539062,150.20533752441406,-2164.8037109375|0.019105181097984314,0,-0.9998174905776978|6.926586593181128e-08,1,1.3235783580256566e-09|Freefall
-633.6939086914062,150.3077850341797,-2165.2705078125|0.0189831480383873,0,-0.9998198747634888|4.8315474288074256e-08,1.0000001192092896,9.173450332689015e-10|Freefall
-633.6851196289062,150.35572814941406,-2165.7373046875|0.0189831480383873,0,-0.9998198747634888|2.738292614878901e-08,1.0000001192092896,5.199077834916466e-10|Freefall
-633.6763305664062,150.34918212890625,-2166.2041015625|0.0189831480383873,0,-0.9998198747634888|6.468894753197674e-09,1.0000001192092896,1.2282211359071482e-10|Freefall
-633.6675415039062,150.2881317138672,-2166.6708984375|0.014219753444194794,0,-0.9998989105224609|-1.4550286309145122e-08,1,-2.0692239588449013e-10|Freefall
-633.6607666015625,150.17257690429688,-2167.1376953125|0.007629172410815954,0,-0.9999709129333496|-3.577480001126787e-08,1,-2.729400594425613e-10|Freefall
-633.6571044921875,150.00253295898438,-2167.6044921875|-0.0056151458993554115,0,-0.9999842643737793|-5.7495558536402314e-08,1,3.228510236930049e-10|Freefall
-633.6594848632812,149.77798461914062,-2168.0712890625|-0.01458585076034069,0,-0.9998936653137207|-7.979019756021444e-08,1.0000001192092896,1.163931617753633e-09|Freefall
-633.6663208007812,149.49893188476562,-2168.5380859375|-0.021911710500717163,0,-0.9997599124908447|-1.0240967185382033e-07,1,2.2445099112644584e-09|Freefall
-633.6765747070312,149.16539001464844,-2169.0048828125|-0.024229757487773895,0,-0.9997063875198364|-1.2519107883690594e-07,1,3.0342401924343676e-09|Freefall
-633.68798828125,148.77734375,-2169.4716796875|-0.027712851762771606,0,-0.9996159672737122|-1.4798618508393702e-07,1,4.102695072560891e-09|Freefall
-633.7008666992188,148.3347930908203,-2169.9384765625|-0.028017818927764893,0,-0.9996073842048645|-1.3839044754604402e-07,1.0000001192092896,3.878921628341914e-09|Freefall
-633.7140502929688,147.83775329589844,-2170.4052734375|-0.028139807283878326,0,-0.9996040463447571|-9.639307307907075e-08,1.0000001192092896,2.7135569347080946e-09|Freefall
-633.7272338867188,147.2862091064453,-2170.8720703125|-0.028139807283878326,0,-0.9996040463447571|-5.4432490514955134e-08,1.0000001192092896,1.5323264879185672e-09|Freefall
-633.7404174804688,146.68016052246094,-2171.3388671875|-0.028139807283878326,0,-0.9996040463447571|-1.2508327706939326e-08,1.0000001192092896,3.5212133209228114e-10|Freefall
-633.7536010742188,146.0196075439453,-2171.8056640625|-0.028139807283878326,0,-0.9996040463447571|2.938000065455526e-08,1.0000001192092896,-8.270750195826793e-10|Landed
-633.7667846679688,145.30455017089844,-2172.2724609375|-0.028139807283878326,0,-0.9996040463447571|7.123253453755751e-08,1.0000001192092896,-2.00526373284049e-09|Landed
-633.7799682617188,144.79164123535156,-2172.7392578125|-0.028139807283878326,0,-0.9996040463447571|7.020368997245896e-08,1.0000001192092896,-1.9763009007078836e-09|Running
-633.7931518554688,144.7743682861328,-2173.205078125|-0.028139807283878326,0,-0.9996040463447571|5.489996013352538e-08,1.0000001192092896,-1.545486183474054e-09|Running
-633.8030395507812,145.43536376953125,-2173.554443359375|-0.028139807283878326,0,-0.9996040463447571|4.3430738116967404e-08,1.0000001192092896,-1.2226166745676892e-09|Running
-633.8195190429688,146.47459411621094,-2174.137939453125|-0.028139807283878326,0,-0.9996040463447571|2.433170465110379e-08,1.0000001192092896,-6.849606992709312e-10|Running
-633.8327026367188,147.2446746826172,-2174.604736328125|-0.026547415181994438,0,-0.9996474981307983|9.094003772247561e-09,1,-2.4150742516937385e-10|Jumping
-633.84521484375,147.9602508544922,-2175.071533203125|-0.024900702759623528,0,-0.9996899366378784|-6.115361106395767e-09,1,1.5232401451292787e-10|Freefall
-633.8568115234375,148.62132263183594,-2175.538330078125|-0.023131784051656723,0,-0.999732494354248|-2.12943795929732e-08,1.0000001192092896,4.927088181894135e-10|Freefall
-633.8676147460938,149.2279052734375,-2176.005126953125|-0.02142365463078022,0,-0.9997705221176147|-3.6449577578423487e-08,1.0000001192092896,7.81062381438602e-10|Freefall
-633.877685546875,149.7799835205078,-2176.471923828125|-0.019654322415590286,0,-0.9998068809509277|-5.1573131543136697e-08,1.0000001192092896,1.0138307970919413e-09|Freefall
-633.8868408203125,150.27755737304688,-2176.938720703125|-0.017945829778909683,0,-0.9998390674591064|-6.667499263812715e-08,1.0000001192092896,1.1967306035032266e-09|Freefall
-633.8952026367188,150.72064208984375,-2177.405517578125|-0.017762765288352966,0,-0.9998422861099243|-8.174684751338646e-08,1.0000001192092896,1.4522791857984885e-09|Freefall
-633.9035034179688,151.10922241210938,-2177.872314453125|-0.01611512340605259,0,-0.9998701810836792|-9.679849455324074e-08,1,1.5601222536076875e-09|Freefall
-633.9111328125,151.44329833984375,-2178.339111328125|-0.01599307172000408,0,-0.9998722076416016|-8.094745140851956e-08,1.0000001192092896,1.2947638516891402e-09|Freefall
-633.91845703125,151.72286987304688,-2178.805908203125|-0.01593204401433468,0,-0.999873161315918|-5.481898668335816e-08,1.0000001192092896,8.734892809059147e-10|Freefall
-633.92578125,151.9479522705078,-2179.272705078125|-0.01593204401433468,0,-0.999873161315918|-2.8712930699725803e-08,1.0000001192092896,4.575136935969226e-10|Freefall
-633.93310546875,152.1185302734375,-2179.739501953125|-0.01593204401433468,0,-0.999873161315918|-2.6286499643646266e-09,1.0000001192092896,4.188507873870151e-11|Freefall
-633.9459228515625,152.285888671875,-2180.556396484375|-0.01593204401433468,0,-0.999873161315918|4.2965272228912e-08,1.0000001192092896,-6.846114231073841e-10|Freefall
-633.94775390625,152.29617309570312,-2180.673095703125|-0.014219753444194794,0,-0.9998989105224609|4.9459366380233405e-08,1,-7.033710835990803e-10|Freefall
-633.9544677734375,152.30325317382812,-2181.139892578125|-0.014219753444194794,0,-0.9998989105224609|7.540870683442336e-08,1,-1.0724016119567636e-09|Freefall
-633.9610595703125,152.25582885742188,-2181.606689453125|-0.014219753444194794,0,-0.9998989105224609|6.435658406189759e-08,1,-9.15227282849429e-10|Freefall
-633.9676513671875,152.15390014648438,-2182.073486328125|-0.014219753444194794,0,-0.9998989105224609|5.331040853207014e-08,1,-7.581374972254196e-10|Freefall
-633.9742431640625,151.9974822998047,-2182.540283203125|-0.014219753444194794,0,-0.9998989105224609|4.2273338607401456e-08,1,-6.011772191172327e-10|Freefall
-633.9808349609375,151.78656005859375,-2183.007080078125|-0.014219753444194794,0,-0.9998989105224609|3.1245676268554234e-08,1,-4.4435072288351307e-10|Freefall
-633.9857788085938,151.5926055908203,-2183.357177734375|-0.012572248466312885,0,-0.9999209642410278|2.3011168082121003e-08,1,-2.893249806401599e-10|Freefall
-633.9931640625,151.2012176513672,-2183.940673828125|-0.012511228211224079,0,-0.9999217987060547|9.289537139522963e-09,1.0000001192092896,-1.1623260687265713e-10|Freefall
-633.9990234375,150.82679748535156,-2184.407470703125|-0.010863617062568665,0,-0.9999409914016724|-1.6457121221336024e-09,1,1.787944098330385e-11|Freefall
-634.0029296875,150.5102081298828,-2184.757568359375|-0.009093862026929855,0,-0.9999586343765259|-9.821862434478135e-09,1.0000001192092896,8.932235506797781e-11|Freefall
-634.0072021484375,150.0404052734375,-2185.224365234375|-0.00744608324021101,0,-0.9999723434448242|-2.0695930302849774e-08,1.0000001192092896,1.5410787923553215e-10|Freefall
-634.0115356445312,149.37652587890625,-2185.807861328125|-0.0057372101582586765,0,-0.999983549118042|-3.4250188463147424e-08,1,1.965037715878637e-10|Freefall
-634.0142211914062,148.7841033935547,-2186.274658203125|-0.00396725395694375,0,-0.9999921321868896|-4.50694663811646e-08,1,1.788034303951136e-10|Freefall
-634.0160522460938,148.13717651367188,-2186.741455078125|-0.003784152679145336,0,-0.999992847442627|-5.5865751136252584e-08,1,2.1140603156943882e-10|Freefall
-634.0177612304688,147.4357452392578,-2187.208251953125|-0.0021362255793064833,0,-0.9999977350234985|-6.663814389185063e-08,1,1.4235441991861109e-10|Freefall
-634.018798828125,146.67982482910156,-2187.675048828125|-0.0004272460355423391,0,-0.9999998807907104|-7.738358931419498e-08,1.0000001192092896,3.306183452012057e-11|Freefall
-634.01904296875,146.56565856933594,-2188.141845703125|-0.00030517578125,0,-1|-4.558053845471477e-08,1.0000001192092896,1.3910076215872813e-11|Landed
-634.01904296875,146.56341552734375,-2188.608642578125|-0.000244140625,0,-1|-1.3793837183584401e-08,1,3.3676360311485354e-12|Landed
-634.01904296875,146.36404418945312,-2189.075439453125|-0.000244140625,0,-1|1.7966392817925225e-08,1,-4.386326371563776e-12|Running
