molti|true|5442
2278.003662109375,1207.6201171875,381.0462646484375|0.001397371175698936,-8.600608225606265e-08,0.9999990463256836|-3.0099119641135985e-08,1,8.604822454572059e-08|Running
2278.004150390625,1207.45068359375,381.32958984375|0.001397371175698936,-5.866908026064266e-08,0.9999990463256836|-2.0557516577923707e-08,1,5.86978643468683e-08|Freefall
2278.004638671875,1207.511962890625,381.6129150390625|0.001397371175698936,-3.13437524823712e-08,0.9999990463256836|-1.1019992918193111e-08,1,3.135918191787823e-08|Landed
2278.005126953125,1207.6796875,381.896240234375|0.001397371175698936,-4.030094480356183e-09,0.9999990463256836|-1.4865424446952602e-09,1,4.0321759264827506e-09|Landed
2278.005615234375,1207.84912109375,382.1765441894531|0.001397371175698936,2.3271896409937654e-08,0.9999990463256836|8.042835730748266e-09,1,-2.328315851229945e-08|Landed
2278.006103515625,1207.9942626953125,382.458984375|0.001397371175698936,5.0562231734829766e-08,0.9999990463256836|1.7568140719959047e-08,1,-5.05868271716281e-08|Landed
2278.006591796875,1208.1221923828125,382.7293701171875|0.001397371175698936,7.78409088297849e-08,0.9999990463256836|2.7089376075650762e-08,1,-7.787883760101977e-08|Landed
2278.007080078125,1208.2364501953125,382.9960632324219|0.001397371175698936,1.0510792947115988e-07,0.9999990463256836|3.660654357418025e-08,1,-1.0515918802411761e-07|Landed
2278.007568359375,1208.3372802734375,383.2550354003906|0.001397371175698936,9.546013046701773e-08,0.9999990463256836|3.32585265994112e-08,1,-9.550669943791945e-08|Running
2278.008056640625,1208.4244384765625,383.5184020996094|0.001397371175698936,8.5816452610743e-08,0.9999990463256836|2.99119413682547e-08,1,-8.58583319995887e-08|Running
2278.008544921875,1208.4979248046875,383.796875|0.001397371175698936,7.617689590233567e-08,0.9999990463256836|2.6566786104353923e-08,1,-7.621409281455271e-08|Running
2278.009033203125,1208.57958984375,384.0588073730469|0.001397371175698936,6.65414532363684e-08,0.9999990463256836|2.3223059031352022e-08,1,-6.657397477738414e-08|Running
2278.009521484375,1208.66943359375,384.33172607421875|0.001397371175698936,5.691013527098221e-08,0.9999990463256836|1.988076192560584e-08,1,-5.693797078265561e-08|Running
2278.010009765625,1208.74560546875,384.61358642578125|0.001397371175698936,4.7282927795322394e-08,0.9999990463256836|1.6539891234401694e-08,1,-4.7306084383080815e-08|Running
2278.010498046875,1208.80810546875,384.8966979980469|0.001397371175698936,3.765983080938895e-08,0.9999990463256836|1.3200448734096426e-08,1,-3.767831557865975e-08|Running
2278.010986328125,1208.857177734375,385.17999267578125|0.001397371175698936,2.8040847865895557e-08,0.9999990463256836|9.862431760154777e-09,1,-2.8054657263965055e-08|Running
2278.011474609375,1208.892578125,385.46331787109375|0.001397371175698936,1.8425973635771697e-08,0.9999990463256836|6.525841200755167e-09,1,-1.8435111215353572e-08|Running
2278.011962890625,1208.914306640625,385.74664306640625|0.001397371175698936,8.81520723083895e-09,0.9999990463256836|3.1906750574961507e-09,1,-8.819674768290042e-09|Running
2278.012451171875,1208.92236328125,386.02996826171875|0.001397371175698936,-7.91453957926791e-10,0.9999990463256836|-1.4306643369987881e-10,1,7.91654630738492e-10|Running
2278.012939453125,1208.916748046875,386.31329345703125|0.001397371175698936,-1.03940109852374e-08,0.9999990463256836|-3.4753839806000997e-09,1,1.0398877314798938e-08|Running
2278.013427734375,1208.897705078125,386.59661865234375|0.001397371175698936,-1.9992464572737845e-08,0.9999990463256836|-6.806278207704963e-09,1,2.0001994727181227e-08|Running
2278.01416015625,1208.843505859375,387.0216064453125|0.001397371175698936,-3.438245599340917e-08,0.9999990463256836|-1.1799953014701714e-08,1,3.439897966472927e-08|Running
2278.014404296875,1208.818603515625,387.16326904296875|0.001397371175698936,-3.9177070476625886e-08,0.9999990463256836|-1.3463799852786451e-08,1,3.919592472811928e-08|Running
2278.014892578125,1208.758544921875,387.44659423828125|0.001397371175698936,-4.876322989844084e-08,0.9999990463256836|-1.6790428603030705e-08,1,4.8786738204853464e-08|Running
2278.015380859375,1208.684814453125,387.72991943359375|0.001397371175698936,-5.834528948867046e-08,0.9999990463256836|-2.0115637155981858e-08,1,5.837345540271599e-08|Running
2278.015869140625,1208.59765625,388.01324462890625|0.001397371175698936,-6.792325990545578e-08,0.9999990463256836|-2.343942462346149e-08,1,6.795607987442054e-08|Running
2278.016357421875,1208.496826171875,388.29656982421875|0.001397371175698936,-7.749713404336944e-08,0.9999990463256836|-2.6761792781826443e-08,1,7.753460806725343e-08|Running
2278.016845703125,1208.38232421875,388.57989501953125|0.001397371175698936,-8.706692256055248e-08,0.9999990463256836|-3.0082741631076715e-08,1,8.710904353392834e-08|Freefall
2278.017333984375,1208.254150390625,388.86322021484375|0.001397371175698936,-9.663261835157755e-08,0.9999990463256836|-3.3402272947569145e-08,1,9.667938627444528e-08|Freefall
2278.017822265625,1208.1123046875,389.14654541015625|0.001397371175698936,-1.0619422852187199e-07,0.9999990463256836|-3.6720386731303734e-08,1,1.0624564339423159e-07|Freefall
2278.018310546875,1207.9569091796875,389.42987060546875|0.001397371175698936,-1.1575175307143581e-07,0.9999990463256836|-4.003708298228048e-08,1,1.1580781489328729e-07|Freefall
2278.018798828125,1207.7879638671875,389.71319580078125|0.001397371175698936,-1.2530519200026902e-07,0.9999990463256836|-4.3352361700499387e-08,1,1.2536590077161236e-07|Freefall
2278.019287109375,1207.6053466796875,389.99652099609375|0.001397371175698936,-1.348545453083716e-07,0.9999990463256836|-4.666622643867413e-08,1,1.349199010292068e-07|Freefall
2278.019775390625,1207.6475830078125,390.2768249511719|0.001397371175698936,-1.0729617372362554e-07,0.9999990463256836|-3.713706320240817e-08,1,1.0734817834645582e-07|Landed
2278.020263671875,1207.7894287109375,390.55926513671875|0.001397371175698936,-7.974956872658368e-08,0.9999990463256836|-2.7611974928731797e-08,1,7.978823646226374e-08|Landed
2278.020751953125,1207.93701171875,390.84246826171875|0.001397371175698936,-5.221473742267335e-08,0.9999990463256836|-1.809095451221765e-08,1,5.22400682712032e-08|Landed
2278.021240234375,1208.0511474609375,391.12274169921875|0.001397371175698936,-2.469166027196934e-08,0.9999990463256836|-8.574001952865729e-09,1,2.4703666667846846e-08|Landed
2278.021728515625,1208.1451416015625,391.40216064453125|0.001397371175698936,2.8196613932607306e-09,0.9999990463256836|9.388846367031078e-10,1,-2.8209761193664917e-09|Landed
2278.022216796875,1208.2254638671875,391.6814270019531|0.001397371175698936,3.031923156981975e-08,0.9999990463256836|1.0447707587957211e-08,1,-3.033386164474905e-08|Landed
2278.022705078125,1208.2923583984375,391.9532470703125|0.001397371175698936,5.780706047175954e-08,0.9999990463256836|1.995246634578507e-08,1,-5.783499545941595e-08|Running
2278.022705078125,1208.4854736328125,392.2038269042969|0.0012345672585070133,8.548806107455675e-08,0.9999992251396179|2.9451244998313086e-08,1,-8.552448349519182e-08|Running
2278.022216796875,1208.6649169921875,392.4669189453125|0.0009854871314018965,9.597327021992896e-08,0.9999995231628418|3.280337068645167e-08,1,-9.600564965239755e-08|Running
2278.021240234375,1208.8306884765625,392.74664306640625|0.0007173345074988902,8.966307518676331e-08,0.9999997615814209|3.0005999462900945e-08,1,-8.968462594793891e-08|Running
2278.020263671875,1208.9827880859375,393.0092468261719|0.0004543307877611369,8.465279677238868e-08,0.9999998807907104|2.719180258736742e-08,1,-8.466515311056355e-08|Running
2278.019287109375,1209.1214599609375,393.2826232910156|0.00020469140144996345,8.084822411547066e-08,1|2.4362643458175626e-08,1,-8.085321212547569e-08|Running
2278.018310546875,1209.2464599609375,393.5645751953125|-0.00003827202817774378,7.814994518184903e-08,1|2.1519323212260133e-08,1,-7.814912095227555e-08|Running
2278.017333984375,1209.3577880859375,393.8476867675781|-0.00027896539540961385,7.652016620340873e-08,0.9999999403953552|1.866344234713324e-08,1,-7.651495792515561e-08|Running
2278.016357421875,1209.4554443359375,394.1309814453125|-0.0005188868963159621,7.594589845894006e-08,0.9999998807907104|1.579476638369215e-08,1,-7.593771300662411e-08|Running
2278.015380859375,1209.5394287109375,394.414306640625|-0.0007585458806715906,7.6422452366387e-08,0.9999997019767761|1.2914165736788163e-08,1,-7.64126824037703e-08|Running
2278.014404296875,1209.6099853515625,394.6976318359375|-0.0009981155162677169,7.794793788207244e-08,0.9999995231628418|1.0022233709605644e-08,1,-7.793796896748972e-08|Running
2278.013427734375,1209.6668701171875,394.98095703125|-0.0012376547092571855,8.052142419501251e-08,0.9999992251396179|7.1188601680205466e-09,1,-8.051267030850795e-08|Running
2278.01220703125,1209.7100830078125,395.2642822265625|-0.0014771836576983333,8.414227892217241e-08,0.999998927116394|4.204360859461076e-09,1,-8.413616114921751e-08|Running
2278.01123046875,1209.7396240234375,395.547607421875|-0.0017167088808491826,8.880999047278237e-08,0.9999985098838806|1.2796990134233965e-09,1,-8.880792989884867e-08|Running
2278.01025390625,1209.7554931640625,395.8309326171875|-0.001956232823431492,9.452408278320945e-08,0.9999980926513672|-1.6546257697314104e-09,1,-9.452750049376846e-08|Running
2278.00927734375,1209.7578125,396.1142578125|-0.0021957564167678356,1.012840940006754e-07,0.999997615814209|-4.598579295134186e-09,1,-1.012944323974807e-07|Running
2278.00830078125,1209.74658203125,396.3975830078125|-0.002435279544442892,1.0908956937782932e-07,0.9999970197677612|-7.552026559665137e-09,1,-1.0910828507348924e-07|Running
2278.00732421875,1209.7216796875,396.680908203125|-0.0026748026721179485,1.1794005416732034e-07,0.9999964237213135|-1.0515189607929187e-08,1,-1.1796860377444318e-07|Running
2278.00634765625,1209.68310546875,396.9642333984375|-0.002914325799793005,1.2783507941094285e-07,0.999995768070221|-1.348808797985157e-08,1,-1.2787492664756428e-07|Running
2278.00537109375,1209.630859375,397.24755859375|-0.003153848461806774,1.033657142102129e-07,0.9999950528144836|-1.1951065914672654e-08,1,-1.0340392009311472e-07|Running
2278.00439453125,1209.5650634765625,397.5308837890625|-0.0032639268320053816,7.958188064094429e-08,0.999994695186615|-1.0421922880254897e-08,1,-7.961632064734658e-08|Freefall
2278.00341796875,1209.4857177734375,397.814208984375|-0.0032968262676149607,5.591272866922736e-08,0.9999945759773254|-8.894485148402964e-09,1,-5.594235474859488e-08|Freefall
2278.00244140625,1209.3927001953125,398.0975341796875|-0.0033014118671417236,3.226222489161046e-08,0.9999945759773254|-7.3678556589129585e-09,1,-3.2286724405139466e-08|Freefall
2278.000732421875,1209.2860107421875,398.380859375|-0.003458733670413494,8.808098250767671e-09,0.9999940395355225|-5.843403094729638e-09,1,-8.82836204141313e-09|Freefall
2277.998779296875,1209.1656494140625,398.6641845703125|-0.0036990654189139605,-1.3841214396848045e-08,0.9999931454658508|-4.3281787043270015e-09,1,1.3825298239567019e-08|Freefall
2277.996826171875,1209.03173828125,398.947509765625|-0.003957728389650583,-3.531892289743155e-08,0.9999921917915344|-2.8257960416055994e-09,1,3.530801606643763e-08|Freefall
2277.994873046875,1208.88427734375,399.2308349609375|-0.004211397375911474,-5.55782229127999e-08,0.9999911189079285|-1.3364770401480541e-09,1,5.5573089241534035e-08|Freefall
2277.992919921875,1208.72314453125,399.5111389160156|-0.004452171735465527,-7.470678298204803e-08,0.9999901056289673|1.410019184744371e-10,1,7.470815432952804e-08|Landed
2277.990966796875,1208.54833984375,399.7935485839844|-0.004677867516875267,-9.282975099722535e-08,0.9999890327453613|1.6080323739231517e-09,1,9.283829172090918e-08|Landed
2277.989013671875,1208.406005859375,400.0767517089844|-0.004888385999947786,-1.1007318079236939e-07,0.9999880790710449|3.065552034442476e-09,1,1.1008948064272772e-07|Landed
2277.987060546875,1208.3447265625,400.3570556640625|-0.005084362346678972,-1.2655232239922043e-07,0.9999870657920837|4.515801066418135e-09,1,1.2657690717787773e-07|Landed
2277.985107421875,1208.279296875,400.6364440917969|-0.005273689050227404,-1.0603484668081364e-07,0.9999861121177673|4.4836094836853135e-09,1,1.0605996436652276e-07|Landed
2277.983154296875,1208.2001953125,400.91571044921875|-0.005460754502564669,-8.487917568800185e-08,0.9999850988388062|4.4469952165115956e-09,1,8.490472680477978e-08|Landed
2277.981201171875,1208.107421875,401.1875305175781|-0.00554695725440979,-6.332290070076851e-08,0.999984622001648|4.407183062937747e-09,1,6.334832391985401e-08|Running
2277.979248046875,1208.1051025390625,401.4641418457031|-0.005652737338095903,-4.162702538224039e-08,0.9999840259552002|4.366917050191432e-09,1,4.165237399433863e-08|Running
2277.977294921875,1208.1553955078125,401.7353210449219|-0.005778638180345297,-1.968560781051565e-08,0.9999833106994629|4.325647395830856e-09,1,1.9710933329974978e-08|Running
2277.975341796875,1208.21826171875,402.0152587890625|-0.005906006786972284,2.5428792405080003e-09,0.9999825358390808|4.282790566634276e-09,1,-2.5176287721251356e-09|Running
2277.973388671875,1208.28369140625,402.2950134277344|-0.006028288509696722,2.5048013441164585e-08,0.9999818205833435|4.23835011531537e-09,1,-2.5022917071737538e-08|Running
2277.971435546875,1208.33935546875,402.57421875|-0.0061478083953261375,4.781015050525639e-08,0.9999811053276062|4.192862501639638e-09,1,-4.7785277956791106e-08|Running
2277.969482421875,1208.388916015625,402.85333251953125|-0.006266389507800341,7.082157793547594e-08,0.9999803900718689|4.146243792746418e-09,1,-7.079698605139129e-08|Running
2277.967529296875,1208.4376220703125,403.1324462890625|-0.006384651176631451,9.407963830199151e-08,0.9999796152114868|4.0990544292185405e-09,1,-9.405538747842002e-08|Running
2277.965576171875,1208.4862060546875,403.41156005859375|-0.006502804346382618,9.982854010104347e-08,0.9999788403511047|3.565478579048431e-09,1,-9.980746540350083e-08|Running
2277.963623046875,1208.5347900390625,403.690673828125|-0.006620920728892088,8.807914042563425e-08,0.9999780654907227|2.545489818928104e-09,1,-8.806421902818329e-08|Running
2277.961669921875,1208.5833740234375,403.96978759765625|-0.006739024538546801,7.658978518065851e-08,0.9999772906303406|1.5241159445622543e-09,1,-7.658125866782939e-08|Running
2277.959716796875,1208.6319580078125,404.2489013671875|-0.0068571241572499275,6.536034646842381e-08,0.9999765157699585|5.013126025410486e-10,1,-6.535844221389198e-08|Running
2277.957763671875,1208.6805419921875,404.52801513671875|-0.006975221447646618,5.439068218038301e-08,0.9999756813049316|-5.226979404859833e-10,1,-5.439564887410597e-08|Running
2277.955810546875,1208.7291259765625,404.80712890625|-0.007093318738043308,4.3680689287839414e-08,0.9999748468399048|-1.547469152818337e-09,1,-4.3692764961633657e-08|Running
2277.953857421875,1208.7777099609375,405.08624267578125|-0.007211415097117424,3.323025765666898e-08,0.9999740123748779|-2.573226742796919e-09,1,-3.3249680342350985e-08|Running
2277.951904296875,1208.8262939453125,405.3653564453125|-0.00732951145619154,2.3039277152747673e-08,0.9999731183052063|-3.5995915137476686e-09,1,-2.3066279553063396e-08|Running
2277.949951171875,1208.8748779296875,405.64447021484375|-0.0074476078152656555,1.3107630536524084e-08,0.9999722838401794|-4.627286998015734e-09,1,-1.3142456900538946e-08|Running
2277.947998046875,1208.9234619140625,405.923583984375|-0.007565704174339771,3.43520567547273e-09,0.9999713897705078|-5.656550339239175e-09,1,-3.4781009183859624e-09|Running
2277.946044921875,1208.9720458984375,406.20269775390625|-0.007683800533413887,-5.978113115645556e-09,0.9999704957008362|-6.6871232995424634e-09,1,5.926905188857745e-09|Running
2277.944091796875,1209.0103759765625,406.48492431640625|-0.007738114334642887,-1.5223525551277817e-08,0.9999700784683228|-7.718487182728495e-09,1,1.516425385261755e-08|Freefall
2277.942138671875,1209.03515625,406.7680969238281|-0.007754391059279442,-2.4439557932964817e-08,0.9999699592590332|-8.749683644282413e-09,1,2.4372441842501757e-08|Freefall
2277.940185546875,1209.04638671875,407.0513916015625|-0.007756712380796671,-3.3649531161472623e-08,0.9999698996543884|-9.780445786589098e-09,1,3.35746754842603e-08|Freefall
2277.938232421875,1209.0439453125,407.334716796875|-0.007754072081297636,-4.285542232196349e-08,0.9999699592590332|-1.0810778050540648e-08,1,4.277287857235024e-08|Freefall
