molti|true|5442
3006.66552734375,1480.44970703125,1484.263916015625|0.9993507266044617,6.178963474212651e-08,0.036029499024152756|-6.169575073045053e-08,1,-3.71758646089404e-09|Running
3006.806884765625,1480.3800048828125,1484.2686767578125|0.999352216720581,6.231819327240373e-08,0.03598853200674057|-6.222241211162327e-08,1,-3.781481350273452e-09|Running
3007.08837890625,1480.2303466796875,1484.27783203125|0.9993585348129272,6.366201432683738e-08,0.03581153601408005|-6.356258808182247e-08,1,-3.914853774489302e-09|Running
3007.51220703125,1479.9805908203125,1484.2913818359375|0.999370813369751,6.720554779349186e-08,0.03546854481101036|-6.710072852911253e-08,1,-4.145775722719236e-09|Running
3007.653564453125,1479.8905029296875,1484.2958984375|0.9993748664855957,6.888161863116693e-08,0.03535274788737297|-6.877495906110198e-08,1,-4.233047246060551e-09|Running
3007.93359375,1479.7000732421875,1484.304931640625|0.9993827939033508,7.293884607406653e-08,0.03512948378920555|-7.282847036549356e-08,1,-4.421625288131281e-09|Running
3008.35693359375,1479.3887939453125,1484.3184814453125|0.9993937015533447,8.061392975378112e-08,0.03481631726026535|-8.049786970332207e-08,1,-4.735214442774804e-09|Running
3008.638916015625,1479.1641845703125,1484.3275146484375|0.9994003772735596,8.665963235898744e-08,0.03462446108460426|-8.653970695604585e-08,1,-4.962261712648797e-09|Running
3008.91943359375,1478.9261474609375,1484.3365478515625|0.9994065165519714,9.332727302080457e-08,0.03444705531001091|-9.320340410567951e-08,1,-5.2016080331895864e-09|Running
3009.20068359375,1478.6744384765625,1484.3455810546875|0.9994121789932251,1.0052787757786064e-07,0.03428248316049576|-1.0040002962341532e-07,1,-5.4507776070522596e-09|Running
3009.4833984375,1478.608642578125,1484.3546142578125|0.9994174242019653,1.0818711615456778e-07,0.03412961587309837|-1.0805525363366542e-07,1,-5.708001626913983e-09|Running
3009.624267578125,1478.608642578125,1484.359130859375|0.9994198679924011,1.1216858553098064e-07,0.034057602286338806|-1.1203470506870872e-07,1,-5.839296601806154e-09|Running
3009.905517578125,1478.6319580078125,1484.3681640625|0.9994245171546936,1.2039659225138166e-07,0.03392121568322182|-1.202586474846612e-07,1,-6.106973149400119e-09|Running
3010.18798828125,1478.6612548828125,1484.377197265625|0.9994288086891174,1.2893947598513478e-07,0.033794041723012924|-1.2879743849225633e-07,1,-6.3797145344324235e-09|Running
3010.468994140625,1478.6883544921875,1484.38623046875|0.9994328022003174,1.0279915585442723e-07,0.0336756706237793|-1.0268929884205136e-07,1,-4.991850488522687e-09|Running
3010.890869140625,1478.71630859375,1484.3997802734375|0.9994382858276367,6.404953722949358e-08,0.03351214900612831|-6.398764895720888e-08,1,-2.9191438155606875e-09|Running
3011.031005859375,1478.7254638671875,1484.404296875|0.9994400143623352,5.1242150078678605e-08,0.03346151113510132|-5.119617796367493e-08,1,-2.2306103630853613e-09|Running
3011.313232421875,1478.74755859375,1484.413330078125|0.9994431734085083,2.5766974331986603e-08,0.03336624056100845|-2.5752747490059846e-08,1,-8.561619746494387e-10|Running
3011.595947265625,1479.18701171875,1484.42236328125|0.9994463324546814,4.655114627105661e-10,0.033272355794906616|-4.82902828835563e-10,1,5.146605919215119e-10|Jumping
3011.87890625,1479.6129150390625,1484.431396484375|0.9994491338729858,-2.4676458210137753e-08,0.03318729251623154|2.46275657644901e-08,1,1.8820223157689497e-09|Freefall
3012.162109375,1480.0252685546875,1484.4404296875|0.9994516968727112,-4.9687514547258615e-08,0.03311026096343994|4.9607223218117724e-08,1,3.2464402277554427e-09|Freefall
3012.5869140625,1480.6181640625,1484.4539794921875|0.9994551539421082,-8.700042997134005e-08,0.03300517424941063|8.687322150535692e-08,1,5.288187665541955e-09|Freefall
3012.728515625,1480.8089599609375,1484.45849609375|0.9994562268257141,-9.93900997059427e-08,0.03297276049852371|9.9247301932337e-08,1,5.96758731319369e-09|Freefall
3013.01171875,1481.1802978515625,1484.467529296875|0.9994582533836365,-1.2410771432769252e-07,0.03291185572743416|1.2393378767683316e-07,1,7.324605366676451e-09|Freefall
3013.294921875,1481.5380859375,1484.4765625|0.9994601011276245,-1.4875153908633365e-07,0.03285534679889679|1.4854656171792158e-07,1,8.679780449938335e-09|Freefall
3013.578125,1481.88232421875,1484.485595703125|0.999461829662323,-1.3725411918130703e-07,0.03280285373330116|1.3706669221846823e-07,1,7.962506209935327e-09|Freefall
3013.861328125,1482.212890625,1484.49462890625|0.9994634389877319,-1.2571467777888756e-07,0.032754071056842804|1.2554474437820318e-07,1,7.244979283171915e-09|Freefall
3014.2861328125,1482.68310546875,1484.5081787109375|0.9994656443595886,-1.0834020969241465e-07,0.03268672525882721|1.0819640294812416e-07,1,6.1683227414732755e-09|Freefall
3014.5693359375,1482.9794921875,1484.5172119140625|0.9994670152664185,-9.672061906940144e-08,0.03264569118618965|9.659417798957293e-08,1,5.450305984311399e-09|Freefall
3014.8525390625,1483.262451171875,1484.5262451171875|0.999468207359314,-8.507750237640721e-08,0.032607804983854294|8.496837722304917e-08,1,4.732318537037372e-09|Freefall
3014.994140625,1483.3988037109375,1484.53076171875|0.9994688034057617,-7.924844425133415e-08,0.03258999437093735|7.914795929764296e-08,1,4.373357231912678e-09|Freefall
3015.4189453125,1483.787353515625,1484.5443115234375|0.9994704127311707,-6.173667799203031e-08,0.03253992274403572|6.166205679392078e-08,1,3.296743544822789e-09|Freefall
3015.7021484375,1484.029296875,1484.5533447265625|0.9994714260101318,-5.004469372238418e-08,0.032509345561265945|4.998726765848005e-08,1,2.579171987093787e-09|Freefall
3015.84375,1484.1451416015625,1484.557861328125|0.99947190284729,-4.41944898454949e-08,0.03249501436948776|4.414564713783875e-08,1,2.2204691418892253e-09|Freefall
3016.2685546875,1484.4722900390625,1484.5714111328125|0.9994732141494751,-2.6630658567228238e-08,0.032454781234264374|2.660752329575189e-08,1,1.1447085501714582e-09|Freefall
3016.41015625,1484.5745849609375,1484.575927734375|0.9994736313819885,-2.0772285225234555e-08,0.03244230896234512|2.0757703111939918e-08,1,7.862832052119018e-10|Freefall
3016.693359375,1484.7689208984375,1484.5849609375|0.9994743466377258,-9.051339233678846e-09,0.03241883963346481|9.053841232287141e-09,1,6.963294524320318e-11|Freefall
3016.9765625,1484.9495849609375,1484.593994140625|0.9994750618934631,2.6739654934715418e-09,0.03239704668521881|-2.6544069164913253e-09,1,-6.467249513697482e-10|Freefall
3017.259765625,1485.1165771484375,1484.60302734375|0.9994757175445557,1.4402342429775672e-08,0.03237679600715637|-1.4365750367062446e-08,1,-1.3628037587309905e-09|Freefall
3017.54296875,1485.2698974609375,1484.612060546875|0.9994763731956482,2.6132685349011808e-08,0.03235797584056854|-2.6079085557739745e-08,1,-2.078538674510355e-09|Freefall
3017.826171875,1485.4097900390625,1484.62109375|0.9994769096374512,3.786404789707376e-08,0.03234047815203667|-3.779345902898967e-08,1,-2.793915765408883e-09|Freefall
3018.109375,1485.5360107421875,1484.630126953125|0.9994774460792542,4.9595605844388047e-08,0.032324206084012985|-4.950805276848769e-08,1,-3.5089751104777633e-09|Freefall
3018.5341796875,1485.69970703125,1484.6436767578125|0.9994781613349915,6.719182010783697e-08,0.03230174258351326|-6.707885091827848e-08,1,-4.58085747112591e-09|Freefall
3018.8173828125,1485.791748046875,1484.6527099609375|0.9994785785675049,7.892111852925154e-08,0.03228805586695671|-7.87912313171546e-08,1,-5.295008875805252e-09|Freefall
3018.958984375,1485.8326416015625,1484.6572265625|0.999478816986084,8.478509982978721e-08,0.03228164464235306|-8.464676426456208e-08,1,-5.65194424595461e-09|Freefall
3019.3837890625,1485.93505859375,1484.6707763671875|0.9994794130325317,1.0237366865339936e-07,0.03226365149021149|-1.0221000223964438e-07,1,-6.722178813589608e-09|Freefall
3019.525390625,1485.96240234375,1484.67529296875|0.9994795918464661,1.0823526963577024e-07,0.03225807100534439|-1.0806316197431443e-07,1,-7.078723385234298e-09|Freefall
3019.80859375,1486.0068359375,1484.684326171875|0.9994798898696899,1.1995629733974056e-07,0.032247573137283325|-1.1976733560459252e-07,1,-7.791499889719944e-09|Freefall
3020.091796875,1486.03759765625,1484.693359375|0.9994802474975586,1.3167419865567354e-07,0.03223782777786255|-1.3146838284683326e-07,1,-8.503912241053513e-09|Freefall
3020.375,1486.0546875,1484.7015380859375|0.9994857311248779,1.436121408460167e-07,0.03206605091691017|-1.4339026677134825e-07,1,-9.218899421625792e-09|Freefall
3020.658203125,1486.0582275390625,1484.7093505859375|0.9994939565658569,1.5646625683984894e-07,0.03180868923664093|-1.5622885030097677e-07,1,-9.949016721577664e-09|Freefall
3020.94140625,1486.0482177734375,1484.7171630859375|0.9995027184486389,1.7064100177321961e-07,0.031532853841781616|-1.703883043546739e-07,1,-1.070097876976206e-08|Freefall
3021.224609375,1486.0245361328125,1484.7249755859375|0.999511182308197,1.503637321320639e-07,0.03126271069049835|-1.501464055309043e-07,1,-9.299301773069146e-09|Freefall
3021.5078125,1485.9871826171875,1484.7327880859375|0.9995191693305969,1.3136781262801378e-07,0.031006429344415665|-1.3118534525347059e-07,1,-7.919092048780385e-09|Freefall
3021.791015625,1485.9361572265625,1484.7406005859375|0.9995266199111938,1.1351056627972866e-07,0.030766243115067482|-1.1336247496274154e-07,1,-6.557824061559359e-09|Freefall
3022.07421875,1485.87158203125,1484.748291015625|0.999533474445343,9.664887556937174e-08,0.030542219057679176|-9.653469135173509e-08,1,-5.213252496361065e-09|Freefall
3022.357421875,1485.79345703125,1484.756103515625|0.999539852142334,8.065207879326408e-08,0.03033367358148098|-8.057137534933645e-08,1,-3.882973498292586e-09|Freefall
3022.640625,1485.70166015625,1484.763916015625|0.999545693397522,6.540478381111825e-08,0.030139682814478874|-6.535717034239497e-08,1,-2.564937151561253e-09|Freefall
3022.923828125,1485.59619140625,1484.771728515625|0.9995511174201965,5.0806406193260045e-08,0.029959291219711304|-5.0791538086514265e-08,1,-1.257239534702137e-09|Freefall
3023.20703125,1485.47705078125,1484.779541015625|0.9995561242103577,3.6769723266161236e-08,0.029791565611958504|-3.678728077716187e-08,1,4.131068404022997e-11|Freefall
3023.490234375,1485.34423828125,1484.787353515625|0.9995607733726501,2.3219197231583166e-08,0.029635626822710037|-2.3268894366879067e-08,1,1.332042254276189e-09|Freefall
3023.7734375,1485.197998046875,1484.795166015625|0.999565064907074,1.0089501678578472e-08,0.029490647837519646|-1.017107553735741e-08,1,2.6160889010640176e-09|Freefall
3024.056640625,1485.0380859375,1484.802978515625|0.9995689988136292,-2.675816013208987e-09,0.029355857521295547|2.562606349343355e-09,1,3.894085054412244e-09|Freefall
3024.33984375,1484.864501953125,1484.810791015625|0.9995726943016052,-1.512556657701225e-08,0.029230544343590736|1.49809409322188e-08,1,5.166757244268183e-09|Freefall
3024.623046875,1484.67724609375,1484.817626953125|0.9995808005332947,-2.679151300810645e-08,0.02895130030810833|2.6616570281134955e-08,1,6.428028331839641e-09|Freefall
3024.90625,1484.476318359375,1484.82421875|0.9995911121368408,-3.649813962169901e-08,0.028594009578227997|3.629395450843731e-08,1,7.65988872331036e-09|Freefall
3025.189453125,1484.261962890625,1484.830810546875|0.9996016025543213,-4.375467810291411e-08,0.028225259855389595|4.3522046411226256e-08,1,8.856322786243709e-09|Freefall
3025.47265625,1484.033935546875,1484.83740234375|0.9996116161346436,-4.858783242411846e-08,0.027868730947375298|4.8327414958748705e-08,1,1.0018012197576809e-08|Freefall
3025.755859375,1483.792236328125,1484.843994140625|0.9996209144592285,-5.121439272670614e-08,0.02753213420510292|5.092673305284734e-08,1,1.1149372092233989e-08|Freefall
3026.1806640625,1483.404052734375,1484.8538818359375|0.9996336698532104,-5.1571326764587866e-08,0.02706422284245491|5.1243691956415205e-08,1,1.279940686771397e-08|Freefall
3026.322265625,1483.267822265625,1484.857177734375|0.9996376037597656,-5.0840849752376016e-08,0.026919038966298103|5.0500091219873866e-08,1,1.3338477877766763e-08|Freefall
3026.60546875,1482.9852294921875,1484.86376953125|0.999644935131073,-4.830040722936246e-08,0.026645734906196594|4.793367835986828e-08,1,1.4401751791126571e-08|Freefall
3026.888671875,1482.6890869140625,1484.870361328125|0.9996516704559326,-4.448810031476569e-08,0.0263918898999691|4.409570664165585e-08,1,1.5449936441314094e-08|Freefall
3027.171875,1482.3792724609375,1484.876953125|0.9996578693389893,-3.95786017293176e-08,0.026155978441238403|3.916080615340434e-08,1,1.648534109222055e-08|Freefall
3027.455078125,1482.0557861328125,1484.883544921875|0.9996635913848877,-3.372189283368243e-08,0.025936685502529144|3.327896536120534e-08,1,1.75089240883608e-08|Freefall
3027.73828125,1481.7186279296875,1484.89013671875|0.9996688365936279,-2.7047345696473712e-08,0.025732818990945816|2.6579490608469314e-08,1,1.8523282463434043e-08|Freefall
3028.021484375,1481.630859375,1484.8956298828125|0.999677836894989,-1.8960216507935e-08,0.025380542501807213|1.8470696971917278e-08,1,1.9521616323459057e-08|Landed
3028.303466796875,1481.618408203125,1484.90087890625|0.9996885657310486,-7.995596185139675e-09,0.024955347180366516|7.486645081655752e-09,1,2.0487895824317093e-08|Landed
3028.586181640625,1481.61669921875,1484.906005859375|0.9996992349624634,6.364814009174324e-09,0.024523461237549782|-6.8921353069129054e-09,1,2.1418198770106756e-08|Landed
3029.010986328125,1481.4794921875,1484.9136962890625|0.9997142553329468,3.4003907245505616e-08,0.023904582485556602|-3.455773267546647e-08,1,2.2755090256509902e-08|Landed
3029.150634765625,1481.417236328125,1484.916259765625|0.9997188448905945,4.47114558710382e-08,0.023710766807198524|-4.527396768594372e-08,1,2.3186972342159606e-08|Landed
3029.431396484375,1481.3851318359375,1484.92138671875|0.9997274875640869,6.804972230156636e-08,0.02334490604698658|-6.86294754359551e-08,1,2.4033223411379367e-08|Landed
3029.712158203125,1481.2984619140625,1484.926513671875|0.9997353553771973,9.366282682776728e-08,0.02300448529422283|-9.425968272580576e-08,1,2.4860975500473614e-08|Running
3029.99462890625,1481.1767578125,1484.931640625|0.9997425675392151,1.0246363757460131e-07,0.022687895223498344|-1.0299912389655219e-07,1,2.243382368760649e-08|Running
3030.277099609375,1481.04052734375,1484.936767578125|0.9997492432594299,9.419275670552452e-08,0.022393520921468735|-9.45916625028076e-08,1,1.6753917364553672e-08|Running
3030.559814453125,1480.890625,1484.9417724609375|0.999755322933197,8.739952050973443e-08,0.02211982198059559|-8.766569692397752e-08,1,1.1063875149375235e-08|Running
3030.843017578125,1480.72705078125,1484.9468994140625|0.9997609257698059,8.188326461322504e-08,0.02186535857617855|-8.202021462011544e-08,1,5.366447730636992e-09|Running
3031.126220703125,1480.5499267578125,1484.9520263671875|0.9997660517692566,7.747056685047937e-08,0.02162878029048443|-7.748141683805443e-08,1,-3.36513289456164e-10|Running
3031.409423828125,1480.3592529296875,1484.9571533203125|0.9997708201408386,7.401147428254262e-08,0.02140883170068264|-7.389902378918123e-08,1,-6.0436859961043865e-09|Running
3031.692138671875,1480.1549072265625,1484.9622802734375|0.9997751712799072,7.13763910198395e-08,0.02120434120297432|-7.114316957768096e-08,1,-1.1753058970498387e-08|Running
3031.968994140625,1479.9368896484375,1484.9674072265625|0.9997791647911072,6.945332842178686e-08,0.021014224737882614|-6.910160266215826e-08,1,-1.7463346324575468e-08|Running
3032.24951171875,1479.7052001953125,1484.9725341796875|0.9997828602790833,6.814549635691947e-08,0.02083747275173664|-6.767729843204506e-08,1,-2.3174239416334785e-08|Running
3032.5322265625,1479.4598388671875,1484.9776611328125|0.9997863173484802,6.736924973438363e-08,0.020673146471381187|-6.678637021195755e-08,1,-2.8885548175594522e-08|Running
3032.81494140625,1479.2667236328125,1484.9827880859375|0.9997894167900085,6.70522837253884e-08,0.020520370453596115|-6.63563213265661e-08,1,-3.459662067939462e-08|Running
3033.097900390625,1479.2362060546875,1484.9879150390625|0.9997923374176025,6.713211320175105e-08,0.020378336310386658|-6.632448901200405e-08,1,-4.0307185145138646e-08|Running
3033.381103515625,1479.2579345703125,1484.9930419921875|0.9997950196266174,6.755472270469909e-08,0.020246289670467377|-6.663670149009704e-08,1,-4.6017124333275206e-08|Running
3033.660888671875,1479.294677734375,1484.9981689453125|0.999797523021698,6.827342957649307e-08,0.020123526453971863|-6.724613399455848e-08,1,-5.172597639102605e-08|Running
3034.083740234375,1479.3375244140625,1485.005859375|0.9998009204864502,6.982147482403889e-08,0.019954022020101547|-6.863218260377835e-08,1,-6.028665922030996e-08|Running
3034.224853515625,1479.3485107421875,1485.0084228515625|0.9998019337654114,7.044806693556893e-08,0.019901540130376816|-6.920520689845944e-08,1,-6.313909040045473e-08|Running
3034.505859375,1479.3695068359375,1485.0135498046875|0.999803900718689,7.184132755355677e-08,0.01980280689895153|-7.04918790006559e-08,1,-6.884246062099919e-08|Running
3034.9296875,1479.3994140625,1485.021240234375|0.9998065829277039,7.423388836969025e-08,0.01966669410467148|-7.27258679944498e-08,1,-7.73937571807437e-08|Running
3035.0712890625,1479.4083251953125,1485.0234375|0.999808669090271,7.518245581650262e-08,0.019561558961868286|-7.362686460510304e-08,1,-8.024334618994544e-08|Running
3035.49609375,1479.4296875,1485.0294189453125|0.9998177289962769,8.015712182896095e-08,0.019093256443738937|-7.847602745414406e-08,1,-8.879578672349453e-08|Running
3035.779296875,1479.441162109375,1485.0333251953125|0.9998241662979126,8.599626966088181e-08,0.018751904368400574|-8.423894826137257e-08,1,-9.450425153545439e-08|Running
3036.060791015625,1479.451416015625,1485.0372314453125|0.9998303055763245,8.134490769862168e-08,0.01842246949672699|-7.975209825872298e-08,1,-8.719504052123739e-08|Running
3036.34326171875,1479.4632568359375,1485.0411376953125|0.9998359680175781,6.603393387649703e-08,0.01811167038977146|-6.483332981588319e-08,1,-6.68763036060227e-08|Running
3036.62646484375,1479.476318359375,1485.0450439453125|0.9998412132263184,5.239974498749689e-08,0.017821023240685463|-5.157797033916722e-08,1,-4.657227847815193e-08|Running
3036.76806640625,1479.4813232421875,1485.0469970703125|0.9998436570167542,4.6143444620838636e-08,0.017683785408735275|-4.550642884737499e-08,1,-3.642506740675344e-08|Running
3037.05126953125,1479.48779296875,1485.0509033203125|0.9998481869697571,3.461527242620832e-08,0.0174235962331295|-3.4339272758643347e-08,1,-1.6139596326070205e-08|Running
3037.333984375,1479.4927978515625,1485.0548095703125|0.9998524188995361,2.4260765840722343e-08,0.017180824652314186|-2.4335376380690832e-08,1,4.133600572941987e-09|Running
3037.6171875,1479.499267578125,1485.0587158203125|0.9998562335968018,1.4926163416362215e-08,0.01695479266345501|-1.5342001447038456e-08,1,2.439618462801718e-08|Running
3037.896484375,1479.5120849609375,1485.061767578125|0.9998624920845032,7.240814170472731e-09,0.01658174768090248|-7.982216665425312e-09,1,4.464580882768132e-08|Running
3038.174560546875,1479.5228271484375,1485.064453125|0.9998697638511658,2.752613470491383e-09,0.016137180849909782|-3.800094461325898e-09,1,6.488035353413579e-08|Running
3038.4560546875,1479.52880859375,1485.067138671875|0.9998769760131836,1.9836758902158635e-09,0.015687262639403343|-3.3190830084350864e-09,1,8.510080817814014e-08|Running
3038.73876953125,1479.5347900390625,1485.06982421875|0.9998836517333984,4.8038337752132065e-09,0.01525526586920023|-6.411100095249367e-09,1,1.0530921912277336e-07|Running
3039.019775390625,1479.5413818359375,1485.072509765625|0.9998897314071655,8.69617267085232e-09,0.014848504215478897|-1.0290148289016088e-08,1,1.0727282528932847e-07|Running
3039.301513671875,1479.551513671875,1485.0751953125|0.9998953342437744,1.3249555230743226e-08,0.014468415640294552|-1.456779497033267e-08,1,9.100612885504233e-08|Running
3039.5830078125,1479.564208984375,1485.076904296875|0.9999026656150818,2.1407265293760247e-08,0.013951532542705536|-2.2452301351449933e-08,1,7.474814367469662e-08|Running
3039.86474609375,1479.56982421875,1485.0782470703125|0.9999105930328369,3.51819977595369e-08,0.013373007997870445|-3.596755249191119e-08,1,5.850132467344338e-08|Running
3040.146484375,1480.00927734375,1485.0797119140625|0.9999182224273682,5.516362122648388e-08,0.012787973508238792|-5.5708742507931674e-08,1,4.22713206660319e-08|Jumping
3040.429443359375,1480.4351806640625,1485.0811767578125|0.9999251365661621,8.1088316505884e-08,0.012234526686370373|-8.141326901522916e-08,1,2.6062677349614205e-08|Freefall
3040.712646484375,1480.8475341796875,1485.0826416015625|0.9999313354492188,1.1221844431474892e-07,0.011718770489096642|-1.1234188690423252e-07,1,9.875762430056056e-09|Freefall
3041.137451171875,1481.4404296875,1485.0848388671875|0.9999394416809082,1.2986178887786082e-07,0.011005902662873268|-1.2978226493487455e-07,1,-7.940040624987432e-09|Freefall
3041.279052734375,1481.6312255859375,1485.0855712890625|0.9999418258666992,1.314790694095791e-07,0.010785108432173729|-1.313486706067124e-07,1,-1.2799202586677438e-08|Freefall
3041.562255859375,1482.0025634765625,1485.0870361328125|0.9999462366104126,1.3720078584356088e-07,0.010369698517024517|-1.3697479062102502e-07,1,-2.2504545782453533e-08|Freefall
3041.987060546875,1482.5341796875,1485.0892333984375|0.9999520182609558,1.511625242756054e-07,0.009796964935958385|-1.5080698290148575e-07,1,-3.702925965853865e-08|Freefall
3042.128662109375,1482.70458984375,1485.0899658203125|0.9999537467956543,1.5707983891388722e-07,0.009619714692234993|-1.566843934597273e-07,1,-4.186187041455014e-08|Freefall
3042.411865234375,1483.03515625,1485.0914306640625|0.9999569058418274,1.5351284332609794e-07,0.009286307729780674|-1.530973747776443e-07,1,-4.5451145069819177e-08|Freefall
3042.695068359375,1483.35205078125,1485.0928955078125|0.9999597072601318,1.3484253713613725e-07,0.008976795710623264|-1.3446224045310373e-07,1,-4.296670041981088e-08|Freefall
3042.978271484375,1483.6552734375,1485.0943603515625|0.9999622702598572,1.1781419573253515e-07,0.008689215406775475|-1.1746693928671448e-07,1,-4.047430479658942e-08|Freefall
3043.261474609375,1483.9449462890625,1485.0958251953125|0.9999645352363586,1.0220442447916867e-07,0.008421914651989937|-1.0188822585632806e-07,1,-3.79742957079543e-08|Freefall
3043.544677734375,1484.2210693359375,1485.0972900390625|0.9999666213989258,8.78209007737496e-08,0.008173426613211632|-8.753393387905817e-08,1,-3.5467884629269975e-08|Freefall
3043.827880859375,1484.4835205078125,1485.0987548828125|0.9999684691429138,7.449759920064025e-08,0.00794241577386856|-7.423819425866895e-08,1,-3.295584605211843e-08|Freefall
3044.111083984375,1484.7322998046875,1485.09912109375|0.9999713897705078,6.285641518388729e-08,0.007564852014183998|-6.262797569434042e-08,1,-3.043444607442325e-08|Freefall
3044.394287109375,1484.9674072265625,1485.099365234375|0.9999746680259705,5.445996720254698e-08,0.007116119842976332|-5.426285198950609e-08,1,-2.789284181403673e-08|Freefall
3044.677490234375,1485.1888427734375,1485.099365234375|0.9999778270721436,4.9833921877961984e-08,0.006662346888333559|-4.9666283530314104e-08,1,-2.5327492991777945e-08|Freefall
3044.960693359375,1485.3968505859375,1485.099365234375|0.999980628490448,4.884494231305325e-08,0.006226771045476198|-4.870432235293265e-08,1,-2.2734912619171155e-08|Freefall
3045.243896484375,1485.5911865234375,1485.099365234375|0.9999830722808838,5.113652079558051e-08,0.005816684104502201|-5.102037903270684e-08,1,-2.011542044044745e-08|Freefall
3045.527099609375,1485.7718505859375,1485.0992431640625|0.9999852180480957,5.6311321827706706e-08,0.005433503072708845|-5.621721399506896e-08,1,-1.747284983366626e-08|Freefall
3045.810302734375,1485.9388427734375,1485.0992431640625|0.9999871253967285,6.399409357982222e-08,0.0050765410996973515|-6.391974238795228e-08,1,-1.4809024229123224e-08|Freefall
3046.093505859375,1486.0921630859375,1485.0992431640625|0.9999887347221375,7.384932132481481e-08,0.004744403064250946|-7.379262001450115e-08,1,-1.2125783932503964e-08|Freefall
3046.376708984375,1486.2320556640625,1485.0992431640625|0.9999901652336121,8.55831245871741e-08,0.00443551130592823|-8.554216179845753e-08,1,-9.424493185861138e-09|Freefall
3046.659912109375,1486.3582763671875,1485.0992431640625|0.9999914169311523,9.894009878053112e-08,0.0041482942178845406|-9.891312657828166e-08,1,-6.706021071778423e-09|Freefall
3046.943115234375,1486.4708251953125,1485.0992431640625|0.9999924898147583,1.136990093186796e-07,0.003881255630403757|-1.1368445029802388e-07,1,-3.972689288644915e-09|Freefall
3047.226318359375,1486.5697021484375,1485.0992431640625|0.9999933838844299,1.2966843598860578e-07,0.0036329850554466248|-1.2966484064236283e-07,1,-1.2256966552826043e-09|Freefall
3047.509521484375,1486.6549072265625,1485.0992431640625|0.9999942183494568,1.466828649654417e-07,0.0034021674655377865|-1.4668893300040509e-07,1,1.5324396196447765e-09|Freefall
3047.792724609375,1486.7265625,1485.0992431640625|0.9999949336051941,1.6459922846934205e-07,0.0031875749118626118|-1.6461378038457042e-07,1,4.301223377467522e-09|Freefall
3048.217529296875,1486.80859375,1485.0992431640625|0.9999958276748657,1.3859416014838644e-07,0.0028912806883454323|-1.3861097158951452e-07,1,5.616541898234573e-09|Freefall
3048.500732421875,1486.84619140625,1485.0992431640625|0.9999963045120239,1.220952583480539e-07,0.0027107466012239456|-1.2211333455525164e-07,1,6.502445693001846e-09|Freefall
3048.642333984375,1486.85986328125,1485.0992431640625|0.999996542930603,1.1406068267660885e-07,0.0026261743623763323|-1.1407932021256784e-07,1,6.947581177030315e-09|Freefall
3049.067138671875,1486.88037109375,1485.0977783203125|0.9999977946281433,9.235139231122957e-08,0.002104835817590356|-9.236908482535e-08,1,8.308076893115413e-09|Freefall
3049.208740234375,1486.8804931640625,1485.09716796875|0.9999982118606567,8.645447024946407e-08,0.0019015164580196142|-8.647131721772894e-08,1,8.777375271051824e-09|Freefall
3049.633544921875,1486.8603515625,1485.0953369140625|0.9999991655349731,7.330285711759643e-08,0.0012923663016408682|-7.331615847760986e-08,1,1.0243052628311489e-08|Freefall
3049.775146484375,1486.8468017578125,1485.0947265625|0.9999994039535522,7.039842842004873e-08,0.0010978877544403076|-7.041027316745385e-08,1,1.0750878409737652e-08|Freefall
3050.199951171875,1486.78564453125,1485.0928955078125|0.9999998211860657,6.55324754461617e-08,0.0005489533650688827|-6.553925402386085e-08,1,1.2327602050277164e-08|Freefall
3050.341552734375,1486.7584228515625,1485.09228515625|0.9999999403953552,6.508112448955217e-08,0.0003783398133236915|-6.508599881271948e-08,1,1.2869135090909367e-08|Freefall
3050.624755859375,1486.69384765625,1485.091064453125|1,6.566972388100112e-08,0.000057005647249752656|-6.567051968886517e-08,1,1.3972844215004443e-08|Freefall
3050.907958984375,1486.61572265625,1485.08984375|1,6.801697338687518e-08,-0.0002415475610177964|-6.801332830264073e-08,1,1.5100850347948835e-08|Freefall
3051.191162109375,1486.52392578125,1485.088623046875|0.9999998807907104,7.188219797171769e-08,-0.0005190392257645726|-7.187377093487157e-08,1,1.6252288403961757e-08|Freefall
3051.615966796875,1486.360595703125,1485.0867919921875|0.9999995827674866,8.008917973256757e-08,-0.000902137195225805|-8.007295804191017e-08,1,1.8017804137571147e-08|Freefall
3051.757568359375,1486.29931640625,1485.0858154296875|0.9999994039535522,8.356582981150495e-08,-0.0010837754234671593|-8.354570013580087e-08,1,1.8617843267065837e-08|Freefall
3052.040771484375,1486.16650390625,1485.08349609375|0.9999988079071045,9.28403167677061e-08,-0.001525637460872531|-9.281013291229101e-08,1,1.9854923039019923e-08|Freefall
3052.465576171875,1485.9420166015625,1485.079833984375|0.9999974966049194,1.1409584743660162e-07,-0.002234005369246006|-1.140473671057407e-07,1,2.1828331142614843e-08|Freefall
3052.607177734375,1485.8603515625,1485.07861328125|0.9999969601631165,1.2319931386173266e-07,-0.002462894655764103|-1.2314421837800182e-07,1,2.2520028508665746e-08|Freefall
3052.890380859375,1485.686767578125,1485.0760498046875|0.9999958276748657,1.441185304429382e-07,-0.0028988970443606377|-1.4404970727355249e-07,1,2.395063880555881e-08|Freefall
