yahayuk zepetto|false|12018
-153.7749481201172,463.2752990722656,-187.3035125732422|-0.8069729804992676,-2.4716319657613894e-08,0.5905884504318237|-2.3076118793596834e-10,1,4.1535017203386815e-08|Freefall
-153.8335418701172,463.3060607910156,-187.2613983154297|-0.8065814971923828,-2.0628021957236342e-08,0.5911228656768799|-1.3932422993079285e-09,1,3.299527051581208e-08|Freefall
-154.16586303710938,463.3485107421875,-187.01632690429688|-0.8052623271942139,-4.013168908301168e-09,0.5929189920425415|-8.155832453837775e-09,1,-4.308203127578736e-09|Freefall
-154.5396270751953,463.39630126953125,-186.7406768798828|-0.8037736415863037,1.4765491940238462e-08,0.5949356555938721|-1.5861514768289453e-08,1,-4.6247976115409983e-08|Freefall
-154.55789184570312,463.39862060546875,-186.7272186279297|-0.8037006258964539,1.5685211351978978e-08,0.5950338840484619|-1.6240594646887985e-08,1,-4.8296051602392254e-08|Freefall
-154.86624145507812,463.3270263671875,-186.49929809570312|-0.808680534362793,2.8967200194074394e-08,0.5882482528686523|-2.2293717094612475e-08,1,-7.989094541471786e-08|Freefall
-155.1741180419922,463.25555419921875,-186.27174377441406|-0.8135955929756165,4.198280123546283e-08,0.5814311504364014|-2.807200161214496e-08,1,-1.1148706846597634e-07|Freefall
-155.20123291015625,463.249267578125,-186.25169372558594|-0.8140258193016052,4.311755930075378e-08,0.5808287262916565|-2.856831393671655e-08,1,-1.1427276547237852e-07|Freefall
-155.5949249267578,463.02392578125,-185.9896240234375|-0.846805214881897,-2.161411138956737e-08,0.5319032669067383|-1.719633324626102e-08,1,1.3258366848845071e-08|Freefall
-155.95005798339844,462.8206787109375,-185.75323486328125|-0.8738572001457214,-7.42740340342607e-08,0.48618271946907043|-1.3394833686675156e-08,1,1.2869413978933153e-07|Freefall
-156.30020141601562,462.6772155761719,-185.57452392578125|-0.9055782556533813,-3.6484856025253976e-08,0.42417919635772705|1.21352172754996e-09,1,8.860356359718935e-08|Freefall
-156.6170654296875,462.5473937988281,-185.41281127929688|-0.9305005669593811,-3.875166854072631e-09,0.366290807723999|1.680927752545358e-08,1,5.3280658107723866e-08|Freefall
-156.66708374023438,462.5268859863281,-185.3872833251953|-0.9340997338294983,1.1265547383843e-09,0.35701215267181396|1.9473816337267635e-08,1,4.7796500979302436e-08|Landed
-157.0738525390625,462.3293762207031,-185.24404907226562|-0.9504464268684387,1.700745322352759e-08,0.31088924407958984|1.577681452147317e-08,1,-6.473177105448258e-09|Landed
-157.421630859375,462.1605224609375,-185.12159729003906|-0.9626184105873108,2.852110547735265e-08,0.27086126804351807|1.4724553132339224e-08,1,-5.296800154042103e-08|Running
-157.8236541748047,461.863525390625,-185.01925659179688|-0.97483891248703,1.8750144548107528e-08,0.22291100025177002|6.7580501195152465e-09,1,-5.4560523210511747e-08|Running
-158.24044799804688,461.5556335449219,-184.91314697265625|-0.9849879741668701,8.388632011246955e-09,0.1726241111755371|-1.4074128529273366e-09,1,-5.662550250917775e-08|Running
-158.2694854736328,461.5341796875,-184.90576171875|-0.985598623752594,7.65858398921182e-09,0.16910164058208466|-1.9722465882665574e-09,1,-5.6784948299082316e-08|Running
-158.64158630371094,461.716796875,-184.85711669921875|-0.9948919415473938,4.274120612990373e-09,0.10094642639160156|-2.4539552612168336e-09,1,-6.652580708532696e-08|Running
-159.01849365234375,461.9017639160156,-184.80784606933594|-0.9995062351226807,1.438884567050991e-10,0.031423211097717285|-2.2580444181130588e-09,1,-7.640284138688003e-08|Running
-159.03030395507812,461.9075622558594,-184.80630493164062|-0.9995723962783813,3.286998060889057e-12,0.029240893200039864|-2.2407957711578774e-09,1,-7.671189905522624e-08|Running
-159.48675537109375,462.2953186035156,-184.81674194335938|-0.9994527101516724,5.66192426276757e-10,-0.03308004140853882|2.6305748690447217e-09,1,-6.236216165689257e-08|Running
-159.80291748046875,462.5639343261719,-184.82395935058594|-0.9970935583114624,1.4789893754141303e-09,-0.07618659734725952|5.476238129631383e-09,1,-5.225768973105005e-08|Running
-159.9275360107422,462.6697998046875,-184.82681274414062|-0.9956526756286621,1.9559949215874894e-09,-0.09314363449811935|6.477639757918041e-09,1,-4.8242526418107445e-08|Running
-160.34396362304688,463.4573974609375,-184.8734130859375|-0.9910369515419006,5.887717868802156e-09,-0.13358920812606812|4.267994846429701e-09,1,1.2410997562994908e-08|Running
-160.7732391357422,464.2693176269531,-184.9214324951172|-0.9845594167709351,1.2509065783206097e-08,-0.17505085468292236|-5.919105205975939e-10,1,7.478877250832738e-08|Running
-160.79434204101562,464.3092346191406,-184.92379760742188|-0.984196126461029,1.2901650414676169e-08,-0.17708198726177216|-8.98310703600913e-10,1,7.784961297829796e-08|Running
-161.27420043945312,465.211669921875,-185.0241241455078|-0.9737206101417542,3.0743201762106764e-08,-0.22774630784988403|3.9108982718971674e-10,1,1.3331666082194715e-07|Running
-161.61288452148438,465.8486022949219,-185.0949249267578|-0.964756190776825,4.497248085044703e-08,-0.26314544677734375|-4.26844337653165e-10,1,1.7246841821361159e-07|Running
-161.6749267578125,465.96527099609375,-185.10789489746094|-0.9629741907119751,4.772415351794734e-08,-0.2695935070514679|-7.316098837861773e-10,1,1.796359185846086e-07|Running
-162.15280151367188,466.7280578613281,-185.2637176513672|-0.9452317953109741,5.9261992646497674e-08,-0.32639968395233154|-1.2683187833317788e-10,1,1.8192994843957422e-07|Running
-162.6249542236328,467.481689453125,-185.4176788330078|-0.9244139194488525,7.057307982449856e-08,-0.3813907206058502|3.356429023604335e-10,1,1.8422788627958653e-07|Running
-163.18495178222656,468.2102966308594,-185.68161010742188|-0.8878072500228882,9.046081572705589e-08,-0.4602154493331909|6.040608013790916e-10,1,1.953965806933411e-07|Running
-163.52867126464844,468.6575012207031,-185.84361267089844|-0.8619970083236694,1.0277032913563744e-07,-0.5069133639335632|2.878456917265737e-10,1,2.0224798902290786e-07|Running
-163.9454345703125,469.0859069824219,-186.10630798339844|-0.833725094795227,1.0885494816648134e-07,-0.5521796941757202|1.3201173487686901e-10,1,1.9693749209181988e-07|Running
-164.17752075195312,469.324462890625,-186.2526092529297|-0.816946804523468,1.1200761917962154e-07,-0.5767130851745605|1.681641492723429e-10,1,1.9397899109208083e-07|Running
-164.2052001953125,469.3529052734375,-186.27005004882812|-0.8148980736732483,1.1237202102165611e-07,-0.5796042680740356|1.783390241039129e-10,1,1.9362640557574196e-07|Running
-164.56121826171875,469.6102294921875,-186.5350341796875|-0.8001024127006531,1.0443034881291169e-07,-0.5998636484146118|-5.60262947146839e-11,1,1.7416485320609354e-07|Running
-164.9270477294922,469.8746337890625,-186.8073272705078|-0.7843742370605469,9.579435555906457e-08,-0.6202878952026367|2.1180102116602484e-10,1,1.5416748055940843e-07|Running
-165.24331665039062,469.97821044921875,-187.05923461914062|-0.7842157483100891,8.247393878946241e-08,-0.6204882860183716|1.3178080848774698e-10,1,1.327512393345387e-07|Running
-165.67735290527344,470.1203308105469,-187.40493774414062|-0.7839981317520142,6.418650855266606e-08,-0.6207631826400757|3.086952915509755e-11,1,1.0336036382341263e-07|Running
-165.70924377441406,470.1307678222656,-187.43032836914062|-0.7839820981025696,6.284276565793334e-08,-0.6207833886146545|2.3862913381411666e-11,1,1.0120125182311313e-07|Freefall
-165.95541381835938,470.4263610839844,-187.62530517578125|-0.7849974036216736,5.365306776639045e-08,-0.6194990873336792|4.8412829301014426e-11,1,8.654583893985546e-08|Freefall
-166.2149658203125,470.738037109375,-187.8308868408203|-0.7860656976699829,4.3983298780858604e-08,-0.6181430816650391|4.830091882013221e-11,1,7.10924865643392e-08|Freefall
-166.4147186279297,470.9778747558594,-187.98910522460938|-0.7868860960006714,3.6556144777932786e-08,-0.6170982718467712|3.0055152810959385e-11,1,5.920044898743981e-08|Landed
-166.70639038085938,471.47735595703125,-188.21461486816406|-0.7999479174613953,2.5170717066202997e-08,-0.6000694036483765|5.579003925504367e-10,1,4.1202607548029846e-08|Landed
-167.03146362304688,472.0340270996094,-188.46595764160156|-0.8140709400177002,1.2837507057383846e-08,-0.580765426158905|6.909267602495106e-10,1,2.1135976524533362e-08|Running
-167.39385986328125,472.2521667480469,-188.71435546875|-0.83597731590271,9.685725554930968e-10,-0.548764169216156|2.06535832880661e-09,1,-1.3813215016256208e-09|Running
-167.6259002685547,472.391845703125,-188.87339782714844|-0.8493463397026062,-6.239167849031446e-09,-0.5278360843658447|2.486466144091537e-09,1,-1.582127140409284e-08|Running
-167.75230407714844,472.4679260253906,-188.9600372314453|-0.8564075231552124,-1.0033811115306435e-08,-0.5163004994392395|2.564940260185722e-09,1,-2.3688617289963076e-08|Running
-168.10963439941406,472.3691711425781,-189.1597442626953|-0.8791550993919373,-1.7856240930314016e-08,-0.47653573751449585|4.478344806102541e-09,1,-4.57329853986721e-08|Running
-168.41983032226562,472.283447265625,-189.33311462402344|-0.8974074125289917,-2.3870798671055127e-08,-0.4412030577659607|5.319176210605292e-09,1,-6.492307136340969e-08|Running
-168.5309295654297,472.25274658203125,-189.39520263671875|-0.9036010503768921,-2.5847702644909987e-08,-0.4283750057220459|5.434620309330285e-09,1,-7.180258165817577e-08|Running
-168.90309143066406,472.2299499511719,-189.5621337890625|-0.9202841520309448,-3.162440975756908e-08,-0.3912507891654968|7.552188208137522e-09,1,-9.859292049441137e-08|Running
-169.23626708984375,472.2095642089844,-189.71157836914062|-0.933927059173584,-3.587808095062428e-08,-0.35746368765830994|8.521673144912256e-09,1,-1.2263259918654512e-07|Running
-169.4222869873047,472.271484375,-189.77960205078125|-0.9402626752853394,-3.424410266461564e-08,-0.34044981002807617|8.396739303861978e-09,1,-1.237751803273568e-07|Running
-169.67030334472656,472.3540344238281,-189.8702850341797|-0.9482272863388062,-3.2019126905424855e-08,-0.3175925016403198|8.19796142081941e-09,1,-1.2529467596777977e-07|Running
-169.79421997070312,472.395263671875,-189.91558837890625|-0.951998770236969,-3.08879393173811e-08,-0.30610179901123047|8.084864333568476e-09,1,-1.2605191557213402e-07|Running
-170.1294403076172,473.2964782714844,-190.02627563476562|-0.9549825191497803,-1.2215709332963343e-08,-0.29666244983673096|3.054974939686872e-09,1,-5.101135513996269e-08|Running
-170.48313903808594,474.2474060058594,-190.14308166503906|-0.9580292701721191,6.703793964391025e-09,-0.2866707444190979|-1.446720965248005e-09,1,2.8219801606610417e-08|Running
-170.56100463867188,474.45672607421875,-190.16879272460938|-0.9586857557296753,1.0760198954073985e-08,-0.28446725010871887|-2.3264818960200273e-09,1,4.566629030477998e-08|Running
-170.95672607421875,475.1767578125,-190.28700256347656|-0.9586912989616394,2.0929032729100072e-08,-0.2844488024711609|-4.614637560962365e-09,1,8.913040971947339e-08|Running
-171.4459991455078,476.0669860839844,-190.4331512451172|-0.9586980938911438,3.350043797922808e-08,-0.28442615270614624|-7.442515936872951e-09,1,1.4286854366218904e-07|Running
-171.50674438476562,476.1775207519531,-190.4512939453125|-0.9586987495422363,3.506114509832514e-08,-0.2844233512878418|-7.793532041944218e-09,1,1.4954044047499337e-07|Running
-171.8316192626953,476.6567687988281,-190.54766845703125|-0.9586988687515259,3.2844770458950734e-08,-0.2844231128692627|-7.3214465601267875e-09,1,1.4015677152201533e-07|Running
-172.27371215820312,477.3089294433594,-190.6788330078125|-0.9586989283561707,2.98286515487689e-08,-0.28442278504371643|-6.679042208190822e-09,1,1.273872669571574e-07|Running
-172.70089721679688,477.81005859375,-190.80557250976562|-0.9586989879608154,2.691964340328923e-08,-0.2844228744506836|-6.0594516071432736e-09,1,1.1507102470886821e-07|Running
-173.07704162597656,478.2513427734375,-190.9171600341797|-0.9586989283561707,2.435812973544671e-08,-0.2844228744506836|-5.5138649202035594e-09,1,1.0422603224924387e-07|Running
-173.1365509033203,478.3211669921875,-190.934814453125|-0.9586989283561707,2.3952866357035418e-08,-0.28442278504371643|-5.427546412306583e-09,1,1.0251024207263981e-07|Running
-173.5692138671875,478.6903991699219,-191.06317138671875|-0.9586989283561707,2.1012215967175507e-08,-0.2844228744506836|-4.801211872518252e-09,1,9.006004120237776e-08|Running
-173.95750427246094,479.0217590332031,-191.17837524414062|-0.9586989283561707,1.8373022214746015e-08,-0.2844228744506836|-4.239080197976364e-09,1,7.888615982665215e-08|Running
-173.9993896484375,479.0574951171875,-191.1907958984375|-0.9586989283561707,1.808838057115736e-08,-0.284422904253006|-4.178460244474991e-09,1,7.768103671423887e-08|Freefall
-174.33445739746094,479.2567138671875,-191.2902069091797|-0.958699107170105,1.5796437935478025e-08,-0.28442269563674927|-3.6902889632983715e-09,1,6.797738194563863e-08|Freefall
-174.77938842773438,479.521240234375,-191.4221954345703|-0.9586989283561707,1.2752941813687357e-08,-0.2844228744506836|-3.0420537200370745e-09,1,5.509176759233014e-08|Freefall
-174.85508728027344,479.5662536621094,-191.4446563720703|-0.9586989283561707,1.2235155999462677e-08,-0.284422904253006|-2.931774156778033e-09,1,5.289955495868526e-08|Climbing
-175.1862030029297,479.9555969238281,-191.5428924560547|-0.9615298509597778,8.360484748948238e-09,-0.27470046281814575|-2.0336123895958735e-09,1,3.755313926490089e-08|Climbing
-175.44859313964844,480.26409912109375,-191.62074279785156|-0.9637030959129333,5.3972901703502885e-09,-0.2669762074947357|-1.4322915076192544e-09,1,2.538650889505334e-08|Climbing
-175.46339416503906,480.5567932128906,-191.62513732910156|-0.9699941873550415,2.7436048988249695e-09,-0.24312877655029297|-5.692113447253178e-10,1,1.3555508715512588e-08|Climbing
-175.47572326660156,480.80084228515625,-191.6287841796875|-0.9747886657714844,7.494549425501873e-10,-0.22313088178634644|-7.281442115925074e-11,1,3.6769132183422926e-09|Climbing
-175.48397827148438,480.96417236328125,-191.63124084472656|-0.9777668118476868,-4.736153136342125e-10,-0.20969511568546295|1.4587231422780178e-10,1,-2.9387636768518632e-09|Climbing
-175.48397827148438,481.3258972167969,-191.63124084472656|-0.9847632646560669,-2.269271881516488e-09,-0.17390048503875732|8.980629573329679e-10,1,-1.8134802104441405e-08|Climbing
-175.48397827148438,481.59423828125,-191.63124084472656|-0.9891073107719421,-3.2446281217346495e-09,-0.14719636738300323|1.0977490028096781e-09,1,-2.941933807676378e-08|Climbing
-175.49148559570312,481.9041748046875,-191.63218688964844|-0.9910502433776855,-4.223023708505025e-09,-0.13348960876464844|1.5487131577174296e-09,1,-4.31335109851716e-08|Climbing
-175.4965362548828,482.1122741699219,-191.63282775878906|-0.9922482371330261,-4.773564654669826e-09,-0.12427181005477905|1.7449668376912086e-09,1,-5.234498345885186e-08|Climbing
-175.49874877929688,482.203857421875,-191.6331024169922|-0.9927482604980469,-4.988722768217713e-09,-0.12021207064390182|1.8041914628952327e-09,1,-5.639891753617121e-08|Running
-175.6181182861328,482.6806945800781,-191.64541625976562|-0.9948388934135437,-5.052921636661267e-09,-0.10146689414978027|1.9631620773452596e-09,1,-6.904666349782929e-08|Running
-175.73985290527344,483.16705322265625,-191.65798950195312|-0.9966068863868713,-4.871981928999958e-09,-0.08230984210968018|1.8795383027736534e-09,1,-8.194800216188014e-08|Running
-175.7572021484375,483.236328125,-191.65977478027344|-0.9968286156654358,-4.8259440887932215e-09,-0.07957816869020462|1.8474267671209077e-09,1,-8.37856930502312e-08|Running
-176.14112854003906,483.90484619140625,-191.68545532226562|-0.9982087016105652,-4.2602401606472995e-09,-0.059828341007232666|1.7604762092560122e-09,1,-1.0058037958060595e-07|Running
-176.43997192382812,484.4252014160156,-191.7054443359375|-0.9990121126174927,-3.589239128132249e-09,-0.04443877935409546|1.4626770905579178e-09,1,-1.1365008845132252e-07|Running
-176.461181640625,484.4621276855469,-191.7068634033203|-0.9990601539611816,-3.5339340342943615e-09,-0.04334589093923569|1.4338830123250546e-09,1,-1.1457763093858375e-07|Running
-176.65652465820312,484.62158203125,-191.71376037597656|-0.9992289543151855,-3.4062992426697747e-09,-0.03926318883895874|1.4221512856238405e-09,1,-1.2294827911318862e-07|Running
-177.01153564453125,484.9113464355469,-191.7262725830078|-0.9994930624961853,-3.0867184364069544e-09,-0.03184199333190918|1.3132748222233204e-09,1,-1.3816043065162376e-07|Running
-177.1118621826172,484.9932556152344,-191.7298126220703|-0.9995575547218323,-2.975897084311896e-09,-0.029744485393166542|1.2620426925735728e-09,1,-1.4245939894408366e-07|Running
-177.56700134277344,485.3267822265625,-191.7433624267578|-0.9995575547218323,-3.3337528293486685e-09,-0.029744446277618408|1.443154928892909e-09,1,-1.6057660445767397e-07|Running
-177.93458557128906,485.5961608886719,-191.75430297851562|-0.9995575547218323,-3.622766087119089e-09,-0.029744446277618408|1.5894201510491257e-09,1,-1.75208697328344e-07|Running
