yahayuk zepetto|false|12018
403.1540222167969,471.48974609375,430.0202941894531|-0.26247429847717285,-5.44855538464617e-08,-0.9649389982223511|1.833560148156721e-08,1,-6.145277353653e-08|Freefall
403.08837890625,471.8260192871094,429.7928161621094|-0.288440465927124,-8.170179199851191e-08,-0.9574978351593018|2.9323260264391138e-08,1,-9.416188362365574e-08|Freefall
403.0216979980469,472.1676330566406,429.5617370605469|-0.3146045506000519,-1.0874891387402386e-07,-0.9492228031158447|3.95771095895725e-08,1,-1.2768346380198636e-07|Freefall
402.9117126464844,472.5699462890625,429.2434387207031|-0.34266647696495056,-6.186648704442632e-08,-0.9394571185112|2.2143723299450357e-08,1,-7.393035161840089e-08|Freefall
402.8033447265625,472.96636962890625,428.9298095703125|-0.3700207769870758,-1.661030601951552e-08,-0.9290235042572021|6.535595176160314e-09,1,-2.0482380236330755e-08|Freefall
402.6348571777344,473.3766174316406,428.5301208496094|-0.4031424820423126,3.222031352834165e-08,-0.9151372313499451|-1.5479038495413988e-08,1,4.202711068046483e-08|Freefall
402.50531005859375,473.6920166015625,428.2228088378906|-0.4282563030719757,6.865226254149093e-08,-0.9036573171615601|-3.087022193426492e-08,1,9.060141081818074e-08|Freefall
402.30718994140625,474.0321044921875,427.8105163574219|-0.4321708679199219,5.248059409268535e-08,-0.9017917513847351|-2.4155148992122122e-08,1,6.977192157364698e-08|Freefall
402.0906677246094,474.40380859375,427.3598937988281|-0.43643996119499207,3.48789370718805e-08,-0.8997333645820618|-1.691919315760515e-08,1,4.6972971290415444e-08|Freefall
401.7806396484375,474.9206848144531,426.73699951171875|-0.4466482102870941,-1.8793750555801125e-08,-0.8947097063064575|7.70251062931493e-09,1,-2.4850587365676802e-08|Freefall
401.7196960449219,475.0223083496094,426.6145324707031|-0.44864821434020996,-2.927299469490663e-08,-0.8937084078788757|1.2446600194948587e-08,1,-3.900280987068072e-08|Freefall
401.5625305175781,475.2517395019531,426.30145263671875|-0.4486481845378876,-5.509292932970311e-08,-0.8937084674835205|2.4263210107733357e-08,1,-7.38256105137225e-08|Landed
401.4148864746094,475.4673156738281,426.0072937011719|-0.4486483037471771,-7.935287982263617e-08,-0.8937084078788757|3.536588621955161e-08,1,-1.0654449766889229e-07|Landed
401.3702697753906,475.5324401855469,425.9184265136719|-0.44864821434020996,-8.668271078704493e-08,-0.8937084078788757|3.8720422423921264e-08,1,-1.1643010111583862e-07|Landed
401.1005859375,475.8680419921875,425.38116455078125|-0.44864821434020996,-5.51818182259467e-08,-0.8937084674835205|2.4886613658736678e-08,1,-7.423803083383973e-08|Running
401.04974365234375,475.9313049316406,425.2798767089844|-0.44864821434020996,-4.924376284520804e-08,-0.8937084078788757|2.2278886291360323e-08,1,-6.628464888080998e-08|Running
400.8951416015625,476.1086120605469,424.9718933105469|-0.4486483037471771,-1.7187822720643453e-08,-0.8937084078788757|8.05072986054256e-09,1,-2.3273550198155135e-08|Running
400.705810546875,476.3258056640625,424.59466552734375|-0.44864821434020996,2.207287153055404e-08,-0.8937084674835205|-9.375285436874492e-09,1,2.94045285897937e-08|Running
400.6470947265625,476.3931579589844,424.4776916503906|-0.44864821434020996,3.42493038374414e-08,-0.8937084078788757|-1.4779844015322396e-08,1,4.5742272192228484e-08|Running
400.4084777832031,476.6265869140625,424.0023498535156|-0.4486481845378876,7.089146691896531e-08,-0.8937084674835205|-3.107979296146368e-08,1,9.492509178699038e-08|Running
400.308837890625,476.72406005859375,423.8038330078125|-0.44864821434020996,8.619288394129399e-08,-0.8937084078788757|-3.78864974948101e-08,1,1.1546337930212758e-07|Running
400.1601867675781,476.828125,423.5076599121094|-0.44864827394485474,6.469399949082799e-08,-0.8937084674835205|-2.8516465633288135e-08,1,8.670372864116871e-08|Running
399.96881103515625,476.96209716796875,423.1263732910156|-0.44864821434020996,3.7014732612306034e-08,-0.8937084674835205|-1.6452787576781702e-08,1,4.967643363329444e-08|Running
399.9554138183594,476.9714660644531,423.0997009277344|-0.44864821434020996,3.507917867295873e-08,-0.8937084078788757|-1.5609195713750523e-08,1,4.708719103518888e-08|Running
399.7714538574219,477.0348815917969,422.7332763671875|-0.44864824414253235,8.911718474280406e-09,-0.8937084674835205|-4.204406156560481e-09,1,1.2082259637224979e-08|Running
399.562255859375,477.1070251464844,422.3165588378906|-0.44864821434020996,-2.0847872761464714e-08,-0.8937084674835205|8.765971060142874e-09,1,-2.7727958595846758e-08|Running
399.5519104003906,477.110595703125,422.29595947265625|-0.44864821434020996,-2.2319255776892533e-08,-0.8937084078788757|9.407258971805277e-09,1,-2.969627033166944e-08|Running
399.2676086425781,477.1247253417969,421.7296142578125|-0.44864827394485474,-6.270607144642781e-08,-0.8937084674835205|2.7009429359736714e-08,1,-8.37228313343985e-08|Running
399.1038513183594,477.1328430175781,421.4034423828125|-0.44864821434020996,-8.596579448294506e-08,-0.8937084078788757|3.7146918430153164e-08,1,-1.1483800221867568e-07|Running
398.9219665527344,477.0713806152344,421.0411682128906|-0.44864827394485474,-6.53318750210019e-08,-0.8937084674835205|2.8278032360162797e-08,1,-8.729777789540094e-08|Running
398.7366638183594,477.0087585449219,420.6720886230469|-0.44864821434020996,-4.431145583794205e-08,-0.8937084674835205|1.9243007187697003e-08,1,-5.924168533510965e-08|Running
398.7049560546875,476.998046875,420.6089172363281|-0.44864821434020996,-4.071389270166037e-08,-0.8937084078788757|1.769670099349696e-08,1,-5.444000095167212e-08|Running
398.525146484375,476.9153747558594,420.2507629394531|-0.4486483335494995,-6.88160817219341e-09,-0.8937084078788757|3.1101992092885666e-09,1,-9.261402311722122e-09|Running
398.3550720214844,476.8371887207031,419.9119567871094|-0.4486481845378876,2.5120645119613982e-08,-0.8937084674835205|-1.0687298157563418e-08,1,3.347342314441448e-08|Running
398.3095703125,476.8162536621094,419.8212890625|-0.44864821434020996,3.3684916189713476e-08,-0.8937084078788757|-1.4379711643641713e-08,1,4.490988914085392e-08|Running
398.07568359375,476.73748779296875,419.3553771972656|-0.4529203474521637,5.406996805845665e-08,-0.8915510177612305|-2.3165259932511617e-08,1,7.241536081892264e-08|Running
397.8785400390625,476.6711120605469,418.9626770019531|-0.456513375043869,7.117579059467971e-08,-0.8897165656089783|-3.0468044087683666e-08,1,9.56314067934727e-08|Running
397.8660583496094,476.6669006347656,418.93780517578125|-0.4567405879497528,7.225691689427549e-08,-0.8895999193191528|-3.0927452598916716e-08,1,9.710290527209509e-08|Running
397.67327880859375,476.61859130859375,418.56854248046875|-0.46424806118011475,4.603813863468531e-08,-0.8857052326202393|-1.8881236130141588e-08,1,6.187579515426478e-08|Running
397.48028564453125,476.5702209472656,418.1988830566406|-0.4717298150062561,2.0017218105294887e-08,-0.8817431330680847|-7.121523371012017e-09,1,2.6511862927236507e-08|Running
397.45233154296875,476.5632019042969,418.14532470703125|-0.4728109538555145,1.626596279891146e-08,-0.8811638951301575|-5.442575723435539e-09,1,2.1379985781777577e-08|Running
397.2611999511719,476.5154113769531,417.7972412109375|-0.4867444932460785,-7.924412237514389e-09,-0.8735443949699402|6.425875831439498e-09,1,-1.2652100700449864e-08|Running
397.0700378417969,476.46759033203125,417.4491271972656|-0.5005574822425842,-3.169195395003044e-08,-0.865703284740448|1.7754198111674668e-08,1,-4.687397137104199e-08|Running
396.7920837402344,476.3951110839844,416.9876403808594|-0.5310837626457214,-6.189836909697988e-08,-0.8473193645477295|3.452592522990017e-08,1,-9.469219008906293e-08|Running
396.620361328125,476.3503112792969,416.7024841308594|-0.5496112704277039,-7.983073402328955e-08,-0.8354204893112183|4.403356612669995e-08,1,-1.2452660769213253e-07|Running
396.60992431640625,476.34759521484375,416.6851806640625|-0.5507274270057678,-8.090096059731877e-08,-0.8346851468086243|4.4589498315872333e-08,1,-1.2634419022106158e-07|Running
396.34521484375,476.2633361816406,416.2991638183594|-0.5796684622764587,-5.2933003757971164e-08,-0.8148524761199951|2.8451459854750283e-08,1,-8.519998573319754e-08|Running
396.16485595703125,476.2059020996094,416.0361633300781|-0.5989804863929749,-3.45728601303108e-08,-0.8007636666297913|1.828720108676407e-08,1,-5.6853899366160476e-08|Running
395.86004638671875,476.0913391113281,415.64678955078125|-0.629365086555481,-7.786268851894818e-10,-0.7771098017692566|-4.145196186300382e-09,1,2.3551556260770212e-09|Running
395.6260681152344,476.00341796875,415.347900390625|-0.6520578861236572,2.3753013778105014e-08,-0.7581691741943359|-1.9808481965810643e-08,1,4.836557820908638e-08|Running
395.4294128417969,475.9212646484375,415.129150390625|-0.6716415286064148,3.724505859281635e-08,-0.740876317024231|-3.0089079672279695e-08,1,7.754888997624221e-08|Running
395.1849365234375,475.819091796875,414.8571472167969|-0.6953516006469727,5.3000356103893864e-08,-0.7186697721481323|-4.180335011483294e-08,1,1.14194826039693e-07|Running
395.11376953125,475.78936767578125,414.7779846191406|-0.7021152377128601,5.737086894441745e-08,-0.7120633721351624|-4.498835437516391e-08,1,1.2492971279698395e-07|Running
394.78729248046875,475.6188659667969,414.45928955078125|-0.7226898670196533,3.609196141951543e-08,-0.6911724805831909|-2.7259911661303704e-08,1,8.07214064479922e-08|Running
394.5074462890625,475.47271728515625,414.1861572265625|-0.7398303151130676,1.885395306544524e-08,-0.6727935075759888|-1.3102062546010984e-08,1,4.243093343347937e-08|Running
394.0564880371094,475.2471923828125,413.7891845703125|-0.7612100839614868,-5.155798898925923e-09,-0.648505449295044|8.719677424551264e-09,1,-1.8185355443733897e-08|Running
393.8750305175781,475.1564636230469,413.62945556640625|-0.7695882320404053,-1.4268657366756088e-08,-0.6385404467582703|1.6944090575066184e-08,1,-4.276726883745141e-08|Running
393.6262512207031,475.03204345703125,413.4309997558594|-0.7815518975257874,-2.5332576925052308e-08,-0.6238402128219604|2.8093193549239004e-08,1,-7.580285199537684e-08|Running
393.3796691894531,474.90875244140625,413.23431396484375|-0.7931327223777771,-3.5678763055102536e-08,-0.6090488433837891|3.8523815248936444e-08,1,-1.0874867939492106e-07|Running
393.2198181152344,474.8288269042969,413.1068115234375|-0.8004899621009827,-4.205369918963697e-08,-0.5993461608886719|4.49534809376928e-08,1,-1.3020607525504602e-07|Running
392.90228271484375,474.6828308105469,412.87542724609375|-0.8131319284439087,-3.171546936187042e-08,-0.5820795297622681|3.362706380016789e-08,1,-1.014615662597862e-07|Running
392.61383056640625,474.55023193359375,412.6652526855469|-0.8242932558059692,-2.2865673798833086e-08,-0.5661631226539612|2.387324826713666e-08,1,-7.514483257864413e-08|Running
392.3583679199219,474.42608642578125,412.4942321777344|-0.8306323289871216,-1.0505085690226679e-08,-0.556821346282959|9.632278974436304e-09,1,-3.3235014740284896e-08|Running
392.01904296875,474.26116943359375,412.26708984375|-0.8388882279396057,5.169590977516236e-09,-0.5443037748336792|-8.549867480667217e-09,1,2.2674788269227975e-08|Running
391.9976806640625,474.25079345703125,412.2528076171875|-0.8394012451171875,6.1272360518671576e-09,-0.543512225151062|-9.665619415955007e-09,1,2.62010111384825e-08|Running
391.5760192871094,474.0859069824219,411.98406982421875|-0.8465480804443359,2.372269847228381e-08,-0.532312273979187|-3.0802805639496e-08,1,9.355176899816797e-08|Running
391.27764892578125,473.9692077636719,411.79388427734375|-0.8515151739120483,3.562436745596642e-08,-0.5243299007415771|-4.521850982541764e-08,1,1.4137781079170963e-07|Running
390.9775085449219,473.9115905761719,411.6102294921875|-0.8523727059364319,2.676091881426146e-08,-0.5229347944259644|-3.378984558821685e-08,1,1.0625122115470731e-07|Running
390.58404541015625,473.8360290527344,411.3695068359375|-0.8534935116767883,1.5230689598411118e-08,-0.5211036205291748|-1.8895022435572173e-08,1,6.017509690536826e-08|Running
390.4456787109375,473.8094787597656,411.28485107421875|-0.8538864850997925,1.1200055993754177e-08,-0.5204592943191528|-1.368072677365717e-08,1,4.396471098289112e-08|Running
390.10003662109375,473.8162536621094,411.07415771484375|-0.8538865447044373,1.432511553822735e-09,-0.5204592347145081|-1.0661148630575212e-09,1,4.50151027564516e-09|Running
389.6777648925781,473.82452392578125,410.8167724609375|-0.8538864850997925,-1.0501032932097587e-08,-0.5204592943191528|1.4345854282282744e-08,1,-4.371285911020095e-08|Running
389.0955810546875,473.87347412109375,410.4619445800781|-0.8538864850997925,-2.6956701759672796e-08,-0.5204592943191528|3.559804895303387e-08,1,-1.101976607742472e-07|Running
389.03765869140625,473.89404296875,410.4266357421875|-0.8538863062858582,-1.7621161418901465e-08,-0.5204595327377319|4.967944988720774e-08,1,-1.1536297961356468e-07|Running
389.0375671386719,473.90087890625,410.42657470703125|-0.8538863062858582,-9.630360509049751e-09,-0.5204595327377319|6.17324573681799e-08,1,-1.1978426073255832e-07|Running
389.0375671386719,473.9030456542969,410.42657470703125|-0.8538863062858582,-3.7238170325082365e-09,-0.5204595327377319|5.210858233795079e-08,1,-9.264624623028794e-08|Running
389.0375671386719,473.90399169921875,410.42657470703125|-0.8538863062858582,1.141425953754549e-09,-0.5204595327377319|3.166235629237235e-08,1,-4.975339251700461e-08|Running
389.0375671386719,473.9049072265625,410.42657470703125|-0.8538863062858582,9.24325327389397e-09,-0.5204595327377319|-2.3855408759487773e-09,1,2.1673605132832563e-08|Running
389.0375671386719,473.90533447265625,410.42657470703125|-0.8538863062858582,1.733645227375291e-08,-0.5204595327377319|-3.6397036495827706e-08,1,9.302429759827646e-08|Running
389.0375671386719,473.9055480957031,410.42657470703125|-0.8538863062858582,1.0359763713552184e-08,-0.5204595327377319|-3.3648138497710534e-08,1,7.510948307754006e-08|Running
389.0375671386719,473.90557861328125,410.42657470703125|-0.8538863062858582,5.713603812296242e-09,-0.5204595327377319|-3.181750329872557e-08,1,6.317903711305917e-08|Running
389.0375671386719,473.90557861328125,410.42657470703125|-0.8538863062858582,1.0714155118662916e-09,-0.5204595327377319|-2.998843129375928e-08,1,5.125879098955011e-08|Running
389.0375671386719,473.90557861328125,410.42657470703125|-0.8538863062858582,-3.566805295562858e-09,-0.5204595327377319|-2.8160924259168496e-08,1,3.934873049615817e-08|Running
389.0375671386719,473.9056091308594,410.42657470703125|-0.8538863062858582,-8.200814249903488e-09,-0.5204595327377319|-2.6335076341865715e-08,1,2.7449486239561338e-08|Running
389.0375671386719,473.9056396484375,410.42657470703125|-0.8538863062858582,-1.2830616569203812e-08,-0.5204595327377319|-2.4510885765494095e-08,1,1.55610440089049e-08|Running
389.0375671386719,473.9056396484375,410.42657470703125|-0.8538863062858582,-1.9767902870171383e-08,-0.5204595327377319|-2.1777527337007996e-08,1,-2.252567465887978e-09|Running
389.0375671386719,473.9056396484375,410.42657470703125|-0.8538863062858582,-2.4387819763660445e-08,-0.5204595327377319|-1.995723408754202e-08,1,-1.4115621560506497e-08|Running
388.9023132324219,473.89935302734375,410.36480712890625|-0.8615735173225403,6.731896178280294e-07,-0.5076327919960022|5.811527330479294e-07,1,3.3978062674577814e-07|Running
388.6326599121094,473.87518310546875,410.2392883300781|-0.8681991696357727,0.0000011484862625366077,-0.4962158501148224|9.915751206790446e-07,1,5.79589595872676e-07|Running
388.0307312011719,473.7564392089844,409.93048095703125|-0.8741958141326904,3.708034626015433e-07,-0.48557358980178833|3.234611085645156e-07,1,1.8130131707039254e-07|Running
387.6316223144531,473.5803527832031,409.7007141113281|-0.8737823367118835,5.283044401949155e-08,-0.4863172173500061|5.3067292782316144e-08,1,1.3285939459706242e-08|Running
387.35772705078125,473.378173828125,409.536376953125|-0.871849536895752,-7.285204439710924e-09,-0.4897737503051758|1.6130048408058428e-09,1,-1.7745952263226172e-08|Running
387.0635986328125,473.12152099609375,409.35382080078125|-0.8691084980964661,1.3873558657451213e-07,-0.4946214556694031|1.246639129703908e-07,1,6.143913822143077e-08|Running
386.6955261230469,472.7240295410156,409.11517333984375|-0.8644433617591858,3.162633106512658e-07,-0.5027301907539368|2.740155196079286e-07,1,1.5792247154422512e-07|Running
386.2344970703125,472.1346435546875,408.79132080078125|-0.8560258150100708,7.066228704388777e-07,-0.516933023929596|6.0766501519538e-07,1,3.606771201702941e-07|Running
385.9338684082031,471.82257080078125,408.5372314453125|-0.8457621335983276,0.000001693552349024685,-0.5335600972175598|0.0000014427123460336588,1,8.871743943927868e-07|Running
385.41192626953125,471.8515930175781,408.072998046875|-0.8246272802352905,0.000003044464619961218,-0.5656764507293701|0.000002542774154790095,1,0.000001675204202911118|Running
384.88104248046875,471.8718566894531,407.6183776855469|-0.8089287281036377,0.0000015297348454623716,-0.5879067182540894|0.0000012498113619585638,1,8.823279813441331e-07|Running
384.42822265625,471.9079284667969,407.2401428222656|-0.8000068664550781,6.139432571217185e-07,-0.5999908447265625|4.926626502310683e-07,1,3.663551240151719e-07|Running
384.0459289550781,471.9569091796875,406.92449951171875|-0.7948175072669983,3.010356124377722e-07,-0.6068484783172607|2.39649040167933e-07,1,1.8218446484752349e-07|Running
383.7373046875,471.9779052734375,406.6750793457031|-0.7921786904335022,1.7744996227975207e-07,-0.6102892160415649|1.4073653176183143e-07,1,1.0808231820647052e-07|Running
383.4286193847656,472.02880859375,406.4268493652344|-0.7902980446815491,1.369512006021978e-07,-0.6127225756645203|1.0815543305398023e-07,1,8.401219986353681e-08|Running
382.9575500488281,471.9883728027344,406.0562438964844|-0.7891480922698975,8.530509632009853e-08,-0.6142029762268066|6.703049848511e-08,1,5.2764498548185657e-08|Running
382.4851989746094,471.8066711425781,405.6917724609375|-0.7894576191902161,1.9450832056122636e-08,-0.6138050556182861|1.4828241745590276e-08,1,1.2617301869966013e-08|Running
381.9083251953125,471.80303955078125,405.2972412109375|-0.7971765398979187,3.334332916438143e-07,-0.6037462949752808|2.6467421321285656e-07,1,2.028024539413309e-07|Running
381.4001159667969,471.8130798339844,404.98065185546875|-0.8077355623245239,8.214218496505055e-07,-0.589544951915741|6.592333079424861e-07,1,4.900994667877967e-07|Running
380.706787109375,471.8740234375,404.59405517578125|-0.8261950016021729,0.0000016304384189425036,-0.5633842349052429|0.0000013350372682907619,1,9.361946240460384e-07|Running
380.2626647949219,471.9301452636719,404.3700866699219|-0.8385284543037415,0.0000019009808056580368,-0.5448578000068665|0.0000015791731584613444,1,0.0000010586232974674203|Running
379.8131408691406,471.996337890625,404.1631774902344|-0.8514906764030457,0.00000222781864067656,-0.5243697762489319|0.0000018792107994158869,1,0.0000011970334981015185|Running
379.4488525390625,472.0514221191406,404.004150390625|-0.8614397644996643,0.0000023187501483334927,-0.5078597664833069|0.000001978812861125334,1,0.0000012092359611415304|Running
378.9948425292969,472.1248474121094,403.8104553222656|-0.8725403547286987,0.000002032021711784182,-0.48854202032089233|0.0000017580723579158075,1,0.0000010194262358709238|Running
378.6296081542969,472.18499755859375,403.65692138671875|-0.8801615238189697,0.0000016717830249035615,-0.4746742844581604|0.0000014609033769374946,1,8.13088206541579e-07|Running
378.2632141113281,472.240478515625,403.5033874511719|-0.8866084814071655,0.000001279061166314932,-0.4625207185745239|0.0000011273979225734365,1,6.042986910870241e-07|Running
377.8969421386719,472.2894287109375,403.34765625|-0.8917723894119263,8.998466114462644e-07,-0.4524843096733093|7.987854928614979e-07,1,4.1440497966505063e-07|Running
377.531005859375,472.3338317871094,403.19097900390625|-0.8959249258041382,5.931506166234612e-07,-0.4442054331302643|5.296055860526394e-07,1,2.671370680218388e-07|Running
376.8924560546875,472.40618896484375,402.91265869140625|-0.9012584090232849,2.777832435185701e-07,-0.4332820177078247|2.4985038749036903e-07,1,1.2140702665419667e-07|Running
376.1664123535156,472.48675537109375,402.5868835449219|-0.9046423435211182,1.4216458055216208e-07,-0.42617154121398926|1.286378363829499e-07,1,6.052338363815579e-08|Running
375.6626281738281,472.6625061035156,402.3576354980469|-0.9059621691703796,1.1683377465487865e-07,-0.42335858941078186|1.0596882304980682e-07,1,4.920185148193923e-08|Running
375.4131164550781,472.81854248046875,402.2439270019531|-0.906420111656189,1.1629500562548856e-07,-0.42237725853919983|1.0555532981015858e-07,1,4.8813060260499697e-08|Running
375.0383605957031,473.13824462890625,402.0711364746094|-0.9067796468734741,7.556906922445705e-08,-0.4216049313545227|6.865231938490979e-08,1,3.1585365434239066e-08|Running
374.7389221191406,473.4076232910156,401.9324645996094|-0.9068982005119324,4.7142087566953705e-08,-0.42134976387023926|4.28930100326852e-08,1,1.9562117259397382e-08|Running
374.40618896484375,473.661865234375,401.7782897949219|-0.9069687128067017,1.945022454208356e-08,-0.4211980402469635|1.779903335830113e-08,1,7.851554073567968e-09|Running
374.0519714355469,473.87896728515625,401.61419677734375|-0.9070240259170532,-7.889740416544555e-09,-0.4210788309574127|-6.976482946896567e-09,1,-3.709287543784967e-09|Running
373.6001281738281,474.056396484375,401.40240478515625|-0.9068167209625244,-4.046145107849952e-08,-0.42152512073516846|-3.649040891673394e-08,1,-1.7487307601982138e-08|Running
373.1475524902344,474.1454162597656,401.18988037109375|-0.9065446257591248,-6.725439760657537e-08,-0.42211002111434937|-6.076024305912142e-08,1,-2.883733607461636e-08|Running
372.6972961425781,474.1876525878906,400.97247314453125|-0.9056635499000549,-6.331055857344836e-08,-0.42399707436561584|-5.717201645438763e-08,1,-2.719816905027983e-08|Running
372.07159423828125,474.22039794921875,400.66033935546875|-0.9032942056655884,8.491640102192832e-08,-0.4290216565132141|7.688750969236935e-08,1,3.604563048043019e-08|Running
371.71893310546875,474.2458190917969,400.47509765625|-0.9010984301567078,1.55933093992644e-07,-0.433614581823349|1.4078536025863286e-07,1,6.704485855379971e-08|Running
371.37091064453125,474.2845764160156,400.28582763671875|-0.8982728123664856,2.2680166011923575e-07,-0.43943825364112854|2.0420003465915215e-07,1,9.870402095657482e-08|Running
371.0268859863281,474.3379211425781,400.0923767089844|-0.8949310183525085,3.1532809430245834e-07,-0.4462044835090637|2.82988509070492e-07,1,1.391131405625856e-07|Running
370.6847229003906,474.4029846191406,399.8990173339844|-0.8917064666748047,3.3815672395576257e-07,-0.4526141583919525|3.0248148163991573e-07,1,1.5119285023956763e-07|Running
370.18353271484375,474.5037841796875,399.5823059082031|-0.8835124969482422,7.949952305352781e-07,-0.46840760111808777|7.054363777569961e-07,1,3.666324062123749e-07|Running
369.8543395996094,474.56292724609375,399.35986328125|-0.8767505884170532,0.0000011532546295711654,-0.48094528913497925|0.0000010171279427595437,1,5.436940568870341e-07|Running
369.5318603515625,474.6101989746094,399.1250305175781|-0.8685621619224548,0.0000015478531167900655,-0.4955802261829376|0.0000013541040289055672,1,7.50089668599685e-07|Running
369.2176208496094,474.6473693847656,398.8783874511719|-0.8587802648544312,0.0000020893912733299658,-0.5123441219329834|0.0000018098426153301261,1,0.0000010444816780363908|Running
368.836181640625,474.68292236328125,398.5556335449219|-0.8444824814796448,0.0000028058998395863455,-0.5355831980705261|0.000002395205228822306,1,0.0000014623143442804576|Running
368.4560546875,475.7902526855469,398.23126220703125|-0.8292276263237,0.000010413415111543145,-0.5589110255241394|0.000008742713362153154,1,0.000005660499482473824|Jumping
368.15191650390625,476.6761169433594,397.97174072265625|-0.8165717124938965,0.0000248531923716655,-0.577243983745575|0.000020700581444543786,1,0.000013771788871963508|Jumping
367.8477783203125,477.5517883300781,397.71221923828125|-0.8035218715667725,0.00004668236942961812,-0.5952752232551575|0.000038608235627179965,1,0.00002630683775350917|Jumping
367.4922180175781,478.5740051269531,397.3620300292969|-0.7852098345756531,0.0000257033188972855,-0.619229793548584|0.000021166441001696512,1,0.00001466857884224737|Freefall
367.1651611328125,479.51104736328125,396.9842224121094|-0.7646128535270691,0.000008389783033635467,-0.6444898843765259|0.000006760957148799207,1,0.00000499661609865143|Freefall
366.9086608886719,480.1993713378906,396.677490234375|-0.7485681772232056,0.000005068739483249374,-0.6630578637123108|0.000003903064225596609,1,0.0000032380730772274546|Freefall
366.7186279296875,480.67987060546875,396.4454650878906|-0.7372158169746399,0.000004456784608919406,-0.6756573915481567|0.000003345076947880443,1,0.0000029463765258697094|Freefall
366.46875,481.2728271484375,396.13323974609375|-0.722612202167511,0.000004069056558364537,-0.691253662109375|0.0000029948237170174252,1,0.0000027558053261600435|Freefall
366.09783935546875,482.06005859375,395.6617736816406|-0.7020248174667358,0.0000034521156067057746,-0.7121524810791016|0.0000024793046122795204,1,0.0000024033929548750166|Freefall
365.6673278808594,482.8235168457031,395.10992431640625|-0.6813884973526001,0.000002464324552420294,-0.731921911239624|0.0000017170655155496206,1,0.0000017684069462120533|Freefall
365.30157470703125,483.3450622558594,394.63433837890625|-0.666484534740448,0.0000017340379372399184,-0.7455188035964966|0.0000011783262152675889,1,0.0000012725388387480052|Freefall
364.99713134765625,483.6860046386719,394.2377624511719|-0.6563242077827454,0.0000012192749636597,-0.7544789910316467|8.136806286529463e-07,1,9.082249903258344e-07|Freefall
364.7546691894531,483.8974609375,393.9196472167969|-0.6493172645568848,8.994703080134059e-07,-0.7605176568031311|5.925974164711079e-07,1,6.767581908206921e-07|Freefall
364.5729675292969,484.0202941894531,393.68096923828125|-0.6446991562843323,7.18966077783989e-07,-0.7644364237785339|4.6959044652794546e-07,1,5.444815656119317e-07|Freefall
364.2701416015625,484.1568603515625,393.2830505371094|-0.6379610300064087,4.931359853799222e-07,-0.7700686454772949|3.180576584327355e-07,1,3.7688533893742715e-07|Freefall
364.0279235839844,484.2048034667969,392.9646911621094|-0.6333628296852112,3.725549220234825e-07,-0.7738549709320068|2.382056294436552e-07,1,2.864675536784489e-07|Freefall
363.6040954589844,484.1575927734375,392.40753173828125|-0.626620352268219,2.2655139275684633e-07,-0.7793246507644653|1.4303991235919966e-07,1,1.7569014687524032e-07|Freefall
363.18206787109375,483.9434509277344,391.8489990234375|-0.6208235025405884,2.0144389623055758e-07,-0.7839503288269043|1.257315460634345e-07,1,1.5739108505385957e-07|Freefall
362.7070007324219,483.4943542480469,391.205322265625|-0.6136046648025513,1.8556356451426836e-07,-0.7896133661270142|1.1461993665307091e-07,1,1.4593500452519947e-07|Freefall
362.41571044921875,483.10296630859375,390.7989501953125|-0.6084043979644775,2.1297246632911992e-07,-0.793627142906189|1.304884591490918e-07,1,1.6831924654070463e-07|Freefall
362.1854553222656,482.7285461425781,390.47186279296875|-0.6039763689041138,2.453456602324877e-07,-0.7970021963119507|1.493192911539154e-07,1,1.9467992729005346e-07|Freefall
361.9002990722656,482.1838684082031,390.0611572265625|-0.5982999205589294,2.6994808877134346e-07,-0.8012722730636597|1.6287228277178656e-07,1,2.152846718672663e-07|Freefall
361.56298828125,481.4178771972656,389.56494140625|-0.5910441875457764,2.992404972701479e-07,-0.8066391348838806|1.784606098453878e-07,1,2.4020951627790055e-07|Freefall
361.2831115722656,480.68585205078125,389.1506042480469|-0.5855604410171509,2.781775378934981e-07,-0.8106287717819214|1.6439580008409393e-07,1,2.2441082592195016e-07|Freefall
360.8923034667969,479.5179748535156,388.56982421875|-0.5789458751678467,1.9833350961562246e-07,-0.8153659701347351|1.1578364933484409e-07,1,1.6103325606309227e-07|Freefall
360.6695251464844,478.77569580078125,388.2375793457031|-0.5757491588592529,1.8635188325788477e-07,-0.8176263570785522|1.079889102584275e-07,1,1.5187544022410293e-07|Freefall
360.4468994140625,477.9788818359375,387.9052429199219|-0.5730353593826294,1.8450852223850234e-07,-0.8195306658744812|1.062614458646749e-07,1,1.508387157400648e-07|Freefall
360.16864013671875,476.90625,387.48980712890625|-0.570148229598999,1.7745436764471378e-07,-0.8215418457984924|1.015746349253277e-07,1,1.45509048365966e-07|Freefall
359.946044921875,475.9868469238281,387.157470703125|-0.5682015419006348,1.6946749781254766e-07,-0.8228893876075745|9.660696065338925e-08,1,1.3923532549142692e-07|Freefall
359.6103820800781,474.5055236816406,386.66009521484375|-0.5662485361099243,1.531985276415071e-07,-0.8242345452308655|8.685885433123985e-08,1,1.261956583675783e-07|Freefall
359.3279113769531,474.3534240722656,386.2477722167969|-0.5658284425735474,3.549883942355336e-08,-0.8245230317115784|1.9837802511801783e-08,1,2.9440110793643726e-08|Landed
