kayu|true|2268
-1273.0103759765625,967.8070068359375,-1422.5299072265625|0.7792965769767761,-5.143295922493962e-08,-0.6266552805900574|3.332080211748689e-08,1,-4.063824476929767e-08|Running
-1272.09228515625,968.1370849609375,-1423.234619140625|0.7825524806976318,6.1430700526443616e-09,-0.6225846409797668|-5.089149102133206e-09,1,3.4702816176235274e-09|Running
-1271.13427734375,968.7852783203125,-1423.9539794921875|0.787757396697998,-9.409897216983154e-08,-0.615985631942749|5.6595272468484836e-08,1,-8.038438892299382e-08|Running
-1270.2384033203125,969.57958984375,-1424.618896484375|0.7925053238868713,-1.061361416532236e-07,-0.6098649501800537|6.825231935181364e-08,1,-8.533989870329606e-08|Running
-1269.112548828125,970.6240844726562,-1425.453857421875|0.7966369390487671,-9.993141247832682e-08,-0.6044581532478333|6.620584969141419e-08,1,-7.806892199369031e-08|Running
-1267.3951416015625,971.8966674804688,-1426.73828125|0.7991181015968323,-3.5095544248520127e-09,-0.6011740565299988|1.9839965226253753e-09,1,-3.2005820216340908e-09|Running
-1265.947509765625,973.3118286132812,-1427.906494140625|0.789588451385498,-9.910182541261747e-08,-0.6136367917060852|6.27579908041298e-08,1,-8.074620438947022e-08|Running
-1264.8319091796875,974.5504760742188,-1429.144287109375|0.7438765168190002,-0.0000011172836593686952,-0.6683170795440674|6.603478936995089e-07,1,-9.367804523208179e-07|Running
-1264.12451171875,975.2094116210938,-1430.1240234375|0.7035427093505859,-0.0000013879694051865954,-0.7106530070304871|7.517678000112937e-07,1,-0.0000012088439689250663|Running
-1263.375,975.7174682617188,-1431.29248046875|0.6563551425933838,-0.0000012972776630704175,-0.7544520497322083|6.272355221881298e-07,1,-0.0000011738167131625232|Running
-1262.59521484375,976.0234985351562,-1432.6669921875|0.6034579277038574,-0.0000011683088132485864,-0.797394871711731|4.901214651908958e-07,1,-0.0000010942397921098745|Running
-1261.6011962890625,975.7647705078125,-1434.5972900390625|0.535761833190918,-8.442534635832999e-07,-0.844369113445282|2.851116107649432e-07,1,-8.189564368876745e-07|Running
-1261.1405029296875,975.8530883789062,-1435.6026611328125|0.506594717502594,-6.125889626673597e-07,-0.8621842861175537|1.8534558421379188e-07,1,-6.016044267198595e-07|Running
-1260.5535888671875,975.97802734375,-1436.8992919921875|0.4774337708950043,-3.233536176594498e-07,-0.8786677122116089|8.531141304501944e-08,1,-3.216495372271311e-07|Running
-1259.839599609375,976.1295166015625,-1438.4775390625|0.4524635970592499,-1.446151713935251e-07,-0.8917828798294067|3.364719702858565e-08,1,-1.4509252821426344e-07|Running
-1258.7933349609375,976.5339965820312,-1440.7442626953125|0.4333086609840393,-1.1432302926550619e-07,-0.9012455940246582|2.374840946117729e-08,1,-1.1543205857833527e-07|Running
-1258.0711669921875,976.87890625,-1442.2801513671875|0.42934080958366394,-6.460394530449776e-08,-0.9031425714492798|1.2542359151268556e-08,1,-6.556993525919097e-08|Running
-1257.481201171875,977.2351684570312,-1443.521484375|0.42906883358955383,-3.0491147384736905e-08,-0.9032717943191528|4.708043288559338e-09,1,-3.1519938659130275e-08|Running
-1256.8892822265625,977.6105346679688,-1444.7607421875|0.42956146597862244,2.9315441185673308e-09,-0.9030376076698303|-2.9855746763729485e-09,1,1.826121365233746e-09|Running
-1256.16552734375,978.0630493164062,-1446.275390625|0.430097758769989,4.210752990729816e-08,-0.9027823209762573|-1.2054898412827697e-08,1,4.089883276492401e-08|Running
-1255.583984375,978.4437255859375,-1447.5279541015625|0.4276772439479828,6.182698086831806e-08,-0.9039314985275269|-1.6989279316703687e-08,1,6.035972432982817e-08|Running
-1255.1649169921875,978.798583984375,-1449.032470703125|0.3762185871601105,-0.0000010196300763709587,-0.9265309572219849|1.6594518115198298e-07,1,-0.0000010330992381568649|Running
-1254.891845703125,979.0211791992188,-1450.423095703125|0.3213653862476349,-0.0000010910222272286774,-0.9469552636146545|1.1256492626898762e-07,1,-0.00000111393626411882|Running
-1254.4852294921875,979.6329956054688,-1452.821044921875|0.23777346312999725,-7.198113394224492e-07,-0.971320629119873|6.29726848444534e-09,1,-7.395230454676494e-07|Running
-1254.234619140625,979.7698364257812,-1454.2200927734375|0.2151782363653183,-1.664858899630417e-07,-0.9765747785568237|-1.1214599915376766e-08,1,-1.7295043619469652e-07|Running
-1253.96484375,979.7977905273438,-1455.619140625|0.20596270263195038,-1.1151855261459787e-07,-0.9785598516464233|-1.7293112719585224e-08,1,-1.1760168661112402e-07|Running
-1253.719970703125,979.804443359375,-1456.8621826171875|0.20209312438964844,-8.420025210398308e-08,-0.9793663024902344|-6.699786059272128e-09,1,-8.73567245207596e-08|Running
-1253.303466796875,979.8068237304688,-1458.8778076171875|0.20169037580490112,-8.516446570183689e-08,-0.9794493317604065|8.457163858111016e-09,1,-8.520985517179724e-08|Running
-1252.926025390625,979.8070068359375,-1460.578125|0.20676356554031372,-1.1331146509974133e-07,-0.9783909320831299|1.6660640866916765e-08,1,-1.1229320051597824e-07|Running
-1252.6209716796875,979.6732788085938,-1461.79931640625|0.21580713987350464,-1.0784948045738929e-07,-0.9764360189437866|-2.0565815717077385e-09,1,-1.109067113702622e-07|Running
-1252.335205078125,979.4005126953125,-1462.858642578125|0.2261929214000702,-1.2465872600841976e-07,-0.9740825295448303|-7.211724106781503e-09,1,-1.2965017504029674e-07|Running
-1251.8616943359375,979.1427001953125,-1464.515869140625|0.2442074865102768,-1.2364625945338048e-07,-0.9697229862213135|-2.0318106919159362e-10,1,-1.275579535331417e-07|Running
-1251.4049072265625,979.293701171875,-1466.0244140625|0.2599387764930725,-1.3067061388483125e-07,-0.9656251072883606|1.2090675127751638e-09,1,-1.349968243857802e-07|Running
-1250.945556640625,979.546630859375,-1467.521484375|0.2718372941017151,-1.1748718264925628e-07,-0.9623432159423828|3.026280781526225e-09,1,-1.2122964676564152e-07|Running
-1250.625,979.7325439453125,-1468.5643310546875|0.27750691771507263,-1.022864850597216e-07,-0.9607236385345459|3.5994374147918506e-09,1,-1.0542846240468862e-07|Running
-1250.1048583984375,980.2860107421875,-1470.255615234375|0.28429245948791504,-8.552588326438126e-08,-0.9587376117706299|3.928219527438159e-09,1,-8.804193640798985e-08|Running
-1249.7882080078125,980.9811401367188,-1471.2872314453125|0.2870451509952545,-9.74910960849229e-08,-0.9579170346260071|4.753374138743993e-09,1,-1.00349673459732e-07|Running
-1249.455810546875,981.7794189453125,-1472.3837890625|0.2882446050643921,-1.6010989867254466e-08,-0.9575567841529846|8.934173956198777e-10,1,-1.645173064446226e-08|Running
-1249.179443359375,982.7445678710938,-1473.2955322265625|0.2888587713241577,6.20482865087979e-08,-0.957371711730957|-2.8217108649641887e-09,1,6.395970331141143e-08|Running
-1248.739501953125,984.252197265625,-1474.7451171875|0.2894669473171234,4.270726350341647e-08,-0.9571880102157593|-2.0314954163325183e-09,1,4.400307318519481e-08|Running
-1248.380615234375,985.3369750976562,-1475.9287109375|0.28970620036125183,-4.583259283208463e-08,-0.957115650177002|2.0289854241184457e-09,1,-4.727201385890112e-08|Running
-1248.1024169921875,986.0465087890625,-1476.821044921875|0.2913442850112915,-1.125178883398803e-07,-0.9566182494163513|5.109944023473645e-09,1,-1.160642000286316e-07|Running
-1247.7872314453125,986.5999145507812,-1477.816162109375|0.2937867045402527,-7.194448414793442e-08,-0.9558709859848022|3.368398893144331e-09,1,-7.42306127676784e-08|Running
-1247.409423828125,987.0591430664062,-1478.9700927734375|0.29827213287353516,-8.073154589283149e-08,-0.9544808864593506|4.290026112130363e-09,1,-8.324101230527958e-08|Running
-1246.7738037109375,987.6514892578125,-1480.845703125|0.30805474519729614,-1.0436022535031952e-07,-0.9513686299324036|6.55275567140734e-09,1,-1.0757304380604182e-07|Running
-1246.1976318359375,987.784912109375,-1482.4852294921875|0.31682899594306946,-9.988176685737926e-08,-0.9484826922416687|7.433650139887504e-09,1,-1.0282377616022131e-07|Running
-1245.85693359375,988.1285400390625,-1483.43359375|0.3220805525779724,-9.9014826560051e-08,-0.9467122554779053|8.059019229733622e-09,1,-1.0184633225662765e-07|Running
-1245.291259765625,989.2385864257812,-1484.9857177734375|0.33105701208114624,-1.0314199982985883e-07,-0.9436107277870178|9.337922435292967e-09,1,-1.0602954603200487e-07|Running
-1244.8687744140625,989.7398681640625,-1486.1075439453125|0.3370954096317291,-1.1359865226268084e-07,-0.9414705038070679|1.0847465148344781e-08,1,-1.1677691702516313e-07|Running
-1244.4228515625,990.0957641601562,-1487.2598876953125|0.34352344274520874,-1.0927281834938185e-07,-0.9391440749168396|1.1137447408771095e-08,1,-1.1227972152028087e-07|Running
-1243.77880859375,990.4703979492188,-1488.85205078125|0.3549668490886688,-1.1644733888260816e-07,-0.9348788857460022|1.3357370320932205e-08,1,-1.1948704070618987e-07|Running
-1243.0362548828125,990.5184936523438,-1490.59619140625|0.36979252099990845,-1.1597303029020622e-07,-0.9291143417358398|1.504974989074981e-08,1,-1.1883117423394651e-07|Running
-1242.5196533203125,990.4430541992188,-1491.7501220703125|0.380458265542984,-1.1629136764668146e-07,-0.9247980713844299|1.6466698227191046e-08,1,-1.1897351726020133e-07|Running
-1242.0538330078125,990.4279174804688,-1492.75537109375|0.39000338315963745,-1.1960341339545266e-07,-0.9208134412765503|1.8209343366493158e-08,1,-1.2217644496104185e-07|Running
-1241.516845703125,990.4505004882812,-1493.8992919921875|0.39972397685050964,-1.209360078746613e-07,-0.9166355729103088|1.9845202814394725e-08,1,-1.2328062837241305e-07|Running
-1240.967529296875,990.517822265625,-1495.0372314453125|0.4093307554721832,-1.132034768147605e-07,-0.9123860597610474|1.969141294466681e-08,1,-1.1523978571403859e-07|Running
-1240.4039306640625,990.5990600585938,-1496.16845703125|0.4192947447299957,-1.1356779339166678e-07,-0.9078501462936401|2.1048595755246424e-08,1,-1.1537391486626802e-07|Running
-1239.827880859375,990.6825561523438,-1497.293701171875|0.4292714595794678,-1.2035495444706612e-07,-0.9031755328178406|2.3640442492478542e-08,1,-1.2202146137951786e-07|Running
-1238.945068359375,990.8041381835938,-1498.9715576171875|0.44414636492729187,-1.134428728732928e-07,-0.8959542512893677|2.417807998256194e-08,1,-1.146311490174412e-07|Running
-1238.114501953125,990.9122924804688,-1500.4986572265625|0.4569576680660248,-1.0920926030166811e-07,-0.8894884586334229|2.49009470820738e-08,1,-1.0998522270710964e-07|Running
-1237.3876953125,991.0101928710938,-1501.9014892578125|0.45913460850715637,-3.957057614911719e-08,-0.88836669921875|9.88786652555973e-09,1,-3.943272020023869e-08|Running
-1236.66162109375,991.126220703125,-1503.47900390625|0.4453960061073303,-1.0447990916873096e-07,-0.8953336477279663|2.3964251028019135e-08,1,-1.0477247514018018e-07|Running
-1236.10400390625,991.2310180664062,-1504.7855224609375|0.42970162630081177,-1.3838156576184701e-07,-0.9029709100723267|2.86265162685595e-08,1,-1.396287530042173e-07|Running
-1235.5177001953125,991.3740844726562,-1506.2470703125|0.41058972477912903,-1.226120218689175e-07,-0.9118202328681946|2.290384237824128e-08,1,-1.2415598860116006e-07|Running
-1234.8709716796875,991.59326171875,-1507.8468017578125|0.3964899480342865,-1.27578147157692e-07,-0.918039083480835|2.1238180991645095e-08,1,-1.297955805057427e-07|Running
-1234.4122314453125,991.7342529296875,-1509.0220947265625|0.3874273896217346,-1.1280368994448509e-07,-0.92190021276474|1.780762737269015e-08,1,-1.148763431046973e-07|Running
-1233.95263671875,991.7879028320312,-1510.2022705078125|0.3804539442062378,-1.0886136436738525e-07,-0.9247998595237732|1.6202951869104254e-08,1,-1.1104769015446436e-07|Running
-1233.5518798828125,991.8005981445312,-1511.2353515625|0.37577763199806213,-1.1115287179563893e-07,-0.9267098903656006|1.5641381523323616e-08,1,-1.1360102547541828e-07|Running
-1233.093994140625,991.80517578125,-1512.416015625|0.37175559997558594,-8.053913802541501e-08,-0.928330659866333|1.0836993524776517e-08,1,-8.241721616286668e-08|Running
-1232.5191650390625,991.8067626953125,-1513.891845703125|0.36854496598243713,-8.879884916268566e-08,-0.9296098947525024|1.1251862552796865e-08,1,-9.106188514351743e-08|Running
-1231.938720703125,991.8070068359375,-1515.365234375|0.3676057457923889,-1.2152237616191996e-07,-0.9299817085266113|1.495348733726587e-08,1,-1.247609446863862e-07|Running
-1231.529541015625,992.2510375976562,-1516.3955078125|0.3679298758506775,-4.6875552328629055e-08,-0.9298535585403442|5.643195688520564e-09,1,-4.817882626184655e-08|Running
-1231.1614990234375,992.8403930664062,-1517.3212890625|0.368300199508667,4.736291714380059e-08,-0.9297069311141968|-6.02614047551242e-09,1,4.8556685783296416e-08|Running
-1230.81494140625,993.1919555664062,-1518.19287109375|0.36854976415634155,9.195002803608077e-08,-0.9296079874038696|-1.1508628716683234e-08,1,9.435001402380294e-08|Running
-1230.294921875,993.4686889648438,-1519.5113525390625|0.36814868450164795,5.1360363073627013e-08,-0.9297669529914856|-6.301704935651742e-09,1,5.274482717254614e-08|Running
-1229.788818359375,993.572021484375,-1520.8424072265625|0.3646022379398346,-1.4206142928685495e-08,-0.9311633706092834|2.1729009702653457e-09,1,-1.4405526549410297e-08|Running
-1229.3216552734375,993.0069580078125,-1522.1026611328125|0.3587684631347656,-1.074071391826692e-07,-0.933426558971405|1.3839574819485279e-08,1,-1.0974825670473365e-07|Running
-1228.97900390625,992.3829345703125,-1523.046142578125|0.35459786653518677,-9.460143957085165e-08,-0.9350188970565796|1.1579299297181933e-08,1,-9.678461765361135e-08|Running
-1228.5557861328125,991.8541870117188,-1524.2269287109375|0.34991100430488586,-9.794814559427323e-08,-0.936782956123352|1.1169103864006047e-08,1,-1.0038606745865764e-07|Running
-1228.188720703125,991.8098754882812,-1525.2628173828125|0.3460846245288849,-9.715873972027111e-08,-0.9382032752037048|1.0369974212665056e-08,1,-9.973302184107524e-08|Running
-1227.6617431640625,991.7903442382812,-1526.7548828125|0.34166082739830017,-6.758330073353136e-08,-0.9398233294487|6.8261631902544195e-09,1,-6.942907759821537e-08|Running
-1226.8267822265625,991.8057250976562,-1529.1473388671875|0.33516085147857666,-9.831945391169938e-08,-0.9421609044075012|9.269959022617513e-09,1,-1.0105760850365186e-07|Running
-1226.1168212890625,991.8070068359375,-1531.247314453125|0.32823750376701355,-9.196831740609923e-08,-0.944595217704773|8.62772520093813e-09,1,-9.436462278245017e-08|Running
-1225.8111572265625,992.0048217773438,-1532.2520751953125|0.32002753019332886,-1.2182383102299355e-07,-0.9474082589149475|1.0688997242880305e-08,1,-1.249757559662612e-07|Running
-1225.404296875,992.7218017578125,-1533.678466796875|0.3033349812030792,-1.2756575529238035e-07,-0.9528839588165283|8.603283419006402e-09,1,-1.3113461250213732e-07|Running
-1225.1180419921875,993.392333984375,-1534.713134765625|0.2930584251880646,-1.1229841589965872e-07,-0.9560945630073547|6.145699060766674e-09,1,-1.1557159496078384e-07|Running
-1224.7974853515625,994.1446533203125,-1535.89208984375|0.2834877669811249,-1.2145983419031836e-07,-0.9589758515357971|5.221973076174891e-09,1,-1.2511209490639885e-07|Running
-1224.43017578125,994.911865234375,-1537.2445068359375|0.2758924067020416,-9.337411910337323e-08,-0.9611884951591492|3.1750524431828353e-09,1,-9.623309438211436e-08|Running
-1224.010009765625,995.843017578125,-1538.7938232421875|0.26998409628868103,-8.427289799328719e-08,-0.9628647565841675|2.069052262854143e-09,1,-8.694293285316235e-08|Running
-1223.6104736328125,996.9501953125,-1540.2666015625|0.2665138244628906,-3.330752917918289e-08,-0.9638310670852661|2.3714583075040707e-10,1,-3.449185825843415e-08|Running
-1223.3280029296875,998.0306396484375,-1541.2493896484375|0.26894626021385193,-2.2546663203115713e-08,-0.963155210018158|-4.7635140276725e-10,1,-2.3542183313907117e-08|Running
-1223.1182861328125,998.960205078125,-1541.9276123046875|0.2747967839241028,-9.257784228111632e-08,-0.9615023136138916|1.105164293413452e-09,1,-9.59687227464201e-08|Running
-1222.6409912109375,1000.5054931640625,-1543.356201171875|0.29551753401756287,-1.078513562902117e-07,-0.9553372859954834|5.4620912237624e-09,1,-1.1120388165863915e-07|Running
-1222.3270263671875,1001.8153686523438,-1544.226318359375|0.3090784549713135,-1.2785473302301398e-07,-0.9510365724563599|8.027090991902242e-09,1,-1.3182851432702591e-07|Running
-1221.934814453125,1003.2018432617188,-1545.270751953125|0.32502302527427673,-1.1245065678622268e-07,-0.9457061290740967|9.08968100787888e-09,1,-1.157825906261678e-07|Running
-1221.5927734375,1004.3665161132812,-1546.181884765625|0.33372363448143005,-1.0264337646503918e-07,-0.9426709413528442|9.633703612621503e-09,1,-1.0547517348413749e-07|Running
-1221.143310546875,1005.6007080078125,-1547.379150390625|0.3406223952770233,-8.910843263265633e-08,-0.94020015001297|9.32864185898552e-09,1,-9.13963731363765e-08|Running
-1220.818603515625,1006.5884399414062,-1548.244873046875|0.34381547570228577,-1.2311431873968104e-07,-0.9390372037887573|1.3505383478218391e-08,1,-1.2616214917215984e-07|Running
-1220.372802734375,1007.80419921875,-1549.4649658203125|0.3439093232154846,-4.3999528465121784e-09,-0.9390028715133667|7.507638954962204e-10,1,-4.4108046104440746e-09|Running
-1219.9970703125,1008.9163208007812,-1550.509033203125|0.34231722354888916,9.793780719746792e-08,-0.9395844340324402|-1.023813389622319e-08,1,1.0050519705373517e-07|Running
-1219.7061767578125,1010.0694580078125,-1551.58349609375|0.3177122175693512,-2.208030878136924e-07,-0.9481871724128723|1.9282962782085633e-08,1,-2.2640746522029076e-07|Running
-1219.58349609375,1010.89990234375,-1552.39013671875|0.2811342179775238,-7.747300401206303e-07,-0.9596684575080872|4.341431036891663e-08,1,-7.945710649437387e-07|Running
-1219.58349609375,1011.8798217773438,-1553.4427490234375|0.19950127601623535,-0.000002442677441649721,-0.9798975586891174|-3.568109718798951e-08,1,-0.000002500052914911066|Running
-1219.627685546875,1012.4862670898438,-1554.2144775390625|0.14620070159435272,-0.0000021859775642951718,-0.9892549514770508|-1.5535937336608185e-07,1,-0.0000022326814814732643|Running
-1219.704833984375,1013.1401977539062,-1555.1376953125|0.09098880738019943,-0.000001591041723258968,-0.9958519339561462|-2.1726363286234118e-07,1,-0.0000016175198425116832|Running
-1219.808349609375,1013.9169311523438,-1556.3262939453125|0.035127390176057816,-9.168442147711175e-07,-0.9993828535079956|-1.8323754602533882e-07,1,-9.23851018796995e-07|Running
-1219.935546875,1014.5199584960938,-1557.65869140625|-0.006350478157401085,-4.969936071574921e-07,-0.9999798536300659|-1.2247284075783682e-07,1,-4.96225879942358e-07|Running
-1220.1416015625,1014.9368896484375,-1559.6798095703125|-0.049298204481601715,-2.489975372554909e-07,-0.9987841248512268|-7.289126813248004e-08,1,-2.4570286427660903e-07|Running
-1220.268798828125,1015.154296875,-1560.9248046875|-0.06520593911409378,-1.3239906593298656e-07,-0.9978718161582947|-4.168996525777402e-08,1,-1.299572147672734e-07|Running
-1220.4251708984375,1015.4203491210938,-1562.3172607421875|-0.07956727594137192,-1.2500478874244436e-07,-0.9968295097351074|-4.101654127453003e-08,1,-1.2212842648295918e-07|Running
-1220.5615234375,1015.792724609375,-1563.4549560546875|-0.09061914682388306,-1.127396203060016e-07,-0.9958856105804443|-3.800032288836519e-08,1,-1.0974761011084411e-07|Running
-1220.722412109375,1016.5924682617188,-1564.7208251953125|-0.10280197858810425,-1.0639710268378622e-07,-0.9947018623352051|-3.735771869628479e-08,1,-1.0310291287396467e-07|Running
-1220.87353515625,1017.5740356445312,-1565.7752685546875|-0.11465197801589966,-1.2464656151678355e-07,-0.9934056997299194|-4.501627159925192e-08,1,-1.2027851425955305e-07|Running
-1221.1229248046875,1018.6953735351562,-1567.1502685546875|-0.13758239150047302,-1.2175999586361286e-07,-0.9904903173446655|-4.636968142790465e-08,1,-1.1648810271935872e-07|Running
-1221.3138427734375,1019.48974609375,-1568.0487060546875|-0.1543176770210266,-1.4838404638339853e-07,-0.9880212545394897|-5.8803234281867844e-08,1,-1.4099865097705333e-07|Running
-1221.5191650390625,1020.4069213867188,-1568.9571533203125|-0.17263133823871613,-1.3674501531113492e-07,-0.9849864840507507|-5.662359825464591e-08,1,-1.2890532730125415e-07|Running
-1221.7344970703125,1021.4730224609375,-1569.9041748046875|-0.18663755059242249,-1.2694783890765393e-07,-0.9824288487434387|-5.4670763915964926e-08,1,-1.1883224715347751e-07|Running
-1221.9752197265625,1022.9861450195312,-1570.9859619140625|-0.19854965806007385,-1.212563631725061e-07,-0.980090856552124|-5.4028671314654275e-08,1,-1.1277422373723311e-07|Running
-1222.2081298828125,1024.4693603515625,-1572.1015625|-0.20187164843082428,-3.932337833134625e-08,-0.9794119596481323|-1.8530187162468792e-08,1,-3.6330636277170925e-08|Running
-1222.5369873046875,1026.28271484375,-1573.779296875|-0.1971777081489563,1.0924305904325138e-08,-0.9803677797317505|2.3129698156765244e-09,1,1.0677871031816721e-08|Running
-1222.778564453125,1027.730712890625,-1575.1981201171875|-0.18600419163703918,-1.0155438445735854e-07,-0.9825489521026611|-4.64306744163423e-08,1,-9.456840643906617e-08|Running
-1222.92431640625,1029.65625,-1576.3355712890625|-0.1616256982088089,-1.2147590666700125e-07,-0.9868521094322205|-5.081424703234916e-08,1,-1.1477202832566036e-07|Running
-1223.0426025390625,1030.9317626953125,-1577.2601318359375|-0.1499616503715515,-1.1295676927147724e-07,-0.9886918067932129|-4.544873632994495e-08,1,-1.0735519850868513e-07|Running
-1223.2052001953125,1032.20068359375,-1578.5169677734375|-0.14134447276592255,-1.0388300353270097e-07,-0.9899604916572571|-4.048536794698521e-08,1,-9.915610377220219e-08|Running
-1223.347412109375,1033.1632080078125,-1579.591796875|-0.1377888321876526,-6.132459162699888e-08,-0.9904616475105286|-2.349587902017447e-08,1,-5.864651342335492e-08|Running
-1223.475341796875,1034.06689453125,-1580.4935302734375|-0.13801021873950958,-2.822903688581846e-08,-0.9904308319091797|-1.0252819038214511e-08,1,-2.7073109976072374e-08|Running
-1223.5977783203125,1034.857666015625,-1581.2978515625|-0.14065511524677277,-1.2034197638399746e-08,-0.9900586605072021|-3.633970901972816e-09,1,-1.1638766395094535e-08|Running
-1223.7666015625,1035.8173828125,-1582.34521484375|-0.14607763290405273,-6.800485152780311e-08,-0.9892731308937073|-2.5236543521600652e-08,1,-6.501577587414431e-08|Running
-1223.9774169921875,1036.9580078125,-1583.588134765625|-0.15389680862426758,-9.340798357015956e-08,-0.9880869388580322|-3.7130423180542493e-08,1,-8.8751029636569e-08|Running
-1224.302978515625,1038.491943359375,-1585.428466796875|-0.16478365659713745,-1.1070073924202006e-07,-0.9863297343254089|-4.663396424575694e-08,1,-1.0444399833886564e-07|Running
-1224.499755859375,1039.8033447265625,-1586.5284423828125|-0.16892918944358826,-8.065115508770759e-08,-0.9856281876564026|-3.3757572737158625e-08,1,-7.604136698091679e-08|Running
-1224.7093505859375,1041.082275390625,-1587.7764892578125|-0.16816000640392303,-8.355323899422729e-08,-0.9857597351074219|-3.464169751055124e-08,1,-7.885074637670186e-08|Running
-1224.9066162109375,1041.870849609375,-1588.8619384765625|-0.17075741291046143,-9.936324119053097e-08,-0.9853131175041199|-4.098721362311153e-08,1,-9.37411357426754e-08|Running
-1225.31884765625,1043.0277099609375,-1591.0924072265625|-0.1766410917043686,-2.920765673763981e-08,-0.9842753410339355|-1.251459647022557e-08,1,-2.742836713309771e-08|Running
-1225.610595703125,1043.5902099609375,-1592.4097900390625|-0.18781733512878418,-1.0640228964575726e-07,-0.9822039604187012|-4.635402817143586e-08,1,-9.946630541435297e-08|Running
-1225.90234375,1043.9705810546875,-1593.764404296875|-0.19538360834121704,-1.0047070020391402e-07,-0.9807268977165222|-4.3837928842549445e-08,1,-9.371159848114985e-08|Running
-1226.173828125,1044.2880859375,-1594.9635009765625|-0.20220482349395752,-1.1740859662268122e-07,-0.9793432354927063|-5.2168584119272055e-08,1,-1.0911379888511874e-07|Running
-1226.5238037109375,1044.63525390625,-1596.4771728515625|-0.21008989214897156,-1.0761542057480256e-07,-0.9776820540428162|-4.922011953567562e-08,1,-9.949529555797199e-08|Running
-1226.7333984375,1044.85302734375,-1597.3721923828125|-0.21398410201072693,-1.1816423040045265e-07,-0.976837158203125|-5.465926378178665e-08,1,-1.0899259450525278e-07|Running
-1226.976318359375,1045.139892578125,-1598.4083251953125|-0.2175488919019699,-7.229186849144753e-08,-0.9760494232177734|-3.375242840775172e-08,1,-6.654280326756634e-08|Running
-1227.3924560546875,1045.6533203125,-1600.1837158203125|-0.2220822125673294,-8.031020115595311e-08,-0.9750279188156128|-3.81996301257459e-08,1,-7.366634235950187e-08|Running
-1227.9454345703125,1046.380126953125,-1602.54150390625|-0.22569143772125244,-3.680069227129934e-08,-0.9741988182067871|-1.7544687480608445e-08,1,-3.371078349800882e-08|Running
-1228.28173828125,1046.8719482421875,-1604.1724853515625|-0.21792900562286377,-3.53262876728877e-08,-0.9759646058082581|-1.604281330003232e-08,1,-3.2613982625662175e-08|Running
-1228.5584716796875,1047.5390625,-1605.7100830078125|-0.20330803096294403,-1.1184670967168131e-07,-0.979114830493927|-5.130246805151728e-08,1,-1.035797865256427e-07|Running
-1228.76171875,1048.4771728515625,-1606.8873291015625|-0.19159363210201263,-1.1800813126683352e-07,-0.9814743399620056|-5.233042443819613e-08,1,-1.1002015298799961e-07|Running
-1229.05859375,1050.1199951171875,-1608.73681640625|-0.17354492843151093,-1.1436602420644704e-07,-0.9848259687423706|-4.876939385667356e-08,1,-1.0753407053698538e-07|Running
-1229.3072509765625,1051.00439453125,-1610.293212890625|-0.1669081151485443,-1.1504530306183369e-07,-0.9859724640846252|-4.766286210156068e-08,1,-1.0861356969371627e-07|Running
-1229.5250244140625,1051.7098388671875,-1611.6561279296875|-0.16353709995746613,-4.728527969177776e-08,-0.9865371584892273|-1.910307290131641e-08,1,-4.476386550322786e-08|Running
-1229.81201171875,1052.849853515625,-1613.4508056640625|-0.16085857152938843,2.1778896908131173e-08,-0.9869774580001831|1.0133014427538e-08,1,2.0414766765952663e-08|Running
-1230.09228515625,1053.30322265625,-1615.148193359375|-0.16129916906356812,6.812319242044396e-08,-0.986905574798584|2.988929281855235e-08,1,6.414197883941597e-08|Running
-1230.3123779296875,1053.035888671875,-1616.4090576171875|-0.16438452899456024,8.855350586145505e-08,-0.986396312713623|3.8818839698251395e-08,1,8.330555090196867e-08|Running
-1230.4439697265625,1052.541259765625,-1617.142333984375|-0.16793601214885712,6.296576060549341e-08,-0.9857978820800781|2.8565660059598486e-08,1,5.900657384927399e-08|Running
-1230.5804443359375,1051.659423828125,-1617.845703125|-0.17450003325939178,-6.869668567333065e-08,-0.9846571683883667|-2.6295234434314807e-08,1,-6.510708772111684e-08|Running
-1230.8094482421875,1049.4105224609375,-1618.9697265625|-0.18769629299640656,-1.0430218111423528e-07,-0.982227087020874|-4.6287780719467264e-08,1,-9.734421979601393e-08|Running
-1231.227783203125,1046.2896728515625,-1621.015625|-0.1951003521680832,-4.627790772815388e-08,-0.9807832837104797|-2.0673185829878094e-08,1,-4.3072269306776434e-08|Running
-1231.5433349609375,1046.3153076171875,-1622.5557861328125|-0.1973160207271576,-1.818976258505245e-08,-0.9803399443626404|-7.837766879958963e-09,1,-1.6977015349084468e-08|Running
-1232.04931640625,1046.6025390625,-1625.0264892578125|-0.19925138354301453,5.172557049348825e-09,-0.9799484014511108|3.0820119789609635e-09,1,4.651736773553239e-09|Running
-1232.353759765625,1046.5499267578125,-1626.575439453125|-0.1973876655101776,9.431324166087052e-09,-0.9803255200386047|5.29125321335755e-09,1,8.555215202932231e-09|Running
-1232.62939453125,1046.460205078125,-1627.970703125|-0.19615840911865234,8.623935454643572e-10,-0.9805722236633301|1.7502833626892311e-09,1,5.293447902232629e-10|Running
