kayu|true|2268
-250.72744750976562,183.8071746826172,612.44921875|-0.9649261832237244,-0.0002659581077750772,0.2625211179256439|-0.00019756905385293067,0.9999999403953552,0.00028690462931990623|Running
-250.27798461914062,183.93045043945312,612.8550415039062|-0.5560146570205688,-0.000210625643376261,0.8311724662780762|0.00004794571577804163,0.9999999403953552,0.00028548124828375876|Running
-249.64064025878906,183.8209686279297,613.0364379882812|0.003090274054557085,-0.0001325896300841123,0.999995231628418|0.0001410113909514621,1,0.00013215448416303843|Running
-248.83763122558594,183.795166015625,613.2156982421875|0.5006033182144165,-0.00005808406785945408,0.8656768202781677|0.00009153140126727521,1,0.000014165962966217194|Running
-248.1878662109375,183.80401611328125,613.39794921875|0.7050329446792603,-0.0000190104401553981,0.7091745734214783|0.00003240258956793696,1,-0.000005406922809925163|Running
-247.2574462890625,183.8067626953125,613.6900634765625|0.8414639830589294,-0.000006962505722185597,0.5403132438659668|0.00001138176867243601,1,-0.00000483949270346784|Running
-246.68894958496094,183.8070831298828,613.883544921875|0.8761971592903137,-0.0000016954842294580885,0.48195284605026245|0.0000027809737730422057,1,-0.0000015379035858131829|Running
-245.84165954589844,183.80718994140625,614.1876220703125|0.905371904373169,-7.139591957638913e-07,0.42461952567100525|0.0000011185956054760027,1,-7.036554166006681e-07|Running
-245.2791748046875,183.80718994140625,614.3970336914062|0.9148355722427368,-2.0747512508023647e-07,0.40382659435272217|3.258380161241803e-07,1,-2.2438605640218157e-07|Running
-244.71951293945312,183.80718994140625,614.6136474609375|0.9199133515357971,-8.386131611359815e-08,0.39212170243263245|1.313546533765475e-07,1,-9.429108871472636e-08|Running
-244.02035522460938,183.80718994140625,614.8851318359375|0.9241873621940613,-7.871976492879185e-08,0.3819394111633301|1.2042535502132523e-07,1,-8.529055151029752e-08|Running
-243.17620849609375,183.80718994140625,615.197265625|0.9298974871635437,-8.020977304568078e-08,0.36781877279281616|1.2194732335046865e-07,1,-9.023119673656765e-08|Running
-242.32672119140625,183.80718994140625,615.4944458007812|0.935725748538971,-9.180288884635956e-08,0.3527284562587738|1.377137408553608e-07,1,-1.0506498426821054e-07|Running
-241.7534942626953,183.80718994140625,615.6713256835938|0.9413832426071167,-1.1658539733616635e-07,0.337338924407959|1.724319673712671e-07,1,-1.355881806830439e-07|Running
-241.02911376953125,183.80718994140625,615.8653564453125|0.9503201246261597,-2.1066782096568204e-07,0.31127429008483887|3.041380978174857e-07,1,-2.517417669878341e-07|Running
-240.16416931152344,183.80718994140625,616.1146240234375|0.9548442363739014,-7.62092682293769e-08,0.29710686206817627|1.1040356895364312e-07,1,-9.831124714310135e-08|Running
-239.47805786132812,183.80718994140625,616.4181518554688|0.9429963827133179,-4.156073600825039e-07,0.33280304074287415|6.22067375388724e-07,1,-5.138170422469557e-07|Running
-238.8142547607422,183.80718994140625,616.767333984375|0.925711989402771,-6.248086492632865e-07,0.3782292306423187|9.730978263178258e-07,1,-7.297153956642433e-07|Running
-238.30038452148438,183.80718994140625,617.0770263671875|0.9091507792472839,-6.96273559697147e-07,0.41646718978881836|0.000001120491219808173,1,-7.741829790575139e-07|Running
-237.67881774902344,183.80718994140625,617.4966430664062|0.8848058581352234,-7.820559062565735e-07,0.4659598469734192|0.000001305784053329262,1,-8.011624572645815e-07|Running
-236.964599609375,183.80718994140625,618.0443115234375|0.8509430885314941,-8.275658274214948e-07,0.5252578854560852|0.0000014368364418260171,1,-7.522023111050657e-07|Running
-236.5054473876953,183.80718994140625,618.4303588867188|0.8293967247009277,-6.234824923012638e-07,0.558660089969635|0.0000010951735021080822,1,-5.09882170263154e-07|Running
-236.0554962158203,183.82083129882812,618.8256225585938|0.8095744252204895,-4.7178684781101765e-07,0.5870172381401062|8.400902515859343e-07,1,-3.5489375704855775e-07|Running
-235.51473999023438,183.93019104003906,619.31884765625|0.7868088483810425,-3.5919796914640756e-07,0.6171967387199402|6.484088999059168e-07,1,-2.446154496738018e-07|Running
-234.90476989746094,184.18075561523438,619.8796997070312|0.7667710781097412,-1.6887857157144026e-07,0.6419206261634827|3.066315912292339e-07,1,-1.0318669296793814e-07|Running
-234.2816925048828,184.49130249023438,620.458984375|0.7529911398887634,-1.0469031508364424e-07,0.6580306887626648|1.9102654391645046e-07,1,-5.9497189397461625e-08|Running
-233.746826171875,184.7096405029297,620.9581909179688|0.7455859184265137,-7.970562165837691e-08,0.6664095520973206|1.455232450098265e-07,1,-4.320835600424289e-08|Running
-232.89454650878906,184.97512817382812,621.759521484375|0.7364673018455505,-7.520225864254826e-08,0.6764731407165527|1.3806395315896225e-07,1,-3.91402501520588e-08|Running
-232.40504455566406,185.28662109375,622.226318359375|0.7320979237556458,-5.3521667098266335e-08,0.6811994314193726|9.824309188388725e-08,1,-2.7013960846034024e-08|Running
-231.96376037597656,185.5713653564453,622.647216796875|0.729336678981781,-4.812202547554989e-08,0.6841549277305603|8.811397123054121e-08,1,-2.359513295857596e-08|Running
-231.4709930419922,185.8738555908203,623.1171875|0.7273150086402893,-3.8501688948144874e-08,0.6863037943840027|7.008124214280542e-08,1,-1.8168989868172503e-08|Running
-230.6953125,186.3391571044922,623.875|0.7211083173751831,-9.113777821312397e-08,0.6928223371505737|7.570390891942225e-08,1,5.275098757806518e-08|Running
-230.01795959472656,186.80995178222656,624.5693969726562|0.7107716202735901,-1.2903888091386762e-07,0.7034228444099426|8.508162352427462e-08,1,9.747378015845243e-08|Running
-229.3660125732422,187.09205627441406,625.2435302734375|0.7035819888114929,-1.0019870444466505e-07,0.7106140851974487|7.894715992051715e-08,1,6.283706710519255e-08|Running
-228.86228942871094,187.34124755859375,625.7401733398438|0.7058548927307129,-8.89313511720502e-08,0.7083564400672913|6.998881474373775e-08,1,5.580439932373338e-08|Running
-228.38235473632812,187.66342163085938,626.186279296875|0.7143842577934265,-1.2473135768686916e-07,0.6997536420822144|8.748290980520324e-08,1,8.893837133427951e-08|Running
-227.69996643066406,188.3158721923828,626.796875|0.731130063533783,-1.1555574275234903e-07,0.6822381019592285|8.473009671661202e-08,1,7.857524053633824e-08|Running
-226.9352264404297,189.31967163085938,627.4111328125|0.7571545243263245,-1.6374846723010705e-07,0.6532357931137085|1.2362042411950824e-07,1,1.0738648370534065e-07|Running
-226.12713623046875,190.1129150390625,628.035888671875|0.775221586227417,-1.298354135315094e-07,0.6316893696784973|1.0061188504550955e-07,1,8.206391299836469e-08|Running
-225.61952209472656,190.44677734375,628.4092407226562|0.7849264740943909,-1.3713774649204424e-07,0.6195889711380005|1.0761498003830638e-07,1,8.500458648086351e-08|Running
-224.9215850830078,190.7932891845703,628.8928833007812|0.8000568747520447,-1.3318505409642967e-07,0.5999241471290588|1.0636976810474152e-07,1,8.014878005724313e-08|Running
-224.18698120117188,191.0622100830078,629.3658447265625|0.81700599193573,-1.9793917260813032e-07,0.5766291618347168|1.615147198208433e-07,1,1.1442481451240383e-07|Running
-223.70553588867188,191.23191833496094,629.6856079101562|0.8216015696525574,-1.4054073460556538e-07,0.5700621604919434|1.1610655548111026e-07,1,7.919734201777828e-08|Running
-223.00357055664062,191.47531127929688,630.1934814453125|0.8172021508216858,-9.063907668860338e-08,0.5763511061668396|7.596764817208168e-08,1,4.954991439376499e-08|Running
-222.32293701171875,191.69239807128906,630.7542114257812|0.7996485829353333,-1.7937318830263393e-07,0.6004682779312134|1.446590260911762e-07,1,1.0607854505906289e-07|Running
-221.80575561523438,191.96353149414062,631.2054443359375|0.7845574617385864,-1.9907588466594461e-07,0.62005615234375|1.5766461558541778e-07,1,1.215679219512822e-07|Running
-221.4149627685547,192.36819458007812,631.5670776367188|0.7695938348770142,-1.8030334558716277e-07,0.6385337114334106|1.4029446049335093e-07,1,1.1328075544270177e-07|Running
-221.0017852783203,192.97679138183594,631.9542846679688|0.754632294178009,-1.377261753532366e-07,0.6561478972434998|1.0487674728665297e-07,1,8.928291350684958e-08|Running
-220.51104736328125,193.6273651123047,632.4205932617188|0.7423484325408936,-1.277241636898907e-07,0.6700140237808228|9.559117586377397e-08,1,8.471793933040317e-08|Running
-220.1543426513672,194.04833984375,632.767822265625|0.7352456450462341,-1.1694384483007525e-07,0.6778007745742798|8.667456796729311e-08,1,7.851384964396857e-08|Running
-219.63827514648438,194.50575256347656,633.2823486328125|0.7253510355949402,-1.349202705114294e-07,0.688379168510437|9.872027106894166e-08,1,9.197461992016542e-08|Running
-219.18260192871094,194.8815460205078,633.75537109375|0.7149345278739929,-1.265483575707549e-07,0.6991914510726929|9.138761214444457e-08,1,8.754712865766123e-08|Running
-218.55642700195312,195.37466430664062,634.4277954101562|0.6993513703346252,-1.223535406325027e-07,0.7147780060768127|8.643423399234962e-08,1,8.660819617034576e-08|Running
-218.12583923339844,195.62327575683594,634.9019775390625|0.6908424496650696,-1.2209585520395194e-07,0.7230053544044495|8.511580773529204e-08,1,8.75432633051787e-08|Running
-217.67755126953125,195.75924682617188,635.3995971679688|0.6840947866439819,-1.1589706616632611e-07,0.7293931245803833|7.986081129729428e-08,1,8.399407391834757e-08|Running
-217.17579650878906,195.79806518554688,635.956787109375|0.6789200305938721,-9.614106488697871e-08,0.7342122197151184|6.549749542728023e-08,1,7.03795137724228e-08|Running
-216.7707977294922,195.80459594726562,636.3994750976562|0.6777817606925964,-1.297665193078501e-07,0.7352631092071533|8.778135907050455e-08,1,9.557111724234346e-08|Running
-216.26219177246094,195.80665588378906,636.95068359375|0.6778679490089417,3.827483052720737e-10,0.7351837158203125|-5.838363681398562e-10,1,1.7703935539792326e-11|Running
-215.85520935058594,195.8070526123047,637.3916015625|0.677979588508606,1.0420498597341066e-07,0.7350807189941406|-7.107502852932157e-08,1,-7.620600683821976e-08|Running
-215.24473571777344,195.80718994140625,638.052978515625|0.6781038641929626,4.292782307402376e-08,0.7349660992622375|-2.8998409007385817e-08,1,-3.1653012655397106e-08|Running
-214.74378967285156,195.80718994140625,638.611083984375|0.6747720837593079,-4.60058302564903e-08,0.7380261421203613|3.182635310849946e-08,1,3.323770059182607e-08|Running
-214.25607299804688,195.80718994140625,639.1807250976562|0.6667081713676453,-1.1750759654205467e-07,0.7453188896179199|7.9486440540677e-08,1,8.655803895862846e-08|Running
-213.8780059814453,195.80718994140625,639.6465454101562|0.6570592522621155,-1.4343898158131196e-07,0.7538389563560486|9.526176114604823e-08,1,1.0724619414759218e-07|Running
-213.41354370117188,195.80718994140625,640.2354125976562|0.6445320844650269,-1.3850956293026684e-07,0.7645772695541382|9.028823910739447e-08,1,1.0504614778028554e-07|Running
-212.9561309814453,195.80718994140625,640.8297119140625|0.6329830288887024,-1.569660668110373e-07,0.7741656303405762|1.0042136011634284e-07,1,1.2064737120454083e-07|Running
-212.5043182373047,195.80718994140625,641.4282836914062|0.6227588653564453,-1.4711575602177618e-07,0.7824138402938843|9.251623112049856e-08,1,1.1439017555403552e-07|Running
-212.05679321289062,195.80718994140625,642.0301513671875|0.6140264868736267,-1.2350650990811118e-07,0.78928542137146|7.649487088201568e-08,1,9.696952929516556e-08|Running
-211.51837158203125,195.80718994140625,642.7513427734375|0.6076093316078186,-8.996297395924557e-08,0.7942360639572144|5.475006403798943e-08,1,7.138473279155733e-08|Running
-211.06893920898438,195.80718994140625,643.3516845703125|0.604723334312439,-8.787809946397829e-08,0.7964356541633606|5.307991557401692e-08,1,7.003633584190538e-08|Running
-210.70822143554688,195.80718994140625,643.8311767578125|0.6037390232086182,-1.8968240311778573e-08,0.797182023525238|1.1267029087491665e-08,1,1.5261125696497402e-08|Running
-210.3435821533203,195.80718994140625,644.3076782226562|0.6047645211219788,4.416742171997612e-08,0.7964043617248535|-2.7027112992072944e-08,1,-3.4934995341018293e-08|Running
-209.7883758544922,195.80718994140625,645.0159301757812|0.6096207499504089,6.220525250455466e-08,0.7926931977272034|-3.769122258745483e-08,1,-4.9486867936821e-08|Running
-209.3230743408203,195.80718994140625,645.604248046875|0.6132769584655762,-2.8126281748086512e-08,0.7898679375648499|1.8019656877754642e-08,1,2.161784529164379e-08|Running
-208.76580810546875,195.80718994140625,646.3109741210938|0.6156914830207825,-8.649192295706598e-08,0.7879873514175415|5.354626608777835e-08,1,6.792487994289331e-08|Running
-208.3961639404297,195.8500518798828,646.7816772460938|0.6162408590316772,-5.901226529658743e-08,0.7875577211380005|3.5978622747734335e-08,1,4.6778495743637905e-08|Running
-207.8521728515625,195.9502410888672,647.493896484375|0.6126037240028381,-5.855536855392529e-08,0.7903901934623718|3.4836357798440076e-08,1,4.708369161221526e-08|Running
-207.4933319091797,195.98025512695312,647.9735107421875|0.6089896559715271,-1.2790601999768114e-07,0.793178141117096|7.697418169527737e-08,1,1.0215806867108768e-07|Running
-206.78353881835938,195.86415100097656,648.9351196289062|0.6008867621421814,-9.379760967931361e-08,0.7993341684341431|5.7670952458011016e-08,1,7.399145829367626e-08|Running
-206.2398681640625,195.77490234375,649.6511840820312|0.6022635698318481,-7.987661376773758e-08,0.7982972860336304|4.9229438303655115e-08,1,6.2918303456172e-08|Running
-205.76458740234375,195.7975311279297,650.2312622070312|0.6127771735191345,-1.236590776443336e-07,0.7902557253837585|7.568408477709454e-08,1,9.779314780189452e-08|Running
-205.18211364746094,195.91168212890625,650.9114379882812|0.6281169652938843,-1.4094466393999028e-07,0.778118908405304|8.848314081433273e-08,1,1.09709318962814e-07|Running
-204.72044372558594,196.238037109375,651.4469604492188|0.6366754174232483,-1.0934920169347606e-07,0.7711318731307983|7.010696378983994e-08,1,8.392056116690583e-08|Running
-204.37176513671875,196.54983520507812,651.8505249023438|0.6416559815406799,-9.792369581873572e-08,0.7669925689697266|6.320591694475297e-08,1,7.479503949525679e-08|Running
-203.9716796875,196.84117126464844,652.323486328125|0.643401563167572,-1.2886417266599892e-07,0.7655288577079773|8.358949088460577e-08,1,9.807933309957662e-08|Running
-203.4549560546875,197.12615966796875,652.947998046875|0.6415815353393555,6.913489336568546e-09,0.7670548558235168|-4.277741272318281e-09,1,-5.435034644563075e-09|Running
-202.95285034179688,197.1002197265625,653.5576171875|0.6394029259681702,1.1101393937451576e-07,0.7688718438148499|-7.168332416540579e-08,1,-8.477279322960385e-08|Running
-202.52171325683594,196.66400146484375,654.0803833007812|0.6381013989448547,1.5609607828537264e-08,0.7699523568153381|-1.0211695489203976e-08,1,-1.1810485034402518e-08|Running
-202.1206817626953,196.36651611328125,654.56640625|0.6375545263290405,-8.199047840662388e-08,0.7704052329063416|5.2678199580213914e-08,1,6.283089248881879e-08|Running
-201.4518280029297,196.59169006347656,655.3707885742188|0.6383094191551208,-3.8201740437671106e-08,0.7697798609733582|2.4637230922053277e-08,1,2.9197392947821754e-08|Running
-201.0940399169922,197.29586791992188,655.8007202148438|0.6387207508087158,3.868104769821912e-08,0.769438624382019|-2.4752479177436726e-08,1,-2.972442914028761e-08|Running
-200.70901489257812,197.86029052734375,656.263427734375|0.6390175819396973,1.1455586701458742e-07,0.7691921591758728|-7.34974108240749e-08,1,-8.787106509089426e-08|Running
