runia|false|23720
-46.12921905517578,640.0371704101562,807.2201538085938|-0.49969279766082764,1.0090916990890264e-09,0.866202712059021|-4.5863643549637345e-08,1,-2.762265971512079e-08|Running
-46.252323150634766,640.0371704101562,807.4376831054688|-0.5153325200080872,1.289216094990664e-10,0.8569903373718262|-5.274216263728704e-08,1,-3.1865788230334147e-08|Running
-46.3798942565918,640.0371704101562,807.6526489257812|-0.538472056388855,-9.707190606889071e-10,0.8426433801651001|-5.92393973875005e-08,1,-3.670359660645772e-08|Running
-46.512840270996094,640.0371704101562,807.8643188476562|-0.5612131953239441,-2.2888304584967045e-09,0.8276712894439697|-6.559933041216937e-08,1,-4.171508294348314e-08|Running
-46.65144348144531,640.0371704101562,808.0723266601562|-0.5908842086791992,-3.896635014655203e-09,0.8067563772201538|-7.142001834381517e-08,1,-4.747942128346949e-08|Running
-46.79701232910156,640.0371704101562,808.2755126953125|-0.6162076592445374,-5.755872667378981e-09,0.7875837087631226|-7.725093809085593e-08,1,-5.3133078381506493e-08|Running
-46.94913101196289,640.0371704101562,808.4738159179688|-0.6581615209579468,-8.041867616270792e-09,0.7528767585754395|-8.161613607171603e-08,1,-6.066694169248876e-08|Running
-47.110694885253906,640.0371704101562,808.6644897460938|-0.7078456878662109,-1.0851418430490867e-08,0.7063671350479126|-8.466927425843096e-08,1,-6.9484208609083e-08|Running
-47.284034729003906,640.0371704101562,808.8444213867188|-0.7452418804168701,-1.4069951426165517e-08,0.6667942404747009|-8.812734364482822e-08,1,-7.739453877775304e-08|Running
-47.46742248535156,640.0371704101562,809.01416015625|-0.802608072757721,-1.7948687869306923e-08,0.5965067744255066|-8.81124151419499e-08,1,-8.84668054368376e-08|Running
-47.66396713256836,640.0371704101562,809.1682739257812|-0.8509936332702637,-2.2424512025054355e-08,0.5251759886741638|-8.752606106554595e-08,1,-9.912793785815666e-08|Running
-47.87297821044922,640.0371704101562,809.3049926757812|-0.9116224050521851,4.031416978023117e-08,0.411028653383255|-5.260652802263621e-09,1,-1.0974879671721283e-07|Running
-48.09629440307617,640.0371704101562,809.4161987304688|-0.9386953711509705,1.1803042099245431e-07,0.3447476923465729|8.855256083961649e-08,1,-1.0125243221636993e-07|Running
-48.44551467895508,640.0371704101562,809.5518798828125|-0.9646975994110107,1.0219320500937101e-07,0.26336005330085754|9.493228958490363e-08,1,-4.029558553497736e-08|Running
-48.6848258972168,640.0371704101562,809.6235961914062|-0.9958233833312988,1.7645575667302182e-07,0.09130071848630905|1.769471538182188e-07,1,-2.712402968896299e-09|Running
-49.054683685302734,640.0371704101562,809.6769409179688|-0.9999959468841553,2.490461668003263e-07,-0.0028505215886980295|2.49027920062872e-07,1,6.755025427906958e-09|Running
-49.42919158935547,640.0371704101562,809.6843872070312|-0.9940991997718811,2.2213642125734623e-07,-0.10847453027963638|2.2069569638460962e-07,1,2.5286997384910137e-08|Running
-49.67813491821289,640.0371704101562,809.6651611328125|-0.9870914816856384,2.123883859894704e-07,-0.16015762090682983|2.099784666143023e-07,1,3.197125053588934e-08|Running
-49.92546081542969,640.0371704101562,809.6298217773438|-0.9761238098144531,1.5074941472903447e-07,-0.2172149419784546|1.475915780702053e-07,1,3.0761093228193204e-08|Running
-50.1702995300293,640.0371704101562,809.5799560546875|-0.9653429985046387,9.197695050033872e-08,-0.2609845697879791|8.859542077743754e-08,1,2.4721684255268883e-08|Running
-50.412452697753906,640.0371704101562,809.5181884765625|-0.9565966725349426,3.36683214641198e-08,-0.2914152145385742|3.0638382497727434e-08,1,1.4960605199121346e-08|Running
-50.652286529541016,640.0371704101562,809.44775390625|-0.9525521993637085,-2.4510006468858592e-08,-0.3043753206729889|-2.6638687700142327e-08,1,2.841012536336507e-09|Running
-51.0098876953125,640.0371704101562,809.3349609375|-0.9468731880187988,-7.436815963046683e-08,-0.32160720229148865|-7.505519761252799e-08,1,-1.0262226624035975e-08|Running
-51.24699401855469,640.0371704101562,809.2557373046875|-0.9454059600830078,-9.519159505089192e-08,-0.3258949816226959|-9.484404728254958e-08,1,-1.6954752268816264e-08|Running
-51.48347854614258,640.0361328125,809.1747436523438|-0.9454062581062317,-1.1600614158169265e-07,-0.32589423656463623|-1.1467169258594367e-07,1,-2.3304508545152203e-08|Running
-51.71982955932617,640.0330810546875,809.0933227539062|-0.9454063177108765,-9.994797522949739e-08,-0.3258940279483795|-9.836247727434966e-08,1,-2.1342733802498515e-08|Running
-51.956111907958984,640.0271606445312,809.0119018554688|-0.9454063177108765,-8.389667272012957e-08,-0.32589396834373474|-8.206021817613873e-08,1,-1.9381824145625615e-08|Running
-52.192386627197266,640.4667358398438,808.9304809570312|-0.9454063773155212,-6.785221984273448e-08,-0.3258938491344452|-6.576492239673826e-08,1,-1.742175470553775e-08|Jumping
-52.310546875,640.681396484375,808.8897705078125|-0.9454063773155212,-5.983256556874039e-08,-0.3258938491344452|-5.761988575159194e-08,1,-1.644203884154649e-08|Freefall
-52.665069580078125,641.304931640625,808.7676391601562|-0.9454063773155212,-3.578387364200353e-08,-0.3258938491344452|-3.319520303080026e-08,1,-1.3504148910215008e-08|Freefall
-52.90142059326172,641.70361328125,808.6862182617188|-0.9454063773155212,-1.975997143688346e-08,-0.3258938491344452|-1.6920770562478538e-08,1,-1.1546601896839093e-08|Freefall
-53.13777160644531,642.088623046875,808.6047973632812|-0.9454063773155212,-3.742909981951925e-09,-0.3258938491344452|-6.532883123355759e-10,1,-9.589893323891374e-09|Freefall
-53.374122619628906,642.4600830078125,808.5233764648438|-0.9454063773155212,1.22673116109695e-08,-0.3258938491344452|1.560724882665454e-08,1,-7.634020526836593e-09|Freefall
-53.6104736328125,642.81787109375,808.4419555664062|-0.9454063773155212,2.8270696006416074e-08,-0.3258938491344452|3.1860842852893256e-08,1,-5.67898483794238e-09|Freefall
-53.846824645996094,643.1619873046875,808.3605346679688|-0.9454063773155212,4.4267249421636734e-08,-0.3258938491344452|4.8107494876603596e-08,1,-3.7247851469857096e-09|Freefall
-54.08317565917969,643.4925537109375,808.2791137695312|-0.9454063773155212,6.025696563938254e-08,-0.3258938491344452|6.434721200321292e-08,1,-1.7714212319219769e-09|Freefall
-54.31952667236328,643.8094482421875,808.1976928710938|-0.9454063773155212,7.623985709415138e-08,-0.3258938491344452|8.057999423272122e-08,1,1.8110531130322016e-10|Freefall
-54.555877685546875,644.1127319335938,808.1162719726562|-0.9454063773155212,9.221592733865691e-08,-0.3258938491344452|9.680584867055586e-08,1,2.132797272125231e-09|Freefall
-54.79222869873047,644.4024047851562,808.0348510742188|-0.9454063773155212,1.0818517637289915e-07,-0.3258938491344452|1.1302476821128948e-07,1,4.08365430359936e-09|Freefall
-55.02857971191406,644.6784057617188,807.9534301757812|-0.9454055428504944,1.2414758998602338e-07,-0.32589617371559143|1.292367528549221e-07,1,6.03396044240867e-09|Freefall
-55.264930725097656,644.9408569335938,807.8720092773438|-0.9454056024551392,1.4010319659973902e-07,-0.3258959949016571|1.454418310231631e-07,1,7.983135930089702e-09|Freefall
-55.50128173828125,645.1896362304688,807.7905883789062|-0.9468221068382263,1.5636912564787053e-07,-0.32175758481025696|1.6196666763335088e-07,1,9.371948550551679e-09|Freefall
-55.7379035949707,645.4248046875,807.7098999023438|-0.9468448162078857,1.3914558394390042e-07,-0.3216906487941742|1.4387943281235493e-07,1,9.058650718429817e-09|Freefall
-55.974613189697266,645.6463623046875,807.6294555664062|-0.9482622146606445,1.2246255209902301e-07,-0.31748825311660767|1.2637067925425072e-07,1,8.283816299581304e-09|Freefall
-56.211605072021484,645.854248046875,807.5498657226562|-0.9482930898666382,1.0660952654006906e-07,-0.31739598512649536|1.0960803820125875e-07,1,8.408994389697e-09|Freefall
-56.44867706298828,646.048583984375,807.4705200195312|-0.9496929049491882,9.134387113363118e-08,-0.31318262219429016|9.346488383243923e-08,1,8.240981230756006e-09|Freefall
-56.68602752685547,646.229248046875,807.3920288085938|-0.9510835409164429,7.767318521700872e-08,-0.3089337646961212|7.886230690701268e-08,1,8.637903725627893e-09|Freefall
-56.92372131347656,646.396240234375,807.3145751953125|-0.9537911415100098,6.76720475212278e-08,-0.30047038197517395|6.784314621199883e-08,1,9.864040251272854e-09|Freefall
-57.162017822265625,646.5496826171875,807.2389526367188|-0.9551630616188049,6.312097156069285e-08,-0.29608017206192017|6.201764080060457e-08,1,1.3118113706411805e-08|Freefall
-57.400726318359375,646.689453125,807.1646728515625|-0.9565150737762451,6.217989323431539e-08,-0.2916829586029053|5.967961413944067e-08,1,1.7469126589730877e-08|Freefall
-57.63978576660156,646.8156127929688,807.0914916992188|-0.9578341245651245,6.413439024299805e-08,-0.2873217463493347|6.015423537064635e-08,1,2.2680531230889756e-08|Freefall
-57.87916946411133,646.9281616210938,807.0194091796875|-0.9578826427459717,6.784203065990368e-08,-0.2871599793434143|6.223071125077695e-08,1,2.8668019069755246e-08|Freefall
-58.1186408996582,647.0270385742188,806.9476318359375|-0.9591559171676636,7.232704035686766e-08,-0.2828778922557831|6.519999828924483e-08,1,3.460884556716337e-08|Freefall
-58.35836410522461,647.1123657226562,806.876708984375|-0.960414707660675,7.851087246990573e-08,-0.27857422828674316|6.985150236005211e-08,1,4.101048745042135e-08|Freefall
-58.5984001159668,647.1840209960938,806.8068237304688|-0.9616632461547852,8.693886144328644e-08,-0.2742330729961395|7.671384594232222e-08,1,4.8010171838086535e-08|Freefall
-58.8387451171875,647.2420654296875,806.7379760742188|-0.9617058634757996,9.692559643781351e-08,-0.27408358454704285|8.489622160823274e-08,1,5.575087058673489e-08|Freefall
-59.07917022705078,647.2864990234375,806.66943359375|-0.9617304801940918,1.071572199862203e-07,-0.27399733662605286|9.331055395023213e-08,1,6.356858506251228e-08|Freefall
-59.31960678100586,647.3172607421875,806.6009521484375|-0.9629281163215637,1.1777475350527311e-07,-0.2697581648826599|1.0239705261483323e-07,1,7.107757937774295e-08|Freefall
-59.56027603149414,647.33447265625,806.5333251953125|-0.9641191363334656,1.2983493036244909e-07,-0.26546990871429443|1.1293559509795159e-07,1,7.89225680364325e-08|Freefall
-59.80123519897461,647.3380126953125,806.4666748046875|-0.9641567468643188,1.4317912189198978e-07,-0.2653333842754364|1.2440501961918926e-07,1,8.756226321793292e-08|Freefall
-60.04227066040039,647.327880859375,806.4003295898438|-0.9641786217689514,1.5672677022848802e-07,-0.26525384187698364|1.360648411719012e-07,1,9.626990760125409e-08|Freefall
-60.2833137512207,647.30419921875,806.3340454101562|-0.9641860723495483,1.374338580717449e-07,-0.26522672176361084|1.1925521903322078e-07,1,8.464323286716535e-08|Freefall
-60.52436447143555,647.266845703125,806.2677612304688|-0.9641885757446289,1.1815162537232027e-07,-0.26521754264831543|1.0245275205988946e-07,1,7.302627835770181e-08|Freefall
-60.76541519165039,647.2158813476562,806.2014770507812|-0.9641894698143005,9.887784813145117e-08,-0.26521429419517517|8.565698550455636e-08,1,6.141555530803089e-08|Freefall
-61.006465911865234,647.1513061523438,806.1351928710938|-0.9641897678375244,7.961230608088954e-08,-0.26521334052085876|6.886816805717899e-08,1,4.981017553973288e-08|Freefall
-61.48856735229492,646.9812622070312,806.0026245117188|-0.9641897678375244,4.110589202355186e-08,-0.2652131915092468|3.531189562977488e-08,1,2.6614525694412805e-08|Freefall
-61.609092712402344,646.9302368164062,805.969482421875|-0.9641899466514587,3.148443283862434e-08,-0.26521262526512146|2.6927320817549116e-08,1,2.0818699653091244e-08|Freefall
-61.97066879272461,646.7567138671875,805.8700561523438|-0.964189887046814,2.6323847546194656e-09,-0.2652128338813782|1.7842887167773824e-09,1,3.43871597863199e-09|Freefall
-62.09119415283203,646.6920776367188,805.8369140625|-0.9641899466514587,-6.9808567815243805e-09,-0.2652125954627991|-6.5931411441511045e-09,1,-2.3521369296730654e-09|Freefall
-62.21171951293945,646.6240234375,805.8037719726562|-0.9641899466514587,-1.6592045071206485e-08,-0.2652125954627991|-1.4968783546009945e-08,1,-8.141751273171849e-09|Freefall
-62.4527702331543,646.4776611328125,805.7374877929688|-0.9641899466514587,-3.580826302140849e-08,-0.2652127146720886|-3.171469842300212e-08,1,-1.9717271371177958e-08|Freefall
-62.69382095336914,646.3176879882812,805.6712036132812|-0.964189887046814,-5.501627953208299e-08,-0.2652128040790558|-4.8453465240072546e-08,1,-3.1287846979921596e-08|Freefall
-62.813873291015625,646.2326049804688,805.639892578125|-0.9670255184173584,0.0000016180284774236497,-0.254679411649704|0.0000015690142163293785,1,3.9560174514008395e-07|Freefall
-63.171852111816406,645.9568481445312,805.5592041015625|-0.9786444902420044,0.00003542777631082572,-0.2055601328611374|0.00003446453047217801,1,0.000008266449185612146|Freefall
-63.290557861328125,645.858154296875,805.5369873046875|-0.9703740477561951,0.00005465995491249487,-0.24160756170749664|0.00005272522321320139,1,0.000014472926523012575|Freefall
-63.64496994018555,645.5415649414062,805.4849853515625|-0.9816429615020752,0.0001127455907408148,-0.19072778522968292|0.00010954995377687737,1,0.000027298832719679922|Freefall
-63.87985610961914,645.3134765625,805.4625244140625|-0.9766736626625061,0.0001415957958670333,-0.21472908556461334|0.0001363658084301278,1,0.000039169852243503556|Freefall
-63.996883392333984,645.1943359375,805.4550170898438|-0.9707821011543274,0.00015212026482913643,-0.239962637424469|0.00014517137606162578,1,0.000046634340833406895|Freefall
-64.34628295898438,644.81640625,805.447021484375|-0.9820036888122559,0.00017045940330717713,-0.18886171281337738|0.00016447214875370264,1,0.00004737411654787138|Freefall
-64.46218872070312,644.6836547851562,805.4492797851562|-0.9707968235015869,0.00017336648306809366,-0.2399030327796936|0.00016436679288744926,1,0.00005752209108322859|Freefall
-64.80817413330078,644.264892578125,805.470703125|-0.9820166826248169,0.00017673545517027378,-0.1887941062450409|0.0001699696440482512,1,0.00005202721877139993|Freefall
-65.03738403320312,643.9686889648438,805.4972534179688|-0.9767426252365112,0.00017678944277577102,-0.21441516280174255|0.00016846945800352842,1,0.00005707683158107102|Freefall
-65.26542663574219,643.6588745117188,805.5336303710938|-0.9776703715324402,0.00017614630633033812,-0.2101442664861679|0.00016802398022264242,1,0.000056505163229303434|Freefall
-65.49223327636719,643.3353881835938,805.579833984375|-0.9776853322982788,0.00017536772065795958,-0.21007466316223145|0.0001672502257861197,1,0.00005640673407469876|Freefall
-65.7177734375,642.998291015625,805.6358032226562|-0.9776980876922607,0.00017490028403699398,-0.21001514792442322|0.00016680383123457432,1,0.000056264878367073834|Freefall
-65.94202423095703,642.6475830078125,805.7015380859375|-0.9777024984359741,0.000174725879332982,-0.209994837641716|0.00016664974100422114,1,0.00005615382542600855|Freefall
-66.16497039794922,642.283203125,805.7770385742188|-0.9777039289474487,0.00017472027684561908,-0.20998801290988922|0.00016665903967805207,1,0.0000560845437576063|Freefall
-66.38658142089844,641.9052734375,805.8623657226562|-0.9786149859428406,0.00017461391689721495,-0.20570053160190582|0.0001668071054155007,1,0.000055293854529736564|Freefall
-66.60673522949219,641.513671875,805.9574584960938|-0.9795188903808594,0.0001742666499922052,-0.20135214924812317|0.00016671708726789802,1,0.00005445238639367744|Freefall
-66.82525634765625,641.1084594726562,806.062255859375|-0.9804165959358215,0.00017384157399646938,-0.19693461060523987|0.00016655033687129617,1,0.00005358556882129051|Freefall
-67.04186248779297,640.6896362304688,806.1767578125|-0.9804465174674988,0.00017364152881782502,-0.19678571820259094|0.00016637076623737812,1,0.00005347896149032749|Freefall
-67.25672912597656,640.2571411132812,806.29931640625|-0.9813150763511658,0.00017363211372867227,-0.19240769743919373|0.0001666028838371858,1,0.00005271197369438596|Freefall
-67.4708251953125,639.8110961914062,806.42431640625|-0.9829793572425842,0.00017337227473035455,-0.1837158352136612|0.00016680873523000628,1,0.0000511807702423539|Freefall
-67.68463134765625,639.8369750976562,806.5545654296875|-0.9774585962295532,0.0001350898965029046,-0.21112725138664246|0.00012995819270145148,1,0.00003818143159151077|Landed
-67.89813995361328,640.0927734375,806.685546875|-0.9760177731513977,0.00005596579285338521,-0.21769092977046967|0.00005505363515112549,1,0.000010255220331600867|Landed
