runia|false|23720
-32.48672866821289,785.5650024414062,376.96002197265625|0.9043987989425659,0.00028360524447634816,0.4266881048679352|-0.0002737491449806839,0.9999999403953552,-0.00008443368278676644|Freefall
-32.717857360839844,785.7319946289062,376.86517333984375|0.904398500919342,0.0002832312893588096,0.4266887307167053|-0.000273559067863971,0.9999999403953552,-0.000083960170741193|Freefall
-32.9489860534668,785.8854370117188,376.77032470703125|0.9043982625007629,0.0002827841090038419,0.4266892373561859|-0.00027320015942677855,0.9999999403953552,-0.00008367293048650026|Freefall
-33.0645637512207,785.95703125,376.722900390625|0.9181094765663147,0.0002825925184879452,0.39632683992385864|-0.0002755818422883749,0.9999999403953552,-0.00007463087240466848|Freefall
-33.41121292114258,786.1513671875,376.5806579589844|0.8896835446357727,0.00028220046078786254,0.4565776288509369|-0.00026988860918208957,0.9999999403953552,-0.00009217492333846167|Freefall
-33.52677536010742,786.2093505859375,376.5332336425781|0.9181095957756042,0.0002821153320837766,0.3963265120983124|-0.00027517881244421005,0.9999999403953552,-0.00007436041778419167|Freefall
-33.75790786743164,786.3150634765625,376.4383544921875|0.9043984413146973,0.0002820421941578388,0.4266888499259949|-0.0002724287041928619,0.9999999403953552,-0.00008356928447028622|Freefall
-34.10734939575195,786.4481201171875,376.30267333984375|0.9397269487380981,0.0002074429066851735,0.3419256806373596|-0.00019866337243001908,1,-0.00006069615119486116|Freefall
-34.22418975830078,786.4856567382812,376.2583312988281|0.9398589134216309,0.00018396644736640155,0.3415628671646118|-0.0001732804230414331,1,-0.00006179620686452836|Freefall
-34.57488250732422,786.5778198242188,376.12615966796875|0.960254430770874,0.00017473698244430125,0.2791261374950409|-0.00016284380399156362,1,-0.00006579644104931504|Freefall
-34.69126510620117,786.6017456054688,376.0807189941406|0.9324899911880493,0.00017197534907609224,0.36119571328163147|-0.0001547012507217005,1,-0.00007673948130104691|Freefall
-34.923240661621094,786.6393432617188,375.9877014160156|0.9187940359115601,0.00014244015619624406,0.3947373032569885|-0.00012878757843282074,1,-0.00006108089291956276|Freefall
-35.27302551269531,786.6702270507812,375.8527526855469|0.9445773959159851,0.00009613200381863862,0.32828885316848755|-0.00008934109064284712,1,-0.00003576858216547407|Freefall
-35.50680160522461,786.6737670898438,375.7644348144531|0.9500518441200256,0.00010625055438140407,0.31209203600883484|-0.00009859038982540369,1,-0.00004032325523439795|Freefall
-35.62374496459961,786.67041015625,375.72039794921875|0.9417534470558167,0.00012389333278406411,0.33630406856536865|-0.00011363148951204494,1,-0.0000501940849062521|Freefall
-35.974552154541016,786.6399536132812,375.5885925292969|0.9619860649108887,0.00019226661243010312,0.27309855818748474|-0.00018016535614151508,1,-0.00006938906153663993|Freefall
-36.20844268798828,786.6026000976562,375.50079345703125|0.9529576897621155,0.0002312401484232396,0.30310335755348206|-0.0002135854447260499,1,-0.00009139542817138135|Freefall
-36.44234848022461,786.5516357421875,375.4129943847656|0.9530350565910339,0.0002580259751994163,0.30285996198654175|-0.0002375548065174371,0.9999999403953552,-0.00010443085920996964|Freefall
-36.67625427246094,786.487060546875,375.3251953125|0.9530607461929321,0.00027367693837732077,0.30277901887893677|-0.00025104550877586007,0.9999999403953552,-0.00011366476974217221|Freefall
-36.91015625,786.4088134765625,375.2373962402344|0.9530698657035828,0.00028134274180047214,0.30275028944015503|-0.0002572308003436774,0.9999999403953552,-0.00011951698979828507|Freefall
-37.130680084228516,786.3877563476562,375.15020751953125|0.9416005611419678,0.0002246144285891205,0.33673185110092163|-0.00020487212168518454,1,-0.00009416013199370354|Landed
-37.34415817260742,786.3848266601562,375.0655517578125|0.9345726370811462,0.00009732517355587333,0.35577231645584106|-0.00009149908146355301,1,-0.000033202792110387236|Landed
-37.55629348754883,786.3843994140625,374.98187255859375|0.9320950508117676,-0.000025103601728915237,0.36221379041671753|0.000018176742742070928,1,0.000022531303329742514|Landed
-37.76456832885742,786.3843383789062,374.89996337890625|0.931242823600769,-0.00009039780707098544,0.36439916491508484|0.0000783564246376045,1,0.00004782928226632066|Landed
-37.95819091796875,786.3843383789062,374.8238525390625|0.9309517741203308,-0.00009065010090125725,0.3651421368122101|0.0000808301119832322,1,0.00004217854075250216|Landed
-38.160308837890625,786.3843383789062,374.74444580078125|0.9308524131774902,-0.00005005465936847031,0.3653954267501831|0.00004606348375091329,1,0.00001963996510312427|Landed
-38.35174560546875,786.3843383789062,374.6692810058594|0.930820107460022,-0.000015253367564582732,0.36547768115997314|0.000015094189620867837,1,0.0000032926550375123043|Running
-38.541229248046875,786.8239135742188,374.5948791503906|0.9308140873908997,0.000015042241102491971,0.36549293994903564|-0.000012116658581362572,1,-0.000010298103916284163|Jumping
-38.63798522949219,787.03857421875,374.5560302734375|0.9256393313407898,0.00002536619285820052,0.37840691208839417|-0.00002151122134819161,1,-0.000014414534234674647|Freefall
-38.94120407104492,787.662109375,374.43218994140625|0.8994235396385193,0.00007944843673612922,0.43707817792892456|-0.0000715040005161427,1,-0.00003463009124970995|Freefall
-39.15602111816406,788.060791015625,374.3483581542969|0.9339393377304077,0.0000961104960879311,0.3574315905570984|-0.00008892358891898766,1,-0.000036541972804116085|Freefall
-39.37934494018555,788.44580078125,374.2591552734375|0.9214408993721008,0.0000850735668791458,0.3885186016559601|-0.00007830709364498034,1,-0.00003324992212583311|Freefall
-39.61073303222656,788.8172607421875,374.16949462890625|0.9376955628395081,0.00006934538396308199,0.34745800495147705|-0.00006452031811932102,1,-0.000025456216462771408|Freefall
-39.84272766113281,789.175048828125,374.0771179199219|0.9228423833847046,0.00005526717359316535,0.38517776131629944|-0.00005103339208289981,1,-0.00002121461511706002|Freefall
-39.95913314819336,789.3488159179688,374.03167724609375|0.9323359131813049,0.00004951328446622938,0.3615932762622833|-0.00004614683348336257,1,-0.000017945392755791545|Freefall
-40.3068733215332,789.8497314453125,373.8916015625|0.9081081748008728,0.00005284550570650026,0.4187356233596802|-0.00004898074985248968,1,-0.00001997843719436787|Freefall
-40.5397834777832,790.1666259765625,373.8008728027344|0.9351181387901306,0.000060158279666211456,0.35433611273765564|-0.000056322420277865604,1,-0.0000211385795410024|Freefall
-40.771968841552734,790.4699096679688,373.7082824707031|0.9218778014183044,0.00005561247235164046,0.3874807357788086|-0.00005161571971257217,1,-0.000020721257897093892|Freefall
-40.887794494628906,790.616455078125,373.6613464355469|0.9217251539230347,0.00006039892468834296,0.3878437578678131|-0.00005643445911118761,1,-0.000021611449483316392|Freefall
-41.234764099121094,791.0355834960938,373.5196228027344|0.8923190236091614,0.00011958028335357085,0.4514053165912628|-0.00011039453238481656,1,-0.000046683413529535756|Freefall
-41.3502311706543,791.1685180664062,373.4719543457031|0.9149059653282166,0.00014676546561531723,0.40366697311401367|-0.00013818570005241781,1,-0.000050384453061269596|Freefall
-41.58070373535156,791.4241333007812,373.3754577636719|0.9009162187576294,0.00019797221466433257,0.43399298191070557|-0.00018504764011595398,1,-0.00007202831329777837|Freefall
-41.81101608276367,791.6660766601562,373.2785949707031|0.9006339907646179,0.00023724079073872417,0.43457841873168945|-0.00022314929810818285,1,-0.00008344854722963646|Freefall
-42.15635299682617,792.0035400390625,373.13323974609375|0.8834515810012817,0.00027060156571678817,0.4685223698616028|-0.000253826379776001,0.9999999403953552,-0.00009894559480017051|Freefall
-42.27195739746094,792.1091918945312,373.0859069824219|0.9236367344856262,0.00026200685533694923,0.38326898217201233|-0.00025191446184180677,0.9999999403953552,-0.00007652430213056505|Freefall
-42.50244903564453,792.310302734375,372.9893493652344|0.909471333026886,0.00021410694171208888,0.41576653718948364|-0.0002042617998085916,1,-0.00006815526285208762|Freefall
-42.85026550292969,792.58642578125,372.8494873046875|0.9386904835700989,0.0001346255885437131,0.344760924577713|-0.00012789267930202186,1,-0.00004227258250466548|Freefall
-42.966514587402344,792.671630859375,372.80364990234375|0.9355075359344482,0.0001239912526216358,0.3533068001270294|-0.00011548248585313559,1,-0.000045163345930632204|Freefall
-43.312889099121094,792.9068603515625,372.66015625|0.9129054546356201,0.00009039777069119737,0.4081710875034332|-0.00008235633868025616,1,-0.00003727413059095852|Freefall
-43.54463195800781,793.046630859375,372.56646728515625|0.9317106604576111,0.00007192265911726281,0.36320140957832336|-0.00006641219806624576,1,-0.00002765878161881119|Freefall
-43.77555847167969,793.1727905273438,372.47076416015625|0.9170762300491333,0.000055821106798248366,0.3987119495868683|-0.000051166080083930865,1,-0.000022316644390230067|Freefall
-44.00580978393555,793.2853393554688,372.37353515625|0.9050204157829285,0.00006898618448758498,0.42536813020706177|-0.00006368447793647647,1,-0.000026683788746595383|Freefall
-44.235809326171875,793.3842163085938,372.2757873535156|0.9007437825202942,0.00011401774827390909,0.43435078859329224|-0.00010567031131358817,1,-0.000043365573219489306|Freefall
-44.46571350097656,793.4695434570312,372.1778869628906|0.8992694616317749,0.00016886966477613896,0.43739500641822815|-0.00015709911531303078,1,-0.00006308992306003347|Freefall
-44.69557189941406,793.5411987304688,372.0799560546875|0.8987661600112915,0.000216321277548559,0.4384283125400543|-0.00020238147408235818,1,-0.0000785251468187198|Freefall
-44.92704391479492,793.5992431640625,371.9857177734375|0.9277399182319641,0.00020549357577692717,0.3732273280620575|-0.00019384142069611698,1,-0.00006874938117107376|Freefall
-45.15937805175781,793.6436767578125,371.89361572265625|0.9420782923698425,0.0001706074399407953,0.33539292216300964|-0.00015923714090604335,1,-0.00006140136974863708|Freefall
-45.3904914855957,793.6744384765625,371.7984313964844|0.9210531711578369,0.00013138003123458475,0.3894367814064026|-0.00011965404701186344,1,-0.00005436641367850825|Freefall
-45.620811462402344,793.691650390625,371.7013854980469|0.9064748287200928,0.00011024313425878063,0.4222598969936371|-0.00010096116602653638,1,-0.00004434327274793759|Freefall
-45.85244369506836,793.6951904296875,371.607421875|0.929996132850647,0.0000928692752495408,0.3675692677497864|-0.00008663925837026909,1,-0.000033449745387770236|Freefall
-46.084835052490234,793.68505859375,371.5154113769531|0.9427711367607117,0.00008893563790479675,0.33344048261642456|-0.00008264796633739024,1,-0.00003304194251541048|Freefall
-46.28585433959961,793.6815795898438,371.43316650390625|0.9346801042556763,0.00008372434240300208,0.35548996925354004|-0.00007698097761021927,1,-0.000033114167308667675|Landed
-46.463871002197266,793.6810913085938,371.35980224609375|0.9288411140441895,0.00004844441718887538,0.3704782724380493|-0.00004450348933460191,1,-0.000019185325072612613|Landed
-46.64643096923828,793.6810302734375,371.284912109375|0.9268013834953308,0.000005218764272285625,0.37555190920829773|-0.000005135929313837551,1,-0.0000012216097502459888|Landed
-46.83108139038086,793.6810302734375,371.2093811035156|0.9261022806167603,-0.000024129083612933755,0.37727251648902893|0.000021675683456123807,1,0.000010748685781436507|Landed
-47.01707458496094,793.6810302734375,371.13336181640625|0.9258630275726318,-0.00003165658563375473,0.37785932421684265|0.000028710699552902952,1,0.00001342936866421951|Landed
-47.19575500488281,793.6810302734375,371.06036376953125|0.9257821440696716,-0.000022139123757369816,0.37805747985839844|0.00002021265754592605,1,0.000009063718607649207|Landed
-47.380889892578125,793.6810302734375,370.9847412109375|0.9257535338401794,-0.000010172638212679885,0.3781275451183319|0.000009366054655401967,1,0.000003972151716880035|Running
-47.567230224609375,794.12060546875,370.90863037109375|0.925750732421875,0.0000010637827472237404,0.3781343996524811|-8.423848498750885e-07,1,-7.509085548917938e-07|Jumping
-47.76120376586914,794.5465087890625,370.8315734863281|0.938713014125824,0.000018229213310405612,0.3446997404098511|-0.000016817895811982453,1,-0.000007084530352585716|Freefall
-47.96321105957031,794.9588012695312,370.7480773925781|0.9197374582290649,0.000033099116990342736,0.3925340175628662|-0.00003052946340176277,1,-0.000012788764252036344|Freefall
-48.17361068725586,795.3574829101562,370.65911865234375|0.9059913158416748,0.00005852477625012398,0.4232962429523468|-0.00005405381307355128,1,-0.00002256691368529573|Freefall
-48.39279556274414,795.7424926757812,370.5658264160156|0.901081919670105,0.00010816066787810996,0.4336489140987396|-0.00010003941133618355,1,-0.000041547340515535325|Freefall
-48.621517181396484,796.1139526367188,370.47283935546875|0.9284120202064514,0.00012286390119697899,0.37155234813690186|-0.00011458650988060981,1,-0.000044355561840347946|Freefall
-48.736778259277344,796.2945556640625,370.4253234863281|0.9229766726493835,0.00011396915942896158,0.38485586643218994|-0.00010565191769273952,1,-0.00004275600804248825|Freefall
-48.96709060668945,796.6455078125,370.3286437988281|0.9088101983070374,0.0001001747659756802,0.41720977425575256|-0.00009275280899601057,1,-0.00003806254608207382|Freefall
-49.19712829589844,796.9828491210938,370.2310791015625|0.9001014232635498,0.00011865241685882211,0.43568041920661926|-0.0001104206676245667,1,-0.000044212709326529875|Freefall
-49.42671585083008,797.3065795898438,370.1324462890625|0.8977343440055847,0.00015962807810865343,0.4405372142791748|-0.00014903135888744146,1,-0.000058650031860452145|Freefall
-49.77370071411133,797.7666015625,369.9905090332031|0.935390830039978,0.00014837867638561875,0.35361549258232117|-0.00013893350842408836,1,-0.00005209482696955092|Freefall
-49.889854431152344,797.9131469726562,369.9444274902344|0.935163140296936,0.00014145324530545622,0.3542172908782959|-0.00013069079432170838,1,-0.000054305754019878805|Freefall
-50.120948791503906,798.1959838867188,369.84918212890625|0.9210872650146484,0.00011563092994038016,0.38935625553131104|-0.00010529419523663819,1,-0.00004788876321981661|Freefall
-50.352848052978516,798.4652099609375,369.75592041015625|0.9344258308410645,0.00008492278720950708,0.35615772008895874|-0.00007785005436744541,1,-0.00003419183485675603|Freefall
-50.5853157043457,798.7208251953125,369.66412353515625|0.9441503882408142,0.00008614479884272441,0.3295148015022278|-0.00007910043495940045,1,-0.00003478476355667226|Freefall
-50.81648254394531,798.9627685546875,369.5690612792969|0.9201093912124634,0.00008495208021486178,0.39166149497032166|-0.00007702619768679142,1,-0.00003594825466279872|Freefall
-51.04647445678711,799.191162109375,369.4712829589844|0.8989781737327576,0.00008793008601060137,0.4379933774471283|-0.00008019014057936147,1,-0.0000361669845005963|Freefall
-51.39203643798828,799.5081176757812,369.32586669921875|0.9345805644989014,0.00008225750207202509,0.3557516038417816|-0.00007649125473108143,1,-0.000030274668461061083|Freefall
-51.62200927734375,799.7024536132812,369.2279052734375|0.91595858335495,0.0000714668130967766,0.40127280354499817|-0.00006553700950462371,1,-0.00002850336932169739|Freefall
-51.85300827026367,799.8831176757812,369.13238525390625|0.9306713342666626,0.00005805952241644263,0.3658563792705536|-0.0000536513798579108,1,-0.00002221560680482071|Freefall
-52.08462905883789,800.0501098632812,369.03851318359375|0.9409684538841248,0.00007153055776143447,0.3384942412376404|-0.0000660410150885582,1,-0.000027734711693483405|Freefall
-52.20052719116211,800.1285400390625,368.9917907714844|0.935096263885498,0.00009112740372074768,0.3543938100337982|-0.00008339145279023796,1,-0.000037101013731444255|Freefall
-52.54875183105469,800.3433227539062,368.853271484375|0.9565032124519348,0.0001699836429907009,0.2917217016220093|-0.00015861791325733066,1,-0.00006261132512008771|Freefall
-52.781002044677734,800.469482421875,368.7611999511719|0.9472331404685974,0.00021686640684492886,0.32054534554481506|-0.00019941171922255307,1,-0.00008727941167308018|Freefall
-53.01327896118164,800.58203125,368.66912841796875|0.9473579525947571,0.00025002146139740944,0.32017630338668823|-0.0002289669937454164,0.9999999403953552,-0.0001034047527355142|Freefall
-53.24555587768555,800.680908203125,368.57708740234375|0.9474005103111267,0.0002699609030969441,0.3200503885746002|-0.00024609550018794835,0.9999999403953552,-0.00011501277913339436|Freefall
-53.47636032104492,800.7662353515625,368.4812927246094|0.9202694296836853,0.0002361742517678067,0.3912851810455322|-0.00021104612096678466,1,-0.00010722345905378461|Freefall
-53.59124755859375,800.8037719726562,368.43212890625|0.9143101572990417,0.00020756921730935574,0.40501469373703003|-0.00018700872897170484,1,-0.00009033066453412175|Freefall
-53.93503952026367,800.8959350585938,368.282958984375|0.8839462399482727,0.00017119300900958478,0.4675885736942291|-0.00015763123519718647,1,-0.00006812716310378164|Freefall
-54.16535186767578,800.9403686523438,368.18597412109375|0.9268705248832703,0.0001469460257794708,0.375381201505661|-0.00013945664977654815,1,-0.00004711948713520542|Freefall
-54.397064208984375,800.9711303710938,368.09234619140625|0.9423301815986633,0.0001243378355866298,0.33468466997146606|-0.0001169911993201822,1,-0.00004210980114294216|Freefall
-54.6280517578125,800.9883422851562,367.9968566894531|0.9211529493331909,0.00010188665328314528,0.38920074701309204|-0.00009377123933518305,1,-0.00003984832073911093|Freefall
-54.85993957519531,800.9918823242188,367.9035339355469|0.934446394443512,0.00007604403799632564,0.356103777885437|-0.00007027944957371801,1,-0.00002912538366217632|Freefall
-54.97614669799805,800.988525390625,367.8575134277344|0.9345833659172058,0.00007350351370405406,0.35574421286582947|-0.00006737600779160857,1,-0.000029614031518576667|Freefall
-55.27962112426758,800.986572265625,367.73272705078125|0.9356198310852051,0.000049968854000326246,0.3530091941356659|-0.00004595087739289738,1,-0.0000197623812709935|Landed
-55.47862243652344,800.9865112304688,367.6510314941406|0.9273990988731384,0.000015753535990370438,0.3740733861923218|-0.000014518730495183263,1,-0.000006118795226939255|Landed
-55.68043518066406,800.9865112304688,367.56842041015625|0.9263060688972473,-0.000012576554581755772,0.3767719268798828|0.000011214406185899861,1,0.00000580877212996711|Landed
-55.883506774902344,800.9865112304688,367.48541259765625|0.927636981010437,-0.000024643930373713374,0.3734830915927887|0.000022270012777880765,1,0.000010671008567442186|Landed
-56.088687896728516,800.9865112304688,367.40240478515625|0.9275115132331848,-0.000021121521058375947,0.3737946152687073|0.000019166740457876585,1,0.000008946487469074782|Landed
-56.191749572753906,800.9865112304688,367.3608093261719|0.9274606704711914,-0.000015732763131381944,0.3739207088947296|0.000014312448001874145,1,0.000006575002771569416|Landed
-56.50384521484375,801.0042114257812,367.2349548339844|0.9274617433547974,-0.0000031763320293975994,0.37391799688339233|0.000002934230678874883,1,0.0000012166981377959019|Running
-56.71223831176758,801.4437866210938,367.1509094238281|0.9257454872131348,0.0000033373498808941804,0.3781471848487854|-0.0000029904058465035632,1,-0.000001504692363596405|Jumping
-56.926605224609375,801.8696899414062,367.06195068359375|0.9115827083587646,0.00001796510878193658,0.4111167788505554|-0.0000163805452757515,1,-0.0000073771934694377705|Freefall
-57.149452209472656,802.281982421875,366.96783447265625|0.9030486345291138,0.00006223480158951133,0.4295383393764496|-0.000056976550695253536,1,-0.000025101846404140815|Freefall
-57.379730224609375,802.6806640625,366.8743896484375|0.9289866089820862,0.00008434698247583583,0.3701133131980896|-0.00007800922321621329,1,-0.00003209142232662998|Freefall
-57.611900329589844,803.065673828125,366.7824401855469|0.9469240307807922,0.00009455745021114126,0.3214573562145233|-0.00008781346696196124,1,-0.00003547832238837145|Freefall
-57.8453483581543,803.4371337890625,366.6934814453125|0.9551442265510559,0.0001268479391001165,0.29614099860191345|-0.00011817735503427684,1,-0.000047178597014863044|Freefall
-58.08000946044922,803.794921875,366.60784912109375|0.9615852236747742,0.00017192476661875844,0.27450650930404663|-0.00016109179705381393,1,-0.00006200678035384044|Freefall
-58.31611633300781,804.1390380859375,366.5262756347656|0.9644355177879333,0.00021444338199216872,0.2643181383609772|-0.0002012601908063516,1,-0.00007695612293900922|Freefall
-58.5531120300293,804.4696044921875,366.4473571777344|0.9691999554634094,0.0002463899436406791,0.246274933218956|-0.00023217327543534338,0.9999999403953552,-0.00008676316792843863|Freefall
-58.79135513305664,804.7864990234375,366.3723449707031|0.9714366793632507,0.0002667099761310965,0.23729883134365082|-0.00025150852161459625,0.9999999403953552,-0.00009433408558834344|Freefall
-59.03044128417969,805.0897827148438,366.2999572753906|0.9725172519683838,0.0002777568297460675,0.2328307181596756|-0.00026179177802987397,0.9999999403953552,-0.0000994705842458643|Freefall
-59.269962310791016,805.3794555664062,366.22900390625|0.9735683798789978,0.00028268969617784023,0.22839567065238953|-0.0002664406783878803,0.9999999403953552,-0.0001019785922835581|Freefall
-59.509822845458984,805.6554565429688,366.1591796875|0.973569929599762,0.0002842056273948401,0.22838883101940155|-0.00026756172883324325,0.9999999403953552,-0.0001038385380525142|Freefall
-59.748680114746094,805.9179077148438,366.0857238769531|0.9546917676925659,0.00024061811564024538,0.29759639501571655|-0.00022321387950796634,1,-0.00009246638364857063|Freefall
-59.98809814453125,806.1666870117188,366.01397705078125|0.9634996056556702,0.0001701080473139882,0.2677096128463745|-0.00015995204739738256,1,-0.000059744957980001345|Freefall
-60.1075439453125,806.2859497070312,365.97723388671875|0.9552675485610962,0.0001386728836223483,0.29574301838874817|-0.00012947511277161539,1,-0.00005068428072263487|Freefall
-60.45748519897461,806.6234130859375,365.8592529296875|0.9707238078117371,0.00008575813990319148,0.2401982992887497|-0.00008148427150445059,1,-0.000027724678147933446|Freefall
-60.57106399536133,806.7290649414062,365.8166198730469|0.9631029963493347,0.00009246981062460691,0.269133061170578|-0.00008700414036866277,1,-0.00003223634485038929|Freefall
-60.90215301513672,807.025634765625,365.677734375|0.9787804484367371,0.00015555917343590409,0.20491161942481995|-0.00014956282393541187,1,-0.00004475102468859404|Freefall
-61.00926208496094,807.11767578125,365.6277160644531|0.9641005992889404,0.00018032111984211951,0.26553723216056824|-0.00017001114611048251,1,-0.00006181155913509429|Freefall
-61.320777893066406,807.373291015625,365.4662780761719|0.9796294569969177,0.00024003689759410918,0.2008136510848999|-0.0002303897636011243,1,-0.00007141102105379105|Freefall
-61.52028274536133,807.5267333984375,365.34918212890625|0.9714365601539612,0.00026391277788206935,0.2372993379831314|-0.0002495924709364772,0.9999999403953552,-0.00009039021824719384|Freefall
-61.71324157714844,807.66650390625,365.2244567871094|0.9714505672454834,0.0002770332503132522,0.23724181950092316|-0.0002612704411149025,0.9999999403953552,-0.00009788285387912765|Freefall
-61.89966583251953,807.7926635742188,365.09210205078125|0.9714552760124207,0.00028294199728406966,0.23722252249717712|-0.0002661783655639738,0.9999999403953552,-0.00010269517224514857|Freefall
-61.99043655395508,807.8506469726562,365.0230712890625|0.9630166292190552,0.00028422087780199945,0.26944175362586975|-0.0002635454584378749,0.9999999403953552,-0.0001129083102568984|Freefall
-62.337257385253906,808.0484619140625,364.7277526855469|0.9850958585739136,0.0002842291141860187,0.17200611531734467|-0.00027283112285658717,0.9999999403953552,-0.00008990550122689456|Freefall
-62.58036422729492,808.1610717773438,364.4861755371094|0.9788201451301575,0.0002830401645042002,0.20472188293933868|-0.00026856092154048383,0.9999999403953552,-0.00009851079084910452|Freefall
-62.95338821411133,808.2806396484375,364.04498291015625|0.9902791380882263,0.0002820368099492043,0.13909396529197693|-0.00027345542912371457,0.9999999403953552,-0.00008080560655798763|Freefall
-63.091434478759766,808.3046264648438,363.8549499511719|0.9714579582214355,0.00028188235592097044,0.23721171915531158|-0.0002642215695232153,0.9999999403953552,-0.00010624350397847593|Freefall
-63.158103942871094,808.3115234375,363.75701904296875|0.9630172252655029,0.00028188046417199075,0.26943978667259216|-0.0002606750058475882,0.9999999403953552,-0.00011448175791883841|Freefall
-63.286773681640625,808.3150634765625,363.5552062988281|0.9714577198028564,0.00028195427148602903,0.23721258342266083|-0.0002644257911015302,0.9999999403953552,-0.00010571021994110197|Freefall
-63.34879684448242,808.3117065429688,363.45135498046875|0.9630172848701477,0.0002819972578436136,0.26943936944007874|-0.0002608352806419134,0.9999999403953552,-0.0001143423723988235|Freefall
-63.46831130981445,808.2947998046875,363.23760986328125|0.9714578986167908,0.0002820689114741981,0.2372119277715683|-0.00026448856806382537,0.9999999403953552,-0.00010593652405077592|Freefall
-63.589805603027344,808.2642822265625,363.0237121582031|0.951951801776886,0.0002385619154665619,0.3062477111816406|-0.00022047437960281968,1,-0.00009365268488181755|Freefall
-63.782752990722656,808.1929321289062,362.7135009765625|0.9284164905548096,0.00017110753105953336,0.3715410530567169|-0.0001611652405699715,1,-0.0000578107064939104|Freefall
-64.06480407714844,808.0501098632812,362.33502197265625|0.9689785242080688,0.00011354116577422246,0.24714486300945282|-0.00010987398127326742,1,-0.000028629530788748525|Freefall
-64.1390609741211,808.0059204101562,362.24444580078125|0.9539133310317993,0.00010564155672909692,0.30008217692375183|-0.00010053748701466247,1,-0.00003244945401092991|Freefall
-64.21466064453125,807.9583129882812,362.15496826171875|0.9494773149490356,0.00009430922364117578,0.31383559107780457|-0.00008970406634034589,1,-0.000029114746212144382|Freefall
-64.37152099609375,807.8528442382812,361.98443603515625|0.9604044556617737,0.00007160085078794509,0.27860963344573975|-0.00006841656431788579,1,-0.000021152472982066683|Freefall
-64.5439682006836,807.8248291015625,361.84869384765625|0.9582602977752686,0.0000436597183579579,0.28589725494384766|-0.000041369537939317524,1,-0.000014050265235709958|Landed
-64.73295593261719,807.8208618164062,361.757568359375|0.9551517963409424,0.000009002234037325252,0.2961166203022003|-0.000008325525413965806,1,-0.000003546215566530009|Landed
-64.9359359741211,807.8203125,361.6884765625|0.9540702104568481,-0.000016467325622215867,0.29958319664001465|0.00001572440487507265,1,0.000004890594482276356|Landed
-65.14191436767578,807.8202514648438,361.62261962890625|0.9536992311477661,-0.000024985021809698083,0.30076196789741516|0.000023673081159358844,1,0.00000800640646048123|Landed
-65.3520278930664,807.8202514648438,361.55609130859375|0.9535730481147766,-0.00001908421836560592,0.3011617660522461|0.000018008360711974092,1,0.000006348519036691869|Landed
-65.56330871582031,807.8202514648438,361.4892883300781|0.9535300731658936,-0.000006807874342484865,0.3012978136539459|0.000006365709396050079,1,0.0000024493338059983216|Landed
-65.77810668945312,807.8202514648438,361.42138671875|0.9535154104232788,6.682842581540172e-07,0.3013441860675812|-6.909431249368936e-07,1,-3.139043514011064e-08|Running
-65.88577270507812,808.041748046875,361.3873596191406|0.9535105228424072,0.0000035947996366303414,0.30135974287986755|-0.0000034481793136365013,1,-0.0000010184650136579876|Jumping
-66.20877075195312,808.6857299804688,361.2852783203125|0.9535160660743713,0.000012370604963507503,0.3013421297073364|-0.00001171639178210171,1,-0.00000397832582166302|Jumping
-66.31904602050781,808.8935546875,361.2512512207031|0.9576029181480408,0.00001572641122038476,0.2880914509296417|-0.000014918092347215861,1,-0.000005001196768716909|Freefall
-66.66246795654297,809.4967041015625,361.139892578125|0.9382936358451843,0.00003400806963327341,0.34583961963653564|-0.00003217503035557456,1,-0.00001104108196159359|Freefall
-66.89998626708984,809.8817138671875,361.0656433105469|0.9575650095939636,0.00004619888568413444,0.2882174551486969|-0.00004405520667205565,1,-0.000013924079212301876|Freefall
-67.01895904541016,810.0691528320312,361.0277099609375|0.9517385363578796,0.0000465195371361915,0.30691009759902954|-0.00004413457645568997,1,-0.000014711022231495008|Freefall
-67.37732696533203,810.6109619140625,360.91778564453125|0.9688966870307922,0.000055385342420777306,0.247465580701828|-0.00005297979441820644,1,-0.000016379637600039132|Freefall
-67.6154556274414,810.955078125,360.841796875|0.9497339129447937,0.00006225927791092545,0.3130583167076111|-0.00005899323514313437,1,-0.000019904933651559986|Freefall
-67.85420227050781,811.28564453125,360.76776123046875|0.9603541493415833,0.000057014367484953254,0.2787829637527466|-0.00005445514398161322,1,-0.00001692407749942504|Freefall
-68.09339904785156,811.6025390625,360.6952819824219|0.9678832292556763,0.00007443439244525507,0.2514002025127411|-0.00007113120227586478,1,-0.00002222628791059833|Freefall
-68.45232391357422,812.0523681640625,360.5874328613281|0.9775651693344116,0.0001468445552745834,0.2106330543756485|-0.00014128904149401933,1,-0.00004142417310504243|Freefall
-68.691650390625,812.335205078125,360.5157165527344|0.9712233543395996,0.0001979127700906247,0.2381703406572342|-0.00018851071945391595,1,-0.00006225270044524223|Freefall
-68.93099212646484,812.6044311523438,360.44403076171875|0.9713782072067261,0.00023716014402452856,0.2375379502773285|-0.00022523790539707989,1,-0.00007733052188996226|Freefall
-69.17033386230469,812.8600463867188,360.3723449707031|0.9714308381080627,0.00026252277893945575,0.2373226135969162|-0.0002484583528712392,0.9999999403953552,-0.00008917252125684172|Freefall
