Mount Anora|true|17490
-542.2727661132812,786.221923828125,1514.149658203125|0.8550601601600647,0,0.5185289978981018|-3.277976290405604e-08,1.0000001192092896,5.4054201115150136e-08|Freefall
-541.9227905273438,785.831298828125,1514.39794921875|0.8649564981460571,0,0.5018469095230103|-2.7515909550857032e-08,1,4.742495107734612e-08|Freefall
-541.6052856445312,785.38623046875,1514.6231689453125|0.8726995587348938,0,0.48825767636299133|-1.6775917544009644e-08,1.0000001192092896,2.9984857263798403e-08|Freefall
-541.3201293945312,784.8866577148438,1514.825439453125|0.8802731037139893,0,0.474467396736145|-6.593903201235207e-09,1.0000001192092896,1.2233581259124549e-08|Freefall
-541.0673828125,784.33251953125,1515.0047607421875|0.8868567943572998,0,0.46204444766044617|3.0265403516693823e-09,1.0000001192092896,-5.809198455608566e-09|Freefall
-540.8470458984375,783.723876953125,1515.1611328125|0.8924285173416138,0,0.4511888027191162|1.2182202802080155e-08,1,-2.4095777817478847e-08|Freefall
-540.6591186523438,783.060791015625,1515.29443359375|0.8978549838066101,0,0.4402913451194763|2.0887414464709764e-08,1,-4.2594226812298075e-08|Freefall
-540.5035400390625,782.3432006835938,1515.40478515625|0.9039093255996704,0,0.42772427201271057|2.90257702317831e-08,1.0000001192092896,-6.134013830205731e-08|Freefall
-540.38037109375,781.5711059570312,1515.4921875|0.9119648933410645,0,0.41026824712753296|3.6208515297175836e-08,1,-8.048611022104524e-08|Freefall
-540.2896118164062,780.7445068359375,1515.556640625|0.9217387437820435,0,0.38781142234802246|4.212195747754777e-08,1,-1.0011422801881054e-07|Freefall
-540.2689819335938,779.8634033203125,1515.5712890625|0.9322004914283752,0,0.3619425892829895|2.466396331612941e-08,1,-6.3523216908834e-08|Landed
-540.1842651367188,778.9277954101562,1515.60498046875|0.9425387382507324,0,0.3340968191623688|9.80813119610957e-09,1.0000001192092896,-2.7670251867562e-08|Landed
-539.9677124023438,778.4692993164062,1515.685791015625|0.9498788118362427,0,0.31261834502220154|-2.5348465548802324e-09,1,7.70203367750355e-09|Running
-539.6172485351562,778.527587890625,1515.8076171875|0.9541547298431396,0,0.2993139326572418|-9.184777383097753e-09,1.0000001192092896,2.9279286550831785e-08|Running
-539.14208984375,778.598876953125,1515.9598388671875|0.955217719078064,0,0.29590386152267456|-1.1606548611098333e-08,1,3.7467508207100764e-08|Running
-538.6336669921875,778.6071166992188,1516.1175537109375|0.955217719078064,0,0.29590386152267456|-1.4132721659620984e-08,1,4.5622339683859536e-08|Running
-538.2059936523438,778.7440185546875,1516.25|0.955217719078064,0,0.29590386152267456|-1.6656738210940603e-08,1,5.377020784180786e-08|Running
-537.8353881835938,779.0265502929688,1516.36474609375|0.9536508917808533,0,0.3009151816368103|-1.948816930052999e-08,1.0000001192092896,6.176129119239704e-08|Running
-537.4671630859375,779.2015991210938,1516.4805908203125|0.9515129327774048,0,0.30760905146598816|-2.2504831775904677e-08,1,6.96131650101961e-08|Running
-537.0994262695312,779.0027465820312,1516.5989990234375|0.9471093416213989,0,0.3209112584590912|-2.6126208751975355e-08,1.0000001192092896,7.710659843951362e-08|Running
-536.7317504882812,778.7207641601562,1516.7176513671875|0.9401742219924927,0,0.3406941294670105|-3.047410856993338e-08,1.0000001192092896,8.409587337609992e-08|Running
-536.3640747070312,779.5836791992188,1516.8363037109375|0.9283503890037537,0,0.37170636653900146|-3.610641385876079e-08,1.0000001192092896,9.017710311809424e-08|Running
-535.9752807617188,780.3920288085938,1516.9681396484375|0.9089713096618652,0,0.4168585240840912|-4.260117947296749e-08,1,9.289302482784478e-08|Running
-535.5565795898438,781.1459350585938,1517.125732421875|0.8867306709289551,0,0.46228650212287903|-3.123590985865121e-08,1.0000001192092896,5.99148819446782e-08|Running
-535.1160278320312,781.8453369140625,1517.3160400390625|0.8532471656799316,0,0.5215068459510803|-8.309077870194415e-09,1.0000001192092896,1.3594639192149316e-08|Running
-534.6669921875,782.490234375,1517.5443115234375|0.8232914209365845,0,0.5676188468933105|7.672680268910881e-09,1,-1.1128685528660753e-08|Running
-534.2220458984375,783.0806274414062,1517.811767578125|0.7910876870155334,0,0.6117028594017029|1.3612243776606192e-08,1.0000001192092896,-1.7604101287815865e-08|Running
-533.7907104492188,783.6165161132812,1518.1162109375|0.7599025368690491,0,0.6500371098518372|1.3121824515849312e-08,1.0000001192092896,-1.5339598036234747e-08|Running
-533.3793334960938,784.0979614257812,1518.45361328125|0.7378708124160767,0,0.674942135810852|1.1157882617851556e-08,1.0000001192092896,-1.2198195342705276e-08|Running
-532.9849853515625,784.5248413085938,1518.8125|0.7202276587486267,0,0.6937379240989685|8.907951709602457e-09,1.0000001192092896,-9.248093846281336e-09|Running
-532.6007690429688,784.897216796875,1519.1824951171875|0.7073203921318054,0,0.7068931460380554|5.956145798791113e-09,1,-5.959745585926157e-09|Running
-532.2235717773438,785.215087890625,1519.5594482421875|0.6934891939163208,0,0.7204670310020447|3.859164543484894e-09,1,-3.7146583586888937e-09|Running
-531.853515625,785.478515625,1519.943603515625|0.6842253804206848,0,0.7292707562446594|2.6625901483612324e-09,1.0000001192092896,-2.4981281487868046e-09|Running
-531.4886474609375,785.6874389648438,1520.3326416015625|0.6773923635482788,0,0.735621988773346|1.609715361006181e-09,1.0000001192092896,-1.4822951754922542e-09|Freefall
-531.1273803710938,785.8418579101562,1520.7249755859375|0.6755145788192749,0,0.7373467087745667|5.730413366045184e-10,1.0000001192092896,-5.249874979185165e-10|Freefall
-530.7672119140625,785.9417114257812,1521.118408203125|0.6739871501922607,0,0.7387431263923645|-4.683457510701317e-10,1,4.2729195182111823e-10|Freefall
-530.4077758789062,785.9871215820312,1521.512451171875|0.6738597750663757,0,0.7388593554496765|-1.49804224580663e-09,1.0000001192092896,1.3662551090476427e-09|Freefall
-530.0484008789062,785.97802734375,1521.906494140625|0.6726454496383667,0,0.7399649024009705|-2.5770938716362934e-09,1,2.3426387496527923e-09|Freefall
-529.6896362304688,785.9144287109375,1522.301025390625|0.6713958382606506,0,0.741098940372467|-3.6976042228076267e-09,1,3.349830857146685e-09|Freefall
-529.3316040039062,785.7963256835938,1522.6962890625|0.671268105506897,0,0.7412147521972656|-4.816377519034631e-09,1.0000001192092896,4.361867755875437e-09|Freefall
-528.9736938476562,785.6237182617188,1523.091796875|0.6712344884872437,0,0.7412450313568115|-5.935602231943449e-09,1,5.374984901607149e-09|Freefall
-528.6157836914062,785.3966064453125,1523.4873046875|0.6712344884872437,0,0.7412450313568115|-5.086584042857112e-09,1,4.606156345232648e-09|Freefall
-528.2744750976562,785.114990234375,1523.8641357421875|0.6712344884872437,0,0.7412450313568115|-3.58337093331329e-09,1,3.2449218867469654e-09|Freefall
-527.9598388671875,784.7788696289062,1524.2115478515625|0.6725178360939026,0,0.7400808930397034|-2.1187231968866627e-09,1,1.9253019178933073e-09|Freefall
-527.6718139648438,784.3882446289062,1524.5296630859375|0.6738264560699463,0,0.738889753818512|-6.979611333335356e-10,1.0000001192092896,6.36501851225546e-10|Freefall
-527.4105224609375,783.9431762695312,1524.818359375|0.6776790618896484,0,0.7353577613830566|5.952522919017156e-10,1,-5.48562917312978e-10|Freefall
-527.1758422851562,783.443603515625,1525.077392578125|0.682807445526123,0,0.730598509311676|1.7153926057389413e-09,1.0000001192092896,-1.6031825866846816e-09|Freefall
-526.9678344726562,782.8894653320312,1525.30712890625|0.6916826367378235,0,0.7222016453742981|2.5352133725675685e-09,1.0000001192092896,-2.428079737271105e-09|Freefall
-526.7864990234375,782.2808227539062,1525.507568359375|0.702913761138916,0,0.7112752199172974|2.9826330294469017e-09,1.0000001192092896,-2.9475704099724e-09|Freefall
-526.6317749023438,781.6177368164062,1525.67822265625|0.7164735794067383,0,0.6976141929626465|2.9864481998487236e-09,1,-3.0671842843332797e-09|Freefall
-526.5037841796875,780.900146484375,1525.819580078125|0.7404314875602722,0,0.6721318960189819|2.215008843009514e-09,1.0000001192092896,-2.440089907906895e-09|Freefall
-526.4024047851562,780.1280517578125,1525.931640625|0.7679511308670044,0,0.6405085921287537|7.236319321535234e-10,1.0000001192092896,-8.676135365703885e-10|Freefall
-526.3671875,779.3014526367188,1525.970458984375|0.8014698624610901,0,0.5980352759361267|4.4930675846543977e-10,1.0000001192092896,-6.021481646634186e-10|Landed
-526.365966796875,778.4203491210938,1525.9716796875|0.8336057662963867,0,0.552359938621521|3.6514542500754033e-09,1,-5.510669698338688e-09|Landed
-526.3659057617188,777.8057861328125,1525.9715576171875|0.8931787014007568,0,0.44970211386680603|7.62277796440003e-09,1.0000001192092896,-1.5140027898041808e-08|Running
-526.3659057617188,777.8062133789062,1525.9715576171875|0.9121224284172058,0,0.4099179804325104|1.2123598125413082e-08,1.0000001192092896,-2.6976630707054028e-08|Running
-526.2861328125,777.8677368164062,1526.0076904296875|0.9384785890579224,0,0.3453376591205597|1.2986045128116075e-08,1.0000001192092896,-3.529046210815068e-08|Running
-526.0756225585938,777.9074096679688,1526.0933837890625|0.9616804718971252,0,0.27417293190956116|7.021306203114364e-09,1.0000001192092896,-2.462771497846461e-08|Running
-525.7289428710938,777.9473876953125,1526.21044921875|0.9766472578048706,0,0.21484898030757904|1.8580373906118552e-09,1,-8.446152222063574e-09|Running
-525.252197265625,777.9845581054688,1526.327880859375|0.9873865842819214,0,0.15832853317260742|-1.304927832457281e-09,1.0000001192092896,8.137940987751335e-09|Running
-524.7283325195312,778.009033203125,1526.4166259765625|0.9950510263442993,0,0.09936472773551941|-2.487001715678616e-09,1,2.490515171871266e-08|Running
-524.2581787109375,778.0843505859375,1526.4708251953125|0.9989684820175171,0,0.045410431921482086|-1.8912575949769916e-09,1.0000001192092896,4.1605126455124264e-08|Running
-523.8040771484375,778.335205078125,1526.516357421875|0.9999758005142212,0,-0.006957839243113995|4.0403783096998325e-10,1,5.806803216046319e-08|Running
-523.3502197265625,779.1981201171875,1526.561767578125|0.9980221390724182,0,-0.06286465376615524|4.666670605502077e-09,1.0000001192092896,7.408679181253319e-08|Running
-522.8788452148438,780.0064697265625,1526.5894775390625|0.995966911315918,0,-0.08972125500440598|8.02122901433222e-09,1,8.904109449758835e-08|Running
-522.3822631835938,780.7603759765625,1526.5867919921875|0.9958224296569824,0,-0.09131169319152832|9.436615044933205e-09,1.0000001192092896,1.0291335428291859e-07|Running
-521.8622436523438,781.4597778320312,1526.5523681640625|0.9957326650619507,0,-0.0922856256365776|1.0823584695174304e-08,1.0000001192092896,1.167830561144001e-07|Running
-521.3316040039062,782.1046752929688,1526.5035400390625|0.9957213401794434,0,-0.09240665286779404|9.864184136176846e-09,1.0000001192092896,1.0629081970137122e-07|Running
-520.8005981445312,782.695068359375,1526.4542236328125|0.9957213401794434,0,-0.09240665286779404|6.6307981327895504e-09,1.0000001192092896,7.144969060846051e-08|Freefall
-520.2695922851562,783.23095703125,1526.4049072265625|0.9957213401794434,0,-0.09240665286779404|3.4003047044706136e-09,1.0000001192092896,3.663974368350864e-08|Freefall
-519.7385864257812,783.71240234375,1526.3555908203125|0.9957213401794434,0,-0.09240665286779404|1.7258391937780004e-10,1.0000001192092896,1.8596658657443754e-09|Freefall
-519.2075805664062,784.1392822265625,1526.3062744140625|0.9957213401794434,0,-0.09240665286779404|-3.0523781280322737e-09,1.0000001192092896,-3.289068217782187e-08|Freefall
-518.6765747070312,784.5116577148438,1526.2569580078125|0.9957213401794434,0,-0.09240665286779404|-6.274584851695408e-09,1.0000001192092896,-6.761134585531181e-08|Freefall
-518.1455688476562,784.8295288085938,1526.2076416015625|0.9957213401794434,0,-0.09240665286779404|-9.494037556123658e-09,1.0000001192092896,-1.0230233016272905e-07|Freefall
-517.6145629882812,785.0929565429688,1526.1583251953125|0.9957213401794434,0,-0.09240665286779404|-1.0113241799558637e-08,1.0000001192092896,-1.0897451829805505e-07|Freefall
-517.0835571289062,785.3018798828125,1526.1090087890625|0.9957213401794434,0,-0.09240665286779404|-8.13552603062817e-09,1.0000001192092896,-8.766378556401833e-08|Freefall
-516.5525512695312,785.456298828125,1526.0596923828125|0.9957213401794434,0,-0.09240665286779404|-6.159500021141184e-09,1.0000001192092896,-6.637125693487178e-08|Freefall
-516.0215454101562,785.55615234375,1526.0103759765625|0.9957213401794434,0,-0.09240665286779404|-4.185163327008468e-09,1.0000001192092896,-4.509693241061541e-08|Freefall
-515.4905395507812,785.6015625,1525.9610595703125|0.9957213401794434,0,-0.09240665286779404|-2.2125128396055516e-09,1.0000001192092896,-2.3840776464112423e-08|Freefall
-514.9595336914062,785.5924682617188,1525.9117431640625|0.9957213401794434,0,-0.09240665286779404|-2.4154753197613843e-10,1.0000001192092896,-2.6027784372217866e-09|Freefall
-514.4285278320312,785.5288696289062,1525.8624267578125|0.9958671927452087,0,-0.09082191437482834|1.6958178195025653e-09,1.0000001192092896,1.859473464094208e-08|Freefall
-513.8973999023438,785.4107666015625,1525.81396484375|0.9961516857147217,0,-0.08764621615409851|3.4954070748938193e-09,1,3.972739293089944e-08|Freefall
-513.3661499023438,785.2381591796875,1525.7672119140625|0.9964465498924255,0,-0.08422738313674927|5.13706011062709e-09,1,6.077365100054521e-08|Freefall
-512.8346557617188,785.0110473632812,1525.72216796875|0.9964774250984192,0,-0.08386120200157166|6.8805365849300415e-09,1.0000001192092896,8.175770460638887e-08|Freefall
-512.3031616210938,784.7294311523438,1525.677734375|0.9964876174926758,0,-0.0837399959564209|8.631952930215903e-09,1.0000001192092896,1.0271835293451659e-07|Freefall
-511.7716369628906,784.393310546875,1525.63330078125|0.9962158203125,0,-0.0869140625|1.078746425520194e-08,1,1.236467568332955e-07|Freefall
-511.2403259277344,784.002685546875,1525.5870361328125|0.9959227442741394,0,-0.09021105617284775|1.309221264733651e-08,1.0000001192092896,1.4453696906002733e-07|Freefall
-510.70916748046875,783.5576171875,1525.538818359375|0.9957440495491028,0,-0.09216178953647614|1.1097208485466581e-08,1,1.198976207206215e-07|Freefall
-510.1781311035156,783.0580444335938,1525.4896240234375|0.9957213401794434,0,-0.09240665286779404|7.43668371327999e-09,1.0000001192092896,8.013346075586014e-08|Freefall
-509.6471252441406,782.50390625,1525.4403076171875|0.9957213401794434,0,-0.09240665286779404|3.749778265671466e-09,1.0000001192092896,4.0405467416348984e-08|Freefall
-509.1161193847656,781.895263671875,1525.3909912109375|0.9955728054046631,0,-0.09399393945932388|6.389277301677154e-11,1.0000001192092896,6.767447158217976e-10|Freefall
-508.5851135253906,781.232177734375,1525.3408203125|0.9954100251197815,0,-0.09570194035768509|-3.753954924690106e-09,1.0000001192092896,-3.904543888211265e-08|Freefall
-508.0542297363281,780.5145874023438,1525.289794921875|0.9952441453933716,0,-0.0974125862121582|-7.7089925554219e-09,1.0000001192092896,-7.876117535943195e-08|Freefall
-507.5234680175781,779.7424926757812,1525.23779296875|0.9950752258300781,0,-0.09912299364805222|-1.1801144950140952e-08,1.0000001192092896,-1.1846925218605975e-07|Freefall
-506.9927673339844,778.9158935546875,1525.1849365234375|0.9948914647102356,0,-0.10095091909170151|-1.2773676338895257e-08,1.0000001192092896,-1.2588714071171125e-07|Freefall
-506.4621276855469,778.0347900390625,1525.1312255859375|0.9948788285255432,0,-0.10107480734586716|-1.0266409944392763e-08,1,-1.010522225897148e-07|Freefall
-505.9314880371094,777.0991821289062,1525.0775146484375|0.9947164058685303,0,-0.10266071557998657|-7.865413209628969e-09,1,-7.621080300168614e-08|Freefall
-505.4009704589844,777.4052124023438,1525.0228271484375|0.9945255517959595,0,-0.10449415445327759|-5.399717117882119e-09,1.0000001192092896,-5.1391932487376835e-08|Landed
-504.9178466796875,777.9273071289062,1524.9720458984375|0.9945128560066223,0,-0.10461489111185074|-2.7993258822078815e-09,1.0000001192092896,-2.6611560954847846e-08|Landed
-504.39727783203125,778.345458984375,1524.917236328125|0.9945128560066223,0,-0.10461489111185074|-1.9476614765423506e-10,1.0000001192092896,-1.8515283750630829e-09|Running
-503.8697814941406,778.6558227539062,1524.861572265625|0.9945128560066223,0,-0.10461489111185074|2.407563037820637e-09,1.0000001192092896,2.2887299166995945e-08|Running
-503.340087890625,778.8829956054688,1524.805908203125|0.9945128560066223,0,-0.10461489111185074|5.0076671698207065e-09,1.0000001192092896,4.760497773759198e-08|Running
-502.81005859375,779.7459106445312,1524.750244140625|0.9945128560066223,0,-0.10461489111185074|7.605550855771526e-09,1.0000001192092896,7.230153897808123e-08|Running
-502.2796936035156,780.5542602539062,1524.694580078125|0.9945128560066223,0,-0.10461489111185074|1.0201212319316255e-08,1.0000001192092896,9.697698999389104e-08|Running
