Mount Anora|true|17490
2211.253662109375,1036.2669677734375,5082.1220703125|0.014402803033590317,0,0.9998962879180908|5.924506751853187e-08,1,-8.53383586019163e-10|Freefall
2211.261474609375,1035.8900146484375,5082.6552734375|0.014402803033590317,0,0.9998962879180908|7.377557409427027e-08,1,-1.0626852731121517e-09|Freefall
2211.271240234375,1035.342041015625,5083.32177734375|0.014402803033590317,0,0.9998962879180908|5.762201027437186e-08,1,-8.300045095666064e-10|Freefall
2211.279052734375,1034.842529296875,5083.85498046875|0.014402803033590317,0,0.9998962879180908|4.4711555347021203e-08,1,-6.440384892059114e-10|Freefall
2211.286865234375,1034.288330078125,5084.38818359375|0.014402803033590317,0,0.9998962879180908|3.181217067549369e-08,1,-4.5823195238270387e-10|Freefall
2211.294677734375,1033.6798095703125,5084.92138671875|0.014402803033590317,0,0.9998962879180908|1.8923826061723048e-08,1,-2.725843994966226e-10|Freefall
2211.302490234375,1033.0167236328125,5085.45458984375|0.014402803033590317,0,0.9998962879180908|6.046501521694836e-09,1,-8.709560156416885e-11|Freefall
2211.310302734375,1032.2989501953125,5085.98779296875|0.014402803033590317,0,0.9998962879180908|-6.8197980596096386e-09,1,9.8234399781294e-11|Freefall
2211.318115234375,1031.5269775390625,5086.52099609375|0.014402803033590317,0,0.9998962879180908|-1.967508644895588e-08,1,2.8340579882879524e-10|Freefall
2211.325927734375,1030.7003173828125,5087.05419921875|0.014402803033590317,0,0.9998962879180908|-3.2519377413109396e-08,1,4.684187482340008e-10|Landed
2211.333740234375,1029.8192138671875,5087.58740234375|0.014402803033590317,0,0.9998962879180908|-4.53526851629249e-08,1,6.532735463693484e-10|Landed
2211.341552734375,1029.703125,5088.12060546875|0.014402803033590317,0,0.9998962879180908|-5.817503634375498e-08,1,8.379704707905944e-10|Running
2211.349365234375,1029.769775390625,5088.65380859375|0.014402803033590317,0,0.9998962879180908|-6.141432606909802e-08,1,8.846302579357257e-10|Running
2211.357177734375,1029.82568359375,5089.18701171875|0.014402803033590317,0,0.9998962879180908|-3.5946872145586894e-08,1,5.177894224495105e-10|Running
2211.364990234375,1029.8592529296875,5089.72021484375|0.014402803033590317,0,0.9998962879180908|-1.0501176817001578e-08,1,1.512620584342983e-10|Running
2211.372802734375,1029.8779296875,5090.25341796875|0.014402803033590317,0,0.9998962879180908|1.4922763469371603e-08,1,-2.1495190349885007e-10|Running
2211.380615234375,1029.8883056640625,5090.78662109375|0.014402803033590317,0,0.9998962879180908|4.032496647710104e-08,1,-5.808527547834785e-10|Running
2211.388427734375,1029.8939208984375,5091.31982421875|0.014402803033590317,0,0.9998962879180908|5.584775664146946e-08,1,-8.044476196289452e-10|Running
2211.396240234375,1029.8970947265625,5091.85302734375|0.014402803033590317,0,0.9998962879180908|4.179683443794602e-08,1,-6.020540177509304e-10|Running
2211.404052734375,1030.7598876953125,5092.38623046875|0.014402803033590317,0,0.9998962879180908|2.775792751208428e-08,1,-3.998334441313034e-10|Running
2211.411865234375,1031.568359375,5092.91943359375|0.014402803033590317,0,0.9998962879180908|1.373101987667269e-08,1,-1.9778569060324713e-10|Running
2211.419677734375,1032.322265625,5093.45263671875|0.014402803033590317,0,0.9998962879180908|-2.839039003887933e-10,1,4.089436254905987e-12|Running
2211.427490234375,1033.0216064453125,5093.98583984375|0.014402803033590317,0,0.9998962879180908|-1.428683749082893e-08,1,2.0579184190072652e-10|Running
2211.435302734375,1033.6666259765625,5094.51904296875|0.012938369996845722,0,0.9999163150787354|-2.8250548567143596e-08,1,3.655466485064096e-10|Running
2211.442138671875,1034.2569580078125,5095.05224609375|0.011229760944843292,0,0.9999369382858276|-4.215813831365267e-08,1,4.734556635632714e-10|Running
2211.447998046875,1034.7928466796875,5095.58544921875|0.010985665023326874,0,0.9999396800994873|-5.603094166417577e-08,1,6.155742582336643e-10|Running
2211.453857421875,1035.2742919921875,5096.11865234375|0.00927694421261549,0,0.9999569654464722|-6.98630344686535e-08,1,6.481433723060093e-10|Running
2211.458740234375,1035.7010498046875,5096.65185546875|0.006103402003645897,0,0.9999814033508301|-8.363883097217695e-08,1,5.104909273079272e-10|Running
2211.4619140625,1036.0736083984375,5097.18505859375|0.004394488874822855,0,0.9999903440475464|-8.776187598869001e-08,1,3.85672299652029e-10|Running
2211.464111328125,1036.3914794921875,5097.71826171875|-0.0007324217003770173,0,0.9999997615814209|-6.333300461847102e-08,1,-4.6386477992044206e-11|Running
2211.463623046875,1036.65478515625,5098.25146484375|-0.0058592744171619415,0,0.9999828338623047|-3.903987177977797e-08,1,-2.2874925564853044e-10|Running
2211.4609375,1036.86376953125,5098.78466796875|-0.010985665023326874,0,0.9999396800994873|-1.4834973249833183e-08,1,-1.6298187799357322e-10|Freefall
2211.455322265625,1037.01806640625,5099.31787109375|-0.014646865427494049,0,0.9998927116394043|9.338546824722016e-09,1.0000001192092896,1.367951169006787e-10|Freefall
2211.447509765625,1037.1180419921875,5099.85107421875|-0.016599275171756744,0,0.9998621940612793|3.34794201251043e-08,1,5.558107307734872e-10|Freefall
2211.438720703125,1037.1634521484375,5100.38427734375|-0.01855149306356907,0,0.9998278617858887|5.754852239192587e-08,1,1.067794852538384e-09|Freefall
2211.428955078125,1037.1541748046875,5100.91748046875|-0.01855149306356907,0,0.9998278617858887|8.161873665812891e-08,1,1.5144101528363763e-09|Freefall
2211.419189453125,1037.0906982421875,5101.45068359375|-0.01879550889134407,0,0.9998233914375305|8.43681178253064e-08,1.0000001192092896,1.586021758370748e-09|Freefall
2211.409423828125,1036.9725341796875,5101.98388671875|-0.01879550889134407,0,0.9998233914375305|6.588806655827284e-08,1.0000001192092896,1.2386185410662165e-09|Freefall
2211.399658203125,1036.7999267578125,5102.51708984375|-0.01879550889134407,0,0.9998233914375305|4.742297932125439e-08,1.0000001192092896,8.914964877426712e-10|Freefall
2211.389892578125,1036.5728759765625,5103.05029296875|-0.01708734780550003,0,0.9998539686203003|2.8934225682064607e-08,1,4.9448140027053e-10|Freefall
2211.380859375,1036.2911376953125,5103.58349609375|-0.01708734780550003,0,0.9998539686203003|1.0459658916772696e-08,1,1.7875392832600312e-10|Freefall
2211.3720703125,1035.9552001953125,5104.11669921875|-0.01708734780550003,0,0.9998539686203003|-7.993367745484647e-09,1,-1.3660539366355806e-10|Freefall
2211.36328125,1035.5645751953125,5104.64990234375|-0.01708734780550003,0,0.9998539686203003|-2.6429431088104138e-08,1,-4.516748364213896e-10|Freefall
2211.3544921875,1035.119384765625,5105.18310546875|-0.01708734780550003,0,0.9998539686203003|-4.484975590912654e-08,1,-7.664753276515057e-10|Freefall
2211.345703125,1034.619873046875,5105.71630859375|-0.015379040502011776,0,0.9998817443847656|-6.32923686794129e-08,1,-9.734909545144887e-10|Freefall
2211.337646484375,1034.065673828125,5106.24951171875|-0.015379040502011776,0,0.9998817443847656|-8.170344756308623e-08,1,-1.256669213134387e-09|Freefall
2211.329833984375,1033.4571533203125,5106.78271484375|-0.015134984627366066,0,0.9998854398727417|-1.0013463480618157e-07,1.0000001192092896,-1.515709890931305e-09|Freefall
2211.322021484375,1032.7940673828125,5107.31591796875|-0.015134984627366066,0,0.9998854398727417|-8.551249663923954e-08,1.0000001192092896,-1.2943786042995953e-09|Freefall
2211.314208984375,1032.0762939453125,5107.84912109375|-0.013670597225427628,0,0.9999065399169922|-5.982541750881865e-08,1.0000001192092896,-8.179256161255921e-10|Freefall
2211.30712890625,1031.3043212890625,5108.38232421875|-0.011717945337295532,0,0.9999313354492188|-3.4128483150652755e-08,1,-3.999431896772876e-10|Landed
2211.30078125,1030.4776611328125,5108.91552734375|-0.011717945337295532,0,0.9999313354492188|-8.445250720967579e-09,1,-9.896778535578576e-11|Landed
2211.294921875,1029.705810546875,5109.44873046875|-0.010009264573454857,0,0.9999499320983887|1.7266296836737638e-08,1,1.728315962568061e-10|Running
2211.289306640625,1029.6744384765625,5109.98193359375|-0.010009264573454857,0,0.9999499320983887|4.295542765930804e-08,1,4.2997375104825153e-10|Running
2211.28564453125,1029.7384033203125,5110.3818359375|-0.010009264573454857,0,0.9999499320983887|6.220786730182226e-08,1,6.226861803959594e-10|Running
2211.279541015625,1029.8203125,5111.04833984375|-0.010009264573454857,0,0.9999499320983887|5.89018149810272e-08,1,5.895933741228987e-10|Running
2211.27587890625,1029.849365234375,5111.4482421875|-0.008300495333969593,0,0.9999655485153198|4.2745277539779636e-08,1,3.548192017976959e-10|Running
2211.269775390625,1029.876708984375,5112.11474609375|-0.008300495333969593,0,0.9999655485153198|1.5843669487480838e-08,1,1.315148268066224e-10|Running
2211.264892578125,1029.8876953125,5112.64794921875|-0.008300495333969593,0,0.9999655485153198|-5.656937140940954e-09,1,-4.695699731827041e-11|Running
2211.260009765625,1029.8936767578125,5113.18115234375|-0.0065916539169847965,0,0.9999783039093018|-2.7180176331853545e-08,1,-1.7916620964619767e-10|Running
2211.256103515625,1029.8968505859375,5113.71435546875|-0.0065916539169847965,0,0.9999783039093018|-4.868509861921666e-08,1,-3.2092228874347484e-10|Running
2211.252197265625,1029.8985595703125,5114.24755859375|-0.0065916539169847965,0,0.9999783039093018|-7.017163738964882e-08,1,-4.6255715924203855e-10|Running
2211.248291015625,1029.899658203125,5114.78076171875|-0.0065916539169847965,0,0.9999783039093018|-6.750423864332333e-08,1,-4.4497422413414256e-10|Running
2211.244384765625,1030.772705078125,5115.31396484375|-0.0065916539169847965,0,0.9999783039093018|-4.071384296366887e-08,1,-2.683774036338349e-10|Running
2211.240478515625,1031.5947265625,5115.84716796875|-0.0065916539169847965,0,0.9999783039093018|-1.3946340970960591e-08,1,-9.193144856478597e-11|Running
2211.236572265625,1032.3623046875,5116.38037109375|-0.0065916539169847965,0,0.9999783039093018|1.2798282433834629e-08,1,8.436368270636763e-11|Running
2211.232666015625,1033.0751953125,5116.91357421875|-0.0065916539169847965,0,0.9999783039093018|3.952004234974993e-08,1,2.6050808732414055e-10|Running
2211.228759765625,1033.73388671875,5117.44677734375|-0.0065916539169847965,0,0.9999783039093018|6.62189520994616e-08,1,4.3650186243304745e-10|Running
2211.224853515625,1034.337890625,5117.97998046875|-0.0065916539169847965,0,0.9999783039093018|9.289503566378698e-08,1,6.123452300776933e-10|Running
2211.220947265625,1034.8873291015625,5118.51318359375|-0.0065916539169847965,0,0.9999783039093018|9.555576241382369e-08,1,6.298842003538141e-10|Running
2211.217041015625,1035.3824462890625,5119.04638671875|-0.0065916539169847965,0,0.9999783039093018|7.423192727173955e-08,1,4.893218052970383e-10|Running
2211.213134765625,1035.8228759765625,5119.57958984375|-0.0065916539169847965,0,0.9999783039093018|5.2926342419823413e-08,1,3.488797029049806e-10|Running
2211.209228515625,1036.208984375,5120.11279296875|-0.0065916539169847965,0,0.9999783039093018|3.163894035651538e-08,1,2.0855746296621902e-10|Running
2211.205322265625,1036.54052734375,5120.64599609375|-0.0065916539169847965,0,0.9999783039093018|1.0369745062632774e-08,1,6.835525201420722e-11|Running
2211.201416015625,1036.8173828125,5121.17919921875|-0.0065916539169847965,0,0.9999783039093018|-1.088126388992805e-08,1,-7.172708260672067e-11|Running
2211.197509765625,1037.0400390625,5121.71240234375|-0.0065916539169847965,0,0.9999783039093018|-3.2114108705627586e-08,1,-2.1168967967444274e-10|Freefall
2211.193603515625,1037.2080078125,5122.24560546875|-0.0065916539169847965,0,0.9999783039093018|-5.332880448349897e-08,1,-3.5153266408904926e-10|Freefall
2211.189697265625,1037.321533203125,5122.77880859375|-0.0065916539169847965,0,0.9999783039093018|-7.452537431618111e-08,1,-4.912561468728427e-10|Freefall
2211.185791015625,1037.380615234375,5123.31201171875|-0.0065916539169847965,0,0.9999783039093018|-9.570383241452873e-08,1,-6.308601974147621e-10|Freefall
2211.181884765625,1037.385009765625,5123.84521484375|-0.0065916539169847965,0,0.9999783039093018|-1.1686421430567862e-07,1,-7.703451765372904e-10|Freefall
2211.177978515625,1037.3350830078125,5124.37841796875|-0.0065916539169847965,0,0.9999783039093018|-8.863047895601994e-08,1,-5.842341610495794e-10|Freefall
2211.174072265625,1037.2305908203125,5124.91162109375|-0.0065916539169847965,0,0.9999783039093018|-6.042086653224032e-08,1,-3.982820462322678e-10|Freefall
2211.170166015625,1037.071533203125,5125.44482421875|-0.0065916539169847965,0,0.9999783039093018|-3.223534861263033e-08,1,-2.1248887371871916e-10|Freefall
2211.166259765625,1036.858154296875,5125.97802734375|-0.0065916539169847965,0,0.9999783039093018|-4.0739229767439156e-09,1,-2.685447350603276e-11|Freefall
2211.162353515625,1036.590087890625,5126.51123046875|-0.0065916539169847965,0,0.9999783039093018|2.406342680671969e-08,1,1.5862122726417738e-10|Freefall
2211.158447265625,1036.2677001953125,5127.04443359375|-0.0065916539169847965,0,0.9999783039093018|5.2176723386310186e-08,1,3.439383777781302e-10|Freefall
2211.154541015625,1035.8907470703125,5127.57763671875|-0.0065916539169847965,0,0.9999783039093018|8.026599829236147e-08,1,5.290971549776202e-10|Freefall
2211.150634765625,1035.4591064453125,5128.11083984375|-0.0065916539169847965,0,0.9999783039093018|1.0833122843223464e-07,1,7.14097447840345e-10|Freefall
2211.146728515625,1034.9732666015625,5128.64404296875|-0.0065916539169847965,0,0.9999783039093018|8.708317267291932e-08,1,5.740345976334993e-10|Freefall
2211.142822265625,1034.4327392578125,5129.17724609375|-0.0065916539169847965,0,0.9999783039093018|6.585329259678474e-08,1,4.340915404910106e-10|Freefall
2211.138916015625,1033.8377685546875,5129.71044921875|-0.0065916539169847965,0,0.9999783039093018|4.464155267669412e-08,1,2.942680543682741e-10|Freefall
2211.134033203125,1033.0174560546875,5130.376953125|-0.0065916539169847965,0,0.9999783039093018|1.815238270808095e-08,1,1.1965682611414508e-10|Freefall
2211.131103515625,1032.4842529296875,5130.77685546875|-0.0065916539169847965,0,0.9999783039093018|2.2724728765410873e-09,1,1.4979678955584497e-11|Freefall
2211.126220703125,1031.5277099609375,5131.443359375|-0.0065916539169847965,0,0.9999783039093018|-2.4171431078912065e-08,1,-1.5933315777871826e-10|Freefall
2211.123291015625,1030.912841796875,5131.84326171875|-0.0065916539169847965,0,0.9999783039093018|-4.0024183078912756e-08,1,-2.638312901481754e-10|Landed
2211.117431640625,1029.7020263671875,5132.64306640625|-0.008300495333969593,0,0.9999655485153198|-7.164427984207578e-08,1,-5.947034531494921e-10|Landed
2211.115478515625,1029.6326904296875,5132.90966796875|-0.010009264573454857,0,0.9999499320983887|-8.21570367293134e-08,1,-8.223726699618794e-10|Running
2211.108154296875,1029.7449951171875,5133.70947265625|-0.010009264573454857,0,0.9999499320983887|-4.066007974756758e-08,1,-4.069978798426632e-10|Running
2211.105712890625,1029.78271484375,5133.97607421875|-0.013426524586975574,0,0.9999098777770996|-2.689002442934907e-08,1,-3.6107211665026284e-10|Running
2211.09716796875,1029.84423828125,5134.642578125|-0.013426524586975574,0,0.9999098777770996|7.513253130753128e-09,1,1.0088596624768797e-10|Running
2211.092041015625,1029.8648681640625,5135.04248046875|-0.02050350047647953,0,0.9997897744178772|2.7981945649457884e-08,1,5.738484687434209e-10|Running
2211.078857421875,1029.884033203125,5135.708984375|-0.02563885785639286,0,0.9996712803840637|6.188123080619334e-08,1,1.5870857961175489e-09|Running
2211.07080078125,1030.5430908203125,5136.10888671875|-0.03783318027853966,0,0.9992840886116028|8.190971811927739e-08,1.0000001192092896,3.1011253565083052e-09|Running
2211.052001953125,1031.378662109375,5136.64208984375|-0.044189441949129105,0,0.9990231990814209|1.0849743148355628e-07,1,4.799128650034845e-09|Running
2211.02880859375,1032.159912109375,5137.17529296875|-0.049328628927469254,0,0.9987826347351074|8.635925041744485e-08,1.0000001192092896,4.265175768125573e-09|Running
2211.002685546875,1032.886474609375,5137.70849609375|-0.056146010756492615,0,0.9984225630760193|6.454791190435571e-08,1,3.629833766893853e-09|Running
2210.97265625,1033.5587158203125,5138.24169921875|-0.06152704730629921,0,0.9981054067611694|4.303892708890089e-08,1.0000001192092896,2.6530846408689968e-09|Running
2210.939697265625,1034.1763916015625,5138.77490234375|-0.06517425179481506,0,0.9978739619255066|2.1744147815638826e-08,1.0000001192092896,1.4201778641975693e-09|Running
2210.90478515625,1034.7393798828125,5139.30615234375|-0.06566035002470016,0,0.9978420734405518|5.072717801368753e-10,1.0000001192092896,3.337967402483599e-11|Running
2210.86962890625,1035.2481689453125,5139.83740234375|-0.06739414483308792,0,0.9977263808250427|-2.0654809418374498e-08,1,-1.395185300623325e-09|Running
2210.83349609375,1035.7022705078125,5140.36865234375|-0.06763721257448196,0,0.9977099895477295|-4.1777585835234277e-08,1,-2.8322053591267604e-09|Running
2210.79736328125,1036.1019287109375,5140.89990234375|-0.06763721257448196,0,0.9977099895477295|-6.289124598879425e-08,1,-4.263552177974361e-09|Running
2210.76123046875,1036.4471435546875,5141.43115234375|-0.06909536570310593,0,0.9976100921630859|-7.493699172300694e-08,1.0000001192092896,-5.190202934102217e-09|Running
2210.72412109375,1036.7376708984375,5141.96240234375|-0.0693383440375328,0,0.9975932240486145|-5.98776779270338e-08,1,-4.161835764904254e-09|Running
2210.68701171875,1036.973876953125,5142.49365234375|-0.0693383440375328,0,0.9975932240486145|-4.484932603077141e-08,1,-3.117280433784231e-09|Freefall
2210.64990234375,1037.155517578125,5143.02490234375|-0.0693383440375328,0,0.9975932240486145|-2.9827969427742573e-08,1,-2.0732118244382036e-09|Freefall
2210.61279296875,1037.2825927734375,5143.55615234375|-0.07079596817493439,0,0.9974908232688904|-1.4870255249377351e-08,1,-1.055402321092913e-09|Freefall
2210.574951171875,1037.3553466796875,5144.08740234375|-0.0710388645529747,0,0.9974735379219055|8.05868149988953e-11,1,5.739295757395402e-12|Freefall
2210.536865234375,1037.3734130859375,5144.61865234375|-0.0710388645529747,0,0.9974735379219055|1.5019010035643987e-08,1,1.0696358243578175e-09|Freefall
2210.498779296875,1037.3370361328125,5145.14990234375|-0.07273876667022705,0,0.9973510503768921|2.989391489904847e-08,1.0000001192092896,2.180221780889724e-09|Freefall
2210.4599609375,1037.2462158203125,5145.68115234375|-0.07273876667022705,0,0.9973510503768921|4.477237780520227e-08,1.0000001192092896,3.2653373338575875e-09|Freefall
2210.4208984375,1037.1007080078125,5146.21240234375|-0.0744742900133133,0,0.997222900390625|5.957575055504094e-08,1,4.449217438917685e-09|Freefall
2210.381103515625,1036.9010009765625,5146.74365234375|-0.07617373019456863,0,0.9970945715904236|5.964614757658637e-08,1,4.556708788072683e-09|Freefall
2210.34033203125,1036.6466064453125,5147.27490234375|-0.07932806015014648,0,0.9968485832214355|4.52024622177305e-08,1.0000001192092896,3.5971596812345297e-09|Freefall
2210.298095703125,1036.3377685546875,5147.80615234375|-0.0813075602054596,0,0.9966890811920166|3.082517352481773e-08,1,2.5146456028579678e-09|Freefall
2210.255126953125,1035.9744873046875,5148.33740234375|-0.08619758486747742,0,0.9962780475616455|1.670511018403431e-08,1.0000001192092896,1.4453196417463232e-09|Freefall
2210.20947265625,1035.5565185546875,5148.86865234375|-0.09132833778858185,0,0.9958207607269287|2.872111659613097e-09,1,2.6340601921859275e-10|Freefall
2210.160888671875,1035.084228515625,5149.39990234375|-0.0964568629860878,0,0.9953371286392212|-1.0655790028124557e-08,1,-1.0326390853521161e-09|Freefall
2210.109375,1034.557373046875,5149.93115234375|-0.10327398031949997,0,0.9946529865264893|-2.3779870517159907e-08,1.0000001192092896,-2.4690438582553043e-09|Freefall
2210.0546875,1033.9759521484375,5150.46240234375|-0.11182490736246109,0,0.9937279224395752|-3.634063716617675e-08,1,-4.089437677379237e-09|Freefall
2209.9951171875,1033.3402099609375,5150.99169921875|-0.12036782503128052,0,0.9927293658256531|-3.063388831492375e-08,1,-3.7143399467254312e-09|Freefall
2209.930908203125,1032.6497802734375,5151.52099609375|-0.13208375871181488,0,0.9912385940551758|-2.4797300213208473e-08,1.0000001192092896,-3.3042706348851425e-09|Freefall
2209.860595703125,1031.9049072265625,5152.05029296875|-0.14576108753681183,0,0.9893198609352112|-1.8547780200606212e-08,1.0000001192092896,-2.732730486343371e-09|Freefall
2209.783203125,1031.1055908203125,5152.57763671875|-0.16067560017108917,0,0.987007200717926|-1.1845662228893161e-08,1,-1.9283636909506185e-09|Landed
2209.6982421875,1030.2515869140625,5153.10498046875|-0.17673683166503906,0,0.9842581152915955|-5.115406320754801e-09,1,-9.185402993772129e-10|Landed
2209.60546875,1029.635009765625,5153.63037109375|-0.19212405383586884,0,0.9813706874847412|1.5311649725902043e-09,1.0000001192092896,2.9975791293601617e-10|Running
2209.50390625,1029.668212890625,5154.15380859375|-0.20756083726882935,0,0.9782220721244812|8.118247407651324e-09,1,1.7225436632628544e-09|Running
2209.39453125,1029.76025390625,5154.67529296875|-0.2245742380619049,0,0.9744569659233093|1.4608536602622735e-08,1.0000001192092896,3.3666966992029757e-09|Running
2209.30615234375,1029.8095703125,5155.06494140625|-0.24678349494934082,0,0.9690706729888916|1.936992788387215e-08,1,4.932744879226902e-09|Running
2209.1435546875,1029.857666015625,5155.7119140625|-0.2636130452156067,0,0.9646285176277161|2.723566794315957e-08,1,7.442945371138876e-09|Running
2209.00439453125,1029.8773193359375,5156.2265625|-0.2836726903915405,0,0.9589211344718933|3.334464437898532e-08,1,9.864174366214229e-09|Running
2208.854736328125,1029.887939453125,5156.73828125|-0.3022763133049011,0,0.9532203078269958|3.9355761316528515e-08,1,1.2480131594827526e-08|Running
2208.695068359375,1029.893798828125,5157.2470703125|-0.3188633918762207,0,0.9478006958961487|4.5238376600309493e-08,1,1.5219299598356884e-08|Running
2208.526123046875,1029.89697265625,5157.7529296875|-0.33200275897979736,0,0.943278431892395|5.105565747953733e-08,1,1.796990112268304e-08|Running
2208.35009765625,1029.898681640625,5158.2568359375|-0.34356576204299927,0,0.939128577709198|5.681094705778378e-08,1,2.0783412324476558e-08|Running
2208.16796875,1029.899658203125,5158.75830078125|-0.35160502791404724,0,0.9361484050750732|6.254829543195228e-08,1,2.3492317424711473e-08|Running
2207.981201171875,1029.900146484375,5159.25830078125|-0.3565232753753662,0,0.93428635597229|6.832342336338115e-08,1,2.6072187964132354e-08|Running
2207.8388671875,1029.900390625,5159.6318359375|-0.3598295748233795,0,0.9330180287361145|7.26412210383387e-08,1.0000001192092896,2.801495568860446e-08|Running
2207.600830078125,1030.9703369140625,5160.25439453125|-0.36126798391342163,0,0.9324619770050049|7.991526729256293e-08,1,3.0961935237883154e-08|Running
2207.40869140625,1031.7652587890625,5160.75244140625|-0.36126798391342163,0,0.9324619770050049|8.577286081390412e-08,1,3.323136965605045e-08|Jumping
2207.21630859375,1032.5054931640625,5161.25048828125|-0.36126798391342163,0,0.9324619770050049|9.162640424165147e-08,1,3.549923377477171e-08|Freefall
2207.02392578125,1033.1912841796875,5161.74853515625|-0.36126798391342163,0,0.9324619770050049|9.747444806862404e-08,1,3.776496981799937e-08|Freefall
2206.83154296875,1033.8226318359375,5162.24658203125|-0.36126798391342163,0,0.9324619770050049|1.0331750388559158e-07,1,4.002876963227209e-08|Freefall
2206.63916015625,1034.3992919921875,5162.74462890625|-0.3598295748233795,0,0.9330180287361145|1.0923609750079777e-07,1.0000001192092896,4.2128210253622456e-08|Freefall
2206.494873046875,1034.796142578125,5163.1181640625|-0.3567364513874054,0,0.9342050552368164|1.1379395203903186e-07,1,4.345347193179805e-08|Freefall
2206.2568359375,1035.389404296875,5163.74072265625|-0.35369011759757996,0,0.935362696647644|1.2135484439568245e-07,1.0000001192092896,4.588809332517485e-08|Freefall
2206.068115234375,1035.8026123046875,5164.23876953125|-0.3474813401699066,0,0.9376868605613708|1.2771367607911088e-07,1.0000001192092896,4.732722658218336e-08|Freefall
2205.88232421875,1036.1614990234375,5164.73828125|-0.338191956281662,0,0.9410771131515503|1.3448114088987495e-07,1.0000001192092896,4.8328068658065604e-08|Freefall
2205.701904296875,1036.4656982421875,5165.240234375|-0.32843536138534546,0,0.9445264339447021|1.416205464011e-07,1,4.9244988531427225e-08|Freefall
2205.526611328125,1036.7154541015625,5165.744140625|-0.3169602155685425,0,0.9484387636184692|1.4921604929440946e-07,1,4.986674184692674e-08|Freefall
2205.357421875,1036.9107666015625,5166.25|-0.309847891330719,0,0.9507861733436584|1.5688749499531696e-07,1,5.1127436506703816e-08|Freefall
2205.2333984375,1037.0213623046875,5166.63037109375|-0.30271995067596436,0,0.9530795812606812|1.1957143897234346e-07,1,3.7978630018642434e-08|Freefall
2205.031494140625,1037.1378173828125,5167.26513671875|-0.29955363273620605,0,0.9540795087814331|5.705242500653185e-08,1.0000001192092896,1.791282677743311e-08|Freefall
2204.8720703125,1037.1695556640625,5167.7744140625|-0.2959383726119995,0,0.9552069902420044|7.078554187245345e-09,1,2.193049075671638e-09|Freefall
2204.753662109375,1037.157470703125,5168.15673828125|-0.2940172255039215,0,0.9558001756668091|-3.0409108120466044e-08,1.0000001192092896,-9.354257812788092e-09|Freefall
2204.5576171875,1037.069580078125,5168.7939453125|-0.29106444120407104,0,0.9567034244537354|-9.284374868911982e-08,1,-2.8246489591765567e-08|Freefall
2204.40234375,1036.937744140625,5169.3037109375|-0.28766149282455444,0,0.957732081413269|-1.4279473248279828e-07,1,-4.28893898174465e-08|Freefall
2204.248779296875,1036.7515869140625,5169.81494140625|-0.284121572971344,0,0.958788275718689|-1.223586707510549e-07,1,-3.625903488568838e-08|Freefall
2204.09716796875,1036.5108642578125,5170.32666015625|-0.2793622612953186,0,0.960185706615448|-1.0183922682927005e-07,1,-2.9629722675394987e-08|Freefall
2203.9482421875,1036.215576171875,5170.83837890625|-0.27446308732032776,0,0.9615975618362427|-8.116048633155515e-08,1,-2.3165156903814932e-08|Freefall
2203.801513671875,1035.865966796875,5171.3515625|-0.26784536242485046,0,0.9634619355201721|-6.031692123542598e-08,1,-1.676828809138442e-08|Freefall
2203.65869140625,1035.461669921875,5171.865234375|-0.2612164616584778,0,0.9652802348136902|-3.92280981031945e-08,1.0000001192092896,-1.0615595513741027e-08|Freefall
2203.519287109375,1035.0029296875,5172.38037109375|-0.25434911251068115,0,0.9671124815940857|-1.789606152158285e-08,1,-4.706636858031743e-09|Freefall
2203.38330078125,1034.48974609375,5172.89599609375|-0.24758806824684143,0,0.9688653945922852|3.6604101971704495e-09,1,9.353970931158528e-10|Freefall
2203.251220703125,1033.921875,5173.4130859375|-0.23782171308994293,0,0.9713088274002075|2.5485158872129432e-08,1,6.23995566328972e-09|Freefall
2203.12451171875,1033.2998046875,5173.9306640625|-0.22780074179172516,0,0.9737077951431274|4.768646277852895e-08,1.0000001192092896,1.1156336299222858e-08|Freefall
2203.0029296875,1032.623046875,5174.4501953125|-0.2175249606370926,0,0.9760547876358032|7.023862735877628e-08,1.0000001192092896,1.565348028975677e-08|Freefall
2202.886962890625,1031.8917236328125,5174.97119140625|-0.20258945226669312,0,0.9792637228965759|9.323576932729338e-08,1,1.9288556529772904e-08|Freefall
2202.778564453125,1031.1060791015625,5175.49267578125|-0.18605731427669525,0,0.9825388789176941|8.663013062459868e-08,1.0000001192092896,1.6404612779297167e-08|Landed
2202.6787109375,1030.2657470703125,5176.01611328125|-0.16993962228298187,0,0.9854544401168823|5.0304972631920464e-08,1.0000001192092896,8.674990503720892e-09|Landed
2202.5869140625,1029.6558837890625,5176.54150390625|-0.15433217585086823,0,0.9880189299583435|1.3929487785446781e-08,0.9999999403953552,2.1758370660762694e-09|Running
2202.503173828125,1029.681884765625,5177.06884765625|-0.13892562687397003,0,0.9903028607368469|-2.2443462199817077e-08,1.0000001192092896,-3.148503679994974e-09|Running
2202.427978515625,1029.7679443359375,5177.59619140625|-0.12499618530273438,0,0.9921572208404541|-5.879782705164871e-08,1,-7.4076003109269095e-09|Running
2202.3603515625,1029.8262939453125,5178.12548828125|-0.11110150068998337,0,0.9938090443611145|-9.508936926749811e-08,1.0000001192092896,-1.0630383684429034e-08|Running
