1|true|1376
310.0979309082031,22.882577896118164,205.07896423339844|0.6635048985481262,7.454578110355214e-08,0.7481719255447388|-4.895753136224812e-08,1,-5.621999221716578e-08|Running
310.4192199707031,22.890161514282227,205.44004821777344|0.6636748909950256,4.8462116097880426e-08,0.748021125793457|-3.183491514846537e-08,1,-3.654185931623033e-08|Running
310.7405090332031,22.8942928314209,205.80113220214844|0.6638208627700806,2.246315311538183e-08,0.7478916049003601|-1.4766100342455957e-08,1,-1.6929067925275376e-08|Running
311.0686950683594,22.89654541015625,206.1559295654297|0.6655066013336182,-6.120531303999144e-10,0.7463919520378113|3.6805089531632973e-10,1,4.918499496575635e-10|Running
311.3994140625,22.89777183532715,206.50839233398438|0.6679548621177673,-1.1806844391060167e-08,0.7442017793655396|7.602497298364597e-09,1,9.04152486214116e-09|Running
311.7331237792969,22.898441314697266,206.8580322265625|0.6709232330322266,-4.480583459809395e-09,0.7415268421173096|2.4487309957521575e-09,1,3.826797545514182e-09|Running
312.1017761230469,22.898807525634766,207.1263427734375|0.7268321514129639,0.0000019851581782859284,0.6868151426315308|-0.0000014013613736096886,1,-0.0000014073708598516532|Running
312.5239562988281,22.89900779724121,207.2645263671875|0.7935261726379395,0.000005307806986820651,0.6085360646247864|-0.000003989020115113817,1,-0.0000035206044231017586|Running
312.9932556152344,22.89911651611328,207.27908325195312|0.8485283851623535,0.0000058888895182462875,0.5291498899459839|-0.000004722376161225839,1,-0.0000035563075471145567|Running
313.4754638671875,22.8991756439209,207.25216674804688|0.8908724784851074,0.000004777602498506894,0.4542534351348877|-0.000004075257947988575,1,-0.0000025251702027162537|Running
313.95758056640625,22.89920997619629,207.21775817871094|0.9228037595748901,0.0000035916848446504446,0.3852703869342804|-0.0000032234138416242786,1,-0.000001601748635948752|Running
314.439453125,22.899229049682617,207.18052673339844|0.9463406205177307,0.000002716070866881637,0.32317087054252625|-0.000002525114950913121,1,-0.000001010152686831134|Running
314.921142578125,22.89923667907715,207.14108276367188|0.963421106338501,0.0000020599588879122166,0.26799219846725464|-0.0000019602175598265603,1,-6.397351057785272e-07|Running
315.4028625488281,22.899240493774414,207.101318359375|0.9755792021751404,0.0000015469229310838273,0.2196480631828308|-0.0000014958521887820098,1,-3.9882280589154107e-07|Running
315.8845520019531,22.899240493774414,207.06153869628906|0.9840943813323975,0.00000114541592211026,0.17764627933502197|-0.0000011203138683413272,1,-2.416107633962383e-07|Running
316.3662414550781,22.899240493774414,207.02175903320312|0.9899665713310242,8.435141580775962e-07,0.14130181074142456|-8.317346669173276e-07,1,-1.4242313284285046e-07|Running
316.84796142578125,22.899240493774414,206.98199462890625|0.9939394593238831,6.214982022356708e-07,0.10992895811796188|-6.161428132145375e-07,1,-8.268553841617177e-08|Running
317.32965087890625,22.899240493774414,206.94223022460938|0.996558427810669,4.584792634432233e-07,0.08289306610822678|-4.561465232200135e-07,1,-4.707992928842941e-08|Running
317.81134033203125,22.899240493774414,206.90248107910156|0.9982210397720337,3.383242415111454e-07,0.059621840715408325|-3.373789070337807e-07,1,-2.5921815804963444e-08|Running
318.29315185546875,22.899240493774414,206.8645782470703|0.9991986751556396,2.443207449687179e-07,0.0400247760117054|-2.4398488562837883e-07,1,-1.327572540787969e-08|Running
318.7754211425781,22.899240493774414,206.83258056640625|0.9996969103813171,1.7791657569432573e-07,0.02461855486035347|-1.7782200245619606e-07,1,-6.0309175431427775e-09|Running
319.2579650878906,22.899240493774414,206.80528259277344|0.9999180436134338,1.3529339071283175e-07,0.012804687954485416|-1.3527481712571898e-07,1,-2.3167572305027306e-09|Running
319.7406311035156,22.899240493774414,206.78050231933594|0.9999937415122986,1.3101997353714978e-07,0.003542447928339243|-1.3101926299441402e-07,1,-4.3412654027186193e-10|Running
320.2232971191406,22.899240493774414,206.75601196289062|0.9999914169311523,1.2404760241224722e-07,-0.004150239285081625|-1.2404622395933984e-07,1,5.883696863051568e-10|Running
320.7059631347656,22.899240493774414,206.73153686523438|0.9999426007270813,1.1161149870986264e-07,-0.010714097879827023|-1.1160576462998506e-07,1,1.1331672267189674e-09|Running
321.1888427734375,22.899240493774414,206.7108154296875|0.9998797178268433,1.27022033780122e-07,-0.015509076416492462|-1.2700687079814088e-07,1,1.962109585917915e-09|Running
321.6719665527344,22.899240493774414,206.69818115234375|0.9998453855514526,8.705333698344475e-08,-0.0175838191062212|-8.703723608505243e-08,1,1.6810008940382204e-09|Running
322.1552429199219,22.899240493774414,206.6905975341797|0.9998428821563721,4.952824994575167e-08,-0.017725689336657524|-4.951082743787083e-08,1,1.4217914623415595e-09|Running
322.6385192871094,22.899240493774414,206.685546875|0.9998567700386047,1.2448419184352133e-08,-0.016925670206546783|-1.2430261264739784e-08,1,1.1780055819698987e-09|Running
323.1217956542969,22.899240493774414,206.68081665039062|0.9998725056648254,-2.3413111449599455e-08,-0.01596963405609131|2.3431645956861757e-08,1,9.734498762625776e-10|Running
323.6050720214844,22.899240493774414,206.67613220214844|0.9998859167098999,-5.807099512367131e-08,-0.015104198828339577|5.808980318988688e-08,1,8.064044987321495e-10|Running
324.0883483886719,22.899240493774414,206.6714324951172|0.9998970031738281,-9.178576476642775e-08,-0.01435356866568327|9.180482152260083e-08,1,6.69185706847486e-10|Running
324.5716247558594,22.899240493774414,206.66673278808594|0.999906063079834,-1.071988151579717e-07,-0.013707633130252361|1.0721567633709128e-07,1,4.949409770915736e-10|Running
325.0549011230469,22.899240493774414,206.6620330810547|0.9999135136604309,-6.934112661838299e-08,-0.01315262820571661|6.934902785360464e-08,1,1.4494953848309677e-10|Running
325.5381774902344,22.899240493774414,206.6591796875|0.9999248385429382,-3.080512200881458e-08,-0.012258211150765419|3.0804869766143383e-08,1,-2.0928493660310465e-10|Running
326.0214538574219,22.899240493774414,206.65663146972656|0.9999361038208008,8.966574149837925e-09,-0.011304107494652271|-8.973551679503089e-09,1,-5.664930746718255e-10|Running
326.5047302246094,22.899240493774414,206.6541290283203|0.999945342540741,4.9852168615416304e-08,-0.01045400369912386|-4.986461021871946e-08,1,-9.292575042785245e-10|Running
326.9880065917969,22.899240493774414,206.65162658691406|0.9999527931213379,9.158253533314564e-08,-0.009718786925077438|-9.159948888282088e-08,1,-1.2994004761068823e-09|Running
327.4712829589844,22.893457412719727,206.65097045898438|0.9999624490737915,9.804053746620411e-08,-0.00866875983774662|-9.805490464032118e-08,1,-1.2320179321179126e-09|Running
327.9545593261719,22.895137786865234,206.65060424804688|0.9999712705612183,6.987880851738737e-08,-0.007580858655273914|-6.988608447500155e-08,1,-6.95540902651004e-10|Running
328.4378356933594,22.896804809570312,206.65023803710938|0.9999781250953674,4.322215474417135e-08,-0.0066158100962638855|-4.3223966628147537e-08,1,-1.3076000004996757e-10|Running
328.9190979003906,22.86415672302246,206.64987182617188|0.9999833106994629,1.7718100764341216e-08,-0.005781872663646936|-1.7715766631454244e-08,1,4.550707033423862e-10|Running
329.3827209472656,22.777006149291992,206.64956665039062|0.9999871850013733,-6.925357176612579e-09,-0.005064764525741339|6.930797713522452e-09,1,1.0566120201005447e-09|Running
329.8433837890625,22.635358810424805,206.64926147460938|0.9999901056289673,-3.0928227090498694e-08,-0.004448688123375177|3.093596490089112e-08,1,1.670323324098888e-09|Running
330.303955078125,22.439208984375,206.65428161621094|0.9999964237213135,-5.277873427189661e-08,-0.002666364423930645|5.278507586581327e-08,1,2.3074517851995324e-09|Running
330.775390625,22.188560485839844,206.66220092773438|1,-6.774106964257953e-08,-0.00016014343418646604|6.774155281163985e-08,1,2.990101499733555e-09|Running
331.2571105957031,22.154224395751953,206.6706085205078|0.9999974370002747,-7.391263068257103e-08,0.002270186087116599|7.3904423913973e-08,1,3.698030326404478e-09|Running
331.7402648925781,22.175796508789062,206.680908203125|0.9999883770942688,-7.16008372592114e-08,0.0048210518434643745|7.158046599897716e-08,1,4.397300301661744e-09|Running
332.2235107421875,22.193687438964844,206.6915283203125|0.9999740123748779,-6.060643897853879e-08,0.0072053950279951096|6.057158685734976e-08,1,5.0556687725134e-09|Running
332.706787109375,22.20440101623535,206.7021484375|0.9999569058418274,-4.264139263909783e-08,0.009285153821110725|4.259072383661078e-08,1,5.6547593274558494e-09|Running
333.1900634765625,22.210390090942383,206.7127685546875|0.9999386668205261,-1.9458203937006147e-08,0.011076696217060089|1.939083738022873e-08,1,6.189237122811164e-09|Running
333.67333984375,22.21367835998535,206.723388671875|0.9999204277992249,7.577948046844085e-09,0.012616300955414772|-7.662613654702e-09,1,6.662464357987119e-09|Running
334.1566162109375,22.215473175048828,206.73402404785156|0.9999028444290161,3.744968068986054e-08,0.013938802294433117|-3.755202016009207e-08,1,7.080164898809471e-09|Running
334.639892578125,22.21645164489746,206.74464416503906|0.9998863935470581,6.940506125374668e-08,0.015074717812240124|-6.95252495575005e-08,1,7.44906403227219e-09|Running
335.1231689453125,22.216983795166016,206.75526428222656|0.9998711943626404,1.0288917451362067e-07,0.016050364822149277|-1.0302726849431565e-07,1,7.776992383412562e-09|Running
335.6064453125,22.217275619506836,206.76588439941406|0.9998573660850525,1.0109953763048907e-07,0.016888346523046494|-1.0121677007646213e-07,1,6.086714687825179e-09|Running
336.0897216796875,22.21743392944336,206.77650451660156|0.9998449683189392,6.378613903734731e-08,0.017608091235160828|-6.383845629898133e-08,1,2.409161981020702e-09|Running
336.572998046875,22.21752166748047,206.78712463378906|0.999833881855011,2.7135371283293352e-08,0.018226275220513344|-2.711686697409732e-08,1,-1.2623141421030937e-09|Running
337.0562744140625,22.217571258544922,206.79774475097656|0.999824047088623,-9.018407354233204e-09,0.01875724084675312|9.112436138991598e-09,1,-4.92745000357786e-09|Running
337.53955078125,22.21759796142578,206.80836486816406|0.9998154044151306,-4.479748483277035e-08,0.019213290885090828|4.497074712617177e-08,1,-8.585861799303984e-09|Running
338.0228271484375,22.217615127563477,206.81898498535156|0.9998077750205994,-8.029216047589216e-08,0.019604995846748352|8.054755795683377e-08,1,-1.223757539747794e-08|Running
338.506103515625,22.21762466430664,206.82960510253906|0.9998011589050293,-1.1556913648291811e-07,0.019941430538892746|1.1590891091373123e-07,1,-1.5882706705383498e-08|Running
338.9893798828125,22.217632293701172,206.84022521972656|0.9997953176498413,-7.985965311263499e-08,0.02023039199411869|8.00842485659814e-08,1,-1.0291649310545381e-08|Running
339.47265625,22.217634201049805,206.85084533691406|0.9997903108596802,-4.408364873143e-08,0.020478587597608566|4.418942367578893e-08,1,-4.712549461771687e-09|Running
339.9559326171875,22.217636108398438,206.86146545410156|0.9997859001159668,-8.26685475630029e-09,0.020691771060228348|8.250912841845093e-09,1,8.558265762736994e-10|Running
340.439208984375,22.217636108398438,206.87208557128906|0.9997820854187012,2.757180794787928e-08,0.020874876528978348|-2.771174756333039e-08,1,6.414484943206844e-09|Running
340.9224853515625,22.217641830444336,206.88270568847656|0.9997788071632385,6.341844027701882e-08,0.021032137796282768|-6.368416194391102e-08,1,1.1964284674093051e-08|Running
341.40576171875,22.217641830444336,206.89332580566406|0.9997759461402893,9.9262820185686e-08,0.0211672130972147|-9.965570058056983e-08,1,1.750590250537698e-08|Running
341.8890380859375,22.21764373779297,206.90394592285156|0.9997735023498535,9.915304133301106e-08,0.021283235400915146|-9.953655677463757e-08,1,1.6960381543640324e-08|Running
342.372314453125,22.21764373779297,206.91456604003906|0.9997713565826416,6.313160838544718e-08,0.021382886916399002|-6.336718172406108e-08,1,1.0339090472655244e-08|Running
342.8555908203125,22.217649459838867,206.92518615722656|0.9997695088386536,2.7154404946827526e-08,0.021468477323651314|-2.7240654176807766e-08,1,3.7250080797690543e-09|Running
343.3388671875,22.2176513671875,206.93580627441406|0.9997679591178894,-8.782044425004187e-09,0.02154199406504631|8.846183341404412e-09,1,-2.8820794639727865e-09|Running
343.8221435546875,22.2176513671875,206.94642639160156|0.9997665882110596,-4.468034831006662e-08,0.02160513587296009|4.489569604970711e-08,1,-9.482353569012503e-09|Running
344.305419921875,22.2176570892334,206.95704650878906|0.9997653961181641,-8.05424420491363e-08,0.02165936678647995|8.090961500784033e-08,1,-1.607595656594185e-08|Running
344.7886962890625,22.2176570892334,206.96766662597656|0.9997643828392029,-1.1636977603757259e-07,0.02170594595372677|1.1688923962083209e-07,1,-2.2663050103233218e-08|Running
345.27197265625,22.21765899658203,206.97828674316406|0.999763548374176,-8.069529400245301e-08,0.021745949983596802|8.105127591306882e-08,1,-1.5488613058778355e-08|Running
345.7552490234375,22.21765899658203,206.98890686035156|0.999762773513794,-4.5049997510204776e-08,0.021780315786600113|4.524196484112508e-08,1,-8.321076272466144e-09|Running
346.238525390625,22.21766471862793,206.99952697753906|0.9997621178627014,-9.434268477548358e-09,0.021809827536344528|9.461825101197974e-09,1,-1.1603200622545273e-09|Running
346.7218017578125,22.217666625976562,207.01014709472656|0.9997615814208984,2.6151660392770282e-08,0.02183518186211586|-2.628880224619934e-08,1,5.993753937616475e-09|Running
347.205078125,22.217666625976562,207.02076721191406|0.9997611045837402,6.170763100499244e-08,0.02185695804655552|-6.200966851110934e-08,1,1.3141237431568698e-08|Running
347.6883544921875,22.21767234802246,207.03138732910156|0.9997606873512268,9.723353144863722e-08,0.02187565714120865|-9.770059961056177e-08,1,2.028220613681242e-08|Running
348.171630859375,22.21767234802246,207.04200744628906|0.9997603297233582,9.738951689541864e-08,0.02189171500504017|-9.785373578097278e-08,1,2.0134123701609496e-08|Running
348.6549072265625,22.217674255371094,207.05262756347656|0.9997600317001343,6.222114734555362e-08,0.02190551534295082|-6.251449491401218e-08,1,1.2706797392070257e-08|Running
349.13818359375,22.217674255371094,207.06324768066406|0.9997597932815552,2.7083292053475816e-08,0.021917369216680527|-2.7205683039710493e-08,1,5.286056037334674e-09|Running
349.6214599609375,22.217679977416992,207.07386779785156|0.9997595548629761,-8.024201747502957e-09,0.021927542984485626|8.072807311521046e-09,1,-2.1281394424477185e-09|Running
350.104736328125,22.217679977416992,207.08448791503906|0.9997593760490417,-4.310142287522467e-08,0.021936286240816116|4.3321030318566045e-08,1,-9.53582457441371e-09|Running
350.5880126953125,22.217681884765625,207.09510803222656|0.9997591972351074,-7.814846725295865e-08,0.021943802013993263|7.853903838395127e-08,1,-1.6937033109343247e-08|Running
351.0712890625,22.217681884765625,207.10572814941406|0.9997590780258179,-1.1316539882955112e-07,0.021950257942080498|1.1372689101563083e-07,1,-2.4331786363518404e-08|Running
351.5545654296875,22.217687606811523,207.11634826660156|0.9997589588165283,-7.857795480958885e-08,0.021955793723464012|7.896621667669024e-08,1,-1.6816906978078805e-08|Running
352.037841796875,22.217689514160156,207.12696838378906|0.9997588396072388,-4.402011910542569e-08,0.021960550919175148|4.423520749696763e-08,1,-9.308548598596644e-09|Running
352.5211181640625,22.217689514160156,207.13758850097656|0.9997587203979492,-9.491853525389615e-09,0.02196463569998741|9.53383683111042e-09,1,-1.8066870222099851e-09|Running
353.00439453125,22.217695236206055,207.14820861816406|0.9997586607933044,2.500686235862304e-08,0.02196815051138401|-2.5137898873595077e-08,1,5.688694404426542e-09|Running
353.4876708984375,22.217695236206055,207.15882873535156|0.9997586011886597,5.9476068514641156e-08,0.021971164271235466|-5.978002803885829e-08,1,1.3177611002390677e-08|Running
353.970947265625,22.217697143554688,207.16944885253906|0.9997585415840149,9.391580135797994e-08,0.021973751485347748|-9.439256842824761e-08,1,2.066007631640332e-08|Running
354.4542236328125,22.217697143554688,207.18006896972656|0.9997584819793701,9.415069257556752e-08,0.02197597362101078|-9.46273246427154e-08,1,2.0648956322588674e-08|Running
