Mt Sangkala|true|40121
-124.5105209350586,570.971435546875,367.6075744628906|-0.8843814134597778,0,-0.466764897108078|-2.753824723811249e-09,1.0000001192092896,5.217683618496949e-09|Running
-124.94764709472656,570.9217529296875,367.3699951171875|-0.8835740685462952,0,-0.4682915210723877|-1.999787446749224e-09,1.0000001192092896,3.773206191937106e-09|Running
-125.38463592529297,570.8704833984375,367.1324157714844|-0.8828761577606201,0,-0.4696058928966522|-1.4665852976492033e-09,1,2.757233774630663e-09|Running
-125.71236419677734,570.8318481445312,366.9542236328125|-0.8824222683906555,0,-0.47045835852622986|-1.1791453369269789e-09,1.0000001192092896,2.2116815046047122e-09|Running
-126.14933013916016,570.7803344726562,366.7166748046875|-0.8818853497505188,0,-0.4714639186859131|-9.100606934708821e-10,1,1.702291863026062e-09|Running
-126.58621978759766,570.72802734375,366.4792175292969|-0.8814278841018677,0,-0.4723185896873474|-7.440656424329006e-10,1,1.3885547156533562e-09|Running
-127.02294158935547,570.674072265625,366.2418518066406|-0.8810341954231262,0,-0.47305265069007874|-6.564802590425245e-10,1.0000001192092896,1.2226578638419028e-09|Running
-127.45956420898438,570.6190185546875,366.0045166015625|-0.8806900382041931,0,-0.47369304299354553|-6.284622822150254e-10,1,1.1684370138098643e-09|Running
-127.89423370361328,570.546875,365.7682800292969|-0.8803939819335938,0,-0.4742431640625|-6.447433142930947e-10,1.0000001192092896,1.1969136792799873e-09|Running
-128.32614135742188,570.438232421875,365.5335388183594|-0.8801460862159729,0,-0.47470301389694214|-6.940509278408058e-10,1.0000001192092896,1.2868387466724585e-09|Running
-128.7546844482422,570.2816162109375,365.30059814453125|-0.8799193501472473,0,-0.47512319684028625|-7.68653529714669e-10,1.0000001192092896,1.4235320699995668e-09|Running
-129.17271423339844,570.1212158203125,365.0733642578125|-0.879734218120575,0,-0.4754660129547119|-8.612002777574901e-10,1.0000001192092896,1.5934417119112254e-09|Running
-129.58352661132812,569.9273681640625,364.85009765625|-0.8795719742774963,0,-0.47576597332954407|-9.673140066723818e-10,1.0000001192092896,1.7883209357805185e-09|Running
-129.9903564453125,569.733642578125,364.6289978027344|-0.8794386386871338,0,-0.47601228952407837|-1.0830309982168274e-09,1,2.0009132128961937e-09|Running
-130.3934783935547,569.534912109375,364.4098815917969|-0.8793215751647949,0,-0.47622862458229065|-1.2062225662745618e-09,1.0000001192092896,2.227202422488972e-09|Running
-130.79603576660156,569.334716796875,364.19110107421875|-0.8792206645011902,0,-0.47641491889953613|-1.334845456391065e-09,1.0000001192092896,2.4634485562557984e-09|Running
-131.1949920654297,569.1004638671875,363.9742431640625|-0.8791265487670898,0,-0.4765883684158325|-1.4678601667483804e-09,1,2.7076505482170887e-09|Running
-131.5930938720703,568.882568359375,363.75787353515625|-0.8790581226348877,0,-0.47671470046043396|-1.6027480453928433e-09,1.0000001192092896,2.955454769804078e-09|Running
-131.98977661132812,568.6675415039062,363.542236328125|-0.8789930939674377,0,-0.47683459520339966|-1.7400301199899104e-09,1.0000001192092896,3.2075575528978106e-09|Running
-132.3848114013672,568.4488525390625,363.3275146484375|-0.8789408802986145,0,-0.4769309163093567|-1.878280198042148e-09,1.0000001192092896,3.4615019739447916e-09|Running
-132.78256225585938,568.2366333007812,363.1112976074219|-0.8788920640945435,0,-0.47702082991600037|-2.0177723936143366e-09,1.0000001192092896,3.717666174907208e-09|Running
-133.19383239746094,568.1060791015625,362.8877258300781|-0.8788432478904724,0,-0.47711074352264404|-2.1585426779324735e-09,1.0000001192092896,3.976059037569257e-09|Running
-133.62338256835938,568.0281982421875,362.65423583984375|-0.878810703754425,0,-0.4771706759929657|-2.298700785274832e-09,1.0000001192092896,4.233543293707953e-09|Running
-134.0606689453125,567.9942016601562,362.4165344238281|-0.8787781000137329,0,-0.47723057866096497|-2.4395907516350235e-09,1,4.492291427737882e-09|Running
-134.49978637695312,567.9900512695312,362.1778564453125|-0.8787583708763123,0,-0.47726696729660034|-2.5795936497985394e-09,1,4.749625581723649e-09|Running
-134.93905639648438,567.9957275390625,361.9390869140625|-0.8787292838096619,0,-0.47732049226760864|-2.7210569353286473e-09,1,5.0093644787807534e-09|Running
-135.37832641601562,568.0001220703125,361.7003173828125|-0.8787095546722412,0,-0.477356880903244|-2.86172152641484e-09,1.0000001192092896,5.267803082631417e-09|Running
-135.81759643554688,568.0027465820312,361.4615478515625|-0.8786932826042175,0,-0.47738680243492126|-3.002164961074527e-09,1,5.525880197865263e-09|Running
-136.25686645507812,568.004150390625,361.2227783203125|-0.8786769509315491,0,-0.4774167537689209|-3.142772042608044e-09,1,5.784215773019241e-09|Running
-136.69613647460938,568.0050048828125,360.9840087890625|-0.8786769509315491,0,-0.4774167537689209|-3.281160676493755e-09,1,6.0389173661690165e-09|Running
-137.13540649414062,568.0054321289062,360.7452392578125|-0.8786607384681702,0,-0.4774467647075653|-3.4219318489903117e-09,1.0000001192092896,6.297492305407104e-09|Running
-137.57467651367188,568.0056762695312,360.5064697265625|-0.8786444664001465,0,-0.47747671604156494|-2.258745412930807e-09,1.0000001192092896,4.156504473940004e-09|Running
-138.0136260986328,568.0057373046875,360.2670593261719|-0.8785629868507385,0,-0.4776265025138855|-6.635581528691148e-10,1,1.220572198867842e-09|Running
-138.45143127441406,568.0057373046875,360.02557373046875|-0.8782300353050232,0,-0.4782383441925049|9.271378109687589e-10,1,-1.7025825194139088e-09|Running
-138.88833618164062,568.0057373046875,359.78240966796875|-0.8776773810386658,0,-0.4792519211769104|2.4885975502542124e-09,1,-4.557489940992809e-09|Running
-139.43336486816406,568.0057373046875,359.4765319824219|-0.876775860786438,0,-0.48089921474456787|1.948244898741791e-09,1.0000001192092896,-3.5520417718259978e-09|Running
-139.86856079101562,568.0057373046875,359.2303161621094|-0.8759242296218872,0,-0.4824487566947937|1.1848606540354467e-09,1.0000001192092896,-2.1512089887210095e-09|Running
-140.30325317382812,568.0057373046875,358.9832458496094|-0.8750497698783875,0,-0.48403307795524597|4.340197992669381e-11,1.0000001192092896,-7.846342325867894e-11|Running
-140.62921142578125,568.0057373046875,358.7978210449219|-0.8744537234306335,0,-0.4851090908050537|-1.0651939330585947e-09,1.0000001192092896,1.9201098488963453e-09|Running
-141.06382751464844,568.0057373046875,358.5506286621094|-0.8737272620201111,0,-0.48641619086265564|-2.8236446514284808e-09,1,5.071984610083291e-09|Running
-141.49807739257812,568.0057373046875,358.3027648925781|-0.8730285167694092,0,-0.4876691401004791|-4.1290606489496895e-09,1,7.39187155929244e-09|Running
-141.93226623535156,568.0057373046875,358.0548095703125|-0.8723815679550171,0,-0.4888254404067993|-3.417860883203616e-09,1,6.099680316395961e-09|Running
-142.36647033691406,568.0057373046875,357.806884765625|-0.8718296885490417,0,-0.48980912566185|-2.839859458703131e-09,1,5.054772600487922e-09|Running
-142.90921020507812,568.0057373046875,357.4969482421875|-0.8712301254272461,0,-0.490874707698822|-2.259655573766395e-09,1,4.0105549992119904e-09|Running
-143.23484802246094,568.0057373046875,357.3110046386719|-0.8709215521812439,0,-0.4914220869541168|-1.9693697783651487e-09,1,3.4902105650047588e-09|Running
-143.66905212402344,568.0057373046875,357.06304931640625|-0.8705753684043884,0,-0.4920351505279541|-1.6293142390821913e-09,1.0000001192092896,2.882803995518657e-09|Running
-144.10325622558594,568.0057373046875,356.81512451171875|-0.8702660202980042,0,-0.4925821125507355|-1.3323587788605096e-09,1.0000001192092896,2.353935713017563e-09|Running
-144.53707885742188,568.0057373046875,356.5665588378906|-0.8699190020561218,0,-0.49319469928741455|-1.0812069017873682e-09,1,1.907081381702369e-09|Running
-144.97085571289062,568.0057373046875,356.31787109375|-0.8695920705795288,0,-0.4937708377838135|-8.792664929480054e-10,1,1.5484981075175597e-09|Running
-145.4046173095703,568.0057373046875,356.0692138671875|-0.86929851770401,0,-0.49428755044937134|-7.177377026046372e-10,1.0000001192092896,1.2622780598547934e-09|Running
-145.83839416503906,568.0057373046875,355.820556640625|-0.869051456451416,0,-0.49472182989120483|-5.858519225299119e-10,1.0000001192092896,1.0291348884194917e-09|Running
-146.2721710205078,568.0057373046875,355.5718688964844|-0.8688416481018066,0,-0.49509021639823914|-4.759603267068258e-10,1.0000001192092896,8.352702973724035e-10|Running
-146.70631408691406,568.0057373046875,355.3238525390625|-0.8687366247177124,0,-0.4952743351459503|-3.71793179576585e-10,1,6.521443385310022e-10|Running
-147.14051818847656,568.0057373046875,355.075927734375|-0.8686860799789429,0,-0.49536314606666565|-2.6637947403429507e-10,1.0000001192092896,4.671323328153676e-10|Running
-147.57472229003906,568.0057373046875,354.8280029296875|-0.8686354160308838,0,-0.4954519271850586|-1.6242762690410473e-10,1.0000001192092896,2.8477109559332803e-10|Running
-148.00892639160156,568.0048217773438,354.580078125|-0.8686016201972961,0,-0.49551108479499817|-5.7915696544119655e-11,1,1.0152279017461296e-10|Running
-148.44313049316406,568.0018920898438,354.3321533203125|-0.8685678839683533,0,-0.49557027220726013|4.580251108943223e-11,1,-8.02763827634223e-11|Running
-148.8773193359375,567.9976806640625,354.084228515625|-0.8685473203659058,0,-0.4956064820289612|1.5023404742464663e-10,1.0000001192092896,-2.6328422775279137e-10|Running
-149.3114776611328,567.9923706054688,353.8363037109375|-0.8685303926467896,0,-0.4956360459327698|2.5457708163756365e-10,1.0000001192092896,-4.461094549323974e-10|Running
-149.7456817626953,567.9883422851562,353.58837890625|-0.8685134649276733,0,-0.49566560983657837|3.585116647997211e-10,1,-6.281900555293873e-10|Running
-150.1798858642578,567.9876098632812,353.3404541015625|-0.8684929013252258,0,-0.4957018196582794|4.616371174215317e-10,1,-8.088099079373023e-10|Running
-150.6140899658203,567.9883422851562,353.092529296875|-0.8684797286987305,0,-0.4957248270511627|5.653350565459903e-10,1.0000001192092896,-9.904326248033613e-10|Running
-151.15684509277344,567.990478515625,352.7826232910156|-0.8684628009796143,0,-0.4957543909549713|6.945194419571976e-10,1,-1.2166594398621555e-09|Running
-151.4824981689453,567.9923706054688,352.5966796875|-0.8684590458869934,0,-0.4957609474658966|7.727002371282765e-10,1,-1.3535929044294903e-09|Running
-151.9167022705078,567.9944458007812,352.3487548828125|-0.8684459328651428,0,-0.4957839548587799|7.615337249688992e-10,1,-1.3339497284547974e-09|Running
-152.3509063720703,567.9970092773438,352.100830078125|-0.8684421181678772,0,-0.4957905113697052|4.0954972746476415e-10,1.0000001192092896,-7.173800997684054e-10|Running
-152.7851104736328,567.9995727539062,351.8529052734375|-0.8684290051460266,0,-0.4958135485649109|5.832954952378344e-11,1,-1.021655607336136e-10|Running
-153.2193145751953,568.00146484375,351.60498046875|-0.8684253096580505,0,-0.49582016468048096|-2.9164920478663703e-10,1.0000001192092896,5.108213851912069e-10|Running
-153.6535186767578,568.003173828125,351.3570556640625|-0.8684253096580505,0,-0.49582016468048096|-3.93897636730145e-10,1.0000001192092896,6.899087967582318e-10|Running
-154.08697509765625,568.00439453125,351.1078186035156|-0.8682525157928467,0,-0.49612247943878174|-4.0463757344788576e-10,1.0000001192092896,7.081468744729591e-10|Running
-154.51806640625,568.0050659179688,350.8544921875|-0.8675701022148132,0,-0.49731510877609253|-4.740849934847802e-10,1.0000001192092896,8.270449325387119e-10|Running
-154.94647216796875,568.0054321289062,350.5967102050781|-0.86627197265625,0,-0.49957275390625|-9.779868026527083e-10,1,1.695854234817773e-09|Running
-155.3721466064453,568.0056762695312,350.33441162109375|-0.8644014596939087,0,-0.5028024315834045|-2.650785591029603e-09,1,4.557143995498336e-09|Running
-155.79464721679688,568.0057373046875,350.0670166015625|-0.8619703054428101,0,-0.5069587826728821|-5.487515331026316e-09,1,9.330295647203002e-09|Running
-156.2138671875,568.0057373046875,349.79449462890625|-0.8589864373207092,0,-0.5119982957839966|-5.767238686615883e-09,1.0000001192092896,9.675773959827438e-09|Running
-156.62969970703125,568.0057373046875,349.5168762207031|-0.8555088043212891,0,-0.517788290977478|-5.088494070548677e-09,1,8.40739655671996e-09|Running
-157.04254150390625,568.0057373046875,349.2348327636719|-0.8516699075698853,0,-0.5240787267684937|-4.7934229918666915e-09,1.0000001192092896,7.789695999349533e-09|Running
-157.4519805908203,568.0057373046875,348.9478759765625|-0.8474621176719666,0,-0.5308559536933899|-5.50029799484264e-09,1.0000001192092896,8.780713933731477e-09|Running
-157.85787963867188,568.0057373046875,348.6558837890625|-0.8428871631622314,0,-0.5380903482437134|-5.724102081217097e-09,1,8.966472897498079e-09|Running
-158.2610626220703,568.0057373046875,348.3601989746094|-0.8381450772285461,0,-0.5454473495483398|-6.4607772465308244e-09,1,9.927756394745302e-09|Running
-158.66209411621094,568.0057373046875,348.0616149902344|-0.8333999514579773,0,-0.5526703000068665|-6.109727834768819e-09,1,9.213172447175566e-09|Running
-159.0614776611328,568.0057373046875,347.7607727050781|-0.8288202285766602,0,-0.5595150589942932|-6.135903340975801e-09,1.0000001192092896,9.089229813241673e-09|Running
-159.46018981933594,568.0057373046875,347.4590759277344|-0.8245865106582642,0,-0.565735936164856|-5.95363491839862e-09,1,8.677700336079397e-09|Running
-159.85836791992188,568.0057373046875,347.1566467285156|-0.820750892162323,0,-0.5712862014770508|-5.949714942943274e-09,1.0000001192092896,8.547789143165119e-09|Running
-160.25645446777344,568.0057373046875,346.8540954589844|-0.817389726638794,0,-0.5760852098464966|-5.532837743515984e-09,1.0000001192092896,7.850374572626606e-09|Running
-160.65452575683594,568.0057373046875,346.5515441894531|-0.8144525289535522,0,-0.5802302956581116|-5.3900661711736575e-09,1.0000001192092896,7.56588036665562e-09|Running
-161.0526123046875,568.0057373046875,346.2489929199219|-0.811919093132019,0,-0.5837699770927429|-4.756742111311496e-09,1,6.615773262552693e-09|Running
-161.45069885253906,568.0057373046875,345.9464416503906|-0.8097378611564636,0,-0.5867917537689209|-5.315945017514423e-09,1,7.335688945175889e-09|Running
-161.8488006591797,568.0057373046875,345.6438903808594|-0.8078497052192688,0,-0.5893886685371399|-4.262088015849486e-09,1.0000001192092896,5.8418607729038285e-09|Running
-162.2469024658203,568.0057373046875,345.34136962890625|-0.8062240481376648,0,-0.5916103720664978|-4.253968288736587e-09,1,5.797145874453236e-09|Running
-162.64500427246094,568.0057373046875,345.0388488769531|-0.8048133850097656,0,-0.5935279726982117|-5.076937092951539e-09,1,6.884236736226512e-09|Running
-163.04312133789062,568.0057373046875,344.736328125|-0.8036091327667236,0,-0.5951575040817261|-4.173108081317878e-09,1.0000001192092896,5.634722910485834e-09|Running
-163.44122314453125,568.0057373046875,344.4338073730469|-0.8025690317153931,0,-0.596559464931488|-2.8546465191681136e-09,1.0000001192092896,3.840439966040776e-09|Running
-163.83934020996094,568.0057373046875,344.13128662109375|-0.8016632199287415,0,-0.5977760553359985|-1.810302241445072e-09,1.0000001192092896,2.4277531096572602e-09|Running
-164.23745727539062,568.0057373046875,343.82879638671875|-0.8009073138237,0,-0.5987883806228638|-9.727399996606323e-10,1.0000001192092896,1.301085017502146e-09|Running
-164.63555908203125,568.0057373046875,343.5262756347656|-0.8002416491508484,0,-0.5996776819229126|-2.932935005972581e-10,1,3.913863677595941e-10|Running
-165.0336151123047,568.0057373046875,343.2237854003906|-0.7996721267700195,0,-0.6004369258880615|2.671557974842642e-10,1,-3.5580263735290885e-10|Running
-165.43167114257812,568.0057373046875,342.9212646484375|-0.7991734743118286,0,-0.601100504398346|7.38115624177027e-10,1,-9.81337455741027e-10|Running
-165.82974243164062,568.0057373046875,342.6187744140625|-0.7987550497055054,0,-0.6016564965248108|1.1420490109159687e-09,1.0000001192092896,-1.5161765176685549e-09|Running
-166.22779846191406,568.0057373046875,342.3162841796875|-0.7983876466751099,0,-0.6021438241004944|1.495669699203006e-09,1,-1.983121222792761e-09|Running
-166.62586975097656,568.0057373046875,342.0137634277344|-0.7980861663818359,0,-0.6025433540344238|1.8109830302037722e-09,1,-2.3986996833258445e-09|Running
-167.02394104003906,568.0057373046875,341.7112731933594|-0.7978102564811707,0,-0.6029086709022522|2.0981469894820748e-09,1,-2.7764124332918527e-09|Running
-167.52151489257812,568.0057373046875,341.3331604003906|-0.797534167766571,0,-0.6032738089561462|2.4272783782919305e-09,1,-3.208886933947497e-09|Running
-167.92050170898438,568.0057373046875,341.03179931640625|-0.797534167766571,0,-0.6032738089561462|2.672738919073936e-09,1,-3.5333882486554558e-09|Running
-168.22145080566406,568.0057373046875,340.8080749511719|-0.7979280352592468,0,-0.6027528047561646|2.8199909074544394e-09,1,-3.73312225576683e-09|Running
-168.6249542236328,568.0057373046875,340.5127868652344|-0.7990303039550781,0,-0.6012907028198242|2.75546496730783e-09,1.0000001192092896,-3.661623226847155e-09|Running
-169.0292205810547,568.0057373046875,340.2185363769531|-0.8003129959106445,0,-0.5995824337005615|2.1786712434135325e-09,1,-2.9080553520799413e-09|Running
-169.43353271484375,568.0057373046875,339.92437744140625|-0.801480770111084,0,-0.5980206727981567|1.1116144671419192e-09,1.0000001192092896,-1.4898108302574542e-09|Running
-169.93954467773438,568.0066528320312,339.5574951171875|-0.8028820157051086,0,-0.596138060092926|-7.612565577908015e-10,1.0000001192092896,1.025264539933346e-09|Running
-170.3444061279297,568.0084838867188,339.2640686035156|-0.8038561344146729,0,-0.594823956489563|-2.615027527852476e-09,1,3.5339968729175553e-09|Running
-170.64805603027344,568.0105590820312,339.04400634765625|-0.8044909834861755,0,-0.5939649939537048|-2.5822468607827886e-09,1,3.4975029539197067e-09|Running
-171.05291748046875,568.0143432617188,338.75054931640625|-0.8052152991294861,0,-0.5929824709892273|-2.766992857061723e-09,1,3.75732023272235e-09|Running
-171.45777893066406,568.018798828125,338.4571228027344|-0.8058574199676514,0,-0.5921096205711365|-3.1465776650918542e-09,1,4.282472154670813e-09|Running
-171.86245727539062,568.0249633789062,338.1637878417969|-0.8063991665840149,0,-0.5913715958595276|-3.6706253592200255e-09,1,5.0052948452616874e-09|Running
-172.26681518554688,568.0369873046875,337.8707580566406|-0.8068699836730957,0,-0.5907291173934937|-4.299316458400426e-09,1,5.8723856888320825e-09|Running
-172.67062377929688,568.0577392578125,337.5780944824219|-0.8072701096534729,0,-0.5901822447776794|-5.004949787945634e-09,1.0000001192092896,6.845930045074056e-09|Running
-173.072998046875,568.0902099609375,337.2864685058594|-0.807610273361206,0,-0.5897166132926941|-5.766575661425577e-09,1,7.897260623224156e-09|Running
-173.47486877441406,568.1338500976562,336.9952087402344|-0.8079144954681396,0,-0.5892998576164246|-6.568696253594908e-09,1.0000001192092896,9.0055083390439e-09|Running
-173.87643432617188,568.185546875,336.7041931152344|-0.8081642985343933,0,-0.5889571309089661|-7.4014279149992035e-09,1,1.015620565425479e-08|Running
-174.3779754638672,568.2584838867188,336.3406982421875|-0.8084338307380676,0,-0.58858722448349|-8.472387236224677e-09,1,1.1636957175653606e-08|Running
-174.77854919433594,568.3229370117188,336.0503845214844|-0.8086133599281311,0,-0.5883404612541199|-9.346766027817921e-09,1,1.2846167685154342e-08|Running
-175.1790008544922,568.3915405273438,335.76019287109375|-0.8087677955627441,0,-0.5881281495094299|-1.0231926417247905e-08,1.0000001192092896,1.4070492326823114e-08|Running
-175.57923889160156,568.4629516601562,335.4701232910156|-0.808897078037262,0,-0.5879503488540649|-1.1124967613795889e-08,1,1.5305635869822254e-08|Running
-175.8792266845703,568.5181274414062,335.252685546875|-0.8089867234230042,0,-0.5878268480300903|-1.1798371168936228e-08,1,1.6237308386735094e-08|Running
-176.27911376953125,568.5933837890625,334.962890625|-0.8090962171554565,0,-0.5876762270927429|-1.2699763907164652e-08,1,1.7484680370216665e-08|Running
-176.6789093017578,568.669921875,334.673095703125|-0.8091806173324585,0,-0.5875600576400757|-1.3604510407105863e-08,1.0000001192092896,1.8735967444172275e-08|Running
-177.07879638671875,568.7471313476562,334.3833312988281|-0.8092504739761353,0,-0.5874637961387634|-1.45114311678185e-08,1,1.9989967015021648e-08|Running
-177.47869873046875,568.8246459960938,334.0935363769531|-0.8093202710151672,0,-0.5873675346374512|-1.54195269885804e-08,1,2.1246213677272863e-08|Running
-177.8784942626953,568.9026489257812,333.8038330078125|-0.8093796372413635,0,-0.5872858762741089|-1.6328561613931925e-08,1.0000001192092896,2.2503531482698236e-08|Running
-178.2779541015625,568.9818725585938,333.51434326171875|-0.8094244599342346,0,-0.5872241258621216|-1.7238233951388793e-08,1.0000001192092896,2.376102692380755e-08|Running
-178.6772003173828,569.0624389648438,333.2250061035156|-0.8094692230224609,0,-0.5871623158454895|-1.8147920499700376e-08,1,2.501894691420148e-08|Running
-179.07626342773438,569.1444091796875,332.935791015625|-0.8094941973686218,0,-0.5871278047561646|-1.9057836198044242e-08,1,2.6275722930790835e-08|Running
-179.47531127929688,569.2275390625,332.6466064453125|-0.8095192313194275,0,-0.5870932936668396|-1.996742327037282e-08,1,2.7532273350061587e-08|Running
-179.87440490722656,569.31103515625,332.357421875|-0.8095588088035583,0,-0.5870388746261597|-2.0876335327102424e-08,1.0000001192092896,2.8789610695412193e-08|Running
-180.27366638183594,569.39453125,332.06805419921875|-0.8095785975456238,0,-0.5870116353034973|-2.1785110604355395e-08,1.0000001192092896,3.004499049552578e-08|Running
-180.67312622070312,569.4773559570312,331.7785339355469|-0.8096036314964294,0,-0.5869771242141724|-2.2693230405934628e-08,1,3.1300235292519574e-08|Running
-181.0728302001953,569.5588989257812,331.4888610839844|-0.8096088767051697,0,-0.5869698524475098|-2.3601044674137484e-08,1,3.255297542636981e-08|Running
-181.4728546142578,569.638671875,331.198974609375|-0.8096285462379456,0,-0.5869425535202026|-2.4507979645704836e-08,1.0000001192092896,3.380630531069073e-08|Running
-181.87294006347656,569.7171020507812,330.9090576171875|-0.8096285462379456,0,-0.5869425535202026|-2.5414511384269645e-08,1.0000001192092896,3.505677526050022e-08|Running
-182.27313232421875,569.7946166992188,330.6190185546875|-0.809648334980011,0,-0.5869153141975403|-2.6320080337427498e-08,1,3.630849221281096e-08|Running
-182.67344665527344,569.8712158203125,330.328857421875|-0.8096535801887512,0,-0.5869080424308777|-2.7225114607176693e-08,1,3.7557690291123436e-08|Running
-183.07388305664062,569.9465942382812,330.03863525390625|-0.8096681237220764,0,-0.5868880748748779|-2.8129322870995566e-08,1,3.880708732140192e-08|Running
-183.4744415283203,570.0208740234375,329.74835205078125|-0.8096733689308167,0,-0.5868808031082153|-2.9032895199065933e-08,1,4.005440601417831e-08|Running
-183.8750762939453,570.0939331054688,329.4580078125|-0.8096733689308167,0,-0.5868808031082153|-2.993576586618474e-08,1,4.1300026509816234e-08|Running
-184.27560424804688,570.166748046875,329.167724609375|-0.8096733689308167,0,-0.5868808031082153|-3.0837888687074155e-08,1,4.2544613165773626e-08|Running
-184.67633056640625,570.2393188476562,328.8773193359375|-0.8096931576728821,0,-0.586853563785553|-3.173910911868916e-08,1.0000001192092896,4.379106144369871e-08|Running
-185.0771942138672,570.3110961914062,328.5867919921875|-0.8096931576728821,0,-0.586853563785553|-3.263972558897876e-08,1.0000001192092896,4.503365857999597e-08|Running
-185.47833251953125,570.3812866210938,328.2960510253906|-0.8096931576728821,0,-0.586853563785553|-3.3539578225827427e-08,1.0000001192092896,4.627520411304431e-08|Running
-185.88021850585938,570.4480590820312,328.0047607421875|-0.8096931576728821,0,-0.586853563785553|-3.4438674134662506e-08,1.0000001192092896,4.75157015955574e-08|Running
-186.28245544433594,570.5105590820312,327.7132568359375|-0.8096931576728821,0,-0.586853563785553|-3.5336999104629285e-08,1.0000001192092896,4.875514036939421e-08|Running
-186.68516540527344,570.568603515625,327.4214172363281|-0.8096931576728821,0,-0.586853563785553|-3.623456024115512e-08,1.0000001192092896,4.999352043455474e-08|Running
-187.0882110595703,570.6223754882812,327.1293029785156|-0.8096984028816223,0,-0.5868462920188904|-3.713135399152634e-08,1.0000001192092896,5.1231811681873296e-08|Running
-187.49139404296875,570.672607421875,326.8370666503906|-0.8096984028816223,0,-0.5868462920188904|-3.802739101388397e-08,1.0000001192092896,5.2468116962245404e-08|Running
-187.8946990966797,570.7201538085938,326.5447998046875|-0.8096984028816223,0,-0.5868462920188904|-3.892267130822802e-08,1.0000001192092896,5.3703374192082265e-08|Running
-188.29808044433594,570.7657470703125,326.25244140625|-0.8096984028816223,0,-0.5868462920188904|-3.981717711099009e-08,1.0000001192092896,5.493756205510181e-08|Running
-188.7014617919922,570.81005859375,325.9600830078125|-0.809712827205658,0,-0.5868262648582458|-4.0710947502020645e-08,1,5.617365417265319e-08|Running
-189.1047821044922,570.8538818359375,325.667724609375|-0.809712827205658,0,-0.5868262648582458|-4.16039469541829e-08,1,5.740583119973053e-08|Running
-189.50816345214844,570.8971557617188,325.3753662109375|-0.809712827205658,0,-0.5868262648582458|-4.2496186125617896e-08,1,5.8636956623558945e-08|Running
-189.9116668701172,570.9395141601562,325.0829162597656|-0.809712827205658,0,-0.5868262648582458|-4.338765791089827e-08,1,5.986702689142476e-08|Running
-190.3152313232422,570.9808959960938,324.7904357910156|-0.809712827205658,0,-0.5868262648582458|-4.427837296816506e-08,1,6.1096052661469e-08|Running
-190.71885681152344,571.0213012695312,324.4979553222656|-0.809712827205658,0,-0.5868262648582458|-4.5168327744704584e-08,1,6.232402682826432e-08|Running
-191.1224822998047,571.0608520507812,324.2054748535156|-0.809712827205658,0,-0.5868262648582458|-4.605751868780317e-08,1,6.355094228638336e-08|Running
-191.5261688232422,571.0997924804688,323.9128723144531|-0.809712827205658,0,-0.5868262648582458|-2.9799085865533925e-08,1,4.1117282023606094e-08|Running
-191.92996215820312,571.1377563476562,323.6202697753906|-0.809712827205658,0,-0.5868262648582458|-7.841343574455095e-09,1,1.0819618090351923e-08|Running
-192.3338623046875,571.1743774414062,323.3275451660156|-0.809712827205658,0,-0.5868262648582458|1.4097639500221248e-08,1,-1.9452162547395346e-08|Running
-192.73789978027344,571.2091674804688,323.0346984863281|-0.809712827205658,0,-0.5868262648582458|3.002337578550396e-08,1,-4.1426762464880085e-08|Running
-193.1420135498047,571.2422485351562,322.7418518066406|-0.809712827205658,0,-0.5868262648582458|2.7959616843986623e-08,1,-3.857915231719744e-08|Running
-193.54612731933594,571.2741088867188,322.4490051269531|-0.809712827205658,0,-0.5868262648582458|2.5897611166669776e-08,1,-3.573396156753006e-08|Running
-194.05126953125,571.3131713867188,322.08294677734375|-0.809712827205658,0,-0.5868262648582458|2.3322590081420458e-08,1,-3.2180906828216393e-08|Running
-194.35435485839844,571.33642578125,321.8633117675781|-0.809712827205658,0,-0.5868262648582458|2.1778896908131173e-08,1,-3.005089155294627e-08|Running
-194.8594970703125,571.3751220703125,321.49725341796875|-0.809712827205658,0,-0.5868262648582458|1.9208268753345692e-08,1,-2.6503894190454957e-08|Running
-195.16258239746094,571.398193359375,321.2776184082031|-0.809712827205658,0,-0.5868262648582458|1.7667211693606077e-08,1,-2.4377516893991924e-08|Running
-195.5666961669922,571.4290771484375,320.9847717285156|-0.809712827205658,0,-0.5868262648582458|1.561400253535794e-08,1,-2.1544463990608165e-08|Running
-195.97085571289062,571.4595947265625,320.6918640136719|-0.809712827205658,0,-0.5868262648582458|1.3562545753131872e-08,1,-1.871383048523967e-08|Running
-196.37509155273438,571.4889526367188,320.3988952636719|-0.809712827205658,0,-0.5868262648582458|1.1512837794214192e-08,1,-1.5885609272459078e-08|Running
-196.88059997558594,571.5227661132812,320.03253173828125|-0.809712827205658,0,-0.5868262648582458|8.953165320235712e-09,1,-1.2353728706671063e-08|Running
-197.28512573242188,571.5467529296875,319.73931884765625|-0.809712827205658,0,-0.5868262648582458|6.9073946562525634e-09,1,-9.530939593105359e-09|Running
-197.68972778320312,571.5680541992188,319.44610595703125|-0.809712827205658,0,-0.5868262648582458|4.863369262864126e-09,1,-6.710559219413881e-09|Running
-198.09439086914062,571.587158203125,319.15289306640625|-0.809712827205658,0,-0.5868262648582458|2.8210886959811887e-09,1,-3.89258580923979e-09|Running
