Mt Sangkala|true|40121
768.6243896484375,421.7450256347656,-130.35557556152344|0.5370482802391052,0,0.843551516532898|-4.346025317403246e-09,1,2.7669033730859383e-09|Running
768.890380859375,421.6662902832031,-129.9395751953125|0.5372911095619202,0,0.8433969616889954|-5.180930351400548e-09,1,3.300542950057661e-09|Running
769.156005859375,421.5903015136719,-129.52281188964844|0.5373483300209045,0,0.8433603644371033|-6.00931882033251e-09,1,3.8288465731284305e-09|Running
769.4218139648438,421.5177307128906,-129.10556030273438|0.5373483300209045,0,0.8433603644371033|-6.837865829112388e-09,1,4.356756733159273e-09|Running
769.6903076171875,421.4480895996094,-128.68954467773438|0.5378476977348328,0,0.8430420756340027|-7.616899999618454e-09,1.0000001192092896,4.8594630541742845e-09|Running
769.9642944335938,421.3807678222656,-128.27676391601562|0.5396199822425842,0,0.8419088125228882|-7.945740065906648e-09,1,5.0928079531331605e-09|Running
770.1705932617188,421.3265075683594,-127.96833801269531|0.5412619113922119,0,0.8408541083335876|-7.507693133845805e-09,1.0000001192092896,4.832739097793137e-09|Running
770.5139770507812,421.2291259765625,-127.45527648925781|0.5438253283500671,0,0.8391984701156616|-5.4889204292862814e-09,1.0000001192092896,3.556982042240975e-09|Running
770.9942626953125,421.0892333984375,-126.73746490478516|0.5468692779541016,0,0.8372181057929993|-7.107110455706334e-10,1,4.642351225658814e-10|Running
771.4063110351562,420.9716491699219,-126.12190246582031|0.5488837361335754,0,0.8358986973762512|3.1300195768579897e-09,1,-2.0552930468653585e-09|Running
771.681396484375,420.89923095703125,-125.71076965332031|0.5499303340911865,0,0.8352105617523193|6.203863645026786e-09,1,-4.084829363648623e-09|Running
771.8875732421875,420.841796875,-125.4028091430664|0.550605297088623,0,0.8347657918930054|8.679927887556005e-09,1.0000001192092896,-5.725215856955401e-09|Running
772.1618041992188,420.75860595703125,-124.99308776855469|0.5513964295387268,0,0.8342434167861938|1.2139267369093432e-08,1.0000001192092896,-8.023495645659295e-09|Running
772.4357299804688,420.6731872558594,-124.58367919921875|0.5520705580711365,0,0.8337974548339844|1.5734274327883213e-08,1.0000001192092896,-1.041791275468995e-08|Running
772.709228515625,420.5771789550781,-124.17632293701172|0.5528008341789246,0,0.833313524723053|1.9427130126814518e-08,1,-1.2887506173342445e-08|Running
772.9822998046875,420.4760437011719,-123.76986694335938|0.5534706711769104,0,0.8328686952590942|2.3235314117187045e-08,1,-1.5440686951251337e-08|Running
773.2531127929688,420.3713073730469,-123.36283111572266|0.5536574721336365,0,0.8327445983886719|2.716265257163286e-08,1.0000001192092896,-1.8059326478692128e-08|Running
773.5220947265625,420.2692565917969,-122.95390319824219|0.5532768368721008,0,0.8329975008964539|1.631993029604928e-08,1.0000001192092896,-1.0839696251707664e-08|Running
773.792236328125,420.18109130859375,-122.54255676269531|0.55267733335495,0,0.8333953619003296|5.517082790618133e-09,1,-3.6587277651989325e-09|Running
774.0635375976562,420.0859680175781,-122.13348388671875|0.5525574088096619,0,0.8334748148918152|-5.28387689158194e-09,1,3.5029796841001826e-09|Running
774.333740234375,419.9739074707031,-121.72803497314453|0.5527902841567993,0,0.8333204984664917|-1.6049042983468098e-08,1,1.064627053182221e-08|Running
774.5967407226562,419.825439453125,-121.33484649658203|0.553167462348938,0,0.8330700397491455|-1.6560147031441375e-08,1,1.0996116017736313e-08|Running
774.8532104492188,419.62249755859375,-120.95178985595703|0.5535905361175537,0,0.8327890634536743|-1.3642408092096048e-08,1.0000001192092896,9.068692463642947e-09|Running
775.107421875,419.36505126953125,-120.57198333740234|0.5539569854736328,0,0.832545280456543|-1.0708452791163836e-08,1,7.125164902532788e-09|Running
775.3629150390625,419.1565856933594,-120.19026947021484|0.5542670488357544,0,0.8323389887809753|-7.764224818629373e-09,1.0000001192092896,5.170313954749872e-09|Running
775.6218872070312,418.9740905761719,-119.80338287353516|0.5545628666877747,0,0.8321418166160583|-4.8136108432572655e-09,1,3.207926591031196e-09|Running
775.8834228515625,418.82342529296875,-119.41262817382812|0.5548058748245239,0,0.8319799304008484|-1.8614305652420171e-09,1.0000001192092896,1.2412950667339828e-09|Running
776.1484985351562,418.6990051269531,-119.0165786743164|0.5549924373626709,0,0.8318553566932678|1.0918238535495561e-09,1.0000001192092896,-7.284366998483449e-10|Running
776.413818359375,418.5498962402344,-118.62020874023438|0.5551755428314209,0,0.8317332863807678|4.04355082750385e-09,1.0000001192092896,-2.6990389923042812e-09|Running
776.678955078125,418.3996276855469,-118.22391510009766|0.5553057193756104,0,0.8316463232040405|6.995659607156313e-09,1,-4.6711319257042305e-09|Running
776.944091796875,418.2493591308594,-117.8276138305664|0.5554289221763611,0,0.8315640687942505|9.94512028285044e-09,1.0000001192092896,-6.6426717459933116e-09|Running
777.2106323242188,418.10675048828125,-117.42936706542969|0.5555450320243835,0,0.8314864635467529|1.289113260583008e-08,1,-8.613014301772637e-09|Running
777.4785766601562,417.9731140136719,-117.02896881103516|0.555661141872406,0,0.8314089179039001|8.343107538166805e-09,1.0000001192092896,-5.576005435159459e-09|Running
777.7479248046875,417.8485412597656,-116.62655639648438|0.555728018283844,0,0.8313642144203186|3.81389009262989e-09,1.0000001192092896,-2.5494069078035864e-09|Running
778.0191040039062,417.73736572265625,-116.2214584350586|0.5557913780212402,0,0.8313218951225281|-7.03666513945933e-10,1.0000001192092896,4.704456824100589e-10|Running
778.2901000976562,417.6247253417969,-115.8166275024414|0.55585116147995,0,0.8312819004058838|-5.210441855751924e-09,1.0000001192092896,3.4840530460655827e-09|Running
778.5604858398438,417.508056640625,-115.41259002685547|0.5559109449386597,0,0.8312418460845947|-9.706814907417538e-09,1,6.491641890704614e-09|Running
778.8296508789062,417.3822937011719,-115.01045227050781|0.5559672713279724,0,0.8312042951583862|-7.606805851878562e-09,1.0000001192092896,5.087961163496857e-09|Running
779.0973510742188,417.2467041015625,-114.61052703857422|0.5559777617454529,0,0.8311971426010132|-5.514049661314857e-09,1,3.6882814580252443e-09|Running
779.364013671875,417.1047058105469,-114.21212005615234|0.5560305118560791,0,0.8311619162559509|-3.4217688682502967e-09,1,2.2890942474873555e-09|Running
779.62890625,416.9520263671875,-113.81646728515625|0.5560376048088074,0,0.8311572670936584|-1.3341594495841491e-09,1.0000001192092896,8.925420957872632e-10|Running
779.8931274414062,416.7961730957031,-113.42166137695312|0.5560867786407471,0,0.8311242461204529|7.505571719690352e-10,1,-5.021811300132129e-10|Running
780.1566162109375,416.6360168457031,-113.02803802490234|0.5560938715934753,0,0.8311195969581604|2.8330968682155344e-09,1,-1.8955970126910415e-09|Running
780.4174194335938,416.4411926269531,-112.63829040527344|0.5561009049415588,0,0.8311148285865784|4.91364815502493e-09,1,-3.287733640888746e-09|Running
780.6719970703125,416.19537353515625,-112.25788879394531|0.5561465620994568,0,0.8310841917991638|6.987949774384106e-09,1,-4.676210085818866e-09|Running
780.9199829101562,415.9615783691406,-111.88731384277344|0.5561500787734985,0,0.8310818076133728|7.809114244139437e-09,1,-5.22576648620543e-09|Running
781.1646728515625,415.72393798828125,-111.52168273925781|0.5561536550521851,0,0.8310795426368713|4.867231506722192e-09,1.0000001192092896,-3.2571234598322008e-09|Running
781.4098510742188,415.4879455566406,-111.15535736083984|0.5561571717262268,0,0.8310771584510803|1.9281691798767042e-09,1,-1.2903316193302317e-09|Running
781.6574096679688,415.2601318359375,-110.78548431396484|0.5561606884002686,0,0.8310747742652893|-1.0080792867128707e-09,1,6.74613254147971e-10|Running
781.9088134765625,415.0463562011719,-110.4098892211914|0.5562028288841248,0,0.8310465812683105|-3.938877668474561e-09,1,2.6362119154299535e-09|Running
782.1651611328125,414.892578125,-110.02687072753906|0.5562063455581665,0,0.8310441970825195|-6.867701962676165e-09,1.0000001192092896,4.596457880978733e-09|Running
782.4234008789062,414.7401428222656,-109.64102935791016|0.5562063455581665,0,0.8310441970825195|-5.237201783359069e-09,1.0000001192092896,3.5051865854285325e-09|Running
782.6829833984375,414.5331726074219,-109.25321960449219|0.556209921836853,0,0.8310419321060181|-3.6078515730508798e-09,1.0000001192092896,2.414707100939495e-09|Running
782.9427490234375,414.347412109375,-108.86512756347656|0.556209921836853,0,0.8310419321060181|-1.980170249993307e-09,1.0000001192092896,1.3253126374124236e-09|Running
783.2025146484375,414.1686706542969,-108.47703552246094|0.5562134385108948,0,0.831039547920227|-3.5385361307760377e-10,1.0000001192092896,2.368336637914581e-10|Running
783.4615478515625,413.9864501953125,-108.09008026123047|0.5562134385108948,0,0.831039547920227|1.2709916452635639e-09,1.0000001192092896,-8.506726989487845e-10|Running
783.7200927734375,413.802001953125,-107.7038803100586|0.5562134385108948,0,0.831039547920227|2.8944653340801096e-09,1.0000001192092896,-1.9372610182699646e-09|Running
783.9779663085938,413.61492919921875,-107.31855010986328|0.5562134385108948,0,0.831039547920227|4.5165569062532995e-09,1.0000001192092896,-3.0229241332335732e-09|Running
784.2357788085938,413.4278564453125,-106.93321228027344|0.5562134385108948,0,0.831039547920227|6.137278241169497e-09,1.0000001192092896,-4.1076702039788415e-09|Running
784.4942626953125,413.24371337890625,-106.54690551757812|0.5562134385108948,0,0.831039547920227|5.730897534306223e-09,1.0000001192092896,-3.835680661978813e-09|Running
784.753173828125,413.0611267089844,-106.16008758544922|0.5562169551849365,0,0.831037163734436|3.299782447285793e-09,1,-2.2085593354148614e-09|Running
785.0117797851562,412.8772888183594,-105.773681640625|0.5562169551849365,0,0.831037163734436|8.711014132245509e-10,1,-5.830321780919689e-10|Running
785.2700805664062,412.6917419433594,-105.38783264160156|0.5562169551849365,0,0.831037163734436|-1.555504725025969e-09,1,1.0411064232940248e-09|Running
785.524169921875,412.4887390136719,-105.00817108154297|0.5562169551849365,0,0.831037163734436|-3.980041629603193e-09,1,2.6638600214567987e-09|Running
785.7730102539062,412.2490539550781,-104.63632202148438|0.5562169551849365,0,0.831037163734436|-5.445693673777896e-09,1,3.6448273288414157e-09|Running
786.0161743164062,411.9556884765625,-104.2730484008789|0.5562169551849365,0,0.831037163734436|-4.040858758713739e-09,1,2.7045652384316554e-09|Running
786.2472534179688,411.66302490234375,-103.92776489257812|0.5562169551849365,0,0.831037163734436|-2.6372157790888195e-09,1,1.765100510198181e-09|Running
786.4801635742188,411.4538269042969,-103.5796890258789|0.5562169551849365,0,0.831037163734436|-1.2347675104606992e-09,1,8.264355311204952e-10|Running
786.657958984375,411.26116943359375,-103.3141098022461|0.5562169551849365,0,0.831037163734436|-1.8371060228616898e-10,1,1.2295833795583633e-10|Running
786.9586181640625,410.9176025390625,-102.86494445800781|0.5562169551849365,0,0.831037163734436|1.5665594377267666e-09,1,-1.0485053936193367e-09|Running
787.2017211914062,410.7153625488281,-102.50180053710938|0.5562169551849365,0,0.831037163734436|2.965426348922051e-09,1,-1.984773456698008e-09|Running
787.4480590820312,410.4586181640625,-102.13385009765625|0.5562169551849365,0,0.831037163734436|4.363099659343561e-09,1,-2.9202424922658565e-09|Running
787.6940307617188,410.2039489746094,-101.76631164550781|0.5562169551849365,0,0.831037163734436|5.75957592729992e-09,1,-3.854910168854531e-09|Running
787.9404907226562,410.0172119140625,-101.39811706542969|0.5562169551849365,0,0.831037163734436|5.294844562797607e-09,1,-3.543863646982004e-09|Running
788.1859130859375,409.77593994140625,-101.02787780761719|0.5558405518531799,0,0.8312889337539673|3.0106763748705134e-09,1,-2.013085920182789e-09|Running
788.4288940429688,409.5256652832031,-100.65604400634766|0.5547530055046082,0,0.8320150971412659|8.605556267582415e-10,1,-5.737826325180606e-10|Running
788.6696166992188,409.3365478515625,-100.28053283691406|0.5529172420501709,0,0.8332362771034241|-8.227207248800994e-10,1,5.459393492834863e-10|Running
788.9061279296875,409.0929260253906,-99.90193939208984|0.5500505566596985,0,0.8351313471794128|-1.1750942441324241e-09,1,7.739635599079975e-10|Running
789.1368408203125,408.8427429199219,-99.52107238769531|0.5460219979286194,0,0.8377708792686462|1.5965044841692588e-09,1.0000001192092896,-1.0405309947003616e-09|Running
789.3604736328125,408.6545715332031,-99.13481903076172|0.540397047996521,0,0.841410219669342|7.888346864604046e-09,1.0000001192092896,-5.066302932732469e-09|Running
789.57861328125,408.416015625,-98.73207092285156|0.5323581695556641,0,0.8465193510055542|8.759516667566913e-09,1.0000001192092896,-5.508675293697252e-09|Running
789.78515625,408.244384765625,-98.31592559814453|0.5214216113090515,0,0.8532991409301758|1.1485495221563724e-08,1.0000001192092896,-7.0183889810948585e-09|Running
789.9728393554688,408.1100158691406,-97.89688110351562|0.507265567779541,0,0.861789882183075|1.971418406299108e-08,1.0000001192092896,-1.1604135430332008e-08|Running
790.1367797851562,407.921142578125,-97.49151611328125|0.49036338925361633,0,0.871518075466156|3.075766841220684e-08,1,-1.7305934463252015e-08|Running
790.281982421875,407.6777648925781,-97.09962463378906|0.4718644320964813,0,0.881671130657196|3.997106290398733e-08,1,-2.139224264396944e-08|Running
790.4138793945312,407.3798828125,-96.71826934814453|0.4527653753757477,0,0.8916298151016235|4.420470389732145e-08,1,-2.2446936753794944e-08|Running
790.5454711914062,407.02752685546875,-96.32975769042969|0.43494024872779846,0,0.9004594087600708|4.085393356945133e-08,1.0000001192092896,-1.9733283451728312e-08|Running
790.6799926757812,406.63104248046875,-95.93192291259766|0.41919270157814026,0,0.9078973531723022|3.1803448763412234e-08,1.0000001192092896,-1.4684230720263258e-08|Running
790.782958984375,406.39453125,-95.62767791748047|0.40881821513175964,0,0.9126158356666565|2.473235660716e-08,1,-1.1079182904438767e-08|Running
790.922119140625,406.2013244628906,-95.21617889404297|0.39666515588760376,0,0.9179633855819702|1.7227860027446695e-08,1,-7.444405536460863e-09|Running
791.0982666015625,405.9950256347656,-94.69544219970703|0.3834872245788574,0,0.9235462546348572|1.1801899901797697e-08,1.0000001192092896,-4.900542638353045e-09|Running
791.2392578125,405.7686767578125,-94.27886199951172|0.3745770752429962,0,0.9271957874298096|1.0927679205963159e-08,1,-4.4146641897668815e-09|Running
791.3798828125,405.48785400390625,-93.86297607421875|0.3670036196708679,0,0.9302195906639099|1.0174297848664082e-08,1.0000001192092896,-4.01411037742605e-09|Running
791.5203857421875,405.1561584472656,-93.44767761230469|0.36047351360321045,0,0.9327694177627563|9.751790486234313e-09,1,-3.7686294085403915e-09|Running
791.6607055664062,404.9501037597656,-93.03295135498047|0.354855477809906,0,0.9349212050437927|9.163533931655365e-09,1.0000001192092896,-3.4780793800592846e-09|Running
791.7996826171875,404.7643737792969,-92.62183380126953|0.3499777615070343,0,0.9367581009864807|9.113845678143662e-09,1.0000001192092896,-3.40498074180573e-09|Running
791.9370727539062,404.524169921875,-92.21562957763672|0.34582701325416565,0,0.9382984042167664|8.147043040196422e-09,1.0000001192092896,-3.0027416109135174e-09|Running
792.0733032226562,404.2294616699219,-91.8126449584961|0.3422282040119171,0,0.9396169185638428|9.161315261962955e-09,1.0000001192092896,-3.336743104043194e-09|Running
792.20849609375,403.88165283203125,-91.41278839111328|0.339171439409256,0,0.9407246708869934|7.30597893294771e-09,1,-2.6341175907163006e-09|Running
792.3428344726562,403.62762451171875,-91.01544952392578|0.3365456759929657,0,0.9416671991348267|7.193437845387507e-09,1.0000001192092896,-2.570887502884034e-09|Running
792.4783935546875,403.4475402832031,-90.61247253417969|0.3341040015220642,0,0.9425361752510071|8.549748464758977e-09,1,-3.030658168867717e-09|Running
792.6148681640625,403.2129821777344,-90.20247650146484|0.33160823583602905,0,0.9434171915054321|6.318874756772175e-09,1,-2.221064887564239e-09|Running
