bisu|false|19868
2253.141845703125,229.93963623046875,146.34793090820312|0.37724214792251587,-0.000022926764358999208,0.9261146783828735|0.000011211258424737025,1,0.00002018908162426669|Freefall
2252.965576171875,229.44259643554688,146.9232635498047|0.3772462010383606,-0.00002292550925631076,0.9261130094528198|0.000011209558579139411,1,0.000020188404960208572|Freefall
2252.789306640625,228.89105224609375,147.49859619140625|0.37724602222442627,-0.000022926553356228396,0.9261130690574646|0.000011209840522496961,1,0.00002018941995629575|Freefall
2252.613037109375,228.28500366210938,148.07395935058594|0.38486653566360474,-0.00002308090370206628,0.9229722619056702|0.00001144858015322825,1,0.000020233250324963592|Freefall
2252.441162109375,227.62445068359375,148.65065002441406|0.38532814383506775,-0.000023159753254731186,0.9227796196937561|0.000011500770597194787,1,0.000020295401554903947|Freefall
2252.27001953125,226.90940856933594,149.22756958007812|0.3893972933292389,-0.00002312047581654042,0.9210699200630188|0.000011577948498597834,1,0.000020206993212923408|Freefall
2252.10400390625,226.13986206054688,149.8037567138672|0.45946845412254333,-0.00000724380015526549,0.8881940841674805|0.0000029239347441034624,1,0.000006643079814239172|Landed
2251.93798828125,225.31581115722656,150.38027954101562|0.4822738468647003,0.000007728012860752642,0.8760204911231995|-0.000004746062131744111,1,-0.000006208885679370724|Landed
2251.77197265625,224.54901123046875,150.95687866210938|0.48370692133903503,0.000004100179921806557,0.8752300143241882|-0.0000022405897652788553,1,-0.0000034463978408894036|Running
2251.60595703125,225.42466735839844,151.53347778320312|0.48381945490837097,-0.0000017858111505120178,0.8751678466796875|0.000001273938892154547,1,0.0000013362633808355895|Jumping
2251.438232421875,226.24923706054688,152.1108856201172|0.41939154267311096,-0.000006884525646455586,0.9078054428100586|0.0000035894813663617242,1,0.000005925418918195646|Freefall
2251.27001953125,227.01931762695312,152.68856811523438|0.39704009890556335,-0.000015655845345463604,0.9178012609481812|0.0000074798299465328455,1,0.00001382222217216622|Freefall
2251.104248046875,227.73489379882812,153.26695251464844|0.4055684804916382,-0.00002142585981346201,0.9140646457672119|0.000010617390216793865,1,0.000018729288058239035|Freefall
2250.945556640625,228.39596557617188,153.84732055664062|0.4210442006587982,-0.000023611006326973438,0.9070401191711426|0.000012336273357504979,1,0.000020304381905589253|Freefall
2250.79638671875,229.00254821777344,154.4303741455078|0.43721553683280945,-0.00002409349508525338,0.8993567824363708|0.000013127905731380451,1,0.000020407664123922586|Freefall
2250.658203125,229.55462646484375,155.01605224609375|0.45710885524749756,-0.000024159458916983567,0.8894107341766357|0.00001367007916996954,1,0.00002013776611420326|Freefall
2250.532958984375,230.0522003173828,155.60459899902344|0.473400354385376,-0.000024139619199559093,0.8808473944664001|0.000014030794773134403,1,0.000019864321075147018|Freefall
2250.418701171875,230.4952850341797,156.19541931152344|0.485834538936615,-0.00002397657954134047,0.8740507960319519|0.00001421316665073391,1,0.000019531282305251807|Freefall
2250.313232421875,230.8838653564453,156.78778076171875|0.4906846880912781,-0.000023654658434679732,0.8713372349739075|0.000014128817383607384,1,0.000019191036699339747|Freefall
2250.21142578125,231.2179412841797,157.3807373046875|0.4913582503795624,-0.00002327049514860846,0.8709575533866882|0.000013909818335378077,1,0.000018870943677029572|Freefall
2250.109619140625,231.4975128173828,157.9737548828125|0.4951213300228119,-0.00002309747833351139,0.8688238263130188|0.00001387396696372889,1,0.00001867833452706691|Freefall
2250.01025390625,231.72259521484375,158.56716918945312|0.4953545928001404,-0.00002304889858351089,0.8686908483505249|0.000013838563972967677,1,0.00001864173282228876|Freefall
2249.911376953125,231.89317321777344,159.16064453125|0.4954850971698761,-0.000022977303160587326,0.8686164617538452|0.000013796439816360362,1,0.000018582853954285383|Freefall
2249.8125,232.00924682617188,159.75411987304688|0.49550625681877136,-0.00002293792749696877,0.8686043620109558|0.00001377151784254238,1,0.00001855166192399338|Freefall
2249.713623046875,232.07081604003906,160.34759521484375|0.49550220370292664,-0.00002292651879542973,0.868606686592102|0.000013762843991571572,1,0.00001854349102359265|Freefall
2249.61474609375,232.07789611816406,160.94107055664062|0.4955059885978699,-0.0000229256311286008,0.8686045408248901|0.000013761599802819546,1,0.000018543163605500013|Freefall
2249.515869140625,232.0304718017578,161.5345458984375|0.49550318717956543,-0.000022926507881493308,0.8686061501502991|0.000013761988157057203,1,0.00001854396214184817|Freefall
2249.4169921875,231.9285430908203,162.12802124023438|0.4955020248889923,-0.000022926897145225666,0.8686068058013916|0.000013762280104856472,1,0.000018544247723184526|Freefall
2249.318115234375,231.77212524414062,162.72149658203125|0.4955027401447296,-0.00002292696080985479,0.8686063885688782|0.000013762393791694194,1,0.00001854425499914214|Freefall
2249.21923828125,231.5612030029297,163.31497192382812|0.49550169706344604,-0.000022926926249056123,0.8686069846153259|0.000013762398339167703,1,0.000018544214981375262|Freefall
2249.120361328125,231.2957763671875,163.908447265625|0.495507150888443,-0.000022926978999748826,0.8686038851737976|0.000013762539310846478,1,0.000018544174963608384|Freefall
2249.021484375,230.97586059570312,164.50192260742188|0.4955064654350281,-0.00002292714088980574,0.8686042428016663|0.000013762580238108058,1,0.000018544340491644107|Freefall
2248.922607421875,230.6014404296875,165.09539794921875|0.49550822377204895,-0.000022927246391191147,0.8686032295227051|0.000013762717571808025,1,0.000018544376871432178|Freefall
2248.848388671875,230.28485107421875,165.54052734375|0.5180634260177612,-0.000022927964892005548,0.8553422093391418|0.000014217866919352673,1,0.000018194130461779423|Freefall
2248.724853515625,229.6890869140625,166.2823486328125|0.4726065695285797,-0.000022925767552806064,0.8812735080718994|0.000013308230336406268,1,0.000018877464754041284|Freefall
2248.6259765625,229.1511688232422,166.8758087158203|0.4955064356327057,-0.000022924490622244775,0.8686042428016663|0.000013756773114437237,1,0.000018544602426118217|Freefall
2248.5517578125,228.7119598388672,167.32093811035156|0.5180580019950867,-0.00002292695535288658,0.8553454875946045|0.000014210171684680972,1,0.000018197630197391845|Freefall
2248.42822265625,227.9118194580078,168.06275939941406|0.4726065397262573,-0.000022925994926481508,0.8812735080718994|0.00001330579470959492,1,0.000018879029084928334|Freefall
2248.329345703125,227.21038818359375,168.65621948242188|0.49550753831863403,-0.000022924761651665904,0.8686036467552185|0.000013756537555309478,1,0.00001854504444054328|Freefall
2248.23046875,226.4544677734375,169.24969482421875|0.4955034852027893,-0.000022926908059162088,0.8686059713363647|0.000013756213775195647,1,0.000018547714716987684|Freefall
2248.134033203125,225.64404296875,169.8414764404297|0.557010293006897,-0.000007189104962890269,0.8305056095123291|0.000003639799388110987,1,0.000006215128905751044|Landed
2248.11083984375,224.77911376953125,170.41622924804688|0.5708602666854858,0.000007646983249287587,0.8210472464561462|-0.0000053716548791271634,1,-0.000005578874151979107|Landed
2248.20556640625,224.58103942871094,170.96417236328125|0.5685261487960815,0.000004061976596858585,0.8226652145385742|-0.0000025766178168851184,1,-0.0000031569368275086163|Running
2248.34423828125,225.4464874267578,171.502197265625|0.5686385631561279,-0.0000017641367549003917,0.8225874900817871|0.000001401397526024084,1,0.0000011758604614442447|Jumping
2248.50732421875,226.25743103027344,172.03488159179688|0.5652931928634644,-0.0000022447759420174407,0.8248900771141052|0.0000016291791098410613,1,0.0000016048346651587053|Freefall
2248.70947265625,227.01388549804688,172.55917358398438|0.5616955161094666,-8.734478456062789e-07,0.8273440599441528|6.085087989049498e-07,1,6.425998435588554e-07|Freefall
2248.88671875,227.5454559326172,172.9470672607422|0.5542941689491272,-2.680209547634149e-07,0.8323208689689636|1.7450888378789386e-07,1,2.058000774241009e-07|Freefall
2249.1572265625,228.20652770996094,173.45785522460938|0.5470836162567139,7.777672728082052e-09,0.8370779752731323|-1.2848337505033669e-08,1,-8.942511731113711e-10|Freefall
2249.46630859375,228.8131103515625,173.96287536621094|0.5394939184188843,9.519194321683244e-08,0.8419895172119141|-6.745389669049473e-08,1,-6.983576383845502e-08|Freefall
2249.870361328125,229.49468994140625,174.594482421875|0.5320838689804077,1.4841164386325545e-07,0.8466916680335999|-9.820763580137282e-08,1,-1.1356784312965829e-07|Freefall
2250.189453125,229.9786376953125,175.10250854492188|0.5170894265174866,1.2809482541342732e-07,0.8559314012527466|-8.235694792801951e-08,1,-9.990160521056168e-08|Freefall
2250.500244140625,230.40809631347656,175.61582946777344|0.5017539262771606,7.140100422020623e-08,0.8650103807449341|-4.5862176278888e-08,1,-5.5940923004982324e-08|Freefall
2250.801513671875,230.78305053710938,176.13467407226562|0.4860069751739502,-6.469119906427068e-09,0.8739549517631531|3.7718714263057507e-10,1,7.192366702213349e-09|Freefall
2251.09326171875,231.10350036621094,176.65892028808594|0.4737001955509186,-1.0283924467557881e-07,0.8806861639022827|5.438818462266681e-08,1,8.751761271241776e-08|Freefall
2251.37744140625,231.3694610595703,177.1873016357422|0.4688163101673126,-1.2978219388060097e-07,0.8832956552505493|6.978657296485835e-08,1,1.0988971155256877e-07|Freefall
2251.65869140625,231.58091735839844,177.7173614501953|0.4681350290775299,-1.583674276162128e-07,0.883656919002533|8.642831517136074e-08,1,1.3343108662411396e-07|Freefall
2251.939453125,231.7378692626953,178.2476348876953|0.46431130170822144,-1.35215188379334e-07,0.8856720924377441|7.401821733310499e-08,1,1.1386573106619835e-07|Freefall
2252.218017578125,231.84031677246094,178.77894592285156|0.4494026303291321,-1.0054607457732345e-07,0.8933293223381042|5.317762941103865e-08,1,8.580028776350446e-08|Freefall
2252.48828125,231.8882598876953,179.3146514892578|0.41492509841918945,-1.0585350906922031e-07,0.9098555445671082|4.767979078224016e-08,1,9.459739658268518e-08|Freefall
2252.739990234375,231.8817138671875,179.85911560058594|0.36677631735801697,-1.5026756727820612e-07,0.9303091764450073|5.666626634592831e-08,1,1.3918354113684472e-07|Freefall
2252.96630859375,231.82066345214844,180.41444396972656|0.3278658092021942,-1.571001035927111e-07,0.9447243213653564|5.222747390121185e-08,1,1.4816650661941821e-07|Freefall
2253.165771484375,231.70510864257812,180.98013305664062|0.304352730512619,-1.6083505727237934e-07,0.9525594115257263|4.967532518662665e-08,1,1.5297338507025415e-07|Freefall
2253.34814453125,231.53506469726562,181.55166625976562|0.2938168942928314,-1.7673657737304893e-07,0.9558617472648621|5.304592320953816e-08,1,1.6859215179465536e-07|Freefall
2253.5244140625,231.31051635742188,182.12522888183594|0.28457847237586975,-1.3088087769119738e-07,0.9586527347564697|3.837692830188644e-08,1,1.251335532970188e-07|Freefall
2253.695068359375,231.03146362304688,182.70040893554688|0.2797592580318451,-8.940900642073757e-08,0.9600701928138733|2.608452298602515e-08,1,8.552667907224532e-08|Freefall
2253.86279296875,230.6979217529297,183.27645874023438|0.27523714303970337,-4.97415797440226e-08,0.9613763689994812|1.4571848616640182e-08,1,4.7568118333174425e-08|Freefall
2254.028076171875,230.30987548828125,183.85328674316406|0.27481523156166077,-1.0953081996945002e-08,0.9614970684051514|3.730394659839931e-09,1,1.032547469748124e-08|Freefall
2254.193115234375,229.86732482910156,184.43019104003906|0.27465346455574036,2.7758362719509933e-08,0.9615432620048523|-7.061919493622781e-09,1,-2.685139932623315e-08|Freefall
2254.358154296875,229.3702850341797,185.00709533691406|0.2746345102787018,6.643617211921082e-08,0.9615486860275269|-1.784236403068462e-08,1,-6.399680074764547e-08|Freefall
2254.523193359375,228.81874084472656,185.58399963378906|0.27463197708129883,1.0508092174177364e-07,0.9615494012832642|-2.8614019598194318e-08,1,-1.0111035209092734e-07|Freefall
2254.688232421875,228.2126922607422,186.16090393066406|0.274631530046463,1.4369264533797832e-07,0.9615495204925537|-3.9376615745823074e-08,1,-1.3819213506849337e-07|Freefall
2254.853271484375,227.55213928222656,186.73780822753906|0.274631530046463,1.4594094466247043e-07,0.9615495204925537|-4.01207209677068e-08,1,-1.4031782313850272e-07|Freefall
2255.018310546875,226.8370819091797,187.31471252441406|0.274631530046463,1.118724526349979e-07,0.9615495204925537|-3.0859123256732346e-08,1,-1.075322231258724e-07|Freefall
2255.183349609375,226.06753540039062,187.89161682128906|0.2746317386627197,7.783307154340946e-08,0.9615494608879089|-2.160542855733638e-08,1,-7.477465402416783e-08|Landed
2255.348388671875,225.2434844970703,188.46852111816406|0.2746317386627197,4.38227871768504e-08,0.9615494608879089|-1.2359608447809478e-08,1,-4.2045101622534276e-08|Landed
2255.513427734375,224.66514587402344,189.04542541503906|0.2746317386627197,9.841577330860218e-09,0.9615494608879089|-3.121681357853845e-09,1,-9.343527729299694e-09|Running
2255.678466796875,225.5305938720703,189.62232971191406|0.2746317386627197,-2.4110585528092088e-08,0.9615494608879089|6.108359151824061e-09,1,2.3330089859996406e-08|Jumping
2255.843505859375,226.34153747558594,190.19923400878906|0.2746315598487854,-5.803373070989437e-08,0.9615495204925537|1.5330515523714894e-08,1,5.5975782231598714e-08|Freefall
2256.008544921875,227.09799194335938,190.77613830566406|0.2746315598487854,-9.192788752443448e-08,0.9615495204925537|2.454480885205612e-08,1,8.859357336632456e-08|Freefall
2256.173583984375,227.79994201660156,191.35304260253906|0.2746315598487854,-1.2579307906435133e-07,0.9615495204925537|3.3751241801383e-08,1,1.2118348990952654e-07|Freefall
2256.338623046875,228.4473876953125,191.92994689941406|0.2746315598487854,-1.5962933730406803e-07,0.9615495204925537|4.2949821477122896e-08,1,1.5374554607205937e-07|Freefall
2256.503662109375,229.04034423828125,192.50685119628906|0.2746315598487854,-1.2393817883094016e-07,0.9615495204925537|3.340191057077391e-08,1,1.1935418342545745e-07|Freefall
2256.668701171875,229.57879638671875,193.08375549316406|0.2746315598487854,-8.827751685203111e-08,0.9615495204925537|2.3862146036890408e-08,1,8.499220882640657e-08|Freefall
2256.833740234375,230.062744140625,193.66065979003906|0.2746315598487854,-5.2647330051058816e-08,0.9615495204925537|1.4330518105509782e-08,1,5.065960451133833e-08|Freefall
2256.998779296875,230.49220275878906,194.23756408691406|0.2746315598487854,-1.704759178267068e-08,0.9615495204925537|4.80702322391835e-09,1,1.6356340282186466e-08|Freefall
2257.163818359375,230.86715698242188,194.81446838378906|0.2746315598487854,1.852172637484273e-08,0.9615495204925537|-4.708345269222036e-09,1,-1.7917605177331097e-08|Freefall
2257.328857421875,231.18760681152344,195.39137268066406|0.2746315598487854,5.406064929047716e-08,0.9615495204925537|-1.4215596699784783e-08,1,-5.216226028892379e-08|Freefall
2257.493896484375,231.4535675048828,195.96827697753906|0.2746315598487854,8.956920538594204e-08,0.9615495204925537|-2.3714738617286457e-08,1,-8.637764636887368e-08|Freefall
2257.658935546875,231.66502380371094,196.54518127441406|0.2746315598487854,1.2504740709573525e-07,0.9615495204925537|-3.320577590670837e-08,1,-1.2056379716796073e-07|Freefall
2257.823974609375,231.8219757080078,197.12208557128906|0.2746315598487854,1.604953041578483e-07,0.9615495204925537|-4.268871833801313e-08,1,-1.5472072334432596e-07|Freefall
2257.989013671875,231.92442321777344,197.69898986816406|0.2746315598487854,1.2544273886305746e-07,0.9615495204925537|-3.3397146381730636e-08,1,-1.2092027645849157e-07|Freefall
2258.154052734375,231.9723663330078,198.27589416503906|0.2746315598487854,9.042012294457891e-08,0.9615495204925537|-2.4113500529665544e-08,1,-8.714870602943847e-08|Freefall
2258.319091796875,231.9658203125,198.85279846191406|0.2746315598487854,5.5427424427989536e-08,0.9615495204925537|-1.4837773676390498e-08,1,-5.340598718817091e-08|Freefall
