bisu|false|19868
3333.5302734375,383.2565002441406,-1687.29833984375|0.6761485934257507,-1.0557825902424156e-07,-0.7367653250694275|5.526146296119805e-08,1,-9.258484112706356e-08|Freefall
3333.935546875,382.9229431152344,-1687.740234375|0.6700254678726196,-8.520178340631901e-08,-0.7423381209373474|4.449656287874859e-08,1,-7.461284212695318e-08|Freefall
3334.337646484375,382.534912109375,-1688.1854248046875|0.6510865092277527,-7.919767597286409e-08,-0.7590035200119019|4.18664356516274e-08,1,-6.843051636451492e-08|Freefall
3334.72900390625,382.09234619140625,-1688.64013671875|0.6145936846733093,-1.2366987789391715e-07,-0.7888438701629639|6.935231766647121e-08,1,-1.0274071371441096e-07|Freefall
3335.10205078125,381.5953063964844,-1689.10986328125|0.5819435715675354,-1.5397419872442697e-07,-0.8132291436195374|8.73370993303979e-08,1,-1.268387137542959e-07|Freefall
3335.45361328125,381.04376220703125,-1689.5960693359375|0.5446140170097351,-1.719600959404488e-07,-0.8386868238449097|9.367168019025485e-08,1,-1.442078030322591e-07|Freefall
3335.7841796875,380.4377136230469,-1690.0968017578125|0.49897506833076477,-1.7291512222072924e-07,-0.8666163086891174|8.721822553070524e-08,1,-1.493110630690353e-07|Freefall
3336.090087890625,379.77716064453125,-1690.613037109375|0.47693517804145813,-1.568787553196671e-07,-0.8789384961128235|7.472753082993222e-08,1,-1.3793749076285167e-07|Freefall
3336.3759765625,379.0621337890625,-1691.1405029296875|0.4741097390651703,-1.563338543064674e-07,-0.8804657459259033|7.32525364810499e-08,1,-1.3811339272251644e-07|Freefall
3336.66015625,378.2925720214844,-1691.6689453125|0.4696548581123352,-1.5768766559176584e-07,-0.8828501105308533|7.248242184232367e-08,1,-1.400531601802868e-07|Freefall
3336.94189453125,377.4685363769531,-1692.1986083984375|0.4532082974910736,-7.725063255747955e-08,-0.8914046287536621|3.37520127402513e-08,1,-6.950148190298933e-08|Landed
3337.21533203125,376.5899963378906,-1692.7327880859375|0.40803641080856323,2.996845438474338e-09,-0.9129656553268433|-5.817815118547287e-09,1,6.82353340497599e-10|Landed
3337.464111328125,376.1898498535156,-1693.278564453125|0.3619673252105713,8.289484298984462e-08,-0.9321907758712769|-4.179394608172515e-08,1,7.269627388950539e-08|Running
3337.685302734375,376.283203125,-1693.8360595703125|0.34071221947669983,8.905915649393137e-08,-0.9401676654815674|-4.161910993616402e-08,1,7.964432313656289e-08|Running
3337.8916015625,376.3824157714844,-1694.3994140625|0.3321690857410431,9.52238750073775e-08,-0.9432198405265808|-4.2379845410778216e-08,1,8.603147705343872e-08|Running
3338.091552734375,376.4432067871094,-1694.965087890625|0.31930962204933167,1.0139086015215071e-07,-0.9476504325866699|-4.268951769859086e-08,1,9.260765665430881e-08|Running
3338.290771484375,377.30865478515625,-1695.531005859375|0.3106860816478729,1.0755697132935893e-07,-0.9505125880241394|-4.3328761023531115e-08,1,9.899430608584225e-08|Jumping
3338.479248046875,378.11962890625,-1696.100830078125|0.31068530678749084,1.1371781027946781e-07,-0.9505128264427185|-4.480993354150087e-08,1,1.0499176994471782e-07|Freefall
3338.665771484375,378.8760681152344,-1696.671142578125|0.3185157775878906,1.1882145400932131e-07,-0.9479175806045532|-4.6916426299503655e-08,1,1.0958530083371443e-07|Freefall
3338.8564453125,379.5780334472656,-1697.2401123046875|0.3267844021320343,1.1971471280958212e-07,-0.9450989365577698|-4.781739448844746e-08,1,1.1013528222747482e-07|Freefall
3339.05224609375,380.2254638671875,-1697.80712890625|0.32753801345825195,1.1751831152650993e-07,-0.9448379874229431|-4.676929066249613e-08,1,1.0816626172527322e-07|Freefall
3339.24853515625,380.81842041015625,-1698.3740234375|0.32784637808799744,1.1515734144040835e-07,-0.9447310566902161|-4.557926658321776e-08,1,1.0607710976273665e-07|Freefall
3339.44482421875,381.35687255859375,-1698.94091796875|0.3239910304546356,1.125531809975655e-07,-0.9460601806640625|-4.379395335263325e-08,1,1.0397259586625296e-07|Freefall
3339.639404296875,381.8408203125,-1699.508544921875|0.32375624775886536,1.0942741823782853e-07,-0.9461405277252197|-4.2277669365375914e-08,1,1.0118978366335796e-07|Freefall
3339.833740234375,382.270263671875,-1700.076416015625|0.3236182928085327,1.062707966070775e-07,-0.9461877346038818|-4.077857340689661e-08,1,9.836748660063677e-08|Freefall
3340.028076171875,382.64520263671875,-1700.644287109375|0.3236023485660553,1.0311641318594411e-07,-0.9461931586265564|-3.929543979097616e-08,1,9.554108260090288e-08|Freefall
3340.222412109375,382.9656677246094,-1701.212158203125|0.32360050082206726,9.99647156163519e-08,-0.9461938142776489|-3.781523005841336e-08,1,9.27164052200169e-08|Freefall
3340.416748046875,383.2315979003906,-1701.780029296875|0.32360029220581055,9.681568968744614e-08,-0.9461938738822937|-3.633645917489048e-08,1,8.989405131387684e-08|Freefall
3340.611083984375,383.44305419921875,-1702.347900390625|0.32360029220581055,9.366933539922684e-08,-0.9461938738822937|-3.4858960162864605e-08,1,8.707408483132895e-08|Freefall
3340.805419921875,383.6000061035156,-1702.915771484375|0.32360029220581055,9.0525652751694e-08,-0.9461938738822937|-3.338271525876735e-08,1,8.425651287780056e-08|Freefall
3340.999755859375,383.70245361328125,-1703.483642578125|0.32360029220581055,8.738464885027497e-08,-0.9461938738822937|-3.190772090988503e-08,1,8.14413496641464e-08|Freefall
3341.194091796875,383.7503967285156,-1704.051513671875|0.32360029220581055,8.42463165895424e-08,-0.9461938738822937|-3.043397356350397e-08,1,7.86285738740844e-08|Freefall
3341.388427734375,383.7438659667969,-1704.619384765625|0.3197031319141388,8.085894620535328e-08,-0.9475177526473999|-2.8524871353852177e-08,1,7.571304649900412e-08|Freefall
3341.580322265625,383.68280029296875,-1705.187744140625|0.31163570284843445,7.541479618566882e-08,-0.9502016305923462|-2.5618517085490566e-08,1,7.096509335724477e-08|Freefall
3341.767578125,383.5672607421875,-1705.7578125|0.303154319524765,6.529602813998281e-08,-0.9529414772987366|-2.1307393183178647e-08,1,6.17420923276768e-08|Freefall
3341.94970703125,383.397216796875,-1706.3294677734375|0.2984791696071625,5.1203382867015534e-08,-0.9544161558151245|-1.6187966522807073e-08,1,4.8586365153369115e-08|Freefall
3342.128662109375,383.17266845703125,-1706.902099609375|0.28609809279441833,3.269315840270792e-08,-0.9582003355026245|-9.468503314735699e-09,1,3.129224168674227e-08|Freefall
3342.300537109375,382.89361572265625,-1707.4769287109375|0.26140889525413513,-5.490174981304108e-09,-0.9652281403541565|2.5729272046248752e-09,1,-4.9911399457869265e-09|Freefall
3342.4580078125,382.56005859375,-1708.055908203125|0.219503715634346,-8.922167182845442e-08,-0.975611686706543|2.31637127257045e-08,1,-8.624041214488898e-08|Freefall
3342.59375,382.1720275878906,-1708.6402587890625|0.16353607177734375,-1.5448071621904091e-07,-0.9865373373031616|2.8804471696730616e-08,1,-1.5181396406660497e-07|Freefall
3342.70068359375,381.7294616699219,-1709.2303466796875|0.12205307930707932,-1.608101456440636e-07,-0.9925235509872437|2.12829505130685e-08,1,-1.5940426578708866e-07|Freefall
3342.777587890625,381.232421875,-1709.8253173828125|0.09723065048456192,-1.5321954549563088e-07,-0.9952618479728699|1.4208990428699053e-08,1,-1.5256085816872655e-07|Freefall
3342.835693359375,380.6808776855469,-1710.4222412109375|0.08211947232484818,-1.4548049875884317e-07,-0.9966225028038025|9.073632512013319e-09,1,-1.452258828749109e-07|Freefall
3342.885009765625,380.0748291015625,-1711.020263671875|0.05580197274684906,-1.6275404846055608e-07,-0.9984418749809265|3.745034948821058e-09,1,-1.6279872738778067e-07|Freefall
3342.91943359375,379.4142761230469,-1711.6192626953125|0.024943096563220024,-1.563754636890735e-07,-0.9996888637542725|-8.428008291261335e-10,1,-1.5644515372059686e-07|Freefall
3342.93603515625,378.6992492675781,-1712.2188720703125|0.00574963353574276,-1.4513405233174126e-07,-0.9999834895133972|-2.2130703936085183e-09,1,-1.4514917268115823e-07|Freefall
3342.939453125,378.59112548828125,-1712.8189697265625|0.003608630271628499,-6.042980515985619e-08,-0.9999935030937195|4.940738373981901e-10,1,-6.04284124960941e-08|Landed
3342.94140625,378.3949279785156,-1713.4185791015625|-0.010723651386797428,2.3432601636841355e-08,-0.9999424815177917|2.7484496900598288e-09,1,2.340447480264629e-08|Landed
3342.936279296875,378.118896484375,-1714.0185546875|-0.03348909690976143,8.802500417459669e-08,-0.9994390606880188|5.395155877607749e-09,1,8.789362482275465e-08|Running
3342.930419921875,378.9843444824219,-1714.61865234375|-0.07428605109453201,9.48846334836162e-08,-0.997236967086792|8.069000578814212e-09,1,9.454645066853118e-08|Jumping
3342.900390625,379.7953186035156,-1715.2176513671875|-0.0947985053062439,9.523858324200773e-08,-0.9954964518547058|8.638173731867482e-09,1,9.484683971550112e-08|Freefall
3342.8447265625,380.5517578125,-1715.81494140625|-0.10835219919681549,7.611879482283257e-08,-0.9941125512123108|6.455656453852043e-09,1,7.586596240116705e-08|Freefall
3342.779541015625,381.25372314453125,-1716.411376953125|-0.12210559099912643,4.323696245478459e-08,-0.9925171136856079|2.3058293052713452e-09,1,4.327926106384439e-08|Freefall
3342.706298828125,381.9011535644531,-1717.0068359375|-0.13155439496040344,1.8548750035929373e-10,-0.9913089275360107|-3.9021279540918385e-09,1,7.049563710559426e-10|Freefall
3342.627197265625,382.4941101074219,-1717.6015625|-0.14478816092014313,-5.090834420684587e-08,-0.989462673664093|-1.1739818006617497e-08,1,-4.973260558926995e-08|Freefall
3342.540283203125,383.0325622558594,-1718.1953125|-0.15811099112033844,-1.1324620885488912e-07,-0.9874213337898254|-2.2119731823977418e-08,1,-1.111469103420859e-07|Freefall
3342.445556640625,383.5165100097656,-1718.7877197265625|-0.17962342500686646,-1.3646884156059969e-07,-0.9837354421615601|-2.6872141845046826e-08,1,-1.3381847452365037e-07|Freefall
3342.338134765625,383.9459533691406,-1719.3779296875|-0.18944862484931946,-1.6161335736342153e-07,-0.9818906188011169|-3.0852874033371336e-08,1,-1.586412139431559e-07|Freefall
3342.224365234375,384.3208923339844,-1719.9669189453125|-0.21091347932815552,-1.4714215978983702e-07,-0.9775047302246094|-2.9738222551145554e-08,1,-1.4411180870865792e-07|Freefall
3342.0986328125,384.641357421875,-1720.5537109375|-0.24459794163703918,-1.5805503039700852e-07,-0.9696245789527893|-3.7372817729419694e-08,1,-1.535787248485576e-07|Freefall
3341.954345703125,384.90728759765625,-1721.1358642578125|-0.2870086431503296,-1.6551223325222963e-07,-0.9579280018806458|-4.652095597634798e-08,1,-1.5884317861036834e-07|Freefall
3341.7861328125,385.1187438964844,-1721.7119140625|-0.3259049654006958,-1.74991939161373e-07,-0.9454025626182556|-5.741778608125969e-08,1,-1.653043852911651e-07|Freefall
3341.59326171875,385.27569580078125,-1722.2799072265625|-0.34507960081100464,-1.6737523367282847e-07,-0.93857342004776|-5.8554434190227767e-08,1,-1.5680103615522967e-07|Freefall
3341.385986328125,385.3781433105469,-1722.8428955078125|-0.3512962758541107,-1.8185960470873397e-07,-0.9362643361091614|-6.482842707100644e-08,1,-1.6991528184462368e-07|Freefall
3341.1748046875,385.42608642578125,-1723.404541015625|-0.3561001121997833,-1.2941005422817398e-07,-0.9344478249549866|-4.671023745572711e-08,1,-1.206879005621886e-07|Freefall
3340.961181640625,385.4195556640625,-1723.9652099609375|-0.36424434185028076,-7.959081926856015e-08,-0.9313034415245056|-2.9753804753340773e-08,1,-7.382466549188393e-08|Freefall
3340.742919921875,385.3584899902344,-1724.52392578125|-0.3763517737388611,-3.6447154627694545e-08,-0.9264768362045288|-1.5232659578146013e-08,1,-3.3151735578940134e-08|Freefall
3340.517333984375,385.2429504394531,-1725.0799560546875|-0.3849612772464752,-2.3033106533176806e-09,-0.9229327440261841|-3.4683054206396946e-09,1,-1.0489902280141905e-09|Freefall
3340.286376953125,385.0729064941406,-1725.6337890625|-0.3858674168586731,2.798743992116215e-08,-0.9225542545318604|7.138188262700851e-09,1,2.7351287457122453e-08|Freefall
3340.054931640625,384.8483581542969,-1726.18701171875|-0.3899778723716736,5.7729003799522616e-08,-0.9208242297172546|1.7666124563220365e-08,1,5.5210978899822294e-08|Freefall
3339.82080078125,384.5693054199219,-1726.739501953125|-0.3940455913543701,8.632803627506291e-08,-0.9190908670425415|2.7882217423780276e-08,1,8.19735817003675e-08|Freefall
3339.584716796875,384.2357482910156,-1727.2908935546875|-0.39819854497909546,1.1357111873167014e-07,-0.9172992706298828|3.769860512647938e-08,1,1.0744540901441724e-07|Freefall
3339.345703125,383.84771728515625,-1727.84130859375|-0.4098840653896332,1.36779291892708e-07,-0.9121376276016235|4.6951967647146375e-08,1,1.288560156353924e-07|Freefall
3339.10009765625,383.4051513671875,-1728.388671875|-0.4219604730606079,1.496933066391648e-07,-0.9066142439842224|5.226986843354098e-08,1,1.4078477761358954e-07|Freefall
3338.84716796875,382.9081115722656,-1728.9327392578125|-0.430515855550766,1.5277494469501107e-07,-0.9025830030441284|5.294489824336779e-08,1,1.4401038583855552e-07|Freefall
3338.5888671875,382.3565673828125,-1729.4742431640625|-0.4462234079837799,1.453615396940222e-07,-0.894921600818634|5.0214929103731265e-08,1,1.373913249835823e-07|Freefall
3338.321533203125,381.7505187988281,-1730.0113525390625|-0.45845505595207214,1.2165419605025818e-07,-0.8887175917625427|3.9380871896810277e-08,1,1.1657228071726422e-07|Freefall
3338.04638671875,381.0899658203125,-1730.544677734375|-0.48149874806404114,7.525136425101664e-08,-0.8764467835426331|1.8882937879993733e-08,1,7.548576519411654e-08|Freefall
3337.758056640625,380.37493896484375,-1731.0709228515625|-0.5224362015724182,-4.4179337521654816e-08,-0.8526783585548401|-3.8923129608292584e-08,1,-2.796422116091435e-08|Freefall
3337.44970703125,379.6053771972656,-1731.58544921875|-0.5703919529914856,-1.1600136673450834e-07,-0.8213726282119751|-7.22354656090829e-08,1,-9.106565102001696e-08|Freefall
3337.021728515625,378.5668029785156,-1732.201171875|-0.6216493844985962,-1.1475526662252378e-07,-0.7832956314086914|-6.438646948936366e-08,1,-9.540389811490968e-08|Landed
3336.652099609375,378.44061279296875,-1732.6732177734375|-0.6410557627677917,-6.2991404092827e-08,-0.7674943208694458|-2.85197643279389e-08,1,-5.825273774462403e-08|Landed
3336.365966796875,378.33209228515625,-1733.0189208984375|-0.6549888253211975,-2.4136390663898055e-08,-0.755638599395752|-9.318943394731605e-10,1,-3.113394342335596e-08|Running
3335.975341796875,378.1298828125,-1733.47216796875|-0.6652270555496216,2.770339513347153e-08,-0.7466411590576172|3.681440929881319e-08,1,4.303883027745314e-09|Running
3335.577392578125,377.99896240234375,-1733.920654296875|-0.6686103940010071,7.952080238737835e-08,-0.7436129450798035|7.497161647052053e-08,1,3.952863636413895e-08|Running
3335.186767578125,378.02880859375,-1734.356201171875|-0.6719766855239868,9.490332075756669e-08,-0.7405723333358765|8.242189153406798e-08,1,5.3361073781843515e-08|Running
3334.806640625,378.1357421875,-1734.7757568359375|-0.6719767451286316,7.387686906668023e-08,-0.7405722737312317|5.886686338385516e-08,1,4.634214434418027e-08|Running
3334.462646484375,378.3179931640625,-1735.15478515625|-0.6719767451286316,5.286836213258539e-08,-0.7405722737312317|3.5331936487636995e-08,1,3.932921188720684e-08|Running
3334.130859375,378.5679931640625,-1735.5205078125|-0.6719767451286316,3.1877792849854814e-08,-0.7405722737312317|1.1817099299094025e-08,1,3.2322269305495865e-08|Running
3333.780517578125,378.8583068847656,-1735.9066162109375|-0.6719767451286316,1.090513634949275e-08,-0.7405722737312317|-1.1677666833520561e-08,1,2.5321305940906313e-08|Running
3333.409423828125,379.147705078125,-1736.31591796875|-0.6719767451286316,-1.0049618026641838e-08,-0.7405722737312317|-3.515238233831042e-08,1,1.8326320017081343e-08|Running
3333.021728515625,379.4006042480469,-1736.7432861328125|-0.6719767451286316,-3.0986484489403665e-08,-0.7405722737312317|-5.860706053795184e-08,1,1.1337307093128857e-08|Running
3332.62060546875,379.57025146484375,-1737.1851806640625|-0.6719767451286316,-5.1905480802361126e-08,-0.7405722737312317|-8.204171564329954e-08,1,4.354259619532286e-09|Running
3332.21826171875,379.6571044921875,-1737.6290283203125|-0.6719767451286316,-7.280662117636894e-08,-0.7405722737312317|-1.0545637252334927e-07,1,-2.6228270666450726e-09|Running
3331.81591796875,379.6883544921875,-1738.0721435546875|-0.6719767451286316,-8.07631508337181e-08,-0.7405722737312317|-1.1146592271416011e-07,1,-7.913667054992857e-09|Running
3331.41357421875,379.6697998046875,-1738.5150146484375|-0.6719767451286316,-4.994911506628341e-08,-0.7405722737312317|-6.533722540780218e-08,1,-8.161288533869993e-09|Running
3331.01123046875,379.6249084472656,-1738.9578857421875|-0.6719767451286316,-1.9161383590926562e-08,-0.7405722737312317|-1.924789927443271e-08,1,-8.408692409034302e-09|Running
3330.608154296875,379.6048278808594,-1739.4019775390625|-0.6719767451286316,1.1600075566775558e-08,-0.7405722737312317|2.680208588401456e-08,1,-8.655877792307365e-09|Running
3330.205810546875,379.6103820800781,-1739.8450927734375|-0.6719767451286316,4.233528372310502e-08,-0.7405722737312317|7.281276737103326e-08,1,-8.902846460046021e-09|Running
3329.803466796875,379.6378173828125,-1740.2884521484375|-0.6719767451286316,6.190153811758137e-08,-0.7405722737312317|1.0095666880260978e-07,1,-8.019463315633857e-09|Running
3329.401123046875,379.6758728027344,-1740.7318115234375|-0.6719767451286316,4.803719022561381e-08,-0.7405722737312317|7.561685322343692e-08,1,-3.747877563853308e-09|Running
3328.997802734375,379.7025451660156,-1741.176025390625|-0.6719767451286316,3.4184665764769306e-08,-0.7405722737312317|5.029865235428588e-08,1,5.200599395571714e-10|Running
3328.594482421875,379.7156982421875,-1741.620361328125|-0.6719767451286316,2.034395585326365e-08,-0.7405722737312317|2.5002055537015622e-08,1,4.784349805220245e-09|Running
3328.192138671875,379.7144775390625,-1742.0638427734375|-0.6719767451286316,6.5150524974910695e-09,-0.7405722737312317|-2.729566295212038e-10,1,9.044995863405347e-09|Running
3327.7890625,379.71942138671875,-1742.508056640625|-0.6719767451286316,-7.302056737046314e-09,-0.7405722737312317|-2.5526402325226627e-08,1,1.330199950189126e-08|Running
3327.386474609375,379.70098876953125,-1742.951904296875|-0.6719767451286316,-2.1107382508489536e-08,-0.7405722737312317|-5.0758306002762765e-08,1,1.755536516157008e-08|Running
3326.98486328125,379.7433776855469,-1743.39453125|-0.6719767451286316,-3.4900931922265954e-08,-0.7405722737312317|-7.596867135362118e-08,1,2.1805096395155488e-08|Running
3326.58349609375,379.7951354980469,-1743.83740234375|-0.6652275323867798,-4.8486935355640526e-08,-0.7466407418251038|-1.0135229899788101e-07,1,2.536079612980302e-08|Running
3326.183837890625,379.8138427734375,-1744.2845458984375|-0.6550005674362183,-5.3279801903727275e-08,-0.7556283473968506|-1.0958213181311294e-07,1,2.447838198804675e-08|Running
3325.790771484375,379.7718505859375,-1744.7362060546875|-0.6411821842193604,-3.335426868034119e-08,-0.7673887014389038|-6.609737113194569e-08,1,1.1762215201827075e-08|Running
3325.406005859375,379.6752014160156,-1745.1944580078125|-0.627147912979126,-1.4184821317542173e-08,-0.7789002060890198|-2.242659924434065e-08,1,-1.540964300605907e-10|Running
3325.03173828125,379.5313720703125,-1745.656494140625|-0.6129040122032166,4.223331462327451e-09,-0.7901573777198792|2.1415777595734653e-08,1,-1.1266723554115288e-08|Running
3324.668212890625,379.41754150390625,-1746.122314453125|-0.6020900011062622,2.2053651349551728e-08,-0.7984282374382019|6.536560448466844e-08,1,-2.1670484073865737e-08|Running
3324.3203125,379.275146484375,-1746.5819091796875|-0.6020900011062622,3.986873409189684e-08,-0.7984282374382019|1.0912661707607185e-07,1,-3.235771117715558e-08|Running
3323.978759765625,379.0782775878906,-1747.0350341796875|-0.6020900011062622,3.0875980883138254e-08,-0.7984282374382019|8.15975056411844e-08,1,-2.2861241788518782e-08|Running
3323.647705078125,378.8268737792969,-1747.4739990234375|-0.6020900011062622,2.1890910417710074e-08,-0.7984282374382019|5.4091906065423245e-08,1,-1.3372880580675428e-08|Running
3323.292236328125,378.74859619140625,-1747.94580078125|-0.6020900011062622,1.2913517366541782e-08,-0.7984282374382019|2.660980236157684e-08,1,-3.892620892287368e-09|Running
3322.934326171875,378.7652893066406,-1748.42041015625|-0.6020900011062622,3.9437950682952305e-09,-0.7984282374382019|-8.488255098804132e-10,1,5.579543049805125e-09|Running
3322.59814453125,378.8641052246094,-1748.865966796875|-0.6020900011062622,-5.0182618061000994e-09,-0.7984282374382019|-2.8283997366429503e-08,1,1.5043619683297038e-08|Running
3322.259033203125,379.0178527832031,-1749.315673828125|-0.6020900011062622,-1.3972660362071565e-08,-0.7984282374382019|-5.569573247043991e-08,1,2.44996147813481e-08|Running
3321.9033203125,379.173095703125,-1749.7872314453125|-0.6020900011062622,-2.2919408593224944e-08,-0.7984282374382019|-8.308405341495018e-08,1,3.394753278485041e-08|Running
3321.54248046875,379.28643798828125,-1750.2652587890625|-0.6020900011062622,-3.185851582543364e-08,-0.7984282374382019|-1.1044897973988554e-07,1,4.338738079923132e-08|Running
3321.18505859375,379.33319091796875,-1750.7392578125|-0.6020900011062622,-2.1585925935596606e-08,-0.7984282374382019|-7.272249291645494e-08,1,2.7804077262771898e-08|Running
3320.833740234375,379.30633544921875,-1751.205078125|-0.5984653234481812,-1.1501080976472622e-08,-0.8011487126350403|-3.515346591598245e-08,1,1.1904217167568731e-08|Running
3320.49609375,379.2086486816406,-1751.6563720703125|-0.5948197245597839,-1.6043221195971569e-09,-0.8038591146469116|2.454896064207901e-09,1,-3.812288262849961e-09|Running
3320.169189453125,379.0475158691406,-1752.0975341796875|-0.5875001549720764,7.92515031378116e-09,-0.8092240691184998|4.011927501323953e-08,1,-1.9333246115138536e-08|Running
3319.84716796875,378.8316650390625,-1752.53955078125|-0.583821713924408,1.7266906127133552e-08,-0.8118818998336792|7.78043229843206e-08,1,-3.468108999982178e-08|Running
3319.520751953125,378.56134033203125,-1752.9925537109375|-0.5838232040405273,2.2679342848164197e-08,-0.8118808269500732|9.857750171704538e-08,1,-4.295271693877112e-08|Running
3319.18798828125,378.23651123046875,-1753.4552001953125|-0.5801326632499695,1.6472734287731328e-08,-0.8145220279693604|6.91713282208184e-08,1,-2.9042571014770147e-08|Running
3318.851318359375,377.8818664550781,-1753.927001953125|-0.5764340758323669,1.0416076001718011e-08,-0.8171436786651611|3.9727471090600375e-08,1,-1.5277841214356158e-08|Running
3318.51611328125,377.72650146484375,-1754.4014892578125|-0.5689952969551086,4.6542556475515084e-09,-0.8223407864570618|1.03149320196394e-08,1,-1.477358235746351e-09|Running
3318.177001953125,377.7113342285156,-1754.89013671875|-0.5615020394325256,-8.124615979987482e-10,-0.827475368976593|-1.919637071523539e-08,1,1.2044273134392824e-08|Running
3317.840087890625,377.7200012207031,-1755.385009765625|-0.5577466487884521,-6.129711405122862e-09,-0.830011248588562|-4.8749832615158084e-08,1,2.537356635912147e-08|Running
3317.5078125,377.749267578125,-1755.8787841796875|-0.553970217704773,-1.1297260904541417e-08,-0.832536518573761|-7.833848769678298e-08,1,3.8556780879162034e-08|Running
3317.17578125,377.79071044921875,-1756.376708984375|-0.5539701581001282,-1.6460386831340656e-08,-0.832536518573761|-1.0778720849202728e-07,1,5.195028762727816e-08|Running
3316.84375,377.8279113769531,-1756.875732421875|-0.5539701581001282,-1.1470171479288638e-08,-0.832536518573761|-7.256856804360723e-08,1,3.450977459351634e-08|Running
3316.51171875,377.85400390625,-1757.375244140625|-0.5539702773094177,-6.4842375913087835e-09,-0.8325364589691162|-3.7380008421905586e-08,1,1.7084147430068697e-08|Running
3316.1796875,377.874755859375,-1757.874267578125|-0.5539705157279968,-1.5025579669369904e-09,-0.8325362801551819|-2.2215103090417188e-09,1,-3.2660063542522266e-10|Running
3315.84765625,377.89886474609375,-1758.373291015625|-0.5539706945419312,3.4748777189008706e-09,-0.8325361609458923|3.290695715918446e-08,1,-1.7722486589377695e-08|Running
3315.515625,377.9173583984375,-1758.872802734375|-0.5539708137512207,8.448075128342225e-09,-0.8325360417366028|6.800541996199172e-08,1,-3.5103518314372195e-08|Running
3315.186767578125,377.8981018066406,-1759.366943359375|-0.553970992565155,1.3417022159956105e-08,-0.832535982131958|1.0307389430863623e-07,1,-5.2469712130687185e-08|Running
3314.872314453125,377.82281494140625,-1759.83935546875|-0.553970992565155,9.79258540922956e-09,-0.832535982131958|7.342058694348452e-08,1,-3.70918442627044e-08|Running
3314.568359375,377.6824035644531,-1760.29638671875|-0.553970992565155,6.1712372989575215e-09,-0.832535982131958|4.379260687414899e-08,1,-2.172710722447846e-08|Running
3314.274169921875,377.47821044921875,-1760.73828125|-0.553970992565155,2.552985822745768e-09,-0.832535982131958|1.4189930119812288e-08,1,-6.37548946968991e-09|Running
3313.981201171875,377.2195129394531,-1761.1787109375|-0.553970992565155,-1.062173571320102e-09,-0.832535982131958|-1.5387465523986066e-08,1,8.963019659802285e-09|Running
3313.68310546875,376.90631103515625,-1761.626953125|-0.553970992565155,-4.67424321470844e-09,-0.832535982131958|-4.493960048534973e-08,1,2.4288430822139162e-08|Running
3313.379150390625,376.5386047363281,-1762.08349609375|-0.553970992565155,-8.283229213645882e-09,-0.832535982131958|-7.446649874509603e-08,1,3.96007564518186e-08|Running
3313.06640625,376.1164245605469,-1762.553466796875|-0.553970992565155,-1.1889128792574866e-08,-0.832535982131958|-1.0396818339586389e-07,1,5.490000631880321e-08|Running
3312.7412109375,375.8760681152344,-1763.042236328125|-0.553970992565155,-8.212865054701979e-09,-0.832535982131958|-7.063626128456235e-08,1,3.713662621862568e-08|Running
3312.41259765625,375.8720397949219,-1763.5360107421875|-0.553970992565155,-4.53974591252404e-09,-0.832535982131958|-3.733280706796904e-08,1,1.938840910042927e-08|Running
3312.080810546875,375.8833923339844,-1764.03466796875|-0.553970992565155,-8.697716991079574e-10,-0.832535982131958|-4.057807423407667e-09,1,1.655346970608207e-09|Running
3311.748779296875,375.8807678222656,-1764.5333251953125|-0.553970992565155,2.7970621374606708e-09,-0.832535982131958|2.9188766959009627e-08,1,-1.606257171715697e-08|Running
3311.416748046875,375.8793029785156,-1765.03271484375|-0.553970992565155,6.460758594784011e-09,-0.832535982131958|6.240694006010017e-08,1,-3.3765360285542556e-08|Running
3311.085693359375,375.8973083496094,-1765.5301513671875|-0.553970992565155,1.012131800592897e-08,-0.832535982131958|9.559673230796761e-08,1,-5.1453035609938524e-08|Running
3310.761474609375,375.95343017578125,-1766.017333984375|-0.553970992565155,8.613008972702119e-09,-0.832535982131958|8.052572297856386e-08,1,-4.323646152215588e-08|Running
3310.437255859375,376.0433349609375,-1766.5047607421875|-0.553970992565155,5.384812151731921e-09,-0.832535982131958|4.939697362260631e-08,1,-2.640087615191078e-08|Running
3310.1103515625,376.1455078125,-1766.9959716796875|-0.553970992565155,2.159375789290152e-09,-0.832535982131958|1.8294803894036704e-08,1,-9.579665061210108e-09|Running
3309.780517578125,376.24365234375,-1767.4915771484375|-0.553970992565155,-1.0633051106267999e-09,-0.832535982131958|-1.2780801306178091e-08,1,7.227181519908754e-09|Running
3309.449462890625,376.32525634765625,-1767.9893798828125|-0.553970992565155,-4.283231991308867e-09,-0.832535982131958|-4.382986773521225e-08,1,2.40196769141221e-08|Running
3309.117431640625,376.3800964355469,-1768.48876953125|-0.553970992565155,-7.500406518090585e-09,-0.832535982131958|-7.485241582116942e-08,1,4.079783266774939e-08|Running
3308.785400390625,376.4050598144531,-1768.98779296875|-0.553970992565155,-1.0714832576752542e-08,-0.832535982131958|-1.0584847132122377e-07,1,5.7561663879823755e-08|Running
3308.453369140625,376.3971862792969,-1769.48681640625|-0.553970992565155,-7.381096622793848e-09,-0.832535982131958|-7.247366085039175e-08,1,3.9358312164949893e-08|Running
