mount feels|false|16760
130.72518920898438,252.00587463378906,474.4014892578125|-0.9450916051864624,-4.62528459976852e-09,0.32680562138557434|9.152581803562043e-09,1,4.062143332816959e-08|Running
130.18966674804688,252.00587463378906,474.586669921875|-0.9433658719062805,-1.9319316979515833e-11,0.3317541182041168|1.1148538758831705e-09,1,3.2283982154268642e-09|Running
129.6549530029297,252.00587463378906,474.7742614746094|-0.9392393231391907,5.046148388032634e-09,0.34326305985450745|-7.089196785159402e-09,1,-3.409805060528015e-08|Running
129.1223602294922,252.00587463378906,474.9678039550781|-0.9392393231391907,1.010728034600561e-08,0.34326305985450745|-1.5325595015269755e-08,1,-7.137873581086751e-08|Running
128.4570770263672,252.00587463378906,475.21087646484375|-0.9392393231391907,1.4058166186714516e-08,0.34326305985450745|-2.1891668922080498e-08,1,-1.0085467039289142e-07|Running
128.0579071044922,252.00587463378906,475.3567199707031|-0.9392393231391907,1.0741846523387721e-08,0.34326305985450745|-1.6903927146927344e-08,1,-7.754600517273502e-08|Running
127.52568054199219,252.00587463378906,475.5511779785156|-0.9392393231391907,6.323395140839239e-09,0.34326305985450745|-1.0258574434374168e-08,1,-4.649102791631776e-08|Running
126.99345397949219,252.00587463378906,475.7456359863281|-0.9392393231391907,1.9087242897342094e-09,0.34326305985450745|-3.6188976260120853e-09,1,-1.5462587654724302e-08|Running
126.46122741699219,252.00587463378906,475.9400939941406|-0.9392393231391907,-2.5021718030870943e-09,0.34326305985450745|3.015108829274027e-09,1,1.553933692832743e-08|Running
125.79594421386719,252.00587463378906,476.18316650390625|-0.9392393231391907,-8.010488272702787e-09,0.34326305985450745|1.129965010449041e-08,1,5.425449600693355e-08|Running
125.39677429199219,252.00587463378906,476.3290100097656|-0.9392393231391907,-1.1312651260197981e-08,0.34326305985450745|1.6266129776454363e-08,1,7.746373853478872e-08|Running
124.73149108886719,252.00587463378906,476.57208251953125|-0.9392393231391907,-1.6811549485851174e-08,0.34326305985450745|2.4536527476470837e-08,1,1.1611275851919345e-07|Running
124.33232116699219,252.00587463378906,476.7179260253906|-0.9392393231391907,-1.2606326649233779e-08,0.34326305985450745|1.848455433162144e-08,1,8.730256695343996e-08|Running
123.66703796386719,252.00587463378906,476.96099853515625|-0.9392393231391907,-5.603621122673985e-09,0.34326305985450745|8.406544793615467e-09,1,3.932662906436235e-08|Running
123.26786804199219,252.00587463378906,477.1068420410156|-0.9392393231391907,-1.4055928643230686e-09,0.34326305985450745|2.36490338423323e-09,1,1.0565666563877585e-08|Running
122.60258483886719,252.00587463378906,477.34991455078125|-0.9392393231391907,5.5851354652247664e-09,0.34326305985450745|-7.695899917337101e-09,1,-3.7328302227024324e-08|Running
122.20341491699219,252.00587463378906,477.4957580566406|-0.9392393231391907,9.775982690030105e-09,0.34326305985450745|-1.372722646664215e-08,1,-6.60401227037255e-08|Running
121.67118835449219,252.00587463378906,477.6902160644531|-0.9380343556404114,1.5494721949949053e-08,0.34654220938682556|-2.199361404109368e-08,1,-1.0424555796362256e-07|Running
121.13954162597656,252.00587463378906,477.8863220214844|-0.9355902671813965,1.341493049977771e-08,0.3530876338481903|-1.922705017420867e-08,1,-8.893988479030668e-08|Running
120.60916900634766,252.00587463378906,478.0858459472656|-0.9337273240089417,8.475374180250128e-09,0.3579849898815155|-1.2361982548725337e-08,1,-5.591881091504547e-08|Running
120.07989501953125,252.00587463378906,478.2882995605469|-0.9318384528160095,3.365413725475719e-09,0.3628734052181244|-5.330306862560974e-09,1,-2.296227386011651e-08|Running
119.55168914794922,252.00587463378906,478.4934997558594|-0.9312030076980591,-1.7983171618496385e-09,0.3645009994506836|1.9478769708314303e-09,1,9.909948417430314e-09|Running
119.0239486694336,252.00587463378906,478.6999206542969|-0.930565357208252,-7.015645397956405e-09,0.36612582206726074|9.277215440306463e-09,1,4.274131981674145e-08|Running
118.49657440185547,252.00587463378906,478.9072570800781|-0.9299243092536926,-1.2286512252046577e-08,0.36775097250938416|1.665766724556761e-08,1,7.5531772836257e-08|Running
117.96955871582031,252.00587463378906,479.1155090332031|-0.9279842972755432,-1.7726611289958782e-08,0.37261924147605896|2.4352820204853742e-08,1,1.0822212459515868e-07|Running
117.44354248046875,252.00587463378906,479.3262634277344|-0.9253584146499634,-1.46442422632731e-08,0.37909334897994995|2.030527390672887e-08,1,8.819436914109247e-08|Running
116.65675354003906,252.00587463378906,479.64794921875|-0.9233588576316833,-5.355993870637121e-09,0.3839379847049713|7.526086420739375e-09,1,3.20501563066955e-08|Running
116.0025405883789,252.00587463378906,479.91949462890625|-0.9220119118690491,2.540314625321116e-09,0.3871614634990692|-3.3833156276585896e-09,1,-1.4618634303076306e-08|Running
115.34932708740234,252.00587463378906,480.1934509277344|-0.9213346242904663,1.0510611936354053e-08,0.3887704312801361|-1.4418375826608099e-08,1,-6.120517070939968e-08|Running
114.8271713256836,252.00587463378906,480.41363525390625|-0.9213346242904663,1.68807154921069e-08,0.3887704312801361|-2.3217534561581488e-08,1,-9.844326598340558e-08|Running
114.3050765991211,252.00587463378906,480.63397216796875|-0.9213346242904663,1.4522919755677322e-08,0.3887704312801361|-1.999716303657806e-08,1,-8.474666657320995e-08|Running
113.7829818725586,252.00587463378906,480.85430908203125|-0.9213346242904663,9.26090581998551e-09,0.3887704312801361|-1.2777260138818747e-08,1,-5.410143444350979e-08|Running
113.2608871459961,252.00587463378906,481.07464599609375|-0.9213346242904663,4.003392284346319e-09,0.3887704312801361|-5.563534966057659e-09,1,-2.3482417788045495e-08|Running
112.7387924194336,252.00587463378906,481.29498291015625|-0.9213346242904663,-1.2496255141769552e-09,0.3887704312801361|1.6440185879318392e-09,1,7.11040870626789e-09|Running
112.2166976928711,252.00587463378906,481.51531982421875|-0.9213346242904663,-6.498151350342596e-09,0.3887704312801361|8.845405297108755e-09,1,3.767706502344481e-08|Running
111.6946029663086,252.00587463378906,481.73565673828125|-0.9213346242904663,-1.1742191219354936e-08,0.3887704312801361|1.604062838111986e-08,1,6.821758091746233e-08|Running
111.1725082397461,252.00587463378906,481.95599365234375|-0.9213346242904663,-1.698174934006147e-08,0.3887704312801361|2.322969727686086e-08,1,9.873197370779963e-08|Running
110.6504135131836,252.00587463378906,482.17633056640625|-0.9213346242904663,-1.636284174821867e-08,0.3887704312801361|2.2397655285999463e-08,1,9.516818266774862e-08|Running
110.1283187866211,252.00587463378906,482.39666748046875|-0.9213346242904663,-9.892985985970881e-09,0.3887704312801361|1.3554797284598408e-08,1,5.756993814998168e-08|Running
109.6062240600586,252.00587463378906,482.61700439453125|-0.9213346242904663,-3.428663131188614e-09,0.3887704312801361|4.7195047869763584e-09,1,2.000385279643524e-08|Running
109.0841293334961,252.00587463378906,482.83734130859375|-0.9213346242904663,3.030131479064835e-09,0.3887704312801361|-4.108226203669574e-09,1,-1.7530094709172772e-08|Running
108.5620346069336,252.00587463378906,483.05767822265625|-0.9213346242904663,9.483402507726169e-09,0.3887704312801361|-1.2928402348677537e-08,1,-5.5031929235838106e-08|Running
108.0399398803711,252.00587463378906,483.27801513671875|-0.9213346242904663,1.593115328546446e-08,0.3887704312801361|-2.1741032085742518e-08,1,-9.250168631069755e-08|Running
107.5178451538086,252.00587463378906,483.49835205078125|-0.9213346242904663,1.637652680130941e-08,0.3887704312801361|-2.2357838247444306e-08,1,-9.510902287956924e-08|Running
106.86522674560547,252.00587463378906,483.7737731933594|-0.9213346242904663,9.44062694685499e-09,0.3887704312801361|-1.2898223822332966e-08,1,-5.485038201413772e-08|Running
106.4736557006836,252.00587463378906,483.93902587890625|-0.9213346242904663,5.282648096738285e-09,0.3887704312801361|-7.22731119395803e-09,1,-3.0715863630348395e-08|Running
105.9515609741211,252.00587463378906,484.15936279296875|-0.9213346242904663,-2.571740598256156e-10,0.3887704312801361|3.2824404305742405e-10,1,1.4394012648466514e-09|Running
105.4294662475586,252.00587463378906,484.37969970703125|-0.9213346242904663,-5.792256896341996e-09,0.3887704312801361|7.877334340378184e-09,1,3.3567154389402276e-08|Running
104.9073715209961,252.00587463378906,484.60003662109375|-0.9213346242904663,-1.1322603299390721e-08,0.3887704312801361|1.5419965748719733e-08,1,6.566742172253726e-08|Running
104.3852767944336,252.00587463378906,484.82037353515625|-0.9213346242904663,-1.6848220596443753e-08,0.3887704312801361|2.295614365266374e-08,1,9.774022657893511e-08|Running
103.8631820678711,252.00587463378906,485.04071044921875|-0.9213346242904663,-1.645329383848093e-08,0.3887704312801361|2.242299146359983e-08,1,9.5460890747745e-08|Running
103.3410873413086,252.00587463378906,485.26104736328125|-0.9213346242904663,-1.0145420503704372e-08,0.3887704312801361|1.383086267736644e-08,1,5.88734927475798e-08|Running
102.8189926147461,252.00587463378906,485.48138427734375|-0.9213346242904663,-3.842942408738281e-09,0.3887704312801361|5.2460857880021194e-09,1,2.2317392378568002e-08|Running
102.2968978881836,252.00587463378906,485.70172119140625|-0.9213346242904663,2.454147107755489e-09,0.3887704312801361|-3.3313447556082565e-09,1,-1.4207434340107739e-08|Running
101.7748031616211,252.00587463378906,485.92205810546875|-0.9213346242904663,8.745851154401407e-09,0.3887704312801361|-1.1901434504579811e-08,1,-5.070101138926475e-08|Running
101.2527084350586,252.00587463378906,486.14239501953125|-0.9213346242904663,1.5032174616180782e-08,0.3887704312801361|-2.0464192118652136e-08,1,-8.716337163150456e-08|Running
100.7306137084961,252.00587463378906,486.36273193359375|-0.9213346242904663,1.8259555645272485e-08,0.3887704312801361|-2.4861684266852535e-08,1,-1.058863574598945e-07|Running
100.2085189819336,252.00587463378906,486.58306884765625|-0.9213346242904663,1.2327400433775892e-08,0.3887704312801361|-1.6786936285484444e-08,1,-7.149151315388735e-08|Running
99.6864242553711,252.00587463378906,486.80340576171875|-0.9213346242904663,6.400317609234207e-09,0.3887704312801361|-8.719103661292138e-09,1,-3.712609952799539e-08|Running
99.1643295288086,252.00587463378906,487.02374267578125|-0.9213346242904663,4.783040630229607e-10,0.3887704312801361|-6.581742928446488e-10,1,-2.7900857180185312e-09|Running
98.6422348022461,252.00587463378906,487.24407958984375|-0.9213346242904663,-5.438645089839156e-09,0.3887704312801361|7.395856371772425e-09,1,3.151655292299438e-08|Running
98.1201400756836,252.00587463378906,487.46441650390625|-0.9213346242904663,-1.1350533846155031e-08,0.3887704312801361|1.5442994438785718e-08,1,6.579384148608369e-08|Running
97.5980453491211,252.00587463378906,487.68475341796875|-0.9213346242904663,-1.7257367090905973e-08,0.3887704312801361|2.3483243793975817e-08,1,1.0004179529232715e-07|Running
97.0759506225586,252.00587463378906,487.90509033203125|-0.9213346242904663,-1.7018253473111145e-08,0.3887704312801361|2.3159493878210924e-08,1,9.86594983487521e-08|Running
96.5538558959961,252.00587463378906,488.12542724609375|-0.9213346242904663,-1.0641075576245385e-08,0.3887704312801361|1.4482473886801017e-08,1,6.169265276412261e-08|Running
96.0317611694336,252.00587463378906,488.34576416015625|-0.9213346242904663,-4.269351983055003e-09,0.3887704312801361|5.812880399247433e-09,1,2.4757436989375492e-08|Running
95.5096664428711,252.00587463378906,488.56610107421875|-0.9213346242904663,2.0969215253074935e-09,0.3887704312801361|-2.8492945780556056e-09,1,-1.2146179173555538e-08|Running
94.9875717163086,252.00587463378906,488.78643798828125|-0.9213346242904663,8.457750944046438e-09,0.3887704312801361|-1.1504056374178617e-08,1,-4.901822237002307e-08|Running
94.4654769897461,252.00587463378906,489.00677490234375|-0.9213346242904663,1.4813139159741695e-08,0.3887704312801361|-2.015141120637054e-08,1,-8.585872279809337e-08|Running
93.9433822631836,252.00587463378906,489.22711181640625|-0.9213346242904663,1.8122669587228302e-08,0.3887704312801361|-2.46549323179579e-08,1,-1.0504428615831785e-07|Running
93.4212875366211,252.00587463378906,489.44744873046875|-0.9213346242904663,1.2312000308156712e-08,0.3887704312801361|-1.675060445904819e-08,1,-7.136579682764932e-08|Running
92.8991928100586,252.00587463378906,489.66778564453125|-0.9213346242904663,6.506301275521764e-09,0.3887704312801361|-8.853040078804497e-09,1,-3.7716123557629544e-08|Running
92.3770980834961,252.00587463378906,489.88812255859375|-0.9213346242904663,7.05569547232443e-10,0.3887704312801361|-9.622318497548576e-10,1,-4.095237038370669e-09|Running
91.8550033569336,252.00587463378906,490.10845947265625|-0.9213346242904663,-5.090199373114501e-09,0.3887704312801361|6.921825335126641e-09,1,2.9496883158230958e-08|Running
91.3329086303711,252.00587463378906,490.32879638671875|-0.9213346242904663,-1.0881008982721596e-08,0.3887704312801361|1.4799137026955123e-08,1,6.306026278934951e-08|Running
90.8108139038086,252.00587463378906,490.54913330078125|-0.9213346242904663,-1.6666865221282023e-08,0.3887704312801361|2.266970788866729e-08,1,9.659492405944547e-08|Running
90.2887191772461,252.00587463378906,490.76947021484375|-0.9213346242904663,-1.649026160066569e-08,0.3887704312801361|2.243006136382064e-08,1,9.5572737279781e-08|Running
89.7666244506836,252.00587463378906,490.98980712890625|-0.9213346242904663,-1.0358849777958312e-08,0.3887704312801361|1.4090603350780384e-08,1,6.003802610621278e-08|Running
89.2445297241211,252.00587463378906,491.21014404296875|-0.9213346242904663,-4.232680872462424e-09,0.3887704312801361|5.758281851342417e-09,1,2.4533720832664585e-08|Running
88.7224349975586,252.00587463378906,491.43048095703125|-0.9213346242904663,1.8882480024018378e-09,0.3887704312801361|-2.566909129697592e-09,1,-1.0940210515286708e-08|Running
88.2003402709961,252.00587463378906,491.65081787109375|-0.9213346242904663,8.003942397749597e-09,0.3887704312801361|-1.0884975587543977e-08,1,-4.638379280663685e-08|Running
87.6782455444336,252.00587463378906,491.87115478515625|-0.9213346242904663,1.4114406532428347e-08,0.3887704312801361|-1.919592129695502e-08,1,-8.179704735766791e-08|Running
87.02562713623047,252.00587463378906,492.1465759277344|-0.9213346242904663,1.865213405949362e-08,0.3887704312801361|-2.5367915768015337e-08,1,-1.0809585404558675e-07|Running
86.50353240966797,252.00587463378906,492.3669128417969|-0.9213346242904663,1.2385433123540679e-08,0.3887704312801361|-1.684511552468848e-08,1,-7.177865768426273e-08|Running
86.1119613647461,252.00587463378906,492.53216552734375|-0.9213346242904663,7.688924164028776e-09,0.3887704312801361|-1.0457799959340264e-08,1,-4.4561151213429184e-08|Running
85.45934295654297,252.00587463378906,492.8075866699219|-0.9213346242904663,-1.318957304485835e-10,0.3887704312801361|1.786130687797538e-10,1,7.625531872612612e-10|Running
85.0677719116211,252.00587463378906,492.97283935546875|-0.9213346242904663,-4.820374766012492e-09,0.3887704312801361|6.554999654184712e-09,1,2.7933509727517958e-08|Running
84.5456771850586,252.00587463378906,493.19317626953125|-0.9213346242904663,-1.106700064923416e-08,0.3887704312801361|1.505048174976764e-08,1,6.413432629415183e-08|Running
84.0235824584961,252.00587463378906,493.41351318359375|-0.9213346242904663,-1.730828458335054e-08,0.3887704312801361|2.3538694549074535e-08,1,1.0030417740836128e-07|Running
83.5014877319336,252.00587463378906,493.63385009765625|-0.9213346242904663,-1.4717888241477795e-08,0.3887704312801361|2.0016001300859898e-08,1,8.529281103619724e-08|Running
82.9793930053711,252.00587463378906,493.85418701171875|-0.9213346242904663,-9.188850569330498e-09,0.3887704312801361|1.2496817802798432e-08,1,5.3251483222993556e-08|Running
82.4572982788086,252.00587463378906,494.07452392578125|-0.9213346242904663,-3.6645448897587585e-09,0.3887704312801361|4.984069601476904e-09,1,2.123757347760602e-08|Running
81.9352035522461,252.00587463378906,494.29486083984375|-0.9213346242904663,1.8550360136870836e-09,0.3887704312801361|-2.52225063057665e-09,1,-1.0748947509853224e-08|Running
81.4131088256836,252.00587463378906,494.51519775390625|-0.9213346242904663,7.36989447247538e-09,0.3887704312801361|-1.0022148444477352e-08,1,-4.270810194384467e-08|Running
80.8910140991211,252.00587463378906,494.73553466796875|-0.9213346242904663,1.2880033928297507e-08,0.3887704312801361|-1.7515629835429536e-08,1,-7.463990669975828e-08|Running
80.3689193725586,252.00587463378906,494.95587158203125|-0.9213346242904663,1.8385458488978657e-08,0.3887704312801361|-2.5002698578191485e-08,1,-1.0654439819290928e-07|Running
