Mt Newbie|true|53710
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|1.8200496665343735e-09,1.0000001192092896,-7.218061170988221e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|1.1176121139655493e-09,1.0000001192092896,-4.432292399769722e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|4.157749422528667e-10,1.0000001192092896,-1.648905012530122e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|-2.854626257597914e-10,1.0000001192092896,1.1321046322620987e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|-8.109976024073262e-10,1.0000001192092896,3.216302602027099e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|-1.6861406715307226e-09,1.0000001192092896,6.686996556481972e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|-2.044060698480621e-09,1.0000001192092896,8.106457016765489e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|-1.5441223855106045e-09,1.0000001192092896,6.123772067212485e-08|Running
490.7796630859375,28.00592041015625,282.0218505859375|0.9996823072433472,0,0.02520720474421978|-7.116034983489783e-10,1.0000001192092896,2.8221194270372507e-08|Running
490.8650207519531,28.00592041015625,282.02398681640625|0.9996823072433472,0,0.02520720474421978|-4.622862162517727e-11,1.0000001192092896,1.8333621287780488e-09|Running
491.08697509765625,28.00592041015625,282.029541015625|0.9996823072433472,0,0.02520720474421978|6.185777445821827e-10,1.0000001192092896,-2.4531923159543112e-08|Running
491.44549560546875,28.00592041015625,282.03863525390625|0.9996823072433472,0,0.02520720474421978|1.2828160755873341e-09,1.0000001192092896,-5.087468224473923e-08|Running
491.923095703125,28.00592041015625,282.05072021484375|0.9996823072433472,0,0.02520720474421978|1.9464867495599947e-09,1.0000001192092896,-7.719492600699596e-08|Running
492.4224548339844,28.00592041015625,282.06329345703125|0.9996823072433472,0,0.02520720474421978|1.6323976614884828e-09,1.0000001192092896,-6.473860025835165e-08|Running
492.9223327636719,28.00592041015625,282.07586669921875|0.9996823072433472,0,0.02520720474421978|9.929852495815794e-10,1.0000001192092896,-3.938039583317732e-08|Running
493.4222106933594,28.00592041015625,282.08843994140625|0.9996823072433472,0,0.02520720474421978|3.541189841360648e-10,1.0000001192092896,-1.4043861185086826e-08|Running
493.9220886230469,28.00592041015625,282.10101318359375|0.9996823072433472,0,0.02520720474421978|-2.842013291370904e-10,1.0000001192092896,1.1271025002201895e-08|Running
494.4219665527344,28.00592041015625,282.11358642578125|0.9996823072433472,0,0.02520720474421978|-9.219762175938229e-10,1.0000001192092896,3.656428049225724e-08|Running
494.9218444824219,28.00592041015625,282.12615966796875|0.9996823072433472,0,0.02520720474421978|-1.5592063196123718e-09,1.0000001192092896,6.183592660136128e-08|Running
495.4217224121094,28.00592041015625,282.13873291015625|0.9996823072433472,0,0.02520720474421978|-2.1958916907038883e-09,1.0000001192092896,8.708597931672557e-08|Running
495.9216003417969,28.00592041015625,282.15130615234375|0.9996823072433472,0,0.02520720474421978|-1.4998123853970924e-09,1.0000001192092896,5.948044901060712e-08|Running
496.4214782714844,28.00592041015625,282.16387939453125|0.9996823072433472,0,0.02520720474421978|-8.043277155422857e-10,1.0000001192092896,3.18985087233159e-08|Running
496.9213562011719,28.00592041015625,282.17645263671875|0.9996823072433472,0,0.02520720474421978|-1.0943718153910709e-10,1.0000001192092896,4.340124704071968e-09|Running
497.4212341308594,28.00592041015625,282.18902587890625|0.9996823072433472,0,0.02520720474421978|5.848595496793507e-10,1.0000001192092896,-2.3194706599838355e-08|Running
497.9211120605469,28.00592041015625,282.20159912109375|0.9996823072433472,0,0.02520720474421978|1.2785630332246e-09,1.0000001192092896,-5.070601005741082e-08|Running
498.4209899902344,28.00592041015625,282.21417236328125|0.9996823072433472,0,0.02520720474421978|1.971673713185851e-09,1.0000001192092896,-7.819381409035486e-08|Running
498.9208679199219,28.00592041015625,282.22674560546875|0.9996823072433472,0,0.02520720474421978|1.6659446044897663e-09,1.0000001192092896,-6.606902047678886e-08|Running
499.4207458496094,28.00592041015625,282.23931884765625|0.9996823072433472,0,0.02520720474421978|1.0278693451937215e-09,1.0000001192092896,-4.076385451412534e-08|Running
499.9206237792969,28.00592041015625,282.25189208984375|0.9996823072433472,0,0.02520720474421978|3.903392609139189e-10,1.0000001192092896,-1.548030681419732e-08|Running
500.4205017089844,28.00592041015625,282.26446533203125|0.9996823072433472,0,0.02520720474421978|-2.466461479500026e-10,1.0000001192092896,9.781639498385175e-09|Running
500.9203796386719,28.00592041015625,282.27703857421875|0.9996823072433472,0,0.02520720474421978|-8.830872144649504e-10,1.0000001192092896,3.502199774629844e-08|Running
501.4202575683594,28.00592041015625,282.28961181640625|0.9996823072433472,0,0.02520720474421978|-1.5189844937424368e-09,1.0000001192092896,6.024079368671664e-08|Running
501.9201354980469,28.00592041015625,282.30218505859375|0.9996823072433472,0,0.02520720474421978|-2.154338485382823e-09,1.0000001192092896,8.543803886595924e-08|Running
502.4200134277344,28.00592041015625,282.31475830078125|0.9996823072433472,0,0.02520720474421978|-1.4776763146429062e-09,1.0000001192092896,5.8602566355148156e-08|Running
502.9198913574219,28.00592041015625,282.32733154296875|0.9996823072433472,0,0.02520720474421978|-8.01592070498458e-10,1.0000001192092896,3.179001240027901e-08|Running
503.4197692871094,28.00592041015625,282.33990478515625|0.9996823072433472,0,0.02520720474421978|-1.26085503149298e-10,1.0000001192092896,5.000373892727339e-09|Running
503.9196472167969,28.00592041015625,282.35247802734375|0.9996823072433472,0,0.02520720474421978|5.488439147605106e-10,1.0000001192092896,-2.176637892148392e-08|Running
504.4195251464844,28.00592041015625,282.36505126953125|0.9996823072433472,0,0.02520720474421978|1.2231966550757534e-09,1.0000001192092896,-4.851026247365553e-08|Running
504.9194030761719,28.00592041015625,282.37762451171875|0.9996823072433472,0,0.02520720474421978|1.896973245152367e-09,1.0000001192092896,-7.523129141873142e-08|Running
505.4192810058594,28.00592041015625,282.39019775390625|0.9996823072433472,0,0.02520720474421978|1.8870820461813764e-09,1.0000001192092896,-7.483902209060034e-08|Running
505.9191589355469,28.00592041015625,282.40277099609375|0.9996823072433472,0,0.02520720474421978|1.1943985800400014e-09,1.0000001192092896,-4.7368168054617854e-08|Running
506.4190368652344,28.00592041015625,282.41534423828125|0.9996823072433472,0,0.02520720474421978|5.023069182819029e-10,1.0000001192092896,-1.9920786797911205e-08|Running
506.9189147949219,28.00592041015625,282.42791748046875|0.9996823072433472,0,0.02520720474421978|-1.891932582820388e-10,1.0000001192092896,7.503138554909583e-09|Running
507.4187927246094,28.00592041015625,282.44049072265625|0.9996823072433472,0,0.02520720474421978|-8.801026574190018e-10,1.0000001192092896,3.490363553737552e-08|Running
507.9186706542969,28.00592041015625,282.45306396484375|0.9996823072433472,0,0.02520720474421978|-1.5704216815848326e-09,1.0000001192092896,6.228071214309239e-08|Running
508.4185485839844,28.00592041015625,282.46563720703125|0.9996823072433472,0,0.02520720474421978|-1.9345893775835066e-09,1.0000001192092896,7.672309720874182e-08|Running
508.9184265136719,28.00592041015625,282.47821044921875|0.9996823072433472,0,0.02520720474421978|-1.3221780337246969e-09,1.0000001192092896,5.24357233189221e-08|Running
509.4183044433594,28.00592041015625,282.49078369140625|0.9996823072433472,0,0.02520720474421978|-7.102898824662418e-10,1.0000001192092896,2.8169097276986577e-08|Running
509.793212890625,28.00592041015625,282.5002136230469|0.9996823072433472,0,0.02520720474421978|-2.517170361038268e-10,1.0000001192092896,9.982743520708937e-09|Running
510.4180603027344,28.00592041015625,282.51593017578125|0.9996823072433472,0,0.02520720474421978|5.119181190060829e-10,1.0000001192092896,-2.0301952119439193e-08|Running
510.9179382324219,28.00592041015625,282.52850341796875|0.9996823072433472,0,0.02520720474421978|1.1222389684206746e-09,1.0000001192092896,-4.450642165920726e-08|Running
511.4178161621094,28.00592041015625,282.54107666015625|0.9996823072433472,0,0.025207974016666412|1.7320925804753529e-09,1.0000001192092896,-6.869026236699938e-08|Running
511.9176940917969,28.00592041015625,282.55364990234375|0.9996823072433472,0,0.025207974016666412|2.0118902099852676e-09,1.0000001192092896,-7.978630378602247e-08|Running
512.41748046875,28.00592041015625,282.56622314453125|0.9996823072433472,0,0.02520720474421978|1.303330332547148e-09,1.0000001192092896,-5.168824657175719e-08|Running
512.917236328125,28.00592041015625,282.57879638671875|0.9996823072433472,0,0.02520720474421978|5.954386983475501e-10,1.0000001192092896,-2.361426076902262e-08|Running
513.4169921875,28.00592041015625,282.59136962890625|0.9996823072433472,0,0.02520720474421978|-1.1184808634823185e-10,1.0000001192092896,4.435737999131106e-09|Running
513.916748046875,28.00592041015625,282.60394287109375|0.9996823072433472,0,0.02520720474421978|-8.185305766517104e-10,1.0000001192092896,3.2461770160807646e-08|Running
514.41650390625,28.00592041015625,282.61651611328125|0.9996823072433472,0,0.02520720474421978|-1.5246091056297928e-09,1.0000001192092896,6.046385436775381e-08|Running
514.916259765625,28.00592041015625,282.62908935546875|0.9996823072433472,0,0.02520720474421978|-1.9070147683208916e-09,1.0000001192092896,7.562952220041552e-08|Running
515.416015625,28.00592041015625,282.64166259765625|0.9996823072433472,0,0.02520720474421978|-1.3202994253447287e-09,1.0000001192092896,5.2361219360363975e-08|Running
515.915771484375,28.00592041015625,282.65423583984375|0.9996823072433472,0,0.02520720474421978|-7.340852370418816e-10,1.0000001192092896,2.91127886242748e-08|Running
516.41552734375,28.00592041015625,282.66680908203125|0.9996823072433472,0,0.02520720474421978|-1.4837189810101847e-10,1.0000001192092896,5.884220666274587e-09|Running
516.915283203125,28.00592041015625,282.67938232421875|0.9996823072433472,0,0.02520720474421978|4.368410078114948e-10,1.0000001192092896,-1.7324500944937427e-08|Running
517.4150390625,28.00592041015625,282.69195556640625|0.9996823072433472,0,0.02520720474421978|1.0215538415181413e-09,1.0000001192092896,-4.0513388199769906e-08|Running
517.914794921875,28.00592041015625,282.70452880859375|0.9996823072433472,0,0.02520720474421978|1.605766963841404e-09,1.0000001192092896,-6.368246374677256e-08|Running
518.41455078125,28.00592041015625,282.71710205078125|0.9996823072433472,0,0.02520720474421978|2.1894810409150978e-09,1.0000001192092896,-8.683174002044325e-08|Running
518.914306640625,28.00592041015625,282.72967529296875|0.9996823072433472,0,0.02520720474421978|1.4656478253272098e-09,1.0000001192092896,-5.8125532831354576e-08|Running
519.4140625,28.00592041015625,282.74224853515625|0.9996823072433472,0,0.02520720474421978|7.424330594751893e-10,1.0000001192092896,-2.9443850024790663e-08|Running
519.913818359375,28.00592041015625,282.75482177734375|0.9996823072433472,0,0.02520720474421978|1.9836222941993498e-11,1.0000001192092896,-7.866766682518289e-10|Running
520.41357421875,28.00592041015625,282.76739501953125|0.9996823072433472,0,0.02520720474421978|-7.021431769338449e-10,1.0000001192092896,2.784601171867962e-08|Running
520.913330078125,28.00592041015625,282.77996826171875|0.9996823072433472,0,0.02520720474421978|-1.4235056466915808e-09,1.0000001192092896,5.6454233288150135e-08|Running
521.4130859375,28.00592041015625,282.79254150390625|0.9996823072433472,0,0.02520720474421978|-2.1442518871594984e-09,1.0000001192092896,8.503801751658102e-08|Running
521.912841796875,28.00592041015625,282.80511474609375|0.9996823072433472,0,0.02520720474421978|-1.5222528793046308e-09,1.0000001192092896,6.0370410892574e-08|Running
522.41259765625,28.00592041015625,282.81768798828125|0.9996823072433472,0,0.02520720474421978|-9.007856127674074e-10,1.0000001192092896,3.572388962425066e-08|Running
522.912353515625,28.00592041015625,282.83026123046875|0.9996823072433472,0,0.02520720474421978|-2.7984917161383294e-10,1.0000001192092896,1.109842528990157e-08|Running
523.412109375,28.00592041015625,282.84283447265625|0.9996823072433472,0,0.02520720474421978|3.405566939562732e-10,1.0000001192092896,-1.3506000762220083e-08|Running
523.911865234375,28.00592041015625,282.85540771484375|0.9996823072433472,0,0.02520720474421978|9.604325112988477e-10,1.0000001192092896,-3.8089403631147434e-08|Running
524.41162109375,28.00592041015625,282.86798095703125|0.9996823072433472,0,0.02520720474421978|1.5797784191917685e-09,1.0000001192092896,-6.26517930868431e-08|Running
524.911376953125,28.00592041015625,282.88055419921875|0.9996823072433472,0,0.02520720474421978|2.1985953058134555e-09,1.0000001192092896,-8.719320021555177e-08|Running
525.4111328125,28.00592041015625,282.89312744140625|0.9996823072433472,0,0.02520720474421978|1.4907892698090563e-09,1.0000001192092896,-5.9122605478023615e-08|Running
525.910888671875,28.00592041015625,282.90570068359375|0.9996823072433472,0,0.02520720474421978|7.835879167750193e-10,1.0000001192092896,-3.1075995110541044e-08|Running
526.41064453125,28.00592041015625,282.91827392578125|0.9996823072433472,0,0.02520720474421978|7.699085813328566e-11,1.0000001192092896,-3.053349129089611e-09|Running
526.910400390625,28.00592041015625,282.93084716796875|0.9996823072433472,0,0.02520720474421978|-6.29002516738808e-10,1.0000001192092896,2.4945356003058805e-08|Running
527.41015625,28.00592041015625,282.94342041015625|0.9996823072433472,0,0.02520720474421978|-1.3343925964193204e-09,1.0000001192092896,5.292013582902655e-08|Running
528.0348510742188,28.00592041015625,282.9591369628906|0.9996823072433472,0,0.02520720474421978|-2.2152830680965963e-09,1.0000001192092896,8.785501393049344e-08|Running
528.40966796875,28.00592041015625,282.96856689453125|0.9996823072433472,0,0.02520720474421978|-1.7158013898566082e-09,1.0000001192092896,6.804627616929793e-08|Running
528.909423828125,28.00592041015625,282.98114013671875|0.9996823072433472,0,0.02520720474421978|-1.0503238279113702e-09,1.0000001192092896,4.165436706671244e-08|Running
529.4091796875,28.00592041015625,282.99371337890625|0.9996823072433472,0,0.02520720474421978|-3.8541472791031595e-10,1.0000001192092896,1.528500526148946e-08|Running
529.908935546875,28.00592041015625,283.00628662109375|0.9996823072433472,0,0.02520720474421978|2.7892624321346204e-10,1.0000001192092896,-1.1061822569047308e-08|Running
530.40869140625,28.00592041015625,283.01885986328125|0.9996823072433472,0,0.02520720474421978|9.426996960826273e-10,1.0000001192092896,-3.7386143958428875e-08|Running
530.908447265625,28.00592041015625,283.03143310546875|0.9996823072433472,0,0.02520720474421978|1.6059058527417847e-09,1.0000001192092896,-6.36879704529747e-08|Running
531.408203125,28.00592041015625,283.04400634765625|0.9996823072433472,0,0.02520720474421978|1.943962324446602e-09,1.0000001192092896,-7.709481053552736e-08|Running
531.907958984375,28.00592041015625,283.05657958984375|0.9995876550674438,0,0.028717469424009323|1.4882926002712793e-09,1.0000001192092896,-5.180396911441676e-08|Running
532.40771484375,28.00592041015625,283.0706787109375|0.9992986917495728,0,0.03744394704699516|9.866518713153027e-10,1,-2.633162488052676e-08|Running
532.907470703125,28.00592041015625,283.0887451171875|0.9991623163223267,0,0.040924761444330215|3.3425748280357936e-11,1.0000001192092896,-8.160768172338351e-10|Running
533.406982421875,28.00592041015625,283.10894775390625|0.9991623163223267,0,0.040924761444330215|-1.0106178116586761e-09,1.0000001192092896,2.4673846965583834e-08|Running
