Mt Freestyle|true|13238
1488.5926513671875,213.32559204101562,-104.82974243164062|0.9671697020530701,-2.6628601546008213e-08,0.2541312873363495|4.158701472078974e-08,1,-5.3488491857933695e-08|Freefall
1489.1566162109375,213.60516357421875,-104.68148803710938|0.9671675562858582,1.5453569535139877e-09,0.25413966178894043|1.8334199936020923e-08,1,-7.585435923829209e-08|Freefall
1489.7205810546875,213.8302459716797,-104.53323364257812|0.9671672582626343,2.969531998076036e-08,0.25414061546325684|-4.899183281281694e-09,1,-9.820150381756321e-08|Freefall
1490.2845458984375,214.00082397460938,-104.38497924804688|0.9671672582626343,5.782123224662428e-08,0.2541407346725464|-2.811277965975023e-08,1,-1.205295632189518e-07|Freefall
1490.8485107421875,214.1168975830078,-104.23672485351562|0.9675692915916443,8.588743583004543e-08,0.25260576605796814|-5.1489113417346744e-08,1,-1.427843727697109e-07|Freefall
1491.2718505859375,214.16818237304688,-104.12613677978516|0.9675953388214111,9.528783095902327e-08,0.25250595808029175|-6.095181959153706e-08,1,-1.4380307788997015e-07|Freefall
1491.8363037109375,214.1888885498047,-103.9788589477539|0.9680057168006897,7.697030213194012e-08,0.2509280741214752|-5.2748330148233435e-08,1,-1.0325514665510127e-07|Freefall
1492.5418701171875,214.13812255859375,-103.79586029052734|0.9687957167625427,5.3891838547315274e-08,0.24786055088043213|-4.219638327640496e-08,1,-5.249791712458318e-08|Freefall
1493.10693359375,214.03619384765625,-103.65125274658203|0.9696651697158813,3.496412759318446e-08,0.24443702399730682|-3.3079754047093957e-08,1,-1.181426867447044e-08|Freefall
1493.672607421875,213.87977600097656,-103.50862121582031|0.9705122113227844,1.557742379532101e-08,0.24105200171470642|-2.3227883616527834e-08,1,2.889633776703704e-08|Freefall
1494.23876953125,213.66885375976562,-103.36797332763672|0.9709699153900146,-4.178406953769809e-09,0.23920173943042755|-1.2834724394394925e-08,1,6.956695841608962e-08|Freefall
1494.80517578125,213.40342712402344,-103.22846221923828|0.9717766046524048,-2.412130228890419e-08,0.2359030842781067|-1.9421866337410165e-09,1,1.1025151991361781e-07|Freefall
1495.3720703125,213.08351135253906,-103.09078216552734|0.9725816249847412,-4.446931711754587e-08,0.23256170749664307|9.629160580004736e-09,1,1.5094562400008726e-07|Freefall
1495.939453125,212.70909118652344,-102.955078125|0.9730221629142761,-4.1166980935258835e-08,0.23071159422397614|1.3310810231814685e-08,1,1.222966972136419e-07|Freefall
1496.5069580078125,212.28016662597656,-102.82051086425781|0.973800003528595,-3.827872774309071e-08,0.22740623354911804|1.7429705678750906e-08,1,9.368996245484595e-08|Freefall
1497.0748291015625,211.79673767089844,-102.68778228759766|0.9742192029953003,-3.5809854637136596e-08,0.22560355067253113|2.1663552729478397e-08,1,6.517986150811339e-08|Freefall
1497.6431884765625,211.25881958007812,-102.55619812011719|0.974624514579773,-3.356977629209723e-08,0.22384610772132874|2.6011257148184086e-08,1,3.6715260165465224e-08|Freefall
1498.2115478515625,210.66639709472656,-102.42559814453125|0.9750158190727234,-3.152738514700104e-08,0.2221355438232422|3.0446543064499565e-08,1,8.290092168294905e-09|Freefall
1498.7803955078125,210.01947021484375,-102.29600524902344|0.9757505655288696,-2.984127434046968e-08,0.21888543665409088|3.5099489537060435e-08,1,-2.013414679424841e-08|Freefall
1499.349609375,209.3180389404297,-102.16824340820312|0.9764957427978516,-2.8763444959167828e-08,0.21553660929203033|4.0157260627893265e-08,1,-4.8483414616384835e-08|Freefall
1499.9193115234375,208.56211853027344,-102.0424575805664|0.9775763154029846,-2.8598687862313454e-08,0.2105814516544342|4.579669266036035e-08,1,-7.679248881231615e-08|Freefall
1500.4896240234375,207.75169372558594,-101.91951751708984|0.978653073310852,-2.9782940558220616e-08,0.20551933348178864|5.247344958547728e-08,1,-1.0495536884036483e-07|Freefall
1501.0604248046875,206.8867645263672,-101.799560546875|0.9800317883491516,-3.2738494581963096e-08,0.19884102046489716|6.039507383093223e-08,1,-1.330238319496857e-07|Freefall
1501.4891357421875,206.2023162841797,-101.71234130859375|0.9817420840263367,-3.6742807907330644e-08,0.19021707773208618|6.729141688310847e-08,1,-1.5413971254929493e-07|Freefall
1502.2049560546875,204.99342346191406,-101.57341766357422|0.9832497835159302,-2.8533222007354198e-08,0.1822632998228073|4.888751448106632e-08,1,-1.0718238740992092e-07|Freefall
1502.778564453125,203.96499633789062,-101.46714782714844|0.9856655597686768,-2.7136014324469215e-08,0.16871115565299988|3.93982126922765e-08,1,-6.933414908871782e-08|Freefall
1503.353515625,202.882080078125,-101.36844635009766|0.9883841872215271,-3.5212927684824535e-08,0.15197603404521942|4.034694711663178e-08,1,-3.06979650588346e-08|Freefall
1503.9300537109375,201.74465942382812,-101.27949523925781|0.9906525611877441,-5.587749996038838e-08,0.13640916347503662|5.5191932801790244e-08,1,8.80783534995544e-09|Freefall
1504.3634033203125,200.85581970214844,-101.2193832397461|0.9935095906257629,-8.069540058386337e-08,0.11374832689762115|7.686671210649365e-08,1,3.80452505055473e-08|Freefall
1504.94287109375,199.62301635742188,-101.15213775634766|0.9954513311386108,-1.149811339473672e-07,0.09527123719453812|1.0904609126782816e-07,1,6.750260439503109e-08|Freefall
1505.5234375,198.33572387695312,-101.09636688232422|0.9974545240402222,-1.2350457723186992e-07,0.07130540162324905|1.1915604147816339e-07,1,6.523826101556551e-08|Freefall
1506.2508544921875,196.64996337890625,-101.04438018798828|0.998701274394989,-1.3553277256050933e-07,0.050948403775691986|1.3307040092058742e-07,1,5.172268657815948e-08|Freefall
1506.8333740234375,195.2400360107422,-101.01490020751953|0.9995739459991455,-1.2989254116746451e-07,0.029188597574830055|1.2919042546855053e-07,1,2.594063985839057e-08|Freefall
1507.23486328125,194.14683532714844,-101.00164794921875|0.9999682903289795,-1.004019765105113e-07,0.007961424067616463|1.0037619802005793e-07,1,3.6377312273572215e-09|Landed
1507.87939453125,192.72694396972656,-100.99537658691406|0.9999781250953674,-2.3705430507448e-08,-0.006615498103201389|2.3493798906315533e-08,1,-3.2068026456499865e-08|Landed
1508.3931884765625,192.675537109375,-100.997802734375|0.999784529209137,3.717301666483763e-08,-0.020756812766194344|-3.8421571701974244e-08,1,-5.975266503810417e-08|Running
1508.905517578125,192.64968872070312,-101.00736999511719|0.999396562576294,6.862794776907322e-08,-0.03473561629652977|-7.086376996312538e-08,1,-6.313570111160516e-08|Running
1509.4163818359375,192.52679443359375,-101.02405548095703|0.998637318611145,7.144161173755492e-08,-0.05218718200922012|-7.375565758138691e-08,1,-4.2415333467715755e-08|Running
1509.9251708984375,192.32992553710938,-101.04930877685547|0.9974502921104431,7.462384843393011e-08,-0.07136479765176773|-7.635531318328503e-08,1,-2.153410783023446e-08|Running
1510.4312744140625,192.07809448242188,-101.08403778076172|0.9957354664802551,7.820638359135046e-08,-0.09225459396839142|-7.858666606352926e-08,1,-4.893589977683632e-10|Running
1510.933349609375,191.7717742919922,-101.12896728515625|0.993779182434082,8.215359059704497e-08,-0.11136835813522339|-8.037682164285798e-08,1,2.0443696513439136e-08|Running
1511.430908203125,191.41094970703125,-101.18325805664062|0.9912267327308655,8.649658411741257e-08,-0.13217255473136902|-8.172440857379115e-08,1,4.1530334726758156e-08|Running
1511.922119140625,190.99562072753906,-101.24718475341797|0.9879701137542725,9.126576827611643e-08,-0.1546448916196823|-8.25525532377469e-08,1,6.276516728576098e-08|Running
1512.412353515625,191.87127685546875,-101.31237030029297|0.984204113483429,9.645795984170036e-08,-0.17703740298748016|-8.289681829865003e-08,1,8.39967668753161e-08|Jumping
1512.92529296875,192.6958465576172,-101.38778686523438|0.9806567430496216,9.779376597407463e-08,-0.19573546946048737|-7.897261156131208e-08,1,1.0396042426918939e-07|Freefall
1513.4718017578125,193.46592712402344,-101.48418426513672|0.9771825075149536,8.478167501380085e-08,-0.21240127086639404|-6.07638668270738e-08,1,1.1960514711972792e-07|Freefall
1514.0390625,194.18150329589844,-101.60496520996094|0.9743956327438354,5.933610935926481e-08,-0.22484037280082703|-3.069372667141579e-08,1,1.308851977910308e-07|Freefall
1514.6075439453125,194.8425750732422,-101.73603057861328|0.9726433157920837,2.7578607841860503e-08,-0.23230361938476562|4.9831818671464134e-09,1,1.3958226929844386e-07|Freefall
1515.1749267578125,195.44915771484375,-101.87159729003906|0.9720730781555176,-6.139866837173713e-09,-0.2346784621477127|4.188867563925669e-08,1,1.4734622766354732e-07|Freefall
1515.7418212890625,196.00123596191406,-102.00860595703125|0.9719846248626709,-4.00344148943077e-08,-0.23504438996315002|7.867496520930217e-08,1,1.5501939287787536e-07|Freefall
1516.3087158203125,196.49880981445312,-102.1457748413086|0.9719638228416443,-4.5886956456797634e-08,-0.23513054847717285|7.27775670839037e-08,1,1.0568683705969306e-07|Freefall
1516.8756103515625,196.94189453125,-102.28295135498047|0.9719614386558533,-5.173333050834117e-08,-0.23514042794704437|6.687101716806865e-08,1,5.6403408166261215e-08|Freefall
1517.4425048828125,197.33047485351562,-102.42012786865234|0.9719611406326294,-5.7574609968469304e-08,-0.2351416051387787|6.096837523728027e-08,1,7.162823667528073e-09|Freefall
1518.0093994140625,197.66455078125,-102.55731201171875|0.9723327159881592,-6.335757518627361e-08,-0.23360025882720947|5.5084917960357416e-08,1,-4.1937912698131186e-08|Freefall
1518.57666015625,197.94412231445312,-102.69364166259766|0.9727245569229126,-6.917660755334509e-08,-0.2319631576538086|4.9407859137318155e-08,1,-9.103327158754837e-08|Freefall
1519.14404296875,198.16920471191406,-102.82897186279297|0.973852276802063,-7.521784084474348e-08,-0.2271822839975357|4.456578039935266e-08,1,-1.4005209436618316e-07|Freefall
1519.712158203125,198.33978271484375,-102.96163177490234|0.9753519296646118,-5.368280042716833e-08,-0.22065488994121552|2.7824532011777592e-08,1,-1.2029686047299037e-07|Freefall
1520.281005859375,198.4558563232422,-103.09048461914062|0.9768529534339905,-3.4457546149724294e-08,-0.2139120250940323|1.3087726458138604e-08,1,-1.0131623184861382e-07|Freefall
1520.850830078125,198.51742553710938,-103.21536254882812|0.9789738655090332,-1.8588949046716152e-08,-0.2039857655763626|1.6285588433362364e-09,1,-8.331284107043757e-08|Freefall
1521.421875,198.52450561523438,-103.33454895019531|0.9800996780395508,-6.353802817216092e-09,-0.19850610196590424|-6.978106092958569e-09,1,-6.646164507628782e-08|Freefall
1521.99365234375,198.47708129882812,-103.45030975341797|0.9808529019355774,4.40518954647473e-09,-0.1947500854730606|-1.4430971084777866e-08,1,-5.006144121466605e-08|Freefall
1522.56591796875,198.37515258789062,-103.56390380859375|0.9812387228012085,1.4596075459394342e-08,-0.19279679656028748|-2.152152767109783e-08,1,-3.3826704992634404e-08|Freefall
1523.13818359375,198.21873474121094,-103.67633819580078|0.9815880656242371,2.4559849265415323e-08,-0.1910100281238556|-2.845902358217245e-08,1,-1.767022794751938e-08|Freefall
1523.7109375,198.0078125,-103.78776550292969|0.9816204309463501,3.4426623329864015e-08,-0.1908438503742218|-3.5365754769145497e-08,1,-1.514960046300473e-09|Freefall
1524.28369140625,197.7423858642578,-103.89906311035156|0.9822326898574829,4.41112000260091e-08,-0.18766701221466064|-4.21436538999842e-08,1,1.4474187182145215e-08|Freefall
1524.8564453125,197.42247009277344,-104.0086441040039|0.982860267162323,5.327883556560664e-08,-0.18435196578502655|-4.852595480997479e-08,1,3.029314044056264e-08|Freefall
1525.4296875,197.0480499267578,-104.1162338256836|0.9837815761566162,6.159438470376699e-08,-0.1793707311153412|-5.426233684602266e-08,1,4.578280510258992e-08|Freefall
1526.00341796875,196.61912536621094,-104.22097778320312|0.9852443933486938,6.794813600663474e-08,-0.17115335166454315|-5.844503903063014e-08,1,6.056257717546032e-08|Freefall
1526.578125,196.1356964111328,-104.32099914550781|0.9864205121994019,7.129199985911328e-08,-0.16423943638801575|-5.984284712212684e-08,1,7.465801843409281e-08|Freefall
1527.153564453125,195.5977783203125,-104.41685485839844|0.9873006939888,7.239110288992379e-08,-0.15886248648166656|-5.9110902839165647e-08,1,8.83208386426304e-08|Freefall
1527.7294921875,195.00535583496094,-104.50953674316406|0.9878855347633362,7.220389619533307e-08,-0.15518420934677124|-5.709694050892722e-08,1,1.0180579579355253e-07|Freefall
1528.3056640625,194.35842895507812,-104.60006713867188|0.9889084100723267,7.079336938886627e-08,-0.14852659404277802|-5.433983218949834e-08,1,1.1483632533781929e-07|Freefall
1528.8824462890625,193.65699768066406,-104.6868667602539|0.9901286959648132,6.683261233320081e-08,-0.14016103744506836|-4.94894827340886e-08,1,1.2722260578357236e-07|Freefall
1529.4599609375,192.9010772705078,-104.76879119873047|0.9919196963310242,5.773123845642658e-08,-0.1268673986196518|-4.051064905752355e-08,1,1.383170626922947e-07|Freefall
1530.0384521484375,192.0906524658203,-104.84308624267578|0.993573009967804,3.993739738916702e-08,-0.11319325119256973|-2.3353695866035196e-08,1,1.4783387314309948e-07|Freefall
1530.617919921875,191.22572326660156,-104.90929412841797|0.9948967099189758,1.3308059543248874e-08,-0.10089874267578125|2.4492132766340546e-09,1,1.560452886906205e-07|Freefall
1531.1983642578125,190.30630493164062,-104.96826934814453|0.9960613250732422,-2.09548360885492e-08,-0.08866682648658752|3.5575808965404576e-08,1,1.633175799042874e-07|Freefall
1531.6341552734375,189.5809783935547,-105.00740814208984|0.9973464012145996,-4.412043708157398e-08,-0.07280233502388|5.543274994579406e-08,1,1.533634161887676e-07|Freefall
1532.2159423828125,188.56617736816406,-105.05048370361328|0.9986779093742371,-6.556386722422758e-08,-0.051404643803834915|7.072205221447803e-08,1,9.852588078729241e-08|Freefall
1532.944091796875,187.22103881835938,-105.08805847167969|0.999510645866394,-1.2181580189007946e-07,-0.031281229108572006|1.2270498928046436e-07,1,2.6506041805873792e-08|Freefall
1533.527099609375,186.0836181640625,-105.10609436035156|0.9998730421066284,-1.3161933054561814e-07,-0.015934865921735764|1.3136705945271387e-07,1,-1.6878122011121377e-08|Freefall
1534.1104736328125,184.89169311523438,-105.11538696289062|0.9999179840087891,-1.302233556543797e-07,-0.012806284241378307|1.294993552392043e-07,1,-5.73639233891754e-08|Freefall
1534.6939697265625,183.645263671875,-105.12259674072266|0.9999259114265442,-1.2941022475843056e-07,-0.012170171365141869|1.2822360417885648e-07,1,-9.828233515918328e-08|Freefall
1535.2774658203125,182.34434509277344,-105.1296157836914|0.9999274015426636,-9.521488664177014e-08,-0.012051492929458618|9.403841261246271e-08,1,-9.818766955049796e-08|Freefall
1535.8609619140625,180.98892211914062,-105.13663482666016|0.9999275207519531,-4.9923102096727234e-08,-0.012037821114063263|4.89103264555979e-08,1,-8.442732024604993e-08|Freefall
1536.390380859375,179.57899475097656,-105.14300537109375|0.9999275803565979,-4.669879594132453e-09,-0.012036249972879887|3.819433214147239e-09,1,-7.068009466593139e-08|Landed
1536.9044189453125,178.30470275878906,-105.14920043945312|0.999904990196228,4.056764524307255e-08,-0.013782546855509281|-4.1356507551881805e-08,1,-5.695126858995536e-08|Landed
1537.4180908203125,178.1353302001953,-105.15614318847656|0.999904990196228,8.576646592928228e-08,-0.013782551512122154|-8.637045567638779e-08,1,-4.322762237052302e-08|Running
1537.9317626953125,178.0702667236328,-105.16322326660156|0.9998794198036194,9.520094579329452e-08,-0.015529138036072254|-9.557614788491264e-08,1,-2.3419064021368285e-08|Running
1538.4454345703125,177.94891357421875,-105.17106628417969|0.9998794198036194,6.889415260502574e-08,-0.015529138036072254|-6.88688359673506e-08,1,2.1649400050449685e-09|Running
1538.9591064453125,177.76451110839844,-105.17903137207031|0.9998794198036194,4.260984809434376e-08,-0.015529138036072254|-4.218435378788854e-08,1,2.772709706277965e-08|Running
1539.4727783203125,177.5254669189453,-105.18699645996094|0.9998794198036194,1.6348005615896e-08,-0.015529138036072254|-1.5522680030244373e-08,1,5.3267424249270334e-08|Running
1539.9864501953125,177.23191833496094,-105.19496154785156|0.9998794198036194,-9.89138815299384e-09,-0.015529138036072254|1.1116206621863967e-08,1,7.878593777377318e-08|Running
1540.4996337890625,176.88388061523438,-105.20292663574219|0.9998794198036194,-3.610835719314309e-08,-0.015529138036072254|3.7732323932004874e-08,1,1.0428266250528395e-07|Running
1541.0128173828125,176.48133850097656,-105.21089172363281|0.9998794198036194,-3.856676755731314e-08,-0.015529138036072254|3.983660690209945e-08,1,8.146204066861173e-08|Running
