Mt Freestyle|true|13238
3796.502685546875,219.02149963378906,-161.6503448486328|0.996471107006073,-6.392651386022408e-08,0.08393660187721252|7.043806249384943e-08,1,-7.461559903276793e-08|Running
3797.083740234375,219.02149963378906,-161.6013946533203|0.996471107006073,-3.8593146456378236e-08,0.08393660187721252|4.251220175888193e-08,1,-4.490335214768493e-08|Running
3797.664794921875,219.02149963378906,-161.5524444580078|0.996471107006073,-1.328141419065787e-08,0.08393660187721252|1.4610192167197056e-08,1,-1.5216484072766434e-08|Running
3798.245849609375,219.02149963378906,-161.5034942626953|0.996471107006073,1.2008701588683834e-08,0.08393660187721252|-1.3267989373844102e-08,1,1.444502917280488e-08|Running
3798.826904296875,219.18212890625,-161.4545440673828|0.996471107006073,3.727721775703685e-08,0.08393660187721252|-4.112236240416678e-08,1,4.4081211569846346e-08|Running
3799.407958984375,219.41653442382812,-161.4055938720703|0.996471107006073,6.252415829521851e-08,0.08393660187721252|-6.895295001640989e-08,1,7.369208532281846e-08|Running
3799.989013671875,219.74862670898438,-161.3566436767578|0.996471107006073,5.477592068814374e-08,0.08393660187721252|-6.040072264568153e-08,1,6.447312017598961e-08|Running
3800.570068359375,220.00302124023438,-161.3076934814453|0.996471107006073,3.60477905303469e-08,0.08393660187721252|-3.974129469952459e-08,1,4.2332693794833176e-08|Running
3801.151123046875,220.15318298339844,-161.2587432861328|0.996471107006073,1.7335651136818342e-08,0.08393660187721252|-1.9099509529496572e-08,1,2.0211178508589e-08|Running
3801.732177734375,220.23678588867188,-161.2097930908203|0.996471107006073,-1.360506485248436e-09,0.08393660187721252|1.5246480744579571e-09,1,-1.891443446311314e-09|Running
3802.313232421875,220.2825927734375,-161.1608428955078|0.996471107006073,-2.004069798999808e-08,0.08393660187721252|2.2131192878305228e-08,1,-2.397518983343616e-08|Running
3802.894287109375,220.30758666992188,-161.1118927001953|0.996471107006073,-3.870493969770905e-08,0.08393660187721252|4.272014209050212e-08,1,-4.604007131092658e-08|Running
3803.475341796875,220.32119750976562,-161.0629425048828|0.9968972206115723,-5.747714482140509e-08,0.07871400564908981|6.304967570258668e-08,1,-6.830932619550367e-08|Running
3804.056396484375,220.32861328125,-161.01658630371094|0.9980114102363586,-7.660160861178156e-08,0.0630335733294487|8.25218862132715e-08,1,-9.131920108984559e-08|Running
3804.638427734375,220.33265686035156,-160.9784698486328|0.9990382790565491,-5.0779927818211945e-08,0.04384717345237732|5.3487838158616796e-08,1,-6.058475321424339e-08|Running
3805.221435546875,220.33485412597656,-160.9512176513672|0.9994996786117554,-2.4573388657245232e-08,0.03162878006696701|2.550207689466788e-08,1,-2.895873940644833e-08|Running
3805.804443359375,220.33604431152344,-160.9316864013672|0.9997377991676331,1.8987571515083346e-09,0.022898545488715172|-1.9695156616705844e-09,1,3.067535780942876e-09|Running
3806.387451171875,220.33670043945312,-160.9175567626953|0.9998117089271545,2.8462848078447678e-08,0.01940542459487915|-2.915324692764898e-08,1,3.529474668084731e-08|Running
3806.970458984375,220.33705139160156,-160.9059295654297|0.9998440742492676,5.506133504695754e-08,0.017659427598118782|-5.626279886428165e-08,1,6.753842285434075e-08|Running
3807.553466796875,220.33726501464844,-160.89547729492188|0.9998733997344971,5.9527074824927695e-08,0.015913138166069984|-6.069249991469405e-08,1,7.275369995340952e-08|Running
3808.136474609375,220.33737182617188,-160.8860626220703|0.9998733997344971,4.1831469843600644e-08,0.01591266132891178|-4.264570918621757e-08,1,5.082981502368966e-08|Running
3808.57373046875,220.33741760253906,-160.8791046142578|0.9997762441635132,2.8657094475192935e-08,0.021152552217245102|-2.9386557187649487e-08,1,3.417497751456722e-08|Running
3809.302490234375,220.3374481201172,-160.8641357421875|0.999553382396698,6.962462606452391e-09,0.029883190989494324|-7.161576220937604e-09,1,6.5560352702220825e-09|Running
3809.885498046875,220.3374481201172,-160.8474578857422|0.9990382790565491,-1.006193439678782e-08,0.04384693503379822|1.0748058443255104e-08,1,-1.5412426890293318e-08|Running
3810.468505859375,220.3374481201172,-160.82310485839844|0.9983280301094055,-2.6754099380355e-08,0.0578029491007328|2.8947555463787467e-08,1,-3.710981388849177e-08|Running
3811.050537109375,220.3374481201172,-160.79061889648438|0.9976674318313599,-4.319181812206807e-08,0.06826233863830566|4.730470948288712e-08,1,-5.86348356534927e-08|Running
3811.632568359375,220.3374481201172,-160.75172424316406|0.9971661567687988,-5.9454514200751873e-08,0.07523046433925629|6.566767751792213e-08,1,-8.011474506020022e-08|Running
3812.214599609375,220.3374481201172,-160.70846557617188|0.9966161251068115,-6.517425532592824e-08,0.08219704777002335|7.261306933514788e-08,1,-8.75104504416413e-08|Running
3812.795654296875,220.3374481201172,-160.6611328125|0.9960175156593323,-4.0053475203194466e-08,0.0891578420996666|4.4963158529753855e-08,1,-5.305889771989314e-08|Running
3813.376708984375,220.3374481201172,-160.60971069335938|0.9955366849899292,-1.514467129482e-08,0.09437557309865952|1.7005159946847925e-08,1,-1.8909434018610227e-08|Running
3813.957763671875,220.3374481201172,-160.55511474609375|0.9950284361839294,9.551799351470436e-09,0.09959129244089127|-1.1107276876032302e-08,1,1.506413482843527e-08|Running
3814.537841796875,220.25228881835938,-160.49746704101562|0.9946744441986084,3.409953563959789e-08,0.10306649655103683|-3.9347025193592344e-08,1,4.88805120824054e-08|Running
3815.117919921875,220.02316284179688,-160.4376678466797|0.9946744441986084,5.862627006081311e-08,0.10306686162948608|-6.751013614803014e-08,1,8.270684048738985e-08|Running
3815.697998046875,219.7285614013672,-160.37754821777344|0.9946743845939636,4.442937040494144e-08,0.10306721925735474|-5.111516898637092e-08,1,6.222715143167079e-08|Running
3816.278076171875,219.37945556640625,-160.3174285888672|0.9950284957885742,3.016766214614108e-08,0.09959083050489426|-3.45164181680957e-08,1,4.19432062415126e-08|Running
3816.858154296875,218.97584533691406,-160.25904846191406|0.9952008724212646,1.5879786374739524e-08,0.09785305708646774|-1.8076121932608658e-08,1,2.1558715701530673e-08|Running
3817.438232421875,218.89266967773438,-160.20179748535156|0.9953703880310059,1.5658154772779653e-09,0.09611333161592484|-1.6854020401524394e-09,1,1.1630414409324885e-09|Running
3818.019287109375,218.9349365234375,-160.1455841064453|0.9953703880310059,-1.2735919874273804e-08,0.09611333161592484|1.465362942099091e-08,1,-1.924674819520078e-08|Running
3818.600341796875,218.9718017578125,-160.08949279785156|0.995536744594574,-2.7063597585197385e-08,0.09437473863363266|3.094505629519517e-08,1,-3.966465911275918e-08|Running
3819.181396484375,218.99404907226562,-160.0343017578125|0.9955366849899292,-4.1379017545750685e-08,0.09437533468008041|4.725619362488942e-08,1,-6.003956798394938e-08|Running
3819.762451171875,219.0065155029297,-159.979248046875|0.9953703880310059,-5.564410443525958e-08,0.09611368924379349|6.365814186892749e-08,1,-8.031448572864974e-08|Running
3820.33935546875,218.98226928710938,-159.92369079589844|0.9953703880310059,-6.035094202161417e-08,0.09611368924379349|6.902484983584145e-08,1,-8.692153841138861e-08|Running
3820.911376953125,218.90353393554688,-159.86846923828125|0.9953703284263611,-3.6427845628850264e-08,0.09611428529024124|4.1651414761645356e-08,1,-5.234117850250186e-08|Running
3821.468017578125,218.77029418945312,-159.81472778320312|0.9952009320259094,-1.258988557850671e-08,0.09785223007202148|1.439266306135778e-08,1,-1.7717596278998826e-08|Running
3822.021728515625,218.58255004882812,-159.76039123535156|0.9948530197143555,1.109818814626351e-08,0.1013285294175148|-1.287223749812938e-08,1,1.6854052375947504e-08|Running
3822.43701171875,218.40599060058594,-159.71835327148438|0.9944930076599121,2.8753703418260557e-08,0.10480275005102158|-3.3410739064265726e-08,1,4.268058617640236e-08|Running
3823.129150390625,218.05471801757812,-159.64573669433594|0.994308352470398,5.807323688600263e-08,0.10654057562351227|-6.758894954828065e-08,1,8.570461318413436e-08|Running
3823.682861328125,218.9303741455078,-159.58738708496094|0.9941206574440002,8.14413994021379e-08,0.1082778349518776|-9.499532893642026e-08,1,1.2001926563698362e-07|Jumping
3824.256103515625,219.75494384765625,-159.52545166015625|0.994120717048645,6.678990871478163e-08,0.10827735811471939|-7.790512057681553e-08,1,9.84249126645409e-08|Freefall
3824.8359375,220.5250244140625,-159.46231079101562|0.9941207766532898,5.215092357957474e-08,0.10827701538801193|-6.082953518671275e-08,1,7.684898406523644e-08|Freefall
3825.416015625,221.2406005859375,-159.39913940429688|0.994120717048645,3.752445465465826e-08,0.10827726125717163|-4.376858697696662e-08,1,5.5291444311933446e-08|Freefall
3825.99609375,221.90167236328125,-159.33596801757812|0.9941207766532898,2.291047707103644e-08,0.10827704519033432|-2.6722188906092015e-08,1,3.375234669533711e-08|Freefall
3826.576171875,222.5082550048828,-159.27279663085938|0.9941207766532898,8.308983723281926e-09,0.10827695578336716|-9.690360514014174e-09,1,1.2231636148385405e-08|Freefall
3827.15625,223.06033325195312,-159.20962524414062|0.9941207766532898,-6.280036046746318e-09,0.10827698558568954|7.326915074656881e-09,1,-9.270692657992186e-09|Freefall
3827.736328125,223.5579071044922,-159.14645385742188|0.9941207766532898,-2.085658934447565e-08,0.10827690362930298|2.4329647629883766e-08,1,-3.075465571100722e-08|Freefall
3828.31640625,224.00099182128906,-159.08328247070312|0.9941207766532898,-3.542068327533343e-08,0.10827674716711044|4.131783981620174e-08,1,-5.2220268997871244e-08|Freefall
3828.896484375,224.3895721435547,-159.02011108398438|0.9941207766532898,-4.997231783931966e-08,0.10827671736478806|5.82915049562871e-08,1,-7.36675431767253e-08|Freefall
3829.4765625,224.72364807128906,-158.95693969726562|0.9941207766532898,-6.451151080000272e-08,0.10827668756246567|7.525065370828088e-08,1,-9.509648890571043e-08|Freefall
3830.056640625,225.0032196044922,-158.89376831054688|0.9941207766532898,-7.903826571009631e-08,0.10827665030956268|9.21953002830378e-08,1,-1.1650712394839502e-07|Freefall
3830.63671875,225.22830200195312,-158.83059692382812|0.9941207766532898,-8.423484842978723e-08,0.10827673971652985|9.825669877727705e-08,1,-1.241649982830495e-07|Freefall
3831.216796875,225.3988800048828,-158.76742553710938|0.9941207766532898,-6.148567877062305e-08,0.10827670991420746|7.172051397219548e-08,1,-9.063051464863747e-08|Freefall
3831.796875,225.51495361328125,-158.70425415039062|0.9941207766532898,-3.875596732427766e-08,0.10827668011188507|4.52070203493804e-08,1,-5.712468009733129e-08|Freefall
3832.376953125,225.57652282714844,-158.64108276367188|0.9941207766532898,-1.6045701656253186e-08,0.10827676951885223|1.8716209027047626e-08,1,-2.364746443106469e-08|Freefall
3832.95703125,225.58360290527344,-158.57791137695312|0.9941207766532898,6.645141326089288e-09,0.10827673971652985|-7.751952857404376e-09,1,9.801148337373888e-09|Freefall
3833.537109375,225.5361785888672,-158.51473999023438|0.9941207766532898,2.9316577609961314e-08,0.10827670991420746|-3.419748040300874e-08,1,4.3221188406050715e-08|Freefall
3834.1171875,225.4342498779297,-158.45156860351562|0.9941207766532898,5.196861962986077e-08,0.10827668011188507|-6.062038693244176e-08,1,7.66126788676047e-08|Freefall
3834.697265625,225.27783203125,-158.38839721679688|0.9941207766532898,7.460128870206972e-08,0.10827676951885223|-8.702070886101865e-08,1,1.0997563748560424e-07|Freefall
3835.27734375,225.06690979003906,-158.32522583007812|0.9941207766532898,6.925154139025835e-08,0.10827673971652985|-8.078023938651313e-08,1,1.0208815126588888e-07|Freefall
3835.857421875,224.80148315429688,-158.26206970214844|0.9932307600975037,5.415604320546663e-08,0.11615778505802155|-6.385641171391399e-08,1,7.978896121585421e-08|Freefall
3836.291748046875,224.566650390625,-158.21165466308594|0.9913439154624939,4.027124944627758e-08,0.13129064440727234|-4.892492455610409e-08,1,6.268668784059628e-08|Freefall
3837.0146484375,224.10714721679688,-158.11643981933594|0.9888936281204224,2.0783605947372052e-09,0.1486249566078186|-7.517329869699552e-09,1,3.603351572678548e-08|Freefall
3837.591552734375,223.67822265625,-158.02969360351562|0.9868288040161133,-4.393067598584821e-08,0.1617678999900818|4.1790322313772776e-08,1,1.6633594057680057e-08|Freefall
3838.1669921875,223.19479370117188,-157.93531799316406|0.9855520725250244,-9.647060039696953e-08,0.1693725436925888|9.817281920732057e-08,1,-1.6757630838526438e-09|Freefall
3838.7421875,222.65687561035156,-157.83645629882812|0.985405683517456,-1.1809199662593528e-07,0.1702222228050232|1.223148302642585e-07,1,-1.4320907126830207e-08|Freefall
3839.3173828125,222.064453125,-157.7369842529297|0.985357940196991,-1.0697677765847402e-07,0.17049849033355713|1.1225186824503908e-07,1,-2.1299250363426836e-08|Freefall
3839.892578125,221.4175262451172,-157.6374969482422|0.9853523969650269,-9.587101601482573e-08,0.17053037881851196|1.0219498136621041e-07,1,-2.830616274707154e-08|Freefall
3840.4677734375,220.71609497070312,-157.5380096435547|0.9858876466751099,-8.488930092198643e-08,0.16740816831588745|9.215924023919797e-08,1,-3.565751427458963e-08|Freefall
3841.04296875,219.96017456054688,-157.4402313232422|0.9867045879364014,-7.458211825905892e-08,0.16252392530441284|8.268646922715561e-08,1,-4.310138734808788e-08|Freefall
3841.533203125,219.14974975585938,-157.35824584960938|0.9878787994384766,-6.501817040316382e-08,0.15522727370262146|7.376642230383368e-08,1,-5.059751728708761e-08|Landed
3841.9521484375,218.28482055664062,-157.2893829345703|0.9902224540710449,-5.55989529971157e-08,0.13949720561504364|6.44069260147262e-08,1,-5.862651519805695e-08|Landed
3842.361572265625,218.15463256835938,-157.2303009033203|0.9918566346168518,-4.6258840313839755e-08,0.12735922634601593|5.514748124824109e-08,1,-6.626576265489348e-08|Running
3842.770751953125,218.49668884277344,-157.1769561767578|0.9931371808052063,-3.698720618672269e-08,0.11695531010627747|4.592067526232313e-08,1,-7.368901577819997e-08|Running
3843.1806640625,218.83851623535156,-157.1280517578125|0.9937364459037781,-2.7754035514249153e-08,0.11174915730953217|3.701202189176911e-08,1,-8.0771613397701e-08|Running
3843.674560546875,219.12583923339844,-157.07154846191406|0.994120717048645,-1.8549215496932447e-08,0.10827729851007462|2.821508182648813e-08,1,-8.773752568913551e-08|Running
3844.228515625,219.35865783691406,-157.0092010498047|0.994308352470398,-9.362532971124438e-09,0.10654051601886749|1.9554475372274283e-08,1,-9.461795258403072e-08|Running
3844.701171875,219.21673583984375,-156.95730590820312|0.9944929480552673,-1.939887139812413e-10,0.1048034131526947|1.0889134927083433e-08,1,-1.0147741136279365e-07|Running
3845.212646484375,218.94593811035156,-156.90293884277344|0.9950284361839294,8.935719719715962e-09,0.09959100931882858|1.8645032184849697e-09,1,-1.083526868228546e-07|Running
3845.749755859375,218.9031219482422,-156.84873962402344|0.9958603382110596,1.80054442466826e-08,0.09089676290750504|-7.567408033537504e-09,1,-1.15178615089917e-07|Running
3846.30419921875,218.90228271484375,-156.79745483398438|0.9971661567687988,2.6971845201728684e-08,0.07523088902235031|-1.7855304790259652e-08,1,-1.2185338960080117e-07|Running
3846.882080078125,218.70899963378906,-156.75254821777344|0.9984275102615356,3.5810863607821375e-08,0.056058596819639206|-2.866418213898214e-08,1,-1.2828998308123118e-07|Running
3847.463134765625,219.57444763183594,-156.7085418701172|0.9996517300605774,4.445106682737787e-08,0.02639085426926613|-4.0924227562300075e-08,1,-1.3417873390153545e-07|Jumping
3848.0458984375,220.38539123535156,-156.68508911132812|0.9999728798866272,4.9137707236468486e-08,0.007362719625234604|-4.810549114608875e-08,1,-1.4037209439266007e-07|Freefall
3848.62890625,221.141845703125,-156.6798858642578|0.9999673962593079,4.0050814220649045e-08,-0.008076184429228306|-4.124472141597835e-08,1,-1.476641386943811e-07|Freefall
3849.2119140625,221.8437957763672,-156.68446350097656|0.9998725056648254,2.1490404122914697e-08,-0.015968965366482735|-2.3988738107050267e-08,1,-1.562577693903222e-07|Freefall
3849.794921875,222.49124145507812,-156.6938934326172|0.9997977018356323,1.4912071577555253e-10,-0.02011333405971527|-3.4758496081366275e-09,1,-1.653642129895161e-07|Freefall
3850.3779296875,223.08419799804688,-156.70570373535156|0.9997538328170776,-2.190840042715081e-08,-0.022186173126101494|1.803835480984617e-08,1,-1.7463516144289315e-07|Freefall
3850.9609375,223.62265014648438,-156.71868896484375|0.9997115731239319,-3.85028577909452e-08,-0.02401537261903286|3.4496753897883536e-08,1,-1.6722844975447515e-07|Freefall
3851.5439453125,224.10659790039062,-156.73268127441406|0.9996678829193115,-3.811195981029414e-08,-0.025770895183086395|3.529688186176827e-08,1,-1.0968962982360608e-07|Freefall
3852.126953125,224.5360565185547,-156.74769592285156|0.9996637105941772,-3.783194202355844e-08,-0.02593252621591091|3.649186197662857e-08,1,-5.214893761262829e-08|Freefall
3852.7099609375,224.9110107421875,-156.7628631591797|0.9995745420455933,-3.7481953540918767e-08,-0.029167305678129196|3.764988321108831e-08,1,5.208180997584577e-09|Freefall
3853.29296875,225.23146057128906,-156.77975463867188|0.9995686411857605,-3.7377194672671976e-08,-0.029368897899985313|3.923285873952409e-08,1,6.260844287453438e-08|Freefall
3853.8759765625,225.49742126464844,-156.79696655273438|0.9995653033256531,-3.728103692424156e-08,-0.02948228269815445|4.0835644199432863e-08,1,1.199654917627413e-07|Freefall
3854.458984375,225.70887756347656,-156.8141632080078|0.9995169043540955,-2.749843730498469e-08,-0.031080594286322594|3.137828485932914e-08,1,1.2434405505246104e-07|Freefall
3854.896240234375,225.83169555664062,-156.8276824951172|0.9995136260986328,-1.77940275847277e-08,-0.031185248866677284|2.1373862679752165e-08,1,1.1445920478081462e-07|Freefall
3855.625,225.96827697753906,-156.8504638671875|0.999512255191803,-1.6300167882121741e-09,-0.031229689717292786|4.6929753416691256e-09,1,9.800511691082647e-08|Freefall
3856.2080078125,226.01622009277344,-156.8686981201172|0.9994077086448669,1.1100994790069763e-08,-0.03441189229488373|-8.186833433398988e-09,1,8.482562208200761e-08|Freefall
3856.791015625,226.00967407226562,-156.88861083984375|0.9990951418876648,2.244191499300996e-08,-0.04253118112683296|-1.9414262197869903e-08,1,7.159970749626154e-08|Freefall
3857.3740234375,225.94862365722656,-156.91319274902344|0.9984419345855713,2.887340855295406e-08,-0.05580062419176102|-2.5677570292259588e-08,1,5.798942126489237e-08|Freefall
3857.956298828125,225.83306884765625,-156.94544982910156|0.9976886510848999,2.7297224036715306e-08,-0.06795080006122589|-2.4406903165186122e-08,1,4.3365670165940173e-08|Freefall
3858.538330078125,225.66302490234375,-156.98497009277344|0.9970294833183289,1.9313818100386015e-08,-0.07702048122882843|-1.7230297189030352e-08,1,2.7716055228665937e-08|Freefall
3859.120361328125,225.4384765625,-157.02989196777344|0.996574878692627,7.936564294652726e-09,-0.08269526064395905|-7.016328407161154e-09,1,1.1418643808269735e-08|Freefall
3859.701416015625,225.159423828125,-157.07815551757812|0.9963895678520203,-4.63262939121023e-09,-0.08489906787872314|4.210751303190818e-09,1,-5.148237836039016e-09|Freefall
3860.282470703125,224.8258819580078,-157.12774658203125|0.996363639831543,-1.7382637551577318e-08,-0.08520254492759705|1.5586021362423708e-08,1,-2.1751613843434825e-08|Freefall
3860.863525390625,224.43783569335938,-157.17747497558594|0.9960812926292419,-3.02960287967835e-08,-0.08844243735074997|2.700422463419727e-08,1,-3.8416235526028686e-08|Freefall
3861.444580078125,223.9952850341797,-157.2289581298828|0.9956302642822266,-4.3925243886633325e-08,-0.09338304400444031|3.8933848145461525e-08,1,-5.5272639798431555e-08|Freefall
3862.025634765625,223.4982452392578,-157.28330993652344|0.9951348900794983,-5.881175368926961e-08,-0.09852181375026703|5.1931550615336164e-08,1,-7.239874832976056e-08|Freefall
3862.60595703125,222.9467010498047,-157.3406982421875|0.9944401383399963,-7.5380981456874e-08,-0.10530314594507217|6.627553972293754e-08,1,-8.996808986694305e-08|Freefall
3863.18603515625,222.3406524658203,-157.40200805664062|0.9938639998435974,-9.391512634238097e-08,-0.11060887575149536|8.248900940088788e-08,1,-1.0787803006451213e-07|Freefall
3863.76611328125,221.6800994873047,-157.46649169921875|0.993264377117157,-1.139507048719679e-07,-0.11587022989988327|1.000088900582341e-07,1,-1.2613624278401403e-07|Freefall
3864.34521484375,220.9650421142578,-157.5340118408203|0.9930217266082764,-1.0897436908408054e-07,-0.11793144792318344|9.583573046256788e-08,1,-1.1707993508025538e-07|Freefall
3864.92431640625,220.19549560546875,-157.6028594970703|0.9929875731468201,-7.823096837000776e-08,-0.11821871250867844|6.918300954339429e-08,1,-8.063950218684113e-08|Freefall
3865.50341796875,219.37144470214844,-157.67189025878906|0.9929782748222351,-4.752693882892345e-08,-0.11829669773578644|4.259713648480101e-08,1,-4.420163079998929e-08|Freefall
3866.08251953125,218.49288940429688,-157.7409210205078|0.9929772019386292,-1.684962391834688e-08,-0.11830568313598633|1.6040766936953332e-08,1,-7.789214606646055e-09|Freefall
3866.66162109375,217.55984497070312,-157.80995178222656|0.9929770827293396,1.3801473741636983e-08,-0.1183067262172699|-1.0492474444845357e-08,1,2.859251502229654e-08|Freefall
3867.226318359375,217.4717559814453,-157.87722778320312|0.9929770827293396,4.4426386125451245e-08,-0.11830683052539825|-3.7003033526161744e-08,1,6.494319393368642e-08|Landed
3867.800537109375,217.80947875976562,-157.9456329345703|0.9929770827293396,7.502514165480534e-08,-0.11830683052539825|-6.349095116320314e-08,1,1.0126282035116674e-07|Landed
3868.37939453125,218.10116577148438,-158.01458740234375|0.9929770827293396,5.6397578163114304e-08,-0.11830683052539825|-4.807291276165415e-08,1,7.321872885768244e-08|Running
3868.95849609375,218.3084716796875,-158.0836181640625|0.9929771423339844,3.778592372327694e-08,-0.1183064728975296|-3.2668065585994555e-08,1,4.5198568443538534e-08|Running
3869.53759765625,218.46127319335938,-158.15264892578125|0.9933842420578003,1.9280994578707578e-08,-0.11483804136514664|-1.7433983146020182e-08,1,1.7087980808128123e-08|Running
3870.11669921875,218.55958557128906,-158.2216796875|0.9937794208526611,8.829122433162695e-10,-0.11136608570814133|-2.115010833136921e-09,1,-1.0945361950120969e-08|Running
3870.840576171875,218.6058349609375,-158.30796813964844|0.994162380695343,-2.1978644682008053e-08,-0.10789407044649124|1.712796837693986e-08,1,-4.588448021536351e-08|Running
3871.27490234375,218.5926971435547,-158.3597412109375|0.9952385425567627,-3.547794236169466e-08,-0.09746947139501572|2.9120879929678267e-08,1,-6.664363638719806e-08|Running
3871.7099609375,218.48341369628906,-158.40411376953125|0.9958953261375427,-4.883055737536779e-08,-0.09051260352134705|4.109147511144329e-08,1,-8.736628842598293e-08|Running
3872.436279296875,218.2224578857422,-158.4708251953125|0.9965034127235413,-5.209138009831804e-08,-0.08355215191841125|4.473864123610838e-08,1,-8.987408506300198e-08|Running
3873.16259765625,218.1916961669922,-158.5368194580078|0.9970628619194031,-2.7551685377602553e-08,-0.07658787071704865|2.423002598561652e-08,1,-4.429980648978926e-08|Running
3873.598388671875,218.1944122314453,-158.576416015625|0.997693657875061,-1.3068791382409017e-08,-0.06787732243537903|1.1945551214864736e-08,1,-1.6953976000877446e-08|Running
3874.179443359375,218.1983642578125,-158.62921142578125|0.9982484579086304,5.921565016109298e-09,-0.059160999953746796|-4.788104579489527e-09,1,1.9300673059774454e-08|Running
3874.760498046875,218.20233154296875,-158.6820068359375|0.9990550875663757,2.434225265801615e-08,-0.04346126690506935|-2.195777426550194e-08,1,5.53418111337578e-08|Running
3875.342529296875,218.00411987304688,-158.7113800048828|0.9996618032455444,4.2127467736463586e-08,-0.026005128398537636|-3.9773468074599805e-08,1,9.103778353392045e-08|Running
3875.86572265625,217.7209014892578,-158.72731018066406|0.9999945759773254,3.68833852348871e-08,-0.0033002367708832026|-3.662363567968896e-08,1,7.876641916482185e-08|Running
3876.372802734375,217.3831787109375,-158.74053955078125|0.9998440742492676,2.4817108368324625e-08,0.01765952818095684|-2.571914947679943e-08,1,5.08525168640972e-08|Running
3876.79296875,217.33053588867188,-158.75|0.9996517300605774,1.3000208021196613e-08,0.02639041468501091|-1.3625659711635763e-08,1,2.352014227824384e-08|Running
3877.0751953125,217.32949829101562,-158.75303649902344|0.9995534420013428,1.2892118483875947e-09,0.029882578179240227|-1.1818546141739716e-09,1,-3.6102991707309684e-09|Running
3877.28125,217.81202697753906,-158.7523651123047|0.9993830919265747,-1.0267918071349413e-08,0.03512024134397507|1.1352270234965545e-08,1,-3.067603060458168e-08|Running
3877.558349609375,218.33250427246094,-158.74671936035156|0.9992542862892151,-2.1719174014833698e-08,0.03861129656434059|2.3963860229514466e-08,1,-5.7672668418717876e-08|Running
3877.911865234375,218.79849243164062,-158.73731994628906|0.9991133213043213,-3.3064591065112836e-08,0.04210199788212776|3.66590064970751e-08,1,-8.460197875592712e-08|Running
3878.305419921875,219.20997619628906,-158.72596740722656|0.9991133213043213,-4.440031275976253e-08,0.04210199788212776|4.914214457585331e-08,1,-1.1159227852886033e-07|Running
3878.7998046875,219.56695556640625,-158.7075653076172|0.9991133213043213,-2.942958410301344e-08,0.04210199788212776|3.253574831774131e-08,1,-7.309190408477662e-08|Running
3879.259521484375,219.86944580078125,-158.68870544433594|0.9988790154457092,-1.4676887261089178e-08,0.04733635485172272|1.6326065832572567e-08,1,-3.445294538551025e-08|Running
3879.642578125,220.117431640625,-158.6727752685547|0.9980114102363586,-5.544826819914306e-10,0.0630330815911293|2.876333060619629e-10,1,4.24255564013265e-09|Running
3879.986328125,220.3109130859375,-158.6583709716797|0.9958603382110596,1.245020708751099e-08,0.09089668840169907|-1.6394881896530933e-08,1,4.2650682985367894e-08|Running
3880.40087890625,220.15835571289062,-158.63111877441406|0.9925106167793274,2.4188874903074975e-08,0.12215825170278549|-3.427727079952092e-08,1,8.048314725783712e-08|Running
3880.94091796875,219.88572692871094,-158.5718994140625|0.9887094497680664,2.5416525772925525e-08,0.1498451679944992|-3.8720088468835456e-08,1,8.586456345938132e-08|Running
3881.51123046875,220.76138305664062,-158.50299072265625|0.9844447374343872,1.7983486699790774e-08,0.1756945699453354|-2.8839217236509285e-08,1,5.9234206872815776e-08|Jumping
3882.083984375,221.58595275878906,-158.41172790527344|0.9793503284454346,3.287072170010674e-09,0.2021706998348236|-1.0339712197549034e-08,1,3.3828484902187483e-08|Freefall
3882.655517578125,222.3560333251953,-158.29588317871094|0.9720599055290222,-4.810947018540901e-08,0.23473291099071503|4.598378922082702e-08,1,1.4529168090859912e-08|Freefall
3883.222900390625,223.0716094970703,-158.16075134277344|0.9650357961654663,-1.1080317108280724e-07,0.26211822032928467|1.1316510750702946e-07,1,6.084242887283153e-09|Freefall
3883.785888671875,223.73268127441406,-158.00830078125|0.9608628749847412,-1.3131284504197538e-07,0.27702438831329346|1.3544304522383754e-07,1,4.225796601531329e-09|Freefall
3884.346435546875,224.33926391601562,-157.84654235839844|0.9599140882492065,-1.2485607214784977e-07,0.2802944779396057|1.2938039617438335e-07,1,2.3618393907298696e-09|Freefall
3884.906005859375,224.89134216308594,-157.68276977539062|0.9597265124320984,-1.1904820951258444e-07,0.280936062335968|1.2399368642945774e-07,1,1.7150128539533682e-10|Freefall
3885.465576171875,225.388916015625,-157.51882934570312|0.9596918821334839,-1.1325846571708098e-07,0.28105422854423523|1.1863057380878672e-07,1,-2.1004198380580874e-09|Freefall
3886.025146484375,225.83200073242188,-157.3549041748047|0.9592406749725342,-1.0750713386187272e-07,0.2825902998447418|1.1330435256695637e-07,1,-4.172155954051959e-09|Freefall
3886.56103515625,226.2205810546875,-157.1979217529297|0.9587174654006958,-1.0181505416539949e-07,0.2843603193759918|1.0804485128801389e-07,1,-6.222509174591551e-09|Freefall
3887.058837890625,226.55465698242188,-157.05210876464844|0.9582030773162842,-9.612831775029917e-08,0.2860889136791229|1.0279683237968129e-07,1,-8.290859554449526e-09|Freefall
3887.5185546875,226.834228515625,-156.91744995117188|0.9582018256187439,-9.04462496009728e-08,0.2860930263996124|9.754231200531649e-08,1,-1.0552403395536203e-08|Freefall
