MT Varsha|true|8344
237.24411010742188,521.2103881835938,-59.11286163330078|0.7360262870788574,-1.2808846427958542e-08,0.6769529581069946|-5.009229298025275e-08,1,7.338484664387579e-08|Running
237.5928192138672,521.458740234375,-58.79213333129883|0.7360262870788574,-8.16911605028281e-09,0.6769529581069946|-3.1981368664446563e-08,1,4.6839655709618455e-08|Running
237.85433959960938,521.6458129882812,-58.55158996582031|0.7360262870788574,-4.6919179652604726e-09,0.6769529581069946|-1.8408334412356453e-08,1,2.6945649267418048e-08|Running
238.2902069091797,521.950927734375,-58.15068435668945|0.7360262870788574,1.0984635423483269e-09,0.6769529581069946|4.194053548900456e-09,1,-6.182700129642171e-09|Running
238.55172729492188,522.1351928710938,-57.91014099121094|0.7360262870788574,4.569725930991808e-09,0.6769529581069946|1.7743893465649307e-08,1,-2.6042723533237222e-08|Running
238.9875946044922,522.4401245117188,-57.50923538208008|0.7360262870788574,1.0350218460075666e-08,0.6769529581069946|4.0307668314198963e-08,1,-5.91144804218402e-08|Running
239.33628845214844,522.6844482421875,-57.18851089477539|0.7360262870788574,1.4970165551631e-08,0.6769529581069946|5.8341338871059634e-08,1,-8.554645347658152e-08|Running
239.60011291503906,522.8707275390625,-56.94587326049805|0.7360262870788574,1.5851814083589488e-08,0.6769529581069946|6.179418932106273e-08,1,-9.060298822305413e-08|Running
240.03741455078125,523.1779174804688,-56.543678283691406|0.7360264658927917,8.722174094089041e-09,0.6769527792930603|3.4020938954881785e-08,1,-4.987420965107958e-08|Running
240.2912139892578,523.3680419921875,-56.31024932861328|0.7360262870788574,4.448039270243953e-09,0.6769529581069946|1.7371252880593602e-08,1,-2.5457808305873186e-08|Running
240.6243896484375,523.6279296875,-56.00381851196289|0.7360262870788574,-1.2465452003951327e-09,0.6769529581069946|-4.811740339505377e-09,1,7.073035934723748e-09|Running
240.95086669921875,523.8984375,-55.703548431396484|0.7360262870788574,-6.936261787160447e-09,0.6769529581069946|-2.6975774503057437e-08,1,3.957607574989197e-08|Running
241.26170349121094,524.1903686523438,-55.41764450073242|0.7360264658927917,-1.2621107714494428e-08,0.6769527792930603|-4.9120860268203614e-08,1,7.205134977539274e-08|Running
241.558837890625,524.50537109375,-55.14435577392578|0.7360264658927917,-1.5657917629141593e-08,0.6769527792930603|-6.095600468825069e-08,1,8.940527607137483e-08|Running
241.8420867919922,524.8432006835938,-54.883827209472656|0.7360262870788574,-1.076596234383942e-08,0.6769529581069946|-4.192114388956725e-08,1,6.148289344309887e-08|Running
242.134033203125,525.1981811523438,-54.61531066894531|0.7360262870788574,-5.878182385288255e-09,0.6769529581069946|-2.2902526097823284e-08,1,3.35843779453171e-08|Running
242.43470764160156,525.55859375,-54.3387565612793|0.7360262870788574,-9.945746448636328e-10,0.6769529581069946|-3.900165967962721e-09,1,5.709701600409289e-09|Running
242.74974060058594,525.9134521484375,-54.04900360107422|0.7360264658927917,3.88485554836393e-09,0.6769527792930603|1.5085957372207304e-08,1,-2.2141158240174263e-08|Running
243.0789794921875,526.2521362304688,-53.746192932128906|0.7360262870788574,8.760129510676506e-09,0.6769529581069946|3.4055858577630715e-08,1,-4.9968221560448e-08|Running
243.41439819335938,526.5704956054688,-53.43769073486328|0.7360262870788574,1.363123747211148e-08,0.6769529581069946|5.3009539868753563e-08,1,-7.77715101207832e-08|Running
243.7436065673828,526.878662109375,-53.1348991394043|0.7360262870788574,1.5891043148030803e-08,0.6769529581069946|6.180619038786972e-08,1,-9.067398565321128e-08|Running
244.0574951171875,527.1907348632812,-52.84619903564453|0.7360264658927917,1.0330841071493069e-08,0.6769527792930603|4.018579247144771e-08,1,-5.8953368409220275e-08|Running
244.43658447265625,527.5867919921875,-52.49752426147461|0.7360262870788574,3.387256253262194e-09,0.6769529581069946|1.3186314262725318e-08,1,-1.9340680168511426e-08|Running
244.67218017578125,527.8417358398438,-52.28083419799805|0.7372075915336609,-7.256626965990165e-10,0.675666332244873|-3.033326478885101e-09,1,4.383604590429968e-09|Running
245.06236267089844,528.265869140625,-51.923072814941406|0.7407383918762207,-7.326372397642444e-09,0.6717936396598816|-2.9963658221277e-08,1,4.39444534094946e-08|Running
245.3833465576172,528.6100463867188,-51.631507873535156|0.7454136610031128,-1.2337076249480106e-08,0.6666021347045898|-5.119786550267236e-08,1,7.575832938755411e-08|Running
245.6241912841797,528.873779296875,-51.415523529052734|0.751207172870636,-1.3573436596914235e-08,0.660066545009613|-5.698691296629477e-08,1,8.541928764316253e-08|Running
245.9473419189453,529.2156372070312,-51.13082504272461|0.7569432258605957,-9.440565662544032e-09,0.653480589389801|-3.900227341091522e-08,1,5.962391469438444e-08|Running
246.26815795898438,529.5492553710938,-50.853118896484375|0.7614907026290894,-5.528872915050442e-09,0.648175835609436|-2.1363019797604466e-08,1,3.362762512892914e-08|Running
246.69212341308594,529.941162109375,-50.49165344238281|0.7660008072853088,-9.159911718015223e-10,0.6428396105766296|3.7890066084678153e-10,1,9.734200112632152e-10|Running
246.9692840576172,530.1552124023438,-50.25846481323242|0.7704733610153198,1.6861608775897707e-09,0.6374722123146057|1.3278533828042782e-08,1,-1.8694018777409838e-08|Running
247.35745239257812,530.409912109375,-49.93662643432617|0.7726956605911255,5.044297868295189e-09,0.6347766518592834|3.0390747696174e-08,1,-4.494036787150435e-08|Running
247.75680541992188,530.6199951171875,-49.60820388793945|0.774908721446991,8.290808928279603e-09,0.632073163986206|4.7396479629924215e-08,1,-7.122395828673689e-08|Running
248.14578247070312,530.8104858398438,-49.29057312011719|0.7771118879318237,1.142585670521612e-08,0.6293625235557556|6.429567633858824e-08,1,-9.754440810638698e-08|Running
248.53587341308594,530.9981079101562,-48.97431564331055|0.7803993225097656,7.605278184996678e-09,0.6252815127372742|4.278071585872567e-08,1,-6.555658416118604e-08|Running
248.92987060546875,531.1810913085938,-48.65813446044922|0.7836650013923645,3.988837704582693e-09,0.6211836338043213|2.1451638687608465e-08,1,-3.348403510017306e-08|Running
249.33534240722656,531.3515014648438,-48.336219787597656|0.787986159324646,6.432629984232108e-10,0.6156929731369019|2.5012272808488945e-10,1,-1.3648949748201744e-09|Running
249.74920654296875,531.4957275390625,-48.01215362548828|0.7922685146331787,-2.4317532432149846e-09,0.6101726293563843|-2.0708547765480034e-08,1,3.0874023337901235e-08|Running
250.1654510498047,531.6166381835938,-47.69087600708008|0.7975673079490662,-5.1695816516428295e-09,0.6032299399375916|-4.136934350640331e-08,1,6.326678203549818e-08|Running
250.58726501464844,531.7178344726562,-47.37098693847656|0.8017625212669373,-7.637503962598657e-09,0.5976427793502808|-6.18396427398693e-08,1,9.573981429866762e-08|Running
251.0101318359375,531.80322265625,-47.055084228515625|0.8079820275306702,-5.130175839695994e-09,0.589207112789154|-4.345796256188805e-08,1,6.83009915292132e-08|Running
251.43411254882812,531.886962890625,-46.74488830566406|0.8151254653930664,-3.027411876743713e-09,0.5792844295501709|-2.525961839694446e-08,1,4.0769556619579816e-08|Running
251.85910034179688,531.9791870117188,-46.44167709350586|0.8211517333984375,-1.271345029252302e-09,0.5707098841667175|-7.485779107696544e-09,1,1.299838192636571e-08|Running
252.2802276611328,532.0939331054688,-46.147987365722656|0.8290464282035828,2.346196500968567e-11,0.5591797828674316|1.0026920627126401e-08,1,-1.490798773318147e-08|Running
252.71131896972656,532.2191162109375,-45.855926513671875|0.8348609209060669,9.724837601865488e-10,0.5504608750343323|2.7185658169059934e-08,1,-4.2998017590889503e-08|Running
253.15174865722656,532.330322265625,-45.56453323364258|0.8443483114242554,1.346452616068916e-09,0.5357946753501892|4.37312017709246e-08,1,-7.142814695271227e-08|Running
253.7122344970703,532.4404907226562,-45.20722579956055|0.8517528176307678,1.0953140616720702e-09,0.5239438414573669|5.524045221250162e-08,1,-9.189253091790306e-08|Running
254.0428466796875,532.5166015625,-45.002593994140625|0.8607741594314575,1.089870860226938e-09,0.5089870691299438|3.931015868374743e-08,1,-6.862067891688639e-08|Running
254.57737731933594,532.6862182617188,-44.68489074707031|0.8686690330505371,1.8173816895838968e-09,0.4953928291797638|1.4385541646788624e-08,1,-2.889354711044234e-08|Running
254.985595703125,532.8745727539062,-44.45075988769531|0.8771892189979553,3.052747166165659e-09,0.48014479875564575|-5.175808226454137e-09,1,3.0978486442734265e-09|Running
255.29042053222656,533.0422973632812,-44.282562255859375|0.8854418992996216,4.468371450627728e-09,0.4647500514984131|-1.940108873554891e-08,1,2.734839021911739e-08|Running
255.70510864257812,533.281982421875,-44.06349182128906|0.8902638554573059,6.745728420298747e-09,0.4554451107978821|-3.813941873431759e-08,1,5.974028027821987e-08|Running
256.1131896972656,533.5317993164062,-43.8538932800293|0.8918494582176208,9.151392532658065e-09,0.45233237743377686|-5.6940237413982686e-08,1,9.203569817373136e-08|Running
256.5218811035156,533.7876586914062,-43.646331787109375|0.8918495774269104,7.248960098849011e-09,0.45233216881752014|-4.7511221623608435e-08,1,7.76506823285672e-08|Running
257.0353698730469,534.1041259765625,-43.38591003417969|0.8918494582176208,3.0799975903050836e-09,0.45233237743377686|-2.3899952239503364e-08,1,4.031363332046567e-08|Running
257.4530029296875,534.3552856445312,-43.1740837097168|0.8918494582176208,-2.519583985893803e-10,0.45233237743377686|-5.029086036500985e-09,1,1.047271069865019e-08|Running
257.76708984375,534.5473022460938,-43.014793395996094|0.8918495774269104,-2.749058980455743e-09,0.45233216881752014|9.113484189526844e-09,1,-1.1891255979890047e-08|Running
258.2973937988281,534.8577880859375,-42.745826721191406|0.8918494582176208,-6.907321381532938e-09,0.45233237743377686|3.266429260406767e-08,1,-4.913269791018138e-08|Running
258.6194152832031,535.0408325195312,-42.58250427246094|0.8918494582176208,-9.40013933359296e-09,0.45233237743377686|4.678269505120625e-08,1,-7.145847291667451e-08|Running
259.3808288574219,535.429443359375,-42.196311950683594|0.8918494582176208,-9.536127443254827e-09,0.45233237743377686|4.990625868117604e-08,1,-7.731646434194772e-08|Running
259.8245849609375,535.6392211914062,-41.97124481201172|0.8918494582176208,-5.292262628131539e-09,0.45233237743377686|2.9006034907297362e-08,1,-4.549034215983738e-08|Running
260.1581726074219,535.7960815429688,-41.80205154418945|0.8918494582176208,-2.1117427806416345e-09,0.45233237743377686|1.3342591032028395e-08,1,-2.163860202131218e-08|Running
260.49169921875,535.9498901367188,-41.63287353515625|0.8918495774269104,1.0667459138247182e-09,0.45233216881752014|-2.3108217561684796e-09,1,2.1978527886545862e-09|Running
261.0475769042969,536.1913452148438,-41.35091018676758|0.8926382660865784,6.442113509308456e-09,0.4507737159729004|-2.8373699834105537e-08,1,4.1895379609968586e-08|Running
261.26239013671875,536.2945556640625,-41.242313385009766|0.8934242129325867,8.623582736788649e-09,0.4492138922214508|-3.871936371524498e-08,1,5.7810400022617614e-08|Running
261.903076171875,536.615234375,-40.920005798339844|0.8934242129325867,1.2998168763544982e-08,0.4492138922214508|-5.991266505134263e-08,1,9.022262048574703e-08|Running
262.2030029296875,536.8129272460938,-40.769195556640625|0.8894668817520142,1.0000526629028172e-08,0.45699962973594666|-4.6201318326666296e-08,1,6.80394762753167e-08|Running
262.67376708984375,537.1809692382812,-40.527984619140625|0.8886672854423523,5.084046517112029e-09,0.4585525095462799|-2.2179028391633437e-08,1,3.189543207327006e-08|Running
262.9633483886719,537.4176025390625,-40.37868118286133|0.8870599269866943,2.2270081334596625e-09,0.46165433526039124|-7.818069747145273e-09,1,1.01982973177428e-08|Running
263.34326171875,537.7437133789062,-40.18122863769531|0.8878650069236755,-1.6397018187674917e-09,0.4601040184497833|1.1481665396217977e-08,1,-1.8592462680544486e-08|Running
263.73016357421875,538.0629272460938,-39.98061752319336|0.8894670009613037,-5.623314258684786e-09,0.45699942111968994|3.0682070217835644e-08,1,-4.741225723137177e-08|Running
264.126708984375,538.3719482421875,-39.776611328125|0.8894670009613037,-9.603514428135895e-09,0.45699942111968994|4.993103175365832e-08,1,-7.61674741056595e-08|Running
264.54937744140625,538.6650390625,-39.5594482421875|0.8894670009613037,-1.16365015401243e-08,0.45699942111968994|5.93392108783064e-08,1,-9.003024104003998e-08|Running
264.97442626953125,538.946044921875,-39.341060638427734|0.8894670009613037,-7.838829141348924e-09,0.45699942111968994|3.927894809407917e-08,1,-5.929657476144712e-08|Running
265.61163330078125,539.3206176757812,-39.01364517211914|0.8894670009613037,-2.1484183321263117e-09,0.45699942111968994|9.220699759282525e-09,1,-1.3245289309793407e-08|Running
265.8276672363281,539.4437866210938,-38.90264892578125|0.8894670009613037,-2.5324209396160313e-10,0.45699942111968994|-7.90149834450915e-10,1,2.0920252197242917e-09|Running
266.2691650390625,539.6891479492188,-38.675804138183594|0.8894670009613037,3.534670334204293e-09,0.45699942111968994|-2.0799006961169653e-08,1,3.2746999778510144e-08|Running
266.5847473144531,539.8763427734375,-38.51364517211914|0.8894670009613037,6.373471528320351e-09,0.45699942111968994|-3.5794421648915886e-08,1,5.572104555540136e-08|Running
266.99029541015625,540.149169921875,-38.3052864074707|0.8894670009613037,1.0155701168912401e-08,0.45699942111968994|-5.577334860618066e-08,1,8.633020343040698e-08|Running
267.48236083984375,540.5186767578125,-38.05247116088867|0.8894670009613037,7.909886967638613e-09,0.45699942111968994|-4.2876280303971726e-08,1,6.614264691506833e-08|Running
267.8439025878906,540.8660888671875,-37.86671447753906|0.8894670009613037,4.721757207448718e-09,0.45699942111968994|-2.500244100644977e-08,1,3.833065775893374e-08|Running
268.2322998046875,541.2266845703125,-37.667144775390625|0.8894670009613037,1.536359373055518e-09,0.45699942111968994|-7.14387837774666e-09,1,1.054243092823981e-08|Running
268.6520080566406,541.556396484375,-37.45151901245117|0.8894670009613037,-1.6463110874553877e-09,0.45699942111968994|1.0699420904813906e-08,1,-1.7222058446009214e-08|Running
269.0879211425781,541.8456420898438,-37.227561950683594|0.8886672854423523,-4.768914596553486e-09,0.4585525095462799|2.855753500341507e-08,1,-4.494410532629445e-08|Running
269.5216979980469,542.1038208007812,-37.00387191772461|0.8862523436546326,-7.716940864099797e-09,0.4632027745246887|4.660545727119825e-08,1,-7.251091460602765e-08|Running
269.94635009765625,542.34912109375,-36.78234100341797|0.885441780090332,-1.0605167410915328e-08,0.4647502601146698|6.452964385061932e-08,1,-1.0012275453163966e-07|Running
270.36102294921875,542.5971069335938,-36.5648307800293|0.8838129043579102,-7.067873841748451e-09,0.4678405523300171|4.372217077275309e-08,1,-6.748954461954781e-08|Running
270.66436767578125,542.7931518554688,-36.404537200927734|0.8829941749572754,-4.467355818604801e-09,0.46938398480415344|2.7984247807921747e-08,1,-4.312582291277067e-08|Running
271.0741271972656,543.0596923828125,-36.186859130859375|0.8821731805801392,-1.0698136820863624e-09,0.47092512249946594|6.934292695603972e-09,1,-1.0718122389619111e-08|Running
271.4701232910156,543.3294677734375,-35.975608825683594|0.8788612484931946,2.0560131375191304e-09,0.4770774245262146|-1.4098153755526255e-08,1,2.1661699989294902e-08|Running
271.8517150878906,543.6060791015625,-35.76898956298828|0.8746611475944519,4.843248913033449e-09,0.4847348630428314|-3.5375943951976296e-08,1,5.3841219482819724e-08|Running
272.2427673339844,543.8828735351562,-35.552921295166016|0.8686690330505371,7.157855197448271e-09,0.49539288878440857|-5.710273498493734e-08,1,8.568051867996473e-08|Running
272.7227478027344,544.2353515625,-35.28013610839844|0.8589909672737122,4.799362685048436e-09,0.5119907259941101|-4.517704965678604e-08,1,6.642174099624754e-08|Running
273.0091552734375,544.45654296875,-35.11083221435547|0.8415290713310242,3.5376157558886234e-09,0.5402118563652039|-3.324705843965603e-08,1,4.524289565210893e-08|Running
273.38653564453125,544.756591796875,-34.8712158203125|0.8261048197746277,2.756393113756417e-09,0.5635164380073547|-1.5700242883553983e-08,1,1.8124854506140764e-08|Running
