MT Varsha|true|8344
160.63816833496094,521.7261352539062,-91.57486724853516|0.8016809821128845,-0.00001709569914964959,0.5977521538734436|0.00001333025920757791,1,0.00001072197574103484|Freefall
161.1723175048828,521.5015869140625,-91.59772491455078|0.8016799688339233,-0.00001708634772512596,0.5977534651756287|0.000013324412066140212,1,0.00001071417318598833|Freefall
161.83998107910156,521.1442260742188,-91.62631225585938|0.8170447945594788,-0.000017086857042158954,0.5765742063522339|0.000013586532077169977,1,0.0000103820993899717|Freefall
162.24061584472656,520.8889770507812,-91.6434555053711|0.785766065120697,-0.000017082815247704275,0.6185238361358643|0.000013053861948719714,1,0.000011035200259357225|Freefall
162.77476501464844,520.5009155273438,-91.66631317138672|0.8016798496246338,-0.000017087411833927035,0.597753643989563|0.000013328109162102919,1,0.000010710994502005633|Freefall
163.4424285888672,519.939208984375,-91.69490051269531|0.8170447945594788,-0.000017088412278098986,0.5765742063522339|0.000013586829481937457,1,0.000010384376764704939|Freefall
163.8430633544922,519.561279296875,-91.71204376220703|0.7857660055160522,-0.00001708343370410148,0.6185238361358643|0.000013053523616690654,1,0.000011036630894523114|Freefall
164.51072692871094,518.8633422851562,-91.74063110351562|0.817044734954834,-0.000017088290405808948,0.5765743255615234|0.000013588284673460294,1,0.000010382103027950507|Freefall
164.91136169433594,518.4037475585938,-91.75777435302734|0.7857661843299866,-0.00001708370473352261,0.6185236573219299|0.000013053552720521111,1,0.000011037030162697192|Freefall
165.4455108642578,517.7431640625,-91.78063201904297|0.8016798496246338,-0.00001708754280116409,0.597753643989563|0.000013327520719030872,1,0.000010711999493651092|Freefall
165.97811889648438,517.028076171875,-91.80171966552734|0.7532476782798767,-0.00000526632084074663,0.6577369570732117|0.000004473014087125193,1,0.0000028841827770520467|Landed
166.51097106933594,516.258544921875,-91.822998046875|0.7360857129096985,0.0000057273391576018184,0.6768883466720581|-0.000003963569724874105,1,-0.000004151071607338963|Landed
167.0438690185547,515.8983764648438,-91.8443374633789|0.7349861264228821,0.0000030173496270435862,0.6780821084976196|-0.000002242296204713057,1,-0.0000020193617729091784|Running
167.57676696777344,515.9119262695312,-91.86568450927734|0.7348588705062866,1.2492401424424315e-07,0.6782200932502747|-1.2739467081246403e-07,1,-4.616039817051387e-08|Running
168.1096649169922,515.9491577148438,-91.88703155517578|0.7348442673683167,-3.162758446251246e-07,0.6782358884811401|2.2597144777591893e-07,1,2.2148937262045365e-07|Running
168.64256286621094,515.97412109375,-91.90836334228516|0.7348425388336182,-1.3290245703956316e-07,0.6782377362251282|1.0739212541466259e-07,1,7.959769021681495e-08|Running
169.1754608154297,515.9884643554688,-91.92969512939453|0.7360259294509888,3.0647655080429104e-08,0.6769533753395081|-8.744635571211745e-10,1,-4.432214595340156e-08|Running
169.70835876464844,515.9964599609375,-91.95183563232422|0.7372071743011475,8.182917810017898e-08,0.6756667494773865|-4.718270929515711e-08,1,-6.962862642012624e-08|Running
170.37440490722656,516.0015258789062,-91.98070526123047|0.7383863925933838,1.0607214306901369e-07,0.6743779182434082|-7.79859519184356e-08,1,-7.190089945652289e-08|Running
170.77398681640625,516.0031127929688,-91.99867248535156|0.7407378554344177,7.870320217762128e-08,0.6717941761016846|-6.357948478807884e-08,1,-4.704933687094126e-08|Running
171.30670166015625,516.00439453125,-92.0243911743164|0.7465766668319702,4.233721995205997e-08,0.6652994155883789|-4.445965373633953e-08,1,-1.3745212079641078e-08|Running
171.97230529785156,516.0052490234375,-92.06200408935547|0.7488961815834045,-3.026330963606938e-09,0.6626873016357422|-2.012045641208715e-08,1,2.730467940637027e-08|Running
172.37158203125,516.0054931640625,-92.08612060546875|0.7500528693199158,-3.0206013690303735e-08,0.6613778471946716|-5.453059337412469e-09,1,5.185552254260983e-08|Running
172.90386962890625,516.0057373046875,-92.1194076538086|0.7546553015708923,-6.633645455167425e-08,0.6561214327812195|1.4387677715888003e-08,1,8.455555899899991e-08|Running
173.43592834472656,516.0057373046875,-92.15601348876953|0.7592208981513977,-8.72562750942052e-08,0.650833010673523|2.8818424979704105e-08,1,1.0045084053444953e-07|Running
173.96774291992188,516.0057373046875,-92.19633483886719|0.7637497782707214,-6.305621269575568e-08,0.6455124020576477|2.649129804410677e-08,1,6.634029858787471e-08|Running
174.49925231933594,516.0057373046875,-92.2403793334961|0.7682413458824158,-3.904455425640663e-08,0.6401602625846863|2.3928473424916774e-08,1,3.227583889042762e-08|Running
175.16322326660156,516.0057373046875,-92.30018615722656|0.7704731225967407,-9.164107694914492e-09,0.6374725103378296|2.0262577393737047e-08,1,-1.01144168596079e-08|Running
175.6942138671875,516.0057373046875,-92.35005950927734|0.77158522605896,1.4675114456963456e-08,0.636125922203064|1.7224966342155312e-08,1,-4.396243369342301e-08|Running
176.09239196777344,516.0057373046875,-92.38823699951172|0.7693585157394409,3.2604329902596874e-08,0.6388172507286072|1.5115178442215438e-08,1,-6.924252460294156e-08|Running
176.75619506835938,516.0057373046875,-92.45003509521484|0.7693585157394409,6.246082762118021e-08,0.6388172507286072|1.134633009769459e-08,1,-1.1144067713075856e-07|Running
177.28726196289062,516.0057373046875,-92.49925994873047|0.7693585157394409,5.392283952687649e-08,0.6388172507286072|5.414328541064606e-09,1,-9.093116659641964e-08|Running
177.68556213378906,516.0057373046875,-92.53617858886719|0.7693585157394409,3.9426666376130015e-08,0.6388172507286072|2.389299313954041e-10,1,-6.200598079431074e-08|Running
178.2166290283203,516.0057373046875,-92.58540344238281|0.7693585157394409,2.0112882026523948e-08,0.6388172507286072|-6.6564491696397e-09,1,-2.3467880083671844e-08|Running
178.74769592285156,516.0057373046875,-92.63462829589844|0.7693585157394409,8.155934261289133e-10,0.6388172507286072|-1.3545942145753997e-08,1,1.503731006380349e-08|Running
179.41152954101562,516.0057373046875,-92.69615936279297|0.7693585157394409,-2.3282844097138877e-08,0.6388172507286072|-2.2149540868099393e-08,1,6.312256317642095e-08|Running
179.80982971191406,516.0057373046875,-92.73307800292969|0.7693585157394409,-3.772955636804909e-08,0.6388172507286072|-2.7307292427281027e-08,1,9.194907590881485e-08|Running
180.3408966064453,516.0057373046875,-92.78230285644531|0.7693585157394409,-4.1458658728288356e-08,0.6388172507286072|-2.527582587674715e-08,1,9.533999190125542e-08|Running
181.00473022460938,516.0057373046875,-92.84383392333984|0.7693585157394409,-2.6727438040552443e-08,0.6388172507286072|-1.1615705730605441e-08,1,5.582829842865067e-08|Running
181.4030303955078,516.0057373046875,-92.88075256347656|0.7693585157394409,-1.7896251591764667e-08,0.6388172507286072|-3.426631201008945e-09,1,3.214152499708689e-08|Running
181.93409729003906,516.0057373046875,-92.92997741699219|0.7693585157394409,-6.130136398496688e-09,0.6388172507286072|7.483975217326133e-09,1,5.827590632279112e-10|Running
182.4651641845703,516.0057373046875,-92.97920227050781|0.7693585157394409,5.6259286118631735e-09,0.6388172507286072|1.838526664244e-08,1,-3.094905309808382e-08|Running
183.12899780273438,516.0057373046875,-93.04073333740234|0.7704731225967407,2.0238749343093332e-08,0.6374724507331848|3.1944701106567663e-08,1,-7.035799143295662e-08|Running
183.52723693847656,516.0057373046875,-93.07821655273438|0.7715855836868286,2.8958066167206198e-08,0.6361255645751953|3.998287567696934e-08,1,-9.40196116516745e-08|Running
184.05807495117188,515.9992065429688,-93.129150390625|0.7726954817771912,2.966877943322288e-08,0.6347768306732178|3.742803045270193e-08,1,-9.22989684681852e-08|Running
184.7213134765625,515.9803466796875,-93.1939926147461|0.7749081254005432,1.7160305176844304e-08,0.6320739388465881|1.7548991593230312e-08,1,-4.866386760227215e-08|Running
185.11891174316406,515.963134765625,-93.23409271240234|0.7760112285614014,9.710109161176206e-09,0.6307191252708435|5.74011771448113e-09,1,-2.2457706805312228e-08|Running
185.6488800048828,515.9386596679688,-93.28868103027344|0.7771116495132446,-1.5146110754482578e-10,0.6293627619743347|-9.919198795671491e-09,1,1.2488482248329547e-08|Running
186.178955078125,515.919921875,-93.34422302246094|0.7803986668586731,-9.810793955011832e-09,0.6252822875976562|-2.5460360930651404e-08,1,4.746660309251638e-08|Running
186.708984375,515.9078369140625,-93.40229797363281|0.7836647033691406,-1.9267931250510628e-08,0.6211840510368347|-4.080467519429476e-08,1,8.249586613828797e-08|Running
187.37123107910156,515.9012451171875,-93.47846984863281|0.787985622882843,-1.9184353661216846e-08,0.6156936287879944|-3.732887776664029e-08,1,7.89336951356745e-08|Running
187.76829528808594,515.8977661132812,-93.52667236328125|0.7922681570053101,-1.4670799686200553e-08,0.6101731061935425|-2.6093191607401423e-08,1,5.7923898566514254e-08|Running
188.4287109375,515.866943359375,-93.6118392944336|0.7943949103355408,-7.290624104427934e-09,0.6074016094207764|-8.100424331303202e-09,1,2.259717390984406e-08|Running
188.8236846923828,515.8327026367188,-93.66426086425781|0.795454740524292,-2.9070834628441844e-09,0.6060129404067993|2.6040825051865113e-09,1,1.3789368535910285e-09|Running
189.349853515625,515.7821655273438,-93.73523712158203|0.7965117692947388,2.878923321958382e-09,0.604623019695282|1.6815866032970916e-08,1,-2.691422196221538e-08|Running
190.0073699951172,515.7186889648438,-93.82514190673828|0.7965117692947388,1.0104468373128839e-08,0.604623019695282|3.456051800299065e-08,1,-6.224097859330868e-08|Running
190.53414916992188,515.6771240234375,-93.89728546142578|0.7975668907165527,1.5825069255015478e-08,0.6032304763793945|4.8633790328267423e-08,1,-9.053549376858427e-08|Running
190.91500854492188,515.6943969726562,-93.89655303955078|0.7996694445610046,1.7182806288928987e-08,0.6004404425621033|5.0736510104343324e-08,1,-9.618813123779546e-08|Running
191.3891143798828,515.7369384765625,-93.7676773071289|0.8028048872947693,1.160329787808223e-08,0.59624183177948|3.1573044623200985e-08,1,-6.197198842983198e-08|Running
191.93142700195312,515.8080444335938,-93.42076873779297|0.8079814910888672,5.059097141213442e-09,0.5892078280448914|7.729643591858348e-09,1,-1.918593994787443e-08|Running
192.2491455078125,515.8790893554688,-93.18878936767578|0.8120784759521484,1.3392558173563884e-09,0.5835482478141785|-6.373226835165724e-09,1,6.574099931100363e-09|Running
192.67703247070312,515.9585571289062,-92.88063049316406|0.8161358833312988,-3.3456764025885377e-09,0.5778599977493286|-2.493805340009203e-08,1,4.1010828510934516e-08|Running
193.10745239257812,516.0352172851562,-92.5751953125|0.8191528916358948,-7.82326115000842e-09,0.5735751986503601|-4.3317804454545694e-08,1,7.550389824473314e-08|Running
193.5430145263672,516.077880859375,-92.26970672607422|0.8221474885940552,-1.0308908393596994e-08,0.5692746043205261|-5.265578550961436e-08,1,9.415443713578497e-08|Running
193.98065185546875,516.045166015625,-91.9661636352539|0.8241308331489563,-7.557840575600494e-09,0.5663995146751404|-3.552926486349861e-08,1,6.503996274886958e-08|Running
194.52947998046875,515.9425048828125,-91.58861541748047|0.8251190185546875,-4.195751301949713e-09,0.564958930015564|-1.4439101470031801e-08,1,2.8514866912132675e-08|Running
194.96934509277344,515.9219970703125,-91.28726959228516|0.8251190185546875,-1.508672187178206e-09,0.564958930015564|2.325960979376873e-09,1,-7.266413581952236e-10|Running
195.29937744140625,515.9193725585938,-91.06129455566406|0.8261044025421143,4.6114886909087716e-10,0.5635170340538025|1.4889081079161315e-08,1,-2.2645428643386367e-08|Running
195.8500213623047,515.9197387695312,-90.68550872802734|0.8270875811576843,3.6681262471915943e-09,0.5620730519294739|3.577223495199178e-08,1,-5.9164726451399474e-08|Running
196.1807403564453,515.9329223632812,-90.46060180664062|0.8280683159828186,5.5467439530332285e-09,0.5606271624565125|4.821171373237121e-08,1,-8.110441029884896e-08|Running
196.62222290039062,515.9624633789062,-90.1615219116211|0.8280683159828186,6.8867564984032015e-09,0.5606271624565125|5.580009343475467e-08,1,-9.470294770608234e-08|Running
197.17420959472656,516.0023803710938,-89.78779602050781|0.8280680775642395,4.201440972906312e-09,0.5606275796890259|3.108360857595471e-08,1,-5.340583442148272e-08|Running
197.6158447265625,516.0318603515625,-89.48880004882812|0.8280683159828186,2.0552626267544838e-09,0.5606271624565125|1.1329373883484095e-08,1,-2.039993596270051e-08|Running
198.05743408203125,516.0496215820312,-89.1898422241211|0.8280680775642395,-8.911198862149305e-11,0.5606275796890259|-8.407937457377557e-09,1,1.2577791252965653e-08|Running
198.49891662597656,516.052490234375,-88.89094543457031|0.8280680775642395,-2.2316617442896813e-09,0.5606275796890259|-2.812839383636856e-08,1,4.552734722551577e-08|Running
198.82994079589844,516.0392456054688,-88.66683959960938|0.8280683159828186,-3.837371309600712e-09,0.5606271624565125|-4.2907647213041855e-08,1,7.02210627423483e-08|Running
199.3817138671875,516.0187377929688,-88.29327392578125|0.8280683159828186,-4.743113901639617e-09,0.5606271624565125|-4.939997211295122e-08,1,8.142607299532756e-08|Running
199.712890625,516.0116577148438,-88.0690689086914|0.8280680775642395,-3.6952239046428303e-09,0.5606275796890259|-3.6990439156170396e-08,1,6.122750306758462e-08|Running
200.26492309570312,516.0060424804688,-87.69534301757812|0.8280680775642395,-1.9502128800752416e-09,0.5606275796890259|-1.632549739838396e-08,1,2.759200157242958e-08|Running
200.70657348632812,515.99853515625,-87.39633178710938|0.8280680775642395,-5.555366167087072e-10,0.5606275796890259|1.9056563271835358e-10,1,7.094466125678878e-10|Running
201.14822387695312,516.000732421875,-87.09732055664062|0.8280680775642395,8.379528737556541e-10,0.5606275796890259|1.6692515814042963e-08,1,-2.6150145160386273e-08|Running
201.58987426757812,516.0029296875,-86.79830932617188|0.8280680775642395,2.230255757851296e-09,0.5606275796890259|3.318036334576391e-08,1,-5.2986791843068204e-08|Running
201.92111206054688,516.0040283203125,-86.57405090332031|0.8280680775642395,3.273703086392743e-09,0.5606275796890259|4.553700705400843e-08,1,-7.30992297803823e-08|Running
202.36276245117188,516.0048828125,-86.27503967285156|0.8280680775642395,4.663931019166512e-09,0.5606275796890259|6.200021118729637e-08,1,-9.989577165470109e-08|Running
202.80441284179688,516.00537109375,-85.97602844238281|0.8280680775642395,3.2076135081382517e-09,0.5606275796890259|4.146474097410646e-08,1,-6.696645726833594e-08|Running
203.24606323242188,516.005615234375,-85.67701721191406|0.8280680775642395,1.752534450893961e-09,0.5606275796890259|2.0946821166489826e-08,1,-3.406526971616586e-08|Running
203.68771362304688,516.0057373046875,-85.37800598144531|0.8280680775642395,2.986938751892154e-10,0.5606275796890259|4.464331959663781e-10,1,-1.1921835740835718e-09|Running
204.12936401367188,516.0057373046875,-85.07899475097656|0.8280680775642395,-1.1539090793988294e-09,0.5606275796890259|-2.003643650994036e-08,1,3.165281725614477e-08|Running
204.57101440429688,516.0057373046875,-84.77998352050781|0.8280680775642395,-2.605282656276131e-09,0.5606275796890259|-4.050180280046334e-08,1,6.446977351970418e-08|Running
205.01266479492188,516.0057373046875,-84.48097229003906|0.8280680775642395,-4.0554293256889196e-09,0.5606275796890259|-6.094968085790242e-08,1,9.725871308319256e-08|Running
205.45431518554688,516.0057373046875,-84.18196105957031|0.8280680775642395,-2.9297344550371918e-09,0.5606275796890259|-4.3246778602679115e-08,1,6.910293848250149e-08|Running
205.89596557617188,516.0057373046875,-83.88294982910156|0.8280680775642395,-1.8049900463168456e-09,0.5606275796890259|-2.55590020259433e-08,1,4.0971197989847497e-08|Running
206.33761596679688,516.0057373046875,-83.58393859863281|0.8280680775642395,-6.811956554386711e-10,0.5606275796890259|-7.886340469553943e-09,1,1.2863481835267976e-08|Running
206.77926635742188,516.0057373046875,-83.28492736816406|0.8280680775642395,4.416433607712378e-10,0.5606275796890259|9.771220277343673e-09,1,-1.522022685662705e-08|Running
207.22091674804688,516.0057373046875,-82.98591613769531|0.8280680775642395,1.5635271966019104e-09,0.5606275796890259|2.7413690872890584e-08,1,-4.327994318487072e-08|Running
207.66256713867188,516.0057373046875,-82.68690490722656|0.8280680775642395,2.684455546742015e-09,0.5606275796890259|4.504109085701202e-08,1,-7.131568935392352e-08|Running
208.10421752929688,516.0057373046875,-82.38789367675781|0.8280680775642395,3.804430104281664e-09,0.5606275796890259|6.265342733513535e-08,1,-9.932749378549488e-08|Running
208.54586791992188,516.0057373046875,-82.08888244628906|0.828068196773529,2.608297799966408e-09,0.5606274008750916|4.247016249792068e-08,1,-6.738252267268763e-08|Running
208.98751831054688,516.0057373046875,-81.78987121582031|0.828068196773529,1.4131837922093382e-09,0.5606274008750916|2.2304165625541827e-08,1,-3.546482574279253e-08|Running
209.42916870117188,516.0057373046875,-81.49085998535156|0.828068196773529,2.190880532548789e-10,0.5606274008750916|2.1553976381483153e-09,1,-3.5743958903822204e-09|Running
209.98123168945312,516.0057373046875,-81.11709594726562|0.8290463089942932,-1.1898445562152915e-09,0.559179961681366|-2.301259627301988e-08,1,3.624656486067579e-08|Running
210.42330932617188,516.0057373046875,-80.8187484741211|0.8290463089942932,-2.3159083539781022e-09,0.559179961681366|-4.3122646786741825e-08,1,6.807572106026782e-08|Running
210.75491333007812,516.0057373046875,-80.59507751464844|0.8290463089942932,-3.1598275107569407e-09,0.559179961681366|-5.819390835881677e-08,1,9.192974914640217e-08|Running
211.19705200195312,516.0057373046875,-80.29685974121094|0.8290463089942932,-2.6785327289502447e-09,0.559179961681366|-4.8955829612395974e-08,1,7.737255458550862e-08|Running
211.63919067382812,516.0057373046875,-79.99864196777344|0.8290463089942932,-1.662646131883605e-09,0.559179961681366|-2.9957128333535366e-08,1,4.7388130752779034e-08|Running
212.19186401367188,516.0057373046875,-79.62586975097656|0.8290463089942932,-3.940041903849334e-10,0.559179961681366|-6.2315814730595775e-09,1,9.943621037677985e-09|Running
212.63400268554688,516.0057373046875,-79.32765197753906|0.8290463089942932,6.199367685866264e-10,0.559179961681366|1.2730613896394516e-08,1,-1.9983199095463533e-08|Running
213.07614135742188,516.0057373046875,-79.02943420410156|0.8290463089942932,1.63301294708873e-09,0.559179961681366|3.167660622693802e-08,1,-4.988445567732924e-08|Running
213.51828002929688,516.0057373046875,-78.73121643066406|0.8290463089942932,2.645229590925169e-09,0.559179961681366|5.060641328213933e-08,1,-7.976017002420122e-08|Running
213.84988403320312,516.0057373046875,-78.50755310058594|0.8290463089942932,3.403822779191046e-09,0.559179961681366|6.479315572960331e-08,1,-1.0215021006843017e-07|Running
214.29202270507812,516.0057373046875,-78.20933532714844|0.8290463089942932,2.3392030534807873e-09,0.559179961681366|4.433076483678633e-08,1,-6.990855183630629e-08|Running
214.73289489746094,516.0164794921875,-77.91197204589844|0.8290463089942932,1.2754891587363204e-09,0.559179961681366|2.3885858624339562e-08,1,-3.769443424062047e-08|Running
215.16690063476562,516.0640258789062,-77.6192398071289|0.8270877003669739,7.955740927156896e-11,0.5620728731155396|3.58997676030981e-09,1,-5.4241775515606605e-09|Running
215.56796264648438,516.1796875,-77.3470230102539|0.8241310119628906,-1.314836906018968e-09,0.5663992762565613|-1.6791622314826782e-08,1,2.6753800952405982e-08|Running
215.93971252441406,516.3648071289062,-77.09198760986328|0.8171440362930298,-3.1729399108115786e-09,0.576433539390564|-3.7510034189836006e-08,1,5.8678125469668885e-08|Running
216.30526733398438,516.5985107421875,-76.8351058959961|0.8171440362930298,-5.029464400507777e-09,0.576433539390564|-5.788513490756486e-08,1,9.078229368242319e-08|Running
216.67984008789062,516.8545532226562,-76.57090759277344|0.8171440362930298,-4.302316725102173e-09,0.576433539390564|-4.8925201667771034e-08,1,7.68193615385826e-08|Running
217.0695037841797,517.1116333007812,-76.29601287841797|0.8171440362930298,-2.71545119723271e-09,0.576433539390564|-3.02045783939775e-08,1,4.752836346710865e-08|Running
217.46453857421875,517.3590087890625,-76.01734161376953|0.8171440362930298,-1.1299272628662038e-09,0.576433539390564|-1.1499973417983256e-08,1,1.8262404921642883e-08|Running
217.8600616455078,517.59765625,-75.73831939697266|0.8171440362930298,4.542534126628084e-10,0.576433539390564|7.18863013560167e-09,1,-1.0978541631345706e-08|Running
218.2509002685547,517.8347778320312,-75.46259307861328|0.8171440362930298,2.0370922726442586e-09,0.576433539390564|2.5861245589453574e-08,1,-4.0194496619960773e-08|Running
218.63092041015625,518.0787963867188,-75.19451904296875|0.8171440362930298,3.6185912044572888e-09,0.576433539390564|4.451788271353507e-08,1,-6.938547159052177e-08|Running
219.0186004638672,518.323486328125,-74.92103576660156|0.8171440362930298,5.1987498750349914e-09,0.576433539390564|6.315856637684192e-08,1,-9.855150295834392e-08|Running
219.5258331298828,518.6073608398438,-74.56322479248047|0.8171440362930298,3.1920492915560317e-09,0.576433539390564|3.8374384558892416e-08,1,-5.993657481440096e-08|Running
219.83673095703125,518.7615356445312,-74.34391021728516|0.8161359429359436,1.941056648746553e-09,0.5778599381446838|2.362122586418991e-08,1,-3.6720297913461764e-08|Running
220.25796508789062,518.9423217773438,-74.04581451416016|0.8141123652458191,1.464298265974051e-10,0.5807074308395386|3.95377686146503e-09,1,-5.795084412341112e-09|Running
220.67953491210938,519.10009765625,-73.74541473388672|0.8120787739753723,-1.7744100633265703e-09,0.5835477709770203|-1.5804671349428645e-08,1,2.503487905869406e-08|Running
221.10279846191406,519.2424926757812,-73.44158935546875|0.8090097308158875,-3.885028299066562e-09,0.5877951979637146|-3.5697393485634166e-08,1,5.5741466553627106e-08|Running
221.52687072753906,519.3697509765625,-73.13397216796875|0.8059185147285461,-6.185037815242822e-09,0.5920265316963196|-5.5733860193640794e-08,1,8.631705838979542e-08|Running
222.05740356445312,519.5066528320312,-72.74475860595703|0.8007173538208008,-5.04133357281944e-09,0.5990423560142517|-4.3075971234429744e-08,1,6.599368163051622e-08|Running
222.48202514648438,519.5955200195312,-72.42792510986328|0.7933329939842224,-2.8415672037596096e-09,0.6087878942489624|-2.555215772304109e-08,1,3.796549918888559e-08|Running
222.79794311523438,519.6524047851562,-72.18667602539062|0.7847487926483154,-8.478565627356716e-10,0.6198139190673828|-1.2344826494370409e-08,1,1.6997754315184466e-08|Running
223.318115234375,519.739013671875,-71.77731323242188|0.7749082446098328,3.1179236970046986e-09,0.6320737600326538|1.0262178662401311e-08,1,-1.751404887784247e-08|Running
223.62753295898438,519.7862548828125,-71.5264663696289|0.7660004496574402,5.838975525307433e-09,0.6428400874137878|2.4217802874204608e-08,1,-3.794073322183067e-08|Running
224.0358123779297,519.841796875,-71.18534851074219|0.7580833435058594,9.864352890076589e-09,0.652157723903656|4.2948755663019256e-08,1,-6.50503508836664e-08|Running
224.440185546875,519.8880004882812,-70.83876037597656|0.7512068152427673,1.4228406897132118e-08,0.6600669622421265|6.188142975815936e-08,1,-9.198181771807867e-08|Running
224.84120178222656,519.9221801757812,-70.48751831054688|0.7465768456459045,1.1777906649967917e-08,0.6652991771697998|5.0608083057568365e-08,1,-7.449389727298694e-08|Running
225.23960876464844,519.9470825195312,-70.13323211669922|0.7430806159973145,6.78336453674433e-09,0.6692019104957581|2.9046979932445538e-08,1,-4.2390215782006635e-08|Running
225.63609313964844,519.9662475585938,-69.77671813964844|0.740738034248352,1.6592605067700106e-09,0.6717939972877502|7.262923151785117e-09,1,-1.047818809496448e-08|Running
226.0312957763672,519.98095703125,-69.41868591308594|0.7383867502212524,-3.594104569515366e-09,0.6743775010108948|-1.4613752874481634e-08,1,2.1330347266257377e-08|Running
226.42527770996094,519.9913940429688,-69.0592269897461|0.7372075319290161,-8.909728954620277e-09,0.675666332244873|-3.6545490189610064e-08,1,5.3060716709296685e-08|Running
226.81854248046875,519.9978637695312,-68.698974609375|0.7372075319290161,-1.4220812083465262e-08,0.675666332244873|-5.842125716526425e-08,1,8.478949098389421e-08|Running
227.21173095703125,520.0015258789062,-68.338623046875|0.7372075319290161,-1.2201597954231147e-08,0.675666332244873|-5.016000770297069e-08,1,7.278730862481098e-08|Running
227.60491943359375,520.0034790039062,-67.978271484375|0.7360262870788574,-7.68746133417153e-09,0.6769529581069946|-3.1997743121792155e-08,1,4.614595638940955e-08|Running
228.095703125,520.00439453125,-67.52708435058594|0.7360262870788574,-2.050206449055736e-09,0.6769529581069946|-9.158075187087888e-09,1,1.298582219533273e-08|Running
228.3900909423828,520.00244140625,-67.25631713867188|0.7360262870788574,1.3292599243541758e-09,0.6769529581069946|4.534009612200407e-09,1,-6.893256188078567e-09|Running
228.78260803222656,519.998291015625,-66.89529418945312|0.7360262870788574,5.831847449400129e-09,0.6769529581069946|2.2776470487428924e-08,1,-3.3378874775280565e-08|Running
229.1751251220703,519.9930419921875,-66.53427124023438|0.7360262870788574,1.0330585276108195e-08,0.6769529581069946|4.100334649592696e-08,1,-5.984185946772413e-08|Running
229.56764221191406,519.9876708984375,-66.17324829101562|0.7360262870788574,1.482547506981291e-08,0.6769529581069946|5.921465273672766e-08,1,-8.628224179574318e-08|Running
229.9601593017578,519.9805908203125,-65.81222534179688|0.7360262870788574,1.4232018230586618e-08,0.6769529581069946|5.701717853412447e-08,1,-8.30163457976596e-08|Running
230.3526153564453,519.9700317382812,-65.45125579833984|0.7360262870788574,8.556738428922017e-09,0.6769529581069946|3.443707186079337e-08,1,-5.008225301139646e-08|Running
230.7450714111328,519.9573364257812,-65.09032440185547|0.7360262870788574,2.886313632544102e-09,0.6769529581069946|1.1876264416343929e-08,1,-1.717631370468098e-08|Running
231.13746643066406,519.9427490234375,-64.72942352294922|0.7360262870788574,-2.779266372598954e-09,0.6769529581069946|-1.0665262450970658e-08,1,1.5701504096909957e-08|Running
231.5298614501953,519.9278564453125,-64.36852264404297|0.7360262870788574,-8.440001586507151e-09,0.6769529581069946|-3.318752561654037e-08,1,4.855122170965842e-08|Running
232.0204315185547,519.914306640625,-63.91732406616211|0.7360262870788574,-1.5509117545775553e-08,0.6769529581069946|-6.131328689207294e-08,1,8.95738878625707e-08|Running
232.3148193359375,519.912109375,-63.646549224853516|0.7360264658927917,-1.4457095076636506e-08,0.6769527792930603|-5.7223036975528885e-08,1,8.35726936543324e-08|Running
232.8054656982422,519.9154663085938,-63.19525146484375|0.7360262870788574,-8.299355869212377e-09,0.6769529581069946|-3.296178263667571e-08,1,4.8098016236508556e-08|Running
233.19798278808594,519.917724609375,-62.83424377441406|0.7360262870788574,-3.37789374249553e-09,0.6769529581069946|-1.3571426649150453e-08,1,1.9745566959272765e-08|Running
233.49237060546875,519.9202270507812,-62.5634880065918|0.7360262870788574,3.1044564141602393e-10,0.6769529581069946|9.604637085658396e-10,1,-1.5028698285846076e-09|Running
233.8848876953125,519.9244384765625,-62.20246505737305|0.7360264658927917,5.224547905413601e-09,0.6769527792930603|2.032183132882892e-08,1,-2.981294144888125e-08|Running
234.3755340576172,519.9297485351562,-61.75117111206055|0.7360264658927917,1.1361276364141304e-08,0.6769527792930603|4.4500279017256616e-08,1,-6.516652462096317e-08|Running
234.66883850097656,519.9398193359375,-61.48141860961914|0.7360264658927917,1.5040169998314923e-08,0.6769527792930603|5.8994952922830635e-08,1,-8.63605507106513e-08|Running
235.15093994140625,519.9974975585938,-61.03800964355469|0.7360262870788574,1.3259136899534951e-08,0.6769529581069946|5.207346376323585e-08,1,-7.62040741619785e-08|Running
235.5159454345703,520.10595703125,-60.70229721069336|0.7360262870788574,7.62025997858018e-09,0.6769529581069946|2.998404369236596e-08,1,-4.385726271038948e-08|Running
235.85887145996094,520.2747192382812,-60.386905670166016|0.7360264658927917,1.9862105293810828e-09,0.6769527792930603|7.9134796493463e-09,1,-1.1538088706686267e-08|Running
236.20022583007812,520.4856567382812,-60.07296371459961|0.7360262870788574,-3.6430332084336214e-09,0.6769529581069946|-1.4138208825897891e-08,1,2.0753475382662145e-08|Running
236.5433807373047,520.7194213867188,-59.757347106933594|0.7360264658927917,-9.267460576722897e-09,0.6769527792930603|-3.6171051931432885e-08,1,5.301745176211625e-08|Running
236.89483642578125,520.96240234375,-59.434112548828125|0.7360262870788574,-1.4887088894965927e-08,0.6769529581069946|-5.818508697075231e-08,1,8.525384487256815e-08|Running
