bayiii|true|1391
-864.8639526367188,117.25574493408203,-22.52032470703125|0.8008094429969788,2.0566903913277201e-07,-0.5989192724227905|-1.63581361789511e-07,1,1.2467715748698538e-07|Freefall
-864.6043090820312,117.2560806274414,-22.729320526123047|0.7971919775009155,2.3046374053592444e-07,-0.6037259101867676|-1.825017506007498e-07,1,1.4075065735141834e-07|Freefall
-864.2957763671875,117.1440658569336,-22.983726501464844|0.7922422289848328,2.878508666981361e-07,-0.6102067232131958|-2.2658106502149167e-07,1,1.7755256465079583e-07|Freefall
-863.9874877929688,116.90943145751953,-23.238603591918945|0.7878304123878479,2.6472355330042774e-07,-0.6158921718597412|-2.072417402132487e-07,1,1.647239713520321e-07|Freefall
-863.6807861328125,116.55216979980469,-23.495349884033203|0.783623218536377,2.2142198474739416e-07,-0.6212363839149475|-1.7231930371508497e-07,1,1.390590966821037e-07|Freefall
-863.42626953125,116.16078186035156,-23.71051788330078|0.7802724838256836,2.0135335887516703e-07,-0.6254397630691528|-1.559650684157532e-07,1,1.2736336429952644e-07|Freefall
-863.22265625,115.78636169433594,-23.882761001586914|0.777930498123169,1.987989719509642e-07,-0.6283503174781799|-1.5340675929564895e-07,1,1.2645681124467956e-07|Freefall
-862.9682006835938,115.24169158935547,-24.09805679321289|0.775440514087677,1.9401197448587482e-07,-0.6314206123352051|-1.4913203472133318e-07,1,1.2411528871325572e-07|Freefall
-862.662841796875,114.47567749023438,-24.356401443481445|0.772962212562561,1.8133293622213387e-07,-0.6344520449638367|-1.3883270355563582e-07,1,1.1666838162227577e-07|Freefall
-862.4083251953125,113.74366760253906,-24.57151985168457|0.7713481783866882,1.6910942690628872e-07,-0.6364133954048157|-1.2908810731460107e-07,1,1.0926474658390362e-07|Freefall
-862.1535034179688,112.9264907836914,-24.786588668823242|0.7700530886650085,7.323642847723022e-08,-0.6379798054695129|-5.5610346549883616e-08,1,4.767158401364213e-08|Landed
-861.8990478515625,112.024169921875,-25.001779556274414|0.7689454555511475,4.194043867755681e-08,-0.6393144130706787|-3.1295783742280037e-08,1,2.7960712856156533e-08|Landed
-861.64453125,111.29208374023438,-25.216989517211914|0.7680156826972961,5.7486936100303865e-08,-0.6404310464859009|-4.2571418390480176e-08,1,3.871051745818477e-08|Running
-861.3908081054688,111.33824920654297,-25.433141708374023|0.7669150829315186,9.85926646990265e-08,-0.6417486071586609|-7.34485610109914e-08,1,6.585734269037857e-08|Running
-861.0877685546875,111.43756103515625,-25.694177627563477|0.7651322484016418,1.0662146365802982e-07,-0.6438731551170349|-8.036118970267125e-08,1,7.00984728041476e-08|Running
-860.8370361328125,111.47854614257812,-25.913789749145508|0.7630746960639954,1.2334632515376143e-07,-0.6463102698326111|-9.346678808697106e-08,1,8.049412514310461e-08|Running
-860.5408325195312,111.50056457519531,-26.18264389038086|0.75883948802948,1.502420303722829e-07,-0.6512777209281921|-1.1308887337690976e-07,1,9.892205810047017e-08|Running
-860.2477416992188,111.50945281982422,-26.45488166809082|0.7536993622779846,2.007060686537443e-07,-0.6572193503379822|-1.4994098762599606e-07,1,1.3343435512069846e-07|Running
-860.0111694335938,111.51262664794922,-26.689722061157227|0.7469298839569092,4.269865314654453e-07,-0.6649028062820435|-3.165371538216277e-07,1,2.86591443909856e-07|Running
-859.7337646484375,111.51429748535156,-26.97787094116211|0.736696183681488,7.658003369215294e-07,-0.676223874092102|-5.612222935269529e-07,1,5.210551989875967e-07|Running
-859.5525512695312,111.51480865478516,-27.173480987548828|0.7292420268058777,8.759791967349884e-07,-0.684255838394165|-6.35841274743143e-07,1,6.0254797062953e-07|Running
-859.2905883789062,111.51516723632812,-27.475732803344727|0.7152459025382996,0.0000013101424656269955,-0.6988728642463684|-9.338490940535848e-07,1,9.189234333462082e-07|Running
-859.0755615234375,111.51531219482422,-27.730422973632812|0.7035877108573914,0.0000013730650607612915,-0.7106084227561951|-9.636160029913299e-07,1,9.781430208022357e-07|Running
-858.8206787109375,111.515380859375,-28.038698196411133|0.6903762221336365,0.0000011404960105210193,-0.7234505414962769|-7.839413456167676e-07,1,8.283656143248663e-07|Running
-858.6130981445312,111.5154037475586,-28.299528121948242|0.6792183518409729,0.0000010987075711454963,-0.7339362502098083|-7.423873853440455e-07,1,8.099674460027018e-07|Running
-858.4076538085938,111.5154037475586,-28.562036514282227|0.6686646938323975,0.0000010111027677339735,-0.7435640692710876|-6.725193770762417e-07,1,7.55029418542108e-07|Running
-858.2033081054688,111.5154037475586,-28.825408935546875|0.6592011451721191,8.066743362178386e-07,-0.751966655254364|-5.282496999825526e-07,1,6.096699962654384e-07|Running
-857.9592895507812,111.5154037475586,-29.142370223999023|0.6491828560829163,5.860201781615615e-07,-0.7606323957443237|-3.770859962060058e-07,1,4.4860357206744084e-07|Running
-857.7968139648438,111.5154037475586,-29.35373306274414|0.643585741519928,4.5613595034410537e-07,-0.7653740048408508|-2.9063915008009644e-07,1,3.5157287925358105e-07|Running
-857.5936279296875,111.5154037475586,-29.61794090270996|0.637725293636322,2.952183990601043e-07,-0.7702638506889343|-1.8608079699333757e-07,1,2.29207131496878e-07|Running
-857.3915405273438,111.5154037475586,-29.883037567138672|0.632361650466919,2.2778949926305359e-07,-0.7746732831001282|-1.4222388244888862e-07,1,1.7794928908188012e-07|Running
-857.1905517578125,111.5154037475586,-30.14897346496582|0.6273470520973206,2.0133879274908395e-07,-0.7787398099899292|-1.2470319177282363e-07,1,1.5808440423370484e-07|Running
-856.9139404296875,111.5154037475586,-30.524789810180664|0.6194291114807129,2.4748703708610265e-07,-0.7850525975227356|-1.5142762777031749e-07,1,1.9576825138756249e-07|Running
-856.6793212890625,111.5154037475586,-30.848737716674805|0.6127414107322693,2.447411020511936e-07,-0.7902835011482239|-1.4814725091127912e-07,1,1.9482268953652238e-07|Running
-856.4496459960938,111.5154037475586,-31.17629051208496|0.6051200032234192,2.957093556688051e-07,-0.7961342930793762|-1.767738382341122e-07,1,2.3707053742327844e-07|Running
-856.22216796875,111.5154037475586,-31.505342483520508|0.5976849794387817,2.9544048629759345e-07,-0.8017310500144958|-1.7449596612095775e-07,1,2.3841771223942487e-07|Running
-855.9227294921875,111.5154037475586,-31.94659423828125|0.5880289673805237,2.6543131070866366e-07,-0.8088398575782776|-1.5408048170684197e-07,1,2.1614603440411884e-07|Running
-855.6986694335938,111.5154037475586,-32.278038024902344|0.582042932510376,1.9104149373561086e-07,-0.8131580352783203|-1.0963032082145219e-07,1,1.5646642737010552e-07|Running
-855.4747924804688,111.5154037475586,-32.609527587890625|0.5773181319236755,1.3724186942454253e-07,-0.8165193200111389|-7.788950284748353e-08,1,1.1301001023866775e-07|Running
-855.2063598632812,111.5154037475586,-32.99126052856445|0.5761594176292419,7.227277620813766e-08,-0.8173373341560364|-4.045512724815126e-08,1,5.990693097146504e-08|Running
-854.9260864257812,111.5154037475586,-33.3643798828125|0.5811423659324646,1.3181472979795217e-07,-0.8138018846511841|-7.429575532569288e-08,1,1.0891878332586202e-07|Running
-854.6372680664062,111.5154037475586,-33.73088073730469|0.5898236036300659,2.8156100029264053e-07,-0.8075320720672607|-1.618657279323088e-07,1,2.3044131580718386e-07|Running
-854.2434692382812,111.5154037475586,-34.183441162109375|0.6096141934394836,9.91889010037994e-07,-0.7926982641220093|-5.86300529903383e-07,1,8.003951847967983e-07|Running
-853.8741455078125,111.5154037475586,-34.56815719604492|0.6323381662368774,0.0000016186651237148908,-0.7746924757957458|-9.910594371831394e-07,1,0.0000012804828202206409|Running
-853.4873657226562,111.5154037475586,-34.93544006347656|0.6581896543502808,0.0000021797152385261143,-0.752852201461792|-0.0000013890663694837713,1,0.0000016808692180347862|Running
-853.0851440429688,111.5154037475586,-35.28566360473633|0.6853394508361816,0.000002532849748604349,-0.7282237410545349|-0.0000016827744957481627,1,0.000001894442561933829|Running
-852.6732788085938,111.5154037475586,-35.624366760253906|0.7103925347328186,0.0000022674516912957188,-0.703805685043335|-0.0000015664196553188958,1,0.0000016406218037445797|Running
-852.4749755859375,111.5154037475586,-35.786991119384766|0.7145388722419739,2.0650841747738014e-07,-0.6995957493782043|-1.468457213604779e-07,1,1.4520021807129524e-07|Running
-852.4673461914062,111.51541900634766,-35.79326629638672|0.7146122455596924,-1.1465916571751222e-07,-0.6995208263397217|8.241724458457611e-08,1,-7.971570425979735e-08|Running
-852.4673461914062,111.51541900634766,-35.79326629638672|0.7146122455596924,-7.504650767486964e-08,-0.6995208263397217|5.61078579153218e-08,1,-4.9964416604098005e-08|Running
Replay 4|true|2031
-852.4673461914062,111.51541900634766,-35.79326629638672|0.7146122455596924,7.091186660090898e-08,-0.6995208263397217|-4.410235376894889e-08,1,5.631824251395301e-08|Running
-852.4673461914062,111.51541900634766,-35.79326629638672|0.7146122455596924,1.2701971741080342e-07,-0.6995208263397217|-7.899792109355985e-08,1,1.0087881463505255e-07|Running
-852.4673461914062,111.51541900634766,-35.79326629638672|0.7146122455596924,-1.2630630763510453e-08,-0.6995208263397217|7.855169847914567e-09,1,-1.0031481423311561e-08|Running
-852.4673461914062,111.51541900634766,-35.79326629638672|0.7146122455596924,-9.224341823710347e-08,-0.6995208263397217|5.7368939820889864e-08,1,-7.325996875806595e-08|Running
-852.3544921875,111.51541900634766,-35.87006759643555|0.7405036687850952,0.000003520346126606455,-0.6720523238182068|-0.0000025366584850416984,1,0.00000244317448050424|Running
-852.1143188476562,111.51541900634766,-36.0273551940918|0.7621616125106812,0.000003775168806896545,-0.6473867893218994|-0.0000027936685000895523,1,0.0000025424399154871935|Running
-851.66357421875,111.51541900634766,-36.309326171875|0.7872986197471619,0.0000028840820505138254,-0.6165719032287598|-0.0000022194649318407755,1,0.0000018435812307870947|Running
-851.2130126953125,111.51541900634766,-36.59495162963867|0.8045549392700195,0.0000014287649037214578,-0.5938782691955566|-0.0000011294633850411628,1,8.756838383305876e-07|Running
-850.7095336914062,111.51541900634766,-36.92150115966797|0.8161197900772095,4.793634502675559e-07,-0.5778827667236328|-3.863497113343328e-07,1,2.838911541402922e-07|Running
-850.3197631835938,111.51541900634766,-37.178184509277344|0.8212670683860779,2.0566484693063103e-07,-0.5705440044403076|-1.6703117466931872e-07,1,1.2003920346614905e-07|Running
-849.8766479492188,111.51541900634766,-37.47489547729492|0.8242378830909729,1.270931733188263e-07,-0.5662437081336975|-1.0402303018963721e-07,1,7.303120241886063e-08|Running
-849.4354858398438,111.51541900634766,-37.77446746826172|0.8253055810928345,9.510787180033731e-08,-0.5646863579750061|-7.808514368434771e-08,1,5.430229421676813e-08|Running
-848.9379272460938,111.51541900634766,-38.110015869140625|0.8264175057411194,1.906145996599662e-08,-0.5630578398704529|-1.5779644257918335e-08,1,1.0693190333199709e-08|Running
-848.5516967773438,111.51541900634766,-38.372039794921875|0.8267654180526733,-5.555843340943056e-09,-0.5625468492507935|4.4144683464253376e-09,1,-3.38836469992998e-09|Running
-848.1658935546875,111.51541900634766,-38.63457489013672|0.8267987370491028,-2.7535952185075985e-08,-0.5624979138374329|2.244671470919002e-08,1,-1.595923571073854e-08|Running
-847.7804565429688,111.51541900634766,-38.89754104614258|0.8266602158546448,-4.899596461882538e-08,-0.5627014636993408|4.005396547768214e-08,1,-2.8229795390188883e-08|Running
-847.340087890625,111.51541900634766,-39.19856643676758|0.8263587951660156,-7.026154236200455e-08,-0.5631440281867981|5.751036979972923e-08,1,-4.037571699200271e-08|Running
-846.9547119140625,111.51541900634766,-39.46199417114258|0.8261314034461975,-8.475821289266605e-08,-0.5634774565696716|6.942311614466234e-08,1,-4.8636540128654815e-08|Running
-846.34912109375,111.51541900634766,-39.875953674316406|0.8258675336837769,-1.0316572485180586e-07,-0.5638641715049744|8.457067224298953e-08,1,-5.9095004445453014e-08|Running
-845.6334228515625,111.51541900634766,-40.36517333984375|0.8256703019142151,-1.213867761862275e-07,-0.5641528964042664|9.95907001311025e-08,1,-6.940971530866591e-08|Running
-845.190185546875,111.51541900634766,-40.66193389892578|0.8269055485725403,-9.52066798731721e-08,-0.5623408555984497|7.822269054713615e-08,1,-5.4280068439993556e-08|Running
-844.802978515625,111.51541900634766,-40.92226791381836|0.8277089595794678,-7.752108399650126e-10,-0.5611576437950134|9.219244812008753e-10,1,-2.1608390424199264e-11|Running
-844.4158935546875,111.51541900634766,-41.18313217163086|0.8281092047691345,9.627068919826343e-08,-0.5605668425559998|-7.859565442913663e-08,1,5.5631019790780556e-08|Running
-844.0841064453125,111.51541900634766,-41.406768798828125|0.8283302783966064,8.647701577046973e-08,-0.5602400898933411|-7.079523811626132e-08,1,4.9684373948366556e-08|Running
-843.6417236328125,111.51541900634766,-41.70494842529297|0.8285510540008545,7.669910928598256e-08,-0.5599135756492615|-6.308840028168561e-08,1,4.362665606549854e-08|Running
-843.254638671875,111.51541900634766,-41.96586227416992|0.8286932706832886,6.997024115662498e-08,-0.5597030520439148|-5.7846204271072565e-08,1,3.936637327228709e-08|Running
-842.7057495117188,111.51541900634766,-42.34423828125|0.8270832300186157,1.0660420457497821e-07,-0.5620794892311096|-8.81587354228941e-08,1,5.993742036025651e-08|Running
-842.4024047851562,111.51541900634766,-42.6046142578125|0.8158715963363647,0.000001183437461804715,-0.5782331228256226|-9.619797083360027e-07,1,6.893163231325161e-07|Running
-842.1806640625,111.51541900634766,-42.853057861328125|0.7951712608337402,0.000004833999355469132,-0.6063849329948425|-0.000003857338924717624,1,0.0000029135851491446374|Running
-841.9701538085938,111.51541900634766,-43.11144256591797|0.7705187797546387,0.000007567476131953299,-0.6374173164367676|-0.000005893769866816001,1,0.000004747621460410301|Running
-841.806884765625,111.51541900634766,-43.32234191894531|0.7506844401359558,0.0000074367408160469495,-0.6606609225273132|-0.0000056486705943825655,1,0.0000048381421038357075|Running
-841.52880859375,111.51541900634766,-43.69716262817383|0.71657794713974,0.000006104158273956273,-0.6975070238113403|-0.000004409123903315049,1,0.000004221717517793877|Running
-841.3350219726562,111.51541900634766,-43.96834945678711|0.6942628622055054,0.000005014221642340999,-0.7197215557098389|-0.000003502870640659239,1,0.000003587927494663745|Running
-841.0677490234375,111.51541900634766,-44.350948333740234|0.6663457751274109,0.0000034702723041846184,-0.745642900466919|-0.000002317407734153676,1,0.000002583109562692698|Running
-840.8484497070312,111.51541900634766,-44.685455322265625|0.6431182026863098,0.0000031019515063235303,-0.7657669186592102|-0.000001998203742914484,1,0.0000023726154267933453|Running
-840.638671875,111.51541900634766,-45.02601623535156|0.6198737621307373,0.0000029761249606963247,-0.7847015857696533|-0.0000018490258071324206,1,0.000002332049007236492|Running
-840.4717407226562,111.51541900634766,-45.314510345458984|0.6003615856170654,0.0000029031664325884776,-0.7997286915779114|-0.0000017468693158662063,1,0.0000023188028990261955|Running
-840.1790771484375,111.51541900634766,-45.913414001464844|0.5493330955505371,0.0000049345981096848845,-0.8356034755706787|-0.000002740458512562327,1,0.00000410382881455007|Running
-839.9177856445312,113.38604736328125,-46.45355224609375|0.50001060962677,0.00003996577288489789,-0.8660192489624023|-0.0000207543489523232,1,0.00003416595791350119|Jumping
-839.7269287109375,114.81719970703125,-46.951332092285156|0.45973387360572815,0.000012669843272306025,-0.888056755065918|-0.000006330437827273272,1,0.000010989755537593737|Freefall
-839.6129150390625,115.60096740722656,-47.26459503173828|0.4390677511692047,0.000004415369858179474,-0.898453950881958|-0.0000020039299215568462,1,0.0000039351029954559635|Freefall
-839.4806518554688,116.42908477783203,-47.642120361328125|0.4172039031982422,0.000002580562522780383,-0.9088128805160522|-0.0000010564174317551078,1,0.000002354523076064652|Freefall
-839.3707275390625,117.02550506591797,-47.95684051513672|0.40195345878601074,0.0000021141911474842345,-0.9156600832939148|-8.44318776671571e-07,1,0.0000019382894151931396|Freefall
-839.2457275390625,117.62881469726562,-48.33682632446289|0.3841424584388733,0.0000017630501361054485,-0.9232738614082336|-6.783672006349661e-07,1,0.0000016273183973680716|Freefall
-839.1416625976562,118.03789520263672,-48.653465270996094|0.3716054856777191,0.0000014439282267630915,-0.9283907413482666|-5.365964739212359e-07,1,0.000001340519702353049|Freefall
-839.012451171875,118.4163818359375,-49.03203201293945|0.3611261248588562,7.884419233050721e-07,-0.9325169920921326|-2.8259202622393786e-07,1,7.360622475971468e-07|Freefall
-838.8623657226562,118.67224884033203,-49.40270233154297|0.3621211647987366,1.9877919044120063e-07,-0.9321310520172119|-6.308557232159728e-08,1,1.8874446539030032e-07|Freefall
-838.7252807617188,118.79179382324219,-49.706520080566406|0.3694632053375244,2.473588267548621e-07,-0.9292453527450562|-7.987199523995514e-08,1,2.3443652708010632e-07|Freefall
-838.5791015625,118.8261947631836,-50.00611877441406|0.38061556220054626,7.155776415856963e-07,-0.9247333407402039|-2.560380778504623e-07,1,6.684365416731453e-07|Freefall
-838.387451171875,118.75505828857422,-50.35720443725586|0.39995643496513367,0.0000017137806480604922,-0.9165341854095459|-6.435990940190095e-07,1,0.0000015889960423010052|Freefall
-838.0924682617188,118.4184341430664,-50.879791259765625|0.4282723069190979,0.00000202500814339146,-0.9036497473716736|-8.117312404465338e-07,1,0.000001856212747952668|Freefall
-837.6973266601562,117.54041290283203,-51.57551956176758|0.4557865262031555,0.0000010386705753262504,-0.8900890946388245|-4.4989866410105606e-07,1,9.365498385704996e-07|Freefall
-837.5103149414062,116.91746520996094,-51.92909240722656|0.46006178855895996,3.8865485407768574e-07,-0.8878868818283081|-1.727077290070156e-07,1,3.482410022570548e-07|Freefall
-837.3621826171875,116.3046646118164,-52.227725982666016|0.45826321840286255,2.583063718475387e-08,-0.8888165354728699|-1.3929533082546186e-08,1,2.187993253244258e-08|Freefall
-837.1887817382812,115.4569091796875,-52.588172912597656|0.45360687375068665,5.376380585175866e-08,-0.8912018537521362|-2.608040183815774e-08,1,4.7052814977632806e-08|Freefall
-837.0216674804688,114.48651885986328,-52.95156478881836|0.44677668809890747,2.3616613020749355e-07,-0.8946455121040344|-1.0414319717710896e-07,1,2.1196929367306439e-07|Freefall
-836.9168090820312,113.39351654052734,-53.33698654174805|0.41498780250549316,0.000005033375146012986,-0.9098269939422607|-0.000002099974381053471,1,0.000004574398644763278|Landed
-836.8717041015625,112.82920837402344,-53.66698455810547|0.3719046413898468,0.000012436911674740259,-0.9282709360122681|-0.000004787123543792404,1,0.000011480008652142715|Landed
-836.9046020507812,112.93975067138672,-54.198577880859375|0.2631317973136902,0.00002587902417872101,-0.964759886264801|-0.000007717052540101577,1,0.000024719542125239968|Running
-836.9893188476562,113.01183319091797,-54.85976028442383|0.13093863427639008,0.000020994124497519806,-0.9913904666900635|-0.000003355787612235872,1,0.00002073322502837982|Running
-837.0590209960938,113.02437591552734,-55.25358581542969|0.06516406685113907,0.000015139902643568348,-0.9978745579719543|-0.000001314584210376779,1,0.000015086303392308764|Running
-837.1436767578125,112.93244934082031,-55.64449691772461|0.007349157240241766,0.000010998232937708963,-0.9999729990959167|-2.2848438163691753e-07,1,0.00001099685141525697|Running
-837.2011108398438,112.91840362548828,-55.904911041259766|-0.030295133590698242,0.00001039095877786167,-0.9995409846305847|1.764476849075436e-07,1,0.000010390382158220746|Running
-837.2872314453125,112.91813659667969,-56.295536041259766|-0.08659171313047409,0.000010496353752387222,-0.9962438941001892|7.448584824487625e-07,1,0.000010471186214999761|Running
-837.3670043945312,112.91815948486328,-56.61915969848633|-0.11821754276752472,0.0000063957222664612345,-0.9929876923561096|6.906977887410903e-07,1,0.000006358658083627233|Running
-837.447998046875,112.91819763183594,-56.942508697509766|-0.14477422833442688,0.0000032844541237864178,-0.9894647002220154|4.862435503127926e-07,1,0.000003248280336265452|Running
-837.5289306640625,112.9182357788086,-57.26586151123047|-0.1708945780992508,0.0000031398965347761987,-0.9852893352508545|5.41632573458628e-07,1,0.0000030928322303225286|Running
-837.66943359375,112.97965240478516,-57.710792541503906|-0.20376268029212952,0.000002748243559835828,-0.9790202975273132|5.548210424421995e-07,1,0.000002691661848075455|Running
-837.77587890625,112.99311828613281,-58.02666473388672|-0.22435326874256134,0.000002224919853688334,-0.9745078682899475|4.999958491680445e-07,1,0.000002168011178582674|Running
-837.9082641601562,112.99547576904297,-58.40412902832031|-0.24661506712436676,0.000001737867933115922,-0.9691135287284851|4.330533727170405e-07,1,0.0000016830540516821202|Running
-838.0189819335938,112.9955825805664,-58.71855545043945|-0.26197731494903564,0.0000013085146974844974,-0.9650740027427673|3.477714471955551e-07,1,0.0000012614642628250294|Running
-838.1268310546875,112.9955825805664,-59.03395462036133|-0.27329427003860474,7.544171580775583e-07,-0.9619304537773132|2.112195858217092e-07,1,7.242644528560049e-07|Running
-838.2491455078125,112.91696166992188,-59.414772033691406|-0.2809050977230072,2.5197513764396717e-07,-0.9597355723381042|7.509771648983588e-08,1,2.4056606662270497e-07|Running
-838.3461303710938,112.90727996826172,-59.73371124267578|-0.2832832932472229,9.037545822820903e-08,-0.9590362906455994|3.0866591060885185e-08,1,8.511823068602098e-08|Running
-838.472900390625,112.9072265625,-60.182823181152344|-0.28124934434890747,-4.43149161810652e-08,-0.9596347212791443|-4.001597719849315e-09,1,-4.500615702340838e-08|Running
-838.5973510742188,112.90728759765625,-60.701377868652344|-0.26957330107688904,3.1120919175009476e-07,-0.9629798531532288|9.218621954687478e-08,1,2.973667960759485e-07|Running
-838.6768798828125,112.90733337402344,-61.09336853027344|-0.25592583417892456,6.409930506379169e-07,-0.9666964411735535|1.766435389072285e-07,1,6.163107855172711e-07|Running
-838.7368774414062,112.9073715209961,-61.42124557495117|-0.24324913322925568,8.150780104188016e-07,-0.9699638485908508|2.1601127286885458e-07,1,7.861463018343784e-07|Running
-838.8080444335938,114.18511199951172,-61.8148307800293|-0.22782482206821442,0.0000036300975807534996,-0.9737021327018738|9.141812142843264e-07,1,0.0000035142413707944797|Jumping
-838.8776245117188,115.3402328491211,-62.20875549316406|-0.2160179615020752,0.000002060706037809723,-0.9763894081115723|5.087316026219924e-07,1,0.0000019979845546913566|Freefall
-838.9490966796875,116.37271881103516,-62.60234069824219|-0.20789743959903717,4.733117577870871e-07,-0.9781506061553955|1.0011878259774676e-07,1,4.6260495878414076e-07|Freefall
-839.0265502929688,117.28258514404297,-62.99478530883789|-0.2042519599199295,1.9609016632671228e-08,-0.9789183735847473|-5.722822216114309e-09,1,2.1225380564260377e-08|Freefall
-839.1353759765625,118.30498504638672,-63.516902923583984|-0.2037239372730255,-1.1198553551139412e-07,-0.9790283441543579|-2.6422871002296233e-08,1,-1.0888608414916234e-07|Freefall
-839.1900634765625,118.73444366455078,-63.77791976928711|-0.20382657647132874,-1.2406036375978147e-07,-0.9790070056915283|-2.4718071145457543e-08,1,-1.215743736793229e-07|Freefall
-839.2520751953125,119.19461822509766,-64.1054458618164|-0.20135489106178284,-9.225613695207358e-08,-0.9795183539390564|-1.2454960618413224e-08,1,-9.162489789105166e-08|Freefall
-839.3201904296875,119.63441467285156,-64.4996109008789|-0.19548344612121582,1.1918094600105178e-07,-0.9807069897651672|3.103482981714478e-08,1,1.1533938959473744e-07|Freefall
-839.3811645507812,119.95159912109375,-64.89492797851562|-0.18719826638698578,2.8696521781057527e-07,-0.9823221564292908|5.970583316639022e-08,1,2.8075149316464376e-07|Freefall
-839.427490234375,120.14614868164062,-65.29222869873047|-0.17373523116111755,7.068299510137876e-07,-0.9847924113273621|1.3789440345135517e-07,1,6.934180873940932e-07|Freefall
-839.4627685546875,120.21807861328125,-65.6906967163086|-0.15692634880542755,0.0000012176770951555227,-0.9876102805137634|2.214786576359984e-07,1,0.0000011977610938629368|Freefall
-839.477783203125,120.1673812866211,-66.09041595458984|-0.1339554339647293,0.0000021533401195483748,-0.9909873604774475|3.4974524965036835e-07,1,0.0000021256475974951172|Freefall
-839.4817504882812,119.9532470703125,-66.55713653564453|-0.10471344739198685,0.000002903238510043593,-0.9945024251937866|3.9822666053623834e-07,1,0.0000028773572466889163|Freefall
-839.465087890625,119.57221221923828,-67.02356719970703|-0.07209859788417816,0.000003523939994920511,-0.9973974823951721|3.7479361481018714e-07,1,0.0000035060422760579968|Freefall
-839.4371337890625,119.11276245117188,-67.42265319824219|-0.04334162175655365,0.000003818677669187309,-0.999060332775116|3.014632738995715e-07,1,0.000003809191412074142|Freefall
-839.4085083007812,118.63622283935547,-67.75480651855469|-0.021067585796117783,0.0000035612017654784722,-0.9997780323028564|2.0150341129010485e-07,1,0.000003557746140359086|Freefall
-839.3643188476562,117.82598876953125,-68.21944427490234|0.006666266825050116,0.0000027610342385742115,-0.9999777674674988|7.330102391733817e-08,1,0.0000027615842554951087|Freefall
-839.3314819335938,117.14507293701172,-68.55119323730469|0.023003388196229935,0.0000021216408185864566,-0.999735414981842|1.6554279724800836e-08,1,0.0000021225832824711688|Freefall
-839.2986450195312,116.37899780273438,-68.88292694091797|0.036307722330093384,0.0000014496303037958569,-0.9993406534194946|-1.203436461594265e-08,1,0.0000014501495115837315|Freefall
-839.2649536132812,115.52776336669922,-69.21459197998047|0.04757535457611084,9.91401407191006e-07,-0.9988676309585571|-2.2287739653847893e-08,1,9.914638212649152e-07|Freefall
-839.2305297851562,115.42230987548828,-69.546142578125|0.05731109157204628,3.617304855652037e-07,-0.9983563423156738|-1.947395311674427e-08,1,3.612080945458729e-07|Landed
-839.1959228515625,115.4215316772461,-69.87767791748047|0.06546617299318314,2.1061380550690956e-07,-0.9978547692298889|-1.4474274223630346e-08,1,2.1011697981521138e-07|Landed
-839.1544189453125,115.08783721923828,-70.27552032470703|0.0734739601612091,2.2103787955529697e-07,-0.9972971081733704|-1.1909597752435275e-08,1,2.207595173331356e-07|Running
-839.1156616210938,114.60183715820312,-70.67365264892578|0.07867366075515747,1.3812655197398271e-07,-0.9969004392623901|-8.55815240896618e-09,1,1.3788063313313614e-07|Running
-839.0802001953125,113.99321746826172,-71.07207489013672|0.08110272139310837,1.1231892926844012e-07,-0.9967057704925537|-8.233415726977e-09,1,1.120201957860445e-07|Running
-839.0450439453125,113.9274673461914,-71.47051239013672|0.08292713761329651,1.0526491678319871e-07,-0.9965556263923645|-8.534172479812696e-09,1,1.0491858404293453e-07|Running
-839.0215454101562,113.92731475830078,-71.73613739013672|0.08412767201662064,8.645508131621682e-08,-0.9964549541473389|-7.092729958912969e-09,1,8.616383695425611e-08|Running
-838.9863891601562,113.92735290527344,-72.13457489013672|0.08592703193426132,1.0799892891100171e-07,-0.9963014125823975|-8.462005318676802e-09,1,1.0767003999490043e-07|Running
-838.95703125,113.9273910522461,-72.46660614013672|0.08742617815732956,9.742367268472663e-08,-0.9961709976196289|-7.305785754141425e-09,1,9.715697046885907e-08|Running
-838.9369506835938,113.83204650878906,-72.93278503417969|0.07879586517810822,2.539667605105933e-07,-0.9968907833099365|-1.752536427090945e-08,1,2.533736278564902e-07|Freefall
-838.9271850585938,113.70262908935547,-73.19926452636719|0.07294266670942307,3.4548187954897003e-07,-0.9973361492156982|-2.242707353161677e-08,1,3.447644019161089e-07|Freefall
-838.9130249023438,113.40631866455078,-73.5990219116211|0.0652555301785469,3.06684029283133e-07,-0.9978685975074768|-1.7772721960795934e-08,1,3.0617684387834743e-07|Freefall
-838.903564453125,113.1406478881836,-73.86553192138672|0.06100606173276901,2.422690386083559e-07,-0.9981374144554138|-1.2842543029023545e-08,1,2.4193619196921645e-07|Freefall
-838.8941040039062,112.82048034667969,-74.13204193115234|0.05743580311536789,2.0009927936825989e-07,-0.9983491897583008|-9.537939327231015e-09,1,1.9988141275462112e-07|Freefall
-838.8822631835938,112.34363555908203,-74.46517181396484|0.05365198850631714,1.8739551421731448e-07,-0.9985597133636475|-7.825903480807028e-09,1,1.8724531969382952e-07|Freefall
-838.8679809570312,111.65900421142578,-74.86493682861328|0.04990243911743164,1.8734404250153602e-07,-0.99875408411026|-6.958587484007239e-09,1,1.872300572358654e-07|Freefall
