bayiii|true|1391
-838.8585205078125,111.13446044921875,-75.1314468383789|0.047862350940704346,1.6882839304344088e-07,-0.9988539218902588|-5.9449711820036555e-09,1,1.6873723041044286e-07|Freefall
-838.8466186523438,110.40214538574219,-75.46458435058594|0.045744989067316055,1.6841295291669667e-07,-0.9989531636238098|-5.481200382462248e-09,1,1.6833844540542486e-07|Freefall
-838.8347778320312,109.58466339111328,-75.79772186279297|0.043989185243844986,1.476961841717639e-07,-0.9990320205688477|-4.481802484690434e-09,1,1.4764195555017068e-07|Freefall
-838.820556640625,109.78128051757812,-76.19461822509766|0.04352936893701553,3.371425805198669e-08,-0.9990521669387817|-7.139633328989703e-10,1,3.3715135572265353e-08|Climbing
-838.8159790039062,110.06114959716797,-76.32223510742188|0.043519001454114914,-6.292126641938012e-08,-0.9990525841712952|2.4832060852020277e-09,1,-6.287276477223713e-08|Climbing
-838.81591796875,110.29449462890625,-76.32415771484375|0.04351860657334328,-8.858070543737995e-08,-0.9990526437759399|3.1858060633993546e-09,1,-8.852593680330756e-08|Climbing
-838.8118896484375,111.35869598388672,-76.44618225097656|0.042238786816596985,-6.557770859672019e-08,-0.9991075396537781|2.2410062694433464e-09,1,-6.554154197147e-08|Running
-838.802001953125,111.83612823486328,-76.74617004394531|0.040695175528526306,-7.134150492582592e-10,-0.9991716146469116|1.5330182956407867e-10,1,-7.077627373064388e-10|Running
-838.791015625,112.32054901123047,-77.07882690429688|0.0393771231174469,8.327584311018654e-08,-0.9992244243621826|-2.3675712501614044e-09,1,8.324717981622598e-08|Running
-838.7734375,112.99105072021484,-77.61153411865234|0.03767053037881851,9.412642043571395e-08,-0.9992902278900146|-2.6344602055417e-09,1,9.409396284354443e-08|Running
-838.7537231445312,113.24541473388672,-78.2108383178711|0.036256495863199234,5.3208449202202246e-08,-0.9993425011634827|-1.196271526282544e-09,1,5.320005413977924e-08|Running
-838.7405395507812,113.2891845703125,-78.6103744506836|0.035585734993219376,4.189521618513936e-08,-0.9993666410446167|-5.839385641692729e-10,1,4.19009751340127e-08|Running
-838.7308959960938,113.301025390625,-78.94342803955078|0.034569211304187775,4.40135146106968e-08,-0.9994022846221924|-3.101495171797808e-10,1,4.402910747103306e-08|Running
-838.7230224609375,113.29508972167969,-79.27656555175781|0.0328572615981102,8.163780051972935e-08,-0.9994600415229797|-7.339326368871468e-10,1,8.165777387603157e-08|Running
-838.7185668945312,113.30744934082031,-79.67652893066406|0.028774959966540337,1.2044789343690354e-07,-0.9995859265327454|-1.784811187732771e-09,1,1.2044640129715845e-07|Running
-838.7166748046875,113.31243896484375,-80.0765151977539|0.02398505248129368,1.3224806139078282e-07,-0.9997122883796692|-1.8181693928198683e-09,1,1.3224249073573446e-07|Running
-838.7197265625,113.31587219238281,-80.47650909423828|0.01778475195169449,1.3075792537620146e-07,-0.9998418092727661|-9.509188991785322e-10,1,1.3076169125270098e-07|Running
-838.7261352539062,113.32230377197266,-80.94308471679688|0.010278750211000443,1.3761419381808082e-07,-0.999947190284729|6.721865425385332e-11,1,1.3762215189672133e-07|Running
-838.7320556640625,113.32810974121094,-81.34297943115234|0.0049873776733875275,1.3839675716553757e-07,-0.9999875426292419|9.042526727398581e-10,1,1.3840299573075754e-07|Running
-838.7379760742188,113.33392333984375,-81.74287414550781|0.0008283758070319891,1.2535352311715542e-07,-0.9999996423721313|1.4133328951615454e-09,1,1.253547310398062e-07|Running
-838.742919921875,113.3387680053711,-82.07612609863281|-0.0019268939504399896,1.1639262709195464e-07,-0.999998152256012|1.716289110831326e-09,1,1.1638953623105408e-07|Running
-838.746826171875,113.34264373779297,-82.34272766113281|-0.0037374203093349934,1.204797257514656e-07,-0.9999930262565613|2.109360242030789e-09,1,1.2047269137838157e-07|Running
-838.74951171875,113.07916259765625,-82.6760482788086|-0.004722769372165203,8.400846240874671e-08,-0.999988853931427|1.7125935114492563e-09,1,8.400131434882496e-08|Running
-838.7503662109375,113.13972473144531,-83.07604217529297|-0.004404251463711262,4.917596996278917e-08,-0.9999902844429016|1.4011110049949593e-09,1,4.917027496276205e-08|Running
-838.7423706054688,113.30122375488281,-84.07593536376953|0.001660550362430513,1.0347132217702892e-07,-0.9999986290931702|1.8346746344377607e-09,1,1.0347451251391249e-07|Running
-838.7366333007812,112.97145080566406,-84.47584533691406|0.004280379507690668,1.1047212922221661e-07,-0.9999908208847046|9.598173367209029e-10,1,1.1047725223534144e-07|Running
-838.729736328125,112.48706817626953,-84.87571716308594|0.006906978785991669,1.1652368669956559e-07,-0.9999761581420898|5.206393094425721e-10,1,1.1653006737333271e-07|Running
-838.723876953125,113.56036376953125,-85.20893859863281|0.009095459245145321,2.0292269198307622e-07,-0.9999586343765259|7.271834245869968e-10,1,2.0293769864565547e-07|Jumping
-838.7169189453125,114.73592376708984,-85.60887908935547|0.010994491167366505,1.3721205505135003e-07,-0.9999395608901978|4.814978971090511e-10,1,1.3722564062845777e-07|Freefall
-838.7122192382812,115.45149993896484,-85.8755111694336|0.011953596957027912,1.1060748050795155e-07,-0.9999285340309143|3.6399488978489103e-10,1,1.1061973026471605e-07|Freefall
-838.7064208984375,116.26932525634766,-86.20880126953125|0.012937539257109165,9.657048849476269e-08,-0.9999163150787354|2.445789404337262e-10,1,9.658173638626977e-08|Freefall
-838.7006225585938,117.00200653076172,-86.5420913696289|0.013751693069934845,9.739357409443983e-08,-0.9999054670333862|1.2187115205897214e-10,1,9.740445960915167e-08|Freefall
-838.6936645507812,117.76880645751953,-86.9420394897461|0.01455005444586277,1.1144938127927162e-07,-0.9998941421508789|-4.175567183684059e-11,1,1.1146057232735984e-07|Freefall
-838.6878662109375,118.31414031982422,-87.27532958984375|0.015085515566170216,1.305631656123296e-07,-0.9998862147331238|-1.9491941394278456e-10,1,1.3057508851943567e-07|Freefall
-838.680908203125,118.85613250732422,-87.67527770996094|0.01560406293720007,1.5903967209851544e-07,-0.9998782277107239|-3.994379826899319e-10,1,1.5905280292827229e-07|Freefall
-838.6748046875,119.15717315673828,-88.02308654785156|0.015715308487415314,6.141546293747524e-08,-0.9998764991760254|-2.3458632258943624e-10,1,6.141936381709456e-08|Climbing
-838.6716918945312,119.51824951171875,-88.23333740234375|-0.08945861458778381,0.00003453053068369627,-0.995990514755249|-0.0031790819484740496,0.9999948740005493,0.00032021026709116995|Climbing
-838.6700439453125,119.75090026855469,-88.24134063720703|-0.10033079236745834,-0.00007359682058449835,-0.9949541091918945|-0.0003075700660701841,0.9999999403953552,-0.00004295480903238058|Climbing
-838.6705932617188,119.9841537475586,-88.24119567871094|-0.10042811930179596,0.000036642908526118845,-0.9949443340301514|0.00022930066916160285,1,0.00001368385255773319|Climbing
-838.6707153320312,120.26416015625,-88.24120330810547|-0.1004195362329483,0.000004864017228101147,-0.9949451684951782|0.000011870763955812436,1,0.0000036906160403304966|Climbing
-838.6707153320312,120.54417419433594,-88.24120330810547|-0.10041776299476624,-0.0000014368737311087898,-0.9949453473091125|-0.000009863746527116746,1,-4.486461477881676e-07|Climbing
-838.6707153320312,120.77751922607422,-88.24120330810547|-0.10041814297437668,-2.636688520851749e-07,-0.9949453473091125|-3.9433976439795515e-07,1,-2.2520835329942201e-07|Climbing
-838.6707153320312,121.0108642578125,-88.24120330810547|-0.10041828453540802,2.3913077740189692e-08,-0.9949452877044678|6.367177434185578e-07,1,-4.022836819217446e-08|Climbing
-838.6707153320312,121.3375473022461,-88.24120330810547|-0.10041827708482742,1.5701548505830942e-08,-0.9949452877044678|-3.1037991732318915e-08,1,1.8913935306841267e-08|Climbing
-838.6707153320312,121.57089233398438,-88.24120330810547|-0.10041828453540802,4.048595680927747e-09,-0.9949452877044678|-1.0015185125666903e-07,1,1.4177334861642521e-08|Climbing
-838.6707153320312,121.85090637207031,-88.24120330810547|-0.10041828453540802,-3.4121230840788996e-10,-0.9949452877044678|-7.142772773249817e-08,1,6.866143653638801e-09|Climbing
-838.6707153320312,122.0842514038086,-88.24120330810547|-0.10041828453540802,-1.4572655304689874e-09,-0.9949452877044678|-3.272476689630821e-08,1,1.8381911548459584e-09|Climbing
-838.6707153320312,122.31759643554688,-88.24120330810547|-0.10041828453540802,-2.0854322713148576e-09,-0.9949452877044678|6.019648779442832e-09,1,-2.7035809146980228e-09|Climbing
-838.6707153320312,122.55094146728516,-88.24120330810547|-0.10041828453540802,-2.6699018551568088e-09,-0.9949452877044678|4.47355539279215e-08,1,-7.198556417620239e-09|Climbing
-838.6707153320312,122.78428649902344,-88.24120330810547|-0.10041828453540802,-3.2537441629898467e-09,-0.9949452877044678|8.341011437096313e-08,1,-1.1688728207559507e-08|Climbing
-838.6707153320312,123.01763153076172,-88.24120330810547|-0.10041828453540802,-3.836958306635552e-09,-0.9949452877044678|1.220433745174887e-07,1,-1.6174100281318715e-08|Climbing
-838.6707153320312,123.20430755615234,-88.24120330810547|-0.10041828453540802,-2.679012345296883e-09,-0.9949452877044678|8.085578429017914e-08,1,-1.0853272058852781e-08|Climbing
-838.6707153320312,123.43765258789062,-88.24120330810547|-0.10041828453540802,-2.5146824622623853e-09,-0.9949452877044678|2.9748209229296663e-08,1,-5.529898317035986e-09|Climbing
-838.6707153320312,123.62432861328125,-88.24120330810547|-0.10041828453540802,-2.68315236695571e-09,-0.9949452877044678|-1.0987069920531667e-08,1,-1.5878759418441746e-09|Climbing
-838.6707153320312,123.90434265136719,-88.24120330810547|-0.10041828453540802,-2.9355911035366944e-09,-0.9949452877044678|-7.202475416079324e-08,1,4.318841284600694e-09|Climbing
-838.6707153320312,124.3243637084961,-88.24120330810547|-0.10041828453540802,-1.3410297317051345e-09,-0.9949452877044678|-7.38442125225447e-08,1,6.105138616874228e-09|Climbing
-838.6707153320312,124.55770874023438,-88.24120330810547|-0.10041828453540802,4.1976463971415967e-10,-0.9949452877044678|-3.5056785918641253e-08,1,3.960124228541417e-09|Climbing
-838.6707153320312,124.79105377197266,-88.24120330810547|-0.10041828453540802,2.178678570885495e-09,-0.9949452877044678|3.6892198185256575e-09,1,1.8173997862191982e-09|Climbing
-838.6707153320312,125.02439880371094,-88.24120330810547|-0.10041828453540802,3.935713532854379e-09,-0.9949452877044678|4.239385020810005e-08,1,-3.23036958294054e-10|Climbing
-838.6707153320312,125.30441284179688,-88.24120330810547|-0.10041828453540802,6.041679156965074e-09,-0.9949452877044678|8.878484436536382e-08,1,-2.888543848555969e-09|Climbing
-838.6698608398438,125.48664855957031,-88.27847290039062|-0.08587875217199326,7.695920203332207e-07,-0.9963055849075317|1.2052331044287712e-07,1,7.620569704158697e-07|Running
-838.6678466796875,125.58373260498047,-88.37779998779297|-0.06831908226013184,0.000001812843493098626,-0.9976634979248047|1.7295907639436336e-07,1,0.0000018052450059258263|Freefall
-838.6648559570312,125.59566497802734,-88.53917694091797|-0.05349310114979744,0.0000017469144495407818,-0.9985682368278503|1.4231534350983566e-07,1,0.0000017417954722986906|Freefall
-838.6593017578125,126.8760986328125,-88.89679718017578|-0.03900444507598877,4.462078209144238e-07,-0.9992390275001526|1.3806374710156888e-08,1,4.460086984181544e-07|Landed
-838.6552734375,127.52080535888672,-89.16328430175781|-0.031133515760302544,2.5834296479843033e-07,-0.9995152354240417|1.7265796570242742e-09,1,2.5841447381935723e-07|Landed
-838.6502685546875,128.1687774658203,-89.49657440185547|-0.02296549826860428,3.1883914175523387e-07,-0.9997362494468689|1.2858165199247651e-08,1,3.186278831890377e-07|Running
-838.6452026367188,128.47393798828125,-89.82987976074219|-0.016191968694329262,2.453337799579458e-07,-0.9998689293861389|9.285293423033636e-09,1,2.4521557406842476e-07|Running
-838.6399536132812,128.677734375,-90.16317749023438|-0.010609239339828491,1.588509945804617e-07,-0.999943733215332|4.478273751828965e-09,1,1.5881242632076464e-07|Running
-838.6357421875,128.78152465820312,-90.4298095703125|-0.0068924822844564915,1.3891023797896196e-07,-0.9999762177467346|3.0548286122922264e-09,1,1.3889247441056796e-07|Running
-838.6304931640625,128.81451416015625,-90.76310729980469|-0.002986711682751775,1.4443838836086798e-07,-0.9999955296516418|2.5942819004143303e-09,1,1.4443128293351037e-07|Running
-838.625244140625,128.81805419921875,-91.09639739990234|0.00025907799135893583,1.2995344889077387e-07,-0.9999999403953552|1.96739691205039e-09,1,1.2995396048154362e-07|Running
-838.62109375,128.8184814453125,-91.363037109375|0.002433813875541091,1.3053208647306747e-07,-0.9999970197677612|1.6510174338790762e-09,1,1.3053649183802918e-07|Running
-838.6138305664062,128.8866729736328,-91.76298522949219|0.005570848472416401,1.216590703734255e-07,-0.9999845027923584|1.1628775720140538e-09,1,1.2166742635599803e-07|Running
-838.6070556640625,128.9268341064453,-92.09623718261719|0.008122025988996029,1.217012481902202e-07,-0.9999670386314392|8.603808776541655e-10,1,1.2171224739176978e-07|Running
-838.597412109375,128.8615264892578,-92.4961166381836|0.011338803917169571,1.2179673092305165e-07,-0.9999356865882874|4.902985240029523e-10,1,1.218101317590481e-07|Running
-838.5907592773438,128.8524932861328,-92.76268768310547|0.013219122774899006,1.2059027199029515e-07,-0.9999126195907593|2.4424839928371966e-10,1,1.2060404230851418e-07|Running
-838.5808715820312,128.8523406982422,-93.16254425048828|0.015568156726658344,1.1304157965241757e-07,-0.9998788237571716|-1.3175020796563075e-10,1,1.1305323255328403e-07|Running
-838.5725708007812,128.8523406982422,-93.49576568603516|0.01715642586350441,9.710397819162608e-08,-0.9998528361320496|-3.846449270206165e-10,1,9.711167336945437e-08|Running
-838.5643310546875,128.89601135253906,-93.8289794921875|0.018450334668159485,1.1915840048004611e-07,-0.9998297691345215|-7.802252732780346e-10,1,1.1916429087932556e-07|Running
-838.5577392578125,128.88780212402344,-94.09555053710938|0.019310276955366135,8.543015894701966e-08,-0.9998135566711426|-6.57532472914113e-10,1,8.543339191646737e-08|Running
-838.5494995117188,128.83154296875,-94.42876434326172|0.020213661715388298,5.91832574059481e-08,-0.99979567527771|-5.983725737124246e-10,1,5.91832574059481e-08|Running
-838.5379028320312,128.82493591308594,-94.89530944824219|0.021249718964099884,4.281670129557824e-08,-0.9997742176055908|-6.613097291996439e-10,1,4.28123172468986e-08|Running
-838.5296630859375,128.82493591308594,-95.22856140136719|0.021831532940268517,4.1159015751190964e-08,-0.9997616410255432|-7.860748163501796e-10,1,4.115166163387585e-08|Running
-838.5214233398438,128.8603515625,-95.56181335449219|0.022298816591501236,4.4515008568168923e-08,-0.9997513294219971|-9.512521881305247e-10,1,4.450486201790227e-08|Running
-838.51318359375,128.86708068847656,-95.89506530761719|0.02268208935856819,5.118166512829703e-08,-0.9997427463531494|-1.1498469953963308e-09,1,5.116874746136091e-08|Running
-838.506591796875,128.8671417236328,-96.16166687011719|0.022937066853046417,5.81596495408121e-08,-0.9997369050979614|-1.3262240194933383e-09,1,5.8144525638681444e-08|Running
-838.4983520507812,128.8671417236328,-96.49491882324219|0.023204974830150604,6.826960685657468e-08,-0.9997307062149048|-1.5621285376354876e-09,1,6.825173670677032e-08|Running
-838.4925537109375,128.8671417236328,-96.82820129394531|0.022471997886896133,8.283441133016822e-08,-0.9997474551200867|-1.8325171380340066e-09,1,8.281413954591699e-08|Running
-838.4882202148438,128.8671417236328,-97.1614990234375|0.02095763571560383,1.0563754671011338e-07,-0.9997803568840027|-1.9860482147748826e-09,1,1.0561912233697512e-07|Running
-838.4841918945312,128.8671417236328,-97.56149291992188|0.01880190335214138,1.1545107980737157e-07,-0.9998232126235962|-1.1026043411632713e-09,1,1.1545075295771312e-07|Running
-838.4816284179688,128.8671417236328,-97.89481353759766|0.01691306382417679,1.0357329927046521e-07,-0.9998569488525391|-2.344284211197589e-10,1,1.0358414925804027e-07|Running
-838.4805297851562,128.8963165283203,-98.42813873291016|0.012965817004442215,1.1703424007691865e-07,-0.9999159574508667|3.263533054909118e-10,1,1.170483088230867e-07|Running
