MT Cinlok|true|40325
-641.2061767578125,29.3587589263916,261.8649597167969|-0.6911062598228455,0,-0.7227532267570496|1.8373249588421459e-09,1.0000001192092896,-1.7568746457641282e-09|Running
-641.408935546875,29.67673683166504,261.6529235839844|-0.6911062598228455,0,-0.7227532267570496|6.063686441848404e-09,1.0000001192092896,-5.798177493687717e-09|Running
-641.6071166992188,30.00292205810547,261.4456787109375|-0.6911062598228455,0,-0.7227532267570496|1.028644103229226e-08,1.0000001192092896,-9.83603243298603e-09|Running
-641.7613525390625,30.254451751708984,261.2843933105469|-0.6911062598228455,0,-0.7227532267570496|1.3451142422127305e-08,1.0000001192092896,-1.2862162002136301e-08|Running
-641.9681396484375,30.585641860961914,261.06817626953125|-0.6911062598228455,0,-0.7227532267570496|1.7667595386683388e-08,1.0000001192092896,-1.689399020676774e-08|Running
-642.1829833984375,30.903121948242188,260.843505859375|-0.6911062598228455,0,-0.7227532267570496|2.1880447675926007e-08,1.0000001192092896,-2.0922374943666e-08|Running
-642.3992919921875,31.212343215942383,260.6173400878906|-0.6911062598228455,0,-0.7227532267570496|2.608970817163936e-08,1.0000001192092896,-2.49473259827937e-08|Running
-642.6671142578125,31.587505340576172,260.3373107910156|-0.6885906457901001,0,-0.7251502871513367|3.142111637544076e-08,1,-2.9836968451490975e-08|Running
-642.8783569335938,31.89118194580078,260.11505126953125|-0.6809601187705994,0,-0.7323205471038818|3.589182284713388e-08,1,-3.337459375529761e-08|Running
-643.0941162109375,32.19656753540039,259.88372802734375|-0.6719403862953186,0,-0.740605354309082|4.041246270958254e-08,1.0000001192092896,-3.666563586079974e-08|Running
-643.3165893554688,32.49641418457031,259.639404296875|-0.6680757403373718,0,-0.7440933585166931|4.469945480423121e-08,1.0000001192092896,-4.013289611748405e-08|Running
-643.5467529296875,32.78850555419922,259.3834228515625|-0.6615520119667053,0,-0.7498993277549744|4.910771878030573e-08,1.0000001192092896,-4.332223113578948e-08|Running
-643.7792358398438,33.07027053833008,259.12054443359375|-0.654973566532135,0,-0.7556518912315369|4.0153857128188974e-08,1.0000001192092896,-3.48040103403946e-08|Running
-643.958984375,33.27178192138672,258.913818359375|-0.6470236778259277,0,-0.7624698877334595|2.3660744474796047e-08,1,-2.007825194993984e-08|Running
-644.20263671875,33.52129364013672,258.62762451171875|-0.6389768719673157,0,-0.7692258954048157|1.6213571596424003e-09,1,-1.3468212101130916e-09|Running
-644.5086669921875,33.80250930786133,258.2601623535156|-0.6281723380088806,0,-0.778074324131012|-2.5771353051595725e-08,1.0000001192092896,2.080630423506591e-08|Running
-644.7521362304688,34.01396560668945,257.9598693847656|-0.6117028594017029,0,-0.7910876870155334|-3.41887052002221e-08,1.0000001192092896,2.6436170585952823e-08|Running
-644.989990234375,34.21879959106445,257.6542663574219|-0.5908105373382568,0,-0.8068103790283203|-2.958948996933941e-08,1,2.1667771576971973e-08|Running
-645.222412109375,34.41608810424805,257.3394775390625|-0.5694575309753418,0,-0.8220207691192627|-2.505232643557065e-08,1,1.7355080927927702e-08|Running
-645.4490356445312,34.60479736328125,257.0149841308594|-0.5521200299263,0,-0.8337646722793579|-2.0480280582546584e-08,1.0000001192092896,1.3562067913142073e-08|Running
-645.6709594726562,34.78423309326172,256.68206787109375|-0.5389324426651001,0,-0.8423489928245544|-1.589031306536981e-08,1,1.0166576913661629e-08|Running
-645.8361206054688,34.91202163696289,256.4256286621094|-0.5256289839744568,0,-0.8507139086723328|-1.2549927319582821e-08,1,7.754199948806217e-09|Running
-646.1071166992188,35.10746765136719,255.98887634277344|-0.5181799530982971,0,-0.855271577835083|-6.886278214324193e-09,1.0000001192092896,4.172161727211687e-09|Running
-646.2693481445312,35.213836669921875,255.7220001220703|-0.5136719942092896,0,-0.8579866290092468|-3.5074223525555226e-09,1.0000001192092896,2.0998749405976014e-09|Running
-646.4852905273438,35.34431838989258,255.36195373535156|-0.5106804966926575,0,-0.8597705960273743|9.850861237836739e-10,1,-5.851145123969559e-10|Running
-646.75341796875,35.49643325805664,254.91107177734375|-0.5091631412506104,0,-0.8606700897216797|6.585190170937949e-09,1.0000001192092896,-3.89572729631027e-09|Running
-646.96044921875,35.628055572509766,254.56138610839844|-0.5091564655303955,0,-0.8606740236282349|1.1060325988410113e-08,1.0000001192092896,-6.5430536544397455e-09|Running
-647.1594848632812,35.783973693847656,254.2249755859375|-0.5091564655303955,0,-0.8606740236282349|1.553166306678122e-08,1.0000001192092896,-9.188201310905697e-09|Running
-647.34912109375,35.96941375732422,253.90443420410156|-0.5076828002929688,0,-0.8615440726280212|2.000141918756526e-08,1,-1.178625286257784e-08|Running
-647.6209716796875,36.28791809082031,253.44322204589844|-0.5031687617301941,0,-0.8641881346702576|2.6663451890840406e-08,1,-1.552464823362243e-08|Running
-647.7088623046875,36.4091682434082,253.292724609375|-0.49860188364982605,0,-0.8668311834335327|2.8915488670122613e-08,1.0000001192092896,-1.6632208499345325e-08|Running
-647.8404541015625,36.60475540161133,253.0645294189453|-0.49860188364982605,0,-0.8668311834335327|3.2174529707162947e-08,1.0000001192092896,-1.8506810306462285e-08|Running
-648.0183715820312,36.8624153137207,252.75518798828125|-0.4970785975456238,0,-0.8677055239677429|3.177340346383062e-08,1,-1.8201887996838195e-08|Running
-648.4265747070312,37.380126953125,252.04283142089844|-0.4970785975456238,0,-0.8677055239677429|-1.29100286017092e-09,1,7.395710155400081e-10|Running
-648.6199951171875,37.59199523925781,251.7052001953125|-0.49860188364982605,0,-0.8668311834335327|-1.6031215466227877e-08,1.0000001192092896,9.221166052952867e-09|Running
-648.8189086914062,37.791568756103516,251.35923767089844|-0.49860188364982605,0,-0.8668311834335327|-2.5934932423865575e-08,1.0000001192092896,1.4917789670221282e-08|Running
-649.02099609375,37.97358322143555,251.0080108642578|-0.5016436576843262,0,-0.8650743365287781|-2.126609288666259e-08,1,1.2331889287509057e-08|Running
-649.2244873046875,38.14228057861328,250.65667724609375|-0.5016436576843262,0,-0.8650743365287781|-1.6651659606736757e-08,1,9.656048405304318e-09|Running
-649.4281005859375,38.30318832397461,250.305419921875|-0.5031687617301941,0,-0.8641881346702576|-1.2002833393864876e-08,1,6.988583489686562e-09|Running
-649.6361083984375,38.45533752441406,249.94790649414062|-0.5031687617301941,0,-0.8641881346702576|-7.373758936779495e-09,1,4.293330579940857e-09|Running
-649.9010620117188,38.62301254272461,249.4927978515625|-0.5061623454093933,0,-0.8624382019042969|-1.5228515115595087e-09,1.0000001192092896,8.93756901820808e-10|Running
-650.0087280273438,38.680694580078125,249.3089141845703|-0.5106804966926575,0,-0.8597705960273743|8.47119985269984e-10,1,-5.031663974364164e-10|Running
-650.2833862304688,38.79572296142578,248.84580993652344|-0.5121961832046509,0,-0.8588684797286987|6.782499006874332e-09,1,-4.044822254911651e-09|Running
-650.5049438476562,38.856441497802734,248.47401428222656|-0.5151911973953247,0,-0.8570752739906311|1.1555834511511875e-08,1,-6.946256014828123e-09|Running
-650.7279052734375,38.88915252685547,248.10269165039062|-0.5151911973953247,0,-0.8570752739906311|1.6339225084038844e-08,1,-9.821570223778053e-09|Running
-650.9501342773438,38.88262939453125,247.73289489746094|-0.5151911973953247,0,-0.8570752739906311|2.1118529147656773e-08,1,-1.2694427731219093e-08|Running
-651.1702270507812,38.82160186767578,247.36676025390625|-0.5151911973953247,0,-0.8570752739906311|2.589375114325776e-08,1,-1.5564831201686502e-08|Running
-651.38671875,38.70608139038086,247.00657653808594|-0.5151911973953247,0,-0.8570752739906311|3.0664889294484965e-08,1,-1.843278241153712e-08|Running
-651.862060546875,38.29566955566406,246.21603393554688|-0.5136719942092896,0,-0.8579866290092468|9.7950714206263e-09,1.0000001192092896,-5.864256635845777e-09|Running
-652.072998046875,39.17134475708008,245.86526489257812|-0.4741863012313843,0,-0.8804246187210083|-1.54239587768501e-09,1.0000001192092896,8.307162180365424e-10|Running
-652.2288208007812,39.79488754272461,245.58822631835938|-0.44951921701431274,0,-0.8932706713676453|-9.702612047135517e-09,1,4.8826303000737425e-09|Running
-652.3761596679688,40.38777160644531,245.29908752441406|-0.4324929416179657,0,-0.9016373157501221|-1.8437203763710386e-08,1,8.843866972085834e-09|Running
-652.6106567382812,41.30778884887695,244.8108673095703|-0.42304086685180664,0,-0.9061107039451599|-3.3891058848212197e-08,1.0000001192092896,1.582290565238509e-08|Running
-652.7938232421875,41.98249435424805,244.41815185546875|-0.38525018095970154,0,-0.9228121638298035|-4.875044012919716e-08,1,2.035204538231028e-08|Jumping
-652.9622802734375,42.60269546508789,244.0189666748047|-0.3649889826774597,0,-0.9310117959976196|-6.809464281332112e-08,1,2.6695465393800077e-08|Freefall
-653.1204223632812,43.168392181396484,243.61550903320312|-0.3521699905395508,0,-0.9359360337257385|-8.983256805095152e-08,1,3.380181468060073e-08|Freefall
-653.27294921875,43.679595947265625,243.2099151611328|-0.3492448627948761,0,-0.9370315670967102|-7.160425496977041e-08,1.0000001192092896,2.6687912324518948e-08|Freefall
-653.4241333007812,44.13629913330078,242.80380249023438|-0.34869256615638733,0,-0.9372371435165405|-5.33883763864651e-08,1.0000001192092896,1.9862774536250072e-08|Freefall
-653.5374755859375,44.443058013916016,242.49920654296875|-0.3485753834247589,0,-0.9372808337211609|-3.973889306507772e-08,1.0000001192092896,1.4778921197944328e-08|Freefall
-653.7263793945312,44.886199951171875,241.99154663085938|-0.3485753834247589,0,-0.9372808337211609|-1.4709391038536523e-08,1.0000001192092896,5.4704325513910135e-09|Freefall
-653.8775024414062,45.179405212402344,241.58541870117188|-0.3485753834247589,0,-0.9372808337211609|6.516953643398438e-09,1.0000001192092896,-2.4236594953208623e-09|Freefall
-653.9908447265625,45.36354064941406,241.28082275390625|-0.3485753834247589,0,-0.9372808337211609|2.2424547552191143e-08,1.0000001192092896,-8.339704926640934e-09|Freefall
-654.1797485351562,45.60230255126953,240.77316284179688|-0.3485753834247589,0,-0.9372808337211609|4.891455063216199e-08,1.0000001192092896,-1.819135597713739e-08|Freefall
-654.3308715820312,45.73200988769531,240.36703491210938|-0.3485753834247589,0,-0.9372808337211609|7.008620173110103e-08,1.0000001192092896,-2.6065105629413665e-08|Freefall
-654.5575561523438,45.82437515258789,239.75784301757812|-0.3499726951122284,0,-0.936759889125824|1.0166771602371227e-07,1.0000001192092896,-3.798297143475793e-08|Freefall
-654.6333618164062,45.827911376953125,239.5548553466797|-0.3517454266548157,0,-0.9360957741737366|1.1208685180008615e-07,1.0000001192092896,-4.2117523690876624e-08|Freefall
-654.78564453125,45.79411315917969,239.14918518066406|-0.3532730042934418,0,-0.935520350933075|8.531880268947134e-08,1.0000001192092896,-3.2218252954407944e-08|Freefall
-654.9386596679688,45.70581817626953,238.74378967285156|-0.3533949553966522,0,-0.9354742765426636|5.862168350745378e-08,1.0000001192092896,-2.2145565381492816e-08|Freefall
-655.1300048828125,45.518802642822266,238.23712158203125|-0.3534584641456604,0,-0.9354503154754639|2.527715281530618e-08,1,-9.550933377511228e-09|Freefall
-655.2448120117188,45.36571502685547,237.93310546875|-0.35503828525543213,0,-0.9348517656326294|5.3030801971942765e-09,1,-2.0140054068917834e-09|Freefall
-655.43701171875,45.042457580566406,237.42669677734375|-0.35504335165023804,0,-0.9348498582839966|-2.7936158275565504e-08,1,1.0609776168735152e-08|Freefall
-655.5523681640625,44.80762481689453,237.1228790283203|-0.35815685987472534,0,-0.9336614608764648|-4.777105644393487e-08,1,1.8325199135915682e-08|Freefall
-655.7074584960938,44.44682312011719,236.71826171875|-0.3582786023616791,0,-0.9336147904396057|-7.425835235608247e-08,1.0000001192092896,2.8496955906121002e-08|Freefall
-655.8185424804688,44.14045715332031,236.42874145507812|-0.3599870800971985,0,-0.9329573512077332|-9.40295308282657e-08,1.0000001192092896,3.628184686021996e-08|Freefall
-655.9859619140625,43.561729431152344,235.99256896972656|-0.36327892541885376,0,-0.9316803812980652|-1.2681266525760293e-07,1,4.9446537531139256e-08|Freefall
-656.0757446289062,43.173614501953125,235.75869750976562|-0.36327892541885376,0,-0.9316803812980652|-1.4654287383564224e-07,1,5.713970097076526e-08|Freefall
-656.2312622070312,42.30541229248047,235.35348510742188|-0.37139594554901123,0,-0.9284746646881104|-1.0538814620986159e-07,1.0000001192092896,4.215594984202653e-08|Freefall
-656.2969970703125,41.82533264160156,235.18218994140625|-0.3859303593635559,0,-0.9225279688835144|-7.663135903612783e-08,1.0000001192092896,3.20579651713615e-08|Freefall
-656.3887939453125,40.957069396972656,234.94302368164062|-0.39398375153541565,0,-0.9191174507141113|-2.9778203014529936e-08,1,1.2764558299238615e-08|Freefall
-656.4331665039062,40.395233154296875,234.8273468017578|-0.42108529806137085,0,-0.9070210456848145|-1.893821766074666e-09,1,8.79208317261515e-10|Freefall
-656.4695434570312,39.80274200439453,234.7325439453125|-0.4306027591228485,0,-0.9025415778160095|2.5429267580534543e-08,1,-1.2132308491175081e-08|Freefall
-656.505615234375,38.96507263183594,234.6385498046875|-0.4509815573692322,0,-0.8925333619117737|6.104610861257243e-08,1.0000001192092896,-3.0845534126910934e-08|Freefall
-656.5307006835938,37.841339111328125,234.5732421875|-0.48340004682540894,0,-0.875399649143219|1.0362197855329214e-07,1.0000001192092896,-5.7220574944949476e-08|Freefall
-656.5352172851562,36.88103485107422,234.56130981445312|-0.5181799530982971,0,-0.855271577835083|1.3515744967662613e-07,1.0000001192092896,-8.188730049596415e-08|Freefall
-656.5352783203125,35.866241455078125,234.56097412109375|-0.5535376667976379,0,-0.8328242301940918|1.0499716296408224e-07,1.0000001192092896,-6.978649480515742e-08|Freefall
-656.5352783203125,34.79694366455078,234.56097412109375|-0.593623697757721,0,-0.8047427535057068|7.564979398466676e-08,1,-5.580356088330518e-08|Freefall
-656.5352783203125,33.67314147949219,234.56097412109375|-0.6376339197158813,0,-0.7703394889831543|4.768249439734973e-08,1,-3.9468282864163484e-08|Freefall
-656.5352783203125,32.494842529296875,234.56097412109375|-0.6873213052749634,0,-0.7263535261154175|2.1696042296071028e-08,1,-2.0530157129883264e-08|Freefall
-656.5352783203125,31.262042999267578,234.56097412109375|-0.7268210053443909,0,-0.6868269443511963|-1.3588575820122628e-09,1,1.4379840651557174e-09|Freefall
-656.5890502929688,29.974742889404297,234.51016235351562|-0.7861329913139343,0,-0.618057370185852|-2.0606130135547573e-08,1,2.6209796999410173e-08|Landed
-656.7348022460938,29.380184173583984,234.38514709472656|-0.8332011699676514,0,-0.5529700517654419|-3.541961746122979e-08,1,5.336937647371087e-08|Landed
-656.9109497070312,29.448698043823242,234.25230407714844|-0.8774257302284241,0,-0.47971248626708984|-4.145266530031222e-08,1.0000001192092896,7.581964922565021e-08|Landed
-657.2424926757812,29.563919067382812,234.0530242919922|-0.9102258682250977,0,-0.4141121804714203|-4.7735959185502e-08,1,1.0492447444221398e-07|Running
-657.6293334960938,29.615758895874023,233.8715057373047|-0.9344497919082642,0,-0.35609495639801025|-2.6899130034507834e-08,1,7.058759621259014e-08|Running
-658.0278930664062,29.611572265625,233.71527099609375|-0.9507426023483276,0,-0.30998164415359497|-1.1221778173364783e-08,1.0000001192092896,3.4418238925582045e-08|Running
-658.5349731445312,29.529699325561523,233.54656982421875|-0.9590339660644531,0,-0.2832913100719452|3.5729144087781606e-09,1.0000001192092896,-1.2095486390251153e-08|Running
-658.8413696289062,29.439701080322266,233.45428466796875|-0.9619523882865906,0,-0.27321743965148926|1.1420323353661388e-08,1.0000001192092896,-4.020902366619339e-08|Running
-659.3525390625,30.51300048828125,233.3025360107422|-0.9619523882865906,0,-0.27321743965148926|2.4699726708377057e-08,1.0000001192092896,-8.696355990878146e-08|Running
-659.7682495117188,31.310325622558594,233.18370056152344|-0.9619523882865906,0,-0.27321743965148926|3.531304670900681e-08,1.0000001192092896,-1.2433126528321736e-07|Jumping
-660.1849975585938,32.05315399169922,233.06529235839844|-0.9615136384963989,0,-0.27475741505622864|4.129061181856741e-08,1.0000001192092896,-1.4449649654579844e-07|Freefall
-660.6017456054688,32.741477966308594,232.94627380371094|-0.9614894390106201,0,-0.2748420536518097|3.241471446813193e-08,1.0000001192092896,-1.1339751182504187e-07|Freefall
-661.0184936523438,33.37530517578125,232.82713317871094|-0.9610365629196167,0,-0.27642160654067993|2.3665171156039833e-08,1.0000001192092896,-8.227683423456256e-08|Freefall
