MT Cinlok|true|40325
908.2120971679688,428.0058288574219,-893.74267578125|0.9454994201660156,0,0.32562386989593506|1.659030413048157e-10,1.0000001192092896,-4.817252152733431e-10|Running
908.6217651367188,428.0058288574219,-893.6015014648438|0.9460636377334595,0,0.32398101687431335|-6.016510623041427e-10,1.0000001192092896,1.7568936305778493e-09|Running
908.92919921875,428.0058288574219,-893.4961547851562|0.9471898078918457,0,0.32067370414733887|-1.195753274174649e-09,1.0000001192092896,3.5319558389090844e-09|Running
909.442138671875,428.0058288574219,-893.3223266601562|0.9483164548873901,0,0.31732621788978577|-2.225443163084151e-09,1,6.650645811845379e-09|Running
909.750244140625,428.0058288574219,-893.218994140625|0.9499573111534119,0,0.3123799264431|-2.8504467675105616e-09,1.0000001192092896,8.668298967506871e-09|Running
910.1618041992188,428.0058288574219,-893.083251953125|0.9521225690841675,0,0.30571678280830383|-1.9833974462812876e-09,1.0000001192092896,6.177081512959148e-09|Running
910.780517578125,428.0058288574219,-892.8840942382812|0.9537145495414734,0,0.3007136583328247|-6.808289487736374e-10,1.0000001192092896,2.159251666355999e-09|Running
911.2970581054688,428.0058288574219,-892.7208862304688|0.9562909603118896,0,0.2924170196056366|4.750632109917774e-10,1.0000001192092896,-1.5535985831149901e-09|Running
911.8148803710938,428.0058288574219,-892.5619506835938|0.9588067531585693,0,0.2840592563152313|1.6702083049935368e-09,1,-5.6375806245512194e-09|Running
912.0224609375,428.0058288574219,-892.4999389648438|0.9593101143836975,0,0.2823546826839447|2.1494221957851778e-09,1,-7.302738858072644e-09|Running
912.3341674804688,428.0058288574219,-892.4080200195312|0.960769534111023,0,0.2773481011390686|2.8675075647299764e-09,1.0000001192092896,-9.933415867635631e-09|Running
912.6463012695312,428.0058288574219,-892.3175048828125|0.9622187614440918,0,0.27227771282196045|3.081441990460121e-09,1.0000001192092896,-1.0889695367666263e-08|Running
913.1674194335938,428.0058288574219,-892.169677734375|0.9631603956222534,0,0.26892805099487305|1.7477891356421082e-09,1.0000001192092896,-6.2596714478502236e-09|Running
913.584716796875,428.0058288574219,-892.0529174804688|0.9654731154441833,0,0.2605031728744507|6.082526704531688e-10,1.0000001192092896,-2.254297415404949e-09|Running
913.8983154296875,428.0058288574219,-891.9677734375|0.9663736820220947,0,0.25714218616485596|-2.263375042943494e-10,1.0000001192092896,8.506056969892484e-10|Running
914.3170166015625,428.0058288574219,-891.8560791015625|0.9672774076461792,0,0.25372111797332764|-1.342315258945348e-09,1,5.117395396325719e-09|Running
914.8409423828125,428.0058288574219,-891.7183837890625|0.9685900807380676,0,0.24866318702697754|-2.7431812377187725e-09,1.0000001192092896,1.0685209161920284e-08|Running
915.1556396484375,428.0058288574219,-891.63720703125|0.9698762893676758,0,0.24359825253486633|-3.5597027547851212e-09,1.0000001192092896,1.417280781623731e-08|Running
915.5758056640625,428.0058288574219,-891.53125|0.9715545773506165,0,0.2368156760931015|-2.9084812336321875e-09,1.0000001192092896,1.193226850659812e-08|Running
915.9966430664062,428.0058288574219,-891.4281616210938|0.9731821417808533,0,0.2300359606742859|-1.6664601920624023e-09,1,7.050068528968723e-09|Running
916.5236206054688,428.0058288574219,-891.3031005859375|0.975546658039093,0,0.21979250013828278|-1.0460329824546477e-10,1,4.642806139543154e-10|Running
916.9461669921875,428.0058288574219,-891.2071533203125|0.9770495295524597,0,0.21301241219043732|1.1054114290587336e-09,1.0000001192092896,-5.070322828260032e-09|Running
917.3694458007812,428.0058288574219,-891.1143798828125|0.9785147905349731,0,0.20617657899856567|2.289548772793637e-09,1,-1.0866206601178874e-08|Running
917.7933959960938,428.0058288574219,-891.0245361328125|0.9799298048019409,0,0.19934293627738953|3.4423979222708567e-09,1,-1.6922136580888036e-08|Running
918.2178955078125,428.0058288574219,-890.937744140625|0.98130863904953,0,0.19244098663330078|2.8486750736078648e-09,1.0000001192092896,-1.4526165159622906e-08|Running
918.64306640625,428.0058288574219,-890.8539428710938|0.982623279094696,0,0.18561136722564697|1.6975951755426877e-09,1.0000001192092896,-8.987038668806235e-09|Running
919.0687866210938,428.0058288574219,-890.7730712890625|0.983578622341156,0,0.18048042058944702|6.005665964536888e-10,1.0000001192092896,-3.2729559062971703e-09|Running
919.388427734375,428.0058288574219,-890.7140502929688|0.9845157265663147,0,0.17529629170894623|-2.0307025505594822e-10,1,1.1405024702426658e-09|Running
919.81494140625,428.0058288574219,-890.6377563476562|0.9848185777664185,0,0.1735868602991104|-1.2484062672513119e-09,1,7.0826429166004345e-09|Running
920.24169921875,428.0058288574219,-890.5624389648438|0.9854256510734558,0,0.17010723054409027|-2.268315535403076e-09,1.0000001192092896,1.3140278198875421e-08|Running
920.668701171875,428.0058288574219,-890.488525390625|0.9860102534294128,0,0.16668486595153809|-3.263762593519459e-09,1.0000001192092896,1.9306511944705562e-08|Running
921.095947265625,428.0058288574219,-890.4160766601562|0.9865813255310059,0,0.16327054798603058|-3.11461767488197e-09,1,1.8820440317313114e-08|Running
921.6303100585938,428.0058288574219,-890.327392578125|0.9874261617660522,0,0.15808096528053284|-1.5249438378717173e-09,1,9.525304989210781e-09|Running
922.0581665039062,428.0058288574219,-890.258544921875|0.9885060787200928,0,0.15118113160133362|-2.7967661520023057e-10,1,1.8286808733947169e-09|Running
922.4863891601562,428.0058288574219,-890.1925659179688|0.9897926449775696,0,0.14251500368118286|8.925731265208015e-10,1,-6.19908258059354e-09|Running
922.9152221679688,428.0058288574219,-890.1302490234375|0.9912305474281311,0,0.13214372098445892|1.949734595996233e-09,1.0000001192092896,-1.4625261890444108e-08|Running
923.3446044921875,428.0058288574219,-890.072265625|0.9925588965415955,0,0.12176577746868134|2.8763631476635965e-09,1.0000001192092896,-2.3446323993425722e-08|Running
923.774658203125,428.0058288574219,-890.0188598632812|0.9937836527824402,0,0.11132916063070297|2.680663913068315e-09,1.0000001192092896,-2.3929041859105382e-08|Running
924.2052612304688,428.0058288574219,-889.9699096679688|0.9945382475852966,0,0.10437341779470444|1.6179356743251105e-09,1.0000001192092896,-1.541675054284042e-08|Running
924.5284423828125,428.0058288574219,-889.935546875|0.9955730438232422,0,0.09399107843637466|8.26857249336399e-10,1,-8.758243907891483e-09|Running
924.9597778320312,428.0058288574219,-889.8941650390625|0.9963580965995789,0,0.08526784181594849|-3.702311721087703e-11,1.0000001192092896,4.326165814472205e-10|Running
925.3914184570312,428.0058288574219,-889.8566284179688|0.9971964359283447,0,0.07482940703630447|-7.498527909710617e-10,1.0000001192092896,9.992736416108983e-09|Running
925.9315185546875,428.0058288574219,-889.8154296875|0.9976940751075745,0,0.06787201017141342|-1.5130522390549572e-09,1.0000001192092896,2.2241321673277525e-08|Running
926.3638916015625,428.0058288574219,-889.7855834960938|0.9981432557106018,0,0.06091151759028435|-1.9698647157895266e-09,1.0000001192092896,3.227972555919223e-08|Running
926.7964477539062,428.0058288574219,-889.7587280273438|0.9984496235847473,0,0.055662695318460464|-1.2571830243501836e-09,1.0000001192092896,2.2550722178493743e-08|Running
927.1209106445312,428.0058288574219,-889.7403564453125|0.9986374378204346,0,0.052184026688337326|-7.925123335361661e-10,1,1.5166182976145137e-08|Running
927.5535888671875,428.0058288574219,-889.7174682617188|0.9987283945083618,0,0.05041554942727089|-2.6584437429200136e-10,1.0000001192092896,5.266357572253355e-09|Running
928.0946655273438,428.0058288574219,-889.68994140625|0.998897910118103,0,0.04693587124347687|3.404123372074963e-10,1,-7.244718158716523e-09|Running
928.4193115234375,428.0058288574219,-889.6744384765625|0.998897910118103,0,0.04693587124347687|6.928505547065811e-10,1,-1.4745373810853835e-08|Running
928.8521728515625,428.0058288574219,-889.6541748046875|0.9989795684814453,0,0.04516679048538208|1.121285619909429e-09,1.0000001192092896,-2.4800110409728404e-08|Running
929.3932495117188,428.0058288574219,-889.629638671875|0.9990553855895996,0,0.04345576837658882|1.3975870460924966e-09,1.0000001192092896,-3.2130760274640124e-08|Running
929.7178955078125,428.0058288574219,-889.6154174804688|0.9990553855895996,0,0.04345576837658882|1.0363655489342705e-09,1.0000001192092896,-2.38262174434567e-08|Running
930.1507568359375,428.0058288574219,-889.5966186523438|0.9991307258605957,0,0.041686397045850754|5.299390926083447e-10,1,-1.2701468321552056e-08|Running
930.5836181640625,428.0058288574219,-889.5784912109375|0.9991307258605957,0,0.041686397045850754|6.602203506123061e-11,1,-1.5824020982435627e-09|Running
931.0164794921875,428.0058288574219,-889.5604248046875|0.9991307258605957,0,0.041686397045850754|-3.9749786795439945e-10,1,9.5271452948964e-09|Running
931.5575561523438,428.0058288574219,-889.537841796875|0.9991307258605957,0,0.041686397045850754|-9.763425623532385e-10,1,2.340077287499298e-08|Running
931.9904174804688,428.0058288574219,-889.519775390625|0.9991307258605957,0,0.041686397045850754|-1.4389680558224427e-09,1,3.4488881084371315e-08|Running
932.3150634765625,428.0058288574219,-889.5062255859375|0.9991307258605957,0,0.041686397045850754|-1.116678305379537e-09,1,2.6764308103111034e-08|Running
932.8561401367188,428.0058288574219,-889.483642578125|0.9991307258605957,0,0.041686397045850754|-5.799778435289227e-10,1,1.3900786299814172e-08|Running
933.1807861328125,428.0058288574219,-889.4700927734375|0.9991307258605957,0,0.041686397045850754|-2.582306035670001e-10,1,6.1892158065290914e-09|Running
933.7218627929688,428.0058288574219,-889.447509765625|0.9991307258605957,0,0.041686397045850754|2.775537022436936e-10,1,-6.6523484498759444e-09|Running
934.1547241210938,428.0058288574219,-889.429443359375|0.9991307258605957,0,0.041686397045850754|7.057693318657243e-10,1,-1.691572926176832e-08|Running
934.5875854492188,428.0058288574219,-889.411376953125|0.9991307258605957,0,0.041686397045850754|1.1336224181590637e-09,1,-2.7170422356448398e-08|Running
934.9122314453125,428.0058288574219,-889.3978271484375|0.9991307258605957,0,0.041686397045850754|1.4542701487485488e-09,1,-3.4855638375574927e-08|Running
935.3450927734375,428.0058288574219,-889.3797607421875|0.9991307258605957,0,0.041686397045850754|9.967250358400292e-10,1,-2.3889292322110123e-08|Running
935.7779541015625,428.0058288574219,-889.3616943359375|0.9991307258605957,0,0.041686397045850754|5.395759394843935e-10,1,-1.2932441784130333e-08|Running
936.2108154296875,428.0058288574219,-889.3436279296875|0.9991307258605957,0,0.041686397045850754|8.281728081094286e-11,1,-1.9849468735344544e-09|Running
936.6436767578125,428.0058288574219,-889.3255615234375|0.9991307258605957,0,0.041686397045850754|-3.7355113446935206e-10,1,8.953194630123562e-09|Running
937.1847534179688,428.0058288574219,-889.302978515625|0.9991307258605957,0,0.041686397045850754|-9.434649728135014e-10,1,2.2612768546537154e-08|Running
937.5093994140625,428.0058288574219,-889.2894287109375|0.9991307258605957,0,0.041686397045850754|-1.2851186781404067e-09,1,3.080145205558438e-08|Running
938.0504760742188,428.0058288574219,-889.266845703125|0.9991307258605957,0,0.041686397045850754|-1.1604122107655712e-09,1,2.781251495775905e-08|Running
938.3751220703125,428.0058288574219,-889.2532958984375|0.9991307258605957,0,0.041686397045850754|-8.08282218933698e-10,1,1.9372738080392082e-08|Running
938.9161987304688,428.0058288574219,-889.230712890625|0.9991307258605957,0,0.041686397045850754|-2.2190049797643496e-10,1,5.3184638915126925e-09|Running
939.2408447265625,428.0058288574219,-889.2171630859375|0.9991307258605957,0,0.041686397045850754|1.296286272767233e-10,1,-3.1069113948234417e-09|Running
939.6737060546875,428.0058288574219,-889.1990966796875|0.9991307258605957,0,0.041686397045850754|5.979831074753861e-10,1,-1.433233265402123e-08|Running
940.2147827148438,428.0058288574219,-889.176513671875|0.9991307258605957,0,0.041686397045850754|1.1828636958810534e-09,1,-2.8350626735118567e-08|Running
940.6476440429688,428.0058288574219,-889.158447265625|0.9991307258605957,0,0.041686397045850754|1.2086466272265284e-09,1,-2.8968585752409126e-08|Running
941.0805053710938,428.0058288574219,-889.140380859375|0.9991307258605957,0,0.041686397045850754|7.929236156556385e-10,1,-1.9004625428920008e-08|Running
941.5133666992188,428.0058288574219,-889.122314453125|0.9991307258605957,0,0.041686397045850754|3.7755559789687254e-10,1,-9.049172966513197e-09|Running
941.9462280273438,428.0058288574219,-889.104248046875|0.9991307258605957,0,0.041686397045850754|-3.745766544160922e-11,1,8.977773524598831e-10|Running
942.3790893554688,428.0058288574219,-889.086181640625|0.9991307258605957,0,0.041686397045850754|-4.5211656640731235e-10,1,1.0836234132227673e-08|Running
942.7037353515625,428.0058288574219,-889.0726318359375|0.9991307258605957,0,0.041686397045850754|-7.628783715851739e-10,1,1.828450812979554e-08|Running
943.1365966796875,428.0058288574219,-889.0545654296875|0.9991307258605957,0,0.041686397045850754|-1.176917785450371e-09,1,2.8208114954964003e-08|Running
943.6776733398438,428.0058288574219,-889.031982421875|0.9991307258605957,0,0.041686397045850754|-1.246366454488168e-09,1,2.987264480225349e-08|Running
944.0023193359375,428.0058288574219,-889.0184326171875|0.9991307258605957,0,0.041686397045850754|-8.852857336094644e-10,1,2.1218340862105833e-08|Running
944.4351806640625,428.0058288574219,-889.0003662109375|0.9991307258605957,0,0.041686397045850754|-4.0420472524616e-10,1,9.687893154364247e-09|Running
944.9762573242188,428.0058288574219,-888.977783203125|0.9991307258605957,0,0.041686397045850754|1.9656888616825796e-10,1,-4.711321555106451e-09|Running
945.3009033203125,428.0058288574219,-888.9642333984375|0.9991307258605957,0,0.041686397045850754|5.567252214788709e-10,1,-1.3343472105020737e-08|Running
945.8419799804688,428.0058288574219,-888.941650390625|0.9991307258605957,0,0.041686397045850754|1.1564732504965036e-09,1,-2.7718105144458605e-08|Running
946.1666259765625,428.0058288574219,-888.9281005859375|0.9991307258605957,0,0.041686397045850754|1.296402096784277e-09,1,-3.107189172624203e-08|Running
946.7077026367188,428.0058288574219,-888.905517578125|0.9991307258605957,0,0.041686397045850754|7.977663529779022e-10,1,-1.912069436116326e-08|Running
947.0667114257812,428.0058288574219,-888.8905029296875|0.9991307258605957,0,0.041686397045850754|3.9924094585863656e-10,1,-9.568922543223835e-09|Running
947.3074340820312,428.0058288574219,-888.88037109375|0.9991307258605957,0,0.041686397045850754|1.0558025807794191e-12,1,-2.5305250950236058e-11|Running
947.4298706054688,428.0058288574219,-888.8753051757812|0.9991307258605957,0,0.041686397045850754|-3.9678926810893245e-10,1,9.510160658976474e-09|Running
947.448486328125,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|-6.949500974684497e-10,1,1.665641669035267e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|-1.0922007742664164e-09,1,2.617763783518967e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|-1.3659871012094982e-09,1,3.273968829375917e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|-8.737485179821647e-10,1,2.0941818945630075e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|-5.048453877165571e-10,1,1.210002764651108e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|1.0946803186140386e-10,1,-2.6237065853251806e-09|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|4.777413464829294e-10,1,-1.1450404180379792e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|9.684054669278908e-10,1,-2.321053749199109e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|1.4586506447145098e-09,1,-3.496062817021084e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|1.0354995749750628e-09,1,-2.481863425884967e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|6.127099383412826e-10,1,-1.4685302751615836e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|1.9028138786847393e-10,1,-4.560623878546721e-09|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9991307258605957,0,0.041686397045850754|-2.3178556296521435e-10,1,5.55538726132454e-09|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.9992698431015015,0,0.038208093494176865|-6.032011556911243e-10,1.0000001192092896,1.5775734496514815e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-6.862795887130346e-10,1,2.6384711304672237e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-9.61844048852356e-10,1,3.697906336697088e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-6.550146536277168e-10,1,2.518270036944159e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-3.4844716001458664e-10,1,1.3396403097942766e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|3.439406745520124e-11,1,-1.3223145911567258e-09|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|2.6390273299981004e-10,1,-1.0146006701461374e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|6.460905699334774e-10,1,-2.483960415133879e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|9.515471743881676e-10,1,-3.6583191587169495e-08|Running
947.4495849609375,428.0058288574219,-888.8745727539062|0.999661922454834,0,0.026001708582043648|7.382199296301906e-10,1,-2.8381609951111386e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|3.120055602767735e-10,1,-1.1995369142425716e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|1.7006053509849295e-10,1,-6.5381491332061614e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-1.1364761215437724e-10,1,4.369297368356229e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-5.387555401803468e-10,1,2.071300109207641e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-8.218581371011169e-10,1,3.159716399636636e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-9.633188691182681e-10,1,3.703576467728453e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-6.600199831119369e-10,1,2.537513488221066e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-3.5698022315955313e-10,1,1.3724465119935303e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-5.419930476646684e-11,1,2.0837469527634767e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|2.4832300105082084e-10,1,-9.547028945178226e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|5.505869093980209e-10,1,-2.1167869235227954e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|8.525925521141176e-10,1,-3.2778782355080693e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|8.475566359855691e-10,1,-3.25851701177271e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|3.8013048264673444e-10,1,-1.4614499832532601e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|6.884565140197196e-11,1,-2.6468405245339e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-2.421732814283928e-10,1,9.310595849854053e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-5.529264823778135e-10,1,2.1257816840147825e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-7.082036068695174e-10,1,2.7227601506751853e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-6.246964057154969e-10,1,2.4017085209493416e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-5.054139884386188e-10,1,1.943115179869892e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-2.6700189281747555e-10,1,1.0265156724642566e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|9.02344379771769e-11,1,-3.469153853075113e-09|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|3.281377669583918e-10,1,-1.2615586797437572e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|4.470132042300179e-10,1,-1.718587405719063e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|6.846117561742915e-10,1,-2.6320590151840406e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|9.220074148608148e-10,1,-3.5447506263608375e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|6.122251039464288e-10,1,-2.353761274775934e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|3.027074146899622e-10,1,-1.163789242752955e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-6.545842427124748e-12,1,2.5166152495259553e-10|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-4.699305389266328e-10,1,1.8066952378603673e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-6.242601990891217e-10,1,2.40003128482158e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-7.959011227853807e-10,1,3.0599220934846016e-08|Running
947.4495849609375,428.0058898925781,-888.8745727539062|0.999661922454834,0,0.026001708582043648|-5.224356502964156e-10,1,2.008556521104765e-08|Running
947.5235595703125,428.0058898925781,-888.8726806640625|0.999661922454834,0,0.026001708582043648|-2.4917440333283025e-10,1,9.579760984479435e-09|Running
947.7158813476562,428.0058898925781,-888.86767578125|0.999661922454834,0,0.026001708582043648|2.3853505976001443e-11,1,-9.170721404494486e-10|Running
947.9378051757812,428.0058898925781,-888.8618774414062|0.999661922454834,0,0.026001708582043648|2.2847147784776922e-10,1,-8.783816340951489e-09|Running
948.4404907226562,428.0058898925781,-888.8488159179688|0.999661922454834,0,0.026001708582043648|5.692101789911419e-10,1,-2.1883860057414495e-08|Running
948.7970581054688,428.0058898925781,-888.8395385742188|0.999661922454834,0,0.026001708582043648|8.415393382144032e-10,1,-3.235382806110465e-08|Running
948.9867553710938,428.0058898925781,-888.8345947265625|0.999661922454834,0,0.026001708582043648|7.678783719988758e-10,1,-2.9521858735392925e-08|Running
949.1361694335938,428.0058898925781,-888.8307495117188|0.999661922454834,0,0.026001708582043648|4.846462120511319e-10,1,-1.8632713150168456e-08|Running
949.17236328125,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|2.016560529671807e-10,1,-7.752870345711926e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-1.517417302920876e-10,1,5.8338640585020585e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-3.635993173212171e-10,1,1.3978942448034104e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-6.458648615925711e-10,1,2.483092664817832e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-8.562252018506911e-10,1,3.291843952979434e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-6.413249376002739e-10,1,2.465638537785253e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-3.5500544171007675e-10,1,1.3648541852262497e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|2.5500985871562687e-12,1,-9.804111689160067e-11|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|2.168848434180859e-10,1,-8.33835667179983e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|6.451270073704052e-10,1,-2.4802558229453098e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|9.303168790886218e-10,1,-3.5766969830319795e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|6.443438005376834e-10,1,-2.4772448981025263e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|3.5861519309676737e-10,1,-1.37873223948759e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|2.1584246889805314e-10,1,-8.29828117332454e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-6.951998005044757e-11,1,2.672765786471132e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-3.5463854075601375e-10,1,1.363443580260082e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-6.39513386690993e-10,1,2.4586737978893325e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-9.241449272501256e-10,1,3.552968408371271e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-6.40846098409753e-10,1,2.4637973439212146e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-3.577892981887487e-10,1,1.3755570016371621e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-7.497441556481022e-11,1,2.8824671538529856e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|2.075987715066674e-10,1,-7.981344474217167e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|4.899305405814403e-10,1,-1.8835873305533823e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|9.129757505554892e-10,1,-3.510027468678345e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|6.335545976732249e-10,1,-2.4357646566386393e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|3.5437214274125495e-10,1,-1.3624194217243257e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|2.1487038537326697e-10,1,-8.260908401780398e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-6.395423080007845e-11,1,2.458784953418558e-09|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-3.425405792345515e-10,1,1.3169318968664356e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-7.599738061081496e-10,1,2.921795960730833e-08|Running
949.17333984375,428.0058898925781,-888.8297729492188|0.999661922454834,0,0.026001708582043648|-7.61531282478245e-10,1,2.9277838820007673e-08|Running
