ducky|true|2775
344.0148620605469,219.52365112304688,389.73687744140625|0.20594245195388794,-1.3742398152771784e-07,0.9785640835762024|3.316312557899437e-08,1,1.3345501770345436e-07|Freefall
344.1075439453125,219.4182586669922,390.24517822265625|0.2022375762462616,-1.5179629997419397e-07,0.9793365001678467|3.682252014414189e-08,1,1.473950987929129e-07|Freefall
344.2002258300781,219.25836181640625,390.7535095214844|0.1990550458431244,-1.592120071336467e-07,0.9799883365631104|3.71421364775415e-08,1,1.5491886529162002e-07|Freefall
344.3128662109375,218.9818572998047,391.3894348144531|0.19496342539787292,-1.53250326206944e-07,0.9808105230331421|3.337305898298837e-08,1,1.4961483429942746e-07|Freefall
344.4475402832031,218.5376434326172,392.15264892578125|0.19058512151241302,-1.507343938556005e-07,0.9816706776618958|2.982271141149795e-08,1,1.4775893930618622e-07|Freefall
344.55975341796875,218.07379150390625,392.78863525390625|0.18761436641216278,-1.5276698661637056e-07,0.98224276304245|2.7877739228188148e-08,1,1.5020393107079144e-07|Freefall
344.6719970703125,217.5247802734375,393.42462158203125|0.18519197404384613,-1.4934177272607485e-07,0.982702374458313|2.5778341239401925e-08,1,1.4711253015775583e-07|Freefall
344.8647155761719,216.32196044921875,394.57098388671875|0.17951348423957825,-1.3121795916504198e-07,0.9837555289268494|2.181113423205261e-08,1,1.2940468252509163e-07|Freefall
344.9714660644531,215.53451538085938,395.2079162597656|0.17690548300743103,-1.5600370772972383e-07,0.9842278361320496|2.6327533930725622e-08,1,1.5377152351447876e-07|Freefall
345.056884765625,214.84324645996094,395.7174377441406|0.17523881793022156,-1.3281660926622862e-07,0.9845259785652161|2.278702915248232e-08,1,1.3084819272535242e-07|Freefall
345.1619567871094,213.9025115966797,396.3546447753906|0.1731463372707367,-1.1930882237720652e-07,0.9848961234092712|2.1145945439116076e-08,1,1.1742098848799287e-07|Freefall
345.3218078613281,212.27882385253906,397.36065673828125|0.1689598709344864,0.0014063423732295632,0.9856219291687012|-0.0002332122385269031,0.9999989867210388,-0.0013868780806660652|Freefall
345.4358825683594,211.0915985107422,398.08135986328125|0.1663978546857834,0.007052259054034948,0.9860334992408752|-0.0011576239485293627,0.9999751448631287,-0.006956617347896099|Freefall
345.54791259765625,210.1479949951172,398.74993896484375|0.24166418612003326,-0.2644018828868866,0.9336434602737427|0.0381317213177681,0.9640064239501953,0.26313045620918274|Swimming
345.6285705566406,209.6216583251953,399.2125244140625|0.3017684519290924,-0.524620771408081,0.7960582971572876|0.08831663429737091,0.8467764854431152,0.5245662927627563|Swimming
345.68426513671875,209.66351318359375,399.5622863769531|0.3178653120994568,-0.6442276239395142,0.6956524848937988|0.12003505975008011,0.7551450729370117,0.6444745659828186|Swimming
345.7357482910156,209.85012817382812,399.8829650878906|0.3172556459903717,-0.7215890884399414,0.6153519749641418|0.14401553571224213,0.6780059933662415,0.7208102345466614|Swimming
345.8004150390625,210.13565063476562,400.29290771484375|0.30541902780532837,-0.7899327278137207,0.5317193865776062|0.16621895134449005,0.5940551161766052,0.7870640158653259|Swimming
345.8446044921875,210.3391571044922,400.573974609375|0.29458868503570557,-0.8223016858100891,0.4868648946285248|0.17685921490192413,0.5475858449935913,0.8178450465202332|Swimming
345.90087890625,210.5945587158203,400.9310302734375|0.2792968451976776,-0.8520936369895935,0.44263944029808044|0.18631471693515778,0.5003150701522827,0.8455599546432495|Swimming
345.94622802734375,210.80120849609375,401.2187194824219|0.2669549584388733,-0.8693517446517944,0.4158877432346344|0.1912660300731659,0.4707590639591217,0.8612799644470215|Swimming
345.99053955078125,211.00975036621094,401.5076904296875|0.254781574010849,-0.882456362247467,0.3954201936721802|0.19394747912883759,0.44723889231681824,0.8731333017349243|Swimming
346.0342102050781,211.21868896484375,401.7970275878906|0.24324250221252441,-0.892474889755249,0.3798968493938446|0.19517944753170013,0.42868465185165405,0.8821192979812622|Swimming
346.0885925292969,211.474365234375,402.15826416015625|0.22994013130664825,-0.9019285440444946,0.365585058927536|0.1955479085445404,0.41080790758132935,0.8905043005943298|Swimming
346.1429748535156,211.72561645507812,402.51898193359375|0.2182036191225052,-0.9089775085449219,0.3551718592643738|0.19508515298366547,0.3972238600254059,0.8967468738555908|Swimming
346.2058410644531,212.0196075439453,402.95391845703125|0.20645274221897125,-0.9152616858482361,0.3459382653236389|0.19256390631198883,0.38464704155921936,0.902754545211792|Swimming
346.2596130371094,213.06988525390625,403.31243896484375|0.20037566125392914,-0.9198439717292786,0.33724865317344666|0.19040526449680328,0.37422889471054077,0.9075784087181091|Jumping
346.2647399902344,214.15060424804688,403.4225769042969|0.2646905779838562,-0.6499406099319458,0.7124016284942627|0.13387994468212128,0.7563632726669312,0.64030522108078|Freefall
346.2493896484375,215.05332946777344,403.4541015625|0.29129481315612793,-0.2295394092798233,0.9286866784095764|0.04753884673118591,0.9730604290962219,0.2255958765745163|Freefall
346.27154541015625,215.748779296875,403.6885070800781|0.276338666677475,-0.02901640348136425,0.9606221914291382|0.006347165443003178,0.9995774030685425,0.028367213904857635|Freefall
346.3222351074219,216.36534118652344,404.08233642578125|0.2564016282558441,0.013166227377951145,0.9664806723594666|-0.002479750430211425,0.9999129176139832,-0.012963807210326195|Freefall
346.4001159667969,217.0576171875,404.6744079589844|0.23431509733200073,0.007609655149281025,0.9721308946609497|-0.001519049284979701,0.9999710321426392,-0.007461441680788994|Freefall
346.4662170410156,217.55006408691406,405.1862487792969|0.2192954272031784,0.0019759025890380144,0.9756565093994141|-0.0004107656131964177,0.9999980330467224,-0.0019328724592924118|Freefall
346.5322265625,217.98809814453125,405.7001037597656|0.2064741551876068,0.00004939073551213369,0.9784520268440247|-0.000019525614334270358,1,-0.00004635812365449965|Freefall
346.5980224609375,218.37167358398438,406.21282958984375|0.19545352458953857,-0.00020546199812088162,0.9807129502296448|0.000037985711969668046,1,0.00020193222735542804|Freefall
346.6637878417969,218.7007598876953,406.7252502441406|0.18597133457660675,-0.00010254418884869665,0.9825551509857178|0.000020180981664452702,1,0.00010054509766632691|Freefall
346.7296142578125,218.975341796875,407.2376708984375|0.17781361937522888,-0.000024610730179119855,0.9840641617774963|0.000005164242338651093,1,0.00002407613101240713|Freefall
346.79547119140625,219.19541931152344,407.7501525878906|0.17079713940620422,1.9172949805579265e-07,0.9853062033653259|1.255892527751712e-07,1,-2.1635892721860728e-07|Freefall
346.8613586425781,219.3610076904297,408.26263427734375|0.1647636592388153,0.0000028752006073773373,0.9863330721855164|-5.252162509350455e-07,1,-0.000002827304570018896|Freefall
346.9437255859375,219.49134826660156,408.9032287597656|0.15833529829978943,9.480705784881138e-07,0.9873853921890259|-1.9760202008001215e-07,1,-9.284958082389494e-07|Freefall
347.0096435546875,219.5343017578125,409.4156799316406|0.1540038138628006,1.226581076707589e-07,0.9880702495574951|-3.421516581170181e-08,1,-1.1880617734050247e-07|Freefall
347.0920715332031,219.51136779785156,410.0562744140625|0.14944058656692505,-9.464260131153424e-08,0.9887707233428955|1.5292991761839403e-08,1,9.340608642105508e-08|Freefall
347.1580505371094,219.43170166015625,410.5687255859375|0.1463724821805954,-1.3308117274846154e-07,0.9892295598983765|2.5458673391653974e-08,1,1.307631123381725e-07|Freefall
347.2240295410156,219.2975311279297,411.0812072753906|0.14376473426818848,-1.3397344389431964e-07,0.9896119236946106|2.6273296427348214e-08,1,1.3156295608496293e-07|Freefall
347.3064880371094,219.0531768798828,411.7217712402344|0.1409941166639328,-1.6747092956848064e-07,0.9900104403495789|3.209304466622598e-08,1,1.6459019036574318e-07|Freefall
347.37249755859375,218.79638671875,412.2342224121094|0.13912895321846008,-1.3912411134242575e-07,0.9902742505073547|2.573250412751804e-08,1,1.3687518674032617e-07|Freefall
347.4549865722656,218.3987579345703,412.87481689453125|0.13716496527194977,-1.201045876086937e-07,0.9905481934547424|2.0146870838289033e-08,1,1.1846080383293156e-07|Freefall
347.52099609375,218.0193328857422,413.38726806640625|0.13584497570991516,-1.1448720727003092e-07,0.9907301068305969|1.7045152844730183e-08,1,1.1322125459400922e-07|Freefall
347.5870056152344,217.58541870117188,413.89971923828125|0.13472330570220947,-1.1483071915563414e-07,0.9908832311630249|1.4783053892131193e-08,1,1.1387729159650917e-07|Freefall
347.6695251464844,216.9663848876953,414.540283203125|0.13353191316127777,-1.2124088755172124e-07,0.9910445213317871|1.279004457899191e-08,1,1.2061316567724134e-07|Freefall
347.73553466796875,216.4098358154297,415.052734375|0.13273002207279205,-1.2989394804208132e-07,0.9911522269248962|1.1683631839787267e-08,1,1.2948886762842449e-07|Freefall
347.7850646972656,215.9566650390625,415.43707275390625|0.1322127729654312,-1.3785677310806932e-07,0.9912213683128357|1.1056883408855356e-08,1,1.3760288197772752e-07|Freefall
347.85107421875,215.30474853515625,415.94952392578125|0.1316102296113968,-1.4990547470006277e-07,0.9913015365600586|1.0417575246890465e-08,1,1.4983777418819955e-07|Freefall
347.9171142578125,214.59832763671875,416.46197509765625|0.13108882308006287,-1.6321041584888007e-07,0.9913706183433533|9.950050561258195e-09,1,1.6331537722180656e-07|Freefall
347.9831237792969,213.83741760253906,416.97442626953125|0.13064031302928925,-1.774456990233375e-07,0.9914298057556152|9.609670392762837e-09,1,1.777133320501889e-07|Freefall
348.0650329589844,212.82623291015625,417.6095886230469|0.13016784191131592,0.0004462981887627393,0.9914918541908264|-0.00005842186146765016,0.9999998807907104,-0.00044245796743780375|Freefall
348.12908935546875,212.01695251464844,418.1064147949219|0.12986131012439728,0.002309412695467472,0.9915294647216797|-0.00030036072712391615,0.9999973177909851,-0.002289797179400921|Freefall
348.1911315917969,211.2293701171875,418.5877685546875|0.12961076200008392,0.006352351047098637,0.9915446043014526|-0.0008229860104620457,0.9999797940254211,-0.006298813968896866|Freefall
348.2725524902344,210.41000366210938,419.1807556152344|0.18199534714221954,-0.21232038736343384,0.9601029753684998|0.024641845375299454,0.9770877957344055,0.21140539646148682|Swimming
348.3436584472656,209.84934997558594,419.6229553222656|0.23826661705970764,-0.4574512243270874,0.8567189574241638|0.062392059713602066,0.8875119090080261,0.45654118061065674|Swimming
348.38494873046875,209.7465362548828,419.909912109375|0.2600824534893036,-0.5757660865783691,0.7751455307006836|0.08521852642297745,0.8133262395858765,0.5755329728126526|Swimming
348.4277038574219,209.84515380859375,420.2151184082031|0.2690883278846741,-0.6694545745849609,0.6924030780792236|0.10732171684503555,0.7352850437164307,0.6692069172859192|Swimming
348.464111328125,210.01019287109375,420.4761047363281|0.26844507455825806,-0.7298262715339661,0.6287215948104858|0.12346913665533066,0.6733630895614624,0.7289289832115173|Swimming
348.511962890625,210.25341796875,420.81854248046875|0.2608177065849304,-0.7882261276245117,0.5573810935020447|0.1403692215681076,0.6021928787231445,0.7859135866165161|Swimming
348.55126953125,210.45823669433594,421.099853515625|0.25198960304260254,-0.822506844997406,0.5098859667778015|0.150717094540596,0.5538156032562256,0.8188850283622742|Swimming
348.5912170410156,210.66639709472656,421.3854675292969|0.24173122644424438,-0.8483284115791321,0.47106778621673584|0.15852639079093933,0.5134688019752502,0.843338131904602|Swimming
348.64154052734375,210.92298889160156,421.7458801269531|0.22834229469299316,-0.8716264367103577,0.43373626470565796|0.1652495265007019,0.47374048829078674,0.8650217056274414|Swimming
348.68182373046875,211.12969970703125,422.03515625|0.2179395854473114,-0.8849763870239258,0.41148412227630615|0.16867788136005402,0.4494294822216034,0.8772462010383606|Swimming
348.7421875,211.4318084716797,422.4693908691406|0.2031804770231247,-0.8992234468460083,0.3874465525150299|0.17162476480007172,0.4222811758518219,0.8900694251060486|Swimming
348.7806091308594,211.63568115234375,422.75860595703125|0.1945723295211792,-0.905910849571228,0.3761211931705475|0.17168490588665009,0.40898317098617554,0.896246075630188|Swimming
348.8182373046875,211.8419647216797,423.0484313964844|0.18657763302326202,-0.9112219214439392,0.36723756790161133|0.17105388641357422,0.3982223570346832,0.9011989235877991|Swimming
348.8655090332031,212.09495544433594,423.4127197265625|0.1773863285779953,-0.9165281057357788,0.35848328471183777|0.16990646719932556,0.38731110095977783,0.9061577916145325|Swimming
348.9142150878906,213.14822387695312,423.7735900878906|0.17135633528232574,-0.9212523698806763,0.3491863012313843|0.1688304841518402,0.3766440153121948,0.9108433127403259|Jumping
348.9146728515625,214.48936462402344,423.8832092285156|0.23926785588264465,-0.5357586145401001,0.8097614645957947|0.0979594960808754,0.8430503606796265,0.5288383364677429|Freefall
348.9084777832031,215.32643127441406,423.95599365234375|0.24918819963932037,-0.15623538196086884,0.9557697176933289|0.028894834220409393,0.9876614809036255,0.15391512215137482|Freefall
348.94940185546875,216.15771484375,424.33917236328125|0.2302066832780838,0.0031378711573779583,0.9731367230415344|-0.0002864821581169963,0.9999949932098389,-0.003156704595312476|Freefall
349.00286865234375,216.7506561279297,424.7795715332031|0.21471019089221954,0.013066385872662067,0.9765903949737549|-0.002267880132421851,0.9999144673347473,-0.012879842892289162|Freefall
349.0626525878906,217.2887420654297,425.2725524902344|0.20135876536369324,0.005788739770650864,0.9795004725456238|-0.00103704072535038,0.9999832510948181,-0.00569660309702158|Freefall
349.1398620605469,217.88478088378906,425.91619873046875|0.18709196150302887,0.0006682351231575012,0.9823421835899353|-0.00013071793364360929,0.9999997615814209,-0.0006553507992066443|Freefall
349.2013854980469,218.30038452148438,426.4298095703125|0.17746180295944214,-0.00017577892867848277,0.9841277003288269|0.000026291287213098258,1,0.00017387299158144742|Freefall
349.2628173828125,218.6614990234375,426.9427795410156|0.1692640483379364,-0.0001600976102054119,0.9855707287788391|0.000027435751690063626,1,0.00015772964979987592|Freefall
349.32427978515625,218.96810913085938,427.4556579589844|0.16222789883613586,-0.000055100063036661595,0.9867533445358276|0.00000992055174720008,1,0.000054208758228924125|Freefall
349.431884765625,219.37355041503906,428.35333251953125|0.15185751020908356,0.0000019749429611692904,0.9884023666381836|-2.4210231686083716e-07,1,-0.0000019609199171100045|Freefall
349.4933776855469,219.53028869628906,428.86627197265625|0.14708483219146729,0.000002567813680798281,0.9891238808631897|-4.300597709061549e-07,1,-0.000002532097823859658|Freefall
349.554931640625,219.63253784179688,429.3792419433594|0.14313416182994843,9.711804977996508e-07,0.9897032976150513|-1.791190697986167e-07,1,-9.553796189720742e-07|Freefall
349.6011047363281,219.6734619140625,429.7639465332031|0.14057669043540955,2.7211419251216284e-07,0.9900698065757751|-5.6749176025050474e-08,1,-2.6678583253669785e-07|Freefall
