ducky|true|2775
314.9764709472656,217.48179626464844,311.525146484375|0.4782082140445709,-1.4017776095442969e-07,0.8782464861869812|6.552829745487543e-08,1,1.2393057602366753e-07|Freefall
315.2210998535156,216.94981384277344,311.980224609375|0.47754964232444763,-1.5511996309669485e-07,0.8786047697067261|7.102775612111145e-08,1,1.379467704509807e-07|Freefall
315.4656982421875,216.3633270263672,312.435302734375|0.4769897758960724,-1.7193599433085183e-07,0.8789088726043701|7.742864482906953e-08,1,1.5360332383806963e-07|Freefall
315.7103271484375,215.7223358154297,312.8904113769531|0.4765097498893738,-1.549251180676947e-07,0.8791691660881042|6.897186466403582e-08,1,1.3883487781640724e-07|Freefall
315.9549560546875,215.02684020996094,313.3454895019531|0.4760975241661072,-1.037662258340788e-07,0.8793925046920776|4.5505267110002023e-08,1,9.336135775583898e-08|Freefall
316.1383972167969,214.46946716308594,313.6867980957031|0.4758288264274597,-6.59264003388671e-08,0.8795378804206848|2.816082123047181e-08,1,5.972075456384118e-08|Freefall
316.3830261230469,213.67860412597656,314.1418762207031|0.47551512718200684,-1.6004248593048942e-08,0.8797075152397156|5.291305615884312e-09,1,1.533254234686865e-08|Freefall
316.6851806640625,212.6399688720703,314.703857421875|0.4751847982406616,0.0006378340185619891,0.8798857927322388|-0.00030362099641934037,0.9999998211860657,-0.0005609338986687362|Freefall
316.978759765625,211.61514282226562,315.25|0.4749203026294708,0.004202346317470074,0.8800187706947327|-0.0019960382487624884,0.9999911785125732,-0.0036980463191866875|Freefall
317.27813720703125,210.7396240234375,315.8013916015625|0.5069246292114258,-0.22084489464759827,0.8332196474075317|0.10210231691598892,0.9752016663551331,0.19635894894599915|Swimming
317.4447937011719,210.2541961669922,316.08447265625|0.5399071574211121,-0.4056572914123535,0.7375245094299316|0.19497106969356537,0.912647545337677,0.3592502474784851|Swimming
317.5953063964844,209.98312377929688,316.3416442871094|0.5269631743431091,-0.5411955714225769,0.6552993059158325|0.26854121685028076,0.837568461894989,0.4757779836654663|Swimming
317.7630310058594,209.9995880126953,316.63739013671875|0.5084218382835388,-0.6465970873832703,0.5686997175216675|0.33014383912086487,0.7563289403915405,0.5647757053375244|Swimming
317.91436767578125,210.17214965820312,316.90496826171875|0.48418179154396057,-0.7151238322257996,0.5041487216949463|0.37258854508399963,0.6898532509803772,0.6207094788551331|Swimming
318.0421447753906,210.3704376220703,317.1307067871094|0.46144741773605347,-0.7589462399482727,0.45942017436027527|0.40050363540649414,0.6402870416641235,0.6554611325263977|Swimming
318.1742858886719,210.59274291992188,317.364013671875|0.4377971291542053,-0.7939042448997498,0.42195942997932434|0.4230194687843323,0.5960232615470886,0.6825032830238342|Swimming
318.30902099609375,210.82229614257812,317.6019287109375|0.4152645468711853,-0.8208957314491272,0.39202749729156494|0.44036930799484253,0.5584815740585327,0.7029745578765869|Swimming
318.445068359375,211.0540771484375,317.8424987792969|0.3947615325450897,-0.8413830399513245,0.36910420656204224|0.4533023536205292,0.5277902483940125,0.7182996869087219|Swimming
318.58184814453125,211.2866668701172,318.08465576171875|0.3765428960323334,-0.8568540811538696,0.35215988755226135|0.4627106785774231,0.5032792687416077,0.7298005223274231|Swimming
318.718994140625,211.51974487304688,318.32781982421875|0.360615611076355,-0.8685509562492371,0.3399640917778015|0.4694068729877472,0.4839675724506378,0.7385340929031372|Swimming
318.89208984375,211.8067626953125,318.6319885253906|0.3434530198574066,-0.8793988227844238,0.32969340682029724|0.4755893349647522,0.4655628204345703,0.7463685870170593|Swimming
319.06689453125,212.0906982421875,318.9379577636719|0.32894694805145264,-0.8873741626739502,0.32304951548576355|0.479733943939209,0.4516831040382385,0.7522218823432922|Swimming
319.2074890136719,212.94268798828125,319.181396484375|0.31910601258277893,-0.8929958343505859,0.31737959384918213|0.4826265275478363,0.4413321912288666,0.7565034627914429|Jumping
319.24359130859375,214.0198211669922,319.2638854980469|0.49781736731529236,-0.6074622869491577,0.6190052032470703|0.32813987135887146,0.792597234249115,0.5139200687408447|Freefall
319.24786376953125,214.91830444335938,319.3019104003906|0.5863620638847351,-0.2050042301416397,0.7836790084838867|0.11089237034320831,0.978652834892273,0.17303626239299774|Freefall
319.3609313964844,215.62899780273438,319.5158386230469|0.5849121809005737,-0.02307499758899212,0.8107683062553406|0.012702121399343014,0.9997332692146301,0.019289378076791763|Freefall
319.55364990234375,216.2652130126953,319.85943603515625|0.5725628137588501,0.01303131878376007,0.8197572827339172|-0.006885114125907421,0.999914824962616,-0.011086267419159412|Freefall
319.8428955078125,216.98239135742188,320.37127685546875|0.5588234066963196,0.006942203268408775,0.8292576670646667|-0.0037166571710258722,0.999975860118866,-0.0058667901903390884|Freefall
320.09423828125,217.49478149414062,320.81695556640625|0.5494101047515869,0.0017260940512642264,0.8355510830879211|-0.0009342138073407114,0.9999985098838806,-0.0014515271177515388|Freefall
320.5387268066406,218.260498046875,321.6058654785156|0.5355339646339417,-0.00020032431348226964,0.8445136547088623|0.00010459686018293723,1,0.00017087838205043226|Freefall
320.9190979003906,218.7840118408203,322.2810363769531|0.5261358618736267,-0.00006924480112502351,0.8504005074501038|0.00003706535790115595,1,0.000058494071708992124|Freefall
321.23614501953125,219.12660217285156,322.84368896484375|0.5199335813522339,-0.000006082476829760708,0.8542066812515259|0.000003401885351195233,1,0.000005049974788562395|Freefall
321.48980712890625,219.33937072753906,323.2938232421875|0.5158481001853943,0.0000028038264190399786,0.8566800951957703|-0.000001440228516003117,1,-0.0000024056671463768|Freefall
321.80694580078125,219.5286865234375,323.8564758300781|0.5115524530410767,0.0000015779178283992223,0.8592520356178284|-8.414664875999733e-07,1,-0.0000013354214161154232|Freefall
322.0622863769531,219.6188201904297,324.3056335449219|0.5089991092681885,3.8664111912112276e-07,0.8607670664787292|-2.13341309063253e-07,1,-3.230265122056153e-07|Freefall
322.3985595703125,219.6548614501953,324.85693359375|0.5102084875106812,-3.37191501387224e-08,0.8600507378578186|1.53627830457026e-08,1,3.009232329986844e-08|Freefall
322.7333984375,219.60574340820312,325.4091491699219|0.5117195248603821,-1.1465404980981475e-07,0.8591525554656982|6.187018897207963e-08,1,9.659967759034771e-08|Freefall
323.12408447265625,219.4343719482422,326.0784912109375|0.5106655955314636,-1.2685765682363126e-07,0.859779417514801|7.031368198795462e-08,1,1.0578396825167147e-07|Freefall
323.429443359375,219.19790649414062,326.6474609375|0.5050097703933716,-1.4762923683520057e-07,0.8631136417388916|8.041229904165448e-08,1,1.2399321747125214e-07|Freefall
323.7221984863281,218.87628173828125,327.2231140136719|0.49677228927612305,-1.676172871611925e-07,0.8678809404373169|8.683909413775837e-08,1,1.4342754184326623e-07|Freefall
324.05841064453125,218.3779296875,327.9213562011719|0.4845966398715973,-2.0321446925208875e-07,0.8747377395629883|1.0117030058154342e-07,1,1.7626733495035296e-07|Freefall
324.3616638183594,217.75694274902344,328.6344299316406|0.4663141369819641,-3.594281565710844e-07,0.8846191763877869|1.7317032074970484e-07,1,3.1502412412010017e-07|Freefall
324.9920654296875,215.99081420898438,330.1907653808594|0.4271032214164734,-4.0277691937262716e-07,0.9042028784751892|1.7947702701803792e-07,1,3.6067316955268325e-07|Freefall
325.2753601074219,214.9815216064453,330.9122009277344|0.41350290179252625,-2.7926421353186015e-07,0.9105027914047241|1.2019991402212327e-07,1,2.521257442822389e-07|Freefall
325.6048889160156,213.64907836914062,331.75421142578125|0.4015868306159973,0.0000017964895278055337,0.9158209562301636|-6.946602297830395e-07,1,-0.0000016570085108469357|Freefall
325.8792419433594,212.4184112548828,332.4665222167969|0.39294862747192383,0.0010296008549630642,0.9195598363876343|-0.0003942216862924397,0.999999463558197,-0.0009512066608294845|Freefall
326.09967041015625,211.4133758544922,333.0405578613281|0.38707849383354187,0.005335444118827581,0.9220313429832458|-0.002010875381529331,0.9999857544898987,-0.004942349623888731|Freefall
326.3899841308594,210.29026794433594,333.775634765625|0.46498575806617737,-0.3270486295223236,0.822695255279541|0.11817850172519684,0.9438779950141907,0.3084285259246826|Swimming
326.54962158203125,209.83470153808594,334.183837890625|0.4667516052722931,-0.5748302936553955,0.6720960140228271|0.21755483746528625,0.8112322092056274,0.542745053768158|Swimming
326.7672119140625,209.77967834472656,334.7784118652344|0.4380824863910675,-0.7878680229187012,0.43283677101135254|0.3145584762096405,0.5854135751724243,0.7472241520881653|Swimming
326.924560546875,209.83258056640625,335.20782470703125|0.40202975273132324,-0.8678717017173767,0.29184043407440186|0.3553391695022583,0.44163569808006287,0.8238276243209839|Swimming
327.03375244140625,209.8785858154297,335.5038757324219|0.3768109977245331,-0.9011319875717163,0.21441704034805298|0.3727938234806061,0.35943710803985596,0.8554704785346985|Swimming
327.1459655761719,209.9269256591797,335.8056945800781|0.3520568311214447,-0.9237660765647888,0.15070587396621704|0.38435888290405273,0.2894972264766693,0.8766182661056519|Swimming
327.26025390625,209.97467041015625,336.1112976074219|0.32887089252471924,-0.9390736818313599,0.09992294758558273|0.391427218914032,0.23183801770210266,0.8905255794525146|Swimming
327.3760070800781,210.02142333984375,336.41925048828125|0.30753758549690247,-0.9496091604232788,0.06052316725254059|0.39526164531707764,0.18534883856773376,0.8996744155883789|Swimming
327.5218811035156,210.073974609375,336.8057861328125|0.2836322784423828,-0.9586278200149536,0.024195777252316475|0.39706623554229736,0.14037372171878815,0.9069915413856506|Swimming
327.6390380859375,210.1168975830078,337.1153869628906|0.26666173338890076,-0.9637844562530518,0.0033191735856235027|0.39699485898017883,0.11297813802957535,0.9108408093452454|Swimming
327.7565002441406,210.16099548339844,337.4248962402344|0.2508004903793335,-0.9679620862007141,-0.012188036926090717|0.3962511718273163,0.0911657065153122,0.9136048555374146|Swimming
327.90374755859375,210.2107391357422,337.81121826171875|0.23261097073554993,-0.9722151756286621,-0.026263581588864326|0.39489924907684326,0.06973611563444138,0.9160739183425903|Swimming
328.05145263671875,210.2563018798828,338.1971435546875|0.21643689274787903,-0.9756250381469727,-0.03620554134249687|0.3933004140853882,0.053189218044281006,0.9178701639175415|Swimming
328.1700134277344,210.29470825195312,338.5059509277344|0.20462867617607117,-0.9779408574104309,-0.041938040405511856|0.3919791877269745,0.04260960966348648,0.9189867973327637|Swimming
328.319091796875,210.3395538330078,338.892578125|0.1910077929496765,-0.9804521203041077,-0.047218721359968185|0.3903672397136688,0.0317370630800724,0.9201120734214783|Swimming
328.46893310546875,210.3816680908203,339.2803039550781|0.1791803538799286,-0.9824917912483215,-0.05103238299489021|0.3886745274066925,0.02304098568856716,0.9210869669914246|Swimming
328.64971923828125,210.42703247070312,339.7472229003906|0.1670919507741928,-0.9844425320625305,-0.054343365132808685|0.38644808530807495,0.01468570064753294,0.922194242477417|Swimming
328.8021545410156,210.4666290283203,340.1370544433594|0.15825307369232178,-0.985802173614502,-0.05612543597817421|0.38486650586128235,0.009237839840352535,0.9229260087013245|Swimming
328.9657897949219,210.50819396972656,340.5235290527344|0.14917436242103577,-0.987149178981781,-0.05730234086513519|0.38739022612571716,0.005026124883443117,0.9219021201133728|Swimming
329.15228271484375,210.55126953125,340.9012451171875|0.13929560780525208,-0.9885430932044983,-0.0581313893198967|0.39722636342048645,0.0020066285505890846,0.9177184700965881|Swimming
329.31292724609375,210.58987426757812,341.1990051269531|0.13177882134914398,-0.9895577430725098,-0.058394066989421844|0.4069087505340576,0.00028376304544508457,0.9134687781333923|Swimming
329.51239013671875,210.636962890625,341.57342529296875|0.12427841871976852,-0.9905529022216797,-0.057964399456977844|0.41525065898895264,-0.0011346049141138792,0.9097063541412354|Swimming
329.6608581542969,210.75308227539062,341.86077880859375|0.13920271396636963,-0.9901635050773621,-0.01410023681819439|0.41848400235176086,0.045915957540273666,0.9070627689361572|Swimming
329.8330078125,210.97467041015625,342.1994934082031|0.16549177467823029,-0.9848926067352295,0.05098077654838562|0.4186917841434479,0.11696859449148178,0.9005640149116516|Swimming
330.0259704589844,211.2788848876953,342.5933837890625|0.19357076287269592,-0.9740808606147766,0.11703348904848099|0.41487953066825867,0.1893710047006607,0.8899514675140381|Swimming
330.1795959472656,211.54959106445312,342.9146423339844|0.21378789842128754,-0.9630493521690369,0.16380064189434052|0.41032299399375916,0.24069541692733765,0.8796026110649109|Swimming
330.3306884765625,211.8323516845703,343.2322692871094|0.2316812127828598,-0.9513712525367737,0.203018456697464|0.40567171573638916,0.2841719090938568,0.8687213659286499|Swimming
330.48248291015625,212.1259307861328,343.55084228515625|0.24787917733192444,-0.939967691898346,0.2345564067363739|0.4013541042804718,0.31999513506889343,0.8582062721252441|Swimming
330.6645812988281,213.3779296875,343.927978515625|0.2690011262893677,-0.9259211421012878,0.26515746116638184|0.39647161960601807,0.35735175013542175,0.8456417918205261|Jumping
330.7084655761719,214.4383087158203,344.019287109375|0.42893603444099426,-0.6480067372322083,0.6293656826019287|0.2774425148963928,0.7575428485870361,0.5908929705619812|Freefall
330.7322998046875,215.48245239257812,344.0767517089844|0.5110308527946472,-0.1540476679801941,0.8456457853317261|0.06616827100515366,0.9879405498504639,0.13998284935951233|Freefall
330.84814453125,216.1167449951172,344.3367004394531|0.5018371343612671,-0.00837630033493042,0.8649215698242188|0.0038452602457255125,0.9999648332595825,0.00745305884629488|Freefall
331.065185546875,216.8170928955078,344.8267517089844|0.4844857156276703,0.013118203729391098,0.8747007846832275|-0.00549825606867671,0.9999134540557861,-0.01195064838975668|Freefall
331.26214599609375,217.31552124023438,345.27801513671875|0.47234633564949036,0.0057549141347408295,0.8813942670822144|-0.0024369473103433847,0.9999833703041077,-0.00522324163466692|Freefall
331.51904296875,217.86195373535156,345.8724670410156|0.4593755006790161,0.000650782254524529,0.8882419466972351|-0.0002848916337825358,0.9999997615814209,-0.0005853246548213065|Freefall
331.72418212890625,218.2378692626953,346.347412109375|0.4505908191204071,-0.0001802993065211922,0.8927305936813354|0.00007174802158260718,1,0.0001657502434682101|Freefall
332.0314636230469,218.6995849609375,347.0588684082031|0.4395093321800232,-0.00010174650378758088,0.8982380032539368|0.000042712203139672056,1,0.00009237427730113268|Freefall
332.2363586425781,218.93927001953125,347.5331115722656|0.4334084987640381,-0.000024080780349322595,0.9011975526809692|0.000010349433978262823,1,0.00002174356450268533|Freefall
332.4413146972656,219.12445068359375,348.0074157714844|0.4282747507095337,3.8012731806702504e-07,0.9036485552787781|-3.4512304125655646e-08,1,-4.043016019750212e-07|Freefall
332.697509765625,219.279296875,348.60028076171875|0.42282119393348694,0.0000025816118522925535,0.906213104724884|-0.0000010628532436385285,1,-0.0000023528848487330833|Freefall
332.9001159667969,219.34185791015625,349.0755615234375|0.4186578392982483,9.572916042088764e-07,0.9081440567970276|-4.077848529959738e-07,1,-8.661282890898292e-07|Freefall
333.15283203125,219.34341430664062,349.6699523925781|0.4139834940433502,3.798006176225499e-08,0.9102843999862671|-2.0829752145345992e-08,1,-3.2250238035658185e-08|Freefall
333.4055480957031,219.25982666015625,350.2643127441406|0.41004809737205505,-1.1583578896079416e-07,0.9120638966560364|4.7969265892788826e-08,1,1.0543787709593744e-07|Freefall
333.8099670410156,218.94894409179688,351.2153015136719|0.40493834018707275,-1.4136472259451693e-07,0.9143440127372742|6.102347782643847e-08,1,1.275821546187217e-07|Freefall
334.26495361328125,218.33863830566406,352.28515625|0.400694876909256,-1.4500514566861966e-07,0.9162115454673767|6.225543103255404e-08,1,1.3103930029956246e-07|Freefall
334.4648742675781,217.97882080078125,352.7616271972656|0.3988112807273865,-1.2374682967219996e-07,0.9170330166816711|5.239020239855563e-08,1,1.1215848161327813e-07|Freefall
334.71429443359375,217.45240783691406,353.3573303222656|0.3966381251811981,-1.1902018570708606e-07,0.9179750680923462|4.886532067871485e-08,1,1.0854144250060926e-07|Freefall
334.913818359375,216.969970703125,353.83392333984375|0.39515480399131775,-1.2914530600482976e-07,0.9186145663261414|5.162371152778178e-08,1,1.1838039171152559e-07|Freefall
335.16326904296875,216.290283203125,354.4296569824219|0.3935888409614563,-1.5385987239824317e-07,0.9192866086959839|5.98832414766548e-08,1,1.4172999840411649e-07|Freefall
335.3603820800781,215.68521118164062,354.9071960449219|0.39204296469688416,-1.4813809912084253e-07,0.9199469089508057|5.6947381921190754e-08,1,1.3676037724508205e-07|Freefall
335.6062927246094,214.8522491455078,355.50445556640625|0.390129029750824,-1.1317174397618146e-07,0.9207602143287659|4.294725997056048e-08,1,1.0471431011183086e-07|Freefall
335.7966003417969,214.1245574951172,355.98480224609375|0.3874819278717041,-1.0636028946464648e-07,0.9218773245811462|4.008773402119914e-08,1,9.852397653276057e-08|Freefall
336.1161804199219,212.74166870117188,356.8233642578125|0.3805135488510132,0.0005486633162945509,0.9247751832008362|-0.00020491780014708638,0.9999998211860657,-0.0005089769256301224|Freefall
336.4095153808594,211.3622283935547,357.63641357421875|0.3714257776737213,0.005726981908082962,0.9284449815750122|-0.0020627512130886316,0.9999836087226868,-0.005343051161617041|Freefall
336.61480712890625,210.53890991210938,358.20880126953125|0.42082521319389343,-0.21410474181175232,0.8815130591392517|0.06664562225341797,0.9764189124107361,0.20533984899520874|Swimming
336.74969482421875,210.0239715576172,358.5809326171875|0.46344783902168274,-0.42644405364990234,0.7767635583877563|0.14158740639686584,0.9009599685668945,0.4101513922214508|Swimming
336.8460998535156,209.84976196289062,358.9183654785156|0.47326943278312683,-0.5664253830909729,0.6746690273284912|0.19386239349842072,0.8140639066696167,0.5474644303321838|Swimming
336.9079284667969,209.91165161132812,359.1507873535156|0.47061172127723694,-0.6367602348327637,0.6107872128486633|0.22243130207061768,0.7554957866668701,0.6162389516830444|Swimming
336.9917907714844,210.1036834716797,359.4652099609375|0.4562535285949707,-0.7107022404670715,0.5354764461517334|0.253589928150177,0.6806540489196777,0.6873152256011963|Swimming
337.1187744140625,210.4366455078125,359.9361877441406|0.4255237281322479,-0.7867995500564575,0.4470749795436859|0.2853662669658661,0.5854939222335815,0.7587904334068298|Swimming
337.2489013671875,210.77874755859375,360.4229431152344|0.39394456148147583,-0.83450847864151,0.38523149490356445|0.3025141954421997,0.5134936571121216,0.803000271320343|Swimming
337.32379150390625,210.98233032226562,360.7038269042969|0.37695249915122986,-0.8531016111373901,0.3607276380062103|0.30772772431373596,0.48268330097198486,0.8199515342712402|Swimming
337.4180908203125,211.23684692382812,361.0574951171875|0.35642150044441223,-0.8710111379623413,0.338087797164917|0.3112848103046417,0.4518795609474182,0.8360063433647156|Swimming
337.5309143066406,211.5355987548828,361.4823913574219|0.33461886644363403,-0.8863133788108826,0.3201231360435486|0.3123471140861511,0.4248180091381073,0.8496875762939453|Swimming
337.6248779296875,211.78515625,361.8363037109375|0.31852903962135315,-0.8955913782119751,0.31057262420654297|0.31161755323410034,0.4083618223667145,0.8579831719398499|Swimming
337.6988525390625,211.98878479003906,362.1206359863281|0.3066777288913727,-0.9014447927474976,0.30552589893341064|0.30971425771713257,0.39803481101989746,0.8635075688362122|Swimming
337.7728576660156,212.19442749023438,362.4079284667969|0.29563912749290466,-0.9063715934753418,0.3018079400062561|0.3072870671749115,0.3893657922744751,0.8683138489723206|Swimming
337.8480529785156,213.0482177734375,362.6927490234375|0.2874511480331421,-0.9105454087257385,0.297117680311203|0.30496543645858765,0.38107553124427795,0.8727986812591553|Jumping
337.85614013671875,214.40921020507812,362.8062438964844|0.4142932891845703,-0.5290399789810181,0.740592896938324|0.17602168023586273,0.8449211716651917,0.5050986409187317|Freefall
337.8633728027344,215.44432067871094,362.9388732910156|0.43282613158226013,-0.0984703078866005,0.8960832357406616|0.033141396939754486,0.995082437992096,0.09334134310483932|Freefall
337.9647521972656,216.27354431152344,363.36737060546875|0.4028000235557556,0.010063063353300095,0.9152326583862305|-0.002975249895825982,0.9999486804008484,-0.009685095399618149|Freefall
338.0769958496094,216.87033081054688,363.8165588378906|0.38040220737457275,0.011401702649891376,0.9247508645057678|-0.0036376859061419964,0.999934732913971,-0.010832294821739197|Freefall
338.19952392578125,217.41246032714844,364.3095397949219|0.361095666885376,0.004203740041702986,0.9325193166732788|-0.0013737465487793088,0.9999911785125732,-0.0039759487845003605|Freefall
338.3551940917969,218.01356506347656,364.9390563964844|0.3403765559196472,0.00028594883042387664,0.9402891993522644|-0.00010705115710152313,0.9999999403953552,-0.00026535571669228375|Freefall
338.4792175292969,218.43321228027344,365.4410095214844|0.3263331651687622,-0.00020586757455021143,0.9452548027038574|0.00006100297105149366,1,0.00019673031056299806|Freefall
338.6031799316406,218.79835510253906,365.9425354003906|0.31434160470962524,-0.00013019921607337892,0.9493099451065063|0.00004114686817047186,1,0.00012352662452030927|Freefall
338.7581481933594,219.17816162109375,366.56939697265625|0.30155038833618164,-0.000024351162210223265,0.9534502625465393|0.000008174567483365536,1,0.00002295465128554497|Freefall
338.9131774902344,219.47279357910156,367.1962890625|0.2908591032028198,0.000001873871156021778,0.95676589012146|-4.425152724252257e-07,1,-0.0000018240215240439284|Freefall
339.0372619628906,219.64720153808594,367.69781494140625|0.28371092677116394,0.0000024675875920365797,0.9589098691940308|-7.579395173706871e-07,1,-0.0000023490758849220583|Freefall
339.22344970703125,219.80661010742188,368.4501037597656|0.2747354209423065,3.74339350628361e-07,0.9615198373794556|-1.3623012762309372e-07,1,-3.503953678318794e-07|Freefall
339.4717102050781,219.8284149169922,369.4530944824219|0.2652145326137543,-1.2695176110355533e-07,0.9641894102096558|3.637318712890192e-08,1,1.2166184149009496e-07|Freefall
339.626953125,219.73133850097656,370.0799560546875|0.26069000363349915,-1.5583725598844467e-07,0.9654225707054138|4.760702410067097e-08,1,1.485635152675968e-07|Freefall
339.7511291503906,219.5923614501953,370.5814514160156|0.25779300928115845,-1.4468470510564657e-07,0.9662001729011536|4.38003802116782e-08,1,1.3805967569169297e-07|Freefall
339.968505859375,219.21803283691406,371.45904541015625|0.2536093294620514,-1.6216164056004345e-07,0.9673067331314087|4.5495045952748114e-08,1,1.5571448841456004e-07|Freefall
340.09271240234375,218.92918395996094,371.96051025390625|0.2516899108886719,-1.453541358387156e-07,0.967807948589325|3.92200867338488e-08,1,1.3998938186432497e-07|Freefall
340.2169494628906,218.58583068847656,372.4620056152344|0.2501019835472107,-1.229722954576573e-07,0.968219518661499|3.1373215136909494e-08,1,1.1890464435282411e-07|Freefall
340.3722229003906,218.0800018310547,373.0888366699219|0.24842408299446106,-1.0749308643198674e-07,0.9686513543128967|2.4751376059839458e-08,1,1.0462407118438932e-07|Freefall
340.4964599609375,217.61402893066406,373.5903015136719|0.2472955584526062,-1.0244233550338322e-07,0.9689400792121887|2.1312285269914355e-08,1,1.0028679753304459e-07|Freefall
340.6828308105469,216.8128662109375,374.342529296875|0.24587953090667725,-1.0306703046580878e-07,0.969300389289856|1.82200032838864e-08,1,1.0170954567456647e-07|Freefall
340.96240234375,215.3812255859375,375.4708251953125|0.24420133233070374,-1.1623589557530067e-07,0.9697245359420776|1.664454174488128e-08,1,1.1567334468054469e-07|Freefall
341.1156311035156,214.46664428710938,376.0982360839844|0.24306511878967285,-1.2920925485104817e-07,0.970009982585907|1.7174786037799095e-08,1,1.2890038192381326e-07|Freefall
341.3891296386719,212.6327667236328,377.22003173828125|0.24116948246955872,0.0006444143946282566,0.9704828262329102|-0.00015549060481134802,0.9999998211860657,-0.0006253739702515304|Freefall
341.5325012207031,211.60618591308594,377.8231201171875|0.2396615594625473,0.004242605064064264,0.9708472490310669|-0.0010078279301524162,0.9999909996986389,-0.004121172707527876|Freefall
341.6524353027344,210.88742065429688,378.32440185546875|0.26651185750961304,-0.1631183922290802,0.949928343296051|0.03554975986480713,0.9865679740905762,0.1594361811876297|Swimming
341.8036804199219,210.08816528320312,378.8836669921875|0.3266078233718872,-0.4746171236038208,0.8173530101776123|0.11620430648326874,0.8783808350563049,0.4636201858520508|Swimming
341.8905029296875,209.92689514160156,379.226806640625|0.33719614148139954,-0.6116625666618347,0.7156589031219482|0.1572873890399933,0.78609699010849,0.5977559685707092|Swimming
341.9808654785156,210.0516357421875,379.5927429199219|0.3340805768966675,-0.710893452167511,0.6188866496086121|0.19149409234523773,0.6941109895706177,0.6939308047294617|Swimming
342.0442199707031,210.2216796875,379.8536071777344|0.32547175884246826,-0.7618594765663147,0.5600342154502869|0.21017567813396454,0.63575679063797,0.7427243590354919|Swimming
342.10968017578125,210.41928100585938,380.12457275390625|0.3137591779232025,-0.8020506501197815,0.5082026720046997|0.22538287937641144,0.5828442573547363,0.7807016968727112|Swimming
342.1935729980469,210.67213439941406,380.47161865234375|0.29766374826431274,-0.8390374183654785,0.4554256498813629|0.23959852755069733,0.527438759803772,0.8151079416275024|Swimming
342.2603759765625,210.8777618408203,380.752685546875|0.28505346179008484,-0.8601787090301514,0.4228913486003876|0.24706459045410156,0.492224782705307,0.8346698880195618|Swimming
342.3438415527344,211.1326141357422,381.1064758300781|0.2699965536594391,-0.8793205618858337,0.39229729771614075|0.25311365723609924,0.45791691541671753,0.852200448513031|Swimming
342.4259033203125,211.38485717773438,381.461181640625|0.2564690113067627,-0.892677366733551,0.3706086575984955|0.25600385665893555,0.43247684836387634,0.8645378947257996|Swimming
342.5058898925781,211.63555908203125,381.8165283203125|0.24457916617393494,-0.9022383093833923,0.35517191886901855|0.256538450717926,0.4134555757045746,0.8736374974250793|Swimming
342.5678405761719,211.83863830566406,382.101806640625|0.23627381026744843,-0.9079905152320862,0.34601715207099915|0.2554287314414978,0.40161409974098206,0.8794670701026917|Swimming
342.6292724609375,212.04319763183594,382.388916015625|0.22857831418514252,-0.91267329454422,0.3387911915779114|0.2538490295410156,0.39184221625328064,0.8843191266059875|Swimming
342.6918029785156,212.8931427001953,382.673095703125|0.22254855930805206,-0.9170342683792114,0.330938458442688|0.25248274207115173,0.38208332657814026,0.8889684081077576|Jumping
342.703857421875,213.9858856201172,382.7818298339844|0.31242871284484863,-0.6456177830696106,0.6968256831169128|0.17699597775936127,0.7602642774581909,0.6250365376472473|Freefall
342.6908264160156,214.90115356445312,382.8161315917969|0.353440523147583,-0.2270144373178482,0.9074934124946594|0.06243579089641571,0.9736685752868652,0.21925172209739685|Freefall
342.78582763671875,216.0904083251953,383.333740234375|0.32494038343429565,0.010052958503365517,0.945681095123291|-0.0024871225468814373,0.9999490976333618,-0.009775262326002121|Freefall
342.8763427734375,216.67990112304688,383.7833557128906|0.30612948536872864,0.011411462910473347,0.9519214630126953|-0.0030197796877473593,0.9999347925186157,-0.01101590320467949|Freefall
342.99859619140625,217.33993530273438,384.40545654296875|0.28625380992889404,0.0029436075128614902,0.9581493139266968|-0.0008023561676964164,0.9999956488609314,-0.0028324576560407877|Freefall
343.0975036621094,217.8067169189453,384.9144287109375|0.27282145619392395,0.0002875955542549491,0.9620646238327026|-0.00008828489080769941,0.9999999403953552,-0.0002739000483416021|Freefall
343.24530029296875,218.40481567382812,385.6756896972656|0.25589850544929504,-0.00018623449432197958,0.9667036533355713|0.00004781614552484825,1,0.0001799914607545361|Freefall
343.368408203125,218.80955505371094,386.3096618652344|0.24440385401248932,-0.00005480415347847156,0.9696735143661499|0.000014780331184738316,1,0.000052792802307521924|Freefall
343.4669494628906,219.07203674316406,386.81689453125|0.23681098222732544,-0.000007454842943843687,0.971555769443512|0.000002218127292508143,1,0.000007132443442969816|Freefall
343.5901794433594,219.323486328125,387.450927734375|0.2288302630186081,0.0000029863231247873046,0.9734663367271423|-7.297505248970992e-07,1,-0.0000028961803764104843|Freefall
343.7101745605469,219.4897918701172,388.0855407714844|0.22148992121219635,0.0000012713295518551604,0.97516268491745|-3.4448063956915576e-07,1,-0.0000012254679404577473|Freefall
343.8058776855469,219.5615234375,388.59326171875|0.21637994050979614,2.2760836770885362e-07,0.9763092398643494|-7.263125212375598e-08,1,-2.1703412755869067e-07|Freefall
343.9222106933594,219.5745391845703,389.2285461425781|0.21026599407196045,-9.475823503635183e-08,0.9776442050933838|1.9538060058721385e-08,1,9.272293510775853e-08|Freefall
