Mt Seru|true|32212
-600.8255615234375,394.3509216308594,-224.46664428710938|-0.03320305794477463,0,-0.9994486570358276|9.353173791026848e-10,1,-3.107252649625636e-11|Running
-600.8411865234375,394.3509216308594,-224.96641540527344|-0.040161214768886566,0,-0.9991933107376099|-8.27229784672312e-10,1.0000001192092896,3.324937547510842e-11|Running
-600.8607177734375,394.3509216308594,-225.46603393554688|-0.045410431921482086,0,-0.9989684820175171|-2.7641005040379696e-09,1.0000001192092896,1.256486026335324e-10|Running
-600.8829956054688,394.3509216308594,-225.96554565429688|-0.04711929336190224,0,-0.9988893270492554|-4.754795668304723e-09,1.0000001192092896,2.2429172408244824e-10|Running
-600.9063720703125,394.3509216308594,-226.46499633789062|-0.048888884484767914,0,-0.9988042116165161|-6.8065943992223765e-09,1,3.331652176363775e-10|Running
-600.9307250976562,394.3509216308594,-226.96438598632812|-0.05065906420350075,0,-0.9987159967422485|-4.729586056129165e-09,1,2.399044296552688e-10|Running
-600.9559326171875,394.3509216308594,-227.46377563476562|-0.052368227392435074,0,-0.9986279010772705|-2.5877984199951243e-09,1.0000001192092896,1.3570461421252844e-10|Running
-600.9819946289062,394.3509216308594,-227.96310424804688|-0.05761730298399925,0,-0.9983388185501099|-2.637123019955112e-10,1.0000001192092896,1.5219674479038936e-11|Running
-601.0103759765625,394.3509216308594,-228.46229553222656|-0.06286656111478806,0,-0.9980219602584839|2.245047481252982e-09,1,-1.4141814108636908e-10|Running
-601.0413818359375,394.3509216308594,-228.96133422851562|-0.06982427090406418,0,-0.9975593090057373|4.997275482310215e-09,1,-3.497848399813819e-10|Running
-601.0758056640625,394.3509216308594,-229.46014404296875|-0.07855165004730225,0,-0.9969100952148438|8.055573097465185e-09,1.0000001192092896,-6.347398717743147e-10|Running
-601.1046142578125,394.3509216308594,-229.8340301513672|-0.0889892503619194,0,-0.9960325956344604|9.074588191992916e-09,1,-8.107574056559486e-10|Running
-601.159423828125,394.3509216308594,-230.45663452148438|-0.09765587747097015,0,-0.9952201843261719|5.238409261920651e-09,1,-5.140183834129175e-10|Running
-601.2075805664062,394.3509216308594,-230.9542999267578|-0.10632407665252686,0,-0.9943315386772156|1.860996801106296e-09,1,-1.9899677738965948e-10|Running
-601.2600708007812,394.3509216308594,-231.4515380859375|-0.11157196015119553,0,-0.9937564134597778|-1.6974935901359345e-09,1.0000001192092896,1.9058260525284254e-10|Running
-601.301513671875,394.3509216308594,-231.82424926757812|-0.1185302734375,0,-0.992950439453125|-4.5511954205323946e-09,1,5.432843619423977e-10|Running
-601.3539428710938,394.3509216308594,-232.29261779785156|-0.13238559663295746,0,-0.9911983013153076|-9.918426080446352e-09,1,1.3247165586705023e-09|Running
-601.3753662109375,394.3509216308594,-232.48402404785156|-0.15826424956321716,0,-0.9873968362808228|-1.509337543836864e-08,1.0000001192092896,2.4192319258986572e-09|Running
-601.3798828125,394.3509216308594,-232.52491760253906|-0.19952471554279327,0,-0.9798927903175354|-1.1581969161511552e-08,1,2.358307993333142e-09|Running
-601.3799438476562,394.3509216308594,-232.5259246826172|-0.24383510649204254,0,-0.9698167443275452|-6.48587583640392e-09,1.0000001192092896,1.630704238309022e-09|Running
-601.3799438476562,394.3509216308594,-232.52593994140625|-0.2976094186306,0,-0.954687774181366|4.572188738727334e-10,1.0000001192092896,-1.4253104252404114e-10|Running
-601.3799438476562,394.3509216308594,-232.52593994140625|-0.3651736378669739,0,-0.9309394955635071|9.506423204186376e-09,1.0000001192092896,-3.729023312359914e-09|Running
-601.3799438476562,394.3509216308594,-232.52593994140625|-0.4387158453464508,0,-0.898625910282135|2.045322311516884e-08,1.0000001192092896,-9.985416049573814e-09|Running
-601.3800659179688,394.3509216308594,-232.5259246826172|-0.5343672633171082,0,-0.8452523946762085|2.691768763440905e-08,1,-1.701732088577046e-08|Running
-601.3801879882812,394.3509216308594,-232.52589416503906|-0.632575273513794,0,-0.7744988799095154|9.348939400410927e-09,1,-7.635786225534957e-09|Running
-601.3802490234375,394.3509216308594,-232.5259246826172|-0.7150193452835083,0,-0.6991046071052551|-5.752953224913426e-09,1,5.8839160210766295e-09|Running
-601.3803100585938,394.3509216308594,-232.52593994140625|-0.7929211258888245,0,-0.6093242764472961|-9.185550098322892e-09,1,1.195326859715351e-08|Running
-601.38037109375,394.3509216308594,-232.52593994140625|-0.8623853325843811,0,-0.5062523484230042|-6.548335651501702e-09,1,1.1154888568398746e-08|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9069690108299255,0,-0.42119738459587097|-3.3325495696345797e-09,1,7.176016225685089e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9383181929588318,0,-0.34577327966690063|-1.7239767391430405e-09,1.0000001192092896,4.678322174100913e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9581264853477478,0,-0.2863454222679138|-1.4099370559961244e-09,1,4.7177217687988104e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9670931696891785,0,-0.25442272424697876|-1.6191207263815954e-09,1.0000001192092896,6.154484033515928e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9675360918045044,0,-0.25273311138153076|-1.991967701897579e-09,1.0000001192092896,7.625833298163798e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9675360918045044,0,-0.25273311138153076|-2.0582875404073775e-09,1.0000001192092896,7.879725316684016e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9675360918045044,0,-0.25273311138153076|-1.1741493333161657e-09,1.0000001192092896,4.4949861610632524e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9675360918045044,0,-0.25273311138153076|-2.907663276818795e-10,1.0000001192092896,1.1131383592655197e-09|Running
-601.38037109375,394.3509216308594,-232.5260009765625|-0.9675360918045044,0,-0.25273311138153076|5.918630585632911e-10,1.0000001192092896,-2.265824416980422e-09|Running
-601.38037109375,395.21636962890625,-232.5260009765625|-0.9675360918045044,0,-0.25273311138153076|1.4737394637975854e-09,1.0000001192092896,-5.6419047211875295e-09|Running
-601.4043579101562,396.02734375,-232.53225708007812|-0.9675360918045044,0,-0.25273311138153076|2.354863637421545e-09,1.0000001192092896,-9.01510510686876e-09|Running
-601.466796875,396.7837829589844,-232.548583984375|-0.9675360918045044,0,-0.25273311138153076|3.235235190857111e-09,1.0000001192092896,-1.2385424241756482e-08|Running
-601.5676879882812,397.4857482910156,-232.57492065429688|-0.9675360918045044,0,-0.25273311138153076|4.114856455572635e-09,1.0000001192092896,-1.5752871007634894e-08|Running
-601.70703125,398.1331787109375,-232.611328125|-0.9675360918045044,0,-0.25273311138153076|4.993728985880352e-09,1.0000001192092896,-1.9117450733574515e-08|Running
-601.884765625,398.72613525390625,-232.65774536132812|-0.9675360918045044,0,-0.25273311138153076|5.8718496731557934e-09,1.0000001192092896,-2.2479154537791146e-08|Running
-602.1009521484375,399.26458740234375,-232.71414184570312|-0.9529890418052673,0,-0.3030046224594116|5.878598496877885e-09,1,-1.848895969658315e-08|Running
-602.3546752929688,399.74853515625,-232.7830810546875|-0.9289442300796509,0,-0.3702196776866913|1.1951529765852342e-09,1,-2.998842507651034e-09|Running
-602.5682983398438,400.0757141113281,-232.84634399414062|-0.8999840021133423,0,-0.4359230697154999|-3.5713838553164123e-09,1.0000001192092896,7.373292199019943e-09|Running
-602.963623046875,400.55291748046875,-232.982177734375|-0.8748775124549866,0,-0.4843442440032959|-7.4451445009060535e-09,1,1.3448264724047476e-08|Running
-603.310791015625,400.8733825683594,-233.12281799316406|-0.8517892956733704,0,-0.5238845944404602|-8.70988792200933e-09,1,1.4161495087705589e-08|Running
-603.6801147460938,401.1393127441406,-233.29623413085938|-0.8400949835777283,0,-0.5424392819404602|-8.054981570637665e-09,1,1.2475036115233706e-08|Running
-604.0680541992188,401.35076904296875,-233.50477600097656|-0.8334304094314575,0,-0.5526244640350342|-8.21967205411056e-09,1,1.2396347059961954e-08|Freefall
-604.4714965820312,401.5077209472656,-233.7498321533203|-0.8317849040031433,0,-0.5550980567932129|-8.597138112520497e-09,1.0000001192092896,1.2882353850329764e-08|Freefall
-604.8859252929688,401.61016845703125,-234.02391052246094|-0.8314864635467529,0,-0.5555450320243835|-9.011859702923175e-09,1,1.3488087091673151e-08|Freefall
-605.3016357421875,401.6581115722656,-234.30166625976562|-0.8314253687858582,0,-0.5556365251541138|-9.430513259189865e-09,1.0000001192092896,1.4111325441490408e-08|Freefall
-605.7174072265625,401.6515808105469,-234.57949829101562|-0.8314253687858582,0,-0.5556365251541138|-9.846971238403057e-09,1.0000001192092896,1.4734491848855669e-08|Freefall
-606.1331787109375,401.59051513671875,-234.85733032226562|-0.8331870436668396,0,-0.5529912114143372|-1.024553863970823e-08,1,1.5436864231332947e-08|Freefall
-606.5496826171875,401.4749755859375,-235.1339111328125|-0.8350289463996887,0,-0.5502060055732727|-1.0667188909962988e-08,1,1.6189229512519887e-08|Freefall
-606.9671630859375,401.304931640625,-235.4090576171875|-0.8378170132637024,0,-0.545951247215271|-1.1091192853029952e-08,1.0000001192092896,1.702055030250449e-08|Freefall
-607.385986328125,401.08038330078125,-235.68209838867188|-0.8397687077522278,0,-0.5429444313049316|-1.1561589907671532e-08,1.0000001192092896,1.788223791265864e-08|Freefall
-607.8058471679688,400.80133056640625,-235.95358276367188|-0.8442466259002686,0,-0.535955011844635|-1.2018618988918206e-08,1.0000001192092896,1.8931959999690662e-08|Freefall
-608.2279052734375,400.4677734375,-236.2217254638672|-0.850471556186676,0,-0.5260210037231445|-1.0315242882086295e-08,1,1.6677700998002365e-08|Freefall
-608.6529541015625,400.0797424316406,-236.48492431640625|-0.857589840888977,0,-0.5143342018127441|-7.142517244318469e-09,1,1.1909279784561022e-08|Freefall
-609.0816040039062,399.6371765136719,-236.74224853515625|-0.8670216798782349,0,-0.4982704222202301|-4.957698696017587e-09,1,8.626705572112314e-09|Freefall
-609.5149536132812,399.14013671875,-236.9916534423828|-0.8786147832870483,0,-0.4775312542915344|-3.9737706458709e-09,1,7.311382610453165e-09|Freefall
-609.9541015625,398.5885925292969,-237.23074340820312|-0.8935343623161316,0,-0.448994904756546|-4.332628478209699e-09,1.0000001192092896,8.622263791835394e-09|Freefall
-610.4005126953125,397.9825439453125,-237.45591735839844|-0.9077843427658081,0,-0.4194374978542328|-5.784849932410907e-09,1.0000001192092896,1.2520092518286674e-08|Freefall
-610.8258056640625,397.3219909667969,-237.6678924560547|-0.9283345341682434,0,-0.3717457950115204|-3.82218390271305e-09,1.0000001192092896,9.544870671618355e-09|Freefall
-611.215576171875,396.6069641113281,-237.8621368408203|-0.94914311170578,0,-0.3148450255393982|-1.8080568153777676e-09,1,5.4506328339698484e-09|Freefall
-611.500244140625,395.83740234375,-238.00401306152344|-0.9679686427116394,0,-0.2510712444782257|4.335614367523277e-10,1.0000001192092896,-1.6715330231065195e-09|Landed
-611.63818359375,395.01336669921875,-238.07276916503906|-0.9828155040740967,0,-0.18459072709083557|8.594596700994828e-10,1,-4.576016898738544e-09|Landed
-611.6563110351562,394.26092529296875,-238.08181762695312|-0.9940891861915588,0,-0.10856733471155167|2.6637891892278276e-10,1.0000001192092896,-2.439079826999091e-09|Running
-611.6566772460938,394.2179260253906,-238.0819854736328|-0.9992427825927734,0,-0.0389089472591877|-1.305554553354682e-10,1.0000001192092896,3.3528686493866644e-09|Running
-611.6566772460938,394.2652282714844,-238.0819854736328|-0.9994068145751953,0,0.034439679235219955|1.8647541843996862e-10,1.0000001192092896,5.411339820682315e-09|Running
-611.6566772460938,394.3022155761719,-238.0819854736328|-0.9947448372840881,0,0.10238584131002426|7.04236835513683e-10,1.0000001192092896,6.842117539207493e-09|Running
-611.6566772460938,394.3241271972656,-238.0819854736328|-0.9854682087898254,0,0.1698599010705948|1.3149960009783968e-09,1,7.629150644561378e-09|Running
-611.6566772460938,394.3363037109375,-238.0819854736328|-0.9728440046310425,0,0.23146167397499084|1.862935139484989e-09,1.0000001192092896,7.830001536035525e-09|Running
-611.6566772460938,394.3429870605469,-238.0819854736328|-0.953790009021759,0,0.30047407746315|2.319525904681541e-09,1,7.362833454038764e-09|Running
-611.6566772460938,394.3466491699219,-238.0819854736328|-0.9252808094024658,0,0.37928274273872375|2.5225754818336554e-09,1.0000001192092896,6.153959564159095e-09|Running
-611.6566772460938,394.3486328125,-238.0819854736328|-0.8878639936447144,0,0.4601060748100281|2.211765215420769e-09,1.0000001192092896,4.268030373566489e-09|Running
-611.6566162109375,394.3497009277344,-238.0819549560547|-0.8250291347503662,0,0.5650902986526489|2.530475828876888e-09,1.0000001192092896,3.6944824977069857e-09|Running
-611.656494140625,394.35028076171875,-238.0819549560547|-0.7473276257514954,0,0.6644557118415833|1.495887858027345e-09,1,1.6824571735796212e-09|Running
-611.6563720703125,394.3506164550781,-238.08197021484375|-0.6523882746696472,0,0.7578849196434021|1.4220369326523041e-09,1,1.2240911617666939e-09|Running
-611.656494140625,394.3507995605469,-238.08193969726562|-0.5492585897445679,0,0.8356524705886841|5.6660969249833215e-09,1,3.724218489153941e-09|Running
-611.6566162109375,394.3509216308594,-238.08193969726562|-0.43866050243377686,0,0.8986528515815735|8.055889288982598e-09,1,3.932330905342951e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.34906408190727234,0,0.9370988607406616|6.715910494392574e-09,1,2.501639118079879e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.27649012207984924,0,0.9610167741775513|6.9240875255616174e-09,1,1.9921002625267192e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.23455701768398285,0,0.9721024036407471|7.688958802987145e-09,1,1.8552563929574717e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|8.82172646043955e-09,1.0000001192092896,1.869690846589833e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|9.904192133092238e-09,1.0000001192092896,2.0991104410228445e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.0985948151187586e-08,1.0000001192092896,2.3283794892137166e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.2066804444543777e-08,1.0000001192092896,2.557458023133563e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.314673880870032e-08,1.0000001192092896,2.7863409357564706e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.4225749467300375e-08,1.0000001192092896,3.015028005037834e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.530384174941446e-08,1.0000001192092896,3.2435207852898884e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.6381010325972056e-08,1.0000001192092896,3.4718177222003987e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.20733608305454254,0,0.9782698750495911|1.7457264078757362e-08,1.0000001192092896,3.6999205921262046e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.2192402482032776,0,0.9756709337234497|1.8314846528255657e-08,1,4.115477292288006e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.2918676733970642,0,0.9564586877822876|1.7803117202674912e-08,1.0000001192092896,5.432701399854523e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.3300187289714813,0,0.9439744353294373|1.6882014008956503e-08,1.0000001192092896,5.902045963068758e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.33661189675331116,0,0.9416435360908508|1.6056757701221613e-08,1.0000001192092896,5.739853037312059e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.33496153354644775,0,0.9422318935394287|1.5308216916309902e-08,1.0000001192092896,5.4420401518484596e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.32672324776649475,0,0.945120096206665|1.1192163640316721e-08,1.0000001192092896,3.869074394202698e-09|Running
-611.6566162109375,394.3509216308594,-238.0819549560547|-0.3118298351764679,0,0.9501380324363708|2.716342706321484e-09,1.0000001192092896,8.914880500476841e-10|Running
