Mt Seru|true|32212
-339.58636474609375,652.5320434570312,482.3866271972656|-0.9999061822891235,0,0.013702361844480038|4.916184681569291e-10,1.0000001192092896,3.58750114060058e-08|Running
-339.9250183105469,653.3566284179688,482.3912353515625|-0.9999061822891235,0,0.013702361844480038|1.5920736951002823e-10,1.0000001192092896,1.1617882655912126e-08|Running
-340.30340576171875,654.126708984375,482.39642333984375|-0.9999061822891235,0,0.013702361844480038|-1.7291958143150765e-10,1.0000001192092896,-1.2618508016259966e-08|Running
-340.72149658203125,654.84228515625,482.4021301269531|-0.9999266862869263,0,0.012115329504013062|-4.460822822238697e-10,1.0000001192092896,-3.681695659452089e-08|Running
-341.1792907714844,655.5033569335938,482.4081115722656|-0.9999277591705322,0,0.01202379073947668|-7.3337913519822e-10,1.0000001192092896,-6.098959914879742e-08|Freefall
-341.672119140625,656.1099243164062,482.4140930175781|-0.9999284744262695,0,0.011962764896452427|-1.0185841059495715e-09,1,-8.514012250770975e-08|Freefall
-342.1719665527344,656.6619873046875,482.42010498046875|-0.9999462366104126,0,0.010376051999628544|-1.1337345506845509e-09,1.0000001192092896,-1.0925866433808551e-07|Freefall
-342.6719665527344,657.1595458984375,482.42535400390625|-0.9999474287033081,0,0.01025399286299944|-1.3674013032982657e-09,1,-1.333460488694982e-07|Freefall
-343.0469665527344,657.4970092773438,482.42919921875|-0.9999632835388184,0,0.008575386367738247|-1.2982889208146275e-09,1.0000001192092896,-1.5139157483190502e-07|Freefall
-343.6719665527344,657.9912719726562,482.4346618652344|-0.9999756813049316,0,0.00698856869712472|-9.180775584205492e-10,1.0000001192092896,-1.3136526888501976e-07|Freefall
-344.1719665527344,658.3253173828125,482.4381408691406|-0.9999771118164062,0,0.006774954032152891|-6.007040975752886e-10,1.0000001192092896,-8.866337708468564e-08|Freefall
-344.6719665527344,658.6048583984375,482.4414978027344|-0.9999774694442749,0,0.00671392073854804|-3.088177491505917e-10,1,-4.5995594888381675e-08|Freefall
-345.14715576171875,658.8299560546875,482.4446716308594|-0.9999876022338867,0,0.004974303767085075|-1.6867026872424695e-11,1.0000001192092896,-3.390789649060366e-09|Freefall
-345.58258056640625,659.0005493164062,482.4476013183594|-0.9999876022338867,0,0.004974303767085075|1.9488746727525097e-10,1.0000001192092896,3.917835655897761e-08|Freefall
-345.9783020019531,659.1166381835938,482.45025634765625|-0.9999876022338867,0,0.004974303767085075|4.0646105925468135e-10,1.0000001192092896,8.171113563548715e-08|Freefall
-346.4974060058594,659.1885986328125,482.4537353515625|-0.9999876022338867,0,0.004974303767085075|7.234824406232576e-10,1.0000001192092896,1.4544215787282155e-07|Freefall
-347.3155212402344,658.9237060546875,482.459228515625|-0.9999948740005493,0,0.0032043291721493006|1.9818099938895273e-10,1,6.184757239680039e-08|Freefall
-347.7891845703125,658.4746704101562,482.4619140625|-0.9999948740005493,0,0.0032043291721493006|3.370997578300283e-11,1,1.0520080806486476e-08|Freefall
-347.93243408203125,658.3283081054688,482.46258544921875|-0.9999948740005493,0,0.0032043291721493006|-7.363893349265904e-12,1,-2.2980959357710162e-09|Freefall
-348.1659240722656,658.083251953125,482.4636535644531|-0.9999948740005493,0,0.0032043291721493006|-6.894181059369231e-11,1,-2.151509903569604e-08|Freefall
-348.5119934082031,657.7088012695312,482.4651184082031|-0.9999948740005493,0,0.0032043291721493006|-1.5098435002247612e-10,1,-4.711862189310523e-08|Freefall
-348.89776611328125,657.2798461914062,482.4665832519531|-0.9999948740005493,0,0.0032043291721493006|-2.329568482561939e-10,1,-7.270028845596244e-08|Freefall
-349.32330322265625,656.7964477539062,482.4681091308594|-0.9999948740005493,0,0.0032043291721493006|-3.1485930529484563e-10,1,-9.826009517155398e-08|Freefall
-349.7885437011719,656.258544921875,482.4696960449219|-0.9999948740005493,0,0.0032043291721493006|-3.9669181828294597e-10,1,-1.2379807401430298e-07|Freefall
-350.28466796875,655.6661376953125,482.4712829589844|-0.9999948740005493,0,0.0032043291721493006|-4.784544427316462e-10,1,-1.493142463004915e-07|Freefall
-350.7845764160156,655.0191650390625,482.4728698730469|-0.9999948740005493,0,0.0032043291721493006|-4.5297965378665594e-10,1,-1.4136416837118304e-07|Freefall
-351.2845764160156,654.3177490234375,482.4744567871094|-0.9999948740005493,0,0.0032043291721493006|-3.204047305249702e-10,1,-9.999069305877128e-08|Freefall
-351.7845764160156,653.5618286132812,482.4760437011719|-0.9999948740005493,0,0.0032043291721493006|-1.879429806228572e-10,1,-5.8652531720326806e-08|Freefall
-352.2845764160156,652.7514038085938,482.4776306152344|-0.9999948740005493,0,0.0032043291721493006|-5.5594365916400434e-11,1,-1.7349679026779086e-08|Freefall
-352.7693786621094,652.6292724609375,482.4792175292969|-0.9999948740005493,0,0.0032043291721493006|7.664122808614948e-11,1,2.3917902325365503e-08|Landed
-353.13104248046875,652.626953125,482.48040771484375|-0.9999948740005493,0,0.0032043291721493006|1.7574380839491255e-10,1,5.484546150569258e-08|Landed
-353.6192321777344,652.6268920898438,482.4819641113281|-0.9999876022338867,0,0.004974303767085075|5.291406757201855e-10,1.0000001192092896,1.0637349845410426e-07|Running
-353.9725036621094,653.5026245117188,482.4830627441406|-0.9999876022338867,0,0.004974303767085075|7.339988061794145e-10,1.0000001192092896,1.47556264096238e-07|Running
-354.3505859375,654.3272094726562,482.48443603515625|-0.9999876022338867,0,0.004974303767085075|5.986003359659264e-10,1.0000001192092896,1.2033702034841554e-07|Running
-354.7684020996094,655.0972900390625,482.4861755371094|-0.9999876022338867,0,0.004974303767085075|4.6331741221372624e-10,1.0000001192092896,9.314100424262506e-08|Running
-355.2259216308594,655.8128662109375,482.48828125|-0.9999876022338867,0,0.004974303767085075|3.281500349228139e-10,1.0000001192092896,6.596822288429394e-08|Running
-355.7185974121094,656.4739379882812,482.4906921386719|-0.9999876022338867,0,0.004974303767085075|1.9309819021540164e-10,1.0000001192092896,3.8818658509853776e-08|Running
-356.21844482421875,657.0805053710938,482.4931335449219|-0.9999876022338867,0,0.004974303767085075|5.8161930133193707e-11,1.0000001192092896,1.169233154740823e-08|Running
-356.71844482421875,657.632568359375,482.4955749511719|-0.9999876022338867,0,0.004974303767085075|-7.665903328790691e-11,1.0000001192092896,-1.5410815734639982e-08|Running
-357.21844482421875,658.130126953125,482.4980163574219|-0.9999876022338867,0,0.004974303767085075|-2.1136470351734715e-10,1.0000001192092896,-4.24907895535398e-08|Running
-357.71844482421875,658.5732421875,482.5004577636719|-0.9999876022338867,0,0.004974303767085075|-3.4595520892466425e-10,1.0000001192092896,-6.954761033739487e-08|Running
-358.21844482421875,658.9618530273438,482.5028991699219|-0.9999876022338867,0,0.004974303767085075|-4.804306952266302e-10,1.0000001192092896,-9.65812958497736e-08|Freefall
-358.71844482421875,659.2958984375,482.5053405761719|-0.9999876022338867,0,0.004974303767085075|-6.147911069120937e-10,1.0000001192092896,-1.235918603015307e-07|Freefall
-359.21844482421875,659.575439453125,482.5077819824219|-0.9999876022338867,0,0.004974303767085075|-7.49036721536811e-10,1.0000001192092896,-1.5057935343065765e-07|Freefall
-359.71844482421875,659.800537109375,482.5102233886719|-0.9999876022338867,0,0.004974303767085075|-7.135518842460442e-10,1.0000001192092896,-1.4344581700242998e-07|Freefall
-360.21844482421875,659.9711303710938,482.5126647949219|-0.9999876022338867,0,0.004974303767085075|-5.085543652860736e-10,1.0000001192092896,-1.0223502755479785e-07|Freefall
-360.71844482421875,660.0872192382812,482.5151062011719|-0.9999984502792358,0,0.0018005343154072762|-1.1000522021076264e-10,1.0000001192092896,-6.109578265522941e-08|Freefall
-361.21844482421875,660.1488037109375,482.5160827636719|-0.9999988079071045,0,-0.0015869121998548508|3.172399148931859e-11,1.0000001192092896,-1.999099552563166e-08|Freefall
-361.71844482421875,660.1558837890625,482.51531982421875|-0.9999982118606567,0,-0.001892086467705667|-3.993772673682727e-11,1,2.1107732450786898e-08|Freefall
-362.21844482421875,660.1084594726562,482.51434326171875|-0.9999979734420776,0,-0.0020141559652984142|-1.2522509418300132e-10,1,6.217236148131633e-08|Freefall
-362.59344482421875,660.037109375,482.51361083984375|-0.9999933242797852,0,-0.0036620849277824163|-3.403459181150481e-10,1,9.293712821545341e-08|Freefall
-363.21844482421875,659.85009765625,482.51141357421875|-0.9999862909317017,0,-0.005248951260000467|-7.566988702301103e-10,1.0000001192092896,1.441599408735783e-07|Freefall
-363.71844482421875,659.63916015625,482.5087890625|-0.9999754428863525,0,-0.007019084878265858|-9.272776435587105e-10,1.0000001192092896,1.3210481597525359e-07|Freefall
-364.21844482421875,659.373779296875,482.5052795410156|-0.9999462366104126,0,-0.010376051999628544|-1.0631041602593427e-09,1.0000001192092896,1.0245197046288013e-07|Freefall
-364.59344482421875,659.138916015625,482.5014953613281|-0.9999247789382935,0,-0.012267892248928547|-9.846865545171113e-10,1,8.025929787436326e-08|Freefall
-365.21844482421875,658.6793823242188,482.49383544921875|-0.9999228715896606,0,-0.012420833110809326|-5.379907075386825e-10,1,4.331023717440985e-08|Freefall
-365.71844482421875,658.2504272460938,482.48760986328125|-0.9999217987060547,0,-0.012512373737990856|-1.7242751670920597e-10,1.0000001192092896,1.3779482443965207e-08|Freefall
-366.21844482421875,657.7670288085938,482.48138427734375|-0.9999005794525146,0,-0.01409901026636362|2.2151831757799556e-10,1.0000001192092896,-1.5710060807805348e-08|Freefall
-366.71844482421875,657.2291259765625,482.4743957519531|-0.9998993873596191,0,-0.014190545305609703|6.410363351250226e-10,1.0000001192092896,-4.516893881145734e-08|Freefall
-367.21844482421875,656.63671875,482.4673156738281|-0.9998984336853027,0,-0.014251566492021084|1.0632925651066216e-09,1,-7.460124606950558e-08|Freefall
-367.71844482421875,655.98974609375,482.4602355957031|-0.9998745918273926,0,-0.01583857089281082|1.6473296060581788e-09,1,-1.0399441663366815e-07|Freefall
-368.2183532714844,655.288330078125,482.4523620605469|-0.999873161315918,0,-0.01593009941279888|2.1246588932655186e-09,1.0000001192092896,-1.3335694859506475e-07|Freefall
-368.7182312011719,654.5324096679688,482.4443359375|-0.9998722076416016,0,-0.015991119667887688|2.6019493226669965e-09,1.0000001192092896,-1.626913501695526e-07|Freefall
-369.2181091308594,653.7219848632812,482.436279296875|-0.9998722076416016,0,-0.015991119667887688|1.9721833055541538e-09,1.0000001192092896,-1.233141517786862e-07|Freefall
-369.7179870605469,652.8570556640625,482.4282531738281|-0.9998455047607422,0,-0.017578091472387314|1.4766375899810669e-09,1,-8.399145201565261e-08|Freefall
-370.1342468261719,651.9376220703125,482.4212341308594|-0.999843955039978,0,-0.017669616267085075|7.899232934427403e-10,1.0000001192092896,-4.4698197143588914e-08|Landed
-370.583251953125,650.9637451171875,482.41326904296875|-0.9998104572296143,0,-0.019470090046525|1.0630026026081651e-10,1,-5.458634877442137e-09|Landed
-371.06756591796875,650.261474609375,482.4039611816406|-0.9997744560241699,0,-0.021239981055259705|-7.16438075532011e-10,1.0000001192092896,3.372302970205965e-08|Running
-371.55267333984375,651.126953125,482.3945617675781|-0.9997744560241699,0,-0.021239981055259705|-1.5481288473395693e-09,1.0000001192092896,7.28710460862203e-08|Running
-372.0504150390625,651.9379272460938,482.3841247558594|-0.9997395277023315,0,-0.022827472537755966|-2.5566153638578726e-09,1.0000001192092896,1.11968127214368e-07|Running
-372.5502624511719,652.6943969726562,482.3727722167969|-0.9996997117996216,0,-0.02450573444366455|-3.701990269888711e-09,1.0000001192092896,1.5102092731922312e-07|Running
-373.0501403808594,653.3963012695312,482.36053466796875|-0.9996960163116455,0,-0.024658232927322388|-2.9934466017067507e-09,1.0000001192092896,1.2136054294842324e-07|Running
-373.5500183105469,654.0437622070312,482.34820556640625|-0.9996539354324341,0,-0.026305880397558212|-2.4142590149267562e-09,1,9.174463855288195e-08|Running
-374.0498962402344,654.63671875,482.3351135253906|-0.9996515512466431,0,-0.02639736793935299|-1.6414477554960172e-09,1,6.216058778818478e-08|Running
-374.5497741699219,655.1751708984375,482.3219299316406|-0.9996498823165894,0,-0.026458358392119408|-8.62863724915286e-10,1,3.260072389821289e-08|Running
-375.0496520996094,655.6591186523438,482.3087463378906|-0.999649167060852,0,-0.026488857343792915|-8.124944467224893e-11,1.0000001192092896,3.0662303807105218e-09|Running
-375.424560546875,655.986328125,482.2988586425781|-0.999649167060852,0,-0.026488857343792915|5.052639417968408e-10,1.0000001192092896,-1.9067892154112087e-08|Running
-375.8995666503906,656.3749389648438,482.2862854003906|-0.999649167060852,0,-0.026488857343792915|1.2866970822145163e-09,1.0000001192092896,-4.8557989629216536e-08|Running
-376.4375,656.7839965820312,482.27203369140625|-0.999649167060852,0,-0.026488857343792915|2.262548814968568e-09,1.0000001192092896,-8.538515317013662e-08|Running
-376.8231506347656,657.0499267578125,482.2618103027344|-0.9996944665908813,0,-0.024719228968024254|2.839673829413414e-09,1.0000001192092896,-1.1484201678513273e-07|Running
-377.1690979003906,657.2613525390625,482.2526550292969|-0.999735951423645,0,-0.02297998033463955|3.3167015800472655e-09,1,-1.442919312921731e-07|Running
-377.475341796875,657.4183349609375,482.2445373535156|-0.9997744560241699,0,-0.021239981055259705|2.974226642749045e-09,1.0000001192092896,-1.3999805048570124e-07|Freefall
-377.7418518066406,657.5208129882812,482.2374572753906|-0.9997744560241699,0,-0.021239981055259705|2.166526513747158e-09,1.0000001192092896,-1.0197927480248836e-07|Freefall
-377.96868896484375,657.5687866210938,482.2314758300781|-0.9997744560241699,0,-0.021239981055259705|1.359516277332773e-09,1.0000001192092896,-6.399297802772708e-08|Freefall
-378.15582275390625,657.5621948242188,482.22650146484375|-0.9997744560241699,0,-0.021239981055259705|5.531946567494117e-10,1.0000001192092896,-2.6039094436214327e-08|Freefall
-378.3032531738281,657.5011596679688,482.22259521484375|-0.9998098611831665,0,-0.019500594586133957|-2.3222213041407258e-10,1,1.1906200469979922e-08|Freefall
-378.41094970703125,657.3856201171875,482.2197570800781|-0.9998428821563721,0,-0.017730632796883583|-8.839283194284064e-10,1.0000001192092896,4.984534029972565e-08|Freefall
-378.47894287109375,657.215576171875,482.2179260253906|-0.9998428821563721,0,-0.017730632796883583|-1.5561354427262586e-09,1.0000001192092896,8.775157311902149e-08|Freefall
-378.5568542480469,656.9910278320312,482.216064453125|-0.999869704246521,0,-0.016143666580319405|-2.028667678288798e-09,1,1.2564700568873377e-07|Freefall
-378.67449951171875,656.7119750976562,482.2135925292969|-0.9998711347579956,0,-0.016052136197686195|-2.0955086554863556e-09,1.0000001192092896,1.3052708425220771e-07|Freefall
-378.83184814453125,656.37841796875,482.2105712890625|-0.9998962879180908,0,-0.014404121786355972|-1.475305877463029e-09,1,1.0241186032544647e-07|Freefall
-379.0289306640625,655.9903564453125,482.2070617675781|-0.9999380111694336,0,-0.01113890577107668|-8.276422880371115e-10,1.0000001192092896,7.429733273056627e-08|Freefall
-379.2657470703125,655.5477905273438,482.20318603515625|-0.9999897480010986,0,-0.004547072574496269|-2.1009455286602474e-10,1.0000001192092896,4.620388338594239e-08|Freefall
-379.5422668457031,655.0507202148438,482.1994323730469|-0.9999997615814209,0,0.0007324217003770173|1.3338425849940272e-11,1,1.8211398611356344e-08|Freefall
-379.8585205078125,654.4992065429688,482.19635009765625|-0.9999819993972778,0,0.006012038327753544|-5.837379885020866e-11,1.0000001192092896,-9.709310688776895e-09|Freefall
-380.2144775390625,653.8931884765625,482.1944580078125|-0.9999532699584961,0,0.009674211032688618|-3.6343464349108956e-10,1.0000001192092896,-3.756561284262716e-08|Freefall
-380.610107421875,653.2326049804688,482.1943359375|-0.9999496936798096,0,0.010040391236543655|-6.564007670739613e-10,1.0000001192092896,-6.537272412288075e-08|Freefall
-381.037109375,653.1325073242188,482.1981506347656|-0.9999481439590454,0,0.010192964226007462|-9.49641365544096e-10,1.0000001192092896,-9.316152471683381e-08|Landed
-381.38031005859375,652.9296264648438,482.2016296386719|-0.9999481439590454,0,0.010192964226007462|-9.190439520523341e-10,1.0000001192092896,-9.01598653513247e-08|Landed
-381.7548522949219,652.892822265625,482.2054443359375|-0.9999481439590454,0,0.010192964226007462|-5.750048215347192e-10,1.0000001192092896,-5.6409007243019005e-08|Running
-382.2305908203125,652.692138671875,482.2103271484375|-0.9999481439590454,0,0.010192964226007462|-2.3126030257447638e-10,1.0000001192092896,-2.2687052236847194e-08|Running
-382.7164611816406,652.408203125,482.21533203125|-0.9999481439590454,0,0.010192964226007462|1.1219048606792015e-10,1.0000001192092896,1.1006088485032706e-08|Running
-383.1203918457031,652.0697021484375,482.219482421875|-0.9999481439590454,0,0.010192964226007462|4.5534798154278633e-10,1.0000001192092896,4.467045755518484e-08|Running
-383.4873352050781,652.9454345703125,482.2232666015625|-0.9999481439590454,0,0.010192964226007462|7.982124405891966e-10,1.0000001192092896,7.83060727371776e-08|Running
-383.77740478515625,653.5689697265625,482.2261962890625|-0.9999481439590454,0,0.010192964226007462|1.055168508123927e-09,1.0000001192092896,1.0351393342489246e-07|Running
-384.31048583984375,654.5401000976562,482.23162841796875|-0.9999481439590454,0,0.010192964226007462|1.1840082247971395e-09,1.0000001192092896,1.1615333761483271e-07|Running
-384.7816467285156,655.2556762695312,482.2364501953125|-0.9999481439590454,0,0.010192964226007462|9.282675739186175e-10,1.0000001192092896,9.106472020903311e-08|Jumping
-385.27960205078125,655.916748046875,482.2415771484375|-0.9999630451202393,0,0.008605902083218098|5.683454262772614e-10,1.0000001192092896,6.603891478107471e-08|Freefall
-385.7795715332031,656.5233154296875,482.2459411621094|-0.9999637603759766,0,0.00851435586810112|3.493824674016821e-10,1,4.103302586599966e-08|Freefall
-386.2795715332031,657.0753784179688,482.2502136230469|-0.9999765157699585,0,0.00686650350689888|1.1043058134596606e-10,1.0000001192092896,1.6082127629601928e-08|Freefall
-386.7795715332031,657.5729370117188,482.2536926269531|-0.9999865293502808,0,0.005187918432056904|-4.570950909443816e-11,1,-8.810641993761692e-09|Freefall
-387.2795715332031,658.0160522460938,482.25628662109375|-0.9999940395355225,0,0.0034484658390283585|-1.1601883342926556e-10,1,-3.364340983580405e-08|Freefall
-387.7795715332031,658.4046630859375,482.2580261230469|-0.9999946355819702,0,0.0032958807423710823|-1.926276776975655e-10,1.0000001192092896,-5.844466599569387e-08|Freefall
-388.1545715332031,658.6602783203125,482.25921630859375|-0.9999988079071045,0,0.0015869121998548508|-1.222090484365168e-10,1.0000001192092896,-7.701049753450206e-08|Freefall
-388.7795715332031,659.0182495117188,482.26025390625|-0.9999988079071045,0,0.0015258770436048508|-1.6466626673317108e-10,1.0000001192092896,-1.0791568882950742e-07|Freefall
-389.2795715332031,659.2433471679688,482.260986328125|-0.999998927116394,0,0.0014648421201854944|-1.9425604180778322e-10,1,-1.3261212927773158e-07|Freefall
-389.7795715332031,659.4139404296875,482.26171875|-0.999998927116394,0,0.0014648421201854944|-1.4790954572241333e-10,1,-1.0097292602040397e-07|Freefall
-390.2795715332031,659.530029296875,482.262451171875|-0.999998927116394,0,0.0014648421201854944|-1.0160210173193462e-10,1,-6.936037522109473e-08|Freefall
-390.7795715332031,659.5916137695312,482.26318359375|-0.999998927116394,0,0.0014648421201854944|-5.533413310887525e-11,1,-3.777477175503918e-08|Freefall
-391.2795715332031,659.5986938476562,482.263916015625|-0.999998927116394,0,0.0014648421201854944|-9.105684956045579e-12,1,-6.216148040749658e-09|Freefall
-391.7795715332031,659.55126953125,482.2646484375|-0.999998927116394,0,0.0014648421201854944|3.7083287829364764e-11,1,2.5315525675750905e-08|Freefall
-392.2795715332031,659.4493408203125,482.265380859375|-0.999998927116394,0,0.0014648421201854944|8.323280953348444e-11,1,5.682026937847695e-08|Freefall
-392.7795715332031,659.2929077148438,482.26611328125|-0.999998927116394,0,0.0014648421201854944|1.2934292525912383e-10,1,8.829810838051344e-08|Freefall
-393.2795715332031,659.0819702148438,482.266845703125|-0.999998927116394,0,0.0014648421201854944|1.7541365582296464e-10,1,1.1974906044542877e-07|Freefall
-393.7795715332031,658.8165893554688,482.267578125|-0.999998927116394,0,0.0014648421201854944|1.4137317705387176e-10,1,9.651075316696733e-08|Freefall
-394.2795715332031,658.4966430664062,482.268310546875|-0.999998927116394,0,0.0014648421201854944|1.0736175143355453e-10,1,7.329229134711568e-08|Freefall
-394.7795715332031,658.1221923828125,482.26904296875|-0.999998927116394,0,0.0014648421201854944|7.337939283980077e-11,1,5.0093667880446446e-08|Freefall
-395.2795715332031,657.6932373046875,482.269775390625|-0.999998927116394,0,0.0014648421201854944|3.942599718920192e-11,1,2.691481526539974e-08|Freefall
-395.7795715332031,657.2098388671875,482.2705078125|-0.9999953508377075,0,0.003051743609830737|1.1367545793561362e-11,1,3.724917485570245e-09|Freefall
-396.2795715332031,656.6719360351562,482.27197265625|-0.9999887943267822,0,0.004730171523988247|-9.207361262308922e-11,1.0000001192092896,-1.9464955869352707e-08|Freefall
-396.7795715332031,656.0795288085938,482.2743225097656|-0.9999791383743286,0,0.006469788961112499|-2.759559525333799e-10,1.0000001192092896,-4.265211828169413e-08|Freefall
-397.2795715332031,655.4325561523438,482.27752685546875|-0.9999663829803467,0,0.008209203369915485|-5.404783287588089e-10,1.0000001192092896,-6.583588429975862e-08|Freefall
-397.7795715332031,654.7311401367188,482.2816162109375|-0.9999502897262573,0,0.009979360736906528|-8.883924151881217e-10,1.0000001192092896,-8.901854897658268e-08|Freefall
-398.2795715332031,653.9752197265625,482.28656005859375|-0.9999313354492188,0,0.011718660593032837|-1.3148773181370643e-09,1,-1.1219601958600833e-07|Freefall
-398.7795715332031,653.164794921875,482.2923889160156|-0.9998868703842163,0,0.015045300126075745|-1.8313452976315148e-09,1.0000001192092896,-1.2170831098501367e-07|Freefall
-399.1545104980469,653.0467529296875,482.2979431152344|-0.9998233318328857,0,0.0187989491969347|-1.0422047669322865e-09,1.0000001192092896,-5.54297265864534e-08|Landed
-399.6543884277344,653.0403442382812,482.30712890625|-0.9997086524963379,0,0.024139737710356712|8.024257924788003e-10,1.0000001192092896,3.323118136222547e-08|Landed
-400.1357727050781,653.040283203125,482.318359375|-0.9996176958084106,0,0.027649324387311935|2.560692990982716e-09,1,9.257781385940689e-08|Running
-400.7573547363281,652.7752075195312,482.3352966308594|-0.9995144605636597,0,0.031158532947301865|1.8130018597517505e-09,1,5.8158118321216534e-08|Running
-401.2569885253906,653.6509399414062,482.3490905761719|-0.9994000196456909,0,0.03463780879974365|1.059741516762358e-09,1.0000001192092896,3.057657949057102e-08|Running
-401.7566833496094,654.4755249023438,482.3658752441406|-0.999343752861023,0,0.036224912852048874|1.0836800207192354e-10,1.0000001192092896,2.98956925881555e-09|Running
-402.2563171386719,655.24560546875,482.3839111328125|-0.9992814064025879,0,0.03790335729718208|-9.329153005666058e-10,1,-2.459531245335711e-08|Running
-402.7559509277344,655.961181640625,482.4028015136719|-0.999274492263794,0,0.03808620199561119|-1.9877275381219306e-09,1.0000001192092896,-5.215236242861465e-08|Running
-403.2555847167969,656.6222534179688,482.42181396484375|-0.9992115497589111,0,0.03970356658101082|-3.1671232303409624e-09,1.0000001192092896,-7.970633930654003e-08|Running
-403.7552185058594,657.2288208007812,482.4416198730469|-0.9992066621780396,0,0.0398254431784153|-4.274392839676011e-09,1,-1.0724305354870012e-07|Running
-404.2548522949219,657.7808837890625,482.4615173339844|-0.9992042779922485,0,0.03988638520240784|-4.8218327108884296e-09,1.0000001192092896,-1.207929898328075e-07|Running
-404.7544860839844,658.2784423828125,482.4814147949219|-0.9992042779922485,0,0.03988638520240784|-3.690350247609331e-09,1.0000001192092896,-9.24479337527373e-08|Running
-405.2541198730469,658.7215576171875,482.5013122558594|-0.9992042779922485,0,0.03988638520240784|-2.559860767803457e-09,1.0000001192092896,-6.41277466684187e-08|Running
-405.7537536621094,659.1101684570312,482.5212097167969|-0.9992042779922485,0,0.03988638520240784|-1.4303384032743338e-09,1.0000001192092896,-3.583178198596215e-08|Running
-406.2533874511719,659.4442138671875,482.5411071777344|-0.9992042779922485,0,0.03988638520240784|-3.01781044598215e-10,1.0000001192092896,-7.559996184625106e-09|Freefall
-406.7530212402344,659.7237548828125,482.5610046386719|-0.9992042779922485,0,0.03988638520240784|8.258126960036805e-10,1.0000001192092896,2.068765070362133e-08|Freefall
-407.2526550292969,659.9488525390625,482.5809020996094|-0.9992042779922485,0,0.03988638520240784|1.9524433181317136e-09,1.0000001192092896,4.891116844873977e-08|Freefall
-407.7522888183594,660.1194458007812,482.6007995605469|-0.9992042779922485,0,0.03988638520240784|3.0781117654754553e-09,1.0000001192092896,7.711058458426123e-08|Freefall
-408.2519226074219,660.2355346679688,482.6206970214844|-0.9992042779922485,0,0.03988638520240784|4.2028189817244765e-09,1.0000001192092896,1.0528592042646778e-07|Freefall
-408.7515563964844,660.297119140625,482.6405944824219|-0.9992042779922485,0,0.03988638520240784|4.771524952928985e-09,1.0000001192092896,1.1953272860409925e-07|Freefall
-409.2511901855469,660.30419921875,482.6604919433594|-0.9992042779922485,0,0.03988638520240784|3.675332926889041e-09,1.0000001192092896,9.207172979586176e-08|Freefall
-409.7259826660156,660.2567749023438,482.679443359375|-0.9992722272872925,0,0.038147151470184326|2.4689692512680494e-09,1.0000001192092896,6.467514168662092e-08|Freefall
-410.3637390136719,660.0834350585938,482.70489501953125|-0.9992722272872925,0,0.038147151470184326|9.014622381897652e-10,1.0000001192092896,2.3613981880998836e-08|Freefall
-410.6491394042969,659.9508056640625,482.7162780761719|-0.9994000196456909,0,0.03463780879974365|1.0944622985675778e-10,1.0000001192092896,3.1578373249629976e-09|Freefall
-411.794189453125,658.7255859375,482.7619934082031|-0.9994000196456909,0,0.03463780879974365|-3.6646121692740508e-09,1.0000001192092896,-1.0573455710982671e-07|Freefall
-412.623291015625,657.2344360351562,482.7933654785156|-0.9996117353439331,0,0.027862785384058952|-1.7295965770713906e-09,1,-6.205140579140789e-08|Freefall
-412.88641357421875,656.7850341796875,482.80242919921875|-0.9997373819351196,0,0.022918976843357086|-9.25339693758076e-10,1.0000001192092896,-4.0363786979469296e-08|Freefall
-413.2720031738281,656.1380615234375,482.81439208984375|-0.9997795820236206,0,0.02099595032632351|-2.3966492679328155e-10,1,-1.1412300437996237e-08|Freefall
-413.6972961425781,655.4366455078125,482.82586669921875|-0.9998455047607422,0,0.017578091472387314|3.079080046486382e-10,1,1.751387301851537e-08|Freefall
-414.16229248046875,654.6807250976562,482.8360290527344|-0.9999209642410278,0,0.01257339958101511|5.838297623128597e-10,1,4.643005269144851e-08|Freefall
-414.658203125,653.8703002929688,482.8427429199219|-0.9999728202819824,0,0.007385278586298227|5.567661887084796e-10,1.0000001192092896,7.538660184991386e-08|Freefall
-415.1581115722656,653.00537109375,482.8465576171875|-0.9999977350234985,0,0.0021667431574314833|2.2619742190421732e-10,1.0000001192092896,1.0439489273039726e-07|Freefall
-415.5730285644531,652.8751831054688,482.84832763671875|-0.9999752044677734,0,-0.007049601059406996|-8.140507157250454e-10,1.0000001192092896,1.154718560769652e-07|Landed
-415.9248046875,652.8726196289062,482.8463134765625|-0.9998989105224609,0,-0.014221055433154106|-1.0333532918238575e-09,1,7.26562703334821e-08|Landed
-416.3495178222656,652.87255859375,482.8410339355469|-0.999735951423645,0,-0.02297998033463955|-6.842342248347677e-10,1,2.9767369014166434e-08|Running
-416.8022766113281,653.738037109375,482.8346862792969|-0.9995508193969727,0,-0.029968518763780594|3.945471171995507e-10,1,-1.315947262270356e-08|Running
-417.2794494628906,654.5490112304688,482.8238525390625|-0.9992814064025879,0,-0.03790335729718208|2.126183229478329e-09,1,-5.605454589385772e-08|Running
-417.7779541015625,655.3054809570312,482.80535888671875|-0.9990699291229248,0,-0.04312071204185486|4.263183139840976e-09,1.0000001192092896,-9.877430073856885e-08|Running
