tali|true|1067
2417.584228515625,935.0731811523438,521.6744995117188|-0.9969987869262695,-4.8585061307448996e-08,0.07741709053516388|-5.44060512197575e-08,1,-7.308084093438083e-08|Running
2417.138916015625,934.8676147460938,521.7090454101562|-0.9969987869262695,-5.834007410498998e-08,0.07741709053516388|-6.532904706091358e-08,1,-8.77442971614073e-08|Running
2416.693603515625,934.6620483398438,521.7435913085938|-0.9969987869262695,-5.837677008457831e-08,0.07741709053516388|-6.536967589454434e-08,1,-8.779348803500397e-08|Running
2416.248291015625,934.4564819335938,521.7781372070312|-0.9969987869262695,-4.870138425872028e-08,0.07741709053516388|-5.4534911697601274e-08,1,-7.323777850842816e-08|Running
2415.802978515625,934.2509155273438,521.8126831054688|-0.9969987869262695,-3.9030133791584376e-08,0.07741709053516388|-4.370477668658168e-08,1,-5.8688286230790254e-08|Running
2415.357666015625,934.0453491210938,521.8472290039062|-0.9969987869262695,-2.9363016906813755e-08,0.07741709053516388|-3.2879274414199244e-08,1,-4.4145014754803924e-08|Running
2414.912353515625,933.8397827148438,521.8817749023438|-0.9969987869262695,-1.9700033604408418e-08,0.07741709053516388|-2.2058395998669766e-08,1,-2.9607955198684976e-08|Running
2414.467041015625,933.6342163085938,521.9163208007812|-0.9969987869262695,-1.0041179443476267e-08,0.07741709053516388|-1.1242144992706926e-08,1,-1.5077107562433412e-08|Running
2414.021728515625,933.4286499023438,521.9508666992188|-0.9969987869262695,-3.864538966613651e-10,0.07741709053516388|-4.3051665010729323e-10,1,-5.524705137815999e-10|Running
2413.576416015625,933.2230834960938,521.9854125976562|-0.9969987869262695,9.264145006682156e-09,0.07741709053516388|1.0376490777730396e-08,1,1.3965960832251767e-08|Running
2413.131103515625,933.0175170898438,522.0199584960938|-0.9969987869262695,1.8910618848622107e-08,0.07741709053516388|2.1178879094918557e-08,1,2.84781869197559e-08|Running
2412.685791015625,932.8119506835938,522.0545043945312|-0.9969987869262695,2.855296976633781e-08,0.07741709053516388|3.1976650660681116e-08,1,4.2984215298247364e-08|Running
2412.240478515625,932.6063842773438,522.0890502929688|-0.9969987869262695,3.8191199536186105e-08,0.07741709053516388|4.276980902773175e-08,1,5.748404063865564e-08|Running
2411.795166015625,932.4008178710938,522.1235961914062|-0.9969987869262695,4.782531348723751e-08,0.07741709053516388|5.355835241971363e-08,1,7.197767359912177e-08|Running
2411.349853515625,932.1952514648438,522.1581420898438|-0.9969987869262695,5.7455302737707825e-08,0.07741709053516388|6.43422879420541e-08,1,8.64651070742184e-08|Running
2410.904541015625,931.9896850585938,522.1926879882812|-0.9969987869262695,5.750818843353045e-08,0.07741709053516388|6.440123456741276e-08,1,8.654116356865416e-08|Running
2410.459228515625,931.7841186523438,522.2272338867188|-0.9969987869262695,4.799011321665603e-08,0.07741709053516388|5.3742084560326475e-08,1,7.221507303256658e-08|Running
2410.013916015625,931.5785522460938,522.2617797851562|-0.9969987869262695,3.847610585694383e-08,0.07741709053516388|4.3087489132176415e-08,1,5.7895103822147576e-08|Running
2409.568603515625,931.3729858398438,522.2963256835938|-0.9969987869262695,2.8966164578037024e-08,0.07741709053516388|3.2437451835676256e-08,1,4.3581255937397145e-08|Running
2409.123291015625,931.1674194335938,522.3308715820312|-0.9969987869262695,1.9460291156292442e-08,0.07741709053516388|2.17919637890418e-08,1,2.927352227288793e-08|Running
2408.677978515625,930.9618530273438,522.3654174804688|-0.9969987869262695,9.958478486282729e-09,0.07741709053516388|1.115102588045147e-08,1,1.4971902828619932e-08|Running
2408.232666015625,930.7562866210938,522.3999633789062|-0.9969987869262695,4.607277337420612e-10,0.07741709053516388|5.146367221264825e-10,1,6.763939408571673e-10|Running
2407.787353515625,930.5507202148438,522.4345092773438|-0.9969987869262695,-9.03296371035367e-09,0.07741709053516388|-1.0117206628024178e-08,1,-1.3613005833690295e-08|Running
2407.342041015625,930.3451538085938,522.4690551757812|-0.9969987869262695,-1.8522596789694035e-08,0.07741709053516388|-2.0744506556980014e-08,1,-2.78962986044462e-08|Running
2406.896728515625,930.1395874023438,522.5036010742188|-0.9969987869262695,-2.800817533454847e-08,0.07741709053516388|-3.13672643414975e-08,1,-4.217348958945877e-08|Running
2406.451416015625,929.9340209960938,522.5381469726562|-0.9969987869262695,-3.748969845673855e-08,0.07741709053516388|-4.1985479981576646e-08,1,-5.6444580565084834e-08|Running
2406.006103515625,929.7284545898438,522.5726928710938|-0.9969987869262695,-4.696716970897796e-08,0.07741709053516388|-5.259915880628796e-08,1,-7.070956797861072e-08|Running
2405.560791015625,929.5228881835938,522.6072387695312|-0.9969987869262695,-5.644059086762354e-08,0.07741709053516388|-6.320830436834513e-08,1,-8.496846248817747e-08|Running
2405.115478515625,929.3173217773438,522.6417846679688|-0.9969987869262695,-5.650240808563467e-08,0.07741709053516388|-6.327736912226101e-08,1,-8.505944038006419e-08|Running
2404.670166015625,929.1117553710938,522.6763305664062|-0.9969987869262695,-4.715865387083795e-08,0.07741709053516388|-5.281311743488004e-08,1,-7.099157528500655e-08|Running
2404.224853515625,928.9061889648438,522.7108764648438|-0.9969987869262695,-3.7818896458929885e-08,0.07741709053516388|-4.2353338614020686e-08,1,-5.6929721381493437e-08|Running
2403.779541015625,928.7006225585938,522.7454223632812|-0.9969987869262695,-2.848312874448311e-08,0.07741709053516388|-3.189803265968294e-08,1,-4.287387511681118e-08|Running
2403.334228515625,928.4950561523438,522.7799682617188|-0.9969987869262695,-1.9151354280211308e-08,0.07741709053516388|-2.1447194242796286e-08,1,-2.882403826731661e-08|Running
2402.888916015625,928.2894897460938,522.8145141601562|-0.9969987869262695,-9.823567737043959e-09,0.07741709053516388|-1.1000824251539143e-08,1,-1.4780202839403955e-08|Running
2402.443603515625,928.0839233398438,522.8490600585938|-0.9969987869262695,-4.997692260033659e-10,0.07741709053516388|-5.589186335974716e-10,1,-7.423683889840049e-10|Running
2401.998291015625,927.8783569335938,522.8836059570312|-0.9969987869262695,8.820044250512638e-09,0.07741709053516388|9.878522888584484e-09,1,1.3289466416210871e-08|Running
2401.552978515625,927.6727905273438,522.9181518554688|-0.9969987869262695,1.8135873247615564e-08,0.07741709053516388|2.0311503590164648e-08,1,2.731530557298356e-08|Running
2400.885009765625,927.3644409179688,522.969970703125|-0.9969987869262695,3.2102150271384744e-08,0.07741709053516388|3.5952613330891836e-08,1,4.834283018340102e-08|Running
2400.662353515625,927.2616577148438,522.9872436523438|-0.9969987869262695,3.675558701843329e-08,0.07741709053516388|4.116408547361061e-08,1,5.534900893167105e-08|Running
2400.217041015625,927.0560913085938,523.0217895507812|-0.9969987869262695,4.605947268032651e-08,0.07741709053516388|5.158369376090377e-08,1,6.935687935083479e-08|Running
2399.771728515625,926.8505249023438,523.0563354492188|-0.9969987869262695,5.535938285561315e-08,0.07741709053516388|6.199884694524371e-08,1,8.335875634202239e-08|Running
2399.326416015625,926.6449584960938,523.0908813476562|-0.9969987869262695,6.465531754429321e-08,0.07741709053516388|7.240954857934412e-08,1,9.735465056337489e-08|Running
2398.881103515625,926.4393920898438,523.1254272460938|-0.9969987869262695,5.4361642298772495e-08,0.07741709053516388|6.088126980330344e-08,1,8.185412525563152e-08|Running
2398.435791015625,926.2338256835938,523.1599731445312|-0.9969987869262695,4.407236886549981e-08,0.07741709053516388|4.9357918641135257e-08,1,6.636022931161278e-08|Running
2397.990478515625,926.0282592773438,523.1945190429688|-0.9969987869262695,3.378749369176148e-08,0.07741709053516388|3.783949154012589e-08,1,5.087294852046398e-08|Running
2397.545166015625,925.8226928710938,523.2290649414062|-0.9969987869262695,2.350701322484383e-08,0.07741709053516388|2.6325990276632183e-08,1,3.539228998761246e-08|Running
2397.099853515625,925.6171264648438,523.2636108398438|-0.9969987869262695,1.3230926576568436e-08,0.07741709053516388|1.4817409521583613e-08,1,1.9918244831274023e-08|Running
2396.654541015625,925.4115600585938,523.2981567382812|-0.9969987869262695,2.959233524890692e-09,0.07741709053516388|3.3137479427125527e-09,1,4.450813495537886e-09|Running
2396.209228515625,925.2059936523438,523.3327026367188|-0.9969987869262695,-7.308068816769264e-09,0.07741709053516388|-8.184996680427048e-09,1,-1.1010008904577262e-08|Running
2395.763916015625,925.0004272460938,523.3672485351562|-0.9969987869262695,-1.7570982890902087e-08,0.07741709053516388|-1.9678825680102818e-08,1,-2.646422458951747e-08|Running
2395.318603515625,924.7948608398438,523.4017944335938|-0.9969987869262695,-2.782950936364159e-08,0.07741709053516388|-3.1167743941296067e-08,1,-4.191183577972879e-08|Running
2394.873291015625,924.5892944335938,523.4363403320312|-0.9969987869262695,-3.8083651787701456e-08,0.07741709053516388|-4.2651748799471534e-08,1,-5.73528460279249e-08|Running
2394.427978515625,924.3837280273438,523.4708862304688|-0.9969987869262695,-4.833340838672484e-08,0.07741709053516388|-5.41308438073429e-08,1,-7.278725888681947e-08|Running
2393.982666015625,924.1781616210938,523.5054321289062|-0.9969987869262695,-5.8578788042495944e-08,0.07741709053516388|-6.560503607033752e-08,1,-8.821507435641252e-08|Running
2393.537353515625,923.9725952148438,523.5399780273438|-0.9969987869262695,-5.031541050470878e-08,0.07741709053516388|-5.635046207430605e-08,1,-7.577055072260919e-08|Running
2393.092041015625,923.7670288085938,523.5745239257812|-0.9969987869262695,-4.205556436431834e-08,0.07741709053516388|-4.709984580131277e-08,1,-6.333133484304199e-08|Running
2392.646728515625,923.5614624023438,523.6090698242188|-0.9969987869262695,-3.3799246068610955e-08,0.07741709053516388|-3.785318369864399e-08,1,-5.089743737585195e-08|Running
2392.201416015625,923.3558959960938,523.6436157226562|-0.9969987869262695,-2.5546459170300295e-08,0.07741709053516388|-2.8610472213586036e-08,1,-3.846885121561172e-08|Running
2391.756103515625,923.1503295898438,523.6781616210938|-0.9969987869262695,-1.7297200116672684e-08,0.07741709053516388|-1.937171134613891e-08,1,-2.60455763623213e-08|Running
2391.310791015625,922.9447631835938,523.7127075195312|-0.9969987869262695,-9.051467131371282e-09,0.07741709053516388|-1.0136900208124189e-08,1,-1.3627611039623844e-08|Running
2390.865478515625,922.7391967773438,523.7472534179688|-0.9969987869262695,-8.092586045727046e-10,0.07741709053516388|-9.060358574508598e-10,1,-1.2149516948056771e-09|Running
2390.420166015625,922.5336303710938,523.7817993164062|-0.9969987869262695,7.42942685150183e-09,0.07741709053516388|8.320882649570649e-09,1,1.119240344849004e-08|Running
2389.974853515625,922.3280639648438,523.8163452148438|-0.9969987869262695,1.566459140178722e-08,0.07741709053516388|1.7543857921964445e-08,1,2.3594456166620148e-08|Running
2389.529541015625,922.1224975585938,523.8508911132812|-0.9969987869262695,2.389623610099534e-08,0.07741709053516388|2.6762890570353193e-08,1,3.5991210012298325e-08|Running
2389.084228515625,921.9169311523438,523.8854370117188|-0.9969987869262695,3.2124361837304605e-08,0.07741709053516388|3.597798325927215e-08,1,4.838266676188141e-08|Running
2388.638916015625,921.7113647460938,523.9199829101562|-0.9969987869262695,4.034896861071502e-08,0.07741709053516388|4.518913598872132e-08,1,6.07688264153694e-08|Running
2388.193603515625,921.5057983398438,523.9545288085938|-0.9969987869262695,4.85700617502971e-08,0.07741709053516388|5.4396352311414375e-08,1,7.314969252547598e-08|Running
2387.748291015625,921.3002319335938,523.9890747070312|-0.9969987869262695,5.678764125605085e-08,0.07741709053516388|6.3599635780065e-08,1,8.552527219762851e-08|Running
2387.302978515625,921.0946655273438,524.0236206054688|-0.9969987869262695,6.500170712797626e-08,0.07741709053516388|7.279898284195951e-08,1,9.789555832639962e-08|Running
2386.857666015625,920.8890991210938,524.0581665039062|-0.9969987869262695,5.3993129967011555e-08,0.07741709053516388|6.046985134844363e-08,1,8.131586071158381e-08|Running
2386.412353515625,920.6835327148438,524.0927124023438|-0.9969987869262695,4.298925659895758e-08,0.07741709053516388|4.81459885293134e-08,1,6.474324720784352e-08|Running
2385.967041015625,920.4779663085938,524.1272583007812|-0.9969987869262695,3.199008702381434e-08,0.07741709053516388|3.5827390831855155e-08,1,4.817771426246509e-08|Running
2385.521728515625,920.2723999023438,524.1618041992188|-0.9969987869262695,2.099562124158183e-08,0.07741709053516388|2.351406180878257e-08,1,3.161926542816218e-08|Running
2385.076416015625,920.0668334960938,524.1963500976562|-0.9969987869262695,1.0005853035011114e-08,0.07741709053516388|1.120599701920355e-08,1,1.5067890046793764e-08|Running
2384.631103515625,919.8612670898438,524.2308959960938|-0.9969987869262695,-9.792161526078758e-10,0.07741709053516388|-1.0968074226624935e-09,1,-1.476411992662463e-09|Running
2384.185791015625,919.6557006835938,524.2654418945312|-0.9969987869262695,-1.1959590651144936e-08,0.07741709053516388|-1.3394354070328518e-08,1,-1.8013643909853272e-08|Running
2383.740478515625,919.4501342773438,524.2999877929688|-0.9969987869262695,-2.2935271459800788e-08,0.07741709053516388|-2.5686643922995245e-08,1,-3.454380959055925e-08|Running
2383.072509765625,919.1417846679688,524.351806640625|-0.9969987869262695,-3.9389998818251115e-08,0.07741709053516388|-4.411522880332086e-08,1,-5.9325817147737325e-08|Running
2382.849853515625,919.0390014648438,524.3690795898438|-0.9969987869262695,-4.4872560778230763e-08,0.07741709053516388|-5.025546556680638e-08,1,-6.758295256759084e-08|Running
2382.404541015625,918.8334350585938,524.4036254882812|-0.9969987869262695,-5.5834174617075405e-08,0.07741709053516388|-6.253199558159395e-08,1,-8.40919369693438e-08|Running
2381.959228515625,918.6278686523438,524.4381713867188|-0.9969987869262695,-5.7056904978480816e-08,0.07741709053516388|-6.39013890690876e-08,1,-8.59332587310746e-08|Running
2381.513916015625,918.4223022460938,524.4727172851562|-0.9969987869262695,-4.854699398038065e-08,0.07741709053516388|-5.43706235589525e-08,1,-7.311632543860469e-08|Running
2381.068603515625,918.2167358398438,524.5072631835938|-0.9969987869262695,-4.0040717408373894e-08,0.07741709053516388|-4.484393301140699e-08,1,-6.030487043062749e-08|Running
2380.623291015625,918.0111694335938,524.5418090820312|-0.9969987869262695,-3.153807881517423e-08,0.07741709053516388|-3.53213103210237e-08,1,-4.749889015442932e-08|Running
2380.177978515625,917.8056030273438,524.5763549804688|-0.9969987869262695,-2.303907464806798e-08,0.07741709053516388|-2.580276081687316e-08,1,-3.469838461001018e-08|Running
2379.732666015625,917.6000366210938,524.6109008789062|-0.9969987869262695,-1.4543703130698304e-08,0.07741709053516388|-1.6288280946241684e-08,1,-2.1903344915585876e-08|Running
2379.287353515625,917.3944702148438,524.6454467773438|-0.9969987869262695,-6.051962930797572e-09,0.07741709053516388|-6.777866712326386e-09,1,-9.113775512048505e-09|Running
2378.842041015625,917.1889038085938,524.6799926757812|-0.9969987869262695,2.436147727991056e-09,0.07741709053516388|2.7284825510065502e-09,1,3.6703300398954752e-09|Running
2378.174072265625,916.8805541992188,524.7318115234375|-0.9969987869262695,1.5161511157657515e-08,0.07741709053516388|1.698038865072249e-08,1,2.2836244895074742e-08|Running
2377.951416015625,916.7777709960938,524.7490844726562|-0.9969987869262695,1.9401484863124097e-08,0.07741709053516388|2.1728993715441902e-08,1,2.9222153585806154e-08|Running
2377.506103515625,916.5722045898438,524.7836303710938|-0.9969987869262695,2.7878714448092978e-08,0.07741709053516388|3.122315561654432e-08,1,4.1989878241111e-08|Running
2377.060791015625,916.3666381835938,524.8181762695312|-0.9969987869262695,3.6352318488752644e-08,0.07741709053516388|4.0713260318625544e-08,1,5.475214592820521e-08|Running
2376.615478515625,916.1610717773438,524.8527221679688|-0.9969987869262695,4.482230409053045e-08,0.07741709053516388|5.019930782168558e-08,1,6.750896375251614e-08|Running
2376.170166015625,915.9555053710938,524.8872680664062|-0.9969987869262695,5.328866592435588e-08,0.07741709053516388|5.968130523115178e-08,1,8.026032105590275e-08|Running
2375.724853515625,915.7499389648438,524.9218139648438|-0.9969987869262695,6.175141464836997e-08,0.07741709053516388|6.915924899431047e-08,1,9.300623560193344e-08|Running
2375.279541015625,915.5443725585938,524.9563598632812|-0.9969987869262695,5.167772698655426e-08,0.07741709053516388|5.787709156379606e-08,1,7.78337678752905e-08|Running
2374.834228515625,915.3341064453125,524.9909057617188|-0.9969987869262695,4.160834521371726e-08,0.07741709053516388|4.659975871845745e-08,1,6.266779450925242e-08|Running
2374.388916015625,915.1278686523438,525.0254516601562|-0.9969987869262695,3.154326932985896e-08,0.07741709053516388|3.532724690558098e-08,1,4.7508294187537103e-08|Running
2373.943603515625,914.9221801757812,525.0599975585938|-0.9969987869262695,2.1482494005908848e-08,0.07741709053516388|2.4059552572452958e-08,1,3.235527401557192e-08|Running
2373.498291015625,914.716552734375,525.0945434570312|-0.9969987869262695,1.1426019241866925e-08,0.07741709053516388|1.2796673942716552e-08,1,1.7208730440643194e-08|Running
2373.052978515625,914.510986328125,525.1290893554688|-0.9969987869262695,1.3738431503540482e-09,0.07741709053516388|1.5386102392156431e-09,1,2.0686576895911912e-09|Running
2372.607666015625,914.305419921875,525.1636352539062|-0.9969987869262695,-8.674035711919714e-09,0.07741709053516388|-9.714641535651936e-09,1,-1.3064945569851716e-08|Running
2372.162353515625,914.099853515625,525.1981811523438|-0.9969987869262695,-1.871761945437811e-08,0.07741709053516388|-2.0963081936997696e-08,1,-2.8192083334488416e-08|Running
2371.717041015625,913.894287109375,525.2327270507812|-0.9969987869262695,-2.8756909742355674e-08,0.07741709053516388|-3.220671729309288e-08,1,-4.331275604840812e-08|Running
2371.271728515625,913.688720703125,525.2672729492188|-0.9969987869262695,-3.879191012856609e-08,0.07741709053516388|-4.3445542274866966e-08,1,-5.842696992885976e-08|Running
2370.826416015625,913.483154296875,525.3018188476562|-0.9969987869262695,-4.882261706029567e-08,0.07741709053516388|-5.4679567540460994e-08,1,-7.353472142312967e-08|Running
2370.381103515625,913.277587890625,525.3363647460938|-0.9969987869262695,-5.88490429720423e-08,0.07741709053516388|-6.590879308987496e-08,1,-8.863602118935887e-08|Running
2369.935791015625,913.072021484375,525.3709106445312|-0.9969987869262695,-5.9022166709610246e-08,0.07741709053516388|-6.610267888618182e-08,1,-8.88967122136819e-08|Running
2369.490478515625,912.866455078125,525.4054565429688|-0.9969987869262695,-4.93483085506341e-08,0.07741709053516388|-5.526830548774342e-08,1,-7.432630155790321e-08|Running
2369.045166015625,912.660888671875,525.4400024414062|-0.9969987869262695,-3.967858575038008e-08,0.07741709053516388|-4.443856482794217e-08,1,-5.976212236191714e-08|Running
2368.599853515625,912.455322265625,525.4745483398438|-0.9969987869262695,-3.001299830884818e-08,0.07741709053516388|-3.3613453354064404e-08,1,-4.5204163967582645e-08|Running
2368.154541015625,912.249755859375,525.5090942382812|-0.9969987869262695,-2.035154089696789e-08,0.07741709053516388|-2.2792969289753273e-08,1,-3.065242637489973e-08|Running
2367.709228515625,912.044189453125,525.5436401367188|-0.9969987869262695,-1.0694211738382364e-08,0.07741709053516388|-1.1977107305938262e-08,1,-1.610690780751156e-08|Running
2367.263916015625,911.838623046875,525.5781860351562|-0.9969987869262695,-1.0410106110469997e-09,0.07741709053516388|-1.1658689569316039e-09,1,-1.5676029363476118e-09|Running
2366.818603515625,911.633056640625,525.6127319335938|-0.9969987869262695,8.608064483439648e-09,0.07741709053516388|9.640748643846564e-09,1,1.2965488238592116e-08|Running
2366.373291015625,911.427490234375,525.6472778320312|-0.9969987869262695,1.8253015099389813e-08,0.07741709053516388|2.0442747938886896e-08,1,2.749236749366446e-08|Running
2365.927978515625,911.221923828125,525.6818237304688|-0.9969987869262695,2.789384367929415e-08,0.07741709053516388|3.124013048250163e-08,1,4.201304193429678e-08|Running
2365.482666015625,911.016357421875,525.7163696289062|-0.9969987869262695,3.753055111133108e-08,0.07741709053516388|4.203289449833392e-08,1,5.6527508007775396e-08|Running
2365.037353515625,910.810791015625,525.7509155273438|-0.9969987869262695,4.71631373955006e-08,0.07741709053516388|5.2821047091811124e-08,1,7.103577814859818e-08|Running
2364.592041015625,910.605224609375,525.7854614257812|-0.9969987869262695,5.679160608451639e-08,0.07741709053516388|6.360458826293325e-08,1,8.55378416986241e-08|Running
2364.146728515625,910.399658203125,525.8200073242188|-0.9969987869262695,5.6924040592321035e-08,0.07741709053516388|6.375290695359581e-08,1,8.57372697282699e-08|Running
2363.701416015625,910.194091796875,525.8545532226562|-0.9969987869262695,4.7566523164732644e-08,0.07741709053516388|5.3272817268634753e-08,1,7.164322823882685e-08|Running
2363.033447265625,909.8857421875,525.9063720703125|-0.9969987869262695,3.3537748578282844e-08,0.07741709053516388|3.756108313268669e-08,1,5.051346008144719e-08|Running
2362.588134765625,909.68017578125,525.94091796875|-0.9969987869262695,2.4190230263343437e-08,0.07741709053516388|2.7092189824884372e-08,1,3.6434474992574906e-08|Running
2362.365478515625,909.577392578125,525.9581909179688|-0.9969987869262695,1.951796768651093e-08,0.07741709053516388|2.1859420940018026e-08,1,2.939723664496796e-08|Running
2361.697509765625,909.26904296875,526.010009765625|-0.9969987869262695,5.507175160346378e-09,0.07741709053516388|6.167825805647453e-09,1,8.29454727124812e-09|Running
2361.474853515625,909.166259765625,526.0272827148438|-0.9969987869262695,8.389073880010756e-10,0.07741709053516388|9.3952989832502e-10,1,1.2633230017655706e-09|Running
2360.806884765625,908.85791015625,526.0791015625|-0.9969987869262695,-1.3159909606486053e-08,0.07741709053516388|-1.4738653852930383e-08,1,-1.9821337460257382e-08|Running
2360.584228515625,908.755126953125,526.0963745117188|-0.9969987869262695,-1.7824186571147038e-08,0.07741709053516388|-1.9962481445645608e-08,1,-2.6846553424775266e-08|Running
2360.138916015625,908.549560546875,526.1309204101562|-0.9969987869262695,-2.7149750891908297e-08,0.07741709053516388|-3.040678464572011e-08,1,-4.089248406557999e-08|Running
2359.693603515625,908.343994140625,526.1654663085938|-0.9969987869262695,-3.64713272915651e-08,0.07741709053516388|-4.0846625637414036e-08,1,-5.4932410620267547e-08|Running
2359.248291015625,908.138427734375,526.2000122070312|-0.9969987869262695,-4.578892287554481e-08,0.07741709053516388|-5.128200442072739e-08,1,-6.896634374697896e-08|Running
2358.802978515625,907.932861328125,526.2345581054688|-0.9969987869262695,-5.510253231477691e-08,0.07741709053516388|-6.171292454837385e-08,1,-8.299427634028689e-08|Running
2358.357666015625,907.727294921875,526.2691040039062|-0.9969987869262695,-6.441216271468875e-08,0.07741709053516388|-7.213937891492606e-08,1,-9.701621905833235e-08|Running
2357.912353515625,907.521728515625,526.3036499023438|-0.9969987869262695,-5.4185562703423784e-08,0.07741709053516388|-6.068594160524299e-08,1,-8.161313047594376e-08|Running
2357.467041015625,907.316162109375,526.3381958007812|-0.9969987869262695,-4.3963336082697424e-08,0.07741709053516388|-4.9237403487722986e-08,1,-6.621662151928831e-08|Running
2357.021728515625,907.110595703125,526.3727416992188|-0.9969987869262695,-3.374547929979599e-08,0.07741709053516388|-3.779376100965237e-08,1,-5.0826692188365996e-08|Running
2356.576416015625,906.905029296875,526.4072875976562|-0.9969987869262695,-2.3531992354719478e-08,0.07741709053516388|-2.6355008841960625e-08,1,-3.544333537774946e-08|Running
2356.131103515625,906.699462890625,526.4418334960938|-0.9969987869262695,-1.3322869918397373e-08,0.07741709053516388|-1.492114520829091e-08,1,-2.006655641650923e-08|Running
2355.240478515625,906.288330078125,526.5109252929688|-0.9969987869262695,7.082285868875715e-09,0.07741709053516388|7.931922674231373e-09,1,1.0667295491373352e-08|Running
2354.795166015625,906.082763671875,526.5454711914062|-0.9969987869262695,1.7278322772540378e-08,0.07741709053516388|1.9351130475797618e-08,1,2.6024371990729378e-08|Running
2354.572509765625,905.97998046875,526.562744140625|-0.9969987869262695,2.237470653199125e-08,0.07741709053516388|2.5058904284946948e-08,1,3.370044865391719e-08|Running
2354.349853515625,905.877197265625,526.5800170898438|-0.9969987869262695,2.747000138469957e-08,0.07741709053516388|3.076545951330445e-08,1,4.137488573974224e-08|Running
2353.904541015625,905.671630859375,526.6145629882812|-0.9969987869262695,3.7657326146245396e-08,0.07741709053516388|4.217491067493029e-08,1,5.6718839402947197e-08|Running
2353.459228515625,905.466064453125,526.6491088867188|-0.9969987869262695,4.784029528082101e-08,0.07741709053516388|5.3579483960675134e-08,1,7.205623830941477e-08|Running
2353.013916015625,905.260498046875,526.6836547851562|-0.9969987869262695,5.8018912341140094e-08,0.07741709053516388|6.497918292325267e-08,1,8.738707890643127e-08|Running
2352.568603515625,905.054931640625,526.7182006835938|-0.9969987869262695,5.840410821633668e-08,0.07741709053516388|6.541058894526941e-08,1,8.796724415560675e-08|Running
2352.123291015625,904.849365234375,526.7527465820312|-0.9969987869262695,4.900216410419489e-08,0.07741709053516388|5.4880732847095715e-08,1,7.380619138075417e-08|Running
2351.677978515625,904.643798828125,526.7872924804688|-0.9969987869262695,3.960423811122382e-08,0.07741709053516388|4.435537803715306e-08,1,5.965119243001027e-08|Running
2351.010009765625,904.33544921875,526.839111328125|-0.9969987869262695,2.5514877322052598e-08,0.07741709053516388|2.857577996451255e-08,1,3.8430037818670826e-08|Running
2350.787353515625,904.232666015625,526.8563842773438|-0.9969987869262695,2.082043160100966e-08,0.07741709053516388|2.3318163400176672e-08,1,3.135934178999378e-08|Running
2350.342041015625,904.027099609375,526.8909301757812|-0.9969987869262695,1.1434550195588145e-08,0.07741709053516388|1.2806299132250842e-08,1,1.722248299529383e-08|Running
2349.896728515625,903.821533203125,526.9254760742188|-0.9969987869262695,2.0526802479992057e-09,0.07741709053516388|2.2989274928164605e-09,1,3.0916649240708693e-09|Running
2349.451416015625,903.615966796875,526.9600219726562|-0.9969987869262695,-7.325179574024787e-09,0.07741709053516388|-8.203953072438708e-09,1,-1.1033113977987341e-08|Running
2349.006103515625,903.410400390625,526.9945678710938|-0.9969987869262695,-1.6699029714573044e-08,0.07741709053516388|-1.8702344561916107e-08,1,-2.5151859261995924e-08|Running
2348.560791015625,903.204833984375,527.0291137695312|-0.9969987869262695,-2.6068875058626872e-08,0.07741709053516388|-2.919624719766034e-08,1,-3.9264570261821063e-08|Running
2348.115478515625,902.999267578125,527.0636596679688|-0.9969987869262695,-3.5434712941651014e-08,0.07741709053516388|-3.968566630874193e-08,1,-5.337125230653328e-08|Running
2347.670166015625,902.793701171875,527.0982055664062|-0.9969987869262695,-4.4796550469072827e-08,0.07741709053516388|-5.017060189516087e-08,1,-6.747190184341889e-08|Running
2347.224853515625,902.588134765625,527.1327514648438|-0.9969987869262695,-5.415438408817863e-08,0.07741709053516388|-6.065105395691717e-08,1,-8.156653308333262e-08|Running
2346.779541015625,902.382568359375,527.1672973632812|-0.9969987869262695,-6.35082173516821e-08,0.07741709053516388|-7.11270260467245e-08,1,-9.56551389208471e-08|Running
2346.334228515625,902.177001953125,527.2018432617188|-0.9969987869262695,-5.352707788119915e-08,0.07741709053516388|-5.994849061607965e-08,1,-8.062169598588298e-08|Running
2345.666259765625,901.86865234375,527.253662109375|-0.9969987869262695,-3.856336761032253e-08,0.07741709053516388|-4.3189650966724e-08,1,-5.808357883552162e-08|Running
2345.443603515625,901.765869140625,527.2709350585938|-0.9969987869262695,-3.357759581490427e-08,0.07741709053516388|-3.7605758507197606e-08,1,-5.0574083587662244e-08|Running
2344.998291015625,901.560302734375,527.3054809570312|-0.9969987869262695,-2.3609253219092352e-08,0.07741709053516388|-2.6441552947176206e-08,1,-3.5559907018978265e-08|Running
2344.552978515625,901.354736328125,527.3400268554688|-0.9969987869262695,-1.3645169438802895e-08,0.07741709053516388|-1.5282122234339113e-08,1,-2.055214487484136e-08|Running
2344.107666015625,901.149169921875,527.3745727539062|-0.9969987869262695,-3.6853453622143206e-09,0.07741709053516388|-4.12745926325897e-09,1,-5.5507958229839005e-09|Running
2343.662353515625,900.943603515625,527.4091186523438|-0.9969987869262695,6.2702216752086315e-09,0.07741709053516388|7.022435521975012e-09,1,9.444143245218584e-09|Running
2343.217041015625,900.738037109375,527.4436645507812|-0.9969987869262695,1.622153256164438e-08,0.07741709053516388|1.8167565229987304e-08,1,2.443267632656898e-08|Running
