tali|true|1067
666.0409545898438,689.53076171875,-876.2503051757812|0.4960649609565735,5.507374467583759e-08,-0.8682854175567627|-3.829236661090363e-08,1,4.155113586534753e-08|Running
666.2848510742188,689.5336303710938,-876.6771850585938|0.5000008940696716,4.990670632309957e-08,-0.866024911403656|-3.4657762881806775e-08,1,3.761762101817112e-08|Running
666.653076171875,689.5364379882812,-877.3162231445312|0.5039244294166565,4.21506420877904e-08,-0.8637477159500122|-2.9096916875914758e-08,1,3.18241006880271e-08|Running
666.9002685546875,689.5375366210938,-877.7412109375|0.5117443203926086,3.697014605563709e-08,-0.859137773513794|-2.5565880079625458e-08,1,2.7803398694459247e-08|Running
667.0252685546875,689.5379028320312,-877.952880859375|0.5117443203926086,3.438072937456127e-08,-0.859137773513794|-2.3657133141341546e-08,1,2.5926370383899666e-08|Running
667.2764282226562,689.5384521484375,-878.37548828125|0.5117443203926086,2.9203553353340794e-08,-0.859137773513794|-1.984086317463607e-08,1,2.217351458000394e-08|Running
667.5279541015625,689.5387573242188,-878.7979736328125|0.5156372785568237,2.4022485334285193e-08,-0.8568069934844971|-1.6126628921142583e-08,1,1.8332011464394782e-08|Running
667.781005859375,689.5390014648438,-879.2195434570312|0.515637218952179,1.8843628879494645e-08,-0.8568070530891418|-1.2313615904702147e-08,1,1.4582361984594172e-08|Running
668.0344848632812,689.5392456054688,-879.6408081054688|0.5156372785568237,1.366698398896915e-08,-0.8568069934844971|-8.5022344720187e-09,1,1.0834313002305862e-08|Running
668.1612548828125,689.5393676757812,-879.8514404296875|0.515637218952179,1.1079491102350403e-08,-0.8568070530891418|-6.59715304607289e-09,1,8.960889807951844e-09|Running
668.5415649414062,689.5397338867188,-880.4833374023438|0.511745274066925,3.3294693668750597e-09,-0.859137237071991|-8.436361609298615e-10,1,3.3728517756514975e-09|Running
668.667724609375,689.5398559570312,-880.6943359375|0.5078413486480713,7.50333906118783e-10,-0.8614506125450134|1.0751305401512923e-09,1,1.5048218227065036e-09|Running
669.0430297851562,689.5396118164062,-881.3292236328125|0.49606525897979736,-6.95491353397415e-09,-0.8682852387428284|6.803435148583503e-09,1,-4.123029473390716e-09|Running
669.2884521484375,689.5364379882812,-881.7552490234375|0.48022356629371643,-1.2061891041525996e-08,-0.8771461248397827|1.0530722072132903e-08,1,-7.985888395012353e-09|Running
669.5267944335938,689.5296630859375,-882.1852416992188|0.45212408900260925,-1.7115226569330844e-08,-0.8919550776481628|1.4073403775682891e-08,1,-1.2054757192458965e-08|Running
669.6407470703125,689.5233764648438,-882.4029541015625|0.4317697286605835,-1.9621147373527492e-08,-0.9019838571548462|1.5696466348913418e-08,1,-1.4239598833398759e-08|Running
669.8568725585938,689.5035400390625,-882.843994140625|0.40705442428588867,-2.458015124773283e-08,-0.9134039282798767|1.910217761746935e-08,1,-1.8397695811245285e-08|Running
670.0602416992188,689.4734497070312,-883.2904052734375|0.35673943161964417,-2.9423640413028807e-08,-0.9342039227485657|2.1870137700830128e-08,1,-2.314451741369794e-08|Running
670.2412719726562,689.4307861328125,-883.7435913085938|0.3096814453601837,-3.4148531113942227e-08,-0.9508403539657593|2.4484000604729772e-08,1,-2.7939801583443113e-08|Running
670.398193359375,689.37451171875,-884.2017822265625|0.2530840039253235,-3.8718606987231396e-08,-0.9674443006515503|2.658847719771984e-08,1,-3.306597662344757e-08|Running
670.5274047851562,689.3528442382812,-884.6626586914062|0.17777138948440552,-4.3063110410912486e-08,-0.9840717911720276|2.7753733533586455e-08,1,-3.8746449604332156e-08|Running
670.7154541015625,690.007080078125,-885.3544311523438|0.11944478750228882,-4.9293767290237156e-08,-0.9928408265113831|3.110710977693998e-08,1,-4.59068374425442e-08|Jumping
670.833984375,690.4261474609375,-885.818359375|0.08463006466627121,-4.007757326007777e-08,-0.996412456035614|3.219341593307945e-08,1,-3.748753130139448e-08|Freefall
670.8897094726562,690.630615234375,-886.0515747070312|0.057011041790246964,-1.8406524304737104e-08,-0.9983735680580139|3.137616744197658e-08,1,-1.664480819840719e-08|Freefall
671.0426025390625,691.2235107421875,-886.7554321289062|0.04012112691998482,7.547583891209797e-08,-0.9991948008537292|2.4449047231200893e-08,1,7.651836853028726e-08|Freefall
671.0888061523438,691.414306640625,-886.9913940429688|0.016055848449468613,9.585138371903668e-08,-0.9998710751533508|2.1997898613790312e-08,1,9.621697927286732e-08|Freefall
671.212890625,691.9663696289062,-887.7025756835938|0.0033764871768653393,1.2363578605345538e-07,-0.9999942779541016|1.0418575335791047e-08,1,1.2367166846161126e-07|Freefall
671.2493896484375,692.1435546875,-887.9407348632812|-0.015858929604291916,1.313517401513309e-07,-0.9998742341995239|9.078739537926594e-09,1,1.312242545736808e-07|Freefall
671.34423828125,692.6546630859375,-888.6578979492188|-0.015792911872267723,1.3364321205244778e-07,-0.9998753070831299|2.5559837579791633e-10,1,1.336558455022896e-07|Freefall
671.3709716796875,692.8182373046875,-888.8978881835938|-0.02529044821858406,1.2969137230811612e-07,-0.9996801614761353|-1.0298162322897042e-09,1,1.2975891650057747e-07|Freefall
671.4171142578125,693.1351318359375,-889.379150390625|-0.02967827394604683,1.2355695844235015e-07,-0.9995595216751099|-5.512695189224814e-09,1,1.2377508085137379e-07|Freefall
671.4534912109375,693.4384155273438,-889.862060546875|-0.02986401692032814,1.1876502270524725e-07,-0.9995539784431458|-1.0514845882880763e-08,1,1.191321743476692e-07|Freefall
671.4800415039062,693.7280883789062,-890.3466186523438|-0.029963912442326546,1.1418300260856995e-07,-0.999550998210907|-1.553041606427996e-08,1,1.146998584999892e-07|Freefall
671.4967651367188,694.0040893554688,-890.8328247070312|-0.03437117487192154,1.0986793341771772e-07,-0.9994091391563416|-2.0023495750365328e-08,1,1.1062152793783753e-07|Freefall
671.5037231445312,694.2665405273438,-891.3204956054688|-0.034453365951776505,1.0604844646877609e-07,-0.9994062781333923|-2.5000709058531356e-08,1,1.0697331020992351e-07|Freefall
671.5008544921875,694.5153198242188,-891.8097534179688|-0.03888750448822975,1.0260642824277966e-07,-0.9992436170578003|-2.9481460828151285e-08,1,1.0383142523551214e-07|Freefall
671.4881591796875,694.75048828125,-892.30029296875|-0.038980189710855484,9.972282555281708e-08,-0.999239981174469|-3.440910845142753e-08,1,1.0114096937741124e-07|Freefall
671.469970703125,694.9720458984375,-892.7914428710938|-0.0434216670691967,9.72322453662855e-08,-0.9990568161010742|-3.8863891660412264e-08,1,9.901317099547668e-08|Freefall
671.4492797851562,695.179931640625,-893.2826538085938|-0.05225442349910736,9.672590550735549e-08,-0.9986338019371033|-4.274961540318145e-08,1,9.909514631090133e-08|Freefall
671.4118041992188,695.46630859375,-894.0191650390625|-0.06515561044216156,1.0965164420895235e-07,-0.9978750944137573|-4.758340921284798e-08,1,1.1299206192916245e-07|Freefall
671.3809814453125,695.64013671875,-894.5098266601562|-0.10077214986085892,1.3232059359324921e-07,-0.9949095249176025|-4.00914110798567e-08,1,1.3705837886845984e-07|Freefall
671.3627319335938,695.721923828125,-894.7549438476562|-0.1019006222486496,1.3367019846555195e-07,-0.9947946071624756|-3.298777784266349e-08,1,1.3774871376881492e-07|Freefall
671.3187255859375,695.8753662109375,-895.2445678710938|-0.13235513865947723,1.4749561216831353e-07,-0.9912023544311523|-1.2653908143533954e-08,1,1.504944293628796e-07|Freefall
671.264892578125,696.01513671875,-895.733154296875|-0.1505001038312912,1.567254344081448e-07,-0.9886099696159363|5.861180429889146e-09,1,1.5763882288410969e-07|Freefall
671.201171875,696.1412963867188,-896.2205200195312|-0.17720603942871094,1.7075441860470164e-07,-0.9841737747192383|2.393408671252928e-08,1,1.6919079826038796e-07|Freefall
671.1276245117188,696.2538452148438,-896.7064819335938|-0.1952337920665741,1.664533613165986e-07,-0.9807567596435547|3.2458483900654755e-08,1,1.6325799379046657e-07|Freefall
670.9989624023438,696.3970947265625,-897.4323120117188|-0.2125362604856491,1.7472581248512142e-07,-0.9771531820297241|4.3506585001296116e-08,1,1.693481550546494e-07|Freefall
670.9512329101562,696.4380493164062,-897.6734008789062|-0.2314918488264084,1.7814021191497886e-07,-0.9728368520736694|4.880936899098742e-08,1,1.7149972109109513e-07|Freefall
670.848388671875,696.5097045898438,-898.1539916992188|-0.2400381714105606,1.6363220822768199e-07,-0.9707634449005127|4.698956246329544e-08,1,1.5694133992383286e-07|Freefall
670.67724609375,696.5916748046875,-898.8711547851562|-0.2528283894062042,1.683336137148217e-07,-0.9675111174583435|5.0805159190758786e-08,1,1.6070990227490256e-07|Freefall
670.5543823242188,696.6292724609375,-899.3472290039062|-0.27899986505508423,1.6428514015842666e-07,-0.9602911472320557|5.2889610913098295e-08,1,1.5571208678011317e-07|Freefall
670.4900512695312,696.6429443359375,-899.58447265625|-0.28420376777648926,1.5700963729159412e-07,-0.9587638974189758|5.077162512634459e-08,1,1.4871247344672156e-07|Freefall
670.3546142578125,696.66015625,-900.0570678710938|-0.30097436904907227,1.5867294678173494e-07,-0.9536322355270386|5.239472500306874e-08,1,1.4985177188009402e-07|Freefall
670.2105102539062,696.6636962890625,-900.5270385742188|-0.3181750774383545,1.6518517043095926e-07,-0.9480319619178772|5.5678679444781665e-08,1,1.5555340837636322e-07|Freefall
670.0578002929688,696.653564453125,-900.9943237304688|-0.34353962540626526,1.668950488920018e-07,-0.9391381740570068|5.935100233500634e-08,1,1.5600006975091674e-07|Freefall
669.8123779296875,696.6129150390625,-901.6896362304688|-0.3560827970504761,1.6878196618108632e-07,-0.9344543814659119|6.104265537487663e-08,1,1.573599917037427e-07|Freefall
669.7262573242188,696.592529296875,-901.9198608398438|-0.36577606201171875,1.7334870960894477e-07,-0.9307028651237488|6.404135177717762e-08,1,1.61086759931095e-07|Freefall
669.4586181640625,696.510986328125,-902.6070556640625|-0.3736323118209839,1.5045333157104324e-07,-0.9275768995285034|5.618463916334804e-08,1,1.3956895372757572e-07|Freefall
669.2755737304688,696.4395751953125,-903.0634155273438|-0.37837979197502136,1.4402931469703617e-07,-0.925650417804718|5.40888471789458e-08,1,1.3348794425382948e-07|Freefall
669.0900268554688,696.3545532226562,-903.5187377929688|-0.378630131483078,1.3997279779687233e-07,-0.9255480766296387|5.218997856104579e-08,1,1.298820677675394e-07|Freefall
668.9038696289062,696.2559204101562,-903.9738159179688|-0.3827935755252838,1.3666725351413334e-07,-0.9238339066505432|5.1136240131199884e-08,1,1.2674640004206594e-07|Freefall
668.8101196289062,696.2014770507812,-904.2010498046875|-0.3870672881603241,1.354598424541109e-07,-0.9220514893531799|5.108065792569505e-08,1,1.2546826155812596e-07|Freefall
668.6204833984375,696.0823974609375,-904.6546630859375|-0.39111006259918213,1.3416851629699522e-07,-0.9203439354896545|5.079632359183961e-08,1,1.2419441475230997e-07|Freefall
668.4286499023438,695.94970703125,-905.107421875|-0.3992878496646881,1.3553045619119075e-07,-0.9168255925178528|5.2160643804199935e-08,1,1.2510922431374638e-07|Freefall
668.2332763671875,695.8033447265625,-905.55859375|-0.41547733545303345,1.4579524076907546e-07,-0.9096035361289978|5.841666350647756e-08,1,1.336015458264228e-07|Freefall
667.9295043945312,695.5582885742188,-906.2305908203125|-0.4273591935634613,1.5362007843577885e-07,-0.9040819406509399|6.365606708413907e-08,1,1.3982811708501686e-07|Freefall
667.720458984375,695.3778686523438,-906.6755981445312|-0.45180681347846985,1.5735299996322283e-07,-0.8921158313751221|6.966858023815803e-08,1,1.4109856749655592e-07|Freefall
667.6133422851562,695.2825317382812,-906.8968505859375|-0.4685509502887726,1.6480201736612798e-07,-0.8834365010261536|7.617853015062792e-08,1,1.461434919747262e-07|Freefall
667.2786254882812,694.9761962890625,-907.5538330078125|-0.48715880513191223,1.6792300527868065e-07,-0.8733134269714355|8.168952092546533e-08,1,1.467139156829944e-07|Freefall
667.1626586914062,694.8672485351562,-907.7705688476562|-0.5080962181091309,1.76398614826212e-07,-0.8613002896308899|8.984564203728951e-08,1,1.5180347645582515e-07|Freefall
666.9241943359375,694.63916015625,-908.2003784179688|-0.5268639326095581,1.8333845730467146e-07,-0.8499496579170227|9.711006043744419e-08,1,1.5550882892512163e-07|Freefall
666.5504150390625,694.271484375,-908.8358154296875|-0.5382223129272461,1.7229547211172758e-07,-0.8428029417991638|9.337684758747855e-08,1,1.4480012566764344e-07|Freefall
666.4215698242188,694.14208984375,-909.0451049804688|-0.5618119239807129,1.6917148570883e-07,-0.8272650241851807|9.59499857344781e-08,1,1.3933340881067124e-07|Freefall
666.1575317382812,693.8731689453125,-909.4596557617188|-0.5833727121353149,1.7465357871060405e-07,-0.8122045993804932|1.0329147670518068e-07,1,1.4084648114476295e-07|Freefall
665.8851928710938,693.590576171875,-909.8687133789062|-0.6016682982444763,1.854863000971818e-07,-0.7987460494041443|1.1322044457529046e-07,1,1.469367560957835e-07|Freefall
665.604736328125,693.2943725585938,-910.2720947265625|-0.6265133619308472,1.913596463509748e-07,-0.7794106602668762|1.214628611023727e-07,1,1.4788294322443107e-07|Freefall
665.3162231445312,692.9845581054688,-910.6697387695312|-0.647495687007904,1.929060857719378e-07,-0.7620691061019897|1.2610411204150296e-07,1,1.4598965947243414e-07|Freefall
665.0198974609375,692.6610717773438,-911.061279296875|-0.6712762713432312,1.8531798673393496e-07,-0.7412072420120239|1.254193051636321e-07,1,1.3643550289543782e-07|Freefall
664.7157592773438,692.323974609375,-911.4465942382812|-0.6912659406661987,1.7747287017755298e-07,-0.7226004600524902|1.2363136647763895e-07,1,1.2733278254017932e-07|Freefall
664.4039916992188,691.9732666015625,-911.8255615234375|-0.7014336585998535,1.8279071412052872e-07,-0.7127346992492676|1.2915023717141594e-07,1,1.2936143889419327e-07|Freefall
664.0703735351562,691.8819580078125,-912.1837768554688|-0.7116239666938782,1.3866784343008476e-07,-0.702560544013977|9.933157230079814e-08,1,9.676192291863117e-08|Landed
663.744384765625,691.869140625,-912.5123291015625|-0.7182332277297974,9.754641894232918e-08,-0.6958023905754089|7.068005203336725e-08,1,6.723410450604206e-08|Landed
663.4085083007812,691.8673095703125,-912.8400268554688|-0.7246074080467224,5.678902681438558e-08,-0.6891618967056274|4.1983824417002324e-08,1,3.82598592807426e-08|Landed
663.0624389648438,691.8670654296875,-913.1709594726562|-0.7246374487876892,1.6089032328636677e-08,-0.6891303062438965|1.271179606021633e-08,1,9.98009852537507e-09|Landed
662.7113037109375,691.8670654296875,-913.505126953125|-0.7277671694755554,-2.4587087921190687e-08,-0.6858242750167847|-1.6501422450687642e-08,1,-1.8339820329060785e-08|Landed
662.3565673828125,691.8670654296875,-913.8401489257812|-0.7308754324913025,-6.524260243168101e-08,-0.6825109124183655|-4.58303013317618e-08,1,-4.651407436995214e-08|Landed
661.9991455078125,691.7876586914062,-914.1748046875|-0.7370402812957764,-8.70093543881012e-08,-0.6758488416671753|-6.199564950293279e-08,1,-6.113211981073619e-08|Running
661.4575805664062,691.6024169921875,-914.6732788085938|-0.7521855235099792,-9.136073941817813e-08,-0.6589514017105103|-6.674594743572015e-08,1,-6.24559035600214e-08|Running
661.0899658203125,691.4608154296875,-914.9992065429688|-0.7669408321380615,-9.426180014315833e-08,-0.6417178511619568|-7.039720628654322e-08,1,-6.275548258827257e-08|Running
660.715087890625,691.3056640625,-915.317138671875|-0.7841270565986633,-9.71616742617698e-08,-0.6206002831459045|-7.433020954294989e-08,1,-6.264474450290436e-08|Running
660.524169921875,691.2229614257812,-915.4718627929688|-0.7925015091896057,-9.861076222250631e-08,-0.6098700165748596|-7.630092824228996e-08,1,-6.254146001083427e-08|Running
659.94189453125,690.9544067382812,-915.9243774414062|-0.8007304072380066,-1.0295417496308801e-07,-0.5990248918533325|-8.051863886748833e-08,1,-6.42384847537869e-08|Running
659.5493774414062,690.7583618164062,-916.2203979492188|-0.8007304668426514,-1.0584823684212097e-07,-0.5990248322486877|-8.276636265236448e-08,1,-6.606519065144312e-08|Running
659.1558837890625,690.5486450195312,-916.51513671875|-0.8034407496452332,-1.0874050815345981e-07,-0.5953847169876099|-8.531209516604576e-08,1,-6.751482573008616e-08|Running
658.9586181640625,690.438720703125,-916.661865234375|-0.8034407496452332,-1.1018617840363731e-07,-0.5953847169876099|-8.643511506534196e-08,1,-6.842750366331529e-08|Running
658.3662719726562,690.0884399414062,-917.1011352539062|-0.8034407496452332,-1.145213488484842e-07,-0.5953847169876099|-8.980273236147696e-08,1,-7.116435796206133e-08|Running
657.9712524414062,689.837890625,-917.3938598632812|-0.8034407496452332,-1.1740991112674237e-07,-0.5953847169876099|-9.204661211015264e-08,1,-7.298795168253491e-08|Running
