paralel|true|1828
4496.4345703125,-135.3349151611328,111.63373565673828|0.037067413330078125,1.0478008505288017e-07,-0.9993127584457397|-2.006847354962815e-09,1,1.0477770473471537e-07|Running
4496.4619140625,-135.3509979248047,110.99292755126953|0.039006225764751434,1.2587780418016337e-07,-0.9992389678955078|-3.096804590541069e-09,1,1.258527930758646e-07|Running
4496.5244140625,-135.39491271972656,109.52843475341797|0.04194919019937515,3.374651313947652e-08,-0.999119758605957|-1.7925675388497098e-09,1,3.370098511368269e-08|Running
4496.54736328125,-135.42015075683594,108.70420837402344|0.03865579515695572,8.855571564936326e-08,-0.9992525577545166|-3.6864009622661342e-09,1,8.847934651612377e-08|Running
4496.751953125,-135.2629852294922,107.30326080322266|0.09594704210758209,0.000001933274688781239,-0.9953864216804504|-1.3216140359872952e-07,1,0.0000019294961930427235|Running
4497.033203125,-134.83343505859375,106.10460662841797|0.16524048149585724,0.0000026879674805968534,-0.9862533211708069|-3.662872813947615e-07,1,0.0000026640641408448573|Running
4497.45654296875,-134.17881774902344,104.86186981201172|0.25110191106796265,0.0000037065140077174874,-0.9679606556892395|-8.159759659065458e-07,1,0.000003617523816501489|Running
4497.6015625,-133.9350128173828,104.49214935302734|0.27288347482681274,0.000002770252876871382,-0.9620471000671387|-6.771127800675458e-07,1,0.0000026874774903262733|Running
4498.10888671875,-133.2450714111328,103.3941879272461|0.3529404103755951,0.000003465329427854158,-0.9356458187103271|-0.0000011205848977624555,1,0.000003280974169683759|Running
4498.31201171875,-132.7472686767578,102.97412872314453|0.3762410581111908,0.0000015764255749672884,-0.9265218377113342|-5.568423944168899e-07,1,0.000001475322733313078|Running
4498.84130859375,-131.8445587158203,102.12065124511719|0.4586619734764099,0.000004232152150507318,-0.88861083984375|-0.000001813465814848314,1,0.000003826629836112261|Running
4499.48828125,-130.94937133789062,101.15382385253906|0.5152233839035034,0.0000017384319335178589,-0.8570559024810791|-8.587521165281942e-07,1,0.0000015121331671252847|Running
4500.1826171875,-130.19773864746094,100.12066650390625|0.5410493016242981,3.221317115276179e-07,-0.8409909009933472|-1.6962353299732058e-07,1,2.7391146772970387e-07|Running
4500.5126953125,-129.80311584472656,99.6899185180664|0.5566680431365967,8.527208592568059e-07,-0.8307350277900696|-4.5890311639595893e-07,1,7.189586881395371e-07|Running
4501.33837890625,-129.1015625,98.81138610839844|0.6270076632499695,0.000003942386683775112,-0.7790130972862244|-0.000002370045649513486,1,0.000003153156058033346|Running
4501.8984375,-128.57553100585938,98.29910278320312|0.6671997904777527,0.0000032257746624964057,-0.7448788285255432|-0.000002080384319924633,1,0.0000024671699065947905|Running
4502.87841796875,-127.86407470703125,97.54114532470703|0.7363816499710083,0.000004553309736365918,-0.6765663623809814|-0.0000032482414553669514,1,0.000003194608098056051|Running
4503.59619140625,-127.3619384765625,96.99739074707031|0.7620156407356262,0.0000010715660891946754,-0.6475586295127869|-8.045836352721381e-07,1,7.079833608258923e-07|Running
4503.85791015625,-127.17782592773438,96.79608917236328|0.7672774195671082,7.020504426691332e-07,-0.6413153409957886|-5.310299115990347e-07,1,4.5937335357848497e-07|Running
4504.11767578125,-126.99667358398438,96.58637237548828|0.7694638967514038,2.282249340623821e-07,-0.6386902928352356|-1.7397249507666857e-07,1,1.4773884515761893e-07|Running
4504.51025390625,-126.76506042480469,96.26058959960938|0.7698923945426941,-6.59374777001176e-08,-0.6381737589836121|4.9314149208612434e-08,1,-4.382958707083162e-08|Running
4504.9716796875,-126.54750061035156,95.86236572265625|0.7672214508056641,-3.3810716448812173e-09,-0.6413822770118713|3.4640696977561447e-09,1,-1.1278189493424406e-09|Running
4505.37744140625,-126.40548706054688,95.5041275024414|0.7637643218040466,1.1607253469492207e-07,-0.6454952359199524|-8.74699281894209e-08,1,7.632299059423531e-08|Running
4505.91650390625,-126.26789093017578,95.01557922363281|0.7576109766960144,1.7268246210733196e-07,-0.6527063846588135|-1.297291305490944e-07,1,1.1398424959452313e-07|Running
4506.3818359375,-126.16705322265625,94.5809097290039|0.7515103220939636,2.1199699062890431e-07,-0.6597213745117188|-1.5794522312262416e-07,1,1.4142263182748138e-07|Running
4506.7802734375,-126.09133911132812,94.2048568725586|0.7463722229003906,2.0290573843340098e-07,-0.6655287146568298|-1.5010333243026253e-07,1,1.3654221220349427e-07|Running
4507.10986328125,-126.03385162353516,93.89041137695312|0.7425556182861328,1.657969477264487e-07,-0.669784426689148|-1.219605394453538e-07,1,1.123263899671656e-07|Running
4507.63671875,-125.95862579345703,93.3860855102539|0.7372236847877502,1.3285794864259515e-07,-0.6756487488746643|-9.693438585145486e-08,1,9.086914332101514e-08|Running
4508.029296875,-125.88634490966797,93.0107421875|0.7341276407241821,1.2247629399553261e-07,-0.6790114641189575|-8.890984304343874e-08,1,8.424763819903092e-08|Running
4508.4248046875,-125.80103302001953,92.63267517089844|0.7317339181900024,1.192438219277392e-07,-0.6815903782844543|-8.618229685453116e-08,1,8.242679427894473e-08|Running
4508.822265625,-125.73629760742188,92.25322723388672|0.7298481464385986,1.1524814169661113e-07,-0.6836093068122864|-8.30349478064818e-08,1,7.993636330638765e-08|Running
4509.2197265625,-125.71446228027344,91.87371826171875|0.7283599376678467,1.1040614111834657e-07,-0.685194730758667|-7.936141344089265e-08,1,7.677009961071235e-08|Running
4509.671875,-125.81338500976562,91.44587707519531|0.7277497053146362,6.307480049372316e-08,-0.6858428120613098|-4.517985985330597e-08,1,4.402637543421406e-08|Running
4510.2724609375,-126.02587127685547,90.90125274658203|0.7313881516456604,1.1595025029009776e-07,-0.6819614171981812|-8.334622947359094e-08,1,8.063770451371965e-08|Running
4510.69287109375,-126.09410858154297,90.55052947998047|0.7384024858474731,3.340825855957519e-07,-0.6743602752685547|-2.4245582608273253e-07,1,2.2992547599187674e-07|Running
4511.060546875,-126.08841705322266,90.27677917480469|0.7488269209861755,9.844146688919864e-07,-0.6627655625343323|-7.225219746942457e-07,1,6.689705855933425e-07|Running
4511.43603515625,-126.05632781982422,90.01856994628906|0.7620152831077576,0.0000018158202692575287,-0.6475590467453003|-0.0000013524847872758983,1,0.0000012125631201342912|Running
4511.81494140625,-126.00308990478516,89.7675552368164|0.7750000953674316,0.0000020423169644345762,-0.6319611072540283|-0.000001546569365018513,1,0.0000013350909284781665|Running
4512.27685546875,-125.96388244628906,89.47209930419922|0.7896106839179993,0.0000018419819980408647,-0.613608181476593|-0.0000014244161548049306,1,0.0000011689020311678178|Running
4512.8203125,-126.01424407958984,89.13037872314453|0.8040684461593628,0.0000013911470659877523,-0.5945367217063904|-0.0000010984008440573234,1,8.543756280232628e-07|Running
4513.20849609375,-126.10690307617188,88.89035034179688|0.8126131296157837,0.0000010661500482456177,-0.58280348777771|-8.52176412990957e-07,1,6.41142889890034e-07|Running
4513.73876953125,-126.25241088867188,88.5679702758789|0.8231024742126465,7.902709171503375e-07,-0.5678929090499878|-6.408664603441139e-07,1,4.6271421183519124e-07|Running
4514.11962890625,-126.3188705444336,88.33975982666016|0.8294601440429688,6.450217711062578e-07,-0.5585659146308899|-5.274664545140695e-07,1,3.715038303653273e-07|Running
4514.5771484375,-126.50897979736328,88.06554412841797|0.83555668592453,4.1261111505264125e-07,-0.5494042634963989|-3.4038706075989467e-07,1,2.3334078491643595e-07|Running
4514.96240234375,-126.65245056152344,87.8402099609375|0.8404808640480042,3.7037622746538545e-07,-0.5418412089347839|-3.075314225498005e-07,1,2.065216619939747e-07|Running
4515.50537109375,-126.75208282470703,87.52603149414062|0.8466016054153442,3.1785319265509315e-07,-0.532227098941803|-2.6587028401081625e-07,1,1.742996147413578e-07|Running
4515.90380859375,-126.82464599609375,87.307861328125|0.8518118262290955,4.1735549416443973e-07,-0.5238479375839233|-3.512468822464143e-07,1,2.255601998513157e-07|Running
4516.470703125,-126.86456298828125,87.0086898803711|0.859744131565094,5.811525625176728e-07,-0.5107250213623047|-4.933723971589643e-07,1,3.0736407552467426e-07|Running
4516.798828125,-126.8690185546875,86.8443603515625|0.864612877368927,6.504163252429862e-07,-0.5024386048316956|-5.553609980779584e-07,1,3.388354912203795e-07|Running
4517.2939453125,-126.88475036621094,86.60474395751953|0.872144341468811,7.631639391547651e-07,-0.48924869298934937|-6.573690711775271e-07,1,3.880302017478243e-07|Running
4517.70654296875,-126.95002746582031,86.41381072998047|0.8784740567207336,8.112334057841508e-07,-0.47779008746147156|-7.04016883901204e-07,1,4.0346765217691427e-07|Running
4518.12109375,-127.08598327636719,86.23487854003906|0.8855560421943665,0.0000010128339908987982,-0.4645325541496277|-8.860959610501595e-07,1,4.911311748401204e-07|Running
4518.541015625,-127.14844512939453,86.06420135498047|0.8929795622825623,0.000001235963509316207,-0.4500972330570221|-0.0000010901608220592607,1,5.831454359395138e-07|Running
4519.22021484375,-127.23587799072266,85.80644226074219|0.9052125215530396,0.0000014761043303224142,-0.4249591827392578|-0.000001320328578913177,1,6.610666218875849e-07|Running
4519.5654296875,-127.27037811279297,85.68909454345703|0.9115543365478516,0.0000016253662806775537,-0.4111796021461487|-0.0000014644472230429528,1,7.063652560646005e-07|Running
4520.08984375,-127.30464172363281,85.52597045898438|0.9213422536849976,0.000001967922571566305,-0.3887524902820587|-0.0000017924965050042374,1,8.139363103509822e-07|Running
4520.53125,-127.30811309814453,85.40542602539062|0.9297886490821838,0.000002299993866472505,-0.36809390783309937|-0.000002114801418429124,1,9.064958703675075e-07|Running
4520.9755859375,-127.30860900878906,85.29344177246094|0.9377344250679016,0.000002399297500232933,-0.3473529815673828|-0.0000022260787773120683,1,8.977229413176246e-07|Running
4521.33251953125,-127.31129455566406,85.20831298828125|0.9434083700180054,0.0000022032534161553485,-0.33163323998451233|-0.0000020581840090017067,1,7.886583830440941e-07|Running
4521.95849609375,-127.30314636230469,85.0691909790039|0.9524126648902893,0.0000019289523152110633,-0.30481165647506714|-0.0000018217224351246841,1,6.361988766911963e-07|Running
4522.31787109375,-127.29096984863281,84.99553680419922|0.9569078087806702,0.0000017886969772007433,-0.2903919219970703|-0.000001698118126114423,1,5.639086566588958e-07|Running
4522.76708984375,-127.27687072753906,84.90693664550781|0.9617690443992615,0.000001472669509894331,-0.27386191487312317|-0.0000014063322169022285,1,4.3855243347934447e-07|Running
4523.21630859375,-127.25822448730469,84.81867218017578|0.9656859040260315,0.000001099919813896122,-0.2597128450870514|-0.0000010556000233918894,1,3.10118309698737e-07|Running
4524.02490234375,-127.22953796386719,84.6626205444336|0.9712337851524353,6.901237838974339e-07,-0.23812809586524963|-6.668803393949929e-07,1,1.781691310043243e-07|Running
4524.56396484375,-127.29499053955078,84.55711364746094|0.9736680388450623,3.9972124454834557e-07,-0.22797057032585144|-3.874296794492693e-07,1,9.866774064448691e-08|Running
4525.01123046875,-127.41836547851562,84.47335815429688|0.9753954410552979,2.7078988296125317e-07,-0.22046266496181488|-2.63081147977573e-07,1,6.432713206550034e-08|Running
4525.45361328125,-127.50534057617188,84.39046478271484|0.9768146276473999,2.158012506470186e-07,-0.21408677101135254|-2.0998852789944067e-07,1,4.9892715736632454e-08|Running
4525.978515625,-127.63497924804688,84.29072570800781|0.9780809283256531,1.5071357495344273e-07,-0.20822517573833466|-1.468983441554883e-07,1,3.378608681714468e-08|Running
4526.419921875,-127.75625610351562,84.2098617553711|0.979077935218811,1.4890130728417716e-07,-0.20348554849624634|-1.4529778979976982e-07,1,3.2648248549094205e-08|Running
4526.775390625,-127.81159973144531,84.14603424072266|0.9798357486724854,1.4546405679993768e-07,-0.19980452954769135|-1.4205141951606493e-07,1,3.1415680723512196e-08|Running
4527.1328125,-127.86399841308594,84.0814437866211|0.9804636240005493,1.3036989798820287e-07,-0.19670060276985168|-1.2740217414375365e-07,1,2.7741149821736144e-08|Running
4527.671875,-127.90199279785156,83.98541259765625|0.9813188910484314,1.223127839011795e-07,-0.1923883706331253|-1.1965559565396688e-07,1,2.5430297867501395e-08|Running
4527.93896484375,-127.92578125,83.9391098022461|0.9817531704902649,1.2768174428856582e-07,-0.1901596635580063|-1.2497172008352209e-07,1,2.6243023754091155e-08|Running
4528.29443359375,-128.00518798828125,83.87785339355469|0.9822961091995239,1.2874230037596135e-07,-0.18733496963977814|-1.2608410315806395e-07,1,2.610496174781929e-08|Running
4528.736328125,-128.14613342285156,83.8018569946289|0.9828810691833496,1.278171737340017e-07,-0.1842411607503891|-1.252638668347572e-07,1,2.5497463695955958e-08|Running
4529.173828125,-128.24514770507812,83.72684478759766|0.9833791851997375,1.153324760139185e-07,-0.1815638393163681|-1.1310149261589686e-07,1,2.2641197361394916e-08|Running
4529.52001953125,-128.32630920410156,83.6675033569336|0.9837121963500977,1.1249868947516006e-07,-0.1797507107257843|-1.1037352720677518e-07,1,2.182416380946961e-08|Running
4529.95458984375,-128.5041046142578,83.59540557861328|0.9841820597648621,1.1942231026296213e-07,-0.17715999484062195|-1.1722516291001739e-07,1,2.2868629656613848e-08|Running
4530.39111328125,-128.6230926513672,83.52648162841797|0.9847894906997681,1.2843027263897966e-07,-0.17375163733959198|-1.2612130717570835e-07,1,2.432975243493729e-08|Running
4531.09033203125,-128.7599334716797,83.42056274414062|0.9859045743942261,1.3801532361412683e-07,-0.16730861365795135|-1.356888645887011e-07,1,2.5336730047342826e-08|Running
4531.44384765625,-128.85040283203125,83.37116241455078|0.9865502715110779,1.2679568328621826e-07,-0.1634581834077835|-1.2473873312046635e-07,1,2.284780009631504e-08|Running
4531.88818359375,-129.0083770751953,83.31256103515625|0.9874305725097656,1.3592364211945096e-07,-0.15805351734161377|-1.3384912733727106e-07,1,2.3769954893282375e-08|Running
4532.24365234375,-129.08413696289062,83.26785278320312|0.9881433248519897,1.5179246304342087e-07,-0.15353432297706604|-1.4959016425564187e-07,1,2.5896069288933177e-08|Running
4532.60107421875,-129.15655517578125,83.22582244873047|0.9888890981674194,1.7201401192323829e-07,-0.14865508675575256|-1.6965310578598292e-07,1,2.8562105569562846e-08|Running
4532.95849609375,-129.2288360595703,83.18621826171875|0.989651083946228,1.9574552823087288e-07,-0.1434948593378067|-1.9321930722071556e-07,1,3.154001504412918e-08|Running
4533.4072265625,-129.31927490234375,83.13961029052734|0.9906027317047119,2.178809097586054e-07,-0.1367705911397934|-2.1529577054479887e-07,1,3.369384060647462e-08|Running
4533.8564453125,-129.3970947265625,83.09591674804688|0.9915161728858948,2.2479227368421562e-07,-0.12998360395431519|-2.2235528263081505e-07,1,3.326132613779009e-08|Running
4534.30810546875,-129.465087890625,83.05433654785156|0.9923520088195801,2.1228591151611909e-07,-0.12344014644622803|-2.1019167206759448e-07,1,2.99884774790371e-08|Running
4534.66943359375,-129.51304626464844,83.02224731445312|0.992946982383728,1.9039779886043107e-07,-0.1185593530535698|-1.88655462807219e-07,1,2.5918975410377243e-08|Running
4535.12353515625,-129.56442260742188,82.98456573486328|0.9936510920524597,1.752681697553271e-07,-0.11250581592321396|-1.7381272243710555e-07,1,2.2745156869063976e-08|Running
4535.57763671875,-129.6106414794922,82.94764709472656|0.9942565560340881,1.5291018939933565e-07,-0.10702314972877502|-1.517494041536338e-07,1,1.898989410165086e-08|Running
4535.94091796875,-129.64703369140625,82.91908264160156|0.9946789741516113,1.280773318512729e-07,-0.10302324593067169|-1.271726404183937e-07,1,1.534983340434337e-08|Running
4536.30419921875,-129.68309020996094,82.89148712158203|0.9950624108314514,1.3423961320313538e-07,-0.09925143420696259|-1.33356536480278e-07,1,1.5531732344697957e-08|Running
4536.75830078125,-129.7279052734375,82.85806274414062|0.9954956769943237,1.4498972689125367e-07,-0.09480714797973633|-1.4411074289455428e-07,1,1.6118033130396725e-08|Running
4537.21240234375,-129.77789306640625,82.82571411132812|0.9958794713020325,1.3101097806611506e-07,-0.09068676084280014|-1.3027901957229915e-07,1,1.3990793412688163e-08|Running
4537.66650390625,-129.82147216796875,82.79496765136719|0.9962335824966431,1.3597193060377322e-07,-0.08670992404222488|-1.3527197495477594e-07,1,1.3948221244675096e-08|Running
4538.03173828125,-129.85401916503906,82.77196502685547|0.9965090155601501,1.333271626435817e-07,-0.08348547667264938|-1.3268210352634924e-07,1,1.327465870559763e-08|Running
4538.48828125,-129.89259338378906,82.74479675292969|0.9968405961990356,1.3350128824640706e-07,-0.07942791283130646|-1.3290760136897006e-07,1,1.2761250722803652e-08|Running
4538.7626953125,-129.91458129882812,82.7293701171875|0.9970290660858154,1.2848123276398837e-07,-0.07702628523111343|-1.2793816495104693e-07,1,1.1985115122570278e-08|Running
4539.21923828125,-129.94976806640625,82.70479583740234|0.9973251819610596,1.3521515995762456e-07,-0.07309205085039139|-1.3469336579419178e-07,1,1.2068044341617679e-08|Running
4539.58447265625,-129.977783203125,82.68595886230469|0.9975395798683167,1.234707127650836e-07,-0.07010512799024582|-1.2302784568873903e-07,1,1.06349267170458e-08|Running
4539.94970703125,-130.00579833984375,82.66725158691406|0.9977225065231323,1.1459433579830147e-07,-0.06745205819606781|-1.1421283829804452e-07,1,9.512162613134478e-09|Running
4540.31494140625,-130.0335693359375,82.64948272705078|0.9978928565979004,1.1590046256060305e-07,-0.06488357484340668|-1.15540800038616e-07,1,9.295508363038607e-09|Running
4540.771484375,-130.0694580078125,82.62747192382812|0.9980767369270325,1.2257946480076498e-07,-0.06199023872613907|-1.2222933776229183e-07,1,9.440205062105633e-09|Running
4541.13671875,-130.09898376464844,82.60985565185547|0.9981969594955444,1.200835555437152e-07,-0.06002391129732132|-1.1976051439432922e-07,1,8.97938434718526e-09|Running
4541.501953125,-130.12930297851562,82.59223937988281|0.9982962012290955,1.0683332618555141e-07,-0.058350201696157455|-1.0656213333959386e-07,1,7.759358489067836e-09|Running
4541.8671875,-130.1594696044922,82.57462310791016|0.9983790516853333,1.028137077696556e-07,-0.056915026158094406|-1.0256662363872238e-07,1,7.262465295809761e-09|Running
4542.232421875,-130.18931579589844,82.5570068359375|0.9984484910964966,9.632629627276401e-08,-0.05568266659975052|-9.610741358301311e-08,1,6.608692260101634e-09|Running
4542.68896484375,-130.22621154785156,82.53498077392578|0.9985207915306091,1.2143226513217087e-07,-0.054371029138565063|-1.2117227754515625e-07,1,8.078291813262695e-09|Running
4543.1455078125,-130.2630615234375,82.51298522949219|0.9985796809196472,8.262411910209266e-08,-0.05327853187918663|-8.24534609478178e-08,1,5.401119107517616e-09|Running
4543.41943359375,-130.28517150878906,82.49978637695312|0.9986090660095215,6.857509049496002e-08,-0.05272454768419266|-6.843778521670174e-08,1,4.409626885859552e-09|Running
4543.8759765625,-129.21188354492188,82.47779083251953|0.9986555576324463,5.694021965041429e-08,-0.051836494356393814|-5.6833759032315356e-08,1,3.5277918364329253e-09|Jumping
4544.2421875,-128.41455078125,82.46088409423828|0.9986954927444458,5.880902875787797e-08,-0.05106143280863762|-5.870463937185377e-08,1,3.5441027890215082e-09|Freefall
4544.609375,-127.67172241210938,82.44410705566406|0.9987325668334961,7.131796309067795e-08,-0.05033198744058609|-7.11948473508528e-08,1,4.2388559329253894e-09|Freefall
4544.884765625,-127.15037536621094,82.43152618408203|0.9987567663192749,8.646674132251064e-08,-0.04984898120164871|-8.631867842723295e-08,1,5.123026891595828e-09|Freefall
4545.435546875,-126.19963836669922,82.40694427490234|0.9988072514533997,1.302781242884521e-07,-0.0488264299929142|-1.3005578125557804e-07,1,7.730886153467509e-09|Freefall
4545.7109375,-125.77024841308594,82.3946762084961|0.9988296031951904,1.590645126725576e-07,-0.048367686569690704|-1.5879295744980482e-07,1,9.456878835578664e-09|Freefall
4546.169921875,-125.12273406982422,82.3742446899414|0.9988610744476318,1.2388429126986011e-07,-0.047713279724121094|-1.2367270585400547e-07,1,7.386800060515952e-09|Freefall
4546.4453125,-124.77510070800781,82.36197662353516|0.9988770484924316,1.0614700585165338e-07,-0.047377072274684906|-1.0596515664929029e-07,1,6.349879733136277e-09|Freefall
4546.904296875,-124.26382446289062,82.34153747558594|0.9988998174667358,8.047538813116262e-08,-0.0468955934047699|-8.033609333324421e-08,1,4.855196689135255e-09|Freefall
4547.36328125,-123.83771514892578,82.32109832763672|0.9989186525344849,5.8442331862806896e-08,-0.04649263620376587|-5.833924276998914e-08,1,3.5742084847356637e-09|Freefall
4547.822265625,-123.49676513671875,82.3006591796875|0.9989340305328369,3.891987887527648e-08,-0.04616008326411247|-3.8848693151294356e-08,1,2.439260793352105e-09|Freefall
4548.189453125,-123.28530883789062,82.2843017578125|0.9989442825317383,2.4562387679338826e-08,-0.0459386482834816|-2.4514589469504244e-08,1,1.6038725902944861e-09|Freefall
4548.46484375,-123.16248321533203,82.27203369140625|0.9989508390426636,1.4318101371202374e-08,-0.04579605907201767|-1.4286977823019242e-08,1,1.006924987834168e-09|Freefall
4548.923828125,-123.02590942382812,82.25159454345703|0.9989602565765381,-2.0384693932840037e-09,-0.04559008777141571|2.042990665529487e-09,1,5.258168206401237e-11|Freefall
4549.19921875,-122.98483276367188,82.23932647705078|0.9989650845527649,-1.1510983277673859e-08,-0.04548398777842522|1.1500093322069915e-08,1,-5.010853398879078e-10|Freefall
4549.658203125,-122.9844970703125,82.21887969970703|0.9989719986915588,-2.689991340787401e-08,-0.04533197730779648|2.6863949287303512e-08,1,-1.4025713923615513e-09|Freefall
4550.025390625,-123.04554748535156,82.20177459716797|0.9989666938781738,-3.89412591061955e-08,-0.04544830322265625|3.888563426812652e-08,1,-2.108015095814153e-09|Freefall
4550.482421875,-123.19850158691406,82.17842864990234|0.9989300966262817,-4.876432058154023e-08,-0.04624597728252411|4.8692900378455306e-08,1,-2.670864196474554e-09|Freefall
4550.84765625,-123.38217163085938,82.15910339355469|0.9988904595375061,-4.453006852145336e-08,-0.04709409922361374|4.4467263649039523e-08,1,-2.381219887936936e-09|Freefall
4551.30419921875,-123.68840789794922,82.13294219970703|0.9988149404525757,-9.734928418936306e-09,-0.04866891726851463|9.737667561182661e-09,1,-1.8082439712241438e-10|Freefall
4551.66943359375,-123.99470520019531,82.11180877685547|0.9987537860870361,5.2358348767711504e-08,-0.049909207969903946|-5.2236494241242326e-08,1,3.745818766276443e-09|Freefall
4552.03466796875,-124.35549926757812,82.09066772460938|0.9986993074417114,1.1953395073760475e-07,-0.05098750814795494|-1.1928176490982878e-07,1,7.988959715987676e-09|Freefall
4552.39990234375,-124.77079772949219,82.06879425048828|0.9986400008201599,1.4992478725162073e-07,-0.05213633552193642|-1.4961572958327451e-07,1,9.830862346404956e-09|Freefall
4552.76513671875,-125.2406005859375,82.04680633544922|0.9985827207565308,1.339090829333145e-07,-0.05322151631116867|-1.3363465711790923e-07,1,8.715062449482502e-09|Freefall
4553.13037109375,-125.76490020751953,82.02481842041016|0.9985317587852478,1.3697837175641325e-07,-0.05416976287961006|-1.3669719578501827e-07,1,8.895866265845598e-09|Freefall
4553.49560546875,-126.34369659423828,82.00363159179688|0.9985000491142273,1.5171309541983646e-07,-0.054751262068748474|-1.5139900710892107e-07,1,9.884232987644737e-09|Freefall
4553.86083984375,-126.97699737548828,81.98257446289062|0.9984782934188843,1.7062252766208985e-07,-0.055146317929029465|-1.7026583520873828e-07,1,1.1166453539601662e-08|Freefall
4554.3173828125,-127.84527587890625,81.95624542236328|0.9984561800956726,1.2777915969763853e-07,-0.05554485693573952|-1.2750889766266482e-07,1,8.409633878159184e-09|Freefall
4554.77392578125,-128.79869079589844,81.92991638183594|0.9984378218650818,7.000954838076723e-08,-0.05587361007928848|-6.985721512364762e-08,1,4.6794488284263025e-09|Freefall
4555.13916015625,-129.62274169921875,81.90894317626953|0.9984256029129028,2.5056190011696344e-08,-0.05609250068664551|-2.499545814771409e-08,1,1.7843051480781469e-09|Landed
4555.4130859375,-130.27655029296875,81.89321899414062|0.9984176754951477,-8.129205752993585e-09,-0.05623345077037811|8.122442274327568e-09,1,-3.4883931854245986e-10|Landed
4555.7783203125,-131.1959686279297,81.87224578857422|0.9984083771705627,-5.1852996563184206e-08,-0.05639755725860596|5.175738237994665e-08,1,-3.1560274393882537e-09|Landed
4556.23486328125,-131.62045288085938,81.84603881835938|0.9983984231948853,-1.05860934240809e-07,-0.056573525071144104|1.0565566554987527e-07,1,-6.619452097567091e-09|Running
4556.5087890625,-131.55836486816406,81.83031463623047|0.9983932971954346,-1.0072701428498476e-07,-0.05666370689868927|1.0052985999209341e-07,1,-6.329883284195148e-09|Running
4556.96533203125,-131.4735107421875,81.8041000366211|0.9983859658241272,-6.085862480631477e-08,-0.05679278448224068|6.073687330854227e-08,1,-3.86998877388578e-09|Running
4557.33056640625,-131.4489288330078,81.78313446044922|0.9983810186386108,-2.8803254892295627e-08,-0.05688009411096573|2.8742361379840986e-08,1,-1.8886365804604566e-09|Running
4557.69580078125,-131.46563720703125,81.76216888427734|0.9983767867088318,3.344386545478528e-09,-0.05695434659719467|-3.3440623603553377e-09,1,1.0099800856755436e-10|Running
4558.06103515625,-131.49746704101562,81.74120330810547|0.9983731508255005,3.555189564963257e-08,-0.05701799318194389|-3.5490099747903514e-08,1,2.096442797139275e-09|Running
4558.42626953125,-131.52969360351562,81.7202377319336|0.9983700513839722,6.779617933716509e-08,-0.05707264319062233|-6.767271543139941e-08,1,4.095990657759785e-09|Running
4558.7001953125,-131.55386352539062,81.70451354980469|0.998367965221405,9.199316508556876e-08,-0.05710824951529503|-9.182335958257681e-08,1,5.597392327416628e-09|Running
4559.0654296875,-131.58609008789062,81.68354797363281|0.9983656406402588,1.067802202214807e-07,-0.057149823755025864|-1.0658127536089523e-07,1,6.529126128640428e-09|Running
4559.4306640625,-131.61911010742188,81.66258239746094|0.9983635544776917,6.91561439225552e-08,-0.0571858175098896|-6.902610749648375e-08,1,4.249211649209883e-09|Running
4559.88720703125,-131.66238403320312,81.6363754272461|0.998361349105835,2.2199653670895714e-08,-0.05722418054938316|-2.215559291585123e-08,1,1.4044299057047738e-09|Running
4560.1611328125,-131.68882751464844,81.62118530273438|0.9983686208724976,-5.827169413663569e-09,-0.0570971705019474|5.819948079022197e-09,1,-2.9275917801108164e-10|Running
4560.61572265625,-131.7349853515625,81.5960693359375|0.9983870983123779,-5.1223192798488526e-08,-0.05677318945527077|5.1133572043227105e-08,1,-3.0312754528694086e-09|Running
4560.88818359375,-131.76394653320312,81.58101654052734|0.9983974695205688,-7.752482389378201e-08,-0.05659092962741852|7.738797336287462e-08,1,-4.609665538168883e-09|Running
4561.34228515625,-131.81341552734375,81.55591583251953|0.9984124302864075,-1.201637758185825e-07,-0.05632574111223221|1.1995096826922236e-07,1,-7.159069781437211e-09|Running
4561.61474609375,-131.84243774414062,81.54138946533203|0.9984284043312073,-9.039444393010854e-08,-0.05604185536503792|9.023467129054552e-08,1,-5.381301182438847e-09|Running
4562.06884765625,-131.8905029296875,81.5173568725586|0.9984591007232666,-3.667477699309529e-08,-0.05549268051981926|3.6612398446322914e-08,1,-2.140764676639151e-09|Running
4562.43359375,-131.9279022216797,81.49885559082031|0.9984927773475647,1.1660606702434961e-08,-0.05488293245434761|-1.1633520813347786e-08,1,8.130073836376539e-10|Running
4562.798828125,-131.9642791748047,81.4810791015625|0.9985360503196716,6.914228833920788e-08,-0.0540902204811573|-6.900645388441262e-08,1,4.3789767367741206e-09|Running
4563.1640625,-132.00030517578125,81.46353149414062|0.9985800385475159,9.938374034845765e-08,-0.05327191203832626|-9.919060062202334e-08,1,6.2695226787923275e-09|Running
4563.62060546875,-132.04319763183594,81.44306945800781|0.9986513257026672,1.1131760402349755e-07,-0.0519181489944458|-1.1110021347349175e-07,1,7.073176266914061e-09|Running
4563.98583984375,-132.07708740234375,81.42684936523438|0.9987051486968994,9.338803863556677e-08,-0.05087258666753769|-9.320439886550957e-08,1,5.982074391397418e-09|Running
4564.35107421875,-132.11041259765625,81.41099548339844|0.9987564086914062,7.72980328633821e-08,-0.04985641688108444|-7.714415062309854e-08,1,5.010733605814721e-09|Running
