paralel|true|1828
-34.39820861816406,-189.9427032470703,-171.47572326660156|-0.07594417035579681,4.821084189643443e-07,0.9971120953559875|2.7007860836647524e-08,1,-4.814476710635063e-07|Running
-34.46396255493164,-190.1525421142578,-170.94790649414062|-0.08603181689977646,3.460754385287146e-07,0.9962924122810364|2.3255919856524088e-08,1,-3.453551187249104e-07|Running
-34.53584671020508,-190.24609375,-170.41705322265625|-0.09586496651172638,3.1476059803026146e-07,0.9953943490982056|2.4347622584741657e-08,1,-3.1387207855004817e-07|Running
-34.626182556152344,-190.3678436279297,-169.7972412109375|-0.1073620617389679,3.2519446335754765e-07,0.9942200183868408|2.872587856472819e-08,1,-3.239830164147861e-07|Running
-34.719703674316406,-190.5946502685547,-169.18740844726562|-0.11804033815860748,2.818900384227163e-07,0.9930087924003601|2.8027802301267002e-08,1,-2.805429630825529e-07|Running
-34.81462478637695,-190.9171600341797,-168.61265563964844|-0.12873703241348267,2.804429470870673e-07,0.991678774356842|3.0936728734332064e-08,1,-2.787800497117132e-07|Running
-34.91462707519531,-191.20571899414062,-168.0652618408203|-0.14071737229824066,3.554092700142064e-07,0.9900497794151306|4.319501201166531e-08,1,-3.528418233145203e-07|Running
-34.99864196777344,-191.5858917236328,-167.6174774169922|-0.1499202996492386,3.0142723517201375e-07,0.9886980652809143|3.947164728401731e-08,1,-2.9888764174756943e-07|Running
-35.1020393371582,-191.9519500732422,-167.08326721191406|-0.15957966446876526,2.2854298720176303e-07,0.9871850609779358|3.2444329889358414e-08,1,-2.2626510087775387e-07|Running
-35.19221115112305,-192.0859832763672,-166.61849975585938|-0.16620875895023346,1.571710583903041e-07,0.9860906004905701|2.34585275649124e-08,1,-1.5543405140761024e-07|Running
-35.29026794433594,-192.34295654296875,-166.13369750976562|-0.17271921038627625,1.3889342653783388e-07,0.9849711060523987|2.1691430873715944e-08,1,-1.3720899971758627e-07|Running
-35.404571533203125,-192.74256896972656,-165.57115173339844|-0.17917926609516144,1.3039996815678023e-07,0.9838164448738098|2.1215369017113517e-08,1,-1.2868113685726712e-07|Running
-35.48347854614258,-192.95143127441406,-165.17868041992188|-0.18251241743564606,1.2245568825619557e-07,0.9832035303115845|2.0466764283355587e-08,1,-1.207483961707112e-07|Running
-35.5905876159668,-193.28713989257812,-164.63272094726562|-0.1851481795310974,1.0607979561427783e-07,0.982710599899292|1.8357770414922925e-08,1,-1.0448741250002058e-07|Running
-35.6515998840332,-193.3840789794922,-164.321044921875|-0.18619391322135925,1.119937493854195e-07,0.9825130105018616|1.9673628059990733e-08,1,-1.1025873902781314e-07|Running
-35.75690841674805,-193.68487548828125,-163.77691650390625|-0.18720737099647522,5.731170560352439e-08,0.9823204278945923|1.0357422475237854e-08,1,-5.636930566765841e-08|Running
-35.99640655517578,-194.11888122558594,-162.5382080078125|-0.18865278363227844,-2.75023239737493e-08,0.9820438623428345|-3.915912927254794e-09,1,2.72529323552817e-08|Running
-36.22911834716797,-194.90643310546875,-161.51150512695312|-0.20188799500465393,1.6526099955171958e-07,0.9794086217880249|3.041420626459512e-08,1,-1.6246613654402609e-07|Running
-36.32999801635742,-195.1159210205078,-161.1103515625|-0.20889578759670258,2.2292617529728886e-07,0.9779379367828369|4.260638064579325e-08,1,-2.1885426804146846e-07|Running
-36.43551254272461,-195.411865234375,-160.70677185058594|-0.21636871993541718,2.7873716135218274e-07,0.9763117432594299|5.520993084928705e-08,1,-2.7326464646648674e-07|Running
-36.52168655395508,-195.70993041992188,-160.38385009765625|-0.22212140262126923,2.727648507061531e-07,0.9750190377235413|5.5568850854115226e-08,1,-2.6709409439718e-07|Running
-36.608673095703125,-195.94940185546875,-160.0614776611328|-0.22746138274669647,2.3925014147607726e-07,0.9737871289253235|5.013811588128192e-08,1,-2.339789233474221e-07|Running
-36.71842956542969,-196.0664825439453,-159.65924072265625|-0.23363320529460907,1.9665507977606467e-07,0.972324788570404|4.2578378156576946e-08,1,-1.9202160217446362e-07|Running
-36.828094482421875,-196.16326904296875,-159.2582550048828|-0.23894736170768738,1.5183491086645517e-07,0.9710325002670288|3.3757931561240184e-08,1,-1.480573956769149e-07|Running
-36.95924377441406,-196.39181518554688,-158.77877807617188|-0.24419334530830383,1.4285303961969475e-07,0.9697265625|3.266731241069465e-08,1,-1.3908652363170404e-07|Running
-37.09035110473633,-196.72642517089844,-158.2994842529297|-0.24837449193000793,1.2007500060917664e-07,0.9686641097068787|2.8019321973715705e-08,1,-1.1677497013806715e-07|Running
-37.21896743774414,-196.96141052246094,-157.82144165039062|-0.25097259879112244,1.265449043330591e-07,0.967994213104248|3.0054216892949626e-08,1,-1.2293681095343345e-07|Running
-37.40464782714844,-197.18630981445312,-157.10379028320312|-0.25121501088142395,3.5675387977107675e-08,0.96793133020401|8.906475557068916e-09,1,-3.454578489936466e-08|Running
-37.50545120239258,-197.4304656982422,-156.70188903808594|-0.2500879168510437,-3.743065413175373e-09,0.9682231545448303|-2.2290212731146397e-10,1,3.808337645239135e-09|Running
-37.60413360595703,-197.74932861328125,-156.29693603515625|-0.24799756705760956,1.1614428530037912e-08,0.9687606692314148|3.5533334052928467e-09,1,-1.107932057209382e-08|Running
-37.68341064453125,-197.97991943359375,-155.9696502685547|-0.24626874923706055,7.312497984912625e-08,0.9692015647888184|1.7963436960144463e-08,1,-7.088426912105206e-08|Running
-37.783050537109375,-198.12571716308594,-155.55810546875|-0.24436691403388977,1.0098626290755419e-07,0.9696828126907349|2.379241514915975e-08,1,-9.81477441541756e-08|Running
-38.077823638916016,-198.3358917236328,-154.32810974121094|-0.23868632316589355,1.2197628507237823e-07,0.9710966944694519|2.7147471826083347e-08,1,-1.1893413898178551e-07|Running
-38.17293167114258,-198.55380249023438,-153.92733764648438|-0.23719719052314758,1.0109971526617301e-07,0.9714615345001221|2.2467194327191464e-08,1,-9.858399607765023e-08|Running
-38.26420211791992,-198.8731689453125,-153.5332794189453|-0.23533029854297638,1.1290099166672007e-07,0.9719154834747314|2.5080591825599186e-08,1,-1.1009061751110494e-07|Running
-38.33612823486328,-199.18997192382812,-153.2217559814453|-0.23388206958770752,1.118766590479936e-07,0.9722649455070496|2.480734728749212e-08,1,-1.0910057568480624e-07|Running
-38.44263458251953,-199.5954132080078,-152.76043701171875|-0.23202435672283173,9.91234898606308e-08,0.9727099537849426|2.184839509311587e-08,1,-9.669287948099736e-08|Running
-38.48777389526367,-199.69522094726562,-152.4508514404297|-0.23438316583633423,-0.00011682976764859632,0.9721443057060242|-0.00014472306065727025,1,0.00008528478065272793|Running
-38.502967834472656,-199.88877868652344,-152.06202697753906|-0.2576695680618286,-0.0008774761226959527,0.9662327170372009|-0.0005402787937782705,0.9999995827674866,0.0007640626281499863|Running
-38.531272888183594,-200.12632751464844,-151.7498321533203|-0.28803953528404236,-0.0015141842886805534,0.9576173424720764|-0.00038681356818415225,0.9999988675117493,0.0014648492215201259|Running
-38.568572998046875,-200.47625732421875,-151.36141967773438|-0.3325987160205841,-0.0019543683156371117,0.943066418170929|0.0001319572766078636,0.9999977350234985,0.002118888543918729|Running
-38.63379669189453,-201.0520477294922,-150.81402587890625|-0.3911600410938263,-0.002080255886539817,0.9203203320503235|0.0006634264718741179,0.999996542930603,0.0025423262268304825|Running
-38.710693359375,-201.6957244873047,-150.2173309326172|-0.4285644292831421,-0.0020356709137558937,0.9035089015960693|0.0008933990611694753,0.9999960064888,0.0026768322568386793|Running
-38.81199645996094,-202.02056884765625,-149.63540649414062|-0.3901861906051636,-0.00003980361361755058,0.9207359552383423|0.00002802224480547011,1,0.000055105454521253705|Running
-38.89044189453125,-202.1462860107422,-149.14254760742188|-0.34414517879486084,0.00008879345114110038,0.9389164447784424|-0.00003135314182145521,1,-0.00010606214345898479|Running
-38.9324951171875,-202.3946533203125,-148.70579528808594|-0.2950957715511322,0.000004385474312584847,0.955467700958252|0.000004513330623012735,1,-0.000003195933686583885|Running
-38.94045639038086,-202.6283416748047,-148.43458557128906|-0.25985151529312134,0.000003861745426547714,0.9656485915184021|0.000004985068244423019,1,-0.000002657661752891727|Running
-38.93762969970703,-202.91653442382812,-148.17510986328125|-0.22375300526618958,0.000009270837836083956,0.9746458530426025|0.0000028520221349026542,1,-0.00000885725694388384|Running
-38.919708251953125,-203.39002990722656,-147.79904174804688|-0.1693819761276245,0.000010642335837474093,0.9855504631996155|0.0000017410902728443034,1,-0.000010499134077690542|Running
-38.886199951171875,-203.7620086669922,-147.3690643310547|-0.1103389710187912,0.000008657976650283672,0.9938940405845642|0.0000010738085620687343,1,-0.000008591955520387273|Running
-38.8424072265625,-204.03558349609375,-147.01644897460938|-0.0621824786067009,0.000007724537681497168,0.9980648159980774|5.697189067177533e-07,1,-0.00000770401948102517|Running
-38.77250671386719,-204.59109497070312,-146.56544494628906|-0.003087857970967889,0.0000064192054196610115,0.999995231628418|7.640745280923511e-08,1,-0.000006418999873858411|Running
-38.70862579345703,-205.1508026123047,-146.2467498779297|0.03861548379063606,0.000005787058853456983,0.9992541670799255|-1.786389702829183e-07,1,-0.000005784475433756597|Running
-38.634708404541016,-205.68373107910156,-145.9388885498047|0.07892835140228271,0.000005398809207690647,0.996880292892456|-3.879258372307959e-07,1,-0.000005384990345191909|Running
-38.56824493408203,-205.88436889648438,-145.6828155517578|0.10931645333766937,0.000004669377631216776,0.9940069913864136|-4.828693249692151e-07,1,-0.000004644426098820986|Running
-38.513877868652344,-206.106201171875,-145.47500610351562|0.13000765442848206,0.0000036674175589723745,0.9915130138397217|-4.6481483195748297e-07,1,-0.0000036378626191435615|Running
-38.42870330810547,-206.54112243652344,-145.15872192382812|0.1571582555770874,0.000002480192961229477,0.9875734448432922|-3.9262113205040805e-07,1,-0.000002448921122777392|Running
-38.1958122253418,-207.23924255371094,-144.32083129882812|0.2175789326429367,0.0000016974547634163173,0.9760427474975586|-3.729595903223526e-07,1,-0.0000016559793039050419|Running
-38.000240325927734,-208.05361938476562,-143.68701171875|0.2506844103336334,8.489599849781371e-07,0.9680688381195068|-2.1840152442109684e-07,1,-8.204066261896514e-07|Running
-37.88737487792969,-208.6606903076172,-143.3560028076172|0.2659192383289337,8.23421885343123e-07,0.9639953374862671|-2.2360826790190913e-07,1,-7.924936653580517e-07|Running
-37.547977447509766,-209.81825256347656,-142.4222869873047|0.30674904584884644,8.50093670123897e-07,0.951790452003479|-2.651878219239734e-07,1,-8.076856943262101e-07|Running
-37.147735595703125,-210.73448181152344,-141.36045837402344|0.3329208195209503,3.0874991807650076e-07,0.9429547786712646|-1.0556136942341254e-07,1,-2.901585105519189e-07|Running
-36.87370681762695,-211.21739196777344,-140.8865966796875|0.3759531080722809,0.000004377145614853362,0.926638662815094|-0.0000016259454014289076,1,-0.000004064007498527644|Running
-36.629676818847656,-211.64195251464844,-140.62864685058594|0.43007659912109375,0.00001383867311233189,0.9027923941612244|-0.000005707869604520965,1,-0.000012609601071744692|Running
-35.91169738769531,-212.41773986816406,-139.9628143310547|0.5727578997612,0.000019144834368489683,0.8197245597839355|-0.000010520966498006601,1,-0.00001600399446033407|Running
-35.15110778808594,-212.98414611816406,-139.24008178710938|0.6480947732925415,0.000004811225153389387,0.7615596652030945|-0.000003131285666313488,1,-0.0000036528392683976563|Running
-34.729610443115234,-213.38351440429688,-138.8223114013672|0.6667309999465942,0.00000161736431891768,0.745298445224762|-0.0000010819720728250104,1,-0.0000012021761222058558|Running
-34.36433410644531,-213.53907775878906,-138.45233154296875|0.6751272082328796,3.6425188909561257e-07,0.7377013564109802|-2.6351665383117506e-07,1,-2.5260172265006986e-07|Running
-34.05451583862305,-213.6535186767578,-138.1348114013672|0.6795613765716553,1.9201894474463188e-07,0.7336186170578003|-1.3635197149142186e-07,1,-1.3543741772537032e-07|Running
-33.803855895996094,-213.7152862548828,-137.8746795654297|0.6818109154701233,1.4422084859688766e-07,0.7315284609794617|-9.796696787134351e-08,1,-1.0584126641788316e-07|Running
-33.551780700683594,-213.74600219726562,-137.6104278564453|0.6831575632095337,1.1294295632069407e-07,0.7302709817886353|-7.462755036158342e-08,1,-8.484600755309657e-08|Running
-33.29983139038086,-213.74583435058594,-137.3442840576172|0.6838775277137756,1.0107499548439591e-07,0.7295968532562256|-6.552484421717963e-08,1,-7.711659577580576e-08|Running
-32.98725128173828,-213.7068328857422,-137.01158142089844|0.6841360926628113,9.773255982281626e-08,0.7293543815612793|-6.212278691464235e-08,1,-7.572740656769383e-08|Running
-32.67694854736328,-213.66207885742188,-136.67724609375|0.6836282014846802,9.863165217893766e-08,0.7298304438591003|-6.165839039340426e-08,1,-7.738815810398592e-08|Running
-32.36759948730469,-213.61672973632812,-136.34213256835938|0.6827709078788757,1.1773619945643077e-07,0.7306325435638428|-7.380575794968536e-08,1,-9.217187368903978e-08|Running
-32.0589714050293,-213.5739288330078,-136.00601196289062|0.6817150712013245,9.480199025801994e-08,0.73161780834198|-6.10571220249767e-08,1,-7.268608470667459e-08|Running
-31.75140380859375,-213.53396606445312,-135.66856384277344|0.6803960204124451,1.0166262853772423e-07,0.7328446507453918|-6.994914514280026e-08,1,-7.378032051974515e-08|Running
-31.44399070739746,-213.50074768066406,-135.3302459716797|0.6790540218353271,9.990686322680631e-08,0.7340883016586304|-7.120921452496987e-08,1,-7.022583048410524e-08|Running
-31.13788414001465,-213.4702606201172,-134.99049377441406|0.6774672269821167,1.1253160181468047e-07,0.735552966594696|-8.071974377799052e-08,1,-7.86437226452108e-08|Running
-30.832712173461914,-213.43983459472656,-134.64987182617188|0.6757628321647644,1.066408898964255e-07,0.7371190786361694|-7.478279684391964e-08,1,-7.611449603928122e-08|Running
-30.527692794799805,-213.40939331054688,-134.3091278076172|0.6742344498634338,1.0254603211024005e-07,0.7385174036026001|-6.985829514860598e-08,1,-7.507632204806214e-08|Running
-30.225353240966797,-213.3643798828125,-133.9676513671875|0.6723939776420593,1.1528127430437962e-07,0.7401934862136841|-7.730236006864288e-08,1,-8.552309793685708e-08|Running
-29.864347457885742,-213.29087829589844,-133.55931091308594|0.6703225374221802,1.171756238704802e-07,0.7420698404312134|-7.917518018984993e-08,1,-8.638366466584557e-08|Running
-29.626604080200195,-213.24563598632812,-133.2897186279297|0.669076144695282,1.0740005507159367e-07,0.7431938648223877|-7.308954508289389e-08,1,-7.871106788570614e-08|Running
-29.33077621459961,-213.2164306640625,-132.9526824951172|0.6674950122833252,1.103867290908056e-07,0.7446142435073853|-7.54700195670921e-08,1,-8.059323164388843e-08|Running
-29.037866592407227,-213.1525115966797,-132.61729431152344|0.6658647060394287,1.0644877335153069e-07,0.74607253074646|-7.259933454406564e-08,1,-7.788443667777756e-08|Running
-28.746082305908203,-213.06398010253906,-132.2815704345703|0.664198100566864,1.038084889160018e-07,0.7475566267967224|-7.02988884881961e-08,1,-7.640371535444501e-08|Running
-28.452917098999023,-212.96554565429688,-131.94406127929688|0.6627258062362671,1.1041937142408642e-07,0.7488621473312378|-7.426123715958965e-08,1,-8.173004317768573e-08|Running
-28.158889770507812,-212.86663818359375,-131.6055450439453|0.6614999175071716,1.188761231674107e-07,0.7499452233314514|-7.956050751545263e-08,1,-8.833558950982479e-08|Running
-27.866214752197266,-212.763427734375,-131.26856994628906|0.660487949848175,9.375459342209069e-08,0.7508366107940674|-6.260507490196687e-08,1,-6.979507105597804e-08|Running
-27.576427459716797,-212.65130615234375,-130.93275451660156|0.6593164801597595,8.724138922389102e-08,0.7518655061721802|-5.8182727968869585e-08,1,-6.501236526901266e-08|Running
-27.291587829589844,-212.5261688232422,-130.60238647460938|0.6582215428352356,1.06224291585022e-07,0.7528243064880371|-7.086744346906926e-08,1,-7.91390704080186e-08|Running
